"","survey_year","work_or_not","rgc_cat_od","mode_w_sov","count","prop","prop_se","est","est_se","prop_moe"
"1","2017","NotWork","MetroRGC","Bike",153,0.00489717687817711,0.00104176282660224,5539.43588244521,1153.0207777343,0.00171369984976069
"2","2017","NotWork","MetroRGC","HOV",1423,0.336877306718746,0.0243188423746471,381058.370412374,35710.9144352589,0.0400044957062945
"3","2017","NotWork","MetroRGC","Other",114,0.0100833471914131,0.00224991339695808,11405.766350032,2509.58906653601,0.00370110753799603
"4","2017","NotWork","MetroRGC","SOV",1294,0.284115864086228,0.0227388091718272,321377.326456097,31158.0653327085,0.0374053410876558
"5","2017","NotWork","MetroRGC","Transit",954,0.146923733018519,0.01637531131866,166192.608294871,19848.9635121863,0.0269373871191957
"6","2017","NotWork","MetroRGC","Walk",1969,0.217102572106916,0.0162579431061831,245575.319825462,18640.3116526542,0.0267443164096712
"7","2017","NotWork","NotRGC","Bike",211,0.00450215947375611,0.00111092643385921,41416.4280300909,10204.408204916,0.00182747398369841
"8","2017","NotWork","NotRGC","HOV",5119,0.541160944113297,0.0132517988867074,4978267.30155018,189622.168317329,0.0217992091686337
"9","2017","NotWork","NotRGC","Other",139,0.00838658540823039,0.00253085623893617,77150.1793756763,23385.61241699,0.00416325851304999
"10","2017","NotWork","NotRGC","SOV",3908,0.296804341067249,0.0120994875220768,2730373.21367354,131212.433229721,0.0199036569738164
"11","2017","NotWork","NotRGC","Transit",551,0.0404130091137282,0.00441015766438879,371768.812987366,41002.8385791701,0.00725470935791956
"12","2017","NotWork","NotRGC","Walk",2400,0.10873296082374,0.00747817102334345,1000260.18018816,71545.2949980917,0.0123015913334
"13","2017","NotWork","UrbanRGC","Bike",35,0.0157386048221297,0.0108163243371073,19744.2389820901,13710.4084124526,0.0177928535345415
"14","2017","NotWork","UrbanRGC","HOV",1025,0.459239247039553,0.0358386318324625,576120.28168816,57140.9260859258,0.0589545493644009
"15","2017","NotWork","UrbanRGC","Other",9,0.000292059674332811,0.000125762897358763,366.391816315908,155.5467742023,0.000206879966155165
"16","2017","NotWork","UrbanRGC","SOV",895,0.405536846944557,0.0359711239065661,508750.077443847,59436.0099874126,0.0591724988263012
"17","2017","NotWork","UrbanRGC","Transit",58,0.0351891676212015,0.0148104592323409,44145.166801374,18980.1257164978,0.0243632054372008
"18","2017","NotWork","UrbanRGC","Walk",379,0.0840040738982269,0.0234574151984649,105383.960602634,31147.6783829833,0.0385874480014747
"19","2017","Work","MetroRGC","Bike",314,0.0368132050898422,0.0115628810540685,47777.2099717923,15339.9518268013,0.0190209393339428
"20","2017","Work","MetroRGC","HOV",522,0.183505813112038,0.0221732371765971,238158.990576929,32022.7851493165,0.0364749751555022
"21","2017","Work","MetroRGC","Other",95,0.00607474231129386,0.00139404678201553,7883.97093442161,1764.87965269798,0.00229320695641555
"22","2017","Work","MetroRGC","SOV",1744,0.459608929927928,0.0286886032835025,596493.358741438,57277.5502131426,0.0471927524013615
"23","2017","Work","MetroRGC","Transit",1970,0.164892285636468,0.0155974333420598,214001.832612941,19892.6041152106,0.0256577778476884
