"n_ls.unwtd.Count.of.unique.person_id","n_ls.unwtd.Count.of.unique.day_id","n_ls.unwtd.Count.of.unique.trip_id","n_ls.wtd","summary.unwtd.survey_year","summary.unwtd.telework_time","summary.unwtd.count","summary.unwtd.prop","summary.wtd.survey_year","summary.wtd.telework_time","summary.wtd.count","summary.wtd.prop","summary.wtd.prop_se","summary.wtd.est","summary.wtd.est_se","summary.weight_name"
3263,7407,34773,7487816.73409453,"2023","0 minutes",21372,0.614614787335001,"2023","0 minutes",10091,0.663966895496605,0.00807149485609401,4971662.43098428,107867.650745728,"day_weight"
3263,7407,34773,7487816.73409453,"2023","1 hour",494,0.014206424524775,"2023","1 hour",351,0.0140585968547965,0.00168046356767566,105268.196787234,12597.474382422,"day_weight"
3263,7407,34773,7487816.73409453,"2023","1 hour 15 minutes",179,0.00514767204440227,"2023","1 hour 15 minutes",140,0.00798599559999846,0.00128597600769826,59797.6714920738,9637.40310068784,"day_weight"
3263,7407,34773,7487816.73409453,"2023","1 hour 30 minutes",328,0.00943260575734046,"2023","1 hour 30 minutes",251,0.00864885213061218,0.0015051863043091,64761.019714307,11299.5958035461,"day_weight"
3263,7407,34773,7487816.73409453,"2023","1 hour 45 minutes",51,0.00146665516348891,"2023","1 hour 45 minutes",16,0.000152001318959519,4.66136878883995e-05,1138.15801970952,348.398143158132,"day_weight"
3263,7407,34773,7487816.73409453,"2023","10 hours",778,0.0223736807293015,"2023","10 hours",531,0.0201933800447624,0.00212107343182188,151204.329017102,15939.4420445724,"day_weight"
3263,7407,34773,7487816.73409453,"2023","15 minutes",245,0.00704569637362321,"2023","15 minutes",132,0.0086714966431782,0.00166398339434654,64930.5776744342,12505.7049854595,"day_weight"
3263,7407,34773,7487816.73409453,"2023","2 hours",799,0.0229775975613263,"2023","2 hours",503,0.016670102128048,0.00206272075293875,124822.669673463,15518.6518822327,"day_weight"
3263,7407,34773,7487816.73409453,"2023","2 hours 15 minutes",93,0.00267448882753861,"2023","2 hours 15 minutes",66,0.00152308805537746,0.000244306380199232,11404.6042285548,1818.85370679176,"day_weight"
3263,7407,34773,7487816.73409453,"2023","2 hours 30 minutes",242,0.00695942254047681,"2023","2 hours 30 minutes",183,0.008497774265872,0.00169179302614492,63629.7763505542,12717.0415775267,"day_weight"
3263,7407,34773,7487816.73409453,"2023","2 hours 45 minutes",116,0.00333592154832773,"2023","2 hours 45 minutes",51,0.000559324514385433,0.000137908502785883,4188.11945860455,1030.05256366012,"day_weight"
3263,7407,34773,7487816.73409453,"2023","3 hours",396,0.0113881459753257,"2023","3 hours",259,0.00540637616419869,0.000828187968826749,40481.9539130967,6185.67859847884,"day_weight"
3263,7407,34773,7487816.73409453,"2023","3 hours 15 minutes",136,0.00391108043597044,"2023","3 hours 15 minutes",76,0.00728296435748478,0.00103887871284914,54533.5023897886,7764.54531115598,"day_weight"
3263,7407,34773,7487816.73409453,"2023","3 hours 30 minutes",140,0.00402611221349898,"2023","3 hours 30 minutes",78,0.0013443252661303,0.000251544338163609,10066.0612237965,1876.03302393863,"day_weight"
3263,7407,34773,7487816.73409453,"2023","3 hours 45 minutes",33,0.000949012164610474,"2023","3 hours 45 minutes",20,0.000144798802391548,3.9311085811858e-05,1084.22689562428,293.654511899009,"day_weight"
3263,7407,34773,7487816.73409453,"2023","30 minutes",389,0.0111868403646507,"2023","30 minutes",283,0.0134275593996575,0.00154526389190171,100543.103970804,11564.2833234881,"day_weight"
3263,7407,34773,7487816.73409453,"2023","4 hours",630,0.0181175049607454,"2023","4 hours",424,0.0119366131535612,0.00164551992761161,89379.1717196483,12349.1119024622,"day_weight"
3263,7407,34773,7487816.73409453,"2023","4 hours 15 minutes",96,0.00276076266068501,"2023","4 hours 15 minutes",39,0.000552038169642972,0.000110817504718016,4133.56064451156,826.407025469027,"day_weight"
3263,7407,34773,7487816.73409453,"2023","4 hours 30 minutes",162,0.00465878698990596,"2023","4 hours 30 minutes",113,0.00469859367637139,0.00117993290643799,35182.2083566444,8850.79630286886,"day_weight"
3263,7407,34773,7487816.73409453,"2023","4 hours 45 minutes",70,0.00201305610674949,"2023","4 hours 45 minutes",29,0.000155772447214119,4.62840840640675e-05,1166.39553696074,345.891209273322,"day_weight"
3263,7407,34773,7487816.73409453,"2023","45 minutes",192,0.00552152532137003,"2023","45 minutes",85,0.00765479683078108,0.00197684411204125,57317.7158056163,14875.3863293573,"day_weight"
3263,7407,34773,7487816.73409453,"2023","5 hours",337,0.00969142725677969,"2023","5 hours",215,0.0112896105444685,0.00207429147539342,84534.5347562812,15623.9421023563,"day_weight"
3263,7407,34773,7487816.73409453,"2023","5 hours 15 minutes",79,0.00227187760618871,"2023","5 hours 15 minutes",34,0.00200775699774934,0.000549368314415412,15033.7164457429,4111.62708252676,"day_weight"
3263,7407,34773,7487816.73409453,"2023","5 hours 30 minutes",118,0.003393437437092,"2023","5 hours 30 minutes",87,0.00120830898065594,0.000217793989607275,9047.59620531225,1623.42322829815,"day_weight"
3263,7407,34773,7487816.73409453,"2023","5 hours 45 minutes",69,0.00198429816236735,"2023","5 hours 45 minutes",56,0.00292199875641133,0.00131640650203569,21879.3911852602,9876.90167452002,"day_weight"
3263,7407,34773,7487816.73409453,"2023","6 hours",393,0.0113018721421793,"2023","6 hours",290,0.0156123755794845,0.0023969937416132,116902.607123033,18091.6687728185,"day_weight"
3263,7407,34773,7487816.73409453,"2023","6 hours 15 minutes",125,0.00359474304776695,"2023","6 hours 15 minutes",97,0.00135237772829931,0.000229821699848719,10126.3565847763,1712.08724478431,"day_weight"
3263,7407,34773,7487816.73409453,"2023","6 hours 30 minutes",180,0.0051764299887844,"2023","6 hours 30 minutes",123,0.00276188948411279,0.000693908285605364,20680.5222968594,5194.93604200813,"day_weight"
3263,7407,34773,7487816.73409453,"2023","6 hours 45 minutes",55,0.00158168694101746,"2023","6 hours 45 minutes",35,0.000199512975545051,4.70596197605261e-05,1493.91659695523,351.266339588402,"day_weight"
3263,7407,34773,7487816.73409453,"2023","7 hours",529,0.0152129525781497,"2023","7 hours",314,0.0109486883072415,0.00201800133255706,81981.7715233483,15195.1765349964,"day_weight"
3263,7407,34773,7487816.73409453,"2023","7 hours 15 minutes",125,0.00359474304776695,"2023","7 hours 15 minutes",67,0.00220396177722758,0.000581099251074549,16502.8618768294,4349.13390739203,"day_weight"
3263,7407,34773,7487816.73409453,"2023","7 hours 30 minutes",296,0.00851235153711213,"2023","7 hours 30 minutes",225,0.00873809940498986,0.00128910281191497,65429.2869488646,9654.82637159446,"day_weight"
3263,7407,34773,7487816.73409453,"2023","7 hours 45 minutes",215,0.00618295804215915,"2023","7 hours 45 minutes",143,0.00370014829928086,0.000666754421182795,27706.0323539866,4982.41221986647,"day_weight"
3263,7407,34773,7487816.73409453,"2023","8 hours",3230,0.0928881603542979,"2023","8 hours",2275,0.0823436124144943,0.0048006713410847,616573.878983044,37173.2586926223,"day_weight"
3263,7407,34773,7487816.73409453,"2023","8 hours 15 minutes",400,0.0115031777528542,"2023","8 hours 15 minutes",303,0.0067249337455204,0.000947504090389751,50355.0714353847,7075.95564572634,"day_weight"
3263,7407,34773,7487816.73409453,"2023","8 hours 30 minutes",626,0.0180024731832169,"2023","8 hours 30 minutes",432,0.0139218887316571,0.00154863141763572,104244.551415104,11583.68389057,"day_weight"
3263,7407,34773,7487816.73409453,"2023","8 hours 45 minutes",158,0.00454375521237742,"2023","8 hours 45 minutes",107,0.00601672558299659,0.00132579285910526,45052.1385048165,9949.37754799081,"day_weight"
3263,7407,34773,7487816.73409453,"2023","9 hours",621,0.0178586834613062,"2023","9 hours",494,0.0119417432081622,0.00146857213276137,89417.5846283363,10993.1215030907,"day_weight"
3263,7407,34773,7487816.73409453,"2023","9 hours 15 minutes",73,0.0020993299398959,"2023","9 hours 15 minutes",50,0.00357119199509414,0.00117725045946183,26740.4311815304,8831.5764900632,"day_weight"
3263,7407,34773,7487816.73409453,"2023","9 hours 30 minutes",144,0.00414114399102752,"2023","9 hours 30 minutes",119,0.00797801379589658,0.00137782719132146,59737.9052057514,10335.4419759971,"day_weight"
3263,7407,34773,7487816.73409453,"2023","9 hours 45 minutes",59,0.001696718718546,"2023","9 hours 45 minutes",33,0.00102581637068315,0.0003103123383711,7681.12498650939,2321.22754685536,"day_weight"
