"","survey","mode_nonm","PM_Peak","area","area_dest","count","count_moe","share","share_moe","sample_size"
"186","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","Duwamish",257.466359936568,423.532162096345,0.00204317117727515,0.00337937350642788,1
"187","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","Magnolia/Queen Anne",194.777522609935,245.979140093565,0.0015456924946456,0.00197377957981529,5
"188","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","Northeast Seattle",110545.973280787,23899.3687633812,0.877257698546634,0.0642672535545827,1604
"189","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","Northwest Seattle",6048.53428649863,3564.22640881439,0.0479992451129505,0.0285827349717032,96
"190","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","Not Seattle",1258.4423916101,1392.34624208839,0.00998659872859674,0.0111223002442085,10
"191","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","Southeast Seattle",11.8755089597531,8.95701648859125,9.42402635746978e-05,7.35721726736863e-05,5
"192","2017_2019","Non-Motorized","Not PM Peak","Northeast Seattle","West Seattle",2.13278673906478,2.48082065610799,1.69251174934286e-05,1.99805719121627e-05,2
"193","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Capitol Hill/Central District",569.468938378028,582.436066812806,0.00459397436825347,0.00472757599363617,12
"194","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Downtown/Lake Union",4169.24495681682,3395.16823252667,0.033633800152717,0.0269300436786326,60
"195","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Duwamish",16.2892770405957,22.5817975951931,0.00013140755563423,0.000183212457515247,2
"196","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Magnolia/Queen Anne",4571.23560212298,4509.64320180548,0.0368767070021653,0.035447957157046,34
"197","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Northeast Seattle",5569.05512246026,3460.88233311995,0.0449262369969505,0.0274769320202002,102
"198","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Northwest Seattle",108156.896143203,17356.5467935692,0.872514680163105,0.050202844229213,1397
"199","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Not Seattle",899.255109047534,496.564737510758,0.0072543990428201,0.00412326230904973,23
"200","2017_2019","Non-Motorized","Not PM Peak","Northwest Seattle","Southeast Seattle",8.5277914256496,14.0282168951721,6.87947183543128e-05,0.00011363034492608,1
"201","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Capitol Hill/Central District",95.3048195564796,110.126584387508,0.000122862763823783,0.000142466346949542,6
"202","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Downtown/Lake Union",1920.23966628666,1434.84334783294,0.00247548816210941,0.0018611475843903,39
"203","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Duwamish",49.7745659650455,59.3246086838953,6.41671719337402e-05,7.67337574400673e-05,3
"204","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Magnolia/Queen Anne",10194.7987326967,16655.6878387956,0.0131426842289337,0.0212270955306595,5
"205","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Northeast Seattle",2255.55707000629,2136.55034190517,0.00290776454824531,0.00276117754817636,8
"206","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Northwest Seattle",827.662751695001,551.466694678522,0.00106698626218984,0.000717880118039799,18
"207","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Not Seattle",759488.003168524,74109.8840607421,0.979098387621333,0.0214174629211442,2607
"208","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","Southeast Seattle",27.3032191270224,41.8285728134644,3.51981041341186e-05,5.40326768046335e-05,2
"209","2017_2019","Non-Motorized","Not PM Peak","Not Seattle","West Seattle",842.769439842424,1022.97041843523,0.00108646113729746,0.00132166197483222,6
"210","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Capitol Hill/Central District",3661.61281720399,3176.32615361206,0.109441807871522,0.0902253159877044,28
"211","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Downtown/Lake Union",2290.45146627553,2439.48731560851,0.0684592177887844,0.0708454220350332,40
"212","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Duwamish",37.030654055135,37.7609944350611,0.00110680782725508,0.00117624549512775,4
"213","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Northeast Seattle",1416.8993144589,2298.28640037297,0.0423496503556356,0.0669617866297158,2
"214","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Northwest Seattle",8.5277914256496,14.0282168951721,0.000254886837403804,0.000426242351796249,1
"215","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Not Seattle",29.2536196429384,41.9513939365017,0.000874360338009132,0.00128051378693193,3
"216","2017_2019","Non-Motorized","Not PM Peak","Southeast Seattle","Southeast Seattle",26013.3911036134,9025.13581906635,0.77751326898139,0.122965327224383,465
"217","2017_2019","Non-Motorized","Not PM Peak","West Seattle","Downtown/Lake Union",1867.73968790771,2065.16423151607,0.0599865046118978,0.0637790092815661,15
"218","2017_2019","Non-Motorized","Not PM Peak","West Seattle","Duwamish",55.3437980288338,67.5311044077509,0.00177748591904453,0.00220448872333827,4
"219","2017_2019","Non-Motorized","Not PM Peak","West Seattle","Northeast Seattle",12.0266233150213,16.4633013671949,0.000386261051056987,0.000536193481990554,3
"220","2017_2019","Non-Motorized","Not PM Peak","West Seattle","Not Seattle",931.107497459613,1035.47375239361,0.0299045335665071,0.0329942730310698,6
"221","2017_2019","Non-Motorized","Not PM Peak","West Seattle","West Seattle",28269.7803980344,6889.95872745673,0.907945214851494,0.0704118389251399,395
"222","2017_2019","Non-Motorized","PM Peak","Capitol Hill/Central District","Capitol Hill/Central District",21497.0055421247,4213.30291278524,0.778663583967603,0.160861149884178,472
"223","2017_2019","Non-Motorized","PM Peak","Capitol Hill/Central District","Downtown/Lake Union",1655.96714553691,1059.26654014452,0.0599823687047776,0.0390681389416801,53
"224","2017_2019","Non-Motorized","PM Peak","Capitol Hill/Central District","Northeast Seattle",3548.08963717004,5435.71677934759,0.128518745911067,0.17280461643645,6
"225","2017_2019","Non-Motorized","PM Peak","Capitol Hill/Central District","Northwest Seattle",10.4434953357628,12.8781959365182,0.000378283826152386,0.000476037653763772,2
"226","2017_2019","Non-Motorized","PM Peak","Capitol Hill/Central District","Not Seattle",255.780920643021,420.759614457154,0.00926488519473779,0.0152801156354014,1
"227","2017_2019","Non-Motorized","PM Peak","Capitol Hill/Central District","Southeast Seattle",640.278303632569,495.519412159626,0.0231921323956618,0.0184854838968014,11
"228","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Capitol Hill/Central District",4193.14255006275,1433.73835154438,0.0725846669904194,0.0260486295092727,131
"229","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Downtown/Lake Union",48222.4794651738,9024.127299519,0.834746868641419,0.0610409989962321,1055
"230","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Duwamish",86.0426897343081,128.276098857174,0.00148942706019648,0.00223157971493056,4
"231","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Magnolia/Queen Anne",2441.60226494336,3042.90300578395,0.0422649326151135,0.0509069882053229,22
"232","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Northeast Seattle",15.0423459417903,10.2984424679992,0.000260387920969488,0.000183629552086827,6
"233","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Northwest Seattle",263.706804465311,113.186828860531,0.00456485090995435,0.00209882591892106,26
"234","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Not Seattle",1006.92752205469,789.487795630936,0.0174302442617254,0.0137485522444435,14
"235","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","Southeast Seattle",241.644491282603,241.124229382042,0.00418294506337606,0.00421673817726797,15
"236","2017_2019","Non-Motorized","PM Peak","Downtown/Lake Union","West Seattle",1298.39702427031,1619.78956460828,0.022475676536826,0.0276663187350885,7
"237","2017_2019","Non-Motorized","PM Peak","Duwamish","Capitol Hill/Central District",50.4760687335271,48.9191626482543,0.0170138834571656,0.0192009884253389,3
"238","2017_2019","Non-Motorized","PM Peak","Duwamish","Downtown/Lake Union",784.901047164478,1251.20497149224,0.26456527374117,0.330742831521614,6
"239","2017_2019","Non-Motorized","PM Peak","Duwamish","Duwamish",1851.27462591689,1214.86567785134,0.624006019542423,0.317857886344381,32
"240","2017_2019","Non-Motorized","PM Peak","Duwamish","Northeast Seattle",257.466359936568,423.532162096345,0.0867837522218095,0.140006199642262,1
"241","2017_2019","Non-Motorized","PM Peak","Duwamish","Northwest Seattle",16.2892770405957,22.5817975951931,0.00549059917152574,0.00826702591653856,2
"242","2017_2019","Non-Motorized","PM Peak","Duwamish","Southeast Seattle",3.75458058111768,6.17628505593554,0.00126555015159577,0.00221579603039854,1
"243","2017_2019","Non-Motorized","PM Peak","Duwamish","West Seattle",2.59568068037942,4.26989471923209,0.000874921714310495,0.00153239003703412,1
"244","2017_2019","Non-Motorized","PM Peak","Magnolia/Queen Anne","Downtown/Lake Union",1656.35993606339,1431.7123486623,0.0799260318377013,0.0764421815308618,19
"245","2017_2019","Non-Motorized","PM Peak","Magnolia/Queen Anne","Magnolia/Queen Anne",16784.0014972505,10674.4021198802,0.809895608331071,0.154238254682824,56
"246","2017_2019","Non-Motorized","PM Peak","Magnolia/Queen Anne","Northeast Seattle",32.3034753742529,33.9189695808306,0.00155877267073196,0.00183518872100974,5
"247","2017_2019","Non-Motorized","PM Peak","Magnolia/Queen Anne","Northwest Seattle",2250.99543049657,2691.91632016596,0.108619587160495,0.128816519913599,9
"248","2017_2019","Non-Motorized","PM Peak","Northeast Seattle","Capitol Hill/Central District",37.4910324413099,61.6727483658245,0.00146172330261318,0.00241660889040389,1
"249","2017_2019","Non-Motorized","PM Peak","Northeast Seattle","Downtown/Lake Union",81.384579319001,85.5857403848663,0.00317307175389693,0.00337905118633153,7
"250","2017_2019","Non-Motorized","PM Peak","Northeast Seattle","Northeast Seattle",22021.5631192444,3837.61518231794,0.858590171443188,0.0990614334850419,529
"251","2017_2019","Non-Motorized","PM Peak","Northeast Seattle","Northwest Seattle",2100.5703524313,1750.58596189563,0.0818983216248796,0.0642742341773126,31
"252","2017_2019","Non-Motorized","PM Peak","Northeast Seattle","Not Seattle",10.5131391428683,13.6150013533475,0.000409892698815428,0.00053614920840319,4
"253","2017_2019","Non-Motorized","PM Peak","Northeast Seattle","Southeast Seattle",1396.99304312557,2298.05355593918,0.0544668191766069,0.0851913807833046,1
"254","2017_2019","Non-Motorized","PM Peak","Northwest Seattle","Capitol Hill/Central District",10.4675123464828,9.94157118352863,0.000506506620020951,0.000488741378941047,3
"255","2017_2019","Non-Motorized","PM Peak","Northwest Seattle","Downtown/Lake Union",128.717404624529,105.850129159578,0.00622843474134006,0.00520284446130613,5
"256","2017_2019","Non-Motorized","PM Peak","Northwest Seattle","Magnolia/Queen Anne",731.791641501966,1028.61547088253,0.0354102578174928,0.0483681565984856,4
"257","2017_2019","Non-Motorized","PM Peak","Northwest Seattle","Northeast Seattle",672.425519366,649.728419332848,0.0325376236259561,0.0309164619734384,19
"258","2017_2019","Non-Motorized","PM Peak","Northwest Seattle","Northwest Seattle",18688.5464057613,3284.0349910876,0.904309654458399,0.0634643287703105,394
"259","2017_2019","Non-Motorized","PM Peak","Northwest Seattle","Not Seattle",434.143395020745,700.749113559449,0.0210075227367911,0.0333867885763639,2
"260","2017_2019","Non-Motorized","PM Peak","Not Seattle","Capitol Hill/Central District",209.1537915578,316.852013197136,0.000822892510951775,0.00125436053133084,2
"261","2017_2019","Non-Motorized","PM Peak","Not Seattle","Downtown/Lake Union",569.491300126122,584.656621965839,0.00224060067204886,0.00233023937641981,9
"262","2017_2019","Non-Motorized","PM Peak","Not Seattle","Northeast Seattle",45.8391509899865,54.6978449692337,0.000180349080822775,0.000217596599931779,4
"263","2017_2019","Non-Motorized","PM Peak","Not Seattle","Northwest Seattle",73.7920984270612,62.641284234254,0.000290326867664094,0.000251859557080736,4
"264","2017_2019","Non-Motorized","PM Peak","Not Seattle","Not Seattle",253224.785000204,45671.1765343654,0.996284971035083,0.00271767847774429,839
"265","2017_2019","Non-Motorized","PM Peak","Not Seattle","Southeast Seattle",45.9689684846567,50.1592911850215,0.00018085983342907,0.000199975539122855,4
"266","2017_2019","Non-Motorized","PM Peak","Southeast Seattle","Capitol Hill/Central District",208.557341631399,298.323555227961,0.0266773172764346,0.0391483478252569,7
"267","2017_2019","Non-Motorized","PM Peak","Southeast Seattle","Downtown/Lake Union",264.835576811521,372.748231062616,0.0338760681039714,0.0486605498613306,4
"268","2017_2019","Non-Motorized","PM Peak","Southeast Seattle","Northeast Seattle",5.80897054996056,5.51694323923463,0.000743046249048619,0.000785387869762986,3
"269","2017_2019","Non-Motorized","PM Peak","Southeast Seattle","Not Seattle",16.7153488417183,27.4967488445526,0.00213812019729766,0.00364800203621616,1
"270","2017_2019","Non-Motorized","PM Peak","Southeast Seattle","Southeast Seattle",7320.87102722459,3606.01938372092,0.936438859478273,0.0643547276423556,155
"271","2017_2019","Non-Motorized","PM Peak","Southeast Seattle","West Seattle",0.98964230289771,1.62796158826822,0.000126588694975046,0.000216385647701712,1
"272","2017_2019","Non-Motorized","PM Peak","West Seattle","Capitol Hill/Central District",17.3363887194132,20.3438212837134,0.00125157148495713,0.00151443328857726,2
"273","2017_2019","Non-Motorized","PM Peak","West Seattle","Duwamish",1.06639336953239,1.75421709287884,7.69864794021111e-05,0.000128734951213899,1
"274","2017_2019","Non-Motorized","PM Peak","West Seattle","West Seattle",13833.2940069338,4166.77284148271,0.998671442035641,0.00152550122934969,142
"275","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Capitol Hill/Central District",680.525582211578,370.414522593525,0.206527029461945,0.112165854935844,48
"276","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Downtown/Lake Union",2066.13120154337,1051.63376854128,0.627032914981183,0.147342618651414,83
"277","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Magnolia/Queen Anne",44.4661581951703,73.1468302309202,0.0134946632480574,0.0223949384461014,1
"278","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Northeast Seattle",160.605702752748,136.628273039561,0.0487408843564395,0.0428873771113574,8
"279","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Northwest Seattle",75.4203983192222,64.3436999307712,0.0228887072475446,0.0206709396931506,6
"280","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Not Seattle",133.227012100262,110.662694933386,0.0404319540255037,0.0351371921119455,11
"281","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","Southeast Seattle",118.382742147302,173.35220858088,0.035926990423764,0.0522028997578162,5
"282","2017_2019","Other","Not PM Peak","Capitol Hill/Central District","West Seattle",16.3332978644202,22.6153582251173,0.0049568562555626,0.00704369286359062,2
"283","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Capitol Hill/Central District",2442.27625642363,1066.74751505741,0.205669721730788,0.113292918298747,85
"284","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Downtown/Lake Union",5551.75346384477,4861.78806493469,0.46752597582836,0.229477637076938,77
"285","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Duwamish",27.6160529692447,19.1987844436993,0.00232561157426331,0.00190672476533706,6
"286","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Magnolia/Queen Anne",136.428191175503,94.9583697239536,0.0114889329335696,0.00936522378602369,14
"287","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Northeast Seattle",966.817110884814,663.628915974136,0.0814179008772025,0.0623031093995207,13
"288","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Northwest Seattle",542.408897688919,454.335547771621,0.0456775054658817,0.0415806249971267,31
"289","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Not Seattle",1508.07160366046,916.360489100126,0.126998191240307,0.0867479500212781,25
"290","2017_2019","Other","Not PM Peak","Downtown/Lake Union","Southeast Seattle",652.456871332454,818.624252421155,0.0549448993803795,0.069334508602772,10
"291","2017_2019","Other","Not PM Peak","Downtown/Lake Union","West Seattle",46.9202309747785,74.3371765361116,0.00395126096924767,0.00647019797144539,2
"292","2017_2019","Other","Not PM Peak","Duwamish","Capitol Hill/Central District",15.4455687715083,21.4286664917667,0.0197022488475246,0.0318284231102871,2
"293","2017_2019","Other","Not PM Peak","Duwamish","Downtown/Lake Union",3.26172367396016,5.36553544365868,0.00416062965675753,0.00772165803145775,1
"294","2017_2019","Other","Not PM Peak","Duwamish","Duwamish",36.4647195788055,51.2986687739833,0.0465141161147847,0.0743613361230527,2
"295","2017_2019","Other","Not PM Peak","Duwamish","Magnolia/Queen Anne",4.40914163153141,7.25303798385868,0.00562426718714674,0.0104259939387919,1
"296","2017_2019","Other","Not PM Peak","Duwamish","Northeast Seattle",0.58663350394411,0.965012113988262,0.000748305190180025,0.0013924880051934,1
"297","2017_2019","Other","Not PM Peak","Duwamish","Northwest Seattle",349.35928958958,574.696031374172,0.44564002546707,0.45772566197542,1
"298","2017_2019","Other","Not PM Peak","Duwamish","Not Seattle",2.53560915150856,4.17107705423254,0.00323440355108425,0.00600705370629488,1
"299","2017_2019","Other","Not PM Peak","Duwamish","Southeast Seattle",256.101803116517,312.733032212094,0.326681492274281,0.369261906735919,4
"300","2017_2019","Other","Not PM Peak","Duwamish","West Seattle",115.78504339599,190.466396386637,0.147694511711171,0.241221492609947,1
"301","2017_2019","Other","Not PM Peak","Magnolia/Queen Anne","Capitol Hill/Central District",8.87241180635353,9.21330518588211,0.022890280622935,0.0331258849428001,3
"302","2017_2019","Other","Not PM Peak","Magnolia/Queen Anne","Downtown/Lake Union",71.398994213534,77.576156859685,0.184205044740231,0.24788466765101,6
"303","2017_2019","Other","Not PM Peak","Magnolia/Queen Anne","Magnolia/Queen Anne",17.4400973115708,25.0943196145811,0.0449943859985483,0.0772724981718637,3
"304","2017_2019","Other","Not PM Peak","Magnolia/Queen Anne","Northeast Seattle",242.168338956878,384.619192897187,0.624779525308261,0.412432732736328,4
"305","2017_2019","Other","Not PM Peak","Magnolia/Queen Anne","Northwest Seattle",47.7262317701793,73.3430835384508,0.123130763330025,0.207698228550567,2
"306","2017_2019","Other","Not PM Peak","Northeast Seattle","Capitol Hill/Central District",229.512000401175,211.315616061063,0.0653382610828914,0.0608516300796687,7
"307","2017_2019","Other","Not PM Peak","Northeast Seattle","Downtown/Lake Union",1264.5515014244,686.490295944673,0.359996845517479,0.166120497342858,20
"308","2017_2019","Other","Not PM Peak","Northeast Seattle","Magnolia/Queen Anne",241.867777848194,384.613167458393,0.0688557460566804,0.104671612743892,4
"309","2017_2019","Other","Not PM Peak","Northeast Seattle","Northeast Seattle",1282.68553806372,861.056736565988,0.365159305076701,0.183287473691001,23
"310","2017_2019","Other","Not PM Peak","Northeast Seattle","Northwest Seattle",111.641138709086,100.853748584018,0.0317823811208792,0.0300616720966848,8
"311","2017_2019","Other","Not PM Peak","Northeast Seattle","Not Seattle",331.195202228026,431.717602568984,0.0942857826813004,0.115828560040879,5
"312","2017_2019","Other","Not PM Peak","Northeast Seattle","Southeast Seattle",51.220680471576,84.2580193759888,0.0145816784640689,0.0242141445449415,1
"313","2017_2019","Other","Not PM Peak","Northwest Seattle","Capitol Hill/Central District",356.010041352587,418.813016940245,0.0489887985932401,0.0687472852451707,13
"314","2017_2019","Other","Not PM Peak","Northwest Seattle","Downtown/Lake Union",538.364891721838,414.101666857648,0.0740817566550388,0.0819923722328861,19
"315","2017_2019","Other","Not PM Peak","Northwest Seattle","Duwamish",149.921729881625,246.621245655417,0.0206299951597354,0.0375633709673851,1
"316","2017_2019","Other","Not PM Peak","Northwest Seattle","Northeast Seattle",235.848200117156,159.169448440713,0.0324539159913041,0.0347558115815583,14
"317","2017_2019","Other","Not PM Peak","Northwest Seattle","Northwest Seattle",3047.63630553083,4445.7669921111,0.419370309303247,0.432605183048921,20
"318","2017_2019","Other","Not PM Peak","Northwest Seattle","Not Seattle",2914.03833739281,4227.81716057288,0.400986547068019,0.42772232977904,10
"319","2017_2019","Other","Not PM Peak","Northwest Seattle","Southeast Seattle",25.3528186111064,41.7053866151667,0.00348867722941662,0.00644049148776321,1
"320","2017_2019","Other","Not PM Peak","Not Seattle","Capitol Hill/Central District",55.6220116529711,38.3012650018794,0.000742314979929362,0.000561914102204282,9
"321","2017_2019","Other","Not PM Peak","Not Seattle","Downtown/Lake Union",181.505628414349,188.391891111432,0.00242232064086569,0.00262198312514708,12
"322","2017_2019","Other","Not PM Peak","Not Seattle","Magnolia/Queen Anne",2552.5125230772,4198.88310046281,0.034065080101005,0.0551518540600629,1
"323","2017_2019","Other","Not PM Peak","Not Seattle","Northeast Seattle",767.287813756818,1001.16227222686,0.0102399971008332,0.0136126466796334,8
"324","2017_2019","Other","Not PM Peak","Not Seattle","Northwest Seattle",101.670496806903,92.6606494745368,0.00135686449579522,0.00130704139855181,4
"325","2017_2019","Other","Not PM Peak","Not Seattle","Not Seattle",71094.3467916261,23234.1207670751,0.948804206165348,0.0570054138940629,301
"326","2017_2019","Other","Not PM Peak","Not Seattle","Southeast Seattle",53.3187217312855,71.3633018552913,0.000711575951239518,0.000977838078275087,4
"327","2017_2019","Other","Not PM Peak","Not Seattle","West Seattle",124.207789570364,105.910215948993,0.00165764056498431,0.00150490523351509,9
"328","2017_2019","Other","Not PM Peak","Southeast Seattle","Capitol Hill/Central District",41.0766566455723,43.0128512107691,0.0483810812828638,0.0554913321457959,3
"329","2017_2019","Other","Not PM Peak","Southeast Seattle","Downtown/Lake Union",179.837911653688,271.06739741951,0.211817448935329,0.270809303791658,4
"330","2017_2019","Other","Not PM Peak","Southeast Seattle","Duwamish",257.002594832999,312.757578205547,0.302703882105325,0.288679086582964,4
"331","2017_2019","Other","Not PM Peak","Southeast Seattle","Northeast Seattle",109.841052761601,173.024109506436,0.129373452852015,0.190333589541723,3
"332","2017_2019","Other","Not PM Peak","Southeast Seattle","Not Seattle",58.8945289127406,71.7286588589402,0.0693674028786959,0.0878165711033706,5
"333","2017_2019","Other","Not PM Peak","Southeast Seattle","Southeast Seattle",202.370376553884,161.58532059093,0.238356731945772,0.193456144006259,9
"334","2017_2019","Other","Not PM Peak","West Seattle","Capitol Hill/Central District",261.415842012661,422.938983133689,0.152369621783823,0.248643667356373,2
"335","2017_2019","Other","Not PM Peak","West Seattle","Downtown/Lake Union",1351.82627597322,1513.8672786761,0.787929517972734,0.273876774005075,5
"336","2017_2019","Other","Not PM Peak","West Seattle","Northwest Seattle",44.0418863871577,38.7794616354983,0.0256703860018257,0.0322524865487546,4
"337","2017_2019","Other","Not PM Peak","West Seattle","Not Seattle",58.3850309124225,96.0433758511402,0.0340304742416175,0.0624244767089257,1
"338","2017_2019","Other","PM Peak","Capitol Hill/Central District","Capitol Hill/Central District",52.6536064621592,45.5112792072047,0.260785726381353,0.224452024534689,7
"339","2017_2019","Other","PM Peak","Capitol Hill/Central District","Downtown/Lake Union",119.256972079824,112.568817424482,0.590662599953697,0.278141842599131,6
"340","2017_2019","Other","PM Peak","Capitol Hill/Central District","Duwamish",13.4400992191227,22.1089632154873,0.0665668749587989,0.109968453642877,1
"341","2017_2019","Other","PM Peak","Capitol Hill/Central District","Northeast Seattle",1.89245239206648,3.11308418495417,0.00937304402998244,0.0163388125821552,1
"342","2017_2019","Other","PM Peak","Capitol Hill/Central District","Northwest Seattle",3.1922069666868,5.25118046019882,0.0158105411671149,0.0274020096218454,1
"343","2017_2019","Other","PM Peak","Capitol Hill/Central District","West Seattle",11.468375912205,18.8654783756229,0.0568012135090537,0.0947398572705105,1
"344","2017_2019","Other","PM Peak","Downtown/Lake Union","Capitol Hill/Central District",389.935863052805,555.756661375763,0.367190729729748,0.367589583384447,10
"345","2017_2019","Other","PM Peak","Downtown/Lake Union","Downtown/Lake Union",184.141684714708,122.028349771772,0.173400617872643,0.15011737854027,14
"346","2017_2019","Other","PM Peak","Downtown/Lake Union","Duwamish",194.644132139483,320.189597370457,0.183290452841039,0.270418531834611,1
"347","2017_2019","Other","PM Peak","Downtown/Lake Union","Magnolia/Queen Anne",185.875907287872,294.797767703889,0.175033682467339,0.253493735806708,4
"348","2017_2019","Other","PM Peak","Downtown/Lake Union","Northeast Seattle",55.9979623700832,71.3894214078149,0.0527315761752986,0.0730002208011567,2
"349","2017_2019","Other","PM Peak","Downtown/Lake Union","Northwest Seattle",34.3048323821734,53.6068064111112,0.032303816163637,0.0535384304839492,2
"350","2017_2019","Other","PM Peak","Downtown/Lake Union","Southeast Seattle",3.60316686592861,5.9272094944403,0.00339299253082348,0.0060222515532478,1
"351","2017_2019","Other","PM Peak","Downtown/Lake Union","West Seattle",13.4400992191227,22.1089632154873,0.0126561322194711,0.0222840211619975,1
"352","2017_2019","Other","PM Peak","Duwamish","Downtown/Lake Union",6.86489053988877,7.99499305471142,0.0238392716152373,0.0465522044957579,2
"353","2017_2019","Other","PM Peak","Duwamish","Northeast Seattle",3.18741090979995,5.24329094663445,0.0110687204678027,0.0251620336063484,1
"354","2017_2019","Other","PM Peak","Duwamish","Northwest Seattle",277.913314727147,457.16740272574,0.96509200791696,0.0640162499177324,1
"355","2017_2019","Other","PM Peak","Magnolia/Queen Anne","Downtown/Lake Union",1853.4193767,3003.75993739266,0.83208335085127,0.32264983034775,4
"356","2017_2019","Other","PM Peak","Magnolia/Queen Anne","Magnolia/Queen Anne",374.024995073385,615.271116894438,0.16791664914873,0.32264983034775,1
"357","2017_2019","Other","PM Peak","Northeast Seattle","Capitol Hill/Central District",15.4390768565304,25.3972814289911,0.1301123850415,0.234410195550615,1
"358","2017_2019","Other","PM Peak","Northeast Seattle","Downtown/Lake Union",2.70237514944645,4.44540712083022,0.0227741904026233,0.0445506620170265,1
"359","2017_2019","Other","PM Peak","Northeast Seattle","Northeast Seattle",19.6466031506025,22.4505239116766,0.16557119429116,0.240921675721279,3
"360","2017_2019","Other","PM Peak","Northeast Seattle","Northwest Seattle",77.6517968328905,127.737205789837,0.65440832911016,0.418105085030174,1
"361","2017_2019","Other","PM Peak","Northeast Seattle","Southeast Seattle",3.21969645863524,5.29640067445017,0.027133901154557,0.0529151924720371,1
"362","2017_2019","Other","PM Peak","Northwest Seattle","Capitol Hill/Central District",14.4614741523889,23.7891249807355,0.0314749552397542,0.0566888163754515,1
"363","2017_2019","Other","PM Peak","Northwest Seattle","Downtown/Lake Union",64.6353123566737,52.2477909815745,0.140676776232924,0.152669703305202,5
"364","2017_2019","Other","PM Peak","Northwest Seattle","Northeast Seattle",1.76491185263516,2.90327999758374,0.00384127655164578,0.00707612257492489,1
"365","2017_2019","Other","PM Peak","Northwest Seattle","Northwest Seattle",125.917111657793,179.779388041052,0.274054734087636,0.349820666522683,4
"366","2017_2019","Other","PM Peak","Northwest Seattle","Not Seattle",201.975273740631,332.249325303814,0.439592992632311,0.447239753808963,1
"367","2017_2019","Other","PM Peak","Northwest Seattle","Southeast Seattle",50.7056372222128,58.9799204479356,0.110359265255729,0.146514323012164,2
"368","2017_2019","Other","PM Peak","Not Seattle","Capitol Hill/Central District",6.46829147586934,7.52464546038886,0.000245051621448719,0.000331608592617227,2
"369","2017_2019","Other","PM Peak","Not Seattle","Downtown/Lake Union",98.1323386219689,101.268082369407,0.00371774970030029,0.00460698114095157,3
"370","2017_2019","Other","PM Peak","Not Seattle","Magnolia/Queen Anne",2.53560915150856,4.17107705423254,9.60617090703805e-05,0.000171412277011926,1
"371","2017_2019","Other","PM Peak","Not Seattle","Northeast Seattle",19.8184747640348,32.6013909869168,0.000750824138597511,0.00133902300055841,1
