"","survey","mode_nonm","PM_Peak","area","area_dest","count","count_moe","share","share_moe","sample_size"
"372","2017_2019","Other","PM Peak","Not Seattle","Northwest Seattle",313.117512104027,324.177280903049,0.0118624762553342,0.0146492147646007,4
"373","2017_2019","Other","PM Peak","Not Seattle","Not Seattle",25942.621987711,18255.5740915534,0.982837833829271,0.0173975419243231,77
"374","2017_2019","Other","PM Peak","Not Seattle","Southeast Seattle",12.93393027242,14.0866379436414,0.000490002745977865,0.00063200769260535,3
"375","2017_2019","Other","PM Peak","Southeast Seattle","Capitol Hill/Central District",3.38395379080068,5.56660398587395,0.0172592069303945,0.0313733569334216,1
"376","2017_2019","Other","PM Peak","Southeast Seattle","Downtown/Lake Union",85.2329546467026,128.998551706741,0.434714329000427,0.432698796032748,4
"377","2017_2019","Other","PM Peak","Southeast Seattle","Duwamish",2.70237514944645,4.44540712083022,0.0137829458648773,0.0251255215010762,1
"378","2017_2019","Other","PM Peak","Southeast Seattle","Southeast Seattle",104.747303044058,99.4814692874197,0.534243518204301,0.424001134339257,3
"379","2017_2019","Other","PM Peak","West Seattle","West Seattle",147.257134131075,236.935790348086,1,1.78634177117537e-16,2
"380","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Capitol Hill/Central District",48901.8840969323,15581.6643215712,0.422243561921352,0.0983325970912788,445
"381","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Downtown/Lake Union",6122.81877621336,2004.38630673308,0.0528675092342597,0.0193749051986359,139
"382","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Duwamish",2311.79798715102,1130.46662114773,0.0199612312401373,0.010334607920324,46
"383","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Magnolia/Queen Anne",1828.51349659653,966.619248051826,0.0157883088981559,0.00877789589511398,29
"384","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Northeast Seattle",3269.72936073612,1226.14516215386,0.0282324944588925,0.0116801386172362,82
"385","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Northwest Seattle",15764.5001074925,10769.7418838788,0.136118654735324,0.0837016596587837,84
"386","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Not Seattle",24289.0673794106,9754.55073407545,0.209724073324067,0.0762239171510927,229
"387","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","Southeast Seattle",8059.28637171798,3518.85733245912,0.0695879483373911,0.0313205458578945,107
"388","2017_2019","SOV","Not PM Peak","Capitol Hill/Central District","West Seattle",5266.80081128689,6435.71744203765,0.0454762178504193,0.0537275492201809,29
"389","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Capitol Hill/Central District",6059.69842235303,1924.32879727009,0.0496620360801844,0.0195218708304724,122
"390","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Downtown/Lake Union",17607.2769119567,11699.6360349751,0.144299791892258,0.0886935391077168,246
"391","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Duwamish",1611.61695182172,920.871133860129,0.0132079475958027,0.00815867828537171,44
"392","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Magnolia/Queen Anne",10508.5716270797,11065.135130868,0.0861226131931141,0.0853200238197561,67
"393","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Northeast Seattle",15902.9331114484,11187.6778662273,0.130331904810345,0.0854238272318722,91
"394","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Northwest Seattle",5840.36266144822,2897.00622511945,0.0478644778994756,0.0256058418859458,115
"395","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Not Seattle",59035.0500660809,23324.6922591723,0.483819586724378,0.12682503150935,253
"396","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","Southeast Seattle",3489.08932384045,2137.82173928929,0.0285947035331614,0.0184794978937055,46
"397","2017_2019","SOV","Not PM Peak","Downtown/Lake Union","West Seattle",1964.12791633642,1274.19794891706,0.0160969382712812,0.0110472892604791,44
"398","2017_2019","SOV","Not PM Peak","Duwamish","Capitol Hill/Central District",1269.75252325448,954.467051036762,0.0349750894450359,0.0276713659061527,35
"399","2017_2019","SOV","Not PM Peak","Duwamish","Downtown/Lake Union",4693.74608731181,4765.33690171404,0.129288334718368,0.12022011632718,49
"400","2017_2019","SOV","Not PM Peak","Duwamish","Duwamish",4245.51879011308,2883.52362295086,0.11694199988215,0.0787810475630573,90
"401","2017_2019","SOV","Not PM Peak","Duwamish","Magnolia/Queen Anne",678.979689844949,720.966747459093,0.0187023651843773,0.0203655191217698,12
"402","2017_2019","SOV","Not PM Peak","Duwamish","Northeast Seattle",386.69140448554,409.513127631835,0.0106513404870767,0.0116585437996929,16
"403","2017_2019","SOV","Not PM Peak","Duwamish","Northwest Seattle",1190.54671334511,877.011084885715,0.032793380619566,0.0255597283732643,14
"404","2017_2019","SOV","Not PM Peak","Duwamish","Not Seattle",18063.5558815091,9598.07582158061,0.497557178332589,0.158735518023397,91
"405","2017_2019","SOV","Not PM Peak","Duwamish","Southeast Seattle",2961.57728070845,2142.28231043613,0.0815760775380672,0.0598520504618441,44
"406","2017_2019","SOV","Not PM Peak","Duwamish","West Seattle",2814.11414547439,1487.1928649127,0.0775142337927699,0.0449596881669133,45
"407","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Capitol Hill/Central District",1370.74620278646,850.410294000055,0.0135111485400194,0.00934459737422637,22
"408","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Downtown/Lake Union",11105.893092041,8486.87309371536,0.109468383666584,0.0819152240325123,89
"409","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Duwamish",2666.34847556414,3125.88690445619,0.0262816196313867,0.0311633960305526,13
"410","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Magnolia/Queen Anne",55217.0118787966,28693.9406695897,0.544262131030436,0.153844760029226,138
"411","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Northeast Seattle",412.946951026478,284.860179330343,0.00407032868894698,0.00308869943816242,23
"412","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Northwest Seattle",14003.7787204636,9047.57977765075,0.138032214883489,0.0879539158359911,111
"413","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Not Seattle",16121.5837835474,8958.15945443136,0.158906960863425,0.0891107831786313,46
"414","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","Southeast Seattle",262.494966565925,313.195947543434,0.00258735605254282,0.00318999787496668,4
"415","2017_2019","SOV","Not PM Peak","Magnolia/Queen Anne","West Seattle",292.170021408822,438.792757713928,0.00287985664317044,0.00441133456790927,3
"416","2017_2019","SOV","Not PM Peak","Northeast Seattle","Capitol Hill/Central District",3896.52082898785,1521.88781029844,0.0293720058239439,0.0126878167215971,82
"417","2017_2019","SOV","Not PM Peak","Northeast Seattle","Downtown/Lake Union",2694.4952285369,1156.9405497221,0.0203111270332238,0.00952419286750581,89
"418","2017_2019","SOV","Not PM Peak","Northeast Seattle","Duwamish",707.101344212449,627.348949713778,0.0053301357061452,0.00483183679305979,26
"419","2017_2019","SOV","Not PM Peak","Northeast Seattle","Magnolia/Queen Anne",6938.66413112418,10507.8104412384,0.0523037068745015,0.0757315000400017,24
"420","2017_2019","SOV","Not PM Peak","Northeast Seattle","Northeast Seattle",50030.9293136451,15085.6933496283,0.377133553668036,0.096391047168866,548
"421","2017_2019","SOV","Not PM Peak","Northeast Seattle","Northwest Seattle",24581.732907431,12864.5058025866,0.185297303365691,0.0859947026508582,256
"422","2017_2019","SOV","Not PM Peak","Northeast Seattle","Not Seattle",41871.8279653748,15737.9310909961,0.315630181085835,0.0973249113268941,285
"423","2017_2019","SOV","Not PM Peak","Northeast Seattle","Southeast Seattle",1228.46364665644,758.047965471659,0.0092601689988833,0.00597789794841752,25
"424","2017_2019","SOV","Not PM Peak","Northeast Seattle","West Seattle",711.304276459405,578.626994045169,0.00536181744373963,0.00447849402117647,14
"425","2017_2019","SOV","Not PM Peak","Northwest Seattle","Capitol Hill/Central District",17493.8544489609,11611.728610777,0.0853867052747351,0.0536163304402097,90
"426","2017_2019","SOV","Not PM Peak","Northwest Seattle","Downtown/Lake Union",15232.6503840461,8595.98370955555,0.0743498714185816,0.0407262167315983,153
"427","2017_2019","SOV","Not PM Peak","Northwest Seattle","Duwamish",4295.93441806496,4756.17704942172,0.0209682598597756,0.02300111153781,31
"428","2017_2019","SOV","Not PM Peak","Northwest Seattle","Magnolia/Queen Anne",9789.44499365069,5260.72766866183,0.0477818342958567,0.0257375203256945,130
"429","2017_2019","SOV","Not PM Peak","Northwest Seattle","Northeast Seattle",21293.2556593586,8089.41155580523,0.103931409206005,0.0393398073960684,264
"430","2017_2019","SOV","Not PM Peak","Northwest Seattle","Northwest Seattle",92679.8019766326,23880.9639655457,0.452365884224537,0.0849284036261206,712
"431","2017_2019","SOV","Not PM Peak","Northwest Seattle","Not Seattle",42844.3767113759,17837.1579628346,0.2091214476265,0.0753341342497235,340
"432","2017_2019","SOV","Not PM Peak","Northwest Seattle","Southeast Seattle",620.839516367688,389.170539606179,0.00303028934884877,0.00196270435482145,21
"433","2017_2019","SOV","Not PM Peak","Northwest Seattle","West Seattle",627.807292288504,594.006012573487,0.00306429874516031,0.00293707424425697,15
"434","2017_2019","SOV","Not PM Peak","Not Seattle","Capitol Hill/Central District",21714.3165522274,11097.9457111804,0.00492905482835499,0.0025158389565909,181
"435","2017_2019","SOV","Not PM Peak","Not Seattle","Downtown/Lake Union",67924.9809163565,23392.8051458592,0.015418673405926,0.00527014306764279,258
"436","2017_2019","SOV","Not PM Peak","Not Seattle","Duwamish",18202.3123817043,9482.11742990436,0.00413184525133314,0.00215096765338268,82
"437","2017_2019","SOV","Not PM Peak","Not Seattle","Magnolia/Queen Anne",23637.0773261001,14493.7319584684,0.00536551310938969,0.00328057975305076,42
"438","2017_2019","SOV","Not PM Peak","Not Seattle","Northeast Seattle",67347.9021561028,29852.1728425086,0.0152876790528351,0.00670477557153934,219
"439","2017_2019","SOV","Not PM Peak","Not Seattle","Northwest Seattle",36545.0781484515,16307.5081704754,0.00829557280640075,0.00368848876722818,234
"440","2017_2019","SOV","Not PM Peak","Not Seattle","Not Seattle",4117663.87574213,180712.190914968,0.93469167954023,0.0109940051994706,9378
"441","2017_2019","SOV","Not PM Peak","Not Seattle","Southeast Seattle",38567.5260426533,18484.8754618948,0.00875465962748649,0.00417638772611842,118
"442","2017_2019","SOV","Not PM Peak","Not Seattle","West Seattle",13768.2054283935,7268.9680626693,0.00312532237804393,0.0016504366676596,104
"443","2017_2019","SOV","Not PM Peak","Southeast Seattle","Capitol Hill/Central District",7229.54341264881,2855.97183737803,0.0866607196917807,0.036933786476929,105
"444","2017_2019","SOV","Not PM Peak","Southeast Seattle","Downtown/Lake Union",3191.16603546851,2019.5289743032,0.0382525879581576,0.0248638568039166,52
"445","2017_2019","SOV","Not PM Peak","Southeast Seattle","Duwamish",11519.02133131,6615.09560005531,0.138078799965398,0.0745294088390635,56
"446","2017_2019","SOV","Not PM Peak","Southeast Seattle","Magnolia/Queen Anne",351.054875341164,343.674827302557,0.00420810366739705,0.00421433473510178,6
"447","2017_2019","SOV","Not PM Peak","Southeast Seattle","Northeast Seattle",3425.57895913878,2629.59087987832,0.0410625016014975,0.0316340899596783,22
"448","2017_2019","SOV","Not PM Peak","Southeast Seattle","Northwest Seattle",818.702303831371,445.679812405763,0.00981380521752072,0.00574889930435277,18
"449","2017_2019","SOV","Not PM Peak","Southeast Seattle","Not Seattle",32234.6502561989,15965.6415736138,0.386397567698061,0.127183866154354,180
"450","2017_2019","SOV","Not PM Peak","Southeast Seattle","Southeast Seattle",22840.7273274962,6643.17742943609,0.273792376019403,0.0825400054027901,322
"451","2017_2019","SOV","Not PM Peak","Southeast Seattle","West Seattle",1813.08854054375,1927.87933217221,0.0217335381807845,0.0231451384119927,36
"452","2017_2019","SOV","Not PM Peak","West Seattle","Capitol Hill/Central District",6481.54267679321,6501.22956584838,0.0657363690302344,0.0633755460954021,35
"453","2017_2019","SOV","Not PM Peak","West Seattle","Downtown/Lake Union",2897.06727650895,1551.53414432848,0.0293823080538955,0.0167663803221222,57
"454","2017_2019","SOV","Not PM Peak","West Seattle","Duwamish",2596.88266460991,1221.95881485543,0.0263378096360041,0.0135686213991887,65
"455","2017_2019","SOV","Not PM Peak","West Seattle","Magnolia/Queen Anne",341.408644002381,446.204685073448,0.00346259613357298,0.00458313582654171,4
"456","2017_2019","SOV","Not PM Peak","West Seattle","Northeast Seattle",3064.27616391057,4794.81663522868,0.0310781551192435,0.047661178405253,7
"457","2017_2019","SOV","Not PM Peak","West Seattle","Northwest Seattle",738.62549830607,630.161282877994,0.00749120398537765,0.00658468805421029,23
"458","2017_2019","SOV","Not PM Peak","West Seattle","Not Seattle",14192.1026150456,4812.23403456321,0.143937537919471,0.0533776508962814,167
"459","2017_2019","SOV","Not PM Peak","West Seattle","Southeast Seattle",2152.11540559858,1871.67717514386,0.0218269414478461,0.0192646756232353,33
"460","2017_2019","SOV","Not PM Peak","West Seattle","West Seattle",66135.0159720968,21074.4547328751,0.670747078674355,0.09703918150947,475
"461","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Capitol Hill/Central District",6960.98184131927,5409.42096652515,0.213407908667745,0.16066564411068,115
"462","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Downtown/Lake Union",2085.22907366042,1172.63913974317,0.0639283919779212,0.045044426653899,30
"463","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Duwamish",3009.65697887479,4423.13404301389,0.0922692540090327,0.129898115690545,13
"464","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Magnolia/Queen Anne",890.435586020842,694.680857160804,0.0272987346537929,0.0243568625905473,8
"465","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Northeast Seattle",1601.73615300569,1080.21986148042,0.0491055960843706,0.0390016456242589,28
"466","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Northwest Seattle",891.437772005068,531.225995652865,0.0273294594020921,0.0203852073874414,27
"467","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Not Seattle",14150.7384296337,13290.8621895644,0.433829531984539,0.251987792372462,19
"468","2017_2019","SOV","PM Peak","Capitol Hill/Central District","Southeast Seattle",2590.43435276306,2394.35542108571,0.079416839515771,0.076969031713988,40
"469","2017_2019","SOV","PM Peak","Capitol Hill/Central District","West Seattle",437.549788411776,464.795103999563,0.0134142837047358,0.0154048641102066,8
"470","2017_2019","SOV","PM Peak","Downtown/Lake Union","Capitol Hill/Central District",2386.40860982337,1364.27244845305,0.054265607378464,0.0357159680530217,49
"471","2017_2019","SOV","PM Peak","Downtown/Lake Union","Downtown/Lake Union",11140.0973976836,11528.4216335293,0.253319632292682,0.207378207204025,95
"472","2017_2019","SOV","PM Peak","Downtown/Lake Union","Duwamish",1809.30150112712,1944.92647682298,0.0411425120095829,0.0451123607226624,11
"473","2017_2019","SOV","PM Peak","Downtown/Lake Union","Magnolia/Queen Anne",441.072216684232,251.251154891001,0.0100297374211648,0.00680113392721443,27
"474","2017_2019","SOV","PM Peak","Downtown/Lake Union","Northeast Seattle",2100.46807326144,1122.62602603201,0.0477634782683091,0.0302158301487843,45
"475","2017_2019","SOV","PM Peak","Downtown/Lake Union","Northwest Seattle",7308.27013008569,7395.33790707709,0.166186006814793,0.150987717598096,49
"476","2017_2019","SOV","PM Peak","Downtown/Lake Union","Not Seattle",16982.1908845741,8857.0333744144,0.386165595939849,0.174305269011342,68
"477","2017_2019","SOV","PM Peak","Downtown/Lake Union","Southeast Seattle",978.477351958683,973.714148032809,0.0222500319482333,0.0232090002057999,15
"478","2017_2019","SOV","PM Peak","Downtown/Lake Union","West Seattle",830.160890482339,508.215657105737,0.0188773979269229,0.0133811784842209,26
"479","2017_2019","SOV","PM Peak","Duwamish","Capitol Hill/Central District",3032.4519045244,4417.22808681935,0.103682121373754,0.141244313837841,19
"480","2017_2019","SOV","PM Peak","Duwamish","Downtown/Lake Union",719.202250862839,618.826727028679,0.0245901394033594,0.0230402314875614,15
"481","2017_2019","SOV","PM Peak","Duwamish","Duwamish",3448.08230389788,4712.18345495973,0.117892879819804,0.149181440158378,33
"482","2017_2019","SOV","PM Peak","Duwamish","Magnolia/Queen Anne",2271.11618064265,3089.11013794145,0.0776514025313844,0.102332660335108,10
"483","2017_2019","SOV","PM Peak","Duwamish","Northeast Seattle",520.347529182043,452.600380941725,0.0177911265786907,0.016912009601804,10
"484","2017_2019","SOV","PM Peak","Duwamish","Northwest Seattle",880.316876192454,688.62064954563,0.0300987860907442,0.0260496692240428,17
"485","2017_2019","SOV","PM Peak","Duwamish","Not Seattle",8897.47158341056,7321.44818241876,0.304212154941129,0.201584068368284,23
"486","2017_2019","SOV","PM Peak","Duwamish","Southeast Seattle",8056.87828890427,6472.08177786377,0.275471552045851,0.187589600493367,21
"487","2017_2019","SOV","PM Peak","Duwamish","West Seattle",1421.72046143555,986.628132119985,0.0486098372152841,0.0379264226405228,25
"488","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Capitol Hill/Central District",6902.45287571093,10513.319394917,0.274465624752446,0.317551393228186,8
"489","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Downtown/Lake Union",803.667010857434,424.252315195028,0.0319566061804077,0.0237651007833653,22
"490","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Duwamish",9.30351673310992,8.90898018571652,0.000369940306515291,0.000406679799166182,3
"491","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Magnolia/Queen Anne",8071.36232968124,7107.02061464829,0.320945545635638,0.242267534504787,43
"492","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Northeast Seattle",624.993204674882,552.995841725994,0.0248519118458244,0.0252970475236228,15
"493","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Northwest Seattle",2230.02587004422,1081.61163228079,0.0886736142436561,0.0617986307747135,47
"494","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Not Seattle",6437.98311583147,4696.49072528179,0.255996685504411,0.190173502750079,11
"495","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","Southeast Seattle",61.865747452902,101.769154560094,0.00245999810954,0.00425009976543603,1
"496","2017_2019","SOV","PM Peak","Magnolia/Queen Anne","West Seattle",7.04348165934236,8.23004789935359,0.000280073421560982,0.000360492946774823,2
"497","2017_2019","SOV","PM Peak","Northeast Seattle","Capitol Hill/Central District",2221.87997384888,2418.6815340773,0.0365085532920187,0.0410235301747778,18
"498","2017_2019","SOV","PM Peak","Northeast Seattle","Downtown/Lake Union",651.564502026065,629.111403749284,0.0107061036713877,0.0111079102102605,18
"499","2017_2019","SOV","PM Peak","Northeast Seattle","Magnolia/Queen Anne",1066.77574894092,956.369014110315,0.017528597286638,0.016991965286322,15
"500","2017_2019","SOV","PM Peak","Northeast Seattle","Northeast Seattle",13699.7008549895,8197.91024962404,0.22510498525386,0.135254104760333,198
"501","2017_2019","SOV","PM Peak","Northeast Seattle","Northwest Seattle",16055.9171260615,8377.88899084954,0.263820869240582,0.142745066285807,90
"502","2017_2019","SOV","PM Peak","Northeast Seattle","Not Seattle",26190.8383289656,21502.9056297855,0.430351606814888,0.218603115372953,34
"503","2017_2019","SOV","PM Peak","Northeast Seattle","Southeast Seattle",585.377825504736,734.050024034512,0.0096185652645246,0.0125645570874863,8
"504","2017_2019","SOV","PM Peak","Northeast Seattle","West Seattle",387.108041329719,627.9647341313,0.00636071917610085,0.0105714406609526,2
"505","2017_2019","SOV","PM Peak","Northwest Seattle","Capitol Hill/Central District",1646.11368885182,1013.4970004397,0.0342526104780785,0.0235824781386986,25
"506","2017_2019","SOV","PM Peak","Northwest Seattle","Downtown/Lake Union",686.773211719249,491.557416813939,0.014290492489742,0.0112393103706631,26
"507","2017_2019","SOV","PM Peak","Northwest Seattle","Duwamish",43.5847422876735,62.9582906711123,0.00090691864752575,0.00134631287464756,3
"508","2017_2019","SOV","PM Peak","Northwest Seattle","Magnolia/Queen Anne",6724.23670859336,9831.11685800614,0.139919048302488,0.180289067229774,27
"509","2017_2019","SOV","PM Peak","Northwest Seattle","Northeast Seattle",3781.05091519352,1519.77880864026,0.0786767433337129,0.0398886565558642,68
"510","2017_2019","SOV","PM Peak","Northwest Seattle","Northwest Seattle",27225.1475044871,11176.1398126653,0.56650544794988,0.177754543308538,259
"511","2017_2019","SOV","PM Peak","Northwest Seattle","Not Seattle",7775.02261840301,7345.79566727777,0.161783978233099,0.137726161446689,39
"512","2017_2019","SOV","PM Peak","Northwest Seattle","Southeast Seattle",154.712616693753,184.582848353093,0.00321928614745419,0.00398874543450698,4
"513","2017_2019","SOV","PM Peak","Northwest Seattle","West Seattle",21.408632139309,16.3018481040923,0.000445474418020123,0.000372768496289952,8
"514","2017_2019","SOV","PM Peak","Not Seattle","Capitol Hill/Central District",3637.08295672963,1336.43485063228,0.00291803388053975,0.00109301353506388,74
"515","2017_2019","SOV","PM Peak","Not Seattle","Downtown/Lake Union",5695.65325222941,3230.94446932033,0.00456962608759306,0.00260478047921076,60
"516","2017_2019","SOV","PM Peak","Not Seattle","Duwamish",5762.45954570029,6014.7970671216,0.00462322481770193,0.00481681036352836,37
"517","2017_2019","SOV","PM Peak","Not Seattle","Magnolia/Queen Anne",1661.39066291731,2180.50159736659,0.00133293474492654,0.00175017063054252,14
"518","2017_2019","SOV","PM Peak","Not Seattle","Northeast Seattle",9741.91637922756,5131.55466795123,0.00781594546898434,0.00412991760812243,100
"519","2017_2019","SOV","PM Peak","Not Seattle","Northwest Seattle",11983.3800037715,8514.02893910524,0.00961427310578309,0.00680619204573576,137
"520","2017_2019","SOV","PM Peak","Not Seattle","Not Seattle",1200624.15532372,95745.2069383916,0.963261494090106,0.0101792095171021,2807
"521","2017_2019","SOV","PM Peak","Not Seattle","Southeast Seattle",2173.78427331183,857.101708377617,0.00174402845191412,0.000699782365600448,71
"522","2017_2019","SOV","PM Peak","Not Seattle","West Seattle",5135.77989720507,2710.61517047497,0.00412043935245148,0.00218943045031574,70
"523","2017_2019","SOV","PM Peak","Southeast Seattle","Capitol Hill/Central District",485.043308384244,315.050552060203,0.0257573084903217,0.0200483267787076,29
"524","2017_2019","SOV","PM Peak","Southeast Seattle","Downtown/Lake Union",512.018999400298,439.831395264422,0.0271898015960501,0.0258440069940058,10
"525","2017_2019","SOV","PM Peak","Southeast Seattle","Duwamish",380.079597629891,483.600160088216,0.02018340894062,0.0267705628577844,11
"526","2017_2019","SOV","PM Peak","Southeast Seattle","Northeast Seattle",40.7835585362458,55.1417833878994,0.00216573382292495,0.00308252258508419,4
"527","2017_2019","SOV","PM Peak","Southeast Seattle","Northwest Seattle",71.3725423383815,54.0091004906942,0.00379010401539632,0.0033343595105985,6
"528","2017_2019","SOV","PM Peak","Southeast Seattle","Not Seattle",6635.18026745167,5905.71841705622,0.352348712132444,0.23361462505545,22
"529","2017_2019","SOV","PM Peak","Southeast Seattle","Southeast Seattle",9329.08635532499,5884.28326230562,0.495403505281638,0.226644927681211,113
"530","2017_2019","SOV","PM Peak","Southeast Seattle","West Seattle",1377.72391827992,1698.63663246321,0.0731614257206056,0.089704498924989,11
"531","2017_2019","SOV","PM Peak","West Seattle","Capitol Hill/Central District",1040.55421991982,885.215076232884,0.028060197397263,0.0281457926110012,9
"532","2017_2019","SOV","PM Peak","West Seattle","Downtown/Lake Union",153.639359785027,181.191199631422,0.00414312938338682,0.00540563447726663,8
"533","2017_2019","SOV","PM Peak","West Seattle","Duwamish",60.2352403407343,54.9068841670312,0.00162433893580559,0.00174283222486235,9
"534","2017_2019","SOV","PM Peak","West Seattle","Northeast Seattle",132.333528161346,151.686165461993,0.00356858379063586,0.00455257195398064,4
"535","2017_2019","SOV","PM Peak","West Seattle","Northwest Seattle",57.1532756787488,54.1233760810571,0.00154122886318164,0.00170026975990761,5
"536","2017_2019","SOV","PM Peak","West Seattle","Not Seattle",541.978769759709,643.895216989063,0.0146153184269004,0.0190179153101188,11
"537","2017_2019","SOV","PM Peak","West Seattle","Southeast Seattle",117.477800314455,130.849378684145,0.00316797549182381,0.00395140740085017,6
"538","2017_2019","SOV","PM Peak","West Seattle","West Seattle",34979.553673886,21043.1412766624,0.943279227711003,0.0431564544422592,138
"539","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Capitol Hill/Central District",7490.79886946433,3406.52274061872,0.185322947915584,0.0796262801373863,136
"540","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Downtown/Lake Union",11871.562968856,2643.41657118664,0.293703393201799,0.080382113204728,356
"541","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Duwamish",514.689524978912,563.779288923925,0.0127334589664646,0.0140862359179657,18
"542","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Magnolia/Queen Anne",2651.11344809304,1951.25251628476,0.0655887533520686,0.0475288605055104,16
"543","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Northeast Seattle",3699.41867127326,1395.15963336238,0.0915239062857576,0.0378087668259467,114
"544","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Northwest Seattle",834.92676726548,669.348692792014,0.0206561533021554,0.0169155476463633,19
"545","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Not Seattle",11757.7373694363,7940.37037548304,0.290887338999796,0.14403706949493,136
"546","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","Southeast Seattle",1119.78589316792,709.591505397993,0.0277035902808859,0.0182459999004842,29
"547","2017_2019","Transit","Not PM Peak","Capitol Hill/Central District","West Seattle",480.211005032278,501.52720146124,0.0118804576954889,0.0125691593609028,14
"548","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Capitol Hill/Central District",11415.3265518734,3022.12333893084,0.118838178133676,0.0337839949617332,281
"549","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Downtown/Lake Union",14756.8660783603,2973.37642408481,0.153624959544164,0.036194988206024,456
"550","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Duwamish",1444.37326214186,790.245916899665,0.0150365113286894,0.0084757699463767,46
"551","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Magnolia/Queen Anne",3889.83552976783,2000.57164696344,0.040494765129727,0.0210605257378083,47
"552","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Northeast Seattle",8779.14130094666,4328.28029742475,0.0913944207414188,0.0434510578146154,194
"553","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Northwest Seattle",5675.28964411475,1561.71755627632,0.0590820664325918,0.0181303959170992,186
"554","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Not Seattle",40929.2486629562,14044.4716716885,0.426090074723938,0.0901565584197718,331
"555","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","Southeast Seattle",6560.75533688999,3128.01368702744,0.0683001233362739,0.0323007062018982,119
"556","2017_2019","Transit","Not PM Peak","Downtown/Lake Union","West Seattle",2606.90139995544,1251.27417705835,0.0271389006295217,0.0134406318517361,70
"557","2017_2019","Transit","Not PM Peak","Duwamish","Capitol Hill/Central District",102.378632125481,90.0578229986184,0.0204814173761387,0.0194991130144239,12
"558","2017_2019","Transit","Not PM Peak","Duwamish","Downtown/Lake Union",1341.89594711914,1113.43128827859,0.2684537817873,0.186588581332509,45
"559","2017_2019","Transit","Not PM Peak","Duwamish","Duwamish",877.858830623488,965.853908933256,0.175620563920914,0.171138642744204,5
"560","2017_2019","Transit","Not PM Peak","Duwamish","Magnolia/Queen Anne",56.9484656813905,74.7761134067233,0.0113928587473379,0.0154921783777927,2
"561","2017_2019","Transit","Not PM Peak","Duwamish","Northeast Seattle",567.701244225515,628.197083108248,0.113571805820622,0.119688987242148,12
