survey,mode_incl_hov,PM_Peak,area,area_dest,count,count_moe,sample_size
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,2995.009324,2029.105263,16
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,1846.988675,860.7303206,56
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Duwamish,110.6202681,181.970341,1
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,553.8430369,596.0362721,15
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Northeast Seattle,4670.975663,7642.796842,8
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Northwest Seattle,494.1252625,417.8748866,8
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,West Seattle,26.49869952,43.59036071,1
2017_2019,Transit,Not PM Peak,Magnolia/Queen Anne,Not Seattle,120.769362,182.2257396,5
2017_2019,Transit,Not PM Peak,Northeast Seattle,Capitol Hill/Central District,2797.282002,1143.091856,102
2017_2019,Transit,Not PM Peak,Northeast Seattle,Downtown/Lake Union,9843.555237,3497.837787,230
2017_2019,Transit,Not PM Peak,Northeast Seattle,Duwamish,16.01873798,10.49696931,11
2017_2019,Transit,Not PM Peak,Northeast Seattle,Magnolia/Queen Anne,28.96970304,20.42886586,7
2017_2019,Transit,Not PM Peak,Northeast Seattle,Northeast Seattle,39581.64389,18465.80131,304
2017_2019,Transit,Not PM Peak,Northeast Seattle,Northwest Seattle,4503.852477,4567.064252,60
2017_2019,Transit,Not PM Peak,Northeast Seattle,Southeast Seattle,334.4549241,427.4561688,9
2017_2019,Transit,Not PM Peak,Northeast Seattle,Not Seattle,2541.089065,1431.129939,80
2017_2019,Transit,Not PM Peak,Northwest Seattle,Capitol Hill/Central District,1368.533941,713.7574412,26
2017_2019,Transit,Not PM Peak,Northwest Seattle,Downtown/Lake Union,9377.153655,1948.860186,335
2017_2019,Transit,Not PM Peak,Northwest Seattle,Duwamish,152.2995843,169.7924563,11
2017_2019,Transit,Not PM Peak,Northwest Seattle,Magnolia/Queen Anne,574.3319629,423.9968822,10
2017_2019,Transit,Not PM Peak,Northwest Seattle,Northeast Seattle,5799.827185,2654.003813,103
2017_2019,Transit,Not PM Peak,Northwest Seattle,Northwest Seattle,8892.864501,5857.971678,89
2017_2019,Transit,Not PM Peak,Northwest Seattle,Southeast Seattle,191.275877,261.117064,4
2017_2019,Transit,Not PM Peak,Northwest Seattle,West Seattle,261.3427618,410.5477196,3
2017_2019,Transit,Not PM Peak,Northwest Seattle,Not Seattle,3596.105473,1346.599023,59
2017_2019,Transit,Not PM Peak,Southeast Seattle,Capitol Hill/Central District,2174.113364,1186.673246,45
2017_2019,Transit,Not PM Peak,Southeast Seattle,Downtown/Lake Union,6168.211029,2393.736833,169
2017_2019,Transit,Not PM Peak,Southeast Seattle,Duwamish,241.9818767,336.3812154,11
2017_2019,Transit,Not PM Peak,Southeast Seattle,Magnolia/Queen Anne,133.0941446,218.9398679,1
2017_2019,Transit,Not PM Peak,Southeast Seattle,Northeast Seattle,558.7929734,331.3774111,25
2017_2019,Transit,Not PM Peak,Southeast Seattle,Northwest Seattle,91.1374341,74.72148242,5
2017_2019,Transit,Not PM Peak,Southeast Seattle,Southeast Seattle,10041.47103,5734.319818,56
2017_2019,Transit,Not PM Peak,Southeast Seattle,West Seattle,40.27247561,44.03040486,3
2017_2019,Transit,Not PM Peak,Southeast Seattle,Not Seattle,2461.230723,1446.461311,40
2017_2019,Transit,Not PM Peak,West Seattle,Capitol Hill/Central District,705.8852648,426.4530948,22
2017_2019,Transit,Not PM Peak,West Seattle,Downtown/Lake Union,4828.944308,1802.004718,121
2017_2019,Transit,Not PM Peak,West Seattle,Duwamish,620.7592511,736.5236092,11
2017_2019,Transit,Not PM Peak,West Seattle,Magnolia/Queen Anne,149.1956933,232.6067666,2
2017_2019,Transit,Not PM Peak,West Seattle,Northeast Seattle,161.8268122,162.0944751,7
2017_2019,Transit,Not PM Peak,West Seattle,Northwest Seattle,8.338796284,13.71731989,1
2017_2019,Transit,Not PM Peak,West Seattle,Southeast Seattle,11.83732202,19.47239472,1
2017_2019,Transit,Not PM Peak,West Seattle,West Seattle,11839.41814,7894.756462,30
2017_2019,Transit,Not PM Peak,West Seattle,Not Seattle,53.59360502,65.88842093,3
2017_2019,Transit,Not PM Peak,Not Seattle,Capitol Hill/Central District,6101.377515,5903.362427,40
2017_2019,Transit,Not PM Peak,Not Seattle,Downtown/Lake Union,45878.928,17216.89114,300
2017_2019,Transit,Not PM Peak,Not Seattle,Duwamish,4290.545562,2171.963999,19
2017_2019,Transit,Not PM Peak,Not Seattle,Magnolia/Queen Anne,2147.034064,1849.662441,11
2017_2019,Transit,Not PM Peak,Not Seattle,Northeast Seattle,11904.56011,8323.205892,57
2017_2019,Transit,Not PM Peak,Not Seattle,Northwest Seattle,2694.609719,2111.914908,20
2017_2019,Transit,Not PM Peak,Not Seattle,Southeast Seattle,765.2746546,836.2424713,7
2017_2019,Transit,Not PM Peak,Not Seattle,West Seattle,3073.03347,4170.115578,4
2017_2019,Transit,Not PM Peak,Not Seattle,Not Seattle,320814.4599,47169.17339,820
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,5172.440328,3426.93393,65
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Downtown/Lake Union,4358.487847,2823.797295,82
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Duwamish,38.01419928,32.7293096,6
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Magnolia/Queen Anne,214.6120088,241.6177638,5
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Northeast Seattle,3810.019934,4032.40883,43
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Northwest Seattle,1144.478407,719.0489616,24
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Southeast Seattle,1191.659897,1009.542394,28
2017_2019,Transit,PM Peak,Capitol Hill/Central District,West Seattle,607.5268168,517.7074507,13
2017_2019,Transit,PM Peak,Capitol Hill/Central District,Not Seattle,1882.259429,1427.534114,20
2017_2019,Transit,PM Peak,Downtown/Lake Union,Capitol Hill/Central District,8777.247165,3222.362817,253
2017_2019,Transit,PM Peak,Downtown/Lake Union,Downtown/Lake Union,8235.056569,3276.70536,222
2017_2019,Transit,PM Peak,Downtown/Lake Union,Duwamish,521.7517373,336.4483353,34
2017_2019,Transit,PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,2333.086864,1404.76744,41
2017_2019,Transit,PM Peak,Downtown/Lake Union,Northeast Seattle,8505.208087,3420.011472,182
2017_2019,Transit,PM Peak,Downtown/Lake Union,Northwest Seattle,9226.443111,2053.394625,264
2017_2019,Transit,PM Peak,Downtown/Lake Union,Southeast Seattle,4580.240874,2802.959809,119
2017_2019,Transit,PM Peak,Downtown/Lake Union,West Seattle,5096.815401,2294.919938,101
2017_2019,Transit,PM Peak,Downtown/Lake Union,Not Seattle,42944.01684,14242.02065,252
2017_2019,Transit,PM Peak,Duwamish,Capitol Hill/Central District,232.9160856,154.6658581,13
2017_2019,Transit,PM Peak,Duwamish,Downtown/Lake Union,305.5949194,185.7719995,17
2017_2019,Transit,PM Peak,Duwamish,Duwamish,57.6815242,87.19174856,4
2017_2019,Transit,PM Peak,Duwamish,Magnolia/Queen Anne,17.90866974,23.42713451,2
2017_2019,Transit,PM Peak,Duwamish,Northeast Seattle,122.9803661,135.708783,11
2017_2019,Transit,PM Peak,Duwamish,Northwest Seattle,153.6073534,170.2097463,11
2017_2019,Transit,PM Peak,Duwamish,Southeast Seattle,12.32165727,9.696367107,5
2017_2019,Transit,PM Peak,Duwamish,West Seattle,441.6243137,679.1824568,7
2017_2019,Transit,PM Peak,Duwamish,Not Seattle,3638.870504,1734.939361,18
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,173.7586018,117.8769175,7
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,934.4647813,624.1147442,21
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,17.11859898,22.42666261,2
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Northeast Seattle,166.7797573,242.4370505,4
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Northwest Seattle,1083.07591,922.6549795,11
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Southeast Seattle,171.9922324,228.0979273,2
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,West Seattle,149.1956933,232.6067666,2
2017_2019,Transit,PM Peak,Magnolia/Queen Anne,Not Seattle,568.7917497,810.1980487,5
2017_2019,Transit,PM Peak,Northeast Seattle,Capitol Hill/Central District,2772.05231,1222.591096,51
2017_2019,Transit,PM Peak,Northeast Seattle,Downtown/Lake Union,1959.709057,1596.507779,66
2017_2019,Transit,PM Peak,Northeast Seattle,Duwamish,68.70151868,76.83135778,8
2017_2019,Transit,PM Peak,Northeast Seattle,Magnolia/Queen Anne,4841.230474,7649.288819,3
2017_2019,Transit,PM Peak,Northeast Seattle,Northeast Seattle,6438.901658,2923.306968,125
2017_2019,Transit,PM Peak,Northeast Seattle,Northwest Seattle,3722.004314,1301.38367,74
2017_2019,Transit,PM Peak,Northeast Seattle,Southeast Seattle,1205.555807,1126.396913,31
2017_2019,Transit,PM Peak,Northeast Seattle,West Seattle,326.0937173,243.3274392,8
2017_2019,Transit,PM Peak,Northeast Seattle,Not Seattle,10342.77067,8088.611525,43
2017_2019,Transit,PM Peak,Northwest Seattle,Capitol Hill/Central District,431.3836593,577.6118027,9
2017_2019,Transit,PM Peak,Northwest Seattle,Downtown/Lake Union,1477.46885,1213.175121,31
2017_2019,Transit,PM Peak,Northwest Seattle,Duwamish,104.9147182,172.5847114,1
2017_2019,Transit,PM Peak,Northwest Seattle,Magnolia/Queen Anne,370.460722,337.3584463,7
2017_2019,Transit,PM Peak,Northwest Seattle,Northeast Seattle,841.40937,524.8023438,22
2017_2019,Transit,PM Peak,Northwest Seattle,Northwest Seattle,12145.49148,7401.537498,54
2017_2019,Transit,PM Peak,Northwest Seattle,Southeast Seattle,4.269477666,7.023290761,1
2017_2019,Transit,PM Peak,Northwest Seattle,West Seattle,174.2571854,281.1416753,2
2017_2019,Transit,PM Peak,Northwest Seattle,Not Seattle,2522.418403,2316.044352,11
2017_2019,Transit,PM Peak,Southeast Seattle,Capitol Hill/Central District,377.8585786,256.5384418,20
2017_2019,Transit,PM Peak,Southeast Seattle,Downtown/Lake Union,474.2268896,512.6896046,21
2017_2019,Transit,PM Peak,Southeast Seattle,Duwamish,78.93247928,96.97902402,2
2017_2019,Transit,PM Peak,Southeast Seattle,Magnolia/Queen Anne,19.64626627,32.31810802,1
2017_2019,Transit,PM Peak,Southeast Seattle,Northeast Seattle,263.3712624,423.5904243,3
2017_2019,Transit,PM Peak,Southeast Seattle,Northwest Seattle,59.73648447,47.39834807,5
2017_2019,Transit,PM Peak,Southeast Seattle,Southeast Seattle,1604.855312,1235.015273,26
2017_2019,Transit,PM Peak,Southeast Seattle,West Seattle,1903.568147,3129.28473,2
2017_2019,Transit,PM Peak,Southeast Seattle,Not Seattle,13.10393963,14.36473957,3
2017_2019,Transit,PM Peak,West Seattle,Capitol Hill/Central District,150.0966544,232.3896111,4
2017_2019,Transit,PM Peak,West Seattle,Downtown/Lake Union,957.9058717,1013.464319,10
2017_2019,Transit,PM Peak,West Seattle,Duwamish,21.83755951,16.19332135,5
2017_2019,Transit,PM Peak,West Seattle,Magnolia/Queen Anne,26.49869952,43.59036071,1
2017_2019,Transit,PM Peak,West Seattle,Northeast Seattle,20.79552628,34.20864072,1
2017_2019,Transit,PM Peak,West Seattle,Northwest Seattle,2.919071482,4.801872587,1
2017_2019,Transit,PM Peak,West Seattle,Southeast Seattle,1.267804576,2.085538527,1
2017_2019,Transit,PM Peak,West Seattle,West Seattle,1516.026104,919.3604991,20
2017_2019,Transit,PM Peak,West Seattle,Not Seattle,570.2212689,698.1142682,3
2017_2019,Transit,PM Peak,Not Seattle,Capitol Hill/Central District,1813.093165,776.5226728,86
2017_2019,Transit,PM Peak,Not Seattle,Downtown/Lake Union,7170.423492,3962.903765,129
2017_2019,Transit,PM Peak,Not Seattle,Duwamish,19.72166501,21.22913415,5
2017_2019,Transit,PM Peak,Not Seattle,Magnolia/Queen Anne,232.9018767,257.6194417,6
2017_2019,Transit,PM Peak,Not Seattle,Northeast Seattle,2484.613221,1410.048068,64
2017_2019,Transit,PM Peak,Not Seattle,Northwest Seattle,3735.796087,1990.079258,48
2017_2019,Transit,PM Peak,Not Seattle,Southeast Seattle,2788.248321,2715.064189,26
2017_2019,Transit,PM Peak,Not Seattle,West Seattle,299.6300305,341.0637854,4
2017_2019,Transit,PM Peak,Not Seattle,Not Seattle,179587.6248,34476.96727,437
2017_2019,Transit,NA,Southeast Seattle,Downtown/Lake Union,108.1435238,177.8960967,1
2017_2019,Transit,NA,Not Seattle,Not Seattle,201.1345591,323.6370443,2
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,73564.28804,15446.58787,1357
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Downtown/Lake Union,12057.85116,2455.872803,329
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Duwamish,37.74738803,56.98446838,2
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Northeast Seattle,311.1437144,200.8350456,17
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Northwest Seattle,18.30285278,23.42538851,4
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Southeast Seattle,3226.167802,3136.163662,19
2017_2019,Walk,Not PM Peak,Capitol Hill/Central District,Not Seattle,501.5783029,442.0018024,13
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Capitol Hill/Central District,4652.168994,1677.289886,143
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Downtown/Lake Union,178106.7035,26533.69117,3156
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Duwamish,635.8730422,790.48181,13
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,1509.0653,1141.952639,42
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Northeast Seattle,171.2856763,126.9796592,11
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Northwest Seattle,85.99931099,72.11432134,7
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Southeast Seattle,278.4265772,312.4715688,7
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,West Seattle,10.52320954,17.3106797,1
2017_2019,Walk,Not PM Peak,Downtown/Lake Union,Not Seattle,448.110402,295.8322966,23
2017_2019,Walk,Not PM Peak,Duwamish,Downtown/Lake Union,406.8623939,371.6420167,14
2017_2019,Walk,Not PM Peak,Duwamish,Duwamish,3069.060584,2663.54881,65
2017_2019,Walk,Not PM Peak,Duwamish,West Seattle,48.37479644,65.89730154,5
2017_2019,Walk,Not PM Peak,Duwamish,Not Seattle,31.88801614,51.51423499,2
2017_2019,Walk,Not PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,14.63078525,24.06764173,1
2017_2019,Walk,Not PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,3624.277932,3221.321028,46
2017_2019,Walk,Not PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,25222.32618,8821.556708,187
2017_2019,Walk,Not PM Peak,Magnolia/Queen Anne,Northeast Seattle,3.359110674,5.525737059,1
2017_2019,Walk,Not PM Peak,Magnolia/Queen Anne,Northwest Seattle,2798.70593,3754.040681,12
2017_2019,Walk,Not PM Peak,Magnolia/Queen Anne,Not Seattle,289.4011877,378.0833861,6
2017_2019,Walk,Not PM Peak,Northeast Seattle,Capitol Hill/Central District,160.4968835,184.1000381,4
2017_2019,Walk,Not PM Peak,Northeast Seattle,Downtown/Lake Union,227.8282791,123.3528668,24
2017_2019,Walk,Not PM Peak,Northeast Seattle,Magnolia/Queen Anne,146.8065885,241.4968381,1
2017_2019,Walk,Not PM Peak,Northeast Seattle,Northeast Seattle,83453.82079,20920.74294,1309
2017_2019,Walk,Not PM Peak,Northeast Seattle,Northwest Seattle,4834.133481,3500.622363,54
2017_2019,Walk,Not PM Peak,Northeast Seattle,Southeast Seattle,11.87550896,8.957016489,5
2017_2019,Walk,Not PM Peak,Northeast Seattle,Not Seattle,33.18112164,51.58597499,2
2017_2019,Walk,Not PM Peak,Northwest Seattle,Downtown/Lake Union,202.5072327,125.1305902,14
2017_2019,Walk,Not PM Peak,Northwest Seattle,Magnolia/Queen Anne,4128.564893,4489.109134,20
2017_2019,Walk,Not PM Peak,Northwest Seattle,Northeast Seattle,3730.899711,3328.933182,47
2017_2019,Walk,Not PM Peak,Northwest Seattle,Northwest Seattle,91866.90149,16444.86464,1097
2017_2019,Walk,Not PM Peak,Northwest Seattle,Not Seattle,528.8385266,420.158921,13
2017_2019,Walk,Not PM Peak,Southeast Seattle,Capitol Hill/Central District,2909.863986,3119.443481,15
2017_2019,Walk,Not PM Peak,Southeast Seattle,Downtown/Lake Union,2063.677496,2428.432977,24
2017_2019,Walk,Not PM Peak,Southeast Seattle,Duwamish,1.784986089,2.936302116,1
2017_2019,Walk,Not PM Peak,Southeast Seattle,Northeast Seattle,1416.899314,2298.2864,2
2017_2019,Walk,Not PM Peak,Southeast Seattle,Southeast Seattle,23805.53077,8982.9279,387
2017_2019,Walk,Not PM Peak,Southeast Seattle,Not Seattle,29.25361964,41.95139394,3
2017_2019,Walk,Not PM Peak,West Seattle,Downtown/Lake Union,101.6567159,142.1772385,7
2017_2019,Walk,Not PM Peak,West Seattle,Duwamish,45.17561633,65.82730023,2
2017_2019,Walk,Not PM Peak,West Seattle,Northeast Seattle,2.132786739,2.480820656,2
2017_2019,Walk,Not PM Peak,West Seattle,West Seattle,21197.40993,6212.190792,321
2017_2019,Walk,Not PM Peak,West Seattle,Not Seattle,928.8086371,1035.466923,5
2017_2019,Walk,Not PM Peak,Not Seattle,Capitol Hill/Central District,24.43347176,29.66652695,3
2017_2019,Walk,Not PM Peak,Not Seattle,Downtown/Lake Union,1472.211549,1334.75479,26
2017_2019,Walk,Not PM Peak,Not Seattle,Duwamish,49.77456597,59.32460868,3
2017_2019,Walk,Not PM Peak,Not Seattle,Magnolia/Queen Anne,69.82101352,58.0210275,4
2017_2019,Walk,Not PM Peak,Not Seattle,Northeast Seattle,742.1985172,1220.08576,2
2017_2019,Walk,Not PM Peak,Not Seattle,Northwest Seattle,655.0405955,526.4245687,12
2017_2019,Walk,Not PM Peak,Not Seattle,Southeast Seattle,25.35281861,41.70538662,1
2017_2019,Walk,Not PM Peak,Not Seattle,West Seattle,833.0932562,1022.846866,5
2017_2019,Walk,Not PM Peak,Not Seattle,Not Seattle,661394.8919,69568.39483,2207
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,31290.34764,5065.118427,723
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Downtown/Lake Union,1444.658384,668.3436184,78
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Duwamish,86.11781305,141.6638025,1
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Magnolia/Queen Anne,29.26157049,34.03655282,2
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Northeast Seattle,162.0451965,175.7944404,6
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Northwest Seattle,3.383847925,5.566429837,1
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Southeast Seattle,496.7661525,455.253708,8
2017_2019,Walk,PM Peak,Capitol Hill/Central District,Not Seattle,255.7809206,420.7596145,1
2017_2019,Walk,PM Peak,Downtown/Lake Union,Capitol Hill/Central District,6884.392636,1977.774168,199
2017_2019,Walk,PM Peak,Downtown/Lake Union,Downtown/Lake Union,59947.68724,9326.056812,1444
2017_2019,Walk,PM Peak,Downtown/Lake Union,Duwamish,325.0554295,187.550219,16
2017_2019,Walk,PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,2613.626091,3046.905657,27
2017_2019,Walk,PM Peak,Downtown/Lake Union,Northeast Seattle,26.83724713,14.25277896,10
2017_2019,Walk,PM Peak,Downtown/Lake Union,Northwest Seattle,2874.226014,4442.355308,12
2017_2019,Walk,PM Peak,Downtown/Lake Union,Southeast Seattle,94.48379755,83.36361625,10
2017_2019,Walk,PM Peak,Downtown/Lake Union,West Seattle,436.878764,584.123956,5
2017_2019,Walk,PM Peak,Downtown/Lake Union,Not Seattle,623.49538,586.3488538,16
2017_2019,Walk,PM Peak,Duwamish,Capitol Hill/Central District,3.260073575,5.362821031,1
2017_2019,Walk,PM Peak,Duwamish,Downtown/Lake Union,898.755174,1256.405914,11
2017_2019,Walk,PM Peak,Duwamish,Duwamish,2097.97919,1256.859066,32
2017_2019,Walk,PM Peak,Duwamish,West Seattle,2.59568068,4.269894719,1
2017_2019,Walk,PM Peak,Duwamish,Not Seattle,17.88654982,29.42337446,1
2017_2019,Walk,PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,1699.774912,1432.847058,22
2017_2019,Walk,PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,24018.27461,15134.93183,82
2017_2019,Walk,PM Peak,Magnolia/Queen Anne,Northwest Seattle,1599.911977,2492.121191,9
2017_2019,Walk,PM Peak,Northeast Seattle,Capitol Hill/Central District,19.98214234,23.70171069,3
2017_2019,Walk,PM Peak,Northeast Seattle,Downtown/Lake Union,85.21952694,85.8082156,8
2017_2019,Walk,PM Peak,Northeast Seattle,Northeast Seattle,39301.1304,9416.561167,693
2017_2019,Walk,PM Peak,Northeast Seattle,Northwest Seattle,1657.79968,1624.786381,26
2017_2019,Walk,PM Peak,Northeast Seattle,Southeast Seattle,1396.993043,2298.053556,1
2017_2019,Walk,PM Peak,Northeast Seattle,West Seattle,2.132786739,2.480820656,2
2017_2019,Walk,PM Peak,Northeast Seattle,Not Seattle,1.060714491,1.235190825,2
2017_2019,Walk,PM Peak,Northwest Seattle,Capitol Hill/Central District,3.972490455,5.693286953,2
2017_2019,Walk,PM Peak,Northwest Seattle,Downtown/Lake Union,35.20610735,42.30448278,2
2017_2019,Walk,PM Peak,Northwest Seattle,Magnolia/Queen Anne,372.2724492,442.4957091,7
2017_2019,Walk,PM Peak,Northwest Seattle,Northeast Seattle,691.5328631,651.3356823,19
2017_2019,Walk,PM Peak,Northwest Seattle,Northwest Seattle,31033.83763,6330.104298,591
2017_2019,Walk,PM Peak,Northwest Seattle,Not Seattle,641.3990202,727.8648778,5
2017_2019,Walk,PM Peak,Southeast Seattle,Capitol Hill/Central District,27.04849554,21.40845576,6
2017_2019,Walk,PM Peak,Southeast Seattle,Downtown/Lake Union,265.8932449,372.7522638,5
2017_2019,Walk,PM Peak,Southeast Seattle,Northeast Seattle,5.80897055,5.516943239,3
2017_2019,Walk,PM Peak,Southeast Seattle,Southeast Seattle,8372.062742,3658.657138,211
2017_2019,Walk,PM Peak,Southeast Seattle,Not Seattle,16.71534884,27.49674884,1
2017_2019,Walk,PM Peak,West Seattle,Capitol Hill/Central District,7.512530723,12.35811304,1
2017_2019,Walk,PM Peak,West Seattle,Duwamish,2.132786739,2.480820656,2
2017_2019,Walk,PM Peak,West Seattle,West Seattle,12221.53172,3419.353955,192
2017_2019,Walk,PM Peak,West Seattle,Not Seattle,2.298860352,3.781625279,1
2017_2019,Walk,PM Peak,Not Seattle,Capitol Hill/Central District,280.0251394,334.1287057,5
2017_2019,Walk,PM Peak,Not Seattle,Downtown/Lake Union,576.8308126,584.6938683,12
2017_2019,Walk,PM Peak,Not Seattle,Northeast Seattle,31.30298896,51.49341684,1
2017_2019,Walk,PM Peak,Not Seattle,Northwest Seattle,193.602632,169.8274817,5
2017_2019,Walk,PM Peak,Not Seattle,Southeast Seattle,47.919369,50.26173246,5
2017_2019,Walk,PM Peak,Not Seattle,Not Seattle,311317.0646,49336.31062,1052
2017_2019,Walk,NA,Northeast Seattle,Northeast Seattle,61.37309571,91.795159,2
2017_2019,Walk,NA,Not Seattle,Not Seattle,69.89273794,114.9735539,1
2017_2019,NA,Not PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,69.27611785,33.70230435,20
2017_2019,NA,Not PM Peak,Capitol Hill/Central District,Downtown/Lake Union,90.17079815,28.82704265,31
2017_2019,NA,Not PM Peak,Capitol Hill/Central District,Duwamish,9.785171022,9.293253021,3
2017_2019,NA,Not PM Peak,Capitol Hill/Central District,Northwest Seattle,1.113123921,1.294766498,2
2017_2019,NA,Not PM Peak,Capitol Hill/Central District,Southeast Seattle,19.1044898,12.90653957,6
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Capitol Hill/Central District,5.511804725,7.271862475,2
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Downtown/Lake Union,136.7497344,35.23635445,43
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Duwamish,5.250930272,6.284590457,2
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,114.8679993,182.1043538,2
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Northeast Seattle,6.875377138,8.018760254,2
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Northwest Seattle,17.47912997,16.28282416,4
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Southeast Seattle,8.043017553,7.639166011,3
2017_2019,NA,Not PM Peak,Downtown/Lake Union,Not Seattle,38.24327368,32.15364713,6
2017_2019,NA,Not PM Peak,Duwamish,Capitol Hill/Central District,3.261723674,5.365535444,1
2017_2019,NA,Not PM Peak,Duwamish,Downtown/Lake Union,15.48412648,15.07540553,6
2017_2019,NA,Not PM Peak,Duwamish,Duwamish,57.56151992,38.16563835,7
2017_2019,NA,Not PM Peak,Duwamish,Northwest Seattle,9.154253367,10.64806923,2
2017_2019,NA,Not PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,4.247731207,6.987517836,1
2017_2019,NA,Not PM Peak,Magnolia/Queen Anne,Downtown/Lake Union,332.5139345,315.1793755,4
2017_2019,NA,Not PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,16.09658749,15.28738333,3
2017_2019,NA,Not PM Peak,Magnolia/Queen Anne,Northeast Seattle,19.61028436,16.12912831,4
2017_2019,NA,Not PM Peak,Magnolia/Queen Anne,Northwest Seattle,27.67970576,38.74232949,2
2017_2019,NA,Not PM Peak,Magnolia/Queen Anne,Not Seattle,4.247731207,6.987517836,1
2017_2019,NA,Not PM Peak,Northeast Seattle,Capitol Hill/Central District,68.35795402,112.4488344,1
2017_2019,NA,Not PM Peak,Northeast Seattle,Downtown/Lake Union,5.031545143,5.205882828,3
2017_2019,NA,Not PM Peak,Northeast Seattle,Magnolia/Queen Anne,9.805142179,11.40517184,2
2017_2019,NA,Not PM Peak,Northeast Seattle,Northeast Seattle,1344.636445,636.0090315,45
2017_2019,NA,Not PM Peak,Northeast Seattle,Northwest Seattle,201.2485455,258.9998356,9
2017_2019,NA,Not PM Peak,Northeast Seattle,Southeast Seattle,1.280821862,2.106951962,1
2017_2019,NA,Not PM Peak,Northeast Seattle,Not Seattle,10.5616957,9.503213925,4
2017_2019,NA,Not PM Peak,Northwest Seattle,Downtown/Lake Union,325.9850202,274.7431348,16
2017_2019,NA,Not PM Peak,Northwest Seattle,Magnolia/Queen Anne,5.230256958,7.60562795,2
2017_2019,NA,Not PM Peak,Northwest Seattle,Northeast Seattle,275.3571398,265.1585477,22
2017_2019,NA,Not PM Peak,Northwest Seattle,Northwest Seattle,3008.804417,1083.376566,41
2017_2019,NA,Not PM Peak,Northwest Seattle,Not Seattle,527.0363918,448.3610689,7
2017_2019,NA,Not PM Peak,Southeast Seattle,Capitol Hill/Central District,16.40211465,12.11694668,5
