"","survey","mode_simple","count","count_moe","share","share_moe","sample_size"
"1","2017_2019","Bike",79116.5550889089,23343.046891564,0.0230224632281734,0.00669578353394182,989
"2","2017_2019","Drive",2116020.17273089,112466.199166989,0.615749719663909,0.0175097848016271,17988
"3","2017_2019","Other",33492.2961429992,9021.45409375568,0.00974606585831219,0.00262753648430925,747
"4","2017_2019","Transit",407777.776971344,36640.9873985031,0.118660991559087,0.0104037677034611,6605
"5","2017_2019","Walk",789801.973008733,49816.4225643476,0.22982783894848,0.0139118904070218,13382
"6","2017_2019","Total",3436493.92789957,129087.610381679,1,0,40330
"7","2017_2019",NA,10285.1539566981,1700.67340183581,0.00299292074203796,0.000507231979804942,619
