,geography,value,geography_group
519,53053071305.0,12983.156635242929,Census2010Tract
520,53053071306.0,128.67519858781995,Census2010Tract
521,53053071307.0,9634.413887370147,Census2010Tract
522,53053071309.0,0.0,Census2010Tract
523,53053071310.0,0.0,Census2010Tract
524,53053071403.0,3789.401785714286,Census2010Tract
525,53053071406.0,0.0,Census2010Tract
526,53053071407.0,0.0,Census2010Tract
527,53053071408.0,6641.6784452296815,Census2010Tract
528,53053071409.0,4867.94502617801,Census2010Tract
529,53053071410.0,2445.4621323529414,Census2010Tract
530,53053071411.0,2927.136198860694,Census2010Tract
531,53053071503.0,9705.547178757704,Census2010Tract
532,53053071504.0,31486.446700507615,Census2010Tract
533,53053071505.0,9245.437967115096,Census2010Tract
534,53053071506.0,908.619,Census2010Tract
535,53053071601.0,12346.51283482143,Census2010Tract
536,53053071602.0,23382.417890520694,Census2010Tract
537,53053071703.0,43081.06892150606,Census2010Tract
538,53053071704.0,28530.165217391303,Census2010Tract
539,53053071705.0,37511.20123361604,Census2010Tract
540,53053071706.0,32156.39813581891,Census2010Tract
541,53053071707.0,44122.86516853933,Census2010Tract
542,53053071803.0,37858.99134199134,Census2010Tract
543,53053071805.0,31746.16366258111,Census2010Tract
544,53053071806.0,10242.0,Census2010Tract
545,53053071807.0,40238.130928523715,Census2010Tract
546,53053071808.0,45653.92767915845,Census2010Tract
547,53053071901.0,25499.335535630013,Census2010Tract
548,53053071902.0,13772.275204359674,Census2010Tract
549,53053072000.0,329.83299798792757,Census2010Tract
550,53053072105.0,1433.0127659574468,Census2010Tract
551,53053072106.0,13025.33829401089,Census2010Tract
552,53053072107.0,4050.8633720930234,Census2010Tract
553,53053072108.0,12491.315580985916,Census2010Tract
554,53053072109.0,5202.467572575664,Census2010Tract
555,53053072111.0,4911.541627689429,Census2010Tract
556,53053072112.0,8187.174179187535,Census2010Tract
557,53053072305.0,51454.88770685579,Census2010Tract
558,53053072307.0,32584.03459119497,Census2010Tract
559,53053072308.0,13804.813977746871,Census2010Tract
560,53053072309.0,19173.34154090548,Census2010Tract
561,53053072310.0,61103.04044803983,Census2010Tract
562,53053072311.0,73585.15297833935,Census2010Tract
563,53053072312.0,21592.326923076922,Census2010Tract
564,53053072313.0,23776.801112656467,Census2010Tract
565,53053072405.0,0.0,Census2010Tract
566,53053072406.0,365.59376334899616,Census2010Tract
567,53053072407.0,4122.635700389105,Census2010Tract
568,53053072408.0,5232.5425020048115,Census2010Tract
569,53053072409.0,0.0,Census2010Tract
570,53053072410.0,0.0,Census2010Tract
571,53053072503.0,0.0,Census2010Tract
572,53053072504.0,313.40664961636827,Census2010Tract
573,53053072505.0,1177.4782731376974,Census2010Tract
574,53053072506.0,366.6756574511126,Census2010Tract
575,53053072507.0,6574.022589531681,Census2010Tract
576,53053072601.0,0.0,Census2010Tract
577,53053072602.0,0.0,Census2010Tract
578,53053072603.0,0.0,Census2010Tract
579,53053072800.0,0.0,Census2010Tract
580,53053072901.0,521.0,Census2010Tract
581,53053072903.0,86.74615384615385,Census2010Tract
582,53053072905.0,0.0,Census2010Tract
583,53053072906.0,0.0,Census2010Tract
584,53053072907.0,116.22604422604422,Census2010Tract
585,53053073001.0,0.0,Census2010Tract
586,53053073005.0,0.0,Census2010Tract
587,53053073006.0,0.0,Census2010Tract
588,53053073108.0,238.10236966824644,Census2010Tract
589,53053073110.0,1453.721687638786,Census2010Tract
590,53053073111.0,6646.816733067729,Census2010Tract
591,53053073113.0,0.0,Census2010Tract
592,53053073114.0,0.0,Census2010Tract
593,53053073115.0,0.0,Census2010Tract
594,53053073116.0,0.0,Census2010Tract
595,53053073117.0,0.0,Census2010Tract
596,53053073118.0,0.0,Census2010Tract
597,53053073119.0,0.0,Census2010Tract
598,53053073120.0,8546.809280979092,Census2010Tract
599,53053073121.0,3122.125077784692,Census2010Tract
600,53053073122.0,681.2278911564625,Census2010Tract
601,53053073123.0,0.0,Census2010Tract
602,53053073124.0,0.0,Census2010Tract
603,53053073125.0,855.7601729399796,Census2010Tract
604,53053073126.0,1579.0,Census2010Tract
605,53053073200.0,0.0,Census2010Tract
606,53053073301.0,1547.5174914675767,Census2010Tract
607,53053073302.0,6376.033039647577,Census2010Tract
608,53053073404.0,21031.155105222137,Census2010Tract
609,53053073405.0,16142.278699402787,Census2010Tract
610,53053073406.0,6296.948637784725,Census2010Tract
611,53053073407.0,34652.837361201826,Census2010Tract
612,53053073408.0,15128.773823191734,Census2010Tract
613,53053073500.0,6616.428967642527,Census2010Tract
614,53053940001.0,529.6603088101725,Census2010Tract
615,53053940002.0,18522.212806026364,Census2010Tract
616,53053940003.0,7060.6428323498785,Census2010Tract
617,53053940004.0,354.858372456964,Census2010Tract
618,53053940005.0,11940.672074729597,Census2010Tract
619,53053940006.0,56194.0,Census2010Tract
620,53053940007.0,58276.09840954274,Census2010Tract
621,53053940008.0,8292.892795138889,Census2010Tract
622,53053940009.0,3423.3604060913704,Census2010Tract
623,53053940010.0,9657.231898238748,Census2010Tract
624,53053940011.0,117.21614906832298,Census2010Tract
625,53061040100.0,37422.117404737386,Census2010Tract
626,53061040200.0,43561.75179177669,Census2010Tract
627,53061040300.0,40161.889556724265,Census2010Tract
628,53061040400.0,44452.38639957828,Census2010Tract
629,53061040500.0,34569.7993795243,Census2010Tract
630,53061040700.0,71196.26966292135,Census2010Tract
631,53061040800.0,56001.648396501456,Census2010Tract
632,53061040900.0,39408.47872340425,Census2010Tract
633,53061041000.0,70399.50556242274,Census2010Tract
634,53061041100.0,76046.93609219487,Census2010Tract
635,53061041201.0,56260.88012872083,Census2010Tract
636,53061041202.0,72196.88808510639,Census2010Tract
637,53061041301.0,20302.774047186933,Census2010Tract
638,53061041303.0,68489.46670276123,Census2010Tract
639,53061041304.0,41965.53580901857,Census2010Tract
640,53061041400.0,49939.45185848634,Census2010Tract
641,53061041500.0,18124.65156794425,Census2010Tract
642,53061041601.0,3857.122169811321,Census2010Tract
643,53061041605.0,4525.7597372125765,Census2010Tract
644,53061041606.0,14575.02595744681,Census2010Tract
645,53061041607.0,0.0,Census2010Tract
646,53061041608.0,6731.466115702479,Census2010Tract
647,53061041701.0,34548.73646209386,Census2010Tract
648,53061041703.0,24019.09551833409,Census2010Tract
649,53061041704.0,32409.779576587796,Census2010Tract
650,53061041805.0,54408.94167337088,Census2010Tract
651,53061041806.0,37689.04010184596,Census2010Tract
652,53061041808.0,42630.8689733409,Census2010Tract
653,53061041809.0,92077.92864222002,Census2010Tract
654,53061041810.0,116005.71263304025,Census2010Tract
655,53061041811.0,95902.93588417787,Census2010Tract
656,53061041812.0,108549.58350430858,Census2010Tract
657,53061041901.0,84214.73282442748,Census2010Tract
658,53061041903.0,61426.16766666667,Census2010Tract
659,53061041904.0,77589.84377576257,Census2010Tract
660,53061041905.0,83501.6443768997,Census2010Tract
661,53061042001.0,11015.724829351535,Census2010Tract
662,53061042003.0,21511.589571068125,Census2010Tract
663,53061042004.0,61185.557939914164,Census2010Tract
664,53061042005.0,15641.89544235925,Census2010Tract
665,53061042006.0,10029.722767857143,Census2010Tract
666,53061050101.0,31152.747454175154,Census2010Tract
667,53061050102.0,55413.09324618737,Census2010Tract
668,53061050200.0,12722.993167701863,Census2010Tract
669,53061050300.0,29712.47685834502,Census2010Tract
670,53061050401.0,48404.82925215089,Census2010Tract
671,53061050402.0,49904.07259756609,Census2010Tract
672,53061050500.0,37855.72301480485,Census2010Tract
673,53061050600.0,5351.909706546276,Census2010Tract
674,53061050700.0,35503.636126629426,Census2010Tract
675,53061050800.0,47110.24554608831,Census2010Tract
676,53061050900.0,72460.34017207148,Census2010Tract
677,53061051000.0,54069.65428109855,Census2010Tract
678,53061051100.0,44077.28399122807,Census2010Tract
679,53061051200.0,41908.040173724214,Census2010Tract
680,53061051300.0,27048.96984279756,Census2010Tract
681,53061051400.0,77231.12742071289,Census2010Tract
682,53061051500.0,77770.13800515907,Census2010Tract
683,53061051601.0,44989.71880199667,Census2010Tract
684,53061051602.0,48590.366960907944,Census2010Tract
685,53061051701.0,82254.90456934898,Census2010Tract
686,53061051702.0,52126.857571214394,Census2010Tract
687,53061051802.0,60056.43553008596,Census2010Tract
688,53061051803.0,87456.29560439561,Census2010Tract
689,53061051804.0,69964.9454374412,Census2010Tract
690,53061051905.0,37537.99177330896,Census2010Tract
691,53061051912.0,489.9284009546539,Census2010Tract
692,53061051913.0,10081.485806451612,Census2010Tract
693,53061051914.0,4885.764186633039,Census2010Tract
694,53061051915.0,11849.570967741936,Census2010Tract
695,53061051916.0,21237.929279576998,Census2010Tract
696,53061051917.0,5564.202586206897,Census2010Tract
697,53061051918.0,24322.66401869159,Census2010Tract
698,53061051921.0,15932.211646136619,Census2010Tract
699,53061051922.0,11945.877428998505,Census2010Tract
700,53061051923.0,21740.19368502118,Census2010Tract
701,53061051924.0,22904.783606557376,Census2010Tract
702,53061051925.0,21756.38431752178,Census2010Tract
703,53061051926.0,5256.108938547486,Census2010Tract
704,53061051927.0,22649.146875,Census2010Tract
705,53061051928.0,27989.553251649388,Census2010Tract
706,53061052003.0,8365.384301732925,Census2010Tract
707,53061052004.0,18190.621118012423,Census2010Tract
708,53061052005.0,15179.788529067499,Census2010Tract
709,53061052006.0,14719.0,Census2010Tract
710,53061052007.0,13483.833333333334,Census2010Tract
711,53061052104.0,190.15288611544463,Census2010Tract
712,53061052105.0,438.26638772663875,Census2010Tract
713,53061052107.0,0.0,Census2010Tract
714,53061052108.0,0.0,Census2010Tract
715,53061052112.0,0.0,Census2010Tract
716,53061052113.0,0.0,Census2010Tract
717,53061052114.0,7360.852999340805,Census2010Tract
718,53061052115.0,9289.241067390321,Census2010Tract
719,53061052118.0,7590.612793176972,Census2010Tract
720,53061052203.0,2286.7525987525987,Census2010Tract
721,53061052204.0,4906.247044917258,Census2010Tract
722,53061052206.0,0.0,Census2010Tract
723,53061052207.0,0.0,Census2010Tract
724,53061052208.0,4299.890077243019,Census2010Tract
725,53061052209.0,7522.7082514734775,Census2010Tract
726,53061052301.0,56.584818861414604,Census2010Tract
727,53061052302.0,414.15007215007216,Census2010Tract
728,53061052401.0,8382.955289672544,Census2010Tract
729,53061052402.0,6641.788235294118,Census2010Tract
730,53061052502.0,6244.906133333333,Census2010Tract
731,53061052503.0,4775.9308493842755,Census2010Tract
732,53061052504.0,2171.4712153518126,Census2010Tract
733,53061052603.0,2220.04898828541,Census2010Tract
734,53061052604.0,5339.78436657682,Census2010Tract
735,53061052605.0,2036.1397196261682,Census2010Tract
736,53061052606.0,0.0,Census2010Tract
737,53061052607.0,0.0,Census2010Tract
738,53061052701.0,0.0,Census2010Tract
739,53061052705.0,4749.970620639001,Census2010Tract
740,53061052706.0,2291.9582043343653,Census2010Tract
741,53061052707.0,1302.6954941860465,Census2010Tract
742,53061052708.0,4826.919720767888,Census2010Tract
743,53061052709.0,1718.3406304728546,Census2010Tract
744,53061052803.0,11900.55344747802,Census2010Tract
745,53061052804.0,13664.53720508167,Census2010Tract
746,53061052805.0,21947.716571428573,Census2010Tract
747,53061052806.0,7399.1855319148935,Census2010Tract
748,53061052903.0,31852.94578313253,Census2010Tract
749,53061052904.0,7642.225774717167,Census2010Tract
750,53061052905.0,31529.67618561958,Census2010Tract
751,53061052906.0,8772.652148322542,Census2010Tract
752,53061053101.0,0.0,Census2010Tract
753,53061053102.0,1202.1255369928401,Census2010Tract
754,53061053201.0,0.0,Census2010Tract
755,53061053202.0,0.0,Census2010Tract
756,53061053301.0,1447.705547112462,Census2010Tract
757,53061053302.0,0.0,Census2010Tract
758,53061053400.0,0.0,Census2010Tract
759,53061053504.0,4707.011722912966,Census2010Tract
760,53061053505.0,0.0,Census2010Tract
761,53061053506.0,0.0,Census2010Tract
762,53061053507.0,613.4870317002882,Census2010Tract
763,53061053508.0,5004.185524126456,Census2010Tract
764,53061053509.0,11519.473333333333,Census2010Tract
765,53061053602.0,0.0,Census2010Tract
766,53061053603.0,0.0,Census2010Tract
767,53061053604.0,0.0,Census2010Tract
768,53061053700.0,0.0,Census2010Tract
769,53061053801.0,0.0,Census2010Tract
770,53061053802.0,0.0,Census2010Tract
771,53061053803.0,0.0,Census2010Tract
772,53061940001.0,567.7650576676634,Census2010Tract
773,53061940002.0,0.0,Census2010Tract
774,53061990002.0,0.0,Census2010Tract
775,53061990100.0,0.0,Census2010Tract
0,0,103349.65543181315,rgc_binary
1,1,494589.3063317021,rgc_binary
0,-1,0.0,youth_geog_vs_reg_total
1,0,220311.4651626435,youth_geog_vs_reg_total
2,1,49759.65480375166,youth_geog_vs_reg_total
0,-1,0.0,youth_geog_vs_50_percent
1,0,135771.89373143218,youth_geog_vs_50_percent
0,-1,0.0,elderly_geog_vs_reg_total
1,0,160524.63844985233,elderly_geog_vs_reg_total
2,1,108065.96445031797,elderly_geog_vs_reg_total
0,-1,0.0,elderly_geog_vs_50_percent
1,0,135935.92160733376,elderly_geog_vs_50_percent
2,1,0.0,elderly_geog_vs_50_percent
0,-1,0.0,english_geog_vs_reg_total
1,0,142370.14046222487,english_geog_vs_reg_total
2,1,124704.04197397434,english_geog_vs_reg_total
0,-1,0.0,english_geog_vs_50_percent
1,0,135771.89373143218,english_geog_vs_50_percent
0,-1,0.0,racial_geog_vs_reg_total
1,0,125105.01561575172,racial_geog_vs_reg_total
2,1,148944.3092065145,racial_geog_vs_reg_total
0,-1,0.0,racial_geog_vs_50_percent
1,0,132695.66281625716,racial_geog_vs_50_percent
2,1,147907.78673834022,racial_geog_vs_50_percent
0,-1,0.0,poverty_geog_vs_reg_total
1,0,137056.030597404,poverty_geog_vs_reg_total
2,1,134002.08386371314,poverty_geog_vs_reg_total
0,-1,0.0,poverty_geog_vs_50_percent
1,0,133703.99310541517,poverty_geog_vs_50_percent
2,1,221184.2113793285,poverty_geog_vs_50_percent
0,-1,0.0,disability_geog_vs_reg_total
1,0,169296.09043629043,disability_geog_vs_reg_total
2,1,97155.20520984003,disability_geog_vs_reg_total
0,-1,0.0,disability_geog_vs_50_percent
1,0,135771.89373143218,disability_geog_vs_50_percent
0,-1,264432.64242942684,race
1,1,105383.6253501784,race
2,2,138832.37224892728,race
3,3,152246.16864776445,race
4,4,84763.7827310852,race
5,5,115231.046718772,race
6,6,93526.68267081301,race
7,7,90097.87449473306,race
