geoid10,geoid_nm,jobs_auto,jobs_transit,supermarket,pharmacy,restaurant,park,school
53033001900,53033001900,710586,460130,0.33,0.68,0.2,0.24,0.23
53033001800,53033001800,668717,524837,0.64,0.53,0.23,0.21,0.18
53033001600,53033001600,419122,367211,0.46,0.49,0.42,0.09,0.46
53033001500,53033001500,394805,285826,0.87,0.9,0.66,0.09,1
53033001400,53033001400,464456,333741,0.44,0.44,0.25,0.12,0.55
53033001300,53033001300,591035,512255,0.46,0.28,0.28,0.13,0.51
53033001200,53033001200,619963,466880,0.18,0.29,0.14,0.12,0.31
53033001100,53033001100,637245,396754,0.58,0.62,0.48,0.16,0.44
53033001000,53033001000,549948,372198,0.66,0.88,0.35,0.14,0.23
53033000900,53033000900,401262,104883,0.89,0.96,0.65,0.08,0.69
53033022202,53033022202,377247,45164,0.38,0.79,0.36,0.07,0.61
53033032323,53033032323,356328,20745,1.41,0.83,0.84,0.16,0.26
53033021600,53033021600,219048,39218,0.64,0.78,0.56,0.23,0.54
53033021903,53033021903,441549,105561,0.24,0.3,0.3,0.19,0.52
53035090700,53035090700,23237,2382,3.16,3.26,1.64,0.26,2.12
53035090800,53035090800,23357,1450,2.52,2.56,1.21,0.17,1.84
53035090900,53035090900,17955,3881,0.32,0.33,0.33,0.27,0.85
53035091000,53035091000,16207,3989,1.96,1.22,0.9,0.13,1.52
53035080101,53035080101,68035,7849,0.64,0.62,0.65,0.27,0.7
53035080102,53035080102,69608,11003,0.4,0.31,0.37,0.19,0.56
53035080200,53035080200,68618,8152,0.43,0.42,0.24,0.35,0.55
53035080300,53035080300,68497,11683,0.45,0.64,0.35,0.24,0.43
53035080400,53035080400,67823,11211,0.91,1.22,0.51,0.29,0.38
53035080600,53035080600,70883,20299,0.56,0.59,0.38,0.17,0.46
53035080700,53035080700,74826,3595,0.83,0.94,0.73,0.56,0.63
53035092801,53035092801,38988,1110,1.52,1.43,1.22,1.32,0.56
53035091204,53035091204,73118,5286,0.75,0.68,0.82,0.47,0.67
53035091302,53035091302,69257,1,1.77,1.72,1.11,0.67,1.15
53035091400,53035091400,74510,213,1.11,1.29,0.85,0.64,1.27
53035091500,53035091500,67425,398,1.37,0.98,1.5,0.34,0.38
53035091600,53035091600,65906,1228,0.85,0.54,0.83,0.84,0.34
53035091700,53035091700,62100,100,0.99,1.09,0.64,0.71,0.57
53035091800,53035091800,65195,927,1.18,1.26,0.77,0.4,1.39
53035092000,53035092000,20312,0,6.99,6.78,2.49,1.25,4.25
53035080500,53035080500,65952,31309,0.33,0.94,0.25,0.14,0.51
53035080900,53035080900,75369,874,0.85,0.93,0.52,0.5,0.6
53035081000,53035081000,79270,6895,0.75,0.53,0.3,0.5,0.42
53035081100,53035081100,76516,21623,0.41,0.31,0.22,0.21,0.24
53035081200,53035081200,72196,26326,0.42,0.48,0.16,0.15,0.34
53035081400,53035081400,59559,10184,0.77,0.52,0.39,0.4,1.01
53035091301,53035091301,35282,0,5.88,2.98,1.64,0.76,1.71
53035091201,53035091201,73460,3624,0.8,0.7,0.6,0.5,0.34
53035091203,53035091203,71800,4204,0.69,1.18,0.72,0.36,0.7
53035091900,53035091900,67133,2672,0.73,0.64,0.64,0.69,0.44
53035090101,53035090101,16871,3,4.4,4.42,1.37,0.62,4.62
53035090102,53035090102,18344,204,3.17,3.03,0.99,0.71,2.87
53035092100,53035092100,44728,44,2.16,1.85,1.35,1.15,1.52
53035092200,53035092200,56962,6031,0.59,0.88,0.61,0.65,0.56
53035092400,53035092400,30855,4999,0.63,0.76,0.38,0.32,0.44
53035092500,53035092500,26788,3972,0.79,0.75,0.67,0.45,1.03
53035092600,53035092600,15695,66,2.33,2.65,0.8,0.78,1.83
53035092901,53035092901,34686,0,2.86,3.95,1.96,1.25,3.14
53035092300,53035092300,40982,5844,0.44,0.46,0.44,0.37,0.7
53035090300,53035090300,64982,0,0.58,0.79,0.56,1.43,0.85
53035090400,53035090400,69166,90,1.18,1.59,1.22,1.02,1.12
53035940100,53035940100,34641,376,3.13,1.45,0.82,1.18,0.69
53035940000,53035940000,20427,0,3.61,3.34,1.33,0.69,2.49
53035091100,53035091100,64721,0,1.9,2.47,1.16,1.15,1.39
53035080800,53035080800,72477,237,0.21,0.81,0.8,0.46,0.35
53035092802,53035092802,36790,0,4.06,4.04,4,1.37,1.03
53035092803,53035092803,51363,0,3.88,4.1,3.72,1.16,1.4
53035092902,53035092902,52364,0,2.64,3.63,1.26,1.4,1.2
53035090202,53035090202,43375,772,2.6,2.59,1.47,1.15,2.66
53035090502,53035090502,46548,4905,0.5,0.57,0.54,0.32,0.59
53035090201,53035090201,45470,665,2.07,2.03,1.29,1.45,1.84
53035090501,53035090501,53951,3596,0.38,0.36,0.25,0.33,1.13
53035092704,53035092704,25377,0,3.72,4.31,3.69,0.34,1.61
53035092701,53035092701,28692,0,2.37,2.6,1.97,0.65,1.45
53053062000,53053062000,291844,62890,0.56,0.38,0.29,0.21,0.38
53053071601,53053071601,250771,12347,0.66,0.58,0.37,0.49,0.57
53053073111,53053073111,93969,6647,0.63,0.88,0.63,0.79,0.65
53053940007,53053940007,300721,58276,0.24,0.87,0.82,0.11,0.22
53053940006,53053940006,292898,56194,0.13,0.25,0.28,0,0.07
53053073116,53053073116,25565,0,1.81,1.83,1.73,0.02,1.55
53053072800,53053072800,17161,0,1.09,3,0.5,0.34,0.85
53053072107,53053072107,163255,4051,0.94,1.13,0.92,0.29,0.42
53053071703,53053071703,245451,43081,0.28,1.06,0.49,0.42,1.14
53053073113,53053073113,47904,0,1.26,1.35,0.9,1.46,1.2
53053072506,53053072506,68761,367,2.22,1.93,1.89,0.63,2.21
53053071411,53053071411,56877,2927,0.41,0.41,0.42,3.23,0.56
53053071410,53053071410,66497,2445,0.63,0.71,0.61,2.65,0.83
53053072308,53053072308,196687,13805,0.85,0.96,0.7,0.3,0.42
53053940010,53053940010,297599,9657,0.99,0.9,0.9,0.61,0.72
53053071409,53053071409,94382,4868,0.91,0.91,0.75,0.98,0.19
53053073302,53053073302,232296,6376,0.42,0.44,0.35,0.17,0.37
53053071803,53053071803,230789,37859,0.77,0.71,0.4,0.27,0.34
53053073115,53053073115,30042,0,2.32,2.37,2.42,1.5,0.13
53053072106,53053072106,201297,13025,0.37,0.43,0.33,0.2,0.25
53053072105,53053072105,130817,1433,0.75,0.75,0.55,0.15,0.59
53053062600,53053062600,243134,80377,0.97,0.68,0.3,0.26,0.3
53053073200,53053073200,3823,0,3.62,3.69,2.93,1.91,3.17
53053072410,53053072410,32694,0,3.64,3.79,3.3,0.62,3.4
53053073110,53053073110,108300,1454,1.3,1.45,1.49,0.71,0.54
53053073108,53053073108,69216,238,1.23,1.26,1.02,1.11,0.8
53053071902,53053071902,209188,13772,1.01,1.03,0.6,0.57,0.58
53053072307,53053072307,199331,32584,0.75,0.72,0.69,0.32,0.17
53053072311,53053072311,209481,73585,0.4,0.47,0.36,0.18,0.68
53053072109,53053072109,133764,5202,1.33,2.1,0.63,0.18,0.56
53053072407,53053072407,197919,4123,0.71,0.75,0.68,0.18,1.56
53053073001,53053073001,5072,0,4.04,2.7,1.78,1.33,2.39
53053070100,53053070100,15404,0,3,2.38,2.23,1.28,10.58
53053073006,53053073006,3561,0,4.82,5.76,3.65,2.56,3.73
53053070206,53053070206,24102,0,3.86,3.85,1.63,0.76,1.6
53053071506,53053071506,118101,909,1.43,1.43,1.42,0.69,0.64
53053071504,53053071504,226300,31486,0.54,0.48,0.32,0.52,0.28
53053070309,53053070309,98808,0,1.12,1.15,1.09,0.3,0.98
53053063501,53053063501,243817,54996,0.67,0.55,0.29,0.15,0.29
53053071901,53053071901,223997,25499,0.43,0.49,0.28,0.48,0.37
53053062900,53053062900,245615,62276,0.99,0.62,0.29,0.21,0.29
53053063000,53053063000,247769,41775,1.29,0.58,0.33,0.21,0.4
53053070401,53053070401,134624,68,1.53,1.36,1.52,0.36,1.39
53053063502,53053063502,238507,33813,0.5,0.87,0.35,0.33,0.23
53053072405,53053072405,78032,0,3.48,3.71,3.63,0.56,1.2
53053061200,53053061200,241094,85720,0.37,0.4,0.32,0.23,0.38
53053073404,53053073404,239346,21031,0.49,0.64,0.45,0.31,0.33
53053073005,53053073005,11297,0,5.33,5.39,2.25,3.13,3.32
53053072504,53053072504,121153,313,1.09,1.43,1.33,0.46,1.57
53053072309,53053072309,194236,19173,0.81,1.02,0.49,0.3,0.41
53053060300,53053060300,191035,17158,1.12,0.82,0.35,0.12,0.78
53053071706,53053071706,231040,32156,0.81,0.71,0.37,0.77,0.47
53053071705,53053071705,242870,37511,0.61,0.5,0.39,1.06,0.31
53053071704,53053071704,242212,28530,0.53,0.87,0.64,0.85,0.85
53053072408,53053072408,191645,5233,1.08,1.7,0.98,0.39,1.08
53053071403,53053071403,108878,3789,0.92,0.95,0.75,0.39,0.64
53053070207,53053070207,43405,0,0.4,0.6,0.33,0.78,0.66
53053071209,53053071209,149611,4325,0.96,0.95,1.13,0.14,0.39
53053072406,53053072406,144390,366,2.15,2.06,1.89,0.81,0.93
53053061601,53053061601,252054,106128,0.19,0.29,0.09,0.14,0.17
53053061800,53053061800,261545,76832,0.31,0.34,0.33,0.17,0.24
53053072603,53053072603,2690,0,8.78,7.35,2.32,0.79,1.97
53053072602,53053072602,12180,0,6.2,2.73,1.24,1.13,1.81
53053072601,53053072601,26230,0,3.87,2.44,2.39,1.13,1.93
53053061500,53053061500,242952,83090,0.15,0.18,0.11,0.12,0.23
53053072503,53053072503,49599,0,0.78,0.83,1.87,0.85,1.15
53053061300,53053061300,252855,83200,0.29,0.4,0.33,0.18,0.25
53053061700,53053061700,265362,99640,0.38,0.48,0.37,0.15,0.3
53053070307,53053070307,94976,0,2.5,2.62,1.17,0.94,1.33
53053061602,53053061602,261960,117857,0.34,0.2,0.17,0.33,0.39
53053070308,53053070308,132288,230,0.73,0.91,0.46,0.11,0.21
53053072305,53053072305,222445,51455,0.61,0.79,0.45,0.21,0.41
53053062801,53053062801,231398,36319,0.85,0.57,0.42,0.27,0.63
53053071210,53053071210,147646,497,1.52,1.77,1.57,0.44,0.93
53053071307,53053071307,172633,9634,0.69,0.75,0.79,1.19,0.88
53053062802,53053062802,234857,33011,0.92,0.64,0.48,0.28,0.39
53053063400,53053063400,240374,61985,0.37,0.43,0.29,0.13,0.4
53053072108,53053072108,148233,12491,1.32,2.09,0.53,0.26,0.68
53053071408,53053071408,102161,6642,0.86,0.86,0.71,0.94,0.2
53053073114,53053073114,29276,0,1.64,1.68,1.71,2.67,1.3
53053071503,53053071503,185533,9706,0.48,0.48,0.35,0.11,0.78
53053061400,53053061400,248172,93987,0.13,0.26,0.17,0.1,0.2
53053940002,53053940002,321370,18522,0.8,1,0.74,0.43,1.09
53053072313,53053072313,223716,23777,0.8,0.92,0.56,0.15,0.9
53053071806,53053071806,227579,10242,1.14,0.85,0.39,0.33,0.47
53053062500,53053062500,257526,81844,0.37,0.36,0.36,0.37,0.24
53053072111,53053072111,127560,4912,1.13,1.87,0.81,0.24,0.27
53053072112,53053072112,127463,8187,1.16,1.92,0.89,0.23,0.34
53053940011,53053940011,210178,117,1.9,0.92,0.91,0.36,0.48
53053071805,53053071805,232577,31746,0.36,0.49,0.23,0.43,0.24
53053060600,53053060600,232387,62907,0.43,0.4,0.28,0.14,0.3
53053061100,53053061100,213136,82715,0.26,0.39,0.34,0.18,0.35
53053072312,53053072312,229848,21592,0.68,0.6,0.56,0.2,0.84
53053071808,53053071808,240446,45654,0.41,0.42,0.22,0.09,0.83
53053071807,53053071807,231478,40238,0.38,0.38,0.18,0.41,0.33
53053073123,53053073123,57178,0,1.09,1.47,1.1,0.98,0.57
53053070404,53053070404,60878,0,0.99,0.7,0.85,0.57,0.48
53053070403,53053070403,54966,0,0.66,0.66,0.59,0.49,0.92
53053070313,53053070313,143701,0,1.38,0.99,0.97,0.6,0.64
53053070314,53053070314,174838,403,1.14,0.93,0.81,0.81,0.84
53053070315,53053070315,190652,2263,0.96,1.07,0.81,0.45,0.59
53053070316,53053070316,196480,3727,0.43,0.47,0.41,0.32,0.48
53053073125,53053073125,51248,856,0.89,0.93,0.78,1.26,0.35
53053072903,53053072903,54351,87,1.02,2.34,0.5,0.45,1.6
53053071407,53053071407,45612,0,1.65,1.65,1.66,2.16,0.6
53053060800,53053060800,201190,58405,0.48,0.52,0.4,0.33,0.28
53053073119,53053073119,17923,0,3.88,3.52,3.28,2.37,2.88
53053072507,53053072507,182963,6574,0.86,0.62,0.22,0.15,0.8
53053072409,53053072409,114541,0,2.21,2.36,2.26,0.55,1.04
53053071406,53053071406,74275,0,1.37,1.5,1.41,1.51,0.8
53053073126,53053073126,54950,1579,0.57,0.64,0.63,1.85,0.13
53053073408,53053073408,283895,15129,0.84,0.67,0.49,0.31,0.41
53053073406,53053073406,210190,6297,0.67,0.71,0.55,0.61,0.52
53053073121,53053073121,73209,3122,0.76,0.76,0.53,1.35,0.26
53053071310,53053071310,118688,0,1.14,1.76,1.68,1.09,0.86
53053071309,53053071309,103132,0,1.35,1.68,1.49,0.96,0.8
53053072906,53053072906,15216,0,2.08,2.12,1.34,2.94,1.85
53053940004,53053940004,256060,355,1.1,1.21,0.76,0.42,0.81
53053071206,53053071206,205724,14556,0.49,0.57,0.56,0.9,0.84
53053062300,53053062300,283007,42428,0.43,0.47,0.41,0.19,0.29
53053060200,53053060200,277248,102445,0.61,0.56,0.4,0.22,0.53
53053060904,53053060904,196071,21933,0.51,0.42,0.5,0.27,0.28
53053061002,53053061002,200366,82422,0.4,0.3,0.37,0.4,0.28
53053061001,53053061001,193732,46164,0.77,0.58,0.5,0.22,0.57
53053070312,53053070312,104432,1299,1.04,0.94,1.01,0.22,0.83
53053940003,53053940003,323558,7061,0.57,0.85,0.79,0.28,0.51
53053073120,53053073120,98866,8547,0.6,0.7,0.51,0.59,0.78
53053073122,53053073122,63820,681,1.2,1.83,1.51,1.02,0.58
53053073405,53053073405,204885,16142,0.36,0.67,0.3,0.42,0.61
53053073407,53053073407,284001,34653,0.4,0.32,0.26,0.35,0.22
53053073124,53053073124,42128,0,0.81,0.82,0.68,0.27,0.45
53053070703,53053070703,328725,10767,0.7,0.75,0.29,0.24,0.52
53053071306,53053071306,130664,129,1.3,1.61,1.5,0.88,0.7
53053073301,53053073301,212451,1548,0.45,0.43,0.38,0.13,0.41
53053060700,53053060700,213427,70923,0.32,0.33,0.25,0.47,0.34
53053072310,53053072310,199853,61103,0.25,0.35,0.2,0.29,0.46
53053072000,53053072000,117686,330,1.51,1.32,0.75,0.78,0.46
53053073118,53053073118,21754,0,2.82,2.93,2.67,1.93,2.15
53053072905,53053072905,18969,0,2.04,0.46,0.52,1.15,0.63
53053072907,53053072907,44577,116,0.55,1.6,0.6,1.75,1.7
53053073500,53053073500,291608,6616,1.18,0.96,1.04,0.48,0.92
53053061900,53053061900,278952,90828,0.25,0.44,0.29,0.38,0.3
53053070310,53053070310,85053,0,0.57,0.6,0.62,0.26,0.29
53053072901,53053072901,146793,521,1.15,0.86,0.4,0.35,2.79
53053071602,53053071602,238729,23382,0.8,0.71,0.46,1.12,0.51
53053071305,53053071305,223315,12983,1.2,1.26,1.24,1.31,0.55
53053073117,53053073117,15964,0,5,5.08,2.11,2.26,1.92
53053072505,53053072505,120785,1177,1.06,1.14,0.92,0.86,0.83
53053940005,53053940005,297216,11941,1.04,0.6,0.6,0.13,0.47
53053060500,53053060500,216019,49098,0.56,0.4,0.23,0.14,0.32
53053060905,53053060905,200628,38633,0.48,0.51,0.53,0.47,0.44
53053060906,53053060906,201528,63868,0.44,0.45,0.41,0.36,0.23
53053060903,53053060903,193350,19586,0.4,0.69,0.41,0.26,0.5
53053060400,53053060400,197650,34690,0.75,0.52,0.46,0.19,0.32
53053063100,53053063100,246455,73184,0.51,0.39,0.33,0.27,0.47
53053070205,53053070205,57793,0,2.33,2.43,1.13,0.61,0.88
53053071207,53053071207,162462,19496,0.33,0.29,0.32,0.37,0.59
53053063200,53053063200,250785,75897,0.3,0.36,0.38,0.32,0.31
53053071505,53053071505,184056,9245,0.96,0.96,0.91,0.51,0.51
53053070311,53053070311,79054,0,0.74,0.77,0.7,0.44,0.64
53053940009,53053940009,311175,3423,1.24,1.07,1.09,0.69,0.78
53053940008,53053940008,259777,8293,1.01,0.77,0.61,0.27,0.37
53053070204,53053070204,73779,0,1.74,1.78,1.76,0.51,1.86
53053071304,53053071304,145046,18192,0.35,0.47,0.39,0.2,0.56
53053071707,53053071707,239220,44123,0.48,0.43,0.29,1.05,0.32
53053070203,53053070203,51516,0,1.19,1.21,1.12,0.56,1.43
53053071100,53053071100,241355,361,0.93,1.25,1.06,0.32,0.65
53053940001,53053940001,224338,530,1.98,0.8,0.78,0.28,1.18
53053071205,53053071205,247376,113,0.91,1.77,1.64,0.93,0.96
53053071208,53053071208,131721,18323,0.46,0.54,0.38,0.63,0.84
53053062400,53053062400,264314,82855,0.29,0.35,0.24,0.3,0.26
53053063300,53053063300,268380,28513,0.55,0.53,0.49,0.29,0.41
53061041810,53061041810,246011,116006,0.38,0.38,0.27,0.62,0.49
53061051924,53061051924,246992,22905,0.64,0.62,0.37,0.17,0.82
53061051922,53061051922,255308,11946,0.91,1.02,0.83,0.22,0.99
53061051921,53061051921,260672,15932,0.85,0.84,0.56,0.26,1.36
53061051926,53061051926,216202,5256,1.15,1.73,1.54,0.57,0.67
53061052115,53061052115,214470,9289,0.45,0.47,0.44,0.43,0.42
53061052114,53061052114,203444,7361,0.96,1,0.84,0.43,0.63
53061052209,53061052209,34863,7523,0.75,1.14,0.61,0.13,0.39
53061052709,53061052709,57884,1718,2.25,2.28,2.21,0.84,1.25
53061053604,53061053604,40070,0,1.27,1.37,1.25,0.94,0.51
53061053603,53061053603,40578,0,2.83,3.03,2.61,1.47,2.67
53061052906,53061052906,83894,8773,0.78,0.46,0.55,0.38,0.34
53061053508,53061053508,41689,5004,0.77,0.72,0.49,0.36,1.41
53061052905,53061052905,87264,31530,0.47,0.47,0.38,0.77,0.28
53061041809,53061041809,243111,92078,0.34,0.32,0.3,0.77,0.43
53061051928,53061051928,262497,27990,0.52,0.62,0.52,0.33,0.25
53061041303,53061041303,176908,68489,1.4,1.48,0.97,0.11,1.66
53061051923,53061051923,252134,21740,0.41,0.39,0.39,0.14,0.88
53061051925,53061051925,237460,21756,0.77,1.23,0.7,0.5,0.46
53061052208,53061052208,33660,4300,0.38,0.53,0.45,0.12,0.19
53061052708,53061052708,78943,4827,0.78,0.97,0.79,0.12,0.68
53061053507,53061053507,43385,613,1.48,1.54,0.09,0.22,0.68
53061053509,53061053509,49417,11519,0.85,0.94,0.58,0.38,1.24
53061040500,53061040500,183514,34570,0.43,0.34,0.43,0.24,0.35
53061052003,53061052003,222580,8365,1.25,1.25,0.61,0.15,0.56
53061052118,53061052118,213066,7591,0.75,0.76,0.73,0.48,0.65
53061041304,53061041304,176822,41966,1.45,2.49,0.86,0.32,1.89
53061041704,53061041704,250147,32410,0.34,0.34,0.23,0.17,1.12
53061051927,53061051927,258176,22649,0.64,0.78,0.6,0.23,0.5
53061041703,53061041703,253353,24019,0.55,0.85,0.48,0.23,0.82
53061041606,53061041606,231601,14575,0.45,0.55,0.52,0.48,0.5
53061040900,53061040900,184340,39408,1.1,1.17,1.1,0.22,0.76
53061041608,53061041608,214409,6731,0.69,0.82,0.58,0.65,0.47
53061041601,53061041601,211844,3857,0.71,0.75,0.81,0.82,0.46
53061041806,53061041806,227434,37689,0.42,0.41,0.34,0.38,0.5
53061041905,53061041905,233195,83502,0.4,0.4,0.26,0.6,0.73
53061041904,53061041904,223082,77590,0.59,0.54,0.33,0.15,0.19
53061041701,53061041701,238731,34549,0.44,0.47,0.3,0.18,0.52
53061041811,53061041811,252877,95903,0.55,0.73,0.45,0.24,0.36
53061052706,53061052706,93534,2292,0.71,0.82,0.67,0.7,1.06
53061052707,53061052707,82965,1303,1.26,1.26,1.29,0.55,0.78
53061051804,53061051804,261871,69965,0.7,0.89,0.49,0.16,0.19
53061051803,53061051803,261105,87456,0.41,0.42,0.25,0.36,0.94
53061041812,53061041812,255853,108550,0.46,0.37,0.27,0.34,0.55
53061053602,53061053602,12953,0,2.43,2.43,2.17,0.85,7.98
53061040700,53061040700,194001,71196,0.25,0.44,0.24,0.15,0.27
53061041903,53061041903,222187,61426,0.69,0.64,0.36,0.03,0.33
53061052206,53061052206,23223,0,3.58,3.62,3.67,1.42,2.74
53061041301,53061041301,210860,20303,0.8,2.53,0.39,0.22,0.77
53061053505,53061053505,32062,0,2.69,2.82,2.78,1.77,2.69
53061053700,53061053700,0,0,2.43,2.49,1.14,1.42,10.21
53061042001,53061042001,220988,11016,0.85,1.59,0.6,0.1,1.1
53061042003,53061042003,225675,21512,1.45,1.46,1.33,0.34,1.05
53061050200,53061050200,222160,12723,1.26,1.27,0.91,0.12,0.81
53061050500,53061050500,172584,37856,0.32,1.03,0.21,0.16,0.83
53061050600,53061050600,181466,5352,0.51,0.9,0.37,0.21,1.77
53061050700,53061050700,215139,35504,0.46,0.55,0.42,0.45,0.1
53061051000,53061051000,276182,54070,0.34,0.52,0.35,0.18,0.52
53061041400,53061041400,218016,49939,0.69,0.48,0.49,0.17,0.73
53061041607,53061041607,211567,0,1.21,1.25,1.11,0.58,0.89
53061041000,53061041000,203701,70400,0.24,0.45,0.22,0.17,0.38
53061051913,53061051913,264436,10081,1.02,1.03,1.01,0.21,0.43
53061051100,53061051100,268612,44077,0.52,0.71,0.34,0.19,0.68
53061051300,53061051300,258375,27049,0.48,0.49,0.35,0.12,0.31
53061051400,53061051400,253244,77231,0.23,0.32,0.24,0.17,0.52
53061051500,53061051500,245438,77770,0.48,0.51,0.4,0.14,0.23
53061051701,53061051701,246050,82255,0.24,0.24,0.18,0.24,0.31
53061051601,53061051601,244071,44990,0.69,0.72,0.68,0.17,0.29
53061052603,53061052603,73061,2220,1.57,1.51,1.04,0.21,0.47
53061052203,53061052203,33851,2287,0.64,0.55,0.6,0.54,1.63
53061051905,53061051905,271793,37538,0.42,0.5,0.37,0.24,0.53
53061051916,53061051916,234456,21238,0.93,0.97,0.77,0.25,0.29
53061052007,53061052007,247817,13484,0.8,0.77,0.75,0.16,0.35
53061051917,53061051917,228695,5564,1.23,1.21,1,0.25,0.27
53061052005,53061052005,233483,15180,0.6,0.59,0.64,0.02,0.6
53061050300,53061050300,196460,29712,0.91,0.91,0.43,0.21,0.85
53061050401,53061050401,203149,48405,0.53,0.71,0.43,0.14,0.27
53061050402,53061050402,232166,49904,0.47,0.7,0.37,0.23,0.35
53061050800,53061050800,240721,47110,0.36,0.36,0.39,0.27,0.5
53061051914,53061051914,238982,4886,0.77,0.77,0.38,0.29,0.53
53061052604,53061052604,93467,5340,0.49,0.5,0.47,0.55,0.65
53061052607,53061052607,93138,0,1.21,1.21,1.09,0.66,0.85
53061052903,53061052903,93836,31853,0.53,0.54,0.39,0.19,0.24
53061053302,53061053302,33041,0,1.71,1.58,1.3,0.98,2.66
53061053301,53061053301,30341,1448,0.5,0.49,0.5,0.42,0.43
53061053201,53061053201,33347,0,3.38,3.05,2.49,1.23,3.8
53061050900,53061050900,263052,72460,0.34,0.41,0.27,0.35,0.93
53061042004,53061042004,244080,61186,0.62,0.63,0.63,0.62,0.46
53061051702,53061051702,256431,52127,0.46,0.44,0.38,0.14,0.41
53061051915,53061051915,235479,11850,1.32,1.43,1.26,0.45,0.55
53061051802,53061051802,263349,60056,0.46,0.47,0.34,0.23,0.58
53061052004,53061052004,239316,18191,0.48,0.5,0.55,0.06,0.46
53061051200,53061051200,273083,41908,0.59,0.64,0.39,0.15,0.3
53061042005,53061042005,233523,15642,0.97,0.97,0.7,0.28,0.8
53061052006,53061052006,227569,14719,0.94,0.94,0.88,0.06,0.49
53061040200,53061040200,178914,43562,0.5,0.38,0.36,0.17,0.21
53061040100,53061040100,172053,37422,0.34,0.42,0.24,0.17,0.45
53061040300,53061040300,178999,40162,0.25,0.29,0.24,0.29,0.46
53061040800,53061040800,187177,56002,0.26,0.26,0.16,0.19,0.34
53061040400,53061040400,183028,44452,0.3,0.31,0.23,0.21,0.22
53061041202,53061041202,217875,72197,0.3,0.27,0.21,0.36,0.3
53061041201,53061041201,192347,56261,0.99,1.15,0.95,0.29,0.46
53061041100,53061041100,212136,76047,0.45,0.72,0.25,0.33,0.35
53061041500,53061041500,198412,18125,0.79,0.55,0.69,0.21,0.79
53061041805,53061041805,222402,54409,0.34,0.31,0.32,0.2,0.48
53061051602,53061051602,242736,48590,0.67,0.7,0.42,0.32,0.67
53061042006,53061042006,234414,10030,0.71,0.74,0.43,0.27,0.5
53061052606,53061052606,64175,0,2.04,2.09,0.97,0.28,1.32
53061052605,53061052605,59522,2036,2.02,1.97,0.59,0.19,0.33
53061051912,53061051912,166207,490,1.72,2.33,1.15,0.11,1.06
53061052401,53061052401,127614,8383,0.34,0.34,0.3,0.18,0.36
53061052107,53061052107,195909,0,1.34,1.35,1.26,0.94,0.55
53061052108,53061052108,174719,0,1.54,1.55,0.88,0.87,1.22
53061052904,53061052904,83037,7642,0.4,0.77,0.81,0.15,0.34
53061041605,53061041605,221608,4526,0.47,0.42,0.39,0.24,0.24
53061052207,53061052207,21839,0,1.95,1.85,1.79,1.67,2.38
53061052204,53061052204,38870,4906,0.41,0.61,0.55,0.08,0.49
53061053802,53061053802,12553,0,1,0.86,0.64,1.06,0.7
53061041901,53061041901,245296,84215,0.45,0.59,0.28,0.39,0.46
53061052104,53061052104,86593,190,1.75,1.59,1.67,0.49,1.35
53061052105,53061052105,93622,438,2.41,2.87,2.05,0.33,1.57
53061052301,53061052301,48098,57,2.85,2.66,2.57,0.72,2.06
53061052302,53061052302,78862,414,1.54,1.74,1.49,1.46,1.45
53061052504,53061052504,114413,2171,1.06,0.79,0.83,1.06,1.13
53061052503,53061052503,101721,4776,0.74,0.73,0.51,0.78,0.48
53061052705,53061052705,75642,4750,0.86,1.09,1.87,0.2,1.15
53061052502,53061052502,121913,6245,0.67,0.65,0.62,0.53,0.51
53061053102,53061053102,41052,1202,2.46,2.46,1.11,0.55,1.52
53061053101,53061053101,38957,0,2.04,2.1,0.98,1.62,2.25
53061053202,53061053202,33546,0,5.75,6.01,2.55,0.21,5.21
53061053400,53061053400,31148,0,4.24,4.16,2.19,1.51,4.13
53061053504,53061053504,41894,4707,0.46,0.41,0.36,0.46,0.41
53061052701,53061052701,43440,0,3.13,2.46,2.74,0.85,2.77
53061052806,53061052806,79867,7399,0.83,0.8,0.68,0.73,0.4
53061052803,53061052803,57615,11901,1.27,0.47,0.79,0.69,0.87
53061052804,53061052804,75158,13665,0.81,0.62,0.55,1.22,0.52
53061940001,53061940001,59960,568,2.3,1.42,1.36,1.9,1.91
53061940002,53061940002,31066,0,4.84,4.89,3.5,1.23,5.25
53061053506,53061053506,17670,0,2.6,2.65,2.06,1.34,5.34
53061053801,53061053801,12591,0,4.92,2.3,2.23,2.48,6.21
53061053803,53061053803,2505,0,1.89,1.05,0.88,0.59,4.3
53061050102,53061050102,244408,55413,0.5,0.58,0.38,0.29,0.84
53061050101,53061050101,225566,31153,1.2,1.3,1.02,0.24,1.06
53061051918,53061051918,272683,24323,0.64,0.64,0.44,0.38,0.44
53061052112,53061052112,119148,0,2.68,2.76,0.86,0.59,1.44
53061052113,53061052113,70772,0,3.41,3.41,3.4,1.85,3.42
53061052402,53061052402,133414,6642,0.34,0.22,0.18,0.21,0.38
53061052805,53061052805,81151,21948,0.45,0.42,0.29,1.29,0.52
53061041808,53061041808,233746,42631,0.56,0.64,0.36,0.22,0.51
53061990002,53061990002,,,,,,,
