,geography_value,jobs_1_mile_walk,jobs_3_mile_bike,geography_group
365,53033032212.0,180.7819706498952,9072.085953878406,Census2010Tract
366,53033032213.0,85.01069518716578,1472.6838235294117,Census2010Tract
367,53033032214.0,175.41451247165534,2137.4031746031746,Census2010Tract
368,53033032215.0,56.7292576419214,975.0973175296319,Census2010Tract
369,53033032307.0,216.79147571035747,2079.0041246562787,Census2010Tract
370,53033032309.0,10673.987839101965,62822.387745556596,Census2010Tract
371,53033032311.0,115.36417910447761,756.7731343283582,Census2010Tract
372,53033032313.0,5618.653956539565,27262.341123411235,Census2010Tract
373,53033032315.0,6.5819415448851775,211.9055323590814,Census2010Tract
374,53033032316.0,126.79315873864243,7092.514698022448,Census2010Tract
375,53033032317.0,116.55637367694432,1285.8826507132997,Census2010Tract
376,53033032318.0,192.80238663484488,1309.8381861575178,Census2010Tract
377,53033032319.0,4630.802354920101,25893.425147182505,Census2010Tract
378,53033032320.0,410.25427204374574,11569.906356801093,Census2010Tract
379,53033032321.0,322.52675663099114,11947.854816193578,Census2010Tract
380,53033032322.0,93.82857142857142,3085.9508928571427,Census2010Tract
381,53033032323.0,875.4210768522779,24588.04279797515,Census2010Tract
382,53033032324.0,5693.1554357592095,46082.21653189578,Census2010Tract
383,53033032325.0,2342.10717264387,35551.759382819015,Census2010Tract
384,53033032326.0,179.72354388843314,5489.74569319114,Census2010Tract
385,53033032327.0,91.29220443985545,1528.342798141456,Census2010Tract
386,53033032328.0,216.2289719626168,4502.872897196262,Census2010Tract
387,53033032329.0,253.26050135501356,1860.5392953929538,Census2010Tract
388,53033032401.0,410.1409958120056,917.5970218706375,Census2010Tract
389,53033032402.0,249.65574486675405,1074.9615552643077,Census2010Tract
390,53033032500.0,255.1865889212828,489.15208940719145,Census2010Tract
391,53033032601.0,275.4439163498099,579.0817490494296,Census2010Tract
392,53033032602.0,682.4896084007876,2877.57011594837,Census2010Tract
393,53033032702.0,195.4224664224664,1265.1717541717542,Census2010Tract
394,53033032703.0,1680.0967302452316,3669.2356948228885,Census2010Tract
395,53033032704.0,1157.3791763791764,3365.1651126651127,Census2010Tract
396,53033032800.0,41.46869409660108,646.9212880143112,Census2010Tract
397,53033990100.0,,,Census2010Tract
398,53035080101.0,832.8065286624204,12293.183917197452,Census2010Tract
399,53035080102.0,2378.168219461698,17081.042443064183,Census2010Tract
400,53035080200.0,2615.6893453145058,14263.080872913992,Census2010Tract
401,53035080300.0,3727.7841463414634,25847.779268292685,Census2010Tract
402,53035080400.0,1770.2693726937268,24889.564575645756,Census2010Tract
403,53035080500.0,10518.889593908629,30016.926395939085,Census2010Tract
404,53035080600.0,2683.287575616566,29674.40949278734,Census2010Tract
405,53035080700.0,900.9203883495146,17306.334627831715,Census2010Tract
406,53035080800.0,640.1557788944724,5318.060301507538,Census2010Tract
407,53035080900.0,662.085776330076,7453.336047774159,Census2010Tract
408,53035081000.0,1804.0866924351187,22323.3655438984,Census2010Tract
409,53035081100.0,6604.099173553719,28384.118181818183,Census2010Tract
410,53035081200.0,11749.541979010495,30911.787106446776,Census2010Tract
411,53035081400.0,14404.948717948719,29281.25641025641,Census2010Tract
412,53035090101.0,65.15541125541125,487.8632034632035,Census2010Tract
413,53035090102.0,143.294140625,612.8453125,Census2010Tract
414,53035090201.0,139.03575297941495,1798.1728060671724,Census2010Tract
415,53035090202.0,223.07360157016683,2658.5220804710502,Census2010Tract
416,53035090300.0,922.5308964316797,3235.054830287206,Census2010Tract
417,53035090400.0,78.37845622119816,4564.797811059908,Census2010Tract
418,53035090501.0,2793.318181818182,7308.331867057674,Census2010Tract
419,53035090502.0,1397.508551307847,7150.222837022133,Census2010Tract
420,53035090700.0,141.91904047976013,1980.4047976011993,Census2010Tract
421,53035090800.0,127.25636471284784,1955.8318531675548,Census2010Tract
422,53035090900.0,2811.9948834565093,6028.990619670267,Census2010Tract
423,53035091000.0,103.82054093567251,1835.7752192982457,Census2010Tract
424,53035091100.0,275.4616935483871,1567.7006048387098,Census2010Tract
425,53035091201.0,2510.738981110475,7806.653692043503,Census2010Tract
426,53035091203.0,134.56165839829907,6939.369241672573,Census2010Tract
427,53035091204.0,2062.344481605351,8952.289632107024,Census2010Tract
428,53035091301.0,14.017200474495848,62.819098457888494,Census2010Tract
429,53035091302.0,93.54861773117254,3614.829837940896,Census2010Tract
430,53035091400.0,118.42933537051184,3867.038961038961,Census2010Tract
431,53035091500.0,201.59748427672955,5313.87002096436,Census2010Tract
432,53035091600.0,226.5633359559402,4197.37372147915,Census2010Tract
433,53035091700.0,106.97684064984445,2567.8012443829934,Census2010Tract
434,53035091800.0,307.12931034482756,8113.658620689655,Census2010Tract
435,53035091900.0,691.2412252712189,6487.456924058711,Census2010Tract
436,53035092000.0,4.982416591523895,40.484220018034264,Census2010Tract
437,53035092100.0,175.899854862119,1897.2177068214803,Census2010Tract
438,53035092200.0,1396.639362087713,8749.173613628127,Census2010Tract
439,53035092300.0,1043.7768313458262,8531.46252129472,Census2010Tract
440,53035092400.0,571.8213552361397,6511.903490759753,Census2010Tract
441,53035092500.0,839.7878649635037,5550.994525547445,Census2010Tract
442,53035092600.0,31.117936117936118,529.9373464373465,Census2010Tract
443,53035092701.0,9.614065180102916,558.2641509433962,Census2010Tract
444,53035092704.0,27.341940532081377,132.65414710485132,Census2010Tract
445,53035092801.0,227.00183823529412,2863.5833333333335,Census2010Tract
446,53035092802.0,21.608641202254226,195.4715090795241,Census2010Tract
447,53035092803.0,11.123775601068566,354.7987533392698,Census2010Tract
448,53035092901.0,4.264482431149098,232.1229819563153,Census2010Tract
449,53035092902.0,41.54716024340771,470.5806288032454,Census2010Tract
450,53035940000.0,0.8730929264909847,21.694174757281555,Census2010Tract
451,53035940100.0,482.10320150659135,1879.4048964218455,Census2010Tract
452,53035990100.0,,,Census2010Tract
453,53053060200.0,12304.970588235294,60598.34948096886,Census2010Tract
454,53053060300.0,1301.368512865242,4669.734409071086,Census2010Tract
455,53053060400.0,725.5470798569726,14643.189511323004,Census2010Tract
456,53053060500.0,1913.4009518143962,52329.038072575844,Census2010Tract
457,53053060600.0,13809.672610015174,64972.76327769348,Census2010Tract
458,53053060700.0,5260.893333333333,68603.7359139785,Census2010Tract
459,53053060800.0,1791.8591304347826,43502.62608695652,Census2010Tract
460,53053060903.0,942.2156726768377,9593.937586685159,Census2010Tract
461,53053060904.0,1062.4293859649122,10401.51403508772,Census2010Tract
462,53053060905.0,1550.7662884927067,15867.4943273906,Census2010Tract
463,53053060906.0,1997.8842696629213,28354.63820224719,Census2010Tract
464,53053061001.0,1108.8882091212458,13953.478865406007,Census2010Tract
465,53053061002.0,3332.4452423698385,23427.51885098743,Census2010Tract
466,53053061100.0,5100.067283730865,67911.96902812389,Census2010Tract
467,53053061200.0,7385.402113739306,79930.94464016105,Census2010Tract
468,53053061300.0,24071.293598233995,77353.35706401766,Census2010Tract
469,53053061400.0,36357.49658469945,75786.71448087432,Census2010Tract
470,53053061500.0,28058.636949817774,65333.484440706474,Census2010Tract
471,53053061601.0,35238.66403785489,70933.73501577287,Census2010Tract
472,53053061602.0,25015.470103092783,78722.53402061855,Census2010Tract
473,53053061700.0,13231.397944199707,82756.07929515418,Census2010Tract
474,53053061800.0,3506.8994515539307,77514.76691042047,Census2010Tract
475,53053061900.0,3553.322903629537,72418.78723404255,Census2010Tract
476,53053062000.0,1920.0755176613886,52769.26126674787,Census2010Tract
477,53053062300.0,600.3584905660377,22780.173140954495,Census2010Tract
478,53053062400.0,1579.132834424696,44188.35874649205,Census2010Tract
479,53053062500.0,2168.0617603550295,52237.68897928994,Census2010Tract
480,53053062600.0,7573.933742331288,43855.59938650307,Census2010Tract
481,53053062801.0,2507.776762879065,40111.502009499454,Census2010Tract
482,53053062802.0,2176.0282776349613,31337.834190231362,Census2010Tract
483,53053062900.0,6768.968957871397,38399.950585999366,Census2010Tract
484,53053063000.0,3628.438103599649,34061.269534679544,Census2010Tract
485,53053063100.0,1243.4245283018868,29333.17106918239,Census2010Tract
486,53053063200.0,1070.7847754654983,18944.055859802847,Census2010Tract
487,53053063300.0,796.4485382458951,9147.925110132159,Census2010Tract
488,53053063400.0,1304.4519621109607,15524.202300405954,Census2010Tract
489,53053063501.0,1812.5199501246882,23746.93391521197,Census2010Tract
490,53053063502.0,1145.3561403508772,22248.77192982456,Census2010Tract
491,53053070100.0,24.662745098039217,212.4258823529412,Census2010Tract
492,53053070203.0,37.61386481802426,1219.8478336221838,Census2010Tract
493,53053070204.0,35.05538221528861,2217.8619344773792,Census2010Tract
494,53053070205.0,67.97277227722772,1815.0643564356435,Census2010Tract
495,53053070206.0,54.22179732313575,342.16507329509244,Census2010Tract
496,53053070207.0,1139.7659357470677,3055.500254971953,Census2010Tract
497,53053070307.0,26.913434513771783,692.0213603147836,Census2010Tract
498,53053070308.0,770.5958646616541,4842.105263157895,Census2010Tract
499,53053070309.0,501.45806745670006,4058.563354603464,Census2010Tract
500,53053070310.0,593.7504373177843,4343.6478134110785,Census2010Tract
501,53053070311.0,292.2007458048477,3883.0043505282783,Census2010Tract
502,53053070312.0,157.52003727865798,3578.4231127679404,Census2010Tract
503,53053070313.0,195.22357174988753,3331.612685560054,Census2010Tract
504,53053070314.0,30.11013986013986,2469.6136363636365,Census2010Tract
505,53053070315.0,152.13111638954868,4087.101187648456,Census2010Tract
506,53053070316.0,131.18964851293936,9610.314407106991,Census2010Tract
507,53053070401.0,168.64068692206078,6972.692206076618,Census2010Tract
508,53053070403.0,652.8368172623061,1359.8900876601483,Census2010Tract
509,53053070404.0,196.01061946902655,1258.4053097345134,Census2010Tract
510,53053070703.0,867.0654970760233,10664.11812865497,Census2010Tract
511,53053071100.0,453.08865979381443,6301.925773195876,Census2010Tract
512,53053071205.0,152.998891966759,5976.525207756233,Census2010Tract
513,53053071206.0,721.3740458015267,12990.11030534351,Census2010Tract
514,53053071207.0,4007.2091043671353,19888.622871946707,Census2010Tract
515,53053071208.0,897.2745914770907,13405.364626722205,Census2010Tract
516,53053071209.0,326.9719298245614,17163.98245614035,Census2010Tract
517,53053071210.0,147.86349534643227,11862.228024819027,Census2010Tract
518,53053071304.0,1543.506726457399,14532.75173257236,Census2010Tract
519,53053071305.0,879.8259608411893,8165.324873096447,Census2010Tract
520,53053071306.0,185.02515445719328,4459.958075904678,Census2010Tract
521,53053071307.0,552.6927282668124,8685.772006560963,Census2010Tract
522,53053071309.0,49.10258152173913,4377.256114130435,Census2010Tract
523,53053071310.0,102.66856600189934,5213.570275403608,Census2010Tract
524,53053071403.0,308.4878826530612,3655.9292091836733,Census2010Tract
525,53053071406.0,485.50633755837225,4412.877585056704,Census2010Tract
526,53053071407.0,264.5038065382893,2835.2243618450516,Census2010Tract
527,53053071408.0,568.13851590106,4496.26148409894,Census2010Tract
528,53053071409.0,719.407722513089,4013.42277486911,Census2010Tract
529,53053071410.0,325.91102941176473,3288.422426470588,Census2010Tract
530,53053071411.0,265.0699119627136,2888.9611600207145,Census2010Tract
531,53053071503.0,1017.2778568041726,6810.074917022285,Census2010Tract
532,53053071504.0,2230.0082487309646,11552.01649746193,Census2010Tract
533,53053071505.0,795.8918784255108,7511.6761335326355,Census2010Tract
534,53053071506.0,96.175,4486.952,Census2010Tract
535,53053071601.0,1009.3113839285714,9187.719308035714,Census2010Tract
536,53053071602.0,1278.3481308411215,11336.304739652871,Census2010Tract
537,53053071703.0,1151.0848755583918,23461.357370772177,Census2010Tract
538,53053071704.0,1376.8795031055902,22722.20248447205,Census2010Tract
539,53053071705.0,1160.9899768696994,17885.398612181958,Census2010Tract
540,53053071706.0,999.167776298269,18268.415446071904,Census2010Tract
541,53053071707.0,1979.3342696629213,14856.640449438202,Census2010Tract
542,53053071803.0,2640.4234553325464,26983.130263675717,Census2010Tract
543,53053071805.0,4995.9769286229275,23211.27397260274,Census2010Tract
544,53053071806.0,801.3982708933718,15612.05590778098,Census2010Tract
545,53053071807.0,4830.694054776219,25262.55110220441,Census2010Tract
546,53053071808.0,3543.216305062459,31048.77251808021,Census2010Tract
547,53053071901.0,3786.350165172251,20302.310523831995,Census2010Tract
548,53053071902.0,1667.7929155313352,17527.45004541326,Census2010Tract
549,53053072000.0,283.8918511066398,1040.6277665995976,Census2010Tract
550,53053072105.0,103.65797872340426,7517.484574468085,Census2010Tract
551,53053072106.0,1340.8889292196006,17761.527041742287,Census2010Tract
552,53053072107.0,816.578488372093,12236.973255813953,Census2010Tract
553,53053072108.0,277.05457746478874,7851.595950704225,Census2010Tract
554,53053072109.0,826.3285978999382,5367.399629400865,Census2010Tract
555,53053072111.0,563.5986903648269,5785.7062675397565,Census2010Tract
556,53053072112.0,847.6288258208125,6033.066777963272,Census2010Tract
557,53053072305.0,1781.2714736012608,28520.759653270292,Census2010Tract
558,53053072307.0,1464.7426624737946,8364.802410901468,Census2010Tract
559,53053072308.0,417.8730876216968,7035.181849791377,Census2010Tract
560,53053072309.0,542.0432883240667,9205.845512311358,Census2010Tract
561,53053072310.0,2290.1387678904794,12204.939016801494,Census2010Tract
562,53053072311.0,2797.0090252707582,15921.754963898917,Census2010Tract
563,53053072312.0,646.7786324786325,21649.205982905984,Census2010Tract
564,53053072313.0,691.2475660639777,19766.367872044506,Census2010Tract
565,53053072405.0,31.80934101087652,278.95265515035186,Census2010Tract
566,53053072406.0,239.29688167449808,6664.007689021785,Census2010Tract
567,53053072407.0,1299.6230544747082,10559.526264591439,Census2010Tract
568,53053072408.0,1108.2738572574178,7844.399759422614,Census2010Tract
569,53053072409.0,29.52258726899384,725.1560574948666,Census2010Tract
570,53053072410.0,0.8065173116089613,10.474541751527495,Census2010Tract
571,53053072503.0,20.564166150031,614.5635461872288,Census2010Tract
572,53053072504.0,153.4693094629156,3936.214833759591,Census2010Tract
573,53053072505.0,419.8405756207675,5220.681997742664,Census2010Tract
574,53053072506.0,35.236008091706005,1942.4821308159137,Census2010Tract
575,53053072507.0,3797.106887052342,14269.985123966942,Census2010Tract
576,53053072601.0,10.504464285714286,113.09424603174604,Census2010Tract
577,53053072602.0,22.233252131546895,147.76979293544457,Census2010Tract
578,53053072603.0,13.923145665773012,95.34897229669347,Census2010Tract
579,53053072800.0,1047.2621712367095,3703.882764409625,Census2010Tract
580,53053072901.0,0.0,4583.0,Census2010Tract
581,53053072903.0,10.975,1847.7057692307692,Census2010Tract
582,53053072905.0,26.94372881355932,3141.702372881356,Census2010Tract
583,53053072906.0,15.095238095238095,258.0952380952381,Census2010Tract
584,53053072907.0,0.0,511.4914004914005,Census2010Tract
585,53053073001.0,19.437345424567187,75.84460016488046,Census2010Tract
586,53053073005.0,4.832847424684159,56.17298347910593,Census2010Tract
587,53053073006.0,8.165100671140939,50.04161073825503,Census2010Tract
588,53053073108.0,164.42211690363348,3843.367772511848,Census2010Tract
589,53053073110.0,156.33456698741674,6519.930421909697,Census2010Tract
590,53053073111.0,516.1387782204515,7946.7084993359895,Census2010Tract
591,53053073113.0,99.84545093365118,2179.6221692491063,Census2010Tract
592,53053073114.0,119.50374732334048,955.453426124197,Census2010Tract
593,53053073115.0,50.68565815324165,851.8100851342501,Census2010Tract
594,53053073116.0,21.1395202020202,683.5290404040404,Census2010Tract
595,53053073117.0,8.483801295896328,84.25125989920807,Census2010Tract
596,53053073118.0,42.278496611213804,478.60382008626,Census2010Tract
597,53053073119.0,2.940882597835137,30.860116569525395,Census2010Tract
598,53053073120.0,623.8704742478327,7389.478327383988,Census2010Tract
599,53053073121.0,730.4990665836963,4941.655880522713,Census2010Tract
600,53053073122.0,229.04365079365078,3629.0124716553287,Census2010Tract
601,53053073123.0,94.49202297383536,2370.148053605616,Census2010Tract
602,53053073124.0,104.37598597721298,1962.9044697633656,Census2010Tract
603,53053073125.0,247.65691759918616,3335.4336215666326,Census2010Tract
604,53053073126.0,220.32598714416895,4078.3691460055097,Census2010Tract
605,53053073200.0,245.3761980830671,493.43130990415335,Census2010Tract
606,53053073301.0,4369.6267064846415,16483.00042662116,Census2010Tract
607,53053073302.0,2754.26486784141,17303.050660792953,Census2010Tract
608,53053073404.0,3842.667575993765,26259.091971940765,Census2010Tract
609,53053073405.0,5033.968148639681,27804.99601857996,Census2010Tract
610,53053073406.0,2425.129968736043,25639.241625725772,Census2010Tract
611,53053073407.0,6088.269105160026,27268.809274983672,Census2010Tract
612,53053073408.0,2300.1997703788747,20518.611366245696,Census2010Tract
613,53053073500.0,366.8462249614792,9027.358397534668,Census2010Tract
614,53053940001.0,63.89554950045413,999.2615803814714,Census2010Tract
615,53053940002.0,2200.3609541745136,15505.288763339611,Census2010Tract
616,53053940003.0,1758.7466157584172,16977.868795557097,Census2010Tract
617,53053940004.0,188.15258215962442,4953.466353677622,Census2010Tract
618,53053940005.0,430.37364798426745,5981.333333333333,Census2010Tract
619,53053940006.0,414.6381118881119,15021.700174825175,Census2010Tract
620,53053940007.0,2165.906560636183,33453.77833001988,Census2010Tract
621,53053940008.0,161.45486111111111,3661.2313368055557,Census2010Tract
622,53053940009.0,420.22250423011843,9889.016920473774,Census2010Tract
623,53053940010.0,1477.126712328767,21132.87328767123,Census2010Tract
624,53053940011.0,118.58447204968944,1243.9670807453417,Census2010Tract
625,53061040100.0,7968.52780638517,30882.21421215242,Census2010Tract
626,53061040200.0,7078.029045643154,29083.370049038098,Census2010Tract
627,53061040300.0,10396.155522163786,32432.22389181067,Census2010Tract
628,53061040400.0,13598.922509225093,33679.97944122298,Census2010Tract
629,53061040500.0,3749.834539813857,32174.13443640124,Census2010Tract
630,53061040700.0,15900.157303370786,35145.14020517831,Census2010Tract
631,53061040800.0,14026.480466472303,35177.672303207,Census2010Tract
632,53061040900.0,669.0237315875614,27600.707855973815,Census2010Tract
633,53061041000.0,7386.489905232797,33225.6819118253,Census2010Tract
634,53061041100.0,2714.772132006286,48584.706128863276,Census2010Tract
635,53061041201.0,839.0410297666934,42366.76347546259,Census2010Tract
636,53061041202.0,2939.7804255319147,46216.49021276596,Census2010Tract
637,53061041301.0,687.0068058076225,9445.74274047187,Census2010Tract
638,53061041303.0,4727.474824038982,39662.09853817001,Census2010Tract
639,53061041304.0,3287.263483642794,13013.916003536693,Census2010Tract
640,53061041400.0,1494.4554411106135,35786.194805194806,Census2010Tract
641,53061041500.0,673.9529616724739,26173.062717770033,Census2010Tract
642,53061041601.0,604.8141509433963,15801.578301886793,Census2010Tract
643,53061041605.0,1202.2768653214453,17182.80572501173,Census2010Tract
644,53061041606.0,1171.743404255319,14966.182978723404,Census2010Tract
645,53061041607.0,54.88578471651602,5704.0238290879215,Census2010Tract
646,53061041608.0,143.92809917355373,4782.144628099173,Census2010Tract
647,53061041701.0,2209.0457280385076,23251.099478539913,Census2010Tract
648,53061041703.0,667.5215029425079,14960.060660932548,Census2010Tract
649,53061041704.0,2862.8538812785387,17142.629721876296,Census2010Tract
650,53061041805.0,5757.8081255028155,43957.25864843121,Census2010Tract
651,53061041806.0,3714.429980903883,44022.90070019096,Census2010Tract
652,53061041808.0,1445.2490073737947,32848.872376630745,Census2010Tract
653,53061041809.0,2003.9192269573834,39626.49950445986,Census2010Tract
654,53061041810.0,2679.1832484960664,32165.37806571032,Census2010Tract
655,53061041811.0,1657.0492933471216,24630.28921061703,Census2010Tract
656,53061041812.0,1764.6187935986868,27697.161674189578,Census2010Tract
657,53061041901.0,3552.025627044711,27715.188113413304,Census2010Tract
658,53061041903.0,5940.939666666667,48435.043,Census2010Tract
659,53061041904.0,9193.47114591921,55275.18920032976,Census2010Tract
660,53061041905.0,3164.9726443768996,50916.253148067735,Census2010Tract
661,53061042001.0,645.4769624573379,10257.11305460751,Census2010Tract
662,53061042003.0,85.75189234650968,7602.5458368376785,Census2010Tract
663,53061042004.0,971.7921520539546,19160.047823421213,Census2010Tract
664,53061042005.0,592.6075067024128,11592.261126005362,Census2010Tract
665,53061042006.0,2235.4767857142856,15019.096428571429,Census2010Tract
666,53061050101.0,171.31466395112017,10011.724032586559,Census2010Tract
667,53061050102.0,1075.8579520697167,22495.606100217865,Census2010Tract
668,53061050200.0,276.80621118012425,13992.393788819876,Census2010Tract
669,53061050300.0,626.0532959326788,20434.472183263206,Census2010Tract
670,53061050401.0,3862.216082064858,30281.113170086035,Census2010Tract
671,53061050402.0,5447.788921527486,31316.905581200168,Census2010Tract
672,53061050500.0,3036.992462987887,17294.630955585464,Census2010Tract
673,53061050600.0,379.74040632054175,9912.86230248307,Census2010Tract
674,53061050700.0,1482.7538175046554,23546.135567970206,Census2010Tract
675,53061050800.0,2461.78853601859,30926.33849728892,Census2010Tract
676,53061050900.0,4201.540701522171,32530.287227001987,Census2010Tract
677,53061051000.0,5111.306408185245,33920.59343026386,Census2010Tract
678,53061051100.0,2527.6721491228072,26542.989583333332,Census2010Tract
679,53061051200.0,2535.1883821932684,37828.472855591746,Census2010Tract
680,53061051300.0,1385.563041385948,29650.874238049408,Census2010Tract
681,53061051400.0,7181.131911310693,42305.16025820938,Census2010Tract
682,53061051500.0,5142.852966466036,37832.31943250215,Census2010Tract
683,53061051601.0,1434.6943982251803,24647.9029395452,Census2010Tract
684,53061051602.0,1767.4470365699874,35605.35182849937,Census2010Tract
685,53061051701.0,4033.521633643348,37341.27092600081,Census2010Tract
686,53061051702.0,7408.288855572214,33102.96501749125,Census2010Tract
687,53061051802.0,2416.902169463774,28196.227179697093,Census2010Tract
688,53061051803.0,1162.9725274725274,27092.09377289377,Census2010Tract
689,53061051804.0,962.560677328316,23461.0305738476,Census2010Tract
690,53061051905.0,1845.232480195003,30372.847044485072,Census2010Tract
691,53061051912.0,270.59188544152744,6230.354415274463,Census2010Tract
692,53061051913.0,268.0335483870968,20241.357419354837,Census2010Tract
693,53061051914.0,242.76292559899116,10039.774905422446,Census2010Tract
694,53061051915.0,233.4494623655914,9735.03082437276,Census2010Tract
695,53061051916.0,710.9768671513549,14125.555188367482,Census2010Tract
696,53061051917.0,310.63485221674875,11855.091133004926,Census2010Tract
697,53061051918.0,1376.3504672897195,27662.08457943925,Census2010Tract
698,53061051921.0,714.2799552071668,15321.717245240761,Census2010Tract
699,53061051922.0,1521.9671150971599,16056.372197309416,Census2010Tract
700,53061051923.0,1009.9611089718907,13910.333846746245,Census2010Tract
701,53061051924.0,922.4429872495447,15095.55883424408,Census2010Tract
702,53061051925.0,2223.2107131332687,27482.689577282996,Census2010Tract
703,53061051926.0,405.64860335195533,22044.020111731843,Census2010Tract
704,53061051927.0,577.9703125,15359.997916666667,Census2010Tract
705,53061051928.0,1527.7398680490103,18494.85438265787,Census2010Tract
706,53061052003.0,220.3019877675841,6865.676350662589,Census2010Tract
707,53061052004.0,1704.5815217391305,13107.222826086956,Census2010Tract
708,53061052005.0,1597.6609442060085,11886.98556379243,Census2010Tract
709,53061052006.0,459.0438056125941,9082.634496919918,Census2010Tract
710,53061052007.0,985.9189655172414,9213.06091954023,Census2010Tract
711,53061052104.0,82.63182527301092,3075.889235569423,Census2010Tract
712,53061052105.0,176.8744769874477,2124.694560669456,Census2010Tract
713,53061052107.0,156.05651980418335,5056.374721851357,Census2010Tract
714,53061052108.0,312.5407969639469,3171.9098671726756,Census2010Tract
715,53061052112.0,82.2201646090535,1208.130658436214,Census2010Tract
716,53061052113.0,4.729411764705882,36.07420814479638,Census2010Tract
717,53061052114.0,159.457481872116,1818.8820039551747,Census2010Tract
718,53061052115.0,241.84622342831298,2454.9398462234285,Census2010Tract
719,53061052118.0,110.63454157782516,1581.7296375266524,Census2010Tract
720,53061052203.0,351.7879417879418,7317.273388773388,Census2010Tract
721,53061052204.0,1389.7966903073286,11845.56560283688,Census2010Tract
722,53061052206.0,10.061627906976744,454.3209302325581,Census2010Tract
723,53061052207.0,69.3769820971867,1467.1601023017902,Census2010Tract
724,53061052208.0,3744.8467023172907,11997.404634581106,Census2010Tract
725,53061052209.0,3431.3624754420434,11761.037328094302,Census2010Tract
726,53061052301.0,13.44450833812536,589.1857389304198,Census2010Tract
727,53061052302.0,112.35137085137085,1679.7691197691197,Census2010Tract
728,53061052401.0,2210.3520151133503,6790.234256926952,Census2010Tract
729,53061052402.0,3268.081792717087,6707.248739495798,Census2010Tract
730,53061052502.0,527.5237333333333,5482.184533333333,Census2010Tract
731,53061052503.0,428.0865172087149,3019.0890432586043,Census2010Tract
732,53061052504.0,200.27078891257995,3359.0703624733474,Census2010Tract
733,53061052603.0,245.80298189563365,3109.715654952077,Census2010Tract
734,53061052604.0,1172.4749326145552,3060.7401617250675,Census2010Tract
735,53061052605.0,778.9429906542056,2403.3869158878506,Census2010Tract
736,53061052606.0,175.47402249598287,1763.0899839314409,Census2010Tract
737,53061052607.0,123.96673189823875,1967.312133072407,Census2010Tract
738,53061052701.0,35.48562300319489,1902.64696485623,Census2010Tract
739,53061052705.0,43.70694087403599,2681.047374219611,Census2010Tract
740,53061052706.0,456.82404540763673,2742.905572755418,Census2010Tract
741,53061052707.0,213.24273255813952,2466.5886627906975,Census2010Tract
742,53061052708.0,108.8522396742292,4842.618382780686,Census2010Tract
743,53061052709.0,64.72942206654992,1712.5148861646235,Census2010Tract
744,53061052803.0,681.9259602036094,6892.997223507636,Census2010Tract
745,53061052804.0,582.9270417422867,8295.58221415608,Census2010Tract
746,53061052805.0,1191.8148571428571,12140.704,Census2010Tract
747,53061052806.0,255.2604255319149,7710.106808510638,Census2010Tract
748,53061052903.0,3917.8018072289155,9816.36686746988,Census2010Tract
749,53061052904.0,385.53418593212,7684.9375307427445,Census2010Tract
750,53061052905.0,2915.1993880673126,10773.007139214686,Census2010Tract
751,53061052906.0,754.7115950559153,8858.486168334315,Census2010Tract
752,53061053101.0,753.3656836461126,4428.602144772118,Census2010Tract
753,53061053102.0,351.81384248210026,2890.4424821002385,Census2010Tract
754,53061053201.0,22.366240097501525,212.21023765996344,Census2010Tract
755,53061053202.0,17.832395247029392,140.80112570356474,Census2010Tract
756,53061053301.0,966.184650455927,3964.0908054711244,Census2010Tract
757,53061053302.0,38.865,685.6490909090909,Census2010Tract
758,53061053400.0,68.02673031026254,449.45441527446303,Census2010Tract
759,53061053504.0,1507.5229129662523,5928.10053285968,Census2010Tract
760,53061053505.0,26.01837140019861,428.68768619662364,Census2010Tract
761,53061053506.0,10.912790697674419,172.62596899224806,Census2010Tract
762,53061053507.0,409.43458213256486,6248.824783861672,Census2010Tract
763,53061053508.0,529.4276206322795,6868.554908485857,Census2010Tract
764,53061053509.0,1595.3806666666667,7712.171333333334,Census2010Tract
765,53061053602.0,82.94189602446484,305.72564438619486,Census2010Tract
766,53061053603.0,13.864740643466842,397.80630334865396,Census2010Tract
767,53061053604.0,557.3564356435644,1156.1658415841584,Census2010Tract
768,53061053700.0,185.0777000777001,330.22455322455323,Census2010Tract
769,53061053801.0,11.770114942528735,492.5895875591616,Census2010Tract
770,53061053802.0,315.86188384577844,740.3626159102001,Census2010Tract
771,53061053803.0,46.505273250239696,178.84947267497603,Census2010Tract
772,53061940001.0,341.0717642033319,4140.037590773174,Census2010Tract
773,53061940002.0,24.8673658235657,109.48180135718692,Census2010Tract
774,53061990002.0,,,Census2010Tract
775,53061990100.0,,,Census2010Tract
0,0,2906.6862733777375,34091.260954440666,rgc_binary
1,1,83785.77103488713,237944.4904644852,rgc_binary
0,-1,,,youth_geog_vs_reg_total
1,0,17412.984111161342,81694.68230722292,youth_geog_vs_reg_total
2,1,1669.4329289519555,19739.72723925193,youth_geog_vs_reg_total
0,-1,,,youth_geog_vs_50_percent
1,0,9609.179115197945,50984.68668498557,youth_geog_vs_50_percent
0,-1,,,elderly_geog_vs_reg_total
1,0,12149.99886296083,64809.46268294064,elderly_geog_vs_reg_total
2,1,6765.22087750034,35510.51319498262,elderly_geog_vs_reg_total
0,-1,,,elderly_geog_vs_50_percent
1,0,9620.677804139645,51044.43556831237,elderly_geog_vs_50_percent
