,geography,value,geography_group
504,53053070314.0,174838.46853146853,Census2010Tract
505,53053070315.0,190651.519239905,Census2010Tract
506,53053070316.0,196479.5936655079,Census2010Tract
507,53053070401.0,134624.0647291942,Census2010Tract
508,53053070403.0,54966.08563722185,Census2010Tract
509,53053070404.0,60878.08318584071,Census2010Tract
510,53053070703.0,328724.89941520465,Census2010Tract
511,53053071100.0,241355.1350515464,Census2010Tract
512,53053071205.0,247375.91689750692,Census2010Tract
513,53053071206.0,205724.2503816794,Census2010Tract
514,53053071207.0,162462.44596595113,Census2010Tract
515,53053071208.0,131721.45113745594,Census2010Tract
516,53053071209.0,149611.33052631578,Census2010Tract
517,53053071210.0,147646.21561530506,Census2010Tract
518,53053071304.0,145045.92702812882,Census2010Tract
519,53053071305.0,223314.9738941262,Census2010Tract
520,53053071306.0,130664.39894086496,Census2010Tract
521,53053071307.0,172633.22143247677,Census2010Tract
522,53053071309.0,103132.32608695653,Census2010Tract
523,53053071310.0,118688.04273504273,Census2010Tract
524,53053071403.0,108877.66135204081,Census2010Tract
525,53053071406.0,74274.57271514343,Census2010Tract
526,53053071407.0,45611.945364979845,Census2010Tract
527,53053071408.0,102161.40636042402,Census2010Tract
528,53053071409.0,94381.70418848167,Census2010Tract
529,53053071410.0,66497.1393382353,Census2010Tract
530,53053071411.0,56877.43190056965,Census2010Tract
531,53053071503.0,185532.83499288763,Census2010Tract
532,53053071504.0,226299.55964467005,Census2010Tract
533,53053071505.0,184055.50373692077,Census2010Tract
534,53053071506.0,118101.2505,Census2010Tract
535,53053071601.0,250771.36551339287,Census2010Tract
536,53053071602.0,238729.41822429906,Census2010Tract
537,53053071703.0,245451.17294192725,Census2010Tract
538,53053071704.0,242212.19875776398,Census2010Tract
539,53053071705.0,242870.1426368543,Census2010Tract
540,53053071706.0,231039.52862849535,Census2010Tract
541,53053071707.0,239219.6779026217,Census2010Tract
542,53053071803.0,230788.56946084218,Census2010Tract
543,53053071805.0,232576.77361211248,Census2010Tract
544,53053071806.0,227579.0,Census2010Tract
545,53053071807.0,231477.543754175,Census2010Tract
546,53053071808.0,240445.8704799474,Census2010Tract
547,53053071901.0,223997.0575743275,Census2010Tract
548,53053071902.0,209187.86966394188,Census2010Tract
549,53053072000.0,117685.80684104627,Census2010Tract
550,53053072105.0,130817.39521276596,Census2010Tract
551,53053072106.0,201297.15825771325,Census2010Tract
552,53053072107.0,163254.79127906976,Census2010Tract
553,53053072108.0,148232.88732394367,Census2010Tract
554,53053072109.0,133764.22606547253,Census2010Tract
555,53053072111.0,127559.78203928906,Census2010Tract
556,53053072112.0,127462.64385086254,Census2010Tract
557,53053072305.0,222445.13829787233,Census2010Tract
558,53053072307.0,199331.3506289308,Census2010Tract
559,53053072308.0,196686.96279554936,Census2010Tract
560,53053072309.0,194236.00714853057,Census2010Tract
561,53053072310.0,199853.3789670193,Census2010Tract
562,53053072311.0,209480.99007220217,Census2010Tract
563,53053072312.0,229847.53333333333,Census2010Tract
564,53053072313.0,223716.44506258692,Census2010Tract
565,53053072405.0,78032.39411388355,Census2010Tract
566,53053072406.0,144389.74455360958,Census2010Tract
567,53053072407.0,197919.4742217899,Census2010Tract
568,53053072408.0,191645.47233360063,Census2010Tract
569,53053072409.0,114540.72895277207,Census2010Tract
570,53053072410.0,32694.23217922607,Census2010Tract
571,53053072503.0,49599.07501549907,Census2010Tract
572,53053072504.0,121152.93350383632,Census2010Tract
573,53053072505.0,120785.07308126411,Census2010Tract
574,53053072506.0,68761.49089683074,Census2010Tract
575,53053072507.0,182962.98898071624,Census2010Tract
576,53053072601.0,26229.958333333332,Census2010Tract
577,53053072602.0,12179.59257003654,Census2010Tract
578,53053072603.0,2689.511617515639,Census2010Tract
579,53053072800.0,17160.74650251819,Census2010Tract
580,53053072901.0,146793.0,Census2010Tract
581,53053072903.0,54351.36153846154,Census2010Tract
582,53053072905.0,18968.946440677966,Census2010Tract
583,53053072906.0,15215.666666666666,Census2010Tract
584,53053072907.0,44576.990171990175,Census2010Tract
585,53053073001.0,5072.232069249794,Census2010Tract
586,53053073005.0,11297.13605442177,Census2010Tract
587,53053073006.0,3561.4523489932885,Census2010Tract
588,53053073108.0,69216.3036334913,Census2010Tract
589,53053073110.0,108299.9644707624,Census2010Tract
590,53053073111.0,93968.89641434263,Census2010Tract
591,53053073113.0,47904.15216527612,Census2010Tract
592,53053073114.0,29275.917023554604,Census2010Tract
593,53053073115.0,30042.0,Census2010Tract
594,53053073116.0,25565.0,Census2010Tract
595,53053073117.0,15963.861771058315,Census2010Tract
596,53053073118.0,21754.373998767715,Census2010Tract
597,53053073119.0,17923.358867610325,Census2010Tract
598,53053073120.0,98865.62366139724,Census2010Tract
599,53053073121.0,73208.90292470442,Census2010Tract
600,53053073122.0,63820.301020408166,Census2010Tract
601,53053073123.0,57177.795788130185,Census2010Tract
602,53053073124.0,42128.0,Census2010Tract
603,53053073125.0,51247.581383519835,Census2010Tract
604,53053073126.0,54950.0,Census2010Tract
605,53053073200.0,3822.8031150159745,Census2010Tract
606,53053073301.0,212450.78711604094,Census2010Tract
607,53053073302.0,232295.9284140969,Census2010Tract
608,53053073404.0,239346.1075604053,Census2010Tract
609,53053073405.0,204885.02654280027,Census2010Tract
610,53053073406.0,210190.34211701652,Census2010Tract
611,53053073407.0,284001.1169170477,Census2010Tract
612,53053073408.0,283894.85935706086,Census2010Tract
613,53053073500.0,291607.6412942989,Census2010Tract
614,53053940001.0,224337.6221616712,Census2010Tract
615,53053940002.0,321370.4400502197,Census2010Tract
616,53053940003.0,323558.38597709127,Census2010Tract
617,53053940004.0,256060.32824726135,Census2010Tract
618,53053940005.0,297215.7197640118,Census2010Tract
619,53053940006.0,292898.0,Census2010Tract
620,53053940007.0,300720.8667992048,Census2010Tract
621,53053940008.0,259777.43489583334,Census2010Tract
622,53053940009.0,311175.3604060914,Census2010Tract
623,53053940010.0,297598.9163405088,Census2010Tract
624,53053940011.0,210178.49875776397,Census2010Tract
625,53061040100.0,172053.12512873326,Census2010Tract
626,53061040200.0,178914.04828366655,Census2010Tract
627,53061040300.0,178999.18858001503,Census2010Tract
628,53061040400.0,183027.889298893,Census2010Tract
629,53061040500.0,183514.13650465358,Census2010Tract
630,53061040700.0,194001.163654128,Census2010Tract
631,53061040800.0,187176.89854227405,Census2010Tract
632,53061040900.0,184340.06382978722,Census2010Tract
633,53061041000.0,203700.90317264112,Census2010Tract
634,53061041100.0,212135.9554740702,Census2010Tract
635,53061041201.0,192347.0225261464,Census2010Tract
636,53061041202.0,217875.04297872342,Census2010Tract
637,53061041301.0,210860.31397459164,Census2010Tract
638,53061041303.0,176908.20898754738,Census2010Tract
639,53061041304.0,176821.81697612733,Census2010Tract
640,53061041400.0,218015.64263322885,Census2010Tract
641,53061041500.0,198411.67595818816,Census2010Tract
642,53061041601.0,211844.2471698113,Census2010Tract
643,53061041605.0,221607.7484748944,Census2010Tract
644,53061041606.0,231601.22170212766,Census2010Tract
645,53061041607.0,211567.35086277733,Census2010Tract
646,53061041608.0,214409.43181818182,Census2010Tract
647,53061041701.0,238730.68271159247,Census2010Tract
648,53061041703.0,253352.81575373473,Census2010Tract
649,53061041704.0,250146.55417185553,Census2010Tract
650,53061041805.0,222402.3185840708,Census2010Tract
651,53061041806.0,227434.21896880967,Census2010Tract
652,53061041808.0,233746.0958593307,Census2010Tract
653,53061041809.0,243111.14568880078,Census2010Tract
654,53061041810.0,246010.8463674225,Census2010Tract
655,53061041811.0,252876.62185453292,Census2010Tract
656,53061041812.0,255853.29913828478,Census2010Tract
657,53061041901.0,245296.43293347873,Census2010Tract
658,53061041903.0,222187.297,Census2010Tract
659,53061041904.0,223082.3713932399,Census2010Tract
660,53061041905.0,233195.25184541903,Census2010Tract
661,53061042001.0,220988.40059726962,Census2010Tract
662,53061042003.0,225674.59966358283,Census2010Tract
663,53061042004.0,244080.47026364194,Census2010Tract
664,53061042005.0,233523.32386058982,Census2010Tract
665,53061042006.0,234414.29151785714,Census2010Tract
666,53061050101.0,225565.86456211813,Census2010Tract
667,53061050102.0,244407.81612200435,Census2010Tract
668,53061050200.0,222160.17329192546,Census2010Tract
669,53061050300.0,196459.71248246843,Census2010Tract
670,53061050401.0,203148.73262739906,Census2010Tract
671,53061050402.0,232165.98657154848,Census2010Tract
672,53061050500.0,172584.4479138627,Census2010Tract
673,53061050600.0,181466.01805869074,Census2010Tract
674,53061050700.0,215139.3061452514,Census2010Tract
675,53061050800.0,240720.72501936482,Census2010Tract
676,53061050900.0,263051.88021178026,Census2010Tract
677,53061051000.0,276181.6311254712,Census2010Tract
678,53061051100.0,268612.4813596491,Census2010Tract
679,53061051200.0,273082.80347448424,Census2010Tract
680,53061051300.0,258375.41033044594,Census2010Tract
681,53061051400.0,253244.4038731406,Census2010Tract
682,53061051500.0,245438.0773860705,Census2010Tract
683,53061051601.0,244071.0133111481,Census2010Tract
684,53061051602.0,242736.45901639343,Census2010Tract
685,53061051701.0,246050.0327537404,Census2010Tract
686,53061051702.0,256430.99900049975,Census2010Tract
687,53061051802.0,263349.26115431846,Census2010Tract
688,53061051803.0,261104.9084249084,Census2010Tract
689,53061051804.0,261871.14205079962,Census2010Tract
690,53061051905.0,271793.1301035954,Census2010Tract
691,53061051912.0,166206.67303102626,Census2010Tract
692,53061051913.0,264436.3619354839,Census2010Tract
693,53061051914.0,238982.21752837326,Census2010Tract
694,53061051915.0,235478.99784946238,Census2010Tract
695,53061051916.0,234455.5214805023,Census2010Tract
696,53061051917.0,228694.65886699507,Census2010Tract
697,53061051918.0,272683.42523364484,Census2010Tract
698,53061051921.0,260671.804031355,Census2010Tract
699,53061051922.0,255307.55854509218,Census2010Tract
700,53061051923.0,252133.79014247208,Census2010Tract
701,53061051924.0,246992.34098360655,Census2010Tract
702,53061051925.0,237459.76605356566,Census2010Tract
703,53061051926.0,216201.81061452514,Census2010Tract
704,53061051927.0,258175.71666666667,Census2010Tract
705,53061051928.0,262497.3883129124,Census2010Tract
706,53061052003.0,222580.0104485219,Census2010Tract
707,53061052004.0,239315.96972049688,Census2010Tract
708,53061052005.0,233482.9734685915,Census2010Tract
709,53061052006.0,227569.0,Census2010Tract
710,53061052007.0,247817.0804597701,Census2010Tract
711,53061052104.0,86592.79095163806,Census2010Tract
712,53061052105.0,93622.38214783822,Census2010Tract
713,53061052107.0,195908.520694259,Census2010Tract
714,53061052108.0,174719.35815939278,Census2010Tract
715,53061052112.0,119147.76748971193,Census2010Tract
716,53061052113.0,70772.0,Census2010Tract
717,53061052114.0,203443.73632168755,Census2010Tract
718,53061052115.0,214469.736770692,Census2010Tract
719,53061052118.0,213066.15565031982,Census2010Tract
720,53061052203.0,33850.81912681913,Census2010Tract
721,53061052204.0,38869.64184397163,Census2010Tract
722,53061052206.0,23223.407558139534,Census2010Tract
723,53061052207.0,21839.061381074167,Census2010Tract
724,53061052208.0,33660.101604278076,Census2010Tract
725,53061052209.0,34863.4557956778,Census2010Tract
726,53061052301.0,48097.81771132835,Census2010Tract
727,53061052302.0,78861.70202020202,Census2010Tract
728,53061052401.0,127614.21410579345,Census2010Tract
729,53061052402.0,133413.5070028011,Census2010Tract
730,53061052502.0,121913.4944,Census2010Tract
731,53061052503.0,101721.00947268709,Census2010Tract
732,53061052504.0,114413.26759061834,Census2010Tract
733,53061052603.0,73061.05005324814,Census2010Tract
734,53061052604.0,93467.27169811321,Census2010Tract
735,53061052605.0,59522.174299065424,Census2010Tract
736,53061052606.0,64175.14568826995,Census2010Tract
737,53061052607.0,93138.12915851272,Census2010Tract
738,53061052701.0,43440.40575079872,Census2010Tract
739,53061052705.0,75642.00110172604,Census2010Tract
740,53061052706.0,93534.16150670794,Census2010Tract
741,53061052707.0,82965.37790697675,Census2010Tract
742,53061052708.0,78943.49389179755,Census2010Tract
743,53061052709.0,57884.46234676007,Census2010Tract
744,53061052803.0,57614.98704303563,Census2010Tract
745,53061052804.0,75157.75970961887,Census2010Tract
746,53061052805.0,81150.92285714285,Census2010Tract
747,53061052806.0,79867.44,Census2010Tract
748,53061052903.0,93836.39879518072,Census2010Tract
749,53061052904.0,83037.19331037875,Census2010Tract
750,53061052905.0,87263.72463029067,Census2010Tract
751,53061052906.0,83893.5491465568,Census2010Tract
752,53061053101.0,38956.81233243968,Census2010Tract
753,53061053102.0,41051.91217183771,Census2010Tract
754,53061053201.0,33347.001218769044,Census2010Tract
755,53061053202.0,33545.70293933708,Census2010Tract
756,53061053301.0,30341.284574468085,Census2010Tract
757,53061053302.0,33041.211363636365,Census2010Tract
758,53061053400.0,31148.0138424821,Census2010Tract
759,53061053504.0,41894.36944937833,Census2010Tract
760,53061053505.0,32061.52929493545,Census2010Tract
761,53061053506.0,17669.73401162791,Census2010Tract
762,53061053507.0,43384.76080691643,Census2010Tract
763,53061053508.0,41688.52495840266,Census2010Tract
764,53061053509.0,49417.316,Census2010Tract
765,53061053602.0,12952.750982961992,Census2010Tract
766,53061053603.0,40577.770190413656,Census2010Tract
767,53061053604.0,40070.22586633663,Census2010Tract
768,53061053700.0,0.0,Census2010Tract
769,53061053801.0,12591.266396213658,Census2010Tract
770,53061053802.0,12553.064421669107,Census2010Tract
771,53061053803.0,2504.9026845637586,Census2010Tract
772,53061940001.0,59959.93250747544,Census2010Tract
773,53061940002.0,31066.339296730413,Census2010Tract
774,53061990002.0,0.0,Census2010Tract
775,53061990100.0,0.0,Census2010Tract
0,0,301135.0297547808,rgc_binary
1,1,726431.30813582,rgc_binary
0,-1,0.0,youth_geog_vs_reg_total
1,0,430543.35651623964,youth_geog_vs_reg_total
2,1,240575.44114937645,youth_geog_vs_reg_total
0,-1,0.0,youth_geog_vs_50_percent
1,0,336379.5589171369,youth_geog_vs_50_percent
0,-1,0.0,elderly_geog_vs_reg_total
1,0,375624.83041721315,elderly_geog_vs_reg_total
2,1,292452.03778086125,elderly_geog_vs_reg_total
0,-1,0.0,elderly_geog_vs_50_percent
1,0,336598.6612136272,elderly_geog_vs_50_percent
2,1,155020.54568921012,elderly_geog_vs_50_percent
0,-1,0.0,english_geog_vs_reg_total
1,0,307390.8303173607,english_geog_vs_reg_total
2,1,385005.04442409624,english_geog_vs_reg_total
0,-1,0.0,english_geog_vs_50_percent
1,0,336379.5589171369,english_geog_vs_50_percent
0,-1,0.0,racial_geog_vs_reg_total
1,0,285779.4858177497,racial_geog_vs_reg_total
2,1,398865.05642693455,racial_geog_vs_reg_total
0,-1,0.0,racial_geog_vs_50_percent
1,0,311533.23777664814,racial_geog_vs_50_percent
2,1,434399.60464543157,racial_geog_vs_50_percent
0,-1,0.0,poverty_geog_vs_reg_total
1,0,329777.0394840235,poverty_geog_vs_reg_total
2,1,345479.2151564176,poverty_geog_vs_reg_total
0,-1,0.0,poverty_geog_vs_50_percent
1,0,333864.3070151093,poverty_geog_vs_50_percent
2,1,440269.21962789225,poverty_geog_vs_50_percent
0,-1,0.0,disability_geog_vs_reg_total
1,0,397095.16224673856,disability_geog_vs_reg_total
2,1,266440.95418869046,disability_geog_vs_reg_total
0,-1,0.0,disability_geog_vs_50_percent
1,0,336379.5589171369,disability_geog_vs_50_percent
0,-1,481680.93541488453,race
1,1,288221.04335662385,race
2,2,387403.8331533529,race
3,3,399668.6773738121,race
4,4,285918.4994398805,race
5,5,314474.03935625264,race
6,6,287221.0346096909,race
7,7,323475.4912770605,race
