"","group_sample","mode_type","trace_quality_flag","median_rsg_delivered_dist","median_bing_auto_dist","median_rsg_delivered_time","median_bing_auto_time"
"1","online",1,0,0.150930617023505,0.2641,8,1.7167
"2","online",3,0,3.66200016161333,5.11605,20,13.5167
"3","online",14,0,7.39176083061929,8.6091,45,34.2667
"4","smartphone",1,0,0.387276017812703,0.4884,9,2.25
"5","smartphone",3,0,4.54595761781864,5.4507,20,13.8333
"6","smartphone",5,0,6.10569487444899,7.3713,35,17.15
