"","survey","mode_nonm","count","count_moe","share","share_moe","sample_size"
"1","2021","HOV",501.144758977358,601.260331002103,0.0106169721722895,0.0137238149691022,2
"2","2021","SOV",46701.0849205311,14234.665126388,0.989383027827711,0.0137238149691022,30
"3","2021","Total",47202.2296795085,14103.2365572346,1,0,32
