"","survey","mode_nonm","count","count_moe","share","share_moe","sample_size"
"1","2017_2019","HOV",13821.8522017737,13627.9912057782,0.172080708042716,0.145813098582199,15
"2","2017_2019","Non-Motorized",10136.0400534709,6601.71662372804,0.126192707293367,0.0796553703216121,19
"3","2017_2019","Other",39.6369495280695,46.0254931578877,0.000493476144866337,0.00059024573526357,2
"4","2017_2019","SOV",54058.1033241346,14762.958134504,0.673018099142287,0.143161752304235,207
"5","2017_2019","Transit",2175.66037325172,1383.22675995745,0.0270867588528831,0.0184798849933019,40
"6","2017_2019","Total",80321.9161461301,20467.4890287544,1,0,290
"7","2017_2019",NA,90.6232439709994,65.4516610057458,0.00112825052388103,0.000876913044666792,7
