table,variable,value,label,val_order
hh,sample_segment,,Seattle General,623
hh,sample_segment,,Seattle Hard-to-Survey,624
hh,sample_segment,,Seattle Walk/Bike/Transit,625
hh,sample_segment,,Snohomish - Over - Low,626
hh,sample_segment,,Snohomish - Over - Med,627
hh,sample_segment,,Snohomish - Reg - High,628
hh,sample_segment,,Snohomish - Reg - Low,629
hh,sample_segment,,Snohomish - Reg - Med,630
hh,sample_segment,,Snohomish County General,631
hh,sample_segment,,Snohomish County Hard-to-survey,632
hh,sample_segment,,Snohomish County Rural,633
hh,sample_segment,,Snohomish General,634
hh,sample_segment,,Snohomish Hard-to-Survey,635
hh,sample_segment,,Snohomish High LowInc,636
hh,sample_segment,,Snohomish High POC,637
hh,sample_segment,,Snohomish Low POC,638
hh,sample_segment,,Snohomish Med POC,639
hh,sample_segment,,Snohomish Rural,640
hh,sample_segment,,Snohomish V.High POC,641
hh,sample_segment,,Snohomish Walk/Bike/Transit,642
hh,sample_segment,,UV 10%,643
hh,sample_segment,,UV 100%,644
hh,sample_segment,,UV 15%,645
hh,sample_segment,,UV 20%,646
hh,sample_segment,,UV 25%,647
hh,sample_segment,,UV 30%,648
hh,sample_segment,,UV 35%,649
hh,sample_segment,,UV 50%,650
hh,sample_segment,,UV 60%,651
hh,sample_segment,,UV 75%,652
hh,sample_segment,,UV 90%,653
hh,vehicle_count,,0 (no vehicles),654
hh,vehicle_count,,1 vehicle,655
hh,vehicle_count,,2 vehicles,656
hh,vehicle_count,,3 vehicles,657
hh,vehicle_count,,4 vehicles,658
hh,vehicle_count,,5 vehicles,659
hh,vehicle_count,,6 vehicles,660
hh,vehicle_count,,7 vehicles,661
hh,vehicle_count,,8 or more vehicles,662
hh,vehicle_count,,8 vehicles,663
hh,vehicle_count,,9 vehicles,664
hh,vehicle_count,,10 or more vehicles,665
person,adult_student,,Full-time student,666
person,adult_student,,"Full-time student, currently attending some or all classes in-person",667
person,adult_student,,"Full-time student, ONLY online classes",668
person,adult_student,,Part-time student,669
person,adult_student,,"Part-time student, currently attending some or all classes in-person",670
person,adult_student,,"Part-time student, ONLY online classes",671
person,adult_student,,"No, not a student",672
person,adult_student,,Missing Response,673
person,adult_student,,Missing: Skip Logic,674
person,age,,Under 5 years old,675
person,age,,5-11 years,676
person,age,,12-15 years,677
person,age,,16-17 years,678
person,age,,18-24 years,679
person,age,,25-34 years,680
person,age,,35-44 years,681
person,age,,45-54 years,682
person,age,,55-64 years,683
person,age,,65-74 years,684
person,age,,75-84 years,685
person,age,,85 years or older,686
person,age_detailed,,Under 1 year,687
person,age_detailed,,1 year old,688
person,age_detailed,,2 years old,689
person,age_detailed,,3 years old,690
person,age_detailed,,4 years old,691
person,age_detailed,,5 years old,692
person,age_detailed,,6 years old,693
person,age_detailed,,7 years old,694
person,age_detailed,,8 years old,695
person,age_detailed,,9 years old,696
person,age_detailed,,10 years old,697
person,age_detailed,,11 years old,698
person,age_detailed,,12 years old,699
person,age_detailed,,13 years old,700
person,age_detailed,,14 years old,701
person,age_detailed,,15 years old,702
person,age_detailed,,16 years old,703
person,age_detailed,,17 years old,704
person,age_detailed,,18 years old,705
person,age_detailed,,19 years old,706
person,age_detailed,,20 years old,707
person,age_detailed,,21 years old,708
person,age_detailed,,22 years old,709
person,age_detailed,,23 years old,710
person,age_detailed,,24 years old,711
person,age_detailed,,25 years old,712
person,age_detailed,,26 years old,713
person,age_detailed,,27 years old,714
person,age_detailed,,28 years old,715
person,age_detailed,,29 years old,716
person,age_detailed,,30 years old,717
person,age_detailed,,31 years old,718
person,age_detailed,,32 years old,719
person,age_detailed,,33 years old,720
person,age_detailed,,34 years old,721
person,age_detailed,,35 years old,722
person,age_detailed,,36 years old,723
person,age_detailed,,37 years old,724
person,age_detailed,,38 years old,725
person,age_detailed,,39 years old,726
person,age_detailed,,40 years old,727
person,age_detailed,,41 years old,728
person,age_detailed,,42 years old,729
person,age_detailed,,43 years old,730
person,age_detailed,,44 years old,731
person,age_detailed,,45 years old,732
person,age_detailed,,46 years old,733
person,age_detailed,,47 years old,734
person,age_detailed,,48 years old,735
person,age_detailed,,49 years old,736
person,age_detailed,,50 years old,737
person,age_detailed,,51 years old,738
person,age_detailed,,52 years old,739
person,age_detailed,,53 years old,740
person,age_detailed,,54 years old,741
person,age_detailed,,55 years old,742
person,age_detailed,,56 years old,743
person,age_detailed,,57 years old,744
person,age_detailed,,58 years old,745
person,age_detailed,,59 years old,746
person,age_detailed,,60 years old,747
person,age_detailed,,61 years old,748
person,age_detailed,,62 years old,749
person,age_detailed,,63 years old,750
person,age_detailed,,64 years old,751
person,age_detailed,,65 years old,752
person,age_detailed,,66 years old,753
person,age_detailed,,67 years old,754
person,age_detailed,,68 years old,755
person,age_detailed,,69 years old,756
person,age_detailed,,70 years old,757
person,age_detailed,,71 years old,758
person,age_detailed,,72 years old,759
person,age_detailed,,73 years old,760
person,age_detailed,,74 years old,761
person,age_detailed,,75 years old,762
person,age_detailed,,76 years old,763
person,age_detailed,,77 years old,764
person,age_detailed,,78 years old,765
person,age_detailed,,79 years old,766
person,age_detailed,,80 years old,767
person,age_detailed,,81 years old,768
person,age_detailed,,82 years old,769
person,age_detailed,,83 years old,770
person,age_detailed,,84 years old,771
person,age_detailed,,85 years old,772
person,age_detailed,,86 years old,773
person,age_detailed,,87 years old,774
person,age_detailed,,88 years old,775
person,age_detailed,,89 years old,776
person,age_detailed,,90 years old,777
person,age_detailed,,91 years old,778
person,age_detailed,,92 years old,779
person,age_detailed,,93 years old,780
person,age_detailed,,94 years old,781
person,age_detailed,,95 years old,782
person,age_detailed,,96 years old,783
person,age_detailed,,97 years old,784
person,age_detailed,,98 years old,785
person,age_detailed,,99 or older,786
person,age_detailed,,Missing response,787
person,bike_freq,,6-7 days a week,788
person,bike_freq,,5 days a week,789
person,bike_freq,,4 days a week,790
person,bike_freq,,3 days a week,791
person,bike_freq,,2 days a week,792
person,bike_freq,,2-4 days a week,793
person,bike_freq,,1 day a week,794
person,bike_freq,,1-3 days in the past month,795
person,bike_freq,,Never in the past 30 days,796
person,bike_freq,,Missing Response,797
person,can_drive,,Yes,798
person,can_drive,,"Yes, drives",799
person,can_drive,,"Yes, has a learner’s permit",800
person,can_drive,,"Yes, has an intermediate or unrestricted license",801
person,can_drive,,No,802
person,can_drive,,"No, does not drive",803
person,can_drive,,"No, does not have a license or permit",804
person,can_drive,,Missing Response,805
person,can_drive,,Missing: Skip Logic,806
person,carshare_freq,,6-7 days a week,807
person,carshare_freq,,5 days a week,808
person,carshare_freq,,4 days a week,809
person,carshare_freq,,3 days a week,810
person,carshare_freq,,2 days a week,811
person,carshare_freq,,2-4 days a week,812
person,carshare_freq,,1 day a week,813
person,carshare_freq,,1-3 days in the past month,814
person,carshare_freq,,Never in the past 30 days,815
person,carshare_freq,,Missing Response,816
person,commute_freq,,6-7 days a week,817
person,commute_freq,,5 days a week,818
person,commute_freq,,4 days a week,819
person,commute_freq,,3 days a week,820
person,commute_freq,,2 days a week,821
person,commute_freq,,1 day a week,822
person,commute_freq,,1-3 days a month,823
person,commute_freq,,A few times per month,824
person,commute_freq,,Less than monthly,825
person,commute_freq,,Never,826
person,commute_freq,,"None, did not commute to workplace last week",827
person,commute_freq,,Missing: Skip Logic,828
person,commute_subsidy_1,,Not selected,829
person,commute_subsidy_1,,Selected,830
person,commute_subsidy_1,,Missing Response,831
person,commute_subsidy_2,,Not selected,832
person,commute_subsidy_2,,Selected,833
person,commute_subsidy_2,,Missing Response,834
person,commute_subsidy_3,,Not selected,835
person,commute_subsidy_3,,Selected,836
person,commute_subsidy_3,,Missing Response,837
person,commute_subsidy_4,,Not selected,838
person,commute_subsidy_4,,Selected,839
person,commute_subsidy_4,,Missing Response,840
person,commute_subsidy_5,,Not selected,841
person,commute_subsidy_5,,Selected,842
person,commute_subsidy_5,,Missing Response,843
person,commute_subsidy_5,,Missing: Skip Logic,844
person,commute_subsidy_6,,Not selected,845
person,commute_subsidy_6,,Selected,846
person,commute_subsidy_6,,Missing Response,847
person,commute_subsidy_6,,Missing: Skip Logic,848
person,commute_subsidy_7,,Not selected,849
person,commute_subsidy_7,,Selected,850
person,commute_subsidy_7,,Missing Response,851
person,commute_subsidy_996,,Not selected,852
person,commute_subsidy_996,,Selected,853
person,commute_subsidy_996,,Missing Response,854
person,commute_subsidy_998,,Not selected,855
person,commute_subsidy_998,,Selected,856
person,commute_subsidy_998,,Missing Response,857
person,commute_subsidy_parking,,"Yes, employer offers free (fully subsidized) parking at work",858
person,commute_subsidy_parking,,"Yes, employer offers discounted (partially subsidized) parking at work",859
person,commute_subsidy_parking,,"Yes, employer offers free or discounted parking at work",860
person,commute_subsidy_parking,,Not offered,861
person,commute_subsidy_parking,,Missing Response,862
person,commute_subsidy_parking,,Missing: Skip Logic,863
person,commute_subsidy_transit,,"Offered, and I use",864
person,commute_subsidy_transit,,"Offered, but I don't use",865
person,commute_subsidy_transit,,Not offered,866
person,commute_subsidy_transit,,Missing Response,867
person,commute_subsidy_transit,,Missing: Skip Logic,868
person,commute_subsidy_use_1,,Not selected,869
person,commute_subsidy_use_1,,Selected,870
person,commute_subsidy_use_1,,Missing Response,871
person,commute_subsidy_use_2,,Not selected,872
person,commute_subsidy_use_2,,Selected,873
person,commute_subsidy_use_2,,Missing Response,874
person,commute_subsidy_use_3,,Not selected,875
person,commute_subsidy_use_3,,Selected,876
person,commute_subsidy_use_3,,Missing Response,877
person,commute_subsidy_use_4,,Not selected,878
person,commute_subsidy_use_4,,Selected,879
person,commute_subsidy_use_4,,Missing Response,880
person,commute_subsidy_use_5,,Not selected,881
person,commute_subsidy_use_5,,Selected,882
person,commute_subsidy_use_5,,Missing Response,883
person,commute_subsidy_use_5,,Missing: Skip Logic,884
person,commute_subsidy_use_6,,Not selected,885
person,commute_subsidy_use_6,,Selected,886
person,commute_subsidy_use_6,,Missing Response,887
person,commute_subsidy_use_6,,Missing: Skip Logic,888
person,commute_subsidy_use_7,,Not selected,889
person,commute_subsidy_use_7,,Selected,890
person,commute_subsidy_use_7,,Missing Response,891
person,commute_subsidy_use_996,,Not selected,892
person,commute_subsidy_use_996,,Selected,893
person,commute_subsidy_use_996,,Missing Response,894
person,disability_person,,Yes,895
person,disability_person,,No,896
person,disability_person,,Prefer not to answer,897
person,disability_person,,Missing Response,898
person,drive_for_work,,No,899
person,drive_for_work,,Yes,900
person,drive_for_work,,Missing Response,901
person,education,,Less than high school,902
person,education,,High school graduate,903
person,education,,Associates degree,904
person,education,,Bachelor degree,905
person,education,,Graduate/post-graduate degree,906
person,education,,Some college,907
person,education,,Vocational/technical training,908
person,education,,Prefer not to answer,909
person,education,,Missing: Skip Logic,910
person,employment,,"Employed full time (35+ hours/week, paid)",911
person,employment,,"Employed part time (fewer than 35 hours/week, paid)",912
person,employment,,"Employed but not currently working (e.g., on leave, furloughed 100%)",913
person,employment,,Self-employed,914
person,employment,,"Self-employed (fewer than 35 hours/week, paid)",915
person,employment,,Unpaid volunteer or intern,916
person,employment,,Homemaker,917
person,employment,,Not currently employed,918
person,employment,,"Not employed and not looking for work (e.g., retired, stay-at-home parent, student)",919
person,employment,,"Not employed for pay (e.g., unpaid furlough, looking for work, retired, stay-at-home parent, student)",920
person,employment,,Unemployed and looking for work,921
person,employment,,Retired,922
person,employment,,Missing Response,923
person,employment,,Missing: Skip Logic,924
person,ethnicity_1,,Not selected,925
person,ethnicity_1,,Selected,926
person,ethnicity_1,,Missing Response,927
person,ethnicity_2,,Not selected,928
person,ethnicity_2,,Selected,929
person,ethnicity_2,,Missing Response,930
person,ethnicity_3,,Not selected,931
person,ethnicity_3,,Selected,932
person,ethnicity_3,,Missing Response,933
person,ethnicity_4,,Not selected,934
person,ethnicity_4,,Selected,935
person,ethnicity_4,,Missing Response,936
person,ethnicity_997,,Not selected,937
person,ethnicity_997,,Selected,938
person,ethnicity_997,,Missing Response,939
person,ethnicity_999,,Not selected,940
person,ethnicity_999,,Selected,941
person,ethnicity_999,,Missing Response,942
person,ev_typical_charge_1,,Not selected,943
person,ev_typical_charge_1,,Selected,944
person,ev_typical_charge_1,,Missing Response,945
person,ev_typical_charge_2,,Not selected,946
person,ev_typical_charge_2,,Selected,947
person,ev_typical_charge_2,,Missing Response,948
person,ev_typical_charge_3,,Not selected,949
person,ev_typical_charge_3,,Selected,950
person,ev_typical_charge_3,,Missing Response,951
person,ev_typical_charge_4,,Not selected,952
person,ev_typical_charge_4,,Selected,953
person,ev_typical_charge_4,,Missing Response,954
person,ev_typical_charge_5,,Not selected,955
person,ev_typical_charge_5,,Selected,956
person,ev_typical_charge_5,,Missing Response,957
person,ev_typical_charge_6,,Not selected,958
person,ev_typical_charge_6,,Selected,959
person,ev_typical_charge_6,,Missing Response,960
person,ev_typical_charge_997,,Not selected,961
person,ev_typical_charge_997,,Selected,962
person,ev_typical_charge_997,,Missing Response,963
person,gender,,Another,964
person,gender,,Boy/Man (cisgender or transgender),965
person,gender,,Female,966
person,gender,,Girl/Woman (cisgender or transgender),967
person,gender,,Male,968
person,gender,,Non-Binary,969
person,gender,,Non-binary/Something else fits better,970
person,gender,,Not listed here / prefer not to answer,971
person,gender,,Missing Response,972
person,gender,,Prefer not to answer,973
person,industry,,Arts and entertainment,974
person,industry,,"Childcare (e.g., nanny, babysitter)",975
person,industry,,Construction,976
person,industry,,Financial services,977
person,industry,,Government,978
person,industry,,Health care,979
person,industry,,"Hospitality (e.g., restaurant, accommodation)",980
person,industry,,Landscaping,981
person,industry,,"Manufacturing (e.g., aerospace & defense, electrical, machinery)",982
person,industry,,Media,983
person,industry,,Military,984
person,industry,,Missing: Skip Logic,985
person,industry,,"Natural resources (e.g., forestry, fishery, energy)",986
person,industry,,Other,987
person,industry,,"Personal services (e.g., hair styling, personal assistance, pet sitting)",988
person,industry,,Private education,989
person,industry,,"Professional and business services (e.g., consulting, legal, marketing)",990
person,industry,,Public education,991
person,industry,,Real estate,992
person,industry,,Retail,993
person,industry,,Social assistance,994
person,industry,,Sports and fitness,995
person,industry,,Technology and telecommunications,996
person,industry,,Transportation and utilities,997
person,is_participant,,No,998
person,is_participant,,Yes,999
person,mobility_aides,,Yes,1000
person,mobility_aides,,No,1001
person,mobility_aides,,Prefer not to answer,1002
person,mobility_aides,,Missing Response,1003
person,office_available,,"Yes, I have a dedicated and private space available outside the home that I do not use.",1004
person,office_available,,"No, I do not have a dedicated and private space available outside the home",1005
person,office_available,,Missing Response,1006
person,paid_work,,Yes,1007
person,paid_work,,"On leave (e.g., medical, parental)",1008
person,paid_work,,No,1009
person,paid_work,,Missing Response,1010
person,participate,,No,1011
person,participate,,Yes,1012
person,participate,,Missing: Skip Logic,1013
person,proxy,,Another person responded (rMove only),1014
person,proxy,,Another person responded with the participant present (rSurvey only),1015
person,proxy,,Another person responded without the participant present (rSurvey only),1016
person,proxy,,Missing: Skip Logic,1017
person,proxy,,No,1018
person,proxy,,Respondent answered themselves,1019
person,proxy_parent,,No,1020
person,proxy_parent,,Yes,1021
person,race_afam,,Not Selected,1022
person,race_afam,,Selected,1023
person,race_afam,,Missing: Skip Logic,1024
person,race_aiak,,Not Selected,1025
person,race_aiak,,Selected,1026
person,race_aiak,,Missing: Skip Logic,1027
person,race_asian,,Not Selected,1028
person,race_asian,,Selected,1029
person,race_asian,,Missing: Skip Logic,1030
person,race_category,,AANHPI non-Hispanic,1031
person,race_category,,Black or African American non-Hispanic,1032
person,race_category,,Hispanic,1033
person,race_category,,Some Other Race non-Hispanic,1034
person,race_category,,Two or More Races non-Hispanic,1035
person,race_category,,Child,1036
person,race_category,,Missing Response,1037
person,race_category,,White non-Hispanic,1038
person,race_hapi,,Not Selected,1039
person,race_hapi,,Selected,1040
person,race_hapi,,Missing: Skip Logic,1041
person,race_hisp,,Not Selected,1042
person,race_hisp,,Selected,1043
person,race_hisp,,Missing Response,1044
person,race_hisp,,Missing: Skip Logic,1045
person,race_noanswer,,Not Selected,1046
person,race_noanswer,,Selected,1047
person,race_noanswer,,Missing: Skip Logic,1048
person,race_other,,Not Selected,1049
person,race_other,,Selected,1050
person,race_other,,Missing: Skip Logic,1051
person,race_white,,Not Selected,1052
person,race_white,,Selected,1053
person,race_white,,Missing: Skip Logic,1054
person,relationship,,Brother or sister (or sibling in-law),1055
person,relationship,,Father or mother (or parent in-law),1056
person,relationship,,Household help,1057
person,relationship,,"Nonrelative (friend, roommate, household help)",1058
person,relationship,,Other,1059
person,relationship,,Other relative,1060
person,relationship,,Roommate/Friend,1061
person,relationship,,Self,1062
person,relationship,,Son or daughter (or child in-law),1063
person,relationship,,Spouse or partner,1064
person,remote_class_freq,,6-7 days a week,1065
person,remote_class_freq,,5 days a week,1066
person,remote_class_freq,,4 days a week,1067
person,remote_class_freq,,3 days a week,1068
person,remote_class_freq,,2 days a week,1069
person,remote_class_freq,,1 day a week,1070
person,remote_class_freq,,1-3 days a month,1071
person,remote_class_freq,,Less than monthly,1072
person,remote_class_freq,,Never,1073
person,remote_class_freq,,Missing Response,1074
person,return_from_leave,,"Yes, all of the time (100% of the time)",1075
person,return_from_leave,,"Yes, most of the time (at least than 50% but less than 100% of the time)",1076
person,return_from_leave,,"Yes, some of the time (less than 50% of the time)",1077
person,return_from_leave,,No,1078
person,return_from_leave,,Missing Response,1079
person,school_county,,Ada County,1080
person,school_county,,Butler County,1081
person,school_county,,Davidson County,1082
person,school_county,,District of Columbia,1083
person,school_county,,Fairfield County,1084
person,school_county,,Greater Vancouver,1085
person,school_county,,Island County,1086
person,school_county,,Jackson County,1087
person,school_county,,Jennings County,1088
person,school_county,,King County,1089
person,school_county,,Kitsap County,1090
person,school_county,,Kittitas County,1091
person,school_county,,Los Angeles County,1092
person,school_county,,Metro Vancouver,1093
person,school_county,,Norfolk City,1094
person,school_county,,Pierce County,1095
person,school_county,,Skagit County,1096
person,school_county,,Snohomish County,1097
person,school_county,,Thurston County,1098
person,school_county,,Webster County,1099
person,school_county,,Whatcom County,1100
person,school_county,,Whitman County,1101
person,school_county,,Yakima County,1102
person,school_freq,,6-7 days per week,1103
person,school_freq,,5 days per week,1104
person,school_freq,,4 days per week,1105
person,school_freq,,3 days per week,1106
person,school_freq,,2 days per week,1107
person,school_freq,,1 day per week,1108
person,school_freq,,1 to 3 days per week,1109
person,school_freq,,Less than monthly,1110
person,school_freq,,Missing Response,1111
person,school_freq,,Never,1112
person,school_in_region,,No,1113
person,school_in_region,,Yes,1114
person,school_in_region,,Missing Response,1115
person,school_jurisdiction,,Arlington,1116
person,school_jurisdiction,,Auburn,1117
person,school_jurisdiction,,Bainbridge Island,1118
person,school_jurisdiction,,Bellevue,1119
person,school_jurisdiction,,Bonney Lake,1120
person,school_jurisdiction,,Bothell,1121
person,school_jurisdiction,,Bremerton,1122
person,school_jurisdiction,,Brier,1123
person,school_jurisdiction,,Buckley,1124
person,school_jurisdiction,,Burien,1125
person,school_jurisdiction,,Clyde Hill,1126
person,school_jurisdiction,,Covington,1127
person,school_jurisdiction,,Des Moines,1128
person,school_jurisdiction,,Duvall,1129
person,school_jurisdiction,,Eatonville,1130
person,school_jurisdiction,,Edgewood,1131
person,school_jurisdiction,,Edmonds,1132
person,school_jurisdiction,,Enumclaw,1133
person,school_jurisdiction,,Everett,1134
person,school_jurisdiction,,Federal Way,1135
person,school_jurisdiction,,Fife,1136
person,school_jurisdiction,,Fircrest,1137
person,school_jurisdiction,,Gig Harbor,1138
person,school_jurisdiction,,Granite Falls,1139
person,school_jurisdiction,,Issaquah,1140
person,school_jurisdiction,,Kenmore,1141
person,school_jurisdiction,,Kent,1142
person,school_jurisdiction,,Kirkland,1143
person,school_jurisdiction,,Lake Forest Park,1144
person,school_jurisdiction,,Lake Stevens,1145
person,school_jurisdiction,,Lakewood,1146
person,school_jurisdiction,,Lynnwood,1147
person,school_jurisdiction,,Maple Valley,1148
person,school_jurisdiction,,Marysville,1149
person,school_jurisdiction,,Medina,1150
person,school_jurisdiction,,Mercer Island,1151
person,school_jurisdiction,,Mill Creek,1152
person,school_jurisdiction,,Milton,1153
person,school_jurisdiction,,Monroe,1154
person,school_jurisdiction,,Mountlake Terrace,1155
person,school_jurisdiction,,Mukilteo,1156
person,school_jurisdiction,,N/A,1157
person,school_jurisdiction,,Newcastle,1158
person,school_jurisdiction,,North Bend,1159
person,school_jurisdiction,,Orting,1160
person,school_jurisdiction,,Pacific,1161
person,school_jurisdiction,,Port Orchard,1162
person,school_jurisdiction,,Poulsbo,1163
person,school_jurisdiction,,Puyallup,1164
person,school_jurisdiction,,Redmond,1165
person,school_jurisdiction,,Renton,1166
person,school_jurisdiction,,Sammamish,1167
person,school_jurisdiction,,SeaTac,1168
person,school_jurisdiction,,Seattle,1169
person,school_jurisdiction,,Shoreline,1170
person,school_jurisdiction,,Snohomish,1171
person,school_jurisdiction,,Snoqualmie,1172
person,school_jurisdiction,,Stanwood,1173
person,school_jurisdiction,,Steilacoom,1174
person,school_jurisdiction,,Sultan,1175
person,school_jurisdiction,,Sumner,1176
person,school_jurisdiction,,Tacoma,1177
person,school_jurisdiction,,Tukwila,1178
person,school_jurisdiction,,Unincorporated Island County,1179
person,school_jurisdiction,,Unincorporated King County,1180
person,school_jurisdiction,,Unincorporated Kitsap County,1181
person,school_jurisdiction,,Unincorporated Kittitas County,1182
person,school_jurisdiction,,Unincorporated Pierce County,1183
person,school_jurisdiction,,Unincorporated Skagit County,1184
person,school_jurisdiction,,Unincorporated Snohomish County,1185
person,school_jurisdiction,,Unincorporated Thurston County,1186
person,school_jurisdiction,,Unincorporated Whatcom County,1187
person,school_jurisdiction,,Unincorporated Whitman County,1188
person,school_jurisdiction,,Unincorporated Yakima County,1189
person,school_jurisdiction,,University Place,1190
person,school_jurisdiction,,Wilkeson,1191
person,school_jurisdiction,,Woodinville,1192
person,school_mode_typical,,Bicycle or e-bicycle,1193
person,school_mode_typical,,"Bus, shuttle, or vanpool (public transit, private service, or shuttles for older adults and people with disabilities)",1194
person,school_mode_typical,,Ferry or water taxi,1195
person,school_mode_typical,,Household vehicle (or motorcycle),1196
person,school_mode_typical,,Missing Response,1197
person,school_mode_typical,,Other,1198
person,school_mode_typical,,"Other vehicle (e.g., friend's car, rental, carshare, work car)",1199
person,school_mode_typical,,"Rail (e.g., train, subway)",1200
person,school_mode_typical,,School bus,1201
person,school_mode_typical,,"Scooter, moped, skateboard",1202
person,school_mode_typical,,"Uber/Lyft, taxi, or car service",1203
person,school_mode_typical,,Walk (or jog/wheelchair),1204
person,school_rgcname,,Auburn,1205
person,school_rgcname,,Bellevue,1206
person,school_rgcname,,Bothell Canyon Park,1207
person,school_rgcname,,Bremerton,1208
person,school_rgcname,,Burien,1209
person,school_rgcname,,Everett,1210
person,school_rgcname,,Greater Downtown Kirkland,1211
person,school_rgcname,,Kent,1212
person,school_rgcname,,Kirkland Totem Lake,1213
person,school_rgcname,,Lakewood,1214
person,school_rgcname,,Not RGC,1215
person,school_rgcname,,Puyallup South Hill,1216
person,school_rgcname,,Redmond Downtown,1217
person,school_rgcname,,Redmond-Overlake,1218
person,school_rgcname,,Renton,1219
person,school_rgcname,,Seattle Downtown,1220
person,school_rgcname,,Seattle First Hill/Capitol Hill,1221
person,school_rgcname,,Seattle Northgate,1222
person,school_rgcname,,Seattle South Lake Union,1223
person,school_rgcname,,Seattle University Community,1224
person,school_rgcname,,Seattle Uptown,1225
person,school_rgcname,,Silverdale,1226
person,school_rgcname,,Tacoma Downtown,1227
person,school_rgcname,,Tukwila,1228
person,schooltype,,Cared for at home,1229
person,schooltype,,Daycare,1230
person,schooltype,,Preschool or daycare outside home,1231
person,schooltype,,Preschool,1232
person,schooltype,,Home school,1233
person,schooltype,,K-12 home school (full-time or part-time),1234
person,schooltype,,K-12 private school,1235
person,schooltype,,K-12 public school,1236
person,schooltype,,"Elementary school (public, private, charter)",1237
person,schooltype,,"Middle school (public, private, charter)",1238
person,schooltype,,"High school (public, private, charter)",1239
person,schooltype,,2-year college,1240
person,schooltype,,4-year college,1241
person,schooltype,,Associate or bachelor's program,1242
person,schooltype,,"College, graduate, or professional school",1243
person,schooltype,,Graduate or professional school,1244
person,schooltype,,Vocational/technical school,1245
person,schooltype,,None,1246
person,schooltype,,Other,1247
person,schooltype,,Missing: Skip Logic,1248
person,second_home,,Regularly spends night at second home,1249
person,second_home,,Does not regularly spend night at second home,1250
person,second_home,,Missing Response,1251
person,second_home_in_region,,No,1252
person,second_home_in_region,,Yes,1253
person,second_home_in_region,,Missing Response,1254
person,sexuality,,"Bisexual, gay, lesbian, or queer",1255
person,sexuality,,Don't know or questioning,1256
person,sexuality,,Heterosexual (straight),1257
person,sexuality,,Something else fits better,1258
person,sexuality,,Prefer not to answer,1259
person,sexuality,,Missing Response,1260
person,share_1,,Not selected,1261
person,share_1,,Selected,1262
person,share_1,,Missing Response,1263
person,share_2,,Not selected,1264
person,share_2,,Selected,1265
person,share_2,,Missing Response,1266
person,share_3,,Not selected,1267
person,share_3,,Selected,1268
person,share_3,,Missing Response,1269
person,share_4,,Not selected,1270
person,share_4,,Selected,1271
person,share_4,,Missing Response,1272
person,share_5,,Not selected,1273
person,share_5,,Selected,1274
person,share_5,,Missing Response,1275
person,share_996,,Not selected,1276
person,share_996,,Selected,1277
person,share_996,,Missing Response,1278
person,smartphone_type,,Does not have a smartphone,1279
person,smartphone_type,,Has an Android phone,1280
person,smartphone_type,,Has an Apple iPhone,1281
person,smartphone_type,,Has other smartphone type,1282
person,smartphone_type,,Missing Response,1283
person,smartphone_type,,Missing: Skip Logic,1284
person,smartphone_type,,"No, does not have a smartphone",1285
person,smartphone_type,,"Yes, has a Windows phone",1286
person,smartphone_type,,"Yes, has a blackberry",1287
person,smartphone_type,,"Yes, has an Android phone",1288
person,smartphone_type,,"Yes, has an Apple iPhone",1289
person,smartphone_type,,"Yes, has other type of smartphone",1290
person,surveyable,,No,1291
person,surveyable,,Yes,1292
person,telecommute_freq,,6-7 days a week,1293
person,telecommute_freq,,5+ days,1294
person,telecommute_freq,,5 days a week,1295
person,telecommute_freq,,4 days a week,1296
person,telecommute_freq,,3 days a week,1297
person,telecommute_freq,,3-4 days,1298
person,telecommute_freq,,2 days a week,1299
person,telecommute_freq,,1 day a week,1300
person,telecommute_freq,,1-2 days,1301
person,telecommute_freq,,A few times per month,1302
person,telecommute_freq,,Less than monthly,1303
person,telecommute_freq,,Not applicable,1304
person,telecommute_freq,,Never,1305
person,telecommute_freq,,Missing: Skip Logic,1306
person,tnc_freq,,6-7 days a week,1307
person,tnc_freq,,5 days a week,1308
person,tnc_freq,,4 days a week,1309
person,tnc_freq,,3 days a week,1310
person,tnc_freq,,2 days a week,1311
person,tnc_freq,,2-4 days a week,1312
person,tnc_freq,,1 day a week,1313
person,tnc_freq,,1-3 days in the past month,1314
person,tnc_freq,,Never in the past 30 days,1315
person,tnc_freq,,Missing Response,1316
person,transit_freq,,6-7 days a week,1317
person,transit_freq,,5 days a week,1318
person,transit_freq,,4 days a week,1319
person,transit_freq,,3 days a week,1320
person,transit_freq,,2 days a week,1321
person,transit_freq,,2-4 days a week,1322
person,transit_freq,,1 day a week,1323
person,transit_freq,,1-3 days in the past month,1324
person,transit_freq,,Never in the past 30 days,1325
person,transit_freq,,Missing Response,1326
person,transportation_statement_car,,1-Strongly disagree,1327
person,transportation_statement_car,,2-Disagree,1328
person,transportation_statement_car,,3-Neither agree nor disagree,1329
person,transportation_statement_car,,4-Agree,1330
person,transportation_statement_car,,5-Strongly Agree,1331
person,transportation_statement_car,,Missing Response,1332
person,transportation_statement_environ,,1-Strongly disagree,1333
person,transportation_statement_environ,,2-Disagree,1334
person,transportation_statement_environ,,3-Neither agree nor disagree,1335
person,transportation_statement_environ,,4-Agree,1336
