table,variable,value,label,val_order
trip,origin_jurisdiction,,Algona,2465
trip,origin_jurisdiction,,Arlington,2466
trip,origin_jurisdiction,,Auburn,2467
trip,origin_jurisdiction,,Bainbridge Island,2468
trip,origin_jurisdiction,,Beaux Arts,2469
trip,origin_jurisdiction,,Bellevue,2470
trip,origin_jurisdiction,,Black Diamond,2471
trip,origin_jurisdiction,,Bonney Lake,2472
trip,origin_jurisdiction,,Bothell,2473
trip,origin_jurisdiction,,Bremerton,2474
trip,origin_jurisdiction,,Brier,2475
trip,origin_jurisdiction,,Buckley,2476
trip,origin_jurisdiction,,Burien,2477
trip,origin_jurisdiction,,Carbonado,2478
trip,origin_jurisdiction,,Carnation,2479
trip,origin_jurisdiction,,Clyde Hill,2480
trip,origin_jurisdiction,,Covington,2481
trip,origin_jurisdiction,,Darrington,2482
trip,origin_jurisdiction,,Des Moines,2483
trip,origin_jurisdiction,,DuPont,2484
trip,origin_jurisdiction,,Duvall,2485
trip,origin_jurisdiction,,Eatonville,2486
trip,origin_jurisdiction,,Edgewood,2487
trip,origin_jurisdiction,,Edmonds,2488
trip,origin_jurisdiction,,Enumclaw,2489
trip,origin_jurisdiction,,Everett,2490
trip,origin_jurisdiction,,Federal Way,2491
trip,origin_jurisdiction,,Fife,2492
trip,origin_jurisdiction,,Fircrest,2493
trip,origin_jurisdiction,,Gig Harbor,2494
trip,origin_jurisdiction,,Gold Bar,2495
trip,origin_jurisdiction,,Granite Falls,2496
trip,origin_jurisdiction,,Hunts Point,2497
trip,origin_jurisdiction,,Index,2498
trip,origin_jurisdiction,,Issaquah,2499
trip,origin_jurisdiction,,Kenmore,2500
trip,origin_jurisdiction,,Kent,2501
trip,origin_jurisdiction,,Kirkland,2502
trip,origin_jurisdiction,,Lake Forest Park,2503
trip,origin_jurisdiction,,Lake Stevens,2504
trip,origin_jurisdiction,,Lakewood,2505
trip,origin_jurisdiction,,Lynnwood,2506
trip,origin_jurisdiction,,Maple Valley,2507
trip,origin_jurisdiction,,Marysville,2508
trip,origin_jurisdiction,,Medina,2509
trip,origin_jurisdiction,,Mercer Island,2510
trip,origin_jurisdiction,,Mill Creek,2511
trip,origin_jurisdiction,,Milton,2512
trip,origin_jurisdiction,,Monroe,2513
trip,origin_jurisdiction,,Mountlake Terrace,2514
trip,origin_jurisdiction,,Mukilteo,2515
trip,origin_jurisdiction,,Newcastle,2516
trip,origin_jurisdiction,,Normandy Park,2517
trip,origin_jurisdiction,,North Bend,2518
trip,origin_jurisdiction,,Orting,2519
trip,origin_jurisdiction,,Outside WA,2520
trip,origin_jurisdiction,,Pacific,2521
trip,origin_jurisdiction,,Port Orchard,2522
trip,origin_jurisdiction,,Poulsbo,2523
trip,origin_jurisdiction,,Puyallup,2524
trip,origin_jurisdiction,,Redmond,2525
trip,origin_jurisdiction,,Renton,2526
trip,origin_jurisdiction,,Roy,2527
trip,origin_jurisdiction,,Ruston,2528
trip,origin_jurisdiction,,Sammamish,2529
trip,origin_jurisdiction,,SeaTac,2530
trip,origin_jurisdiction,,Seattle,2531
trip,origin_jurisdiction,,Shoreline,2532
trip,origin_jurisdiction,,Skykomish,2533
trip,origin_jurisdiction,,Snohomish,2534
trip,origin_jurisdiction,,Snoqualmie,2535
trip,origin_jurisdiction,,South Prairie,2536
trip,origin_jurisdiction,,Stanwood,2537
trip,origin_jurisdiction,,Steilacoom,2538
trip,origin_jurisdiction,,Sultan,2539
trip,origin_jurisdiction,,Sumner,2540
trip,origin_jurisdiction,,Tacoma,2541
trip,origin_jurisdiction,,Tukwila,2542
trip,origin_jurisdiction,,Unincorporated Adams County,2543
trip,origin_jurisdiction,,Unincorporated Asotin County,2544
trip,origin_jurisdiction,,Unincorporated Benton County,2545
trip,origin_jurisdiction,,Unincorporated Chelan County,2546
trip,origin_jurisdiction,,Unincorporated Clallam County,2547
trip,origin_jurisdiction,,Unincorporated Clark County,2548
trip,origin_jurisdiction,,Unincorporated Columbia County,2549
trip,origin_jurisdiction,,Unincorporated Cowlitz County,2550
trip,origin_jurisdiction,,Unincorporated Douglas County,2551
trip,origin_jurisdiction,,Unincorporated Ferry County,2552
trip,origin_jurisdiction,,Unincorporated Franklin County,2553
trip,origin_jurisdiction,,Unincorporated Garfield County,2554
trip,origin_jurisdiction,,Unincorporated Grant County,2555
trip,origin_jurisdiction,,Unincorporated Grays Harbor County,2556
trip,origin_jurisdiction,,Unincorporated Island County,2557
trip,origin_jurisdiction,,Unincorporated Jefferson County,2558
trip,origin_jurisdiction,,Unincorporated King County,2559
trip,origin_jurisdiction,,Unincorporated Kitsap County,2560
trip,origin_jurisdiction,,Unincorporated Kittitas County,2561
trip,origin_jurisdiction,,Unincorporated Klickitat County,2562
trip,origin_jurisdiction,,Unincorporated Lewis County,2563
trip,origin_jurisdiction,,Unincorporated Lincoln County,2564
trip,origin_jurisdiction,,Unincorporated Mason County,2565
trip,origin_jurisdiction,,Unincorporated Okanogan County,2566
trip,origin_jurisdiction,,Unincorporated Pacific County,2567
trip,origin_jurisdiction,,Unincorporated Pend Oreille County,2568
trip,origin_jurisdiction,,Unincorporated Pierce County,2569
trip,origin_jurisdiction,,Unincorporated San Juan County,2570
trip,origin_jurisdiction,,Unincorporated Skagit County,2571
trip,origin_jurisdiction,,Unincorporated Skamania County,2572
trip,origin_jurisdiction,,Unincorporated Snohomish County,2573
trip,origin_jurisdiction,,Unincorporated Spokane County,2574
trip,origin_jurisdiction,,Unincorporated Stevens County,2575
trip,origin_jurisdiction,,Unincorporated Thurston County,2576
trip,origin_jurisdiction,,Unincorporated Wahkiakum County,2577
trip,origin_jurisdiction,,Unincorporated Walla Walla County,2578
trip,origin_jurisdiction,,Unincorporated Whatcom County,2579
trip,origin_jurisdiction,,Unincorporated Whitman County,2580
trip,origin_jurisdiction,,Unincorporated Yakima County,2581
trip,origin_jurisdiction,,University Place,2582
trip,origin_jurisdiction,,Unknown,2583
trip,origin_jurisdiction,,Wilkeson,2584
trip,origin_jurisdiction,,Woodinville,2585
trip,origin_jurisdiction,,Woodway,2586
trip,origin_jurisdiction,,Yarrow Point,2587
trip,origin_purpose,,"Accompany someone only (e.g., go along for the ride)",2588
trip,origin_purpose,,Attend college/university,2589
trip,origin_purpose,,Attend daycare or preschool,2590
trip,origin_purpose,,Attend K-12 school,2591
trip,origin_purpose,,"Attend other education-related activity (e.g., field trip)",2592
trip,origin_purpose,,"Attend other type of class (e.g., cooking class)",2593
trip,origin_purpose,,Attend vocational education class,2594
trip,origin_purpose,,"Attended recreational event (e.g., movies, sporting event)",2595
trip,origin_purpose,,"Attended social event (e.g., visit with friends, family, co-workers)",2596
trip,origin_purpose,,BOTH pick up AND drop off,2597
trip,origin_purpose,,"Conducted personal business (e.g., bank, post office)",2598
trip,origin_purpose,,Drop someone off,2599
trip,origin_purpose,,"Dropped off/picked up someone (e.g., son at a friend's house, spouse at bus stop)",2600
trip,origin_purpose,,Got gas,2601
trip,origin_purpose,,Missing Response,2602
trip,origin_purpose,,Not imputable,2603
trip,origin_purpose,,"Other activity at workplace only (e.g., attend meeting, pick-up or drop-off item)",2604
trip,origin_purpose,,Other appointment/errands,2605
trip,origin_purpose,,Other appointment/errands (rMove only),2606
trip,origin_purpose,,Other purpose,2607
trip,origin_purpose,,Other reason,2608
trip,origin_purpose,,Other social/leisure,2609
trip,origin_purpose,,Other social/leisure (rMove only),2610
trip,origin_purpose,,Pick someone up,2611
trip,origin_purpose,,"Transferred to another mode of transportation (e.g., change from ferry to bus)",2612
trip,origin_purpose,,Vacation/Traveling (rMove only),2613
trip,origin_purpose,,Volunteering,2614
trip,origin_purpose,,Went grocery shopping,2615
trip,origin_purpose,,Went home,2616
trip,origin_purpose,,"Went to a family activity (e.g., child's softball game)",2617
trip,origin_purpose,,"Went to another residence (e.g., someone else's home, second home)",2618
trip,origin_purpose,,"Went to exercise (e.g., gym, walk, jog, bike ride)",2619
trip,origin_purpose,,"Went to medical appointment (e.g., doctor, dentist)",2620
trip,origin_purpose,,"Went to other shopping (e.g., mall, pet store)",2621
trip,origin_purpose,,Went to other work-related activity,2622
trip,origin_purpose,,Went to primary workplace,2623
trip,origin_purpose,,Went to religious/community/volunteer activity,2624
trip,origin_purpose,,Went to restaurant to eat/get take-out,2625
trip,origin_purpose,,"Went to school/daycare (e.g., daycare, K-12, college)",2626
trip,origin_purpose,,"Went to temporary lodging (e.g., hotel, vacation rental)",2627
trip,origin_purpose,,"Went to work-related place (e.g., meeting, second job, delivery)",2628
trip,origin_purpose_cat,,Home,2629
trip,origin_purpose_cat,,Work,2630
trip,origin_purpose_cat,,Work-related,2631
trip,origin_purpose_cat,,School,2632
trip,origin_purpose_cat,,School-related,2633
trip,origin_purpose_cat,,Escort,2634
trip,origin_purpose_cat,,Personal Business/Errand/Appointment,2635
trip,origin_purpose_cat,,Meal,2636
trip,origin_purpose_cat,,Shopping,2637
trip,origin_purpose_cat,,Social/Recreation,2638
trip,origin_purpose_cat,,Change mode,2639
trip,origin_purpose_cat,,Overnight,2640
trip,origin_purpose_cat,,Other,2641
trip,origin_purpose_cat,,Missing Response,2642
trip,origin_purpose_cat_5,,Home,2643
trip,origin_purpose_cat_5,,Work/School,2644
trip,origin_purpose_cat_5,,Errand/Shopping,2645
trip,origin_purpose_cat_5,,Social/Recreation,2646
trip,origin_purpose_cat_5,,Other,2647
trip,origin_purpose_cat_5,,Missing Response,2648
trip,origin_rgcname,,Auburn,2649
trip,origin_rgcname,,Bellevue,2650
trip,origin_rgcname,,Bothell Canyon Park,2651
trip,origin_rgcname,,Bremerton,2652
trip,origin_rgcname,,Burien,2653
trip,origin_rgcname,,Everett,2654
trip,origin_rgcname,,Federal Way,2655
trip,origin_rgcname,,Greater Downtown Kirkland,2656
trip,origin_rgcname,,Issaquah,2657
trip,origin_rgcname,,Kent,2658
trip,origin_rgcname,,Kirkland Totem Lake,2659
trip,origin_rgcname,,Lakewood,2660
trip,origin_rgcname,,Lynnwood,2661
trip,origin_rgcname,,Not RGC,2662
trip,origin_rgcname,,Puyallup Downtown,2663
trip,origin_rgcname,,Puyallup South Hill,2664
trip,origin_rgcname,,Redmond Downtown,2665
trip,origin_rgcname,,Redmond-Overlake,2666
trip,origin_rgcname,,Renton,2667
trip,origin_rgcname,,SeaTac,2668
trip,origin_rgcname,,Seattle Downtown,2669
trip,origin_rgcname,,Seattle First Hill/Capitol Hill,2670
trip,origin_rgcname,,Seattle Northgate,2671
trip,origin_rgcname,,Seattle South Lake Union,2672
trip,origin_rgcname,,Seattle University Community,2673
trip,origin_rgcname,,Seattle Uptown,2674
trip,origin_rgcname,,Silverdale,2675
trip,origin_rgcname,,Tacoma Downtown,2676
trip,origin_rgcname,,Tacoma Mall,2677
trip,origin_rgcname,,Tukwila,2678
trip,origin_rgcname,,University Place,2679
trip,speed_flag,,No,2680
trip,speed_flag,,Yes,2681
trip,speed_flag,,Missing Response,2682
trip,travel_dow,,Monday,2683
trip,travel_dow,,Tuesday,2684
trip,travel_dow,,Wednesday,2685
trip,travel_dow,,Thursday,2686
trip,travel_dow,,Friday,2687
trip,travel_dow,,Saturday,2688
trip,travel_dow,,Sunday,2689
trip,travelers_nonhh,,No other people,2690
trip,travelers_nonhh,,1 other person,2691
trip,travelers_nonhh,,2 other people,2692
trip,travelers_nonhh,,3 other people,2693
trip,travelers_nonhh,,4 other people,2694
trip,travelers_nonhh,,5+ other people,2695
trip,travelers_nonhh,,Missing Response,2696
trip,travelers_nonhh,,Missing: Skip Logic,2697
trip,travelers_total,,0 travelers,2698
trip,travelers_total,,1 traveler,2699
trip,travelers_total,,2 travelers,2700
trip,travelers_total,,3 travelers,2701
trip,travelers_total,,4 travelers,2702
trip,travelers_total,,5 travelers,2703
trip,travelers_total,,5+ travelers,2704
trip,travelers_total,,Missing Data,2705
trip,travelers_total,,Missing Response,2706
vehicle,fuel,,Biofuel,2707
vehicle,fuel,,Diesel,2708
vehicle,fuel,,Electric,2709
vehicle,fuel,,Electric (EV),2710
vehicle,fuel,,Flex Fuel,2711
vehicle,fuel,,Gas,2712
vehicle,fuel,,Hybrid,2713
vehicle,fuel,,Hybrid (HEV),2714
vehicle,fuel,,Natural gas,2715
vehicle,fuel,,Plug-in hybrid (PHEV),2716
vehicle,fuel,,Other,2717
vehicle,fuel,,"Other (e.g., natural gas, bio-diesel, Flex fuel (FFV))",2718
vehicle,year,,1980,2719
vehicle,year,,1980 or earlier,2720
vehicle,year,,1981,2721
vehicle,year,,1982,2722
vehicle,year,,1983,2723
vehicle,year,,1984,2724
vehicle,year,,1985,2725
vehicle,year,,1986,2726
vehicle,year,,1987,2727
vehicle,year,,1988,2728
vehicle,year,,1989,2729
vehicle,year,,1990,2730
vehicle,year,,1991,2731
vehicle,year,,1992,2732
vehicle,year,,1993,2733
vehicle,year,,1994,2734
vehicle,year,,1995,2735
vehicle,year,,1996,2736
vehicle,year,,1997,2737
vehicle,year,,1998,2738
vehicle,year,,1999,2739
vehicle,year,,2000,2740
vehicle,year,,2001,2741
vehicle,year,,2002,2742
vehicle,year,,2003,2743
vehicle,year,,2004,2744
vehicle,year,,2005,2745
vehicle,year,,2006,2746
vehicle,year,,2007,2747
vehicle,year,,2008,2748
vehicle,year,,2009,2749
vehicle,year,,2010,2750
vehicle,year,,2011,2751
vehicle,year,,2012,2752
vehicle,year,,2013,2753
vehicle,year,,2014,2754
vehicle,year,,2015,2755
vehicle,year,,2016,2756
vehicle,year,,2017,2757
vehicle,year,,2018,2758
vehicle,year,,2019,2759
vehicle,year,,2020,2760
vehicle,year,,2021,2761
vehicle,year,,2022,2762
vehicle,year,,2023,2763
vehicle,year,,2024,2764
vehicle,year,,2025,2765
vehicle,year,,2026,2766
