"","survey","delivery_food_all","count","count_moe","share","share_moe","sample_size"
"1","2017","Delivery Received",21726.5655239297,12621.2067484615,0.0145026065637762,0.00840294681181136,116
"2","2019","Delivery Received",19266.9516535599,9436.37505979279,0.0124891627848145,0.00612550949273213,132
"3","2021","Delivery Received",64887.9847,19072.453098493,0.0389207803825867,0.0113154926413068,77
