"","survey_year","workgeog","telecommute_status","count","prop","prop_se","est","est_se","moe"
"1","2023","Bellevue","Fully At Home",122,0.167483218177411,0.0520566599781144,21765.0101966808,7419.52015264283,0.0856332056639982
"2","2023","Bellevue","Fully In Person",131,0.406996894355663,0.0683835635721836,52890.6218310486,11612.1846133517,0.112490962076242
"3","2023","Bellevue","Hybrid",163,0.425519887466926,0.0683481869508142,55297.7473826524,11586.4595811446,0.112432767534089
"4","2023","Kitsap","Fully At Home",43,0.122916616558011,0.0422649919952202,12551.9705904584,4417.80422852917,0.0695259118321372
"5","2023","Kitsap","Fully In Person",85,0.770898227400541,0.0627064591600978,78722.4066975626,14360.3475563928,0.103152125318361
"6","2023","Kitsap","Hybrid",24,0.106185156041447,0.0513176361612806,10843.3911793077,5582.35005614154,0.0844175114853066
"7","2023","Pierce","Fully At Home",61,0.14123286774605,0.0362799340669121,43202.4457528264,11788.4206879374,0.0596804915400704
"8","2023","Pierce","Fully In Person",166,0.772362543956142,0.0446254771299742,236261.93703564,30478.0258978655,0.0734089098788075
"9","2023","Pierce","Hybrid",42,0.0864045882978079,0.0300861875794954,26430.7423498857,9579.76929948524,0.0494917785682699
"10","2023","Seattle Downtown","Fully At Home",29,0.0189158578487812,0.0100005066646201,2961.27886991193,1552.52146499024,0.0164508334633
"11","2023","Seattle Downtown","Fully In Person",116,0.325637799533505,0.059387468437191,50978.6203043028,11676.773424968,0.0976923855791793
"12","2023","Seattle Downtown","Hybrid",312,0.655446342617714,0.0594610916553134,102610.170803327,15007.6020443414,0.0978134957729905
"13","2023","Seattle Outside Downtown","Fully At Home",324,0.138842764985243,0.0191130087164664,58168.1388551322,8005.7374321175,0.0314408993385872
"14","2023","Seattle Outside Downtown","Fully In Person",458,0.566456706277226,0.0348843906188459,237316.883956154,24065.3588082101,0.0573848225680014
"15","2023","Seattle Outside Downtown","Hybrid",396,0.294700528737531,0.0324407838679502,123464.706843799,15992.8650135369,0.0533650894627781
"16","2023","Snohomish-King Suburban","Fully At Home",219,0.156277557443409,0.0209690369621195,133015.758008929,19123.1437845141,0.0344940658026866
"17","2023","Snohomish-King Suburban","Fully In Person",480,0.628143850811439,0.0286836661792646,534645.100814216,42114.7783888054,0.0471846308648902
"18","2023","Snohomish-King Suburban","Hybrid",360,0.215578591745152,0.0239067299010154,183489.876989296,22453.1183330207,0.0393265706871704
