"","survey_year","commute_freq_all","count","prop","prop_se","est","est_se"
"1","2019","5+ days",2282,0.687353131622977,0.0230395755275788,1330124.15143267,79182.1297062263
"2","2021","5+ days",639,0.366303898511305,0.015953999213559,788570.5493,43334.6133917744
"3","2023","5+ days",1154,0.447210775316305,0.0184086256454435,974776.09923761,55407.4916760097
