"","survey_year","workrgc","telecommute_status","count","prop","prop_se","est","est_se","moe","workrgc_name"
"1","2023","workNotRGC","Fully At Home",671,0.153200222941926,0.014130759172093,258063.515051215,25235.7132605357,0.023245098838093,"Outside a Regional Growth Center"
"2","2023","workNotRGC","Fully In Person",1180,0.665958344178126,0.0192767765401536,1121797.00444327,60350.5999313416,0.0317102974085527,"Outside a Regional Growth Center"
"3","2023","workNotRGC","Hybrid",711,0.180841432879948,0.0154470247970177,304624.72534122,28083.7850512375,0.0254103557910941,"Outside a Regional Growth Center"
"4","2023","workRGC","Fully At Home",127,0.0241712240995237,0.00483607525375787,13601.0872227234,2619.68694080918,0.0079553437924317,"In a Regional Growth Center"
"5","2023","workRGC","Fully In Person",480,0.516991822798002,0.0339904055606513,290910.003000176,28643.041197019,0.0559142171472715,"In a Regional Growth Center"
"6","2023","workRGC","Hybrid",703,0.458836953102475,0.0338582927728502,258186.403570614,25202.8487559707,0.0556968916113387,"In a Regional Growth Center"
