"","survey_year","telecommute_status_broad","count","prop","prop_se","est","est_se"
"1","2017","1-2 days work at home",317,0.0733888101624256,0.0123182593780602,146167.866739338,25383.1290754709
"2","2017","3-4 days work at home",256,0.0780543691233474,0.0125629009493142,155460.220695687,25921.9325770492
"3","2019","1-2 days work at home",439,0.0921009334140825,0.0139062538194161,186452.124260295,29417.6699119298
"4","2019","3-4 days work at home",256,0.0885700872573458,0.0148061692764302,179304.164495327,31536.5675783823
"5","2021","1-2 days work at home",149,0.0754113608890284,0.0086569334619318,168044.8672,20044.6367317268
"6","2021","3-4 days work at home",374,0.151951291325118,0.0111791167711178,338604.6117,26699.4747820006
"7","2023","1-2 days work at home",595,0.129757255077537,0.0119043705697575,291588.26382215,28441.9556032518
"8","2023","3-4 days work at home",819,0.120694619279218,0.0106013721882691,271222.865089684,24799.2485922075
