"","survey_year","race_category","industry_cond","count","prop","prop_se","est","est_se","moe"
"1","2023","African American","Business Services",21,0.136593103889798,0.0651991556800543,10537.6625115816,5283.91004803049,0.107252611093689
"2","2023","African American","Construction",1,0.0159169091222412,0.0160222279079063,1227.93180461741,1227.93180461756,0.0263565649085058
"3","2023","African American","Educ",4,0.0173647226507607,0.0136491415973218,1339.62536680155,1031.88873875068,0.0224528379275943
"4","2023","African American","Food Services",5,0.00947096851242361,0.00831485061027465,730.650867427798,628.385294307791,0.0136779292539018
"5","2023","African American","Gov",10,0.147991088774263,0.0808852899080545,11416.9757023961,6852.68027764091,0.13305630189875
"6","2023","African American","Healthcare",16,0.253412918987316,0.0966525201685441,19549.8875149477,8820.54203214661,0.158993395677255
"7","2023","African American","Manuf",3,0.122928061280836,0.0789708065894773,9483.45404044382,6621.06918741827,0.12990697683969
"8","2023","African American","Natural Resources",1,0.000204741307767877,0.000209267655666673,15.7950492521086,15.7950492521133,0.000344245293571677
"9","2023","African American","Other",9,0.112929324167874,0.072487622888606,8712.08773981842,5997.87609559318,0.119242139651757
"10","2023","African American","Personal Services",10,0.0896072630496228,0.0606780970131017,6912.87531883934,4906.25581065218,0.0998154695865524
"11","2023","African American","Private Ed",1,0.013342849035208,0.0134652146613858,1029.35240559026,1029.35240559023,0.0221502781179796
"12","2023","African American","Retail",4,0.0159990175343937,0.0116671090257564,1234.26617078953,875.168714101803,0.0191923943473693
"13","2023","African American","WTU",8,0.0642390316874962,0.0340116062942173,4955.80828545907,2574.602178814,0.0559490923539875
"14","2023","Asian","Business Services",288,0.208221795929665,0.0276674494292782,65278.1185417376,8337.91064082052,0.0455129543111626
"15","2023","Asian","Construction",8,0.0376139081588071,0.0204718422635396,11792.0659777521,6581.3474613861,0.0336761805235227
"16","2023","Asian","Educ",24,0.0302117724558071,0.012760633186466,9471.47562012362,4031.61145568355,0.0209912415917366
"17","2023","Asian","Food Services",19,0.0453302402385571,0.0183174304337362,14211.157783009,5869.64159783155,0.030132173063496
"18","2023","Asian","Gov",31,0.0680876001183035,0.0212588506617805,21345.6540987975,6864.29166558594,0.034970809338629
"19","2023","Asian","Healthcare",104,0.233997682723845,0.040695628285412,73358.9315332711,14956.7925916627,0.0669443085295028
"20","2023","Asian","Manuf",28,0.0777414150861135,0.0271022720656966,24372.1522376454,8930.2017361849,0.0445832375480708
"21","2023","Asian","Natural Resources",1,0.00283649712864488,0.00284003041226396,889.249826034176,889.249826034156,0.00467185002817422
"22","2023","Asian","Other",60,0.114595388195114,0.0303629715858233,35925.9764403528,10193.3902748557,0.0499470882586793
"23","2023","Asian","Personal Services",34,0.0269590002294163,0.0101975409028439,8451.72238038432,3191.66812661985,0.0167749547851782
"24","2023","Asian","Private Ed",8,0.00333504826692839,0.00166299589496913,1045.5470098073,514.440029562084,0.00273562824722422
"25","2023","Asian","Retail",35,0.121476223997705,0.033774122142198,38083.1378133124,11510.030794685,0.0555584309239157
"26","2023","Asian","WTU",10,0.0295934274710931,0.017836653104152,9277.62272863533,5699.91981694192,0.0293412943563301
"27","2023","Child","Missing: Skip Logic",24,1,0,31610.7591070021,11087.5938054545,0
"28","2023","Hispanic","Business Services",43,0.236332270834108,0.0770505631511501,21936.680374398,8080.79468995616,0.126748176383642
"29","2023","Hispanic","Construction",6,0.0634888395477963,0.0482137048874368,5893.11978252464,4643.07272348434,0.0793115445398335
"30","2023","Hispanic","Educ",7,0.00820338839619764,0.00419381336135777,761.44958367007,365.468011630273,0.00689882297943352
"31","2023","Hispanic","Food Services",6,0.0108533065539033,0.00625964726716407,1007.41856386367,555.890972179407,0.0102971197544849
"32","2023","Hispanic","Gov",9,0.00541869654096669,0.00245085513024897,502.970726957901,208.391155965422,0.00403165668925955
"33","2023","Hispanic","Healthcare",12,0.152901516143127,0.0698073921368313,14192.5251111689,7099.15284393612,0.114833160065087
"34","2023","Hispanic","Manuf",10,0.0512619776142456,0.0266684081433021,4758.20595433031,2439.38634382483,0.043869531395732
"35","2023","Hispanic","Other",10,0.144113798022911,0.0738318598095336,13376.8372538013,7566.26972775407,0.121453409386683
"36","2023","Hispanic","Personal Services",5,0.0745815857121394,0.0477210479681254,6922.76345421912,4593.75866605349,0.0785011239075662
"37","2023","Hispanic","Retail",14,0.0958080811235986,0.0536955318619277,8893.03540932024,5227.72091123248,0.0883291499128711
"38","2023","Hispanic","WTU",9,0.157036539511007,0.0692504004111641,14576.34356153,7033.74240040403,0.113916908676365
"39","2023","Missing","Business Services",137,0.213635129487028,0.0423956711813011,61283.9336821438,13602.8645087811,0.0697408790932402
"40","2023","Missing","Construction",15,0.0444442439271437,0.0194442607019587,12749.3924052855,5670.20311443204,0.0319858088547221
"41","2023","Missing","Educ",20,0.040624214963796,0.0189928629828635,11653.5688756263,5536.73371902292,0.0312432596068104
"42","2023","Missing","Food Services",11,0.014412053776785,0.00672900680699375,4134.27955411992,1907.78224315353,0.0110692161975047
"43","2023","Missing","Gov",31,0.0819242065318933,0.027618344346589,23500.992800754,8226.85480191974,0.0454321764501389
