,destinationIndex,originIndex,totalWalkDuration,travelDistance,travelDuration,TRIPID,ORIGIN_LAT,ORIGIN_LNG,DEST_LAT,DEST_LNG
0,0,0,0,11.5687,17.9333,2329861601037,47.1437,-122.5593,47.2484,-122.4672
0,0,0,0,16.9895,30.7667,2329740401003,47.4655,-122.3488,47.6225,-122.2996
0,0,0,0,9.8431,22.9,2302756401007,47.6308,-122.2114,47.6729,-122.3592
0,0,0,0,9.4455,21.6,2309817101002,47.524,-122.3186,47.6178,-122.3105
0,0,0,0,2.4979,8.4167,2314919501003,47.3595,-122.1674,47.3881,-122.1747
0,0,0,0,9.443,14.9167,2315459701002,47.5513,-122.0527,47.6108,-122.1935
0,0,0,0,0.3231,2.0167,2326138601006,47.642,-122.3262,47.6438,-122.3243
0,0,0,0,2.0114,8.6167,2320252601003,47.1692,-122.5166,47.1818,-122.5441
0,0,0,0,4.4242,19.0833,2337888801003,47.6539,-122.3254,47.6687,-122.4016
0,0,0,0,30.8101,37.35,2329730001002,47.494,-122.1939,47.8857,-122.2488
0,0,0,0,2.9117,7.1833,2302155701004,47.6625,-122.3204,47.6398,-122.3058
0,0,0,0,15.3665,23.8,2324015301006,47.6596,-122.777,47.8007,-122.666
0,0,0,0,1.9126,7.9333,2329861601046,47.2361,-122.4809,47.2484,-122.4673
0,0,0,0,12.3243,23.4667,2305122001003,47.6189,-122.1304,47.6279,-122.2916
0,0,0,0,3.8711,9.6833,2323258901003,47.7462,-122.6365,47.7769,-122.6654
0,0,0,0,18.0483,25.4667,2319983301002,47.5928,-122.3158,47.3779,-122.2662
0,0,0,0,3.512,10.4333,2300862901002,47.7588,-122.1907,47.7328,-122.17
0,0,0,0,60.1817,61.1,2303751801005,47.0601,-122.7608,47.6939,-122.306
0,0,0,0,9.4511,15.2,2300894301004,47.6777,-122.093,47.6142,-122.1772
0,0,0,0,0.3958,2.6167,2301724501045,47.682,-122.3169,47.6867,-122.3169
0,0,0,0,0.6879,3.8667,2303498301002,47.6626,-122.3742,47.6723,-122.3736
0,0,0,0,2.1412,8.8667,2314706601004,47.2878,-122.3132,47.2742,-122.3048
0,0,0,0,15.0763,22,2315456801003,47.8508,-122.2201,47.9814,-122.1364
0,0,0,0,4.9082,10.9667,2300177201004,47.8007,-122.3334,47.7478,-122.3235
0,0,0,0,3.3138,12.3,2302113901002,47.6919,-122.3591,47.6712,-122.3355
0,0,0,0,1.774,6.6167,2304008901003,47.6688,-122.284,47.6816,-122.2655
0,0,0,0,2.4395,8.4667,2315039301002,47.3594,-122.3106,47.3377,-122.334
0,0,0,0,1.797,8.8,2316178101026,47.41,-122.2994,47.4164,-122.2852
0,0,0,0,1.0141,5.2833,2300519001004,47.8221,-122.2954,47.8326,-122.2959
0,0,0,0,0.6754,4.1833,2303313501002,47.6634,-122.2964,47.6706,-122.293
0,0,0,0,0.548,3.1667,2308503901007,47.5388,-122.1638,47.5369,-122.1715
0,0,0,0,0.6071,4.2,2315371101003,47.8628,-121.9784,47.8594,-121.9841
0,0,0,0,1.49,4.9,2315902801003,47.2727,-122.5138,47.2873,-122.5069
0,0,0,0,1.3844,6.7,2322123001003,47.2365,-122.5026,47.2268,-122.4925
0,0,0,0,12.7599,20.5,2323633201002,47.3572,-122.6044,47.4906,-122.585
0,0,0,0,2.1537,6.8833,2330316501003,47.6123,-122.1844,47.5943,-122.1621
0,0,0,0,0.691,3.9333,2331261601006,47.6919,-122.3591,47.688,-122.3686
0,0,0,0,1.034,5.7833,2336699201007,47.6725,-122.1034,47.6622,-122.0997
0,0,0,0,1.0197,5.1,2315190301016,47.6826,-122.2894,47.6913,-122.2996
0,0,0,0,2.368,9.2833,2305830601002,47.4802,-122.2144,47.503,-122.2358
0,0,0,0,0.7028,5.0167,2305920101002,47.7094,-122.3172,47.7117,-122.3259
0,0,0,0,2.4221,7.0167,2307276801008,47.5789,-122.1664,47.5646,-122.1462
0,0,0,0,4.6454,8.9167,2307373401022,47.5997,-122.1494,47.5765,-122.1793
0,0,0,0,6.8009,12.8167,2307677801002,48.0866,-122.1888,47.9981,-122.1946
0,0,0,0,4.2632,9.9333,2307786901005,47.562,-122.381,47.5796,-122.3116
0,0,0,0,0.9818,7.8,2309073401005,47.6154,-122.3236,47.619,-122.3063
0,0,0,0,1.0551,4.45,2315616501002,47.9216,-122.2292,47.9096,-122.232
0,0,0,0,5.1083,16.7333,2315672101004,47.5783,-122.385,47.5162,-122.3843
0,0,0,0,1.5168,5.7667,2315743101002,47.7918,-122.3664,47.8018,-122.3496
0,0,0,0,7.3539,13.3833,2322311901002,47.2442,-122.5291,47.2612,-122.444
0,0,0,0,5.8483,15.7,2322370201002,47.5968,-122.6315,47.5825,-122.7001
0,0,0,0,2.634,9.5667,2324079101002,47.6574,-122.6903,47.6644,-122.7221
0,0,0,0,1.2962,5.0167,2324359301002,47.746,-122.637,47.7592,-122.6426
0,0,0,0,1.0122,5.8667,2329229301007,47.7241,-122.2918,47.7365,-122.2942
0,0,0,0,1.2838,4.55,2341420501002,47.5579,-122.1159,47.5447,-122.1278
0,0,0,0,2.0555,7.1333,2301314901003,47.6243,-122.5179,47.6203,-122.532
0,0,0,0,1.6827,6.3333,2303264701008,47.649,-122.3785,47.664,-122.3969
0,0,0,0,1.9033,6.9833,2307048601005,47.5763,-122.1686,47.5642,-122.1641
0,0,0,0,0.3051,2.7333,2307301401004,47.6184,-122.2054,47.6203,-122.202
0,0,0,0,26.8917,27.6,2309076401003,47.4606,-122.3274,47.2612,-122.4446
0,0,0,0,1.3359,5.1667,2313524001004,47.7548,-122.3433,47.7569,-122.3199
0,0,0,0,2.2848,6.3833,2313575101002,47.6154,-122.0335,47.6332,-122.0466
0,0,0,0,0.8351,4.05,2315165101003,47.5784,-122.1673,47.5863,-122.1721
0,0,0,0,1.2415,6.1,2316149601004,47.8499,-122.2184,47.8567,-122.2081
0,0,0,0,10.6205,18.3,2316465501002,47.6638,-122.2979,47.6035,-122.1708
0,0,0,0,8.7458,18.8667,2316682401007,47.461,-122.3335,47.5118,-122.3849
0,0,0,0,0.8146,4.3333,2320719801004,47.2212,-122.5375,47.2233,-122.5277
0,0,0,0,0.5431,3.8333,2321003001008,47.5609,-122.3811,47.5634,-122.3896
0,0,0,0,2.7949,10.6167,2323418001003,47.9768,-122.1053,47.9563,-122.1064
0,0,0,0,2.7713,7.1833,2341004601006,47.3879,-122.0438,47.4057,-122.0164
0,0,0,0,0.3045,2.1833,2300381501004,47.6553,-122.4005,47.6569,-122.3956
0,0,0,0,0.4785,3.1167,2300981101003,48.1009,-122.1772,48.0978,-122.1765
0,0,0,0,3.9762,12.15,2301282801002,47.6289,-122.1447,47.5914,-122.1629
0,0,0,0,1.2626,5.2167,2302824501004,47.5593,-122.1147,47.5623,-122.1243
0,0,0,0,1.7398,9.9,2309667001003,47.6698,-122.3745,47.6732,-122.4032
0,0,0,0,2.7924,8.4333,2324935501006,47.6552,-122.691,47.6704,-122.7125
0,0,0,0,0.3803,1.95,2330825001003,47.5784,-122.1673,47.5817,-122.1676
0,0,0,0,2.8825,10.0667,2332060801002,47.4146,-122.219,47.3901,-122.222
0,0,0,0,0.5139,2.8667,2332719001004,47.6707,-122.3869,47.6725,-122.3954
0,0,0,0,1.1595,4.8667,2332963001004,47.5792,-122.2999,47.5852,-122.3136
0,0,0,0,2.8801,9.1,2333300601003,47.2226,-122.4512,47.2089,-122.4817
0,0,0,0,2.9546,9.6333,2337523401002,47.5977,-122.317,47.5583,-122.3164
0,0,0,0,2.1158,6.05,2300170001003,47.2004,-122.529,47.2179,-122.5482
0,0,0,0,10.0457,21.2833,2303899101005,47.6058,-122.036,47.5628,-122.1144
0,0,0,0,5.1953,13.1833,2304878801005,47.7093,-122.3167,47.6596,-122.3382
0,0,0,0,2.0642,7.6667,2305312001003,47.4934,-121.7805,47.4751,-121.7666
0,0,0,0,2.6874,7.55,2308199101005,47.5765,-122.1714,47.5511,-122.1885
0,0,0,0,0.7879,4.55,2317589101007,47.8973,-122.205,47.9044,-122.2034
0,0,0,0,5.7241,14.5667,2317775001003,47.3602,-122.166,47.4298,-122.1829
0,0,0,0,3.0516,11.0667,2319873701003,47.8798,-122.211,47.8991,-122.2362
0,0,0,0,0.8562,3.45,2321273701002,47.9825,-122.201,47.9927,-122.2038
0,0,0,0,13.3905,21.2167,2323003101004,47.9215,-122.2259,47.9551,-122.0769
0,0,0,0,3.1615,9.75,2326013501005,47.2555,-122.5167,47.2868,-122.495
0,0,0,0,0.4921,3.3667,2326734401007,47.6351,-122.5197,47.6352,-122.5275
0,0,0,0,8.972,17.2333,2326925601002,47.194,-122.2021,47.2518,-122.2063
0,0,0,0,2.2786,8.15,2328364101002,47.3639,-122.0189,47.361,-122.0558
0,0,0,0,3.4741,10.0333,2329976501005,47.6351,-122.5197,47.6137,-122.5117
0,0,0,0,4.0992,16.1167,2330197601005,47.6699,-122.3742,47.698,-122.327
0,0,0,0,0.2722,2.4333,2331875501002,47.649,-122.3785,47.6473,-122.3753
0,0,0,0,3.745,11.6667,2337661001002,47.5624,-122.3299,47.5415,-122.3008
0,0,0,0,1.3515,6.9833,2339662801004,47.6692,-122.3749,47.6822,-122.3857
0,0,0,0,11.939,22.55,2324344601002,48.004,-122.1028,48.1015,-121.9861
0,0,0,0,0.7947,3.6167,2317432401012,47.8602,-122.2209,47.8639,-122.2271
0,0,0,0,1.4211,6.95,2311173201008,47.5311,-122.3743,47.5413,-122.3616
0,0,0,0,0.6313,3.6667,2310882101003,47.6562,-122.3843,47.6507,-122.3888
0,0,0,0,3.0603,12.2833,2310589701003,47.2253,-122.4679,47.2625,-122.4746
0,0,0,0,10.554,18.3833,2323378201002,47.9453,-122.1081,47.9238,-121.9683
0,0,0,0,0.6792,2.15,2302572101008,47.2911,-122.5155,47.2964,-122.5134
0,0,0,0,3.7761,11.9833,2308752501004,47.5624,-122.3299,47.5447,-122.2961
0,0,0,0,3.3374,10.9167,2334120401004,47.1906,-122.4358,47.1708,-122.4688
0,0,0,0,3.2827,11.0833,2303264701006,47.6752,-122.3656,47.664,-122.3969
0,0,0,0,3.4933,11.3333,2316196001002,47.8767,-122.2045,47.8442,-122.226
0,0,0,0,0.6456,3.95,2327432801002,47.7261,-122.2935,47.7303,-122.3023
0,0,0,0,1.9381,8.2333,2300519001002,47.822,-122.3168,47.8326,-122.2959
0,0,0,0,2.4513,9.8,2303059901002,47.686,-122.3697,47.6727,-122.4004
0,0,0,0,17.8501,30.3667,2303318601004,47.7121,-122.1805,47.6729,-122.3751
0,0,0,0,1.4664,5.85,2337249501003,47.558,-122.2854,47.5698,-122.2972
0,0,0,0,4.7392,7.1167,2332387101008,47.2334,-122.4996,47.2491,-122.4347
0,0,0,0,5.7185,17.7667,2332702701003,47.6998,-122.3777,47.6718,-122.3324
0,0,0,0,1.3434,7.1,2336699201003,47.669,-122.1158,47.6622,-122.0997
0,0,0,0,7.1625,13.55,2337611801003,47.4919,-122.1982,47.558,-122.1829
0,0,0,0,4.7877,13.0667,2315642401003,47.739,-122.2907,47.7873,-122.2731
0,0,0,0,4.8964,17.3667,2302040401003,47.8219,-122.2954,47.8066,-122.3815
0,0,0,0,1.5814,8.9667,2313108401004,47.4914,-121.7786,47.4872,-121.8034
0,0,0,0,4.6696,10.1,2324119201005,48.1937,-122.1257,48.2384,-122.0757
0,0,0,0,5.6563,15.7667,2327492301004,47.721,-122.3161,47.6825,-122.3761
0,0,0,0,3.0118,11.1167,2335239801004,47.2437,-122.4965,47.2551,-122.4507
0,0,0,0,1.024,3.9333,2340685601003,47.5387,-122.1674,47.5295,-122.1603
0,0,0,0,5.2139,16.9,2316176601006,47.7094,-122.3203,47.672,-122.2649
0,0,0,0,1.1104,7,2325818801007,47.6602,-122.3688,47.6537,-122.352
0,0,0,0,1.3322,5.4333,2301999801041,47.6681,-122.2771,47.6766,-122.289
0,0,0,0,1.1228,6.9667,2306582201007,47.6197,-122.2051,47.6092,-122.1958
0,0,0,0,2.7987,9.4833,2334458301005,47.4416,-122.2482,47.4477,-122.2887
0,0,0,0,12.8176,18.6667,2301160701003,47.2217,-122.4661,47.2859,-122.277
0,0,0,0,0.4909,3.3833,2304059901004,47.6607,-122.3366,47.6587,-122.3294
0,0,0,0,1.6423,8.05,2306493201004,47.4752,-122.285,47.4689,-122.262
0,0,0,0,4.7821,10.65,2314974301005,47.2979,-122.3445,47.2483,-122.3419
0,0,0,0,6.3187,17.7833,2315225401003,47.9035,-122.2101,47.8369,-122.1972
0,0,0,0,2.7918,7.35,2323811801007,48.0718,-122.0093,48.0785,-121.9642
0,0,0,0,5.8247,15.2,2334910501004,47.632,-122.1328,47.5708,-122.165
0,0,0,0,1.1707,4.0333,2312776201012,47.3602,-122.6048,47.3615,-122.6263
0,0,0,0,0.9227,3.25,2312186501010,47.4465,-122.4586,47.4548,-122.4638
0,0,0,0,1.3919,4.6167,2303260101004,47.6835,-122.2902,47.6979,-122.299
0,0,0,0,1.953,8.25,2311173201005,47.5486,-122.384,47.5413,-122.3616
0,0,0,0,0.5331,3.1667,2327089101003,47.7374,-122.6462,47.7435,-122.6453
0,0,0,0,3.407,6.75,2332643501004,47.6655,-122.5338,47.6256,-122.512
0,0,0,0,3.6487,9.5167,2311376201005,47.6273,-122.1742,47.6084,-122.2035
0,0,0,0,4.3658,16.1167,2329479301006,47.8081,-122.3193,47.8577,-122.2916
0,0,0,0,1.5596,8.5167,2340254001009,47.669,-122.3868,47.6762,-122.4091
0,0,0,0,2.7775,8.6833,2308073401003,47.4483,-122.1853,47.418,-122.1764
0,0,0,0,6.4952,14.3333,2312730001003,47.1616,-122.0312,47.1453,-122.1342
0,0,0,0,1.5422,6.7167,2334456701003,47.603,-122.1334,47.5921,-122.1552
0,0,0,0,4.7554,9.8333,2308696201005,47.3075,-122.2236,47.2781,-122.2574
0,0,0,0,9.9096,21.95,2326689001005,47.6215,-122.1318,47.6303,-122.06
0,0,0,0,5.3686,17.65,2326817401004,47.6557,-122.3612,47.6289,-122.3123
0,0,0,0,0.42,3.05,2308702701024,47.6194,-122.1756,47.6212,-122.1815
0,0,0,0,4.7616,10.15,2312231401002,47.6063,-122.8444,47.5587,-122.8384
0,0,0,0,2.6943,10.3833,2317537201006,47.8231,-122.3166,47.8495,-122.3312
0,0,0,0,9.5368,22.4667,2324703701004,47.8607,-122.0037,47.947,-121.9637
0,0,0,0,0.6959,3.6833,2300473801003,47.6393,-122.399,47.6438,-122.3933
0,0,0,0,0.5909,3.2167,2303321801002,47.6186,-122.3031,47.6126,-122.309
0,0,0,0,3.1802,9.1167,2308442401003,47.2265,-122.476,47.2473,-122.4444
0,0,0,0,5.3631,12.5667,2323667001002,47.7541,-122.1518,47.8115,-122.1285
0,0,0,0,2.5321,8.5333,2313459601002,47.5474,-122.0402,47.5683,-122.0288
0,0,0,0,1.4801,6.2667,2305109101002,47.4818,-122.3489,47.4983,-122.3571
0,0,0,0,3.0795,10.1833,2303104901019,47.6617,-122.2926,47.6268,-122.3082
0,0,0,0,10.0059,21.6833,2303105901002,47.8092,-122.3851,47.8338,-122.2828
0,0,0,0,7.8175,14.3,2319988601002,47.5396,-122.0449,47.5462,-122.1472
0,0,0,0,3.0509,10.55,2301797401002,47.9656,-122.2089,47.9325,-122.2242
0,0,0,0,14.2083,24.7167,2329976501003,47.7479,-122.6373,47.6137,-122.5117
0,0,0,0,20.2884,30.35,2325091801002,47.2929,-122.3238,47.1326,-122.1709
0,0,0,0,1.0296,4.9333,2332465601003,47.5821,-122.3855,47.5784,-122.4002
0,0,0,0,5.1878,16.9833,2339941601002,47.3453,-122.1645,47.375,-122.2271
0,0,0,0,7.0383,19.2,2304037301002,47.6481,-122.3032,47.5913,-122.2888
0,0,0,0,6.676,12.55,2315172901011,47.6292,-122.1916,47.6651,-122.1382
0,0,0,0,6.9817,12.4167,2332213601002,47.6759,-122.2069,47.7451,-122.1928
0,0,0,0,7.6901,15.95,2308594201005,47.472,-122.221,47.3907,-122.2704
0,0,0,0,3.8823,11.1833,2312514001002,47.3008,-122.5839,47.3167,-122.6196
0,0,0,0,2.2376,7.1333,2314008101004,47.5618,-122.3792,47.5334,-122.3736
0,0,0,0,17.3922,26.4333,2317885401004,47.6693,-122.1301,47.8621,-122.2501
0,0,0,0,5.6104,13.2667,2319707201002,47.751,-122.3462,47.8107,-122.3199
0,0,0,0,21.7175,27.6,2314480101008,47.6202,-122.3121,47.8888,-122.2755
0,0,0,0,15.8972,24.8167,2341176301002,47.2961,-122.2465,47.3927,-122.0232
0,0,0,0,2.3786,9.1333,2307959701002,47.6165,-122.3086,47.5887,-122.3043
0,0,0,0,4.7902,8.65,2324544801002,47.7277,-122.6364,47.7055,-122.5628
0,0,0,0,15.8972,24.8167,2341176301004,47.2961,-122.2465,47.3927,-122.0232
0,0,0,0,15.3075,26.8667,2304101101005,47.5716,-122.2173,47.6885,-122.3739
0,0,0,0,13.8653,20.0333,2319539701003,47.6088,-122.1523,47.5629,-122.3145
0,0,0,0,0.6785,3.7333,2328627801002,47.8103,-122.373,47.8036,-122.378
0,0,0,0,8.9664,21.2167,2303105201002,47.4657,-122.3358,47.5433,-122.3828
0,0,0,0,7.0923,13.7833,2304121701005,47.1878,-122.4508,47.2222,-122.5108
0,0,0,0,6.3548,11.7167,2309920701004,47.589,-122.2325,47.6186,-122.1916
0,0,0,0,2.3444,10.2833,2309390501002,47.634,-122.2849,47.6074,-122.2986
0,0,0,0,3.7158,13.3333,2314706601002,47.2985,-122.3297,47.2742,-122.3048
0,0,0,0,2.5029,6.6,2308226401004,47.6063,-122.3305,47.5831,-122.3111
0,0,0,0,1.912,8.1,2309569101004,47.5352,-122.3457,47.5429,-122.3672
0,0,0,0,1.8045,7.0833,2315769601002,47.7344,-122.3112,47.7183,-122.2975
0,0,0,0,7.2234,14.9,2324015301002,47.7307,-122.6188,47.8007,-122.666
0,0,0,0,1.3341,5.65,2308503901002,47.5381,-122.1837,47.5369,-122.1715
0,0,0,0,12.008,18.9667,2323863501002,47.562,-122.6248,47.6352,-122.7493
0,0,0,0,0.2871,1.8833,2338201001004,47.6156,-122.348,47.6136,-122.3474
0,0,0,0,3.0062,10.3333,2301714201004,47.7195,-122.36,47.6858,-122.3829
0,0,0,0,1.1384,4.6,2329479301002,47.8528,-122.2876,47.8577,-122.2916
0,0,0,0,4.1048,9.2167,2312465301006,47.1572,-122.3472,47.1058,-122.3593
0,0,0,0,7.9958,17.55,2325535001006,47.6608,-122.3135,47.596,-122.2997
0,0,0,0,0.2604,1.4833,2302605301010,47.676,-122.2936,47.6732,-122.2957
0,0,0,0,18.8406,37.4167,2311786201005,47.2016,-122.4235,46.9535,-122.4613
0,0,0,0,2.8036,12.7,2303059901008,47.657,-122.3573,47.6727,-122.4004
0,0,0,0,3.2541,7.7833,2310072901005,47.7319,-122.1812,47.7662,-122.1929
0,0,0,0,9.8494,21.2333,2316926101004,47.6131,-122.3131,47.4937,-122.3228
0,0,0,0,15.6697,21.9,2313008801005,47.6273,-122.1634,47.5767,-122.0243
0,0,0,0,2.5824,6.7833,2315773501005,47.6133,-122.1931,47.5897,-122.1634
0,0,0,0,0.4505,1.9667,2321748201004,47.2526,-122.4522,47.254,-122.4591
0,0,0,0,5.4687,11.5,2332702701007,47.6076,-122.3259,47.6718,-122.3324
0,0,0,0,0.5232,3.9,2340231901004,47.5608,-122.3797,47.5613,-122.3899
0,0,0,0,10.4919,22.55,2331416901004,47.5596,-122.2748,47.5841,-122.1726
0,0,0,0,0.763,4.7833,2335611201002,47.6611,-122.3278,47.6562,-122.3195
0,0,0,0,3.0087,15.1167,2339387401004,47.5991,-122.2991,47.6157,-122.3479
0,0,0,0,2.6365,10.3833,2326817401002,47.6355,-122.279,47.6289,-122.3123
0,0,0,0,1.6137,6.3333,2339890101007,47.6298,-122.372,47.6133,-122.3498
0,0,0,0,22.5036,36.0833,2304534801004,47.7345,-122.1428,47.6873,-122.3771
0,0,0,0,11.8464,15.9667,2320471201004,48.076,-122.183,48.1911,-122.1236
0,0,0,0,1.2272,7.6,2336723801003,47.6252,-122.3216,47.6173,-122.3358
0,0,0,0,0.9513,4.75,2305884901017,47.6633,-122.3022,47.6625,-122.3042
0,0,0,0,0.6307,2.3833,2309973701010,47.5721,-122.6601,47.5668,-122.6671
0,0,0,0,8.5606,15.15,2312322001006,47.3885,-122.6609,47.306,-122.7478
0,0,0,0,6.2218,13.75,2323730701003,47.5128,-122.6309,47.5198,-122.535
0,0,0,0,2.2295,9.3333,2304194401004,47.6395,-122.3615,47.6388,-122.388
0,0,0,0,1.8517,6.6333,2304560501003,47.9112,-122.2188,47.927,-122.2139
0,0,0,0,7.5832,15.45,2306529001013,47.6243,-122.3559,47.7096,-122.3328
0,0,0,0,4.4602,12.5333,2336944801002,47.6165,-122.2044,47.586,-122.1517
0,0,0,0,2.4718,9.1833,2307152401005,47.5819,-122.1381,47.5626,-122.161
0,0,0,0,3.0248,7.2667,2313866001005,47.7087,-122.3175,47.6818,-122.3234
0,0,0,0,2.063,7.3167,2314550301004,47.7851,-122.2202,47.7604,-122.2086
0,0,0,0,3.3995,8.3,2318812301002,47.3811,-122.2552,47.3914,-122.3075
0,0,0,0,0.5741,3.85,2320261201002,47.7548,-122.1536,47.7586,-122.1487
0,0,0,0,7.0252,19.65,2323166701007,47.7527,-122.1568,47.828,-122.1516
0,0,0,0,4.9672,10.3833,2332014101005,47.5503,-122.0561,47.5628,-122.1038
0,0,0,0,1.0644,5.8167,2301797401004,47.944,-122.2163,47.9325,-122.2242
0,0,0,0,6.4797,12.9333,2311376201007,47.6776,-122.2002,47.6084,-122.2035
0,0,0,0,6.3672,13.4,2312776201007,47.306,-122.5787,47.3616,-122.6265
0,0,0,0,2.1916,6.2667,2326850801005,47.8749,-122.2762,47.8871,-122.3059
0,0,0,0,6.4498,13.8167,2336593801003,47.6342,-122.2006,47.5969,-122.1522
0,0,0,0,1.8834,11.45,2340678301004,47.6045,-122.3308,47.62,-122.303
0,0,0,0,1.6094,5.5667,2312243101004,47.7453,-122.6395,47.7622,-122.6482
0,0,0,0,7.7553,14.15,2312465301002,47.1575,-122.289,47.1058,-122.3593
0,0,0,0,2.5644,8.9,2329861601033,47.2518,-122.5169,47.2484,-122.4672
0,0,0,0,3.9556,12.6333,2300177201010,47.7541,-122.2799,47.7478,-122.3235
0,0,0,0,1.5627,6.4833,2303649101002,47.6237,-122.3213,47.6412,-122.325
0,0,0,0,5.2301,19.5333,2304194401002,47.6918,-122.404,47.6388,-122.388
0,0,0,0,3.1348,8.9833,2308696201002,47.2809,-122.2079,47.2781,-122.2574
0,0,0,0,6.0838,12.6667,2314788501002,47.6054,-122.1896,47.5824,-122.2455
0,0,0,0,0.9557,6.0167,2303057401004,47.6096,-122.1788,47.6148,-122.1776
0,0,0,0,2.3376,8.0833,2305922101003,47.575,-122.3339,47.5577,-122.3153
0,0,0,0,2.1357,5.8333,2319043101002,47.5379,-122.161,47.5551,-122.1604
0,0,0,0,1.5994,5.4333,2325333601002,47.6313,-122.5004,47.6298,-122.5144
0,0,0,0,3.7661,14.5,2334618701002,47.655,-122.374,47.6146,-122.3372
0,0,0,0,76.2081,95.5833,2300999201002,47.7121,-121.1518,47.6796,-122.2733
0,0,0,0,1.5093,6.6833,2305072201002,47.2551,-122.4899,47.2613,-122.4665
0,0,0,0,2.1866,7.0333,2308199101002,47.541,-122.156,47.5511,-122.1885
0,0,0,0,1.6212,6.4833,2310301201003,47.759,-122.1732,47.7659,-122.1924
0,0,0,0,1.4695,5.7,2314008101002,47.5441,-122.3875,47.5334,-122.3736
0,0,0,0,2.0828,7.8333,2326734401002,47.6315,-122.5006,47.6352,-122.5275
0,0,0,0,0.7823,3.4667,2328887501002,47.5325,-122.2705,47.541,-122.2652
0,0,0,0,1.5093,6.6833,2305072201006,47.2551,-122.4899,47.2613,-122.4665
0,0,0,0,1.5379,5.6167,2303498301004,47.655,-122.374,47.6723,-122.3736
0,0,0,0,2.5526,9.2833,2305109101004,47.4667,-122.3436,47.4983,-122.3571
0,0,0,0,2.3792,11.8167,2309390501005,47.6137,-122.3343,47.6074,-122.2986
0,0,0,0,1.2993,7.1833,2320745701002,47.5625,-122.3731,47.5514,-122.3852
0,0,0,0,1.7417,7.6333,2326690001004,47.5796,-122.3255,47.5798,-122.3068
0,0,0,0,3.018,8.1167,2331042601004,47.5363,-122.1399,47.5627,-122.1112
0,0,0,0,0.9557,6.3167,2304008901005,47.6872,-122.2626,47.6816,-122.2655
0,0,0,0,1.5857,5.9833,2316196001006,47.857,-122.2202,47.8442,-122.226
0,0,0,0,1.8461,11.5333,2320546801004,47.6298,-122.3601,47.619,-122.3365
0,0,0,0,29.4051,36.1,2328833501005,47.5415,-122.0482,47.8447,-122.2261
0,0,0,0,6.1858,14.45,2330219001004,47.5036,-122.1579,47.5581,-122.1235
0,0,0,0,2.9229,10.3167,2332941301015,47.566,-122.313,47.5401,-122.2888
0,0,0,0,8.1021,16.6667,2300282801002,47.2995,-122.5056,47.2228,-122.4475
0,0,0,0,8.1387,14.95,2322272501003,47.8748,-122.2747,47.785,-122.308
0,0,0,0,2.5079,9.0833,2311505701002,47.2472,-122.5512,47.2277,-122.531
0,0,0,0,5.4003,15.5833,2316928601002,47.7917,-122.3044,47.7475,-122.3585
0,0,0,0,12.3721,20.5833,2319705201005,47.8504,-122.2502,47.7213,-122.2929
0,0,0,0,11.4115,18.75,2335057401003,47.4591,-122.2591,47.5726,-122.1648
0,0,0,0,0.8668,4.6333,2317432401014,47.8616,-122.2213,47.8639,-122.2271
0,0,0,0,7.2769,25.8,2332719001002,47.627,-122.3083,47.6725,-122.3954
0,0,0,0,1.011,5.15,2326734401005,47.6248,-122.5272,47.6352,-122.5275
0,0,0,0,9.8767,17.55,2312243101006,47.7991,-122.5048,47.7622,-122.6482
0,0,0,0,10.7708,16.3333,2333441501002,47.6178,-122.1766,47.5989,-122.3182
0,0,0,0,7.3048,17.45,2339418501002,47.6802,-122.3286,47.6026,-122.2964
0,0,0,0,34.8981,49.3833,2305703101003,47.3049,-122.5214,47.5093,-122.2384
0,0,0,0,17.8532,33.1,2326180501002,47.8155,-122.3344,47.6099,-122.2852
0,0,0,0,12.8127,22.2333,2300640001004,47.6624,-122.3298,47.5248,-122.3931
0,0,0,0,1.6702,7.1167,2303014701007,47.6864,-122.304,47.7018,-122.3174
0,0,0,0,7.5472,21.2,2314227401003,47.3321,-122.2298,47.3785,-122.3211
0,0,0,0,5.7794,15.6833,2338472901004,47.5613,-122.3873,47.56,-122.291
0,0,0,0,4.7759,8.95,2315456801005,47.9651,-122.2023,47.9814,-122.1364
0,0,0,0,5.6383,12.9,2319216401002,47.5895,-122.7324,47.576,-122.6514
0,0,0,0,8.9943,17.7,2321456001002,47.9418,-122.2836,47.8847,-122.2171
0,0,0,0,14.5761,29.1667,2324573001002,47.4933,-122.7658,47.5611,-122.543
0,0,0,0,1.5478,6.0833,2302990601002,47.5225,-122.3763,47.5291,-122.3924
0,0,0,0,15.7232,26.7833,2305554801006,47.5037,-122.3454,47.5833,-122.1712
0,0,0,0,9.8189,14.9333,2337611801006,47.5331,-122.0369,47.558,-122.1829
0,0,0,0,0.8357,5.7167,2340191701003,47.6188,-122.3494,47.6155,-122.3408
0,0,0,0,4.3869,7.2667,2301699201002,47.2506,-122.5155,47.2463,-122.4667
0,0,0,0,8.7035,17.3333,2308479601002,47.6616,-122.3113,47.5575,-122.2989
0,0,0,0,7.9393,16.8,2335785501002,47.695,-122.1069,47.6168,-122.1373
0,0,0,0,8.5178,16.1167,2322472301004,47.5339,-122.6266,47.4668,-122.5442
0,0,0,0,3.1193,10.2333,2315016701021,47.4471,-122.1359,47.4396,-122.1635
