"","GEOID","name","state","variable","estimate","moe","label","concept","census_geography","acs_type","year","se","cv","reliability"
"235","53053","Pierce County","Washington","B08201_025",74946,2940,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1787.23404255319,0.0238469570431136,"good"
"236","53053","Pierce County","Washington","B08201_026",683,316,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,192.09726443769,0.28125514558959,"fair"
"237","53053","Pierce County","Washington","B08201_027",8521,1722,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1046.8085106383,0.12285042960196,"good"
"238","53053","Pierce County","Washington","B08201_028",30648,2589,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1573.86018237082,0.0513527859035115,"good"
"239","53053","Pierce County","Washington","B08201_029",19744,1815,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1103.34346504559,0.0558824688536058,"good"
"240","53053","Pierce County","Washington","B08201_030",15350,1710,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1039.51367781155,0.0677207607694821,"good"
"241","53061","Snohomish County","Washington","B08201_001",292430,2330,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1416.41337386018,0.00484359803665897,"good"
"242","53061","Snohomish County","Washington","B08201_002",13500,2109,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1282.06686930091,0.094967916244512,"good"
"243","53061","Snohomish County","Washington","B08201_003",77503,3667,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2229.17933130699,0.0287624908881849,"good"
"244","53061","Snohomish County","Washington","B08201_004",118133,4300,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2613.98176291793,0.0221274475626449,"good"
"245","53061","Snohomish County","Washington","B08201_005",52316,3749,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2279.0273556231,0.0435627218369734,"good"
"246","53061","Snohomish County","Washington","B08201_006",30978,3041,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1848.63221884498,0.059675647841855,"good"
"247","53061","Snohomish County","Washington","B08201_007",69502,4204,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2555.62310030395,0.0367704972562509,"good"
"248","53061","Snohomish County","Washington","B08201_008",9273,1757,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1068.08510638298,0.115182261014017,"good"
"249","53061","Snohomish County","Washington","B08201_009",45528,3362,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2043.76899696049,0.0448903750869901,"good"
"250","53061","Snohomish County","Washington","B08201_010",9975,1465,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,890.577507598784,0.0892809531427353,"good"
"251","53061","Snohomish County","Washington","B08201_011",2631,859,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,522.188449848024,0.19847527550286,"fair"
"252","53061","Snohomish County","Washington","B08201_012",2095,952,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,578.723404255319,0.27624028842736,"fair"
"253","53061","Snohomish County","Washington","B08201_013",101494,3895,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2367.7811550152,0.0233292722231383,"good"
"254","53061","Snohomish County","Washington","B08201_014",2460,892,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,542.249240121581,0.220426520374626,"fair"
"255","53061","Snohomish County","Washington","B08201_015",19317,2246,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1365.34954407295,0.070681241604439,"good"
"256","53061","Snohomish County","Washington","B08201_016",56335,3056,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1857.75075987842,0.0329768484934485,"good"
"257","53061","Snohomish County","Washington","B08201_017",17657,1827,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1110.63829787234,0.0629007361314119,"good"
"258","53061","Snohomish County","Washington","B08201_018",5725,949,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,576.899696048632,0.100768505860023,"good"
"259","53061","Snohomish County","Washington","B08201_019",47956,2914,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1771.42857142857,0.0369386223085447,"good"
"260","53061","Snohomish County","Washington","B08201_020",670,395,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,240.121580547112,0.358390418727034,"use with caution"
"261","53061","Snohomish County","Washington","B08201_021",6331,1183,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,719.148936170213,0.113591681593779,"good"
"262","53061","Snohomish County","Washington","B08201_022",20294,2226,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1353.1914893617,0.0666793874722431,"good"
"263","53061","Snohomish County","Washington","B08201_023",13322,1866,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1134.34650455927,0.0851483639513039,"good"
"264","53061","Snohomish County","Washington","B08201_024",7339,1358,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,825.531914893617,0.112485613148061,"good"
"265","53061","Snohomish County","Washington","B08201_025",73478,3507,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2131.91489361702,0.0290143293722886,"good"
"266","53061","Snohomish County","Washington","B08201_026",1097,639,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,388.449848024316,0.354101958089623,"use with caution"
"267","53061","Snohomish County","Washington","B08201_027",6327,1460,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,887.537993920973,0.140277855843365,"good"
"268","53061","Snohomish County","Washington","B08201_028",31529,2916,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1772.6443768997,0.0562226641155665,"good"
"269","53061","Snohomish County","Washington","B08201_029",18706,2273,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1381.76291793313,0.0738673643714921,"good"
"270","53061","Snohomish County","Washington","B08201_030",15819,2157,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1311.2462006079,0.0828905873069033,"good"
"271","REGION","Region","Washington","B08201_001",1595239,7318.49226275467,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,4448.93146672017,0.00278888083022053,"good"
"272","REGION","Region","Washington","B08201_002",120531,5431.5196768492,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,3301.83566981714,0.027394078451329,"good"
"273","REGION","Region","Washington","B08201_003",503459,9523.47100588856,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,5789.344076528,0.0114991371224429,"good"
"274","REGION","Region","Washington","B08201_004",600082,10403.6034622625,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,6324.37900441489,0.010539191317878,"good"
"275","REGION","Region","Washington","B08201_005",239700,7344.50018721492,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,4464.74175514585,0.0186263736134579,"good"
"276","REGION","Region","Washington","B08201_006",131467,5922.82601466563,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,3600.50213657485,0.0273871171972803,"good"
"277","REGION","Region","Washington","B08201_007",430111,9569.73667349316,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,5817.46910242746,0.0135255064446793,"good"
"278","REGION","Region","Washington","B08201_008",85143,4969.66045117773,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,3021.07018308676,0.0354823083880855,"good"
"279","REGION","Region","Washington","B08201_009",275902,8440.33245790709,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,5130.90119021708,0.0185968249241291,"good"
"280","REGION","Region","Washington","B08201_010",52008,3741.89871589278,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2274.71046558831,0.0437377031531363,"good"
"281","REGION","Region","Washington","B08201_011",11638,1863.54608207042,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1132.85476113703,0.0973410174546341,"good"
"282","REGION","Region","Washington","B08201_012",5420,1347.97069701088,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,819.435074170748,0.151187283057334,"fair"
"283","REGION","Region","Washington","B08201_013",558268,9902.40733357298,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,6019.7005067313,0.0107828148966649,"good"
"284","REGION","Region","Washington","B08201_014",23875,2625.48909729216,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1596.04200443292,0.0668499268872429,"good"
"285","REGION","Region","Washington","B08201_015",139894,6162.63880168228,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,3746.28498582509,0.026779454342753,"good"
"286","REGION","Region","Washington","B08201_016",286146,6988.92051750483,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,4248.58390121874,0.0148476089171917,"good"
"287","REGION","Region","Washington","B08201_017",80019,3925.63243312463,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2386.40269490859,0.0298229507355577,"good"
"288","REGION","Region","Washington","B08201_018",28334,2562.47809746737,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1557.73744526892,0.0549776750641956,"good"
"289","REGION","Region","Washington","B08201_019",246396,7552.04879486355,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,4590.9111214976,0.0186322469581389,"good"
"290","REGION","Region","Washington","B08201_020",6180,1614.02168510835,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,981.168197634256,0.158765080523342,"fair"
"291","REGION","Region","Washington","B08201_021",45030,3284.44394076075,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1996.62245638951,0.0443398280344107,"good"
"292","REGION","Region","Washington","B08201_022",102220,5213.9636554161,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,3169.58276924991,0.0310074620353151,"good"
"293","REGION","Region","Washington","B08201_023",65985,3969.79306765479,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2413.24806544364,0.0365726765998884,"good"
"294","REGION","Region","Washington","B08201_024",26981,2620.38737594273,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,1592.94065406853,0.059039348210538,"good"
"295","REGION","Region","Washington","B08201_025",360464,7498.04467844784,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,4558.08187139686,0.0126450404794844,"good"
"296","REGION","Region","Washington","B08201_026",5333,1235.38536497726,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,750.99414284332,0.140820203045813,"good"
"297","REGION","Region","Washington","B08201_027",42633,3782.67960578212,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2299.50128011071,0.0539371210121435,"good"
"298","REGION","Region","Washington","B08201_028",159708,6281.86063201023,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,3818.7602626202,0.0239108890138265,"good"
"299","REGION","Region","Washington","B08201_029",82058,4228.22090246004,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2570.3470531672,0.0313235400956299,"good"
"300","REGION","Region","Washington","B08201_030",70732,4343.05503073585,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2017,2640.15503388198,0.0373261753362266,"good"
"301","53033","King County","Washington","B08201_001",897476,5960,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,3623.10030395137,0.00403698851440191,"good"
"302","53033","King County","Washington","B08201_002",96512,5356,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,3255.92705167173,0.0337359815532963,"good"
"303","53033","King County","Washington","B08201_003",309157,7364,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,4476.59574468085,0.0144800077134946,"good"
"304","53033","King County","Washington","B08201_004",320464,7223,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,4390.88145896657,0.0137016371853518,"good"
"305","53033","King County","Washington","B08201_005",116687,5483,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,3333.13069908815,0.0285647132850116,"good"
"306","53033","King County","Washington","B08201_006",54656,3706,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,2252.88753799392,0.0412194002121253,"good"
"307","53033","King County","Washington","B08201_007",262100,7814,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,4750.15197568389,0.0181234337111175,"good"
"308","53033","King County","Washington","B08201_008",65125,4373,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,2658.35866261398,0.0408193268731514,"good"
"309","53033","King County","Washington","B08201_009",163023,6253,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,3801.21580547112,0.0233170522286495,"good"
"310","53033","King County","Washington","B08201_010",28469,3249,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1975.07598784195,0.0693763738748093,"good"
"311","53033","King County","Washington","B08201_011",3780,1064,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,646.808510638298,0.171113362602724,"fair"
"312","53033","King County","Washington","B08201_012",1703,579,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,351.975683890577,0.206679790892882,"fair"
"313","53033","King County","Washington","B08201_013",308473,7564,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,4598.17629179331,0.0149062520602883,"good"
"314","53033","King County","Washington","B08201_014",20162,2622,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1593.92097264438,0.0790556974826097,"good"
"315","53033","King County","Washington","B08201_015",91324,5600,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,3404.25531914894,0.0372766777533719,"good"
"316","53033","King County","Washington","B08201_016",150541,5818,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,3536.77811550152,0.0234937865133188,"good"
"317","53033","King County","Washington","B08201_017",35079,2679,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1628.57142857143,0.0464258225311847,"good"
"318","53033","King County","Washington","B08201_018",11367,1698,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1032.2188449848,0.0908083790784554,"good"
"319","53033","King County","Washington","B08201_019",139746,6877,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,4180.54711246201,0.0299153257514491,"good"
"320","53033","King County","Washington","B08201_020",6394,1705,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1036.47416413374,0.162101057887666,"fair"
"321","53033","King County","Washington","B08201_021",31431,3308,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,2010.94224924012,0.0639795822353766,"good"
"322","53033","King County","Washington","B08201_022",55554,3330,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,2024.31610942249,0.036438710253492,"good"
"323","53033","King County","Washington","B08201_023",34980,3179,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1932.52279635258,0.0552465064709143,"good"
"324","53033","King County","Washington","B08201_024",11387,1718,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1044.37689969605,0.0917165978480766,"good"
"325","53033","King County","Washington","B08201_025",187157,6604,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,4014.5896656535,0.0214503847873897,"good"
"326","53033","King County","Washington","B08201_026",4831,1357,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,824.924012158055,0.170756367658467,"fair"
"327","53033","King County","Washington","B08201_027",23379,2617,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1590.88145896657,0.0680474553644966,"good"
"328","53033","King County","Washington","B08201_028",85900,4337,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,2636.47416413374,0.0306923651237921,"good"
"329","53033","King County","Washington","B08201_029",42848,3202,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1946.50455927052,0.0454281310509363,"good"
"330","53033","King County","Washington","B08201_030",30199,2717,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1651.6717325228,0.0546929279950593,"good"
"331","53035","Kitsap County","Washington","B08201_001",105411,1928,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1172.03647416413,0.0111187302479261,"good"
"332","53035","Kitsap County","Washington","B08201_002",4622,965,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,586.626139817629,0.126920411037999,"good"
"333","53035","Kitsap County","Washington","B08201_003",28020,2034,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1236.47416413374,0.0441282713823604,"good"
"334","53035","Kitsap County","Washington","B08201_004",39732,2498,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1518.54103343465,0.038219597136682,"good"
"335","53035","Kitsap County","Washington","B08201_005",22111,2213,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1345.28875379939,0.0608425106869609,"good"
"336","53035","Kitsap County","Washington","B08201_006",10926,1371,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,833.434650455927,0.0762799423811026,"good"
"337","53035","Kitsap County","Washington","B08201_007",25652,1954,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1187.84194528875,0.046306016891032,"good"
"338","53035","Kitsap County","Washington","B08201_008",3291,783,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,475.987841945289,0.144633194149282,"good"
"339","53035","Kitsap County","Washington","B08201_009",15397,1683,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1023.10030395137,0.0664480290934187,"good"
"340","53035","Kitsap County","Washington","B08201_010",4656,1183,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,719.148936170213,0.154456386634496,"fair"
"341","53035","Kitsap County","Washington","B08201_011",1624,810,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,492.401215805471,0.303202719092039,"use with caution"
"342","53035","Kitsap County","Washington","B08201_012",684,515,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,313.06990881459,0.45770454505057,"use with caution"
"343","53035","Kitsap County","Washington","B08201_013",40697,2143,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1302.73556231003,0.0320106042782031,"good"
"344","53035","Kitsap County","Washington","B08201_014",624,349,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,212.158054711246,0.339996882550074,"use with caution"
"345","53035","Kitsap County","Washington","B08201_015",9175,1429,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,868.693009118541,0.0946804369611489,"good"
"346","53035","Kitsap County","Washington","B08201_016",19144,1703,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1035.25835866261,0.0540774320237471,"good"
"347","53035","Kitsap County","Washington","B08201_017",9367,1511,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,918.54103343465,0.0980613892852194,"good"
"348","53035","Kitsap County","Washington","B08201_018",2387,529,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,321.580547112462,0.134721636829687,"good"
"349","53035","Kitsap County","Washington","B08201_019",17235,1753,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1065.65349544073,0.0618307801242083,"good"
"350","53035","Kitsap County","Washington","B08201_020",557,318,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,193.313069908815,0.347061166802181,"use with caution"
"351","53035","Kitsap County","Washington","B08201_021",2156,814,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,494.83282674772,0.229514298120464,"fair"
"352","53035","Kitsap County","Washington","B08201_022",7330,1442,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,876.595744680851,0.119590142521262,"good"
"353","53035","Kitsap County","Washington","B08201_023",5032,1139,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,692.401215805471,0.137599605684712,"good"
"354","53035","Kitsap County","Washington","B08201_024",2160,641,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,389.665653495441,0.180400765507148,"fair"
"355","53035","Kitsap County","Washington","B08201_025",21827,2042,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,1241.33738601824,0.056871644569489,"good"
"356","53035","Kitsap County","Washington","B08201_026",150,150,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,91.1854103343465,0.60790273556231,"use with extreme caution"
"357","53035","Kitsap County","Washington","B08201_027",1292,593,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,360.48632218845,0.27901418126041,"fair"
"358","53035","Kitsap County","Washington","B08201_028",8602,1411,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,857.750759878419,0.0997152708531062,"good"
"359","53035","Kitsap County","Washington","B08201_029",6088,1128,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,685.714285714286,0.11263375258119,"good"
"360","53035","Kitsap County","Washington","B08201_030",5695,1038,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2018,631.003039513678,0.110799480160435,"good"
