"","survey_year","hh_id","daynum","deliver_package","n_days","hh_day_weight"
"1333",2023,"23060584",3,"Yes",4,156.386009481308
"1334",2023,"23060584",7,"No",4,156.386009481308
"1335",2023,"23060589",1,"No",1,81.7451088292144
"1336",2023,"23060650",1,"No",1,1214.64515487364
"1337",2023,"23060687",1,NA,1,22.4945836150471
"1338",2023,"23060823",1,"Yes",1,242.034731895961
"1339",2023,"23060941",1,NA,1,44.3445533064438
"1340",2023,"23061063",1,"No",4,7.90286841046723
"1341",2023,"23061063",2,"No",4,7.90286841046723
"1342",2023,"23061063",3,"No",4,7.90286841046723
"1343",2023,"23061063",4,"No",4,7.90286841046723
"1344",2023,"23061186",1,NA,1,23.651334184681
"1345",2023,"23061407",1,NA,1,722.017322513532
"1346",2023,"23061574",1,"Yes",1,54.1672063069658
"1347",2023,"23061702",1,"No",1,459.863336098573
"1348",2023,"23061796",1,"No",1,114.399465418752
"1349",2023,"23061903",1,NA,1,4901.94477716448
"1350",2023,"23062059",7,NA,1,4919.25525676575
"1351",2023,"23062242",2,"Yes",2,621.651757203135
"1352",2023,"23062242",7,"No",2,621.651757203135
"1353",2023,"23062286",1,"Yes",4,13.2311677257755
"1354",2023,"23062286",2,"No",4,13.2311677257755
"1355",2023,"23062286",6,"No",4,13.2311677257755
"1356",2023,"23062286",7,"Yes",4,13.2311677257755
"1357",2023,"23062482",1,"No",1,60.221154267545
"1358",2023,"23062606",1,NA,1,834.958549832301
"1359",2023,"23062659",1,NA,1,187.081639468076
"1360",2023,"23062665",1,NA,1,155.206742533894
"1361",2023,"23062686",1,"No",1,21.3500073726918
"1362",2023,"23062726",1,"No",1,80.9354200573107
"1363",2023,"23062881",1,NA,1,80.5233662750861
"1364",2023,"23062921",1,"No",1,25.2710664561024
"1365",2023,"23062976",1,NA,1,22.514595332576
"1366",2023,"23063197",1,"No",1,969.595093416637
"1367",2023,"23063265",1,NA,1,2283.36532840502
"1368",2023,"23063285",1,"No",3,7.4881356428501
"1369",2023,"23063285",2,"Yes",3,7.4881356428501
"1370",2023,"23063285",3,"Yes",3,7.4881356428501
"1371",2023,"23063329",1,"No",1,22.3343904081218
"1372",2023,"23063396",1,NA,1,23.0740798106818
"1373",2023,"23063682",1,"No",1,157.612553632217
"1374",2023,"23063715",1,NA,1,4956.56631040002
"1375",2023,"23063917",1,NA,1,4812.35017524802
"1376",2023,"23063977",4,"Yes",3,345.039998230077
"1377",2023,"23063977",5,"Yes",3,345.039998230077
"1378",2023,"23063977",6,"No",3,345.039998230077
"1379",2023,"23064041",1,NA,1,4578.73812932291
"1380",2023,"23064055",1,"No",3,122.699317454429
"1381",2023,"23064055",3,"Yes",3,122.699317454429
"1382",2023,"23064055",4,"No",3,122.699317454429
"1383",2023,"23064099",3,"No",4,20.4565105262663
"1384",2023,"23064099",4,"Yes",4,20.4565105262663
"1385",2023,"23064099",5,"Yes",4,20.4565105262663
"1386",2023,"23064099",6,"No",4,20.4565105262663
"1387",2023,"23064129",1,"No",1,28.6684879697731
"1388",2023,"23064164",1,"No",1,150.764122584892
"1389",2023,"23064177",1,"No",1,81.1689121143458
"1390",2023,"23064217",1,"No",1,1424.75788458533
"1391",2023,"23064396",1,"Yes",1,864.749165166214
"1392",2023,"23064735",1,"No",4,5.6518972451884
"1393",2023,"23064735",5,"No",4,5.6518972451884
"1394",2023,"23064735",6,"No",4,5.6518972451884
"1395",2023,"23064735",7,"No",4,5.6518972451884
"1396",2023,"23064822",2,NA,1,118.193927738409
"1397",2023,"23064823",1,"No",1,22.7651779944175
"1398",2023,"23064932",1,NA,1,153.458913371481
"1399",2023,"23065196",2,"No",4,33.359861409107
"1400",2023,"23065196",3,"No",4,33.359861409107
"1401",2023,"23065196",4,"No",4,33.359861409107
"1402",2023,"23065196",5,"No",4,33.359861409107
"1403",2023,"23065330",4,"Yes",4,5.64954909850765
"1404",2023,"23065330",5,"Yes",4,5.64954909850765
"1405",2023,"23065330",6,"No",4,5.64954909850765
"1406",2023,"23065330",7,"No",4,5.64954909850765
"1407",2023,"23065418",1,NA,1,14.3471108738624
"1408",2023,"23065822",1,NA,1,15.017462964975
"1409",2023,"23065900",1,NA,1,322.638848406192
"1410",2023,"23066013",2,"No",3,420.281831573367
"1411",2023,"23066013",6,"No",3,420.281831573367
"1412",2023,"23066013",7,"No",3,420.281831573367
"1413",2023,"23066066",1,"No",1,196.457971354087
"1414",2023,"23066213",1,NA,1,23.6622444374065
"1415",2023,"23066366",1,NA,1,16.6532215544831
"1416",2023,"23066367",2,"No",4,37.847856585024
"1417",2023,"23066367",3,"No",4,37.847856585024
"1418",2023,"23066367",4,"No",4,37.847856585024
"1419",2023,"23066367",5,"No",4,37.847856585024
"1420",2023,"23066492",1,"Yes",1,462.010948250824
"1421",2023,"23066595",1,"No",1,22.9132343310473
"1422",2023,"23066663",2,"Yes",3,8.24732740470557
"1423",2023,"23066663",3,"No",3,8.24732740470557
"1424",2023,"23066663",5,"Yes",3,8.24732740470557
"1425",2023,"23066803",1,"No",1,13.8926612543612
"1426",2023,"23067071",1,"No",1,93.67079272332
"1427",2023,"23067082",1,"Yes",3,8.697625112049
"1428",2023,"23067082",2,"No",3,8.697625112049
"1429",2023,"23067082",7,"No",3,8.697625112049
"1430",2023,"23067097",1,NA,1,14.0208157426392
"1431",2023,"23067108",1,"Yes",3,32.3894095383541
"1432",2023,"23067108",2,"Yes",3,32.3894095383541
"1433",2023,"23067108",4,"Yes",3,32.3894095383541
"1434",2023,"23067124",1,"No",1,108.309646669128
"1435",2023,"23067213",6,NA,1,14.7409048512752
"1436",2023,"23067442",1,NA,1,23.4048344810451
"1437",2023,"23067488",2,"Yes",4,38.674679487693
"1438",2023,"23067488",3,"No",4,38.674679487693
"1439",2023,"23067488",4,"No",4,38.674679487693
"1440",2023,"23067488",5,"No",4,38.674679487693
"1441",2023,"23067513",1,"No",1,22.7874725994263
"1442",2023,"23067654",1,NA,1,22.3529018478946
"1443",2023,"23067885",1,NA,1,80.9990891127193
"1444",2023,"23067918",1,NA,1,4924.35977135022
"1445",2023,"23068005",1,"Yes",1,23.5923879394063
"1446",2023,"23068152",1,"No",4,20.8023029660351
"1447",2023,"23068152",2,"Yes",4,20.8023029660351
"1448",2023,"23068152",6,"Yes",4,20.8023029660351
"1449",2023,"23068152",7,"No",4,20.8023029660351
"1450",2023,"23068165",1,"No",4,16.8017134985812
"1451",2023,"23068165",2,"No",4,16.8017134985812
"1452",2023,"23068165",3,"No",4,16.8017134985812
"1453",2023,"23068165",4,"No",4,16.8017134985812
"1454",2023,"23068180",1,"No",4,14.7830366065103
"1455",2023,"23068180",5,"No",4,14.7830366065103
"1456",2023,"23068180",6,"No",4,14.7830366065103
"1457",2023,"23068180",7,"No",4,14.7830366065103
"1458",2023,"23068393",1,"No",1,22.2088504614093
"1459",2023,"23068483",4,"Yes",4,10.3220485295795
"1460",2023,"23068483",5,"No",4,10.3220485295795
"1461",2023,"23068483",6,"No",4,10.3220485295795
"1462",2023,"23068483",7,"Yes",4,10.3220485295795
"1463",2023,"23068588",2,"No",4,88.6815387924023
"1464",2023,"23068588",3,"No",4,88.6815387924023
"1465",2023,"23068588",4,"Yes",4,88.6815387924023
"1466",2023,"23068588",5,"Yes",4,88.6815387924023
"1467",2023,"23068759",1,"No",1,883.327220643663
"1468",2023,"23069016",1,NA,1,22.6290516584994
"1469",2023,"23069060",1,NA,1,22.6567063904316
"1470",2023,"23069106",1,NA,1,155.857990799793
"1471",2023,"23069110",1,NA,1,24.1823085326716
"1472",2023,"23069212",1,"No",3,132.970155357988
"1473",2023,"23069212",2,"No",3,132.970155357988
"1474",2023,"23069212",7,"No",3,132.970155357988
"1475",2023,"23069233",1,"Yes",1,22.8910957305018
"1476",2023,"23069438",1,NA,1,31.3668376811078
"1477",2023,"23069526",1,NA,1,14.9346540509975
"1478",2023,"23069684",4,"Yes",4,13.961962098755
"1479",2023,"23069684",5,"No",4,13.961962098755
"1480",2023,"23069684",6,"No",4,13.961962098755
"1481",2023,"23069684",7,"No",4,13.961962098755
"1482",2023,"23069840",1,"No",1,23.0143367053298
"1483",2023,"23069862",5,"No",3,7.53801796358727
"1484",2023,"23069862",6,"No",3,7.53801796358727
"1485",2023,"23069862",7,"No",3,7.53801796358727
"1486",2023,"23069888",7,NA,1,23.7879495221285
"1487",2023,"23070075",1,NA,1,152.585878766324
"1488",2023,"23070172",1,NA,1,3634.53156609502
"1489",2023,"23070284",1,NA,1,349.123928096659
"1490",2023,"23070316",1,"Yes",1,25.2710664561024
"1491",2023,"23070319",1,"Yes",1,288.8816260831
"1492",2023,"23070333",1,"No",1,213.02812296442
"1493",2023,"23070358",3,"No",2,39.9564789685902
"1494",2023,"23070358",6,"No",2,39.9564789685902
"1495",2023,"23070385",1,"No",1,22.1812666264689
"1496",2023,"23070475",1,"No",4,6.0635907201843
"1497",2023,"23070475",5,"No",4,6.0635907201843
"1498",2023,"23070475",6,"No",4,6.0635907201843
"1499",2023,"23070475",7,"No",4,6.0635907201843
"1500",2023,"23070486",1,NA,1,14.7017430346004
"1501",2023,"23070744",1,NA,1,23.6471224578254
"1502",2023,"23070771",1,"No",4,20.1589444147502
"1503",2023,"23070771",5,"No",4,20.1589444147502
"1504",2023,"23070771",6,"No",4,20.1589444147502
"1505",2023,"23070771",7,"No",4,20.1589444147502
"1506",2023,"23070896",1,"No",1,62.0467492950383
"1507",2023,"23071001",1,"No",1,23.5289944024239
"1508",2023,"23071063",1,"Yes",1,176.106642790831
"1509",2023,"23071105",1,"Yes",3,49.9996193558457
"1510",2023,"23071105",2,"Yes",3,49.9996193558457
"1511",2023,"23071105",3,"Yes",3,49.9996193558457
"1512",2023,"23071106",1,NA,1,198.79606108276
"1513",2023,"23071109",1,"Yes",1,257.623369107484
"1514",2023,"23071153",1,NA,1,19.1321745912987
"1515",2023,"23071163",6,NA,1,247.5749568658
"1516",2023,"23071175",1,"No",1,43.9460326605554
"1517",2023,"23071261",5,NA,1,146.013096629994
"1518",2023,"23071298",1,"No",1,22.6346295985743
"1519",2023,"23071304",1,"No",1,22.1596519853705
"1520",2023,"23071394",1,NA,1,202.85859863531
"1521",2023,"23071524",1,NA,1,14.7017430346004
"1522",2023,"23071625",1,"Yes",4,312.936347995683
"1523",2023,"23071625",5,"Yes",4,312.936347995683
"1524",2023,"23071625",6,"Yes",4,312.936347995683
"1525",2023,"23071625",7,"Yes",4,312.936347995683
"1526",2023,"23071714",4,"Yes",4,34.8268424302955
"1527",2023,"23071714",5,"Yes",4,34.8268424302955
"1528",2023,"23071714",6,"No",4,34.8268424302955
"1529",2023,"23071714",7,"Yes",4,34.8268424302955
"1530",2023,"23072028",1,NA,1,22.4724910338463
"1531",2023,"23072066",1,"No",1,402.235306781391
"1532",2023,"23072235",1,"No",1,27.8670809674779
"1533",2023,"23072538",2,"No",3,20.6068332561626
"1534",2023,"23072538",4,"No",3,20.6068332561626
"1535",2023,"23072538",5,"No",3,20.6068332561626
"1536",2023,"23072609",1,"No",1,430.090132190843
"1537",2023,"23072642",1,NA,1,169.804452545575
"1538",2023,"23072672",1,"No",1,22.7255278429967
"1539",2023,"23072735",1,"No",3,5.48430950525257
"1540",2023,"23072735",2,"Yes",3,5.48430950525257
"1541",2023,"23072735",6,"No",3,5.48430950525257
"1542",2023,"23072768",1,NA,1,15.1881530548325
"1543",2023,"23072787",1,"No",1,1259.00979481254
"1544",2023,"23072819",1,"No",1,270.745397000433
"1545",2023,"23072827",1,"Yes",1,55.096640334073
"1546",2023,"23072979",1,"No",1,120.023202621859
"1547",2023,"23073014",1,NA,1,14.1895245132186
"1548",2023,"23073028",4,NA,1,65.566799310036
"1549",2023,"23073112",1,"No",1,63.0075482658751
"1550",2023,"23073302",1,NA,1,22.1396995584
"1551",2023,"23073304",1,NA,1,63.6937814668403
"1552",2023,"23073353",1,"No",1,81.1215902961184
"1553",2023,"23073538",1,NA,1,81.3971304842369
"1554",2023,"23073653",1,"No",1,22.687076661936
"1555",2023,"23073731",1,"No",1,240.694629760501
"1556",2023,"23073734",1,"No",4,3.85090355829692
"1557",2023,"23073734",2,"No",4,3.85090355829692
"1558",2023,"23073734",3,"No",4,3.85090355829692
"1559",2023,"23073734",7,"Yes",4,3.85090355829692
"1560",2023,"23073771",1,"Yes",1,412.377753682305
"1561",2023,"23073814",1,NA,1,22.716487313206
"1562",2023,"23073874",1,"No",1,22.3419491425261
"1563",2023,"23073907",1,NA,1,24.7556060242452
"1564",2023,"23074036",1,NA,1,95.0195282641083
"1565",2023,"23074054",1,NA,1,150.179156011466
"1566",2023,"23074297",1,NA,1,609.075993435594
"1567",2023,"23074458",3,"Yes",4,5.68355532108423
"1568",2023,"23074458",4,"Yes",4,5.68355532108423
"1569",2023,"23074458",5,"Yes",4,5.68355532108423
"1570",2023,"23074458",6,"Yes",4,5.68355532108423
"1571",2023,"23074521",1,"Yes",3,43.3341039809107
"1572",2023,"23074521",2,"No",3,43.3341039809107
"1573",2023,"23074521",7,"No",3,43.3341039809107
"1574",2023,"23074536",1,"No",4,151.314677758358
"1575",2023,"23074536",2,"No",4,151.314677758358
"1576",2023,"23074536",3,"No",4,151.314677758358
"1577",2023,"23074536",4,"No",4,151.314677758358
"1578",2023,"23074575",1,"Yes",3,421.490097315617
"1579",2023,"23074575",2,"No",3,421.490097315617
"1580",2023,"23074575",3,"No",3,421.490097315617
"1581",2023,"23074642",1,"No",4,5.7218318144008
"1582",2023,"23074642",5,"Yes",4,5.7218318144008
"1583",2023,"23074642",6,"No",4,5.7218318144008
"1584",2023,"23074642",7,"No",4,5.7218318144008
"1585",2023,"23074669",1,"Yes",1,20.2277334870018
"1586",2023,"23074740",1,NA,1,152.383236604842
"1587",2023,"23074787",1,"No",1,483.956706675304
"1588",2023,"23074839",1,"No",4,23.0863503450777
"1589",2023,"23074839",2,"No",4,23.0863503450777
"1590",2023,"23074839",3,"No",4,23.0863503450777
"1591",2023,"23074839",4,"No",4,23.0863503450777
"1592",2023,"23074851",1,"No",1,226.041826475177
"1593",2023,"23074873",1,"No",1,25.0252421972327
"1594",2023,"23075005",1,"No",1,1257.90936559547
"1595",2023,"23075122",1,"Yes",4,5.68302739242967
"1596",2023,"23075122",2,"No",4,5.68302739242967
"1597",2023,"23075122",3,"Yes",4,5.68302739242967
"1598",2023,"23075122",4,"No",4,5.68302739242967
"1599",2023,"23075198",1,"No",1,17.6589398374873
"1600",2023,"23075213",1,"No",4,25.3832803976188
"1601",2023,"23075213",2,"No",4,25.3832803976188
"1602",2023,"23075213",3,"No",4,25.3832803976188
"1603",2023,"23075213",4,"No",4,25.3832803976188
"1604",2023,"23075250",1,NA,1,23.4218804457578
"1605",2023,"23075277",1,NA,1,1263.35419379838
"1606",2023,"23075398",1,"No",1,827.628601930282
"1607",2023,"23075448",1,"No",4,1062.92221499905
"1608",2023,"23075448",5,"No",4,1062.92221499905
"1609",2023,"23075448",6,"No",4,1062.92221499905
"1610",2023,"23075448",7,"No",4,1062.92221499905
"1611",2023,"23075657",1,"No",1,149.471006720205
"1612",2023,"23075774",5,NA,1,1326.85250839477
"1613",2023,"23075813",1,"Yes",4,5.69936797329805
"1614",2023,"23075813",2,"Yes",4,5.69936797329805
"1615",2023,"23075813",6,"Yes",4,5.69936797329805
"1616",2023,"23075813",7,"No",4,5.69936797329805
"1617",2023,"23075880",1,"No",1,442.49244577447
"1618",2023,"23076228",1,"No",1,4823.61784297406
"1619",2023,"23076242",1,"No",4,3.552480923831
"1620",2023,"23076242",2,"No",4,3.552480923831
"1621",2023,"23076242",3,"No",4,3.552480923831
"1622",2023,"23076242",7,"No",4,3.552480923831
"1623",2023,"23076246",1,"No",1,111.982546736937
"1624",2023,"23076280",1,NA,1,1270.57564482245
"1625",2023,"23076503",1,NA,1,169.366528601758
"1626",2023,"23076778",1,NA,1,65.0449373611291
"1627",2023,"23076856",1,NA,1,216.288718775806
"1628",2023,"23076874",1,"Yes",4,5.60168615446282
"1629",2023,"23076874",2,"No",4,5.60168615446282
"1630",2023,"23076874",3,"No",4,5.60168615446282
"1631",2023,"23076874",7,"Yes",4,5.60168615446282
"1632",2023,"23076965",4,"Yes",4,5.6467071422263
"1633",2023,"23076965",5,"Yes",4,5.6467071422263
"1634",2023,"23076965",6,"Yes",4,5.6467071422263
"1635",2023,"23076965",7,"Yes",4,5.6467071422263
"1636",2023,"23077033",1,"No",4,7.67713882141248
"1637",2023,"23077033",5,"No",4,7.67713882141248
"1638",2023,"23077033",6,"Yes",4,7.67713882141248
"1639",2023,"23077033",7,"No",4,7.67713882141248
"1640",2023,"23077104",1,NA,1,63.4389463629918
"1641",2023,"23077175",2,"No",4,15.5116873237596
"1642",2023,"23077175",3,"No",4,15.5116873237596
"1643",2023,"23077175",4,"No",4,15.5116873237596
"1644",2023,"23077175",5,"No",4,15.5116873237596
"1645",2023,"23077195",1,"No",1,33.9435228505963
"1646",2023,"23077207",1,NA,1,742.794637564391
"1647",2023,"23077289",6,NA,1,14.8553370419867
"1648",2023,"23077334",1,NA,1,216.175970201237
"1649",2023,"23077428",1,NA,1,71.5805943596355
"1650",2023,"23077512",1,"Yes",3,9.08010555347667
"1651",2023,"23077512",2,"No",3,9.08010555347667
"1652",2023,"23077512",7,"Yes",3,9.08010555347667
"1653",2023,"23077549",1,"No",1,56.5558170938399
"1654",2023,"23077868",1,NA,1,15.1142521797507
"1655",2023,"23077921",1,"No",4,32.7404418090162
"1656",2023,"23077921",5,"No",4,32.7404418090162
"1657",2023,"23077921",6,"No",4,32.7404418090162
"1658",2023,"23077921",7,"No",4,32.7404418090162
"1659",2023,"23077971",1,"No",1,18.2523326372292
"1660",2023,"23078056",1,"No",4,43.6560314080727
"1661",2023,"23078056",2,"No",4,43.6560314080727
"1662",2023,"23078056",6,"No",4,43.6560314080727
"1663",2023,"23078056",7,"No",4,43.6560314080727
"1664",2023,"23078142",1,NA,1,521.523016786738
"1665",2023,"23078283",1,NA,1,72.1474262816928
"1666",2023,"23078304",1,"No",3,138.466607822007
"1667",2023,"23078304",2,"No",3,138.466607822007
"1668",2023,"23078304",6,"No",3,138.466607822007
"1669",2023,"23078493",1,"No",1,228.102078601869
"1670",2023,"23078661",1,"No",3,164.878206919034
"1671",2023,"23078661",5,"No",3,164.878206919034
"1672",2023,"23078661",7,"No",3,164.878206919034
"1673",2023,"23078690",1,"No",1,208.340435525957
"1674",2023,"23078748",1,NA,1,73.5713347432922
"1675",2023,"23078836",1,NA,1,14.622241571096
"1676",2023,"23078875",1,"Yes",1,66.4137503777259
"1677",2023,"23078980",1,"No",1,151.517783226714
"1678",2023,"23079028",1,"No",1,181.470771971911
"1679",2023,"23079057",1,NA,1,82.0543871146057
"1680",2023,"23079162",1,"No",1,221.176912667564
"1681",2023,"23079182",1,NA,1,13.5701758604933
"1682",2023,"23079221",1,"No",1,22.6744099790259
"1683",2023,"23079278",2,"Yes",3,10.6381727331061
"1684",2023,"23079278",3,"No",3,10.6381727331061
"1685",2023,"23079278",4,"No",3,10.6381727331061
"1686",2023,"23079312",1,"Yes",1,1297.34620726066
"1687",2023,"23079597",1,NA,1,22.7859007229161
"1688",2023,"23079615",1,"No",1,2318.91794988763
"1689",2023,"23079871",1,"Yes",1,987.795828875125
"1690",2023,"23079943",1,"Yes",1,90.386441293871
"1691",2023,"23080185",1,NA,1,15.6403530408327
"1692",2023,"23080239",1,"Yes",4,111.866631928183
"1693",2023,"23080239",2,"Yes",4,111.866631928183
"1694",2023,"23080239",3,"No",4,111.866631928183
"1695",2023,"23080239",4,"Yes",4,111.866631928183
"1696",2023,"23080244",1,"No",3,64.7695593013
"1697",2023,"23080244",3,"Yes",3,64.7695593013
"1698",2023,"23080244",7,"No",3,64.7695593013
"1699",2023,"23080371",1,"No",1,22.4207126271767
"1700",2023,"23080411",1,NA,1,290.436197986423
"1701",2023,"23080734",1,NA,1,148.213248274386
"1702",2023,"23080840",1,"No",4,308.822932202475
"1703",2023,"23080840",2,"No",4,308.822932202475
"1704",2023,"23080840",6,"No",4,308.822932202475
"1705",2023,"23080840",7,"No",4,308.822932202475
"1706",2023,"23080841",4,"No",4,160.811570658066
"1707",2023,"23080841",5,"Yes",4,160.811570658066
"1708",2023,"23080841",6,"Yes",4,160.811570658066
"1709",2023,"23080841",7,"No",4,160.811570658066
"1710",2023,"23080969",1,"Yes",1,1216.52253610363
"1711",2023,"23081167",1,"No",1,24.6922662274779
"1712",2023,"23081224",1,NA,1,19.2064283185831
"1713",2023,"23081346",1,"No",1,22.6153378161649
"1714",2023,"23081443",1,"Yes",1,22.8002458289871
"1715",2023,"23081493",1,"Yes",1,22.8161652066169
"1716",2023,"23081619",1,"No",1,585.564506224041
"1717",2023,"23081856",1,"Yes",4,11.6003296556887
"1718",2023,"23081856",2,"No",4,11.6003296556887
"1719",2023,"23081856",3,"Yes",4,11.6003296556887
"1720",2023,"23081856",7,"No",4,11.6003296556887
"1721",2023,"23081858",1,NA,1,13.7944027276024
"1722",2023,"23081991",1,NA,1,25.7569282019195
"1723",2023,"23081996",1,"Yes",1,15.3684504178005
"1724",2023,"23082034",1,"No",4,5.58359760203045
"1725",2023,"23082034",2,"No",4,5.58359760203045
"1726",2023,"23082034",3,"No",4,5.58359760203045
"1727",2023,"23082034",4,"Yes",4,5.58359760203045
"1728",2023,"23082264",1,NA,1,22.5935724794102
"1729",2023,"23082345",1,"No",1,56.2564624934522
"1730",2023,"23082421",1,"Yes",1,53.2171775169195
"1731",2023,"23082454",1,"No",1,87.69540464877
"1732",2023,"23082466",2,NA,1,4927.6465805879
"1733",2023,"23082757",1,"No",4,1224.49496599463
"1734",2023,"23082757",2,"No",4,1224.49496599463
"1735",2023,"23082757",3,"No",4,1224.49496599463
"1736",2023,"23082757",4,"No",4,1224.49496599463
"1737",2023,"23082769",1,NA,1,202.695020401398
"1738",2023,"23082861",1,"No",1,52.507372701983
"1739",2023,"23082922",1,"No",1,394.382327782774
"1740",2023,"23083019",2,"No",4,20.7712850219577
"1741",2023,"23083019",3,"No",4,20.7712850219577
"1742",2023,"23083019",4,"No",4,20.7712850219577
"1743",2023,"23083019",5,"No",4,20.7712850219577
"1744",2023,"23083388",1,"No",1,21.7155496803045
"1745",2023,"23083396",1,"Yes",3,7.728348485996
"1746",2023,"23083396",5,"No",3,7.728348485996
"1747",2023,"23083396",6,"No",3,7.728348485996
"1748",2023,"23083468",1,"Yes",4,120.771135475173
"1749",2023,"23083468",5,"No",4,120.771135475173
"1750",2023,"23083468",6,"Yes",4,120.771135475173
"1751",2023,"23083468",7,"Yes",4,120.771135475173
"1752",2023,"23083784",3,"Yes",2,14.5678932349691
"1753",2023,"23083784",5,"Yes",2,14.5678932349691
"1754",2023,"23083963",4,"No",3,9.2793513637981
"1755",2023,"23083963",5,"No",3,9.2793513637981
"1756",2023,"23083963",6,"No",3,9.2793513637981
"1757",2023,"23084000",1,NA,1,143.562385448321
"1758",2023,"23084023",1,NA,1,22.8381640662916
"1759",2023,"23084091",1,NA,1,4961.31897821767
"1760",2023,"23084218",6,NA,1,14.7401008834358
"1761",2023,"23084243",1,"No",4,1204.36420042091
"1762",2023,"23084243",5,"No",4,1204.36420042091
"1763",2023,"23084243",6,"No",4,1204.36420042091
"1764",2023,"23084243",7,"No",4,1204.36420042091
"1765",2023,"23084298",1,"No",1,393.087249747843
"1766",2023,"23084404",1,"No",4,318.599634146345
"1767",2023,"23084404",2,"No",4,318.599634146345
"1768",2023,"23084404",3,"No",4,318.599634146345
"1769",2023,"23084404",7,"No",4,318.599634146345
"1770",2023,"23084410",1,"Yes",4,20.5612629074653
"1771",2023,"23084410",2,"No",4,20.5612629074653
"1772",2023,"23084410",6,"No",4,20.5612629074653
"1773",2023,"23084410",7,"No",4,20.5612629074653
"1774",2023,"23084424",1,NA,1,79.2786963206348
"1775",2023,"23084477",1,NA,1,45.0018646157984
"1776",2023,"23084490",1,"No",4,296.90242918506
"1777",2023,"23084490",2,"No",4,296.90242918506
"1778",2023,"23084490",3,"No",4,296.90242918506
"1779",2023,"23084490",7,"No",4,296.90242918506
"1780",2023,"23084796",1,NA,1,30.9773931324004
"1781",2023,"23085039",1,NA,1,154.003264106245
"1782",2023,"23085050",1,"No",1,80.7758091720294
"1783",2023,"23085336",1,"No",1,1271.07709874631
"1784",2023,"23085396",1,"No",1,27.5993510808782
"1785",2023,"23085609",1,NA,1,37.1955611850879
"1786",2023,"23085646",1,NA,1,28.3321179136114
"1787",2023,"23085647",1,NA,1,340.665928653943
"1788",2023,"23085742",4,"No",2,1345.2641086683
"1789",2023,"23085742",7,"No",2,1345.2641086683
"1790",2023,"23085928",1,"No",1,190.812178816499
"1791",2023,"23085942",1,NA,1,4951.82856063427
"1792",2023,"23086158",1,NA,1,28.1924483534656
"1793",2023,"23086201",1,NA,1,144.756542744943
"1794",2023,"23086314",1,"Yes",1,11.7168063589856
"1795",2023,"23086382",1,NA,1,139.474679587501
"1796",2023,"23086622",1,"No",4,5.64386942151278
"1797",2023,"23086622",2,"Yes",4,5.64386942151278
"1798",2023,"23086622",6,"Yes",4,5.64386942151278
"1799",2023,"23086622",7,"Yes",4,5.64386942151278
"1800",2023,"23086649",1,"Yes",4,37.4772758270703
"1801",2023,"23086649",2,"No",4,37.4772758270703
"1802",2023,"23086649",3,"Yes",4,37.4772758270703
"1803",2023,"23086649",7,"No",4,37.4772758270703
"1804",2023,"23086771",3,"No",4,5.62385704899975
"1805",2023,"23086771",4,"No",4,5.62385704899975
"1806",2023,"23086771",5,"No",4,5.62385704899975
"1807",2023,"23086771",6,"No",4,5.62385704899975
"1808",2023,"23086840",4,"No",4,14.0030862655425
"1809",2023,"23086840",5,"Yes",4,14.0030862655425
"1810",2023,"23086840",6,"No",4,14.0030862655425
"1811",2023,"23086840",7,"No",4,14.0030862655425
"1812",2023,"23086852",1,"No",1,20.2277334870018
"1813",2023,"23086873",1,NA,1,22.5582475955595
"1814",2023,"23086987",1,"No",4,15.7006914802004
"1815",2023,"23086987",2,"No",4,15.7006914802004
"1816",2023,"23086987",6,"No",4,15.7006914802004
"1817",2023,"23086987",7,"No",4,15.7006914802004
"1818",2023,"23087014",1,NA,1,3121.97419437579
"1819",2023,"23087027",4,"No",4,103.018183440466
"1820",2023,"23087027",5,"Yes",4,103.018183440466
"1821",2023,"23087027",6,"No",4,103.018183440466
"1822",2023,"23087027",7,"No",4,103.018183440466
"1823",2023,"23087031",1,"No",1,28.4408195488693
"1824",2023,"23087048",1,"Yes",3,20.5004367064501
"1825",2023,"23087048",2,"Yes",3,20.5004367064501
"1826",2023,"23087048",6,"No",3,20.5004367064501
"1827",2023,"23087068",1,"No",1,25.3352455014304
"1828",2023,"23087138",1,"No",1,22.4172381337404
"1829",2023,"23087180",1,"No",1,215.33604311269
"1830",2023,"23087250",1,"No",3,240.411652908303
"1831",2023,"23087250",5,"Yes",3,240.411652908303
"1832",2023,"23087250",6,"Yes",3,240.411652908303
"1833",2023,"23087353",1,"No",4,51.7390535668545
"1834",2023,"23087353",2,"No",4,51.7390535668545
"1835",2023,"23087353",3,"No",4,51.7390535668545
"1836",2023,"23087353",7,"No",4,51.7390535668545
"1837",2023,"23087379",4,"No",4,94.0274509445985
"1838",2023,"23087379",5,"No",4,94.0274509445985
"1839",2023,"23087379",6,"No",4,94.0274509445985
"1840",2023,"23087379",7,"No",4,94.0274509445985
"1841",2023,"23087525",1,NA,1,23.3298973682144
"1842",2023,"23087606",7,NA,1,23.6779800325525
"1843",2023,"23087615",1,NA,1,22.3382415564319
"1844",2023,"23087621",3,"Yes",4,11.7273518320095
"1845",2023,"23087621",4,"Yes",4,11.7273518320095
"1846",2023,"23087621",5,"Yes",4,11.7273518320095
"1847",2023,"23087621",6,"No",4,11.7273518320095
