"","hh_id","daynum","Missing Response","No","Yes","corrected_no","corrected_missing","Total"
"1",23000173,1,0,0,0,0,0,0
"2",23000173,2,0,0,0,0,0,0
"3",23000173,6,0,0,0,0,0,0
"4",23000173,7,4801.34070369045,4801.34070369045,0,4801.34070369045,0,4801.34070369045
"5",23000381,1,0,3427.63575894465,0,3427.63575894465,0,3427.63575894465
"6",23000397,1,130.012053554492,0,130.012053554492,0,0,130.012053554492
"7",23000466,1,0,14.2936005361206,0,14.2936005361206,0,14.2936005361206
"8",23000466,2,0,14.2936005361206,0,14.2936005361206,0,14.2936005361206
"9",23000466,3,0,14.2936005361206,0,14.2936005361206,0,14.2936005361206
"10",23000466,7,0,14.2936005361206,0,14.2936005361206,0,14.2936005361206
"11",23000621,1,0,125.903857307842,0,125.903857307842,0,125.903857307842
"12",23000680,1,0,133.771272950243,0,133.771272950243,0,133.771272950243
"13",23000738,1,0,591.730268624308,0,591.730268624308,0,591.730268624308
"14",23000738,2,0,0,591.730268624308,0,0,591.730268624308
"15",23000738,3,0,591.730268624308,0,591.730268624308,0,591.730268624308
"16",23000738,7,0,0,591.730268624308,0,0,591.730268624308
"17",23000745,2,0,454.711316366243,0,454.711316366243,0,454.711316366243
"18",23000745,3,0,454.711316366243,0,454.711316366243,0,454.711316366243
"19",23000745,4,0,454.711316366243,0,454.711316366243,0,454.711316366243
"20",23000745,5,0,454.711316366243,0,454.711316366243,0,454.711316366243
"21",23000828,1,37.7662695840443,0,37.7662695840443,0,0,37.7662695840443
"22",23000858,1,248.775718129455,0,248.775718129455,0,0,248.775718129455
"23",23000946,3,0,0,9.43422479312124,0,0,9.43422479312124
"24",23000946,4,0,0,9.43422479312124,0,0,9.43422479312124
"25",23000946,5,0,9.43422479312124,0,9.43422479312124,0,9.43422479312124
"26",23000946,6,0,9.43422479312124,0,9.43422479312124,0,9.43422479312124
"27",23001129,1,0,509.105901396141,0,509.105901396141,0,509.105901396141
"28",23001235,1,35.1078572152233,35.1078572152233,0,35.1078572152233,0,35.1078572152233
"29",23001247,1,0,0,0,0,0,0
"30",23001247,2,0,0,0,0,0,0
"31",23001247,3,38.7889483987359,0,38.7889483987359,0,0,38.7889483987359
"32",23001247,7,0,0,0,0,0,0
"33",23001280,1,0,9.22159517885368,0,9.22159517885368,0,9.22159517885368
"34",23001280,2,0,9.22159517885368,0,9.22159517885368,0,9.22159517885368
"35",23001280,3,0,0,9.22159517885368,0,0,9.22159517885368
"36",23001280,4,0,9.22159517885368,0,9.22159517885368,0,9.22159517885368
"37",23001322,1,0,678.112050771605,678.112050771605,0,0,678.112050771605
"38",23001322,2,0,0,0,0,0,0
"39",23001322,6,0,678.112050771605,0,678.112050771605,0,678.112050771605
"40",23001322,7,0,678.112050771605,0,678.112050771605,0,678.112050771605
"41",23001496,1,2061.86075322899,0,2061.86075322899,0,0,2061.86075322899
"42",23001600,1,0,156.249893300137,0,156.249893300137,0,156.249893300137
"43",23001682,1,0,0,0,0,0,0
"44",23001682,2,39.7058977556073,0,39.7058977556073,0,0,39.7058977556073
"45",23001682,3,0,0,0,0,0,0
"46",23001682,7,0,0,0,0,0,0
"47",23001690,1,0,656.226768065798,0,656.226768065798,0,656.226768065798
"48",23001695,1,34.375178121429,34.375178121429,0,34.375178121429,0,34.375178121429
"49",23001700,1,152.610241501938,152.610241501938,0,152.610241501938,0,152.610241501938
"50",23001718,1,37.2434268757053,37.2434268757053,0,37.2434268757053,0,37.2434268757053
"51",23001758,1,146.123624824362,146.123624824362,0,146.123624824362,0,146.123624824362
"52",23001767,1,36.8226533699308,36.8226533699308,0,36.8226533699308,0,36.8226533699308
"53",23001769,4,0,2452.00283438314,0,2452.00283438314,0,2452.00283438314
"54",23001769,5,0,0,0,0,0,0
"55",23001769,6,0,0,0,0,0,0
"56",23001769,7,0,2452.00283438314,0,2452.00283438314,0,2452.00283438314
"57",23001772,1,158.377691534895,158.377691534895,0,158.377691534895,0,158.377691534895
"58",23001896,1,0,308.348012157582,0,308.348012157582,0,308.348012157582
"59",23002020,1,144.864966153837,0,144.864966153837,0,0,144.864966153837
"60",23002024,1,0,84.1977230956279,0,84.1977230956279,0,84.1977230956279
"61",23002024,2,0,0,84.1977230956279,0,0,84.1977230956279
"62",23002024,3,0,84.1977230956279,0,84.1977230956279,0,84.1977230956279
"63",23002024,7,0,84.1977230956279,0,84.1977230956279,0,84.1977230956279
"64",23002075,1,160.212583803119,160.212583803119,0,160.212583803119,0,160.212583803119
"65",23002205,3,0,634.972280776526,634.972280776526,0,0,634.972280776526
"66",23002205,4,0,0,0,0,0,0
"67",23002205,5,0,634.972280776526,634.972280776526,0,0,634.972280776526
"68",23002205,6,0,634.972280776526,0,634.972280776526,0,634.972280776526
"69",23002222,1,0,36.6990855332372,0,36.6990855332372,0,36.6990855332372
"70",23002335,1,248.11828808135,0,248.11828808135,0,0,248.11828808135
"71",23002452,1,227.245415892939,0,227.245415892939,0,0,227.245415892939
"72",23002471,1,124.280519598378,124.280519598378,0,124.280519598378,0,124.280519598378
"73",23002591,1,35.3156636574488,0,35.3156636574488,0,0,35.3156636574488
"74",23002735,2,0,35.8249094402347,0,35.8249094402347,0,35.8249094402347
"75",23002735,3,0,35.8249094402347,0,35.8249094402347,0,35.8249094402347
"76",23002735,4,0,35.8249094402347,0,35.8249094402347,0,35.8249094402347
"77",23002735,5,0,35.8249094402347,0,35.8249094402347,0,35.8249094402347
"78",23002804,4,0,177.595145872898,0,177.595145872898,0,177.595145872898
"79",23002804,5,0,177.595145872898,0,177.595145872898,0,177.595145872898
"80",23002804,6,0,177.595145872898,0,177.595145872898,0,177.595145872898
"81",23002804,7,0,177.595145872898,0,177.595145872898,0,177.595145872898
"82",23002823,1,0,61.9923359034158,0,61.9923359034158,0,61.9923359034158
"83",23002828,1,825.807022206159,0,825.807022206159,0,0,825.807022206159
"84",23002895,1,13.7915494574489,13.7915494574489,0,13.7915494574489,0,13.7915494574489
"85",23003065,1,0,23.8372318543857,0,23.8372318543857,0,23.8372318543857
"86",23003065,5,0,23.8372318543857,0,23.8372318543857,0,23.8372318543857
"87",23003065,6,0,23.8372318543857,0,23.8372318543857,0,23.8372318543857
"88",23003065,7,0,23.8372318543857,0,23.8372318543857,0,23.8372318543857
"89",23003118,3,0,9.35590585351187,0,9.35590585351187,0,9.35590585351187
"90",23003118,4,0,9.35590585351187,0,9.35590585351187,0,9.35590585351187
"91",23003118,5,0,9.35590585351187,0,9.35590585351187,0,9.35590585351187
"92",23003118,6,0,9.35590585351187,0,9.35590585351187,0,9.35590585351187
"93",23003195,1,146.599264110353,146.599264110353,0,146.599264110353,0,146.599264110353
"94",23003344,2,0,11.0384635331941,0,11.0384635331941,0,11.0384635331941
"95",23003344,3,0,11.0384635331941,0,11.0384635331941,0,11.0384635331941
"96",23003344,4,0,0,11.0384635331941,0,0,11.0384635331941
"97",23003344,5,0,0,11.0384635331941,0,0,11.0384635331941
"98",23003394,1,304.982835201544,0,304.982835201544,0,0,304.982835201544
"99",23003815,1,36.9628605951404,0,36.9628605951404,0,0,36.9628605951404
"100",23004004,1,0,20.4411732164716,0,20.4411732164716,0,20.4411732164716
"101",23004004,2,0,20.4411732164716,0,20.4411732164716,0,20.4411732164716
"102",23004004,3,0,20.4411732164716,0,20.4411732164716,0,20.4411732164716
"103",23004004,7,0,20.4411732164716,0,20.4411732164716,0,20.4411732164716
"104",23004131,2,0,1658.34090195542,0,1658.34090195542,0,1658.34090195542
"105",23004131,3,0,0,0,0,0,0
"106",23004131,4,0,1658.34090195542,0,1658.34090195542,0,1658.34090195542
"107",23004131,5,0,1658.34090195542,0,1658.34090195542,0,1658.34090195542
"108",23004166,1,11.34596048265,0,11.34596048265,0,0,11.34596048265
"109",23004173,1,0,9.45208839927235,0,9.45208839927235,0,9.45208839927235
"110",23004173,2,0,0,9.45208839927235,0,0,9.45208839927235
"111",23004173,3,0,9.45208839927235,0,9.45208839927235,0,9.45208839927235
"112",23004173,7,0,9.45208839927235,0,9.45208839927235,0,9.45208839927235
"113",23004329,1,0,0,9.5167733735535,0,0,9.5167733735535
"114",23004329,2,0,9.5167733735535,9.5167733735535,0,0,9.5167733735535
"115",23004329,3,0,0,9.5167733735535,0,0,9.5167733735535
"116",23004329,7,0,9.5167733735535,0,9.5167733735535,0,9.5167733735535
"117",23004382,1,120.525660880503,0,120.525660880503,0,0,120.525660880503
"118",23004738,1,37.4372401506135,0,37.4372401506135,0,0,37.4372401506135
"119",23004800,1,38.760277345229,0,38.760277345229,0,0,38.760277345229
"120",23004852,1,0,0,0,0,0,0
