,departureTime,destinationIndex,originIndex,totalWalkDuration,travelDistance,travelDuration,HHID,REPORTED_LAT,REPORTED_LNG,PERSONID,WORK_LAT,WORK_LNG
0,/Date(1553619600000-0700)/,0,0,0,34.306,34.7667,21258969,47.5711283,-122.623935,2125896901,47.7965,-122.655
0,/Date(1553619600000-0700)/,0,0,0,32.553,30.05,21259165,47.571238,-122.645165,2125916501,47.3466,-122.613
0,/Date(1553619600000-0700)/,0,0,0,64.904,62.65,21259256,47.2450008,-122.4665007,2125925601,47.6847,-122.335
0,/Date(1553619600000-0700)/,0,0,0,66.937,61.1833,21259256,47.2450008,-122.4665007,2125925602,47.7027,-122.325
0,/Date(1553619600000-0700)/,0,0,0,12.249,19.7833,21259568,47.9620102,-122.0865605,2125956801,47.9755,-122.198
0,/Date(1553619600000-0700)/,0,0,0,36.219,46.1833,21259609,47.3715388,-122.2079038,2125960901,47.5652,-122.387
0,/Date(1553619600000-0700)/,0,0,0,5.058,19.15,21259754,47.659589,-122.314002,2125975401,47.6189,-122.303
0,/Date(1553619600000-0700)/,0,0,0,1.471,6.6833,21259803,47.873311,-122.263723,2125980304,47.8794,-122.255
0,/Date(1553619600000-0700)/,0,0,0,3.634,12.9333,21259843,47.1869589,-122.4349981,2125984301,47.1964,-122.464
0,/Date(1553619600000-0700)/,0,0,0,2.895,9.6,21260041,47.1495842,-122.511909,2126004101,47.1687,-122.518
0,/Date(1553619600000-0700)/,0,0,0,21.525,25.1667,21260041,47.1495842,-122.511909,2126004102,47.27,-122.496
0,/Date(1553619600000-0700)/,0,0,0,30.736,27.45,21260092,47.616457,-122.200832,2126009201,47.8465,-122.255
0,/Date(1553619600000-0700)/,0,0,0,8.196,16.0667,21260148,47.561781,-122.541813,2126014801,47.5294,-122.6
0,/Date(1553619600000-0700)/,0,0,0,33.654,48.0333,21260272,47.384459,-122.306581,2126027201,47.6225,-122.358
0,/Date(1553619600000-0700)/,0,0,0,58.813,107.35,21260275,47.688253,-122.213908,2126027501,47.6555,-122.675
0,/Date(1553619600000-0700)/,0,0,0,18.419,33.4667,21260275,47.688253,-122.213908,2126027502,47.6289,-122.343
0,/Date(1553619600000-0700)/,0,0,0,6.102,14.4833,21260287,47.416593,-122.294874,2126028702,47.3972,-122.257
0,/Date(1553619600000-0700)/,0,0,0,16.501,24.15,21260322,47.625136,-122.347888,2126032201,47.6179,-122.196
0,/Date(1553619600000-0700)/,0,0,0,11.668,27.1333,21260439,47.544965,-122.375448,2126043901,47.603,-122.321
0,/Date(1553619600000-0700)/,0,0,0,5.962,12.8167,21260501,47.600993,-122.546497,2126050101,47.6452,-122.529
0,/Date(1553619600000-0700)/,0,0,0,80.429,70.6333,21260501,47.600993,-122.546497,2126050102,47.3464,-122.611
0,/Date(1553619600000-0700)/,0,0,0,23.361,37.7,21260610,47.65119,-122.320486,2126061001,47.6666,-122.099
0,/Date(1553619600000-0700)/,0,0,0,10.499,30.4,21260612,47.651335,-122.385521,2126061201,47.6065,-122.331
0,/Date(1553619600000-0700)/,0,0,0,36.592,45.8667,21260612,47.651335,-122.385521,2126061202,47.7601,-122.191
0,/Date(1553619600000-0700)/,0,0,0,23.782,33.4667,21260662,47.69207,-122.167263,2126066201,47.6028,-122.328
0,/Date(1553619600000-0700)/,0,0,0,26.611,45.1833,21260692,47.7997755,-122.2567938,2126069201,47.6611,-122.282
0,/Date(1553619600000-0700)/,0,0,0,4.585,18.4833,21260734,47.585075,-122.315337,2126073403,47.607,-122.338
0,/Date(1553619600000-0700)/,0,0,0,13.516,25.35,21260734,47.585075,-122.315337,2126073404,47.6803,-122.329
0,/Date(1553619600000-0700)/,0,0,0,0.956,4.9333,21260754,47.313075,-122.218136,2126075401,47.3085,-122.22
0,/Date(1553619600000-0700)/,0,0,0,33.927,45.4833,21260930,47.3430942,-122.2986523,2126093001,47.6114,-122.344
0,/Date(1553619600000-0700)/,0,0,0,41.47,84.9833,21261023,47.5871576,-122.6237701,2126102302,47.6698,-122.387
0,/Date(1553619600000-0700)/,0,0,0,1.323,8.4667,21261093,47.618293,-122.348344,2126109301,47.6158,-122.337
0,/Date(1553619600000-0700)/,0,0,0,59.334,52.9333,21261227,47.492,-121.784181,2126122701,47.3958,-122.247
0,/Date(1553619600000-0700)/,0,0,0,47.173,44.5167,21261227,47.492,-121.784181,2126122702,47.6384,-122.125
0,/Date(1553619600000-0700)/,0,0,0,12.593,18.9,21261259,47.583109,-122.306489,2126125901,47.5767,-122.167
0,/Date(1553619600000-0700)/,0,0,0,12.885,23.2667,21261259,47.583109,-122.306489,2126125902,47.6566,-122.313
0,/Date(1553619600000-0700)/,0,0,0,20.628,27.8,21261360,47.61263,-122.640671,2126136001,47.7231,-122.738
0,/Date(1553619600000-0700)/,0,0,0,4.577,11.8667,21261360,47.61263,-122.640671,2126136002,47.5808,-122.626
0,/Date(1553619600000-0700)/,0,0,0,6.827,14.5667,21261487,47.517923,-121.877301,2126148701,47.5273,-121.934
0,/Date(1553619600000-0700)/,0,0,0,5.991,12.6333,21261528,47.9228108,-122.3011485,2126152801,47.9383,-122.267
0,/Date(1553619600000-0700)/,0,0,0,12.696,20.5,21261543,47.5686362,-122.6324367,2126154301,47.6555,-122.675
0,/Date(1553619600000-0700)/,0,0,0,20.64,25.95,21261563,47.651613,-122.128088,2126156302,47.6605,-122.317
0,/Date(1553619600000-0700)/,0,0,0,27.328,42.2667,21261573,47.5766612,-122.4097908,2126157302,47.6165,-122.201
0,/Date(1553619600000-0700)/,0,0,0,0.012,0.2,21261757,47.686332,-122.097164,2126175701,47.6863,-122.097
0,/Date(1553619600000-0700)/,0,0,0,22.725,31.9,21261794,47.5514855,-122.0763493,2126179401,47.6092,-122.324
0,/Date(1553619600000-0700)/,0,0,0,8.016,16.1667,21261911,47.590799,-122.244775,2126191102,47.6085,-122.328
0,/Date(1553619600000-0700)/,0,0,0,0.335,1.55,21262020,47.2243601,-122.414422,2126202001,47.2223,-122.412
0,/Date(1553619600000-0700)/,0,0,0,19.36,28.5833,21262025,47.369122,-122.06416,2126202502,47.446,-122.15
0,/Date(1553619600000-0700)/,0,0,0,22.072,29.75,21262151,47.568238,-122.314509,2126215101,47.6235,-122.168
0,/Date(1553619600000-0700)/,0,0,0,2.498,6.9,21262151,47.568238,-122.314509,2126215102,47.5758,-122.334
0,/Date(1553619600000-0700)/,0,0,0,6.179,14.1167,21262151,47.568238,-122.314509,2126215103,47.6159,-122.327
0,/Date(1553619600000-0700)/,0,0,0,23.264,43.6333,21262327,47.82137,-122.283478,2126232701,47.6626,-122.282
0,/Date(1553619600000-0700)/,0,0,0,9.824,15.05,21262327,47.82137,-122.283478,2126232702,47.883,-122.237
0,/Date(1553619600000-0700)/,0,0,0,4.937,11.0833,21262345,47.871155,-122.154439,2126234501,47.8795,-122.206
0,/Date(1553619600000-0700)/,0,0,0,24.224,42.7833,21262345,47.871155,-122.154439,2126234503,47.8095,-122.377
0,/Date(1553619600000-0700)/,0,0,0,4.937,11.0833,21262345,47.871155,-122.154439,2126234504,47.8795,-122.206
0,/Date(1553619600000-0700)/,0,0,0,6.741,21.2667,21262381,47.624031,-122.358397,2126238101,47.597,-122.311
0,/Date(1553619600000-0700)/,0,0,0,4.983,19.2,21262381,47.624031,-122.358397,2126238102,47.6053,-122.331
0,/Date(1553619600000-0700)/,0,0,0,134.163,87.8333,21262432,47.7818248,-122.3705682,2126243201,48.7856,-122.524
0,/Date(1553619600000-0700)/,0,0,0,15.822,25.5333,21262436,47.551699,-122.370395,2126243601,47.5881,-122.239
0,/Date(1553619600000-0700)/,0,0,0,3.417,11.9167,21262523,47.618942,-122.155604,2126252301,47.6141,-122.194
0,/Date(1553619600000-0700)/,0,0,0,19.051,28.75,21262558,47.21211,-122.405455,2126255801,47.0837,-122.365
0,/Date(1553619600000-0700)/,0,0,0,13.372,18.85,21262647,47.672658,-122.098807,2126264702,47.6138,-122.196
0,/Date(1553619600000-0700)/,0,0,0,35.43,46.0667,21262679,46.9600207,-122.5292162,2126267901,47.0884,-122.603
0,/Date(1553619600000-0700)/,0,0,0,7.126,13.8833,21262680,47.2156261,-122.4200419,2126268001,47.2607,-122.453
0,/Date(1553619600000-0700)/,0,0,0,18.477,27.9833,21262680,47.2156261,-122.4200419,2126268002,47.1812,-122.256
0,/Date(1553619600000-0700)/,0,0,0,0.818,4.85,21262965,47.6584408,-122.319517,2126296501,47.6566,-122.313
0,/Date(1553619600000-0700)/,0,0,0,20.145,24.5,21262995,47.5090033,-122.271465,2126299503,47.3855,-122.236
0,/Date(1553619600000-0700)/,0,0,0,6.707,16.0333,21263048,47.6026793560362,-122.638392317671,2126304801,47.5625,-122.65
0,/Date(1553619600000-0700)/,0,0,0,43.419,49.35,21263048,47.6026793560362,-122.638392317671,2126304802,47.6258,-122.513
0,/Date(1553619600000-0700)/,0,0,0,28.068,43.15,21263129,47.837194,-122.308382,2126312901,47.6157,-122.335
0,/Date(1553619600000-0700)/,0,0,0,0.034,0.5667,21263165,47.597535,-122.310455,2126316501,47.5975,-122.31
0,/Date(1553619600000-0700)/,0,0,0,73.14,71.5,21263236,47.266264,-122.24532,2126323602,47.8513,-122.27
0,/Date(1553619600000-0700)/,0,0,0,20.476,32.6,21263310,47.591151,-121.985579,2126331001,47.5787,-122.159
0,/Date(1553619600000-0700)/,0,0,0,24.129,43.9,21263310,47.591151,-121.985579,2126331002,47.6304,-122.128
0,/Date(1553619600000-0700)/,0,0,0,7.407,22.1667,21263368,47.684062,-122.168437,2126336802,47.6919,-122.12
0,/Date(1553619600000-0700)/,0,0,0,31.777,34.9,21263601,47.512757,-121.885883,2126360102,47.6158,-122.204
0,/Date(1553619600000-0700)/,0,0,0,46.689,47.2667,21263651,47.9863325,-122.2081215,2126365101,47.616,-122.197
0,/Date(1553619600000-0700)/,0,0,0,32.215,37.7667,21263673,47.252446,-122.341973,2126367302,47.4691,-122.211
0,/Date(1553619600000-0700)/,0,0,0,1395.325,798.65,21263745,47.628389,-122.49416,2126374502,37.3912,-122.081
0,/Date(1553619600000-0700)/,0,0,0,13.869,18.55,21263879,47.2788037,-122.5574971,2126387902,47.2594,-122.453
0,/Date(1553619600000-0700)/,0,0,0,20.271,27.0667,21263887,47.3006988,-122.6170585,2126388701,47.2597,-122.455
0,/Date(1553619600000-0700)/,0,0,0,5.32,11.15,21263998,47.656771,-122.320119,2126399801,47.6981,-122.304
0,/Date(1553619600000-0700)/,0,0,0,24.381,38.6167,21264031,47.796447,-122.284594,2126403103,47.6084,-122.333
0,/Date(1553619600000-0700)/,0,0,0,12.306,17.05,21264034,47.7921075385979,-122.274179038279,2126403401,47.883,-122.237
0,/Date(1553619600000-0700)/,0,0,0,12.306,17.05,21264034,47.7921075385979,-122.274179038279,2126403402,47.883,-122.237
0,/Date(1553619600000-0700)/,0,0,0,5.479,13.85,21264072,47.2174547,-122.475402,2126407201,47.2456,-122.447
0,/Date(1553619600000-0700)/,0,0,0,89.049,71.7,21264127,48.2334343,-122.3283548,2126412701,47.563,-122.308
0,/Date(1553619600000-0700)/,0,0,0,21.079,32.0667,21264135,47.618293,-122.348344,2126413501,47.647,-122.139
0,/Date(1553619600000-0700)/,0,0,0,22.441,33.2667,21264135,47.618293,-122.348344,2126413502,47.6591,-122.139
0,/Date(1553619600000-0700)/,0,0,0,23.538,38.6,21264155,47.474723,-122.20487,2126415502,47.6039,-122.33
0,/Date(1553619600000-0700)/,0,0,0,1.273,7.9667,21264249,47.6121,-122.342987,2126424901,47.6137,-122.354
0,/Date(1553619600000-0700)/,0,0,0,18.629,43.4667,21264254,47.552267,-122.296348,2126425401,47.6599,-122.389
0,/Date(1553619600000-0700)/,0,0,0,2.049,9.0667,21264266,47.627856,-122.116922,2126426601,47.6315,-122.139
0,/Date(1553619600000-0700)/,0,0,0,35.733,36.2833,21264270,47.610592,-122.340549,2126427001,47.7964,-122.199
0,/Date(1553619600000-0700)/,0,0,0,13.222,16.0667,21264273,47.868811,-121.818554,2126427301,47.8613,-121.977
0,/Date(1553619600000-0700)/,0,0,0,18.834,32.25,21264274,47.796827,-122.301823,2126427401,47.6566,-122.313
0,/Date(1553619600000-0700)/,0,0,0,2.676,10.5167,21264276,47.605986,-122.314707,2126427601,47.6135,-122.29
0,/Date(1553619600000-0700)/,0,0,0,26.059,29.9,21264277,47.8516178,-121.9847979,2126427701,47.9771,-122.206
0,/Date(1553619600000-0700)/,0,0,0,23.026,27.9667,21264285,47.610751,-122.34664,2126428501,47.4428,-122.301
0,/Date(1553619600000-0700)/,0,0,0,0.741,5.0333,21264290,47.244544,-122.437005,2126429001,47.2419,-122.443
0,/Date(1553619600000-0700)/,0,0,0,20.039,35.5667,21264293,47.775851,-122.286577,2126429301,47.684,-122.293
0,/Date(1553619600000-0700)/,0,0,0,59.832,55.5833,21264294,47.1813484,-122.4772908,2126429401,47.6028,-122.328
0,/Date(1553619600000-0700)/,0,0,0,16.165,29.3333,21264297,47.894915,-122.1779722,2126429701,48.0073,-122.208
0,/Date(1553619600000-0700)/,0,0,0,12.545,21.3667,21264299,47.863748,-122.3045553,2126429901,47.9246,-122.248
0,/Date(1553619600000-0700)/,0,0,0,32.139,64.6333,21264304,47.214093,-122.441487,2126430401,47.4463,-122.461
0,/Date(1553619600000-0700)/,0,0,0,6.522,14.85,21264306,47.0823393,-122.3229081,2126430601,47.1162,-122.29
0,/Date(1553619600000-0700)/,0,0,0,23.536,31.9833,21264307,47.1094341,-122.4233038,2126430701,47.2422,-122.522
0,/Date(1553619600000-0700)/,0,0,0,4.966,11.85,21264309,47.7088882,-122.168758,2126430901,47.6795,-122.198
0,/Date(1553619600000-0700)/,0,0,0,2.069,8.9667,21264311,47.573108,-122.639589,2126431101,47.5631,-122.626
0,/Date(1553619600000-0700)/,0,0,0,15.093,19.9833,21264313,47.7911692,-122.0521615,2126431301,47.8638,-121.989
0,/Date(1553619600000-0700)/,0,0,0,0.019,0.3167,21264315,47.076489,-122.428184,2126431501,47.0765,-122.428
0,/Date(1553619600000-0700)/,0,0,0,102.195,88.1,21264316,47.919102,-122.090344,2126431601,47.1918,-122.474
0,/Date(1553619600000-0700)/,0,0,0,15.593,28.6167,21264318,47.4774952,-122.281984,2126431801,47.6031,-122.334
0,/Date(1553619600000-0700)/,0,0,0,17.666,24.5333,21264320,48.174781,-122.209221,2126432001,48.0512,-122.174
0,/Date(1553619600000-0700)/,0,0,0,4432.938,2339.95,21264322,47.61173,-122.331417,2126432201,38.9527,-77.4478
0,/Date(1553619600000-0700)/,0,0,0,62.534,53.25,21264326,47.329757,-122.605485,2126432601,47.4859,-122.295
0,/Date(1553619600000-0700)/,0,0,0,17.26,24.5,21264327,47.2766679,-122.2171845,2126432701,47.3018,-122.086
0,/Date(1553619600000-0700)/,0,0,0,30.361,39.1,21264331,47.5480022,-121.996629,2126433101,47.6086,-122.324
0,/Date(1553619600000-0700)/,0,0,0,1.415,7.6333,21264338,47.610148,-122.322168,2126433801,47.6023,-122.319
0,/Date(1553619600000-0700)/,0,0,0,13.544,23.3833,21264341,47.96329,-122.090348,2126434101,47.9997,-122.206
0,/Date(1553619600000-0700)/,0,0,0,14.784,20.5667,21264344,47.5321915,-122.6197278,2126434401,47.5671,-122.653
0,/Date(1553619600000-0700)/,0,0,0,0.0,0.0,21264345,47.665468,-122.185205,2126434501,47.6655,-122.185
0,/Date(1553619600000-0700)/,0,0,0,25.575,43.8,21264356,47.1289257,-122.2679777,2126435601,47.2957,-122.344
0,/Date(1553619600000-0700)/,0,0,0,15.92,32.4167,21264357,47.4970404501784,-122.151010500001,2126435701,47.6165,-122.201
0,/Date(1553619600000-0700)/,0,0,0,0.013,0.2167,21264361,47.1467872,-122.4521838,2126436101,47.1468,-122.452
0,/Date(1553619600000-0700)/,0,0,0,6.685,14.7333,21264362,47.980421,-122.093683,2126436201,48.0187,-122.054
0,/Date(1553619600000-0700)/,0,0,0,26.269,30.6333,21264368,47.980409,-122.210983,2126436801,47.8046,-122.204
0,/Date(1553619600000-0700)/,0,0,0,12.586,22.9,21264369,47.4633373,-122.203573,2126436901,47.4141,-122.261
0,/Date(1553619600000-0700)/,0,0,0,2.727,11.2167,21264370,47.6183,-122.3543723,2126437001,47.6027,-122.338
0,/Date(1553619600000-0700)/,0,0,0,4.006,18.7,21264374,47.629927,-122.31948,2126437401,47.6155,-122.348
0,/Date(1553619600000-0700)/,0,0,0,0.295,2.3833,21264376,47.571864,-122.171786,2126437601,47.5719,-122.172
0,/Date(1553619600000-0700)/,0,0,0,10.615,30.4833,21264378,47.67489074914158,-122.29321336511346,2126437801,47.6182,-122.352
0,/Date(1553619600000-0700)/,0,0,0,0.063,0.5667,21264381,47.613742,-122.349532,2126438101,47.6137,-122.35
0,/Date(1553619600000-0700)/,0,0,0,4.797,14.2167,21264384,47.2933183,-122.2059582,2126438401,47.3288,-122.221
0,/Date(1553619600000-0700)/,0,0,0,4.485,11.1,21264391,47.611445,-122.342395,2126439101,47.6064,-122.341
0,/Date(1553619600000-0700)/,0,0,0,6.018,11.75,21264392,47.587308,-122.23808,2126439201,47.5773,-122.168
0,/Date(1553619600000-0700)/,0,0,0,28.568,30.6167,21264393,47.644217,-122.351512,2126439301,47.4695,-122.215
0,/Date(1553619600000-0700)/,0,0,0,32.795,42.15,21264396,47.80173,-122.235101,2126439601,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,4.18,12.1667,21264401,47.498872,-122.189976,2126440101,47.4825,-122.212
0,/Date(1553619600000-0700)/,0,0,0,0.035,0.7167,21264402,47.31776,-122.304525,2126440201,47.3178,-122.305
0,/Date(1553619600000-0700)/,0,0,0,0.046,0.7667,21264403,47.485261,-122.317673,2126440301,47.4853,-122.318
0,/Date(1553619600000-0700)/,0,0,0,29.931,39.0333,21264404,47.0719876,-122.3902212,2126440401,47.2641,-122.447
0,/Date(1553619600000-0700)/,0,0,0,11.748,14.15,21264416,47.094568248063,-122.195159601146,2126441601,47.0097,-122.208
0,/Date(1553619600000-0700)/,0,0,0,14.784,20.5667,21264417,47.5321915,-122.6197278,2126441701,47.5671,-122.653
0,/Date(1553619600000-0700)/,0,0,0,6.454,24.9667,21264422,47.579504,-122.300585,2126442201,47.6112,-122.348
0,/Date(1553619600000-0700)/,0,0,0,2.504,15.1667,21264426,47.598016,-122.325988,2126442601,47.6142,-122.335
0,/Date(1553619600000-0700)/,0,0,0,16.423,32.3,21264429,47.8301325,-122.3097667,2126442901,47.7225,-122.346
0,/Date(1553619600000-0700)/,0,0,0,61.385,54.6833,21264430,47.235748,-122.537722,2126443001,47.581,-122.336
0,/Date(1553619600000-0700)/,0,0,0,25.874,30.1,21264436,47.85169,-121.985423,2126443601,47.9773,-122.205
0,/Date(1553619600000-0700)/,0,0,0,6.446,11.9333,21264438,47.618264,-122.33137,2126443801,47.609,-122.34
0,/Date(1553619600000-0700)/,0,0,0,11.651,22.7167,21264439,47.55836628115441,-122.14954821746434,2126443901,47.6158,-122.204
0,/Date(1553619600000-0700)/,0,0,0,3.01,7.8667,21264442,47.48188,-122.250975,2126444201,47.4778,-122.219
0,/Date(1553619600000-0700)/,0,0,0,0.0,0.0,21264444,47.97729,-122.205124,2126444401,47.9773,-122.205
0,/Date(1553619600000-0700)/,0,0,0,19.546,29.1833,21264446,47.666977,-122.175724,2126444601,47.614,-122.337
0,/Date(1553619600000-0700)/,0,0,0,0.042,0.75,21264453,47.4917,-122.3503493,2126445301,47.4917,-122.35
0,/Date(1553619600000-0700)/,0,0,0,0.003,0.05,21264454,48.015371,-122.065089499995,2126445401,48.0154,-122.065
0,/Date(1553619600000-0700)/,0,0,0,105.28,101.8833,21264457,47.567377,-122.402507,2126445701,47.7752,-121.49
0,/Date(1553619600000-0700)/,0,0,0,5.341,13.8167,21264464,47.2153612,-122.4788639,2126446401,47.18,-122.47
0,/Date(1553619600000-0700)/,0,0,0,21.297,25.4667,21264466,47.196425,-122.2550153,2126446601,47.1414,-122.435
0,/Date(1553619600000-0700)/,0,0,0,1.355,7.05,21264468,47.6180117,-122.3034967,2126446801,47.6139,-122.32
0,/Date(1553619600000-0700)/,0,0,0,20.145,30.7167,21264470,47.547474,-122.59009,2126447001,47.5631,-122.626
0,/Date(1553619600000-0700)/,0,0,0,7.909,17.3167,21264473,47.491911,-121.796867,2126447301,47.5429,-121.837
0,/Date(1553619600000-0700)/,0,0,0,8.157,25.2667,21264475,47.6979382,-122.3362177,2126447501,47.6629,-122.281
0,/Date(1553619600000-0700)/,0,0,0,32.651,46.4167,21264480,47.447668,-122.205187,2126448001,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,16.783,23.9833,21264481,47.417638,-122.172864,2126448101,47.3217,-122.221
0,/Date(1553619600000-0700)/,0,0,0,28.227,34.6,21264483,47.257431,-122.637917,2126448301,47.2594,-122.453
0,/Date(1553619600000-0700)/,0,0,0,22.126,26.3333,21264486,47.854118,-121.688221,2126448601,47.8565,-121.969
0,/Date(1553619600000-0700)/,0,0,0,29.805,25.2,21264487,47.76017,-122.21048,2126448701,47.967,-122.202
0,/Date(1553619600000-0700)/,0,0,0,15.965,31.7167,21264490,47.4970511733232,-122.150639527538,2126449001,47.6167,-122.201
0,/Date(1553619600000-0700)/,0,0,0,14.142,19.6667,21264491,47.5213380000746,-122.177709999997,2126449101,47.4621,-122.244
0,/Date(1553619600000-0700)/,0,0,0,12.957,21.2167,21264498,47.785121700001,-122.227644899917,2126449801,47.8256,-122.277
0,/Date(1553619600000-0700)/,0,0,0,12.885,26.5167,21264503,47.609925,-122.339017,2126450301,47.5095,-122.355
0,/Date(1553619600000-0700)/,0,0,0,9.208,19.95,21264509,47.39394,-122.185663,2126450901,47.4426,-122.214
0,/Date(1553619600000-0700)/,0,0,0,46.211,37.85,21264512,47.3181366,-122.5922094,2126451201,47.6517,-122.693
0,/Date(1553619600000-0700)/,0,0,0,11.996,17.1167,21264513,47.372694,-122.126717,2126451301,47.365,-122.02
0,/Date(1553619600000-0700)/,0,0,0,31.701,32.6167,21264518,47.73968468391777,-122.35325591740732,2126451801,47.9755,-122.198
0,/Date(1553619600000-0700)/,0,0,0,7.124,14.8333,21264521,48.0870167,-122.1631817,2126452101,48.0414,-122.146
0,/Date(1553619600000-0700)/,0,0,0,17.784,31.1167,21264527,47.9343575,-122.036552,2126452701,47.9757,-122.217
0,/Date(1553619600000-0700)/,0,0,0,12.26,20.5833,21264529,47.7080285,-122.1668517,2126452901,47.6154,-122.204
0,/Date(1553619600000-0700)/,0,0,0,7.819,13.6333,21264537,47.933407,-122.216662,2126453701,47.8774,-122.244
0,/Date(1553619600000-0700)/,0,0,0,6.472,10.7667,21264540,47.277696515462075,-122.25332342879443,2126454001,47.3023,-122.226
0,/Date(1553619600000-0700)/,0,0,0,2.1,10.6167,21264542,47.681761,-122.377523,2126454201,47.6674,-122.37
0,/Date(1553619600000-0700)/,0,0,0,24.144,35.9667,21264547,47.5257088,-122.3600885,2126454701,47.4969,-122.2
0,/Date(1553619600000-0700)/,0,0,0,6.454,24.9667,21264555,47.579504,-122.300585,2126455501,47.6112,-122.348
0,/Date(1553619600000-0700)/,0,0,0,10.362,26.5833,21264559,47.1175324,-122.3315398,2126455901,47.158,-122.273
0,/Date(1553619600000-0700)/,0,0,0,23.764,29.9333,21264560,47.767487,-122.19284,2126456001,47.6394,-122.128
0,/Date(1553619600000-0700)/,0,0,0,38.065,39.7167,21264564,48.239841,-122.157313,2126456401,47.9757,-122.217
0,/Date(1553619600000-0700)/,0,0,0,55.118,55.5333,21264566,47.864368,-121.80957,2126456601,47.6254,-122.147
0,/Date(1553619600000-0700)/,0,0,0,12.205,17.1,21264569,47.618558,-122.195938,2126456901,47.6768,-122.129
0,/Date(1553619600000-0700)/,0,0,0,8.413,18.1,21264573,47.576797,-122.214173,2126457301,47.6152,-122.198
0,/Date(1553619600000-0700)/,0,0,0,24.167,26.85,21264574,47.361347,-122.598842,2126457401,47.2048,-122.491
0,/Date(1553619600000-0700)/,0,0,0,2.39,12.95,21264576,47.612237,-122.34519,2126457601,47.6117,-122.331
0,/Date(1553619600000-0700)/,0,0,0,22.001,36.45,21264580,47.456585,-122.174771,2126458001,47.5856,-122.149
0,/Date(1553619600000-0700)/,0,0,0,10.443,17.35,21264581,47.21418,-122.478202,2126458101,47.151,-122.5
0,/Date(1553619600000-0700)/,0,0,0,3.519,13.1,21264589,47.732685,-122.349515,2126458901,47.7552,-122.346
0,/Date(1553619600000-0700)/,0,0,0,3.597,14.2333,21264594,47.675199,-122.318411,2126459401,47.6615,-122.299
0,/Date(1553619600000-0700)/,0,0,0,29.868,33.3333,21264595,47.8128983,-122.279655,2126459501,47.6184,-122.187
0,/Date(1553619600000-0700)/,0,0,0,16.305,20.7167,21264596,47.4883509533739,-122.31166423001129,2126459601,47.4018,-122.25
0,/Date(1553619600000-0700)/,0,0,0,5.0,12.1833,21264597,47.38454241373327,-122.30902364494838,2126459701,47.4082,-122.292
0,/Date(1553619600000-0700)/,0,0,0,2.583,8.8833,21264606,47.613172,-122.172389,2126460601,47.6234,-122.165
0,/Date(1553619600000-0700)/,0,0,0,13.006,20.1833,21264610,47.005597,-122.343744,2126461001,47.074,-122.419
0,/Date(1553619600000-0700)/,0,0,0,5.911,15.6167,21264615,47.5626659303757,-122.148301320071,2126461501,47.6096,-122.142
0,/Date(1553619600000-0700)/,0,0,0,8.305,22.35,21264616,47.4378483,-122.2156617,2126461601,47.4906,-122.202
0,/Date(1553619600000-0700)/,0,0,0,28.516,29.55,21264621,47.527431,-122.626644,2126462101,47.6555,-122.675
0,/Date(1553619600000-0700)/,0,0,0,40.986,51.8833,21264623,47.3854432,-122.0396023,2126462301,47.563,-122.308
0,/Date(1553619600000-0700)/,0,0,0,21.343,27.0833,21264625,47.578278,-122.312979,2126462501,47.6153,-122.202
0,/Date(1553619600000-0700)/,0,0,0,4.354,17.0167,21264632,47.16916109118119,-122.46023509667322,2126463201,47.1965,-122.466
0,/Date(1553619600000-0700)/,0,0,0,21.534,29.6167,21264635,47.365281,-122.320342,2126463501,47.475,-122.205
0,/Date(1553619600000-0700)/,0,0,0,2.202,8.8,21264637,47.3940105,-122.2687888,2126463701,47.4041,-122.254
0,/Date(1553619600000-0700)/,0,0,0,5.123,12.05,21264641,47.886224,-122.190433,2126464101,47.8671,-122.144
0,/Date(1553619600000-0700)/,0,0,0,2.452,8.9667,21264646,47.479001,-122.123879,2126464601,47.4793,-122.118
0,/Date(1553619600000-0700)/,0,0,0,2.257,8.1333,21264647,47.3940105,-122.2687888,2126464701,47.3966,-122.247
0,/Date(1553619600000-0700)/,0,0,0,5.294,14.25,21264649,47.103812,-122.303013,2126464901,47.0889,-122.263
0,/Date(1553619600000-0700)/,0,0,0,8.805,17.3,21264653,47.487837,-122.332874,2126465301,47.5244,-122.366
0,/Date(1553619600000-0700)/,0,0,0,11.612,24.5667,21264661,47.810767,-122.349384,2126466101,47.7319,-122.327
0,/Date(1553619600000-0700)/,0,0,0,9.085,24.2667,21264664,47.568665,-122.359393,2126466401,47.6075,-122.338
0,/Date(1553619600000-0700)/,0,0,0,31.932,39.0,21264669,47.3255098,-122.3155221,2126466901,47.5748,-122.327
0,/Date(1553619600000-0700)/,0,0,0,24.194,33.9833,21264674,47.794087,-122.338699,2126467401,47.7054,-122.183
0,/Date(1553619600000-0700)/,0,0,0,3.531,8.35,21264676,47.196638,-122.482794,2126467601,47.2069,-122.452
0,/Date(1553619600000-0700)/,0,0,0,35.056,65.95,21264677,47.279330000684,-122.621079449993,2126467701,47.4233,-122.457
0,/Date(1553619600000-0700)/,0,0,0,21.264,33.9833,21264678,47.695972,-122.299039,2126467801,47.6165,-122.201
