,departureTime,destinationIndex,originIndex,totalWalkDuration,travelDistance,travelDuration,HHID,REPORTED_LAT,REPORTED_LNG,PERSONID,WORK_LAT,WORK_LNG
0,/Date(1553619600000-0700)/,0,0,0,2.951,11.4333,21248309,47.618962,-122.166363,2124830901,47.6184,-122.201
0,/Date(1553619600000-0700)/,0,0,0,3.494,11.8167,21248309,47.618962,-122.166363,2124830902,47.6285,-122.192
0,/Date(1553619600000-0700)/,0,0,0,12.754,17.0333,21248319,48.096647,-122.1676387,2124831901,48.005,-122.2
0,/Date(1553619600000-0700)/,0,0,0,28.45,27.2,21248319,48.096647,-122.1676387,2124831902,47.9316,-122.272
0,/Date(1553619600000-0700)/,0,0,0,8.12,18.3,21248425,47.666989,-122.176298,2124842501,47.6158,-122.204
0,/Date(1553619600000-0700)/,0,0,0,7.281,19.3833,21248487,47.5646575,-122.2971187,2124848701,47.6181,-122.287
0,/Date(1553619600000-0700)/,0,0,0,19.353,32.7833,21248546,47.682985,-122.369068,2124854601,47.6435,-122.204
0,/Date(1553619600000-0700)/,0,0,0,13.167,22.3333,21248560,47.4883499,-122.2588467,2124856001,47.4076,-122.24
0,/Date(1553619600000-0700)/,0,0,0,8.467,17.3833,21248600,47.634664,-122.133135,2124860001,47.6149,-122.194
0,/Date(1553619600000-0700)/,0,0,0,50.758,50.2333,21248854,47.197437,-122.4375,2124885402,47.5446,-122.326
0,/Date(1553619600000-0700)/,0,0,0,50.758,50.2333,21248854,47.197437,-122.4375,2124885403,47.5446,-122.326
0,/Date(1553619600000-0700)/,0,0,0,1.915,8.4,21248873,47.549215,-122.291877,2124887303,47.5592,-122.285
0,/Date(1553619600000-0700)/,0,0,0,5.057,15.7333,21248916,47.5926145527856,-122.296971349941,2124891601,47.563,-122.308
0,/Date(1553619600000-0700)/,0,0,0,4.897,22.45,21248916,47.5926145527856,-122.296971349941,2124891602,47.6181,-122.331
0,/Date(1553619600000-0700)/,0,0,0,28.987,37.75,21248968,47.810531,-122.278663,2124896801,47.5843,-122.322
0,/Date(1553619600000-0700)/,0,0,0,17.687,24.2,21248968,47.810531,-122.278663,2124896802,47.7622,-122.148
0,/Date(1553619600000-0700)/,0,0,0,11.187,20.3333,21249124,47.478189,-122.276048,2124912401,47.4585,-122.211
0,/Date(1553619600000-0700)/,0,0,0,7.821,14.8,21249124,47.478189,-122.276048,2124912402,47.5329,-122.312
0,/Date(1553619600000-0700)/,0,0,0,28.901,37.0833,21249281,47.7753583,-122.3128238,2124928101,47.5887,-122.239
0,/Date(1553619600000-0700)/,0,0,0,8.577,20.55,21249281,47.7753583,-122.3128238,2124928102,47.733,-122.356
0,/Date(1553619600000-0700)/,0,0,0,20.169,33.4333,21249455,47.871734,-122.164856,2124945502,47.9997,-122.206
0,/Date(1553619600000-0700)/,0,0,0,2.232,7.4667,21249650,47.9728928,-122.2031373,2124965001,47.9623,-122.205
0,/Date(1553619600000-0700)/,0,0,0,1.538,9.2167,21249765,47.5985983,-122.324165,2124976501,47.6076,-122.335
0,/Date(1553619600000-0700)/,0,0,0,2.877,13.7167,21249785,47.5985983,-122.324165,2124978501,47.616,-122.31
0,/Date(1553619600000-0700)/,0,0,0,3.135,15.0833,21249994,47.6278268,-122.3426875,2124999401,47.6152,-122.338
0,/Date(1553619600000-0700)/,0,0,0,67.441,68.0,21250022,47.1944755,-122.4727247,2125002201,47.6626,-122.282
0,/Date(1553619600000-0700)/,0,0,0,24.7,24.9833,21250049,47.5753176581815,-122.670046755423,2125004901,47.7006,-122.616
0,/Date(1553619600000-0700)/,0,0,0,0.002,0.0333,21250063,47.5087225,-122.3129475,2125006301,47.5087,-122.313
0,/Date(1553619600000-0700)/,0,0,0,9.748,18.6833,21250063,47.5087225,-122.3129475,2125006302,47.4589,-122.259
0,/Date(1553619600000-0700)/,0,0,0,28.704,38.5167,21250073,47.753712,-122.310738,2125007301,47.6099,-122.19
0,/Date(1553619600000-0700)/,0,0,0,8.94,20.2167,21250073,47.753712,-122.310738,2125007302,47.7144,-122.343
0,/Date(1553619600000-0700)/,0,0,0,20.937,29.95,21250143,47.615483,-122.137495,2125014302,47.6293,-122.341
0,/Date(1553619600000-0700)/,0,0,0,24.573,24.4,21250181,47.3506383,-122.6280214,2125018101,47.2456,-122.447
0,/Date(1553619600000-0700)/,0,0,0,0.751,5.3,21250295,47.617844,-122.346747,2125029501,47.616,-122.34
0,/Date(1553619600000-0700)/,0,0,0,63.938,49.4833,21250346,47.520762,-122.650804,2125034601,47.324,-122.243
0,/Date(1553619600000-0700)/,0,0,0,21.588,38.5,21250385,47.381428,-122.302945,2125038501,47.497,-122.21
0,/Date(1553619600000-0700)/,0,0,0,30.413,42.15,21250427,47.814165,-122.569654,2125042702,47.6142,-122.516
0,/Date(1553619600000-0700)/,0,0,0,10.846,15.1333,21250430,47.4661982,-122.326982,2125043001,47.4795,-122.215
0,/Date(1553619600000-0700)/,0,0,0,3.69,14.4833,21250561,47.5420516,-122.2921017,2125056101,47.5631,-122.287
0,/Date(1553619600000-0700)/,0,0,0,0.406,3.1333,21250595,47.66327,-122.31556,2125059501,47.6611,-122.313
0,/Date(1553619600000-0700)/,0,0,0,77.558,83.55,21250723,47.1356579,-122.3387284,2125072301,47.658,-122.384
0,/Date(1553619600000-0700)/,0,0,0,31.639,32.75,21250749,48.1275024,-122.1655884,2125074902,47.9349,-122.265
0,/Date(1553619600000-0700)/,0,0,0,28.528,36.3667,21250857,47.562641,-122.020928,2125085701,47.5836,-122.334
0,/Date(1553619600000-0700)/,0,0,0,29.275,43.3,21250857,47.562641,-122.020928,2125085702,47.6162,-122.333
0,/Date(1553619600000-0700)/,0,0,0,0.696,3.4333,21250872,47.6565097,-122.321167,2125087201,47.6582,-122.318
0,/Date(1553619600000-0700)/,0,0,0,26.321,41.65,21250886,47.826852,-122.259841,2125088602,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,26.321,41.65,21250886,47.826852,-122.259841,2125088603,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,9.326,18.7833,21250895,47.665645,-122.1572433,2125089501,47.6125,-122.185
0,/Date(1553619600000-0700)/,0,0,0,10.656,18.0333,21250902,47.1097844,-122.4103166,2125090201,47.0694,-122.33
0,/Date(1553619600000-0700)/,0,0,0,14.324,26.1833,21250902,47.1097844,-122.4103166,2125090202,47.1561,-122.504
0,/Date(1553619600000-0700)/,0,0,0,40.808,41.9167,21250935,47.856194,-122.004615,2125093501,47.6382,-122.139
0,/Date(1553619600000-0700)/,0,0,0,11.296,16.5667,21251004,47.540391,-122.6381963,2125100401,47.5536,-122.673
0,/Date(1553619600000-0700)/,0,0,0,7.174,21.0833,21251010,47.558071,-122.280978,2125101001,47.5865,-122.335
0,/Date(1553619600000-0700)/,0,0,0,44.756,35.0333,21251011,47.2173067,-122.4761098,2125101101,47.0416,-122.896
0,/Date(1553619600000-0700)/,0,0,0,39.379,38.3167,21251011,47.2173067,-122.4761098,2125101102,47.0328,-122.792
0,/Date(1553619600000-0700)/,0,0,0,27.362,40.4833,21251158,47.808835,-122.272197,2125115802,47.6096,-122.328
0,/Date(1553619600000-0700)/,0,0,0,0.991,7.6333,21251164,47.675564,-122.116597,2125116401,47.6707,-122.12
0,/Date(1553619600000-0700)/,0,0,0,31.012,43.0167,21251182,47.405968,-122.297147,2125118201,47.6197,-122.2
0,/Date(1553619600000-0700)/,0,0,0,26.917,36.0333,21251286,47.3685883,-122.1899867,2125128601,47.5197,-122.321
0,/Date(1553619600000-0700)/,0,0,0,24.542,36.7833,21251286,47.3685883,-122.1899867,2125128603,47.4734,-122.345
0,/Date(1553619600000-0700)/,0,0,0,26.917,36.0333,21251286,47.3685883,-122.1899867,2125128604,47.5197,-122.321
0,/Date(1553619600000-0700)/,0,0,0,8.892,21.25,21251381,47.56022919051414,-122.3628238806382,2125138101,47.6096,-122.328
0,/Date(1553619600000-0700)/,0,0,0,9.647,28.05,21251381,47.56022919051414,-122.3628238806382,2125138102,47.6065,-122.311
0,/Date(1553619600000-0700)/,0,0,0,26.255,26.7833,21251501,47.2914027,-122.560131,2125150101,47.1408,-122.437
0,/Date(1553619600000-0700)/,0,0,0,36.839,45.4667,21251546,47.9002898,-122.2490385,2125154602,47.611,-122.331
0,/Date(1553619600000-0700)/,0,0,0,3.741,11.2833,21251555,47.6018478,-122.3048793,2125155501,47.5761,-122.293
0,/Date(1553619600000-0700)/,0,0,0,11.265,20.4167,21251645,47.5713763,-122.1662465,2125164502,47.627,-122.165
0,/Date(1553619600000-0700)/,0,0,0,47.258,41.4833,21251752,47.1414613,-122.5051981,2125175201,47.4141,-122.261
0,/Date(1553619600000-0700)/,0,0,0,16.122,32.6333,21251791,47.510704,-122.258797,2125179101,47.6065,-122.335
0,/Date(1553619600000-0700)/,0,0,0,6.113,18.15,21251852,47.5860285,-122.3868892,2125185201,47.5599,-122.343
0,/Date(1553619600000-0700)/,0,0,0,0.046,0.8167,21251897,48.065736,-122.290271,2125189701,48.0657,-122.29
0,/Date(1553619600000-0700)/,0,0,0,30.583,45.95,21251941,47.564974,-122.292781,2125194101,47.6874,-122.151
0,/Date(1553619600000-0700)/,0,0,0,21.691,28.8167,21251944,47.4658,-122.3319467,2125194401,47.563,-122.308
0,/Date(1553619600000-0700)/,0,0,0,43.306,43.7667,21251951,47.2610948,-122.4756788,2125195101,47.4185,-122.255
0,/Date(1553619600000-0700)/,0,0,0,0.0,0.0,21251991,47.5425238,-122.2933999,2125199101,47.5425,-122.293
0,/Date(1553619600000-0700)/,0,0,0,18.524,24.8167,21252053,47.598933,-122.325418,2125205301,47.6149,-122.194
0,/Date(1553619600000-0700)/,0,0,0,0.001,0.0167,21252055,47.61781,-122.316108,2125205501,47.6178,-122.316
0,/Date(1553619600000-0700)/,0,0,0,0.001,0.0167,21252055,47.61781,-122.316108,2125205502,47.6178,-122.316
0,/Date(1553619600000-0700)/,0,0,0,22.932,40.2167,21252058,47.50995,-122.172453,2125205801,47.6005,-122.032
0,/Date(1553619600000-0700)/,0,0,0,18.327,27.3333,21252058,47.50995,-122.172453,2125205802,47.4428,-122.301
0,/Date(1553619600000-0700)/,0,0,0,28.948,45.5167,21252140,47.829347,-122.304711,2125214001,47.649,-122.355
0,/Date(1553619600000-0700)/,0,0,0,0.0,0.0,21252145,47.519307,-122.346328,2125214501,47.5193,-122.346
0,/Date(1553619600000-0700)/,0,0,0,31.308,44.9,21252249,47.512118,-122.261635,2125224902,47.7387,-122.31
0,/Date(1553619600000-0700)/,0,0,0,21.627,37.8667,21252316,47.181839,-122.30475,2125231602,47.3024,-122.426
0,/Date(1553619600000-0700)/,0,0,0,1.357,4.9,21252316,47.181839,-122.30475,2125231603,47.1913,-122.302
0,/Date(1553619600000-0700)/,0,0,0,26.394,27.5833,21252408,47.1389957,-122.4126711,2125240801,47.0946,-122.655
0,/Date(1553619600000-0700)/,0,0,0,9.982,25.7333,21252445,47.531737,-122.281662,2125244501,47.5986,-122.329
0,/Date(1553619600000-0700)/,0,0,0,54.961,59.55,21252450,48.02549,-122.104085,2125245001,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,30.864,35.55,21252594,47.8256835,-122.2562256,2125259401,47.6168,-122.2
0,/Date(1553619600000-0700)/,0,0,0,11.441,19.3833,21252610,47.6932,-122.3059667,2125261001,47.7564,-122.313
0,/Date(1553619600000-0700)/,0,0,0,36.258,28.0167,21252635,47.1264069,-122.5499493,2125263501,47.3663,-122.615
0,/Date(1553619600000-0700)/,0,0,0,15.581,24.0333,21252699,47.664633,-122.31208,2125269901,47.6188,-122.204
0,/Date(1553619600000-0700)/,0,0,0,16.869,23.1167,21252808,47.665263,-122.0842722,2125280801,47.63,-122.176
0,/Date(1553619600000-0700)/,0,0,0,15.474,21.1667,21252884,48.06441,-122.181524,2125288401,47.9491,-122.213
0,/Date(1553619600000-0700)/,0,0,0,13.049,19.0,21252884,48.06441,-122.181524,2125288402,48.1357,-122.185
0,/Date(1553619600000-0700)/,0,0,0,10.549,24.0833,21252920,47.651316,-122.1188395,2125292001,47.5813,-122.15
0,/Date(1553619600000-0700)/,0,0,0,21.782,35.0167,21252920,47.651316,-122.1188395,2125292003,47.6156,-122.339
0,/Date(1553619600000-0700)/,0,0,0,27.766,32.0,21252970,48.019057,-122.06363,2125297001,47.8812,-122.243
0,/Date(1553619600000-0700)/,0,0,0,40.45,37.4,21253072,47.2607231,-122.53554,2125307202,47.3973,-122.222
0,/Date(1553619600000-0700)/,0,0,0,7.639,25.8833,21253089,47.691408,-122.284098,2125308901,47.6662,-122.351
0,/Date(1553619600000-0700)/,0,0,0,7.572,24.7833,21253089,47.691408,-122.284098,2125308902,47.6595,-122.343
0,/Date(1553619600000-0700)/,0,0,0,34.387,45.55,21253174,47.372,-122.18714,2125317401,47.5969,-122.324
0,/Date(1553619600000-0700)/,0,0,0,11.721,18.0667,21253221,47.677221,-122.127016,2125322101,47.6168,-122.192
0,/Date(1553619600000-0700)/,0,0,0,4.507,12.3167,21253221,47.677221,-122.127016,2125322102,47.6453,-122.139
0,/Date(1553619600000-0700)/,0,0,0,9.738,15.5,21253226,47.2724108,-122.5277774,2125322601,47.2244,-122.473
0,/Date(1553619600000-0700)/,0,0,0,23.666,26.8167,21253226,47.2724108,-122.5277774,2125322602,47.1982,-122.294
0,/Date(1553619600000-0700)/,0,0,0,58.987,61.8833,21253261,47.2407876,-122.4459272,2125326101,47.6217,-122.173
0,/Date(1553619600000-0700)/,0,0,0,253.378,159.4167,21253261,47.2407876,-122.4459272,2125326103,46.5937,-120.548
0,/Date(1553619600000-0700)/,0,0,0,14.062,20.9833,21253266,47.574045,-122.167395,2125326602,47.6387,-122.141
0,/Date(1553619600000-0700)/,0,0,0,15.981,23.95,21253340,47.5985983,-122.324165,2125334001,47.6455,-122.198
0,/Date(1553619600000-0700)/,0,0,0,11.466,19.4167,21253370,47.1891226,-122.2348814,2125337001,47.2641,-122.249
0,/Date(1553619600000-0700)/,0,0,0,2.189,8.7333,21253370,47.1891226,-122.2348814,2125337003,47.2044,-122.228
0,/Date(1553619600000-0700)/,0,0,0,68.106,63.6833,21253489,47.0920803,-122.3333217,2125348901,47.5527,-122.346
0,/Date(1553619600000-0700)/,0,0,0,6.284,18.5667,21253498,47.4638253,-122.1998137,2125349801,47.4417,-122.236
0,/Date(1553619600000-0700)/,0,0,0,60.398,58.9167,21253623,47.175859,-122.457533,2125362301,47.6047,-122.333
0,/Date(1553619600000-0700)/,0,0,0,0.828,4.9333,21253623,47.175859,-122.457533,2125362302,47.1725,-122.464
0,/Date(1553619600000-0700)/,0,0,0,2.294,5.7833,21253623,47.175859,-122.457533,2125362303,47.1712,-122.481
0,/Date(1553619600000-0700)/,0,0,0,14.129,25.6667,21253649,47.329177,-122.003483,2125364902,47.3592,-122.118
0,/Date(1553619600000-0700)/,0,0,0,31.111,40.7833,21253653,47.2677296,-122.4764922,2125365302,47.084,-122.414
0,/Date(1553619600000-0700)/,0,0,0,3.713,10.5167,21253653,47.2677296,-122.4764922,2125365303,47.2415,-122.481
0,/Date(1553619600000-0700)/,0,0,0,1.054,4.3333,21253653,47.2677296,-122.4764922,2125365305,47.2616,-122.482
0,/Date(1553619600000-0700)/,0,0,0,33.301,36.6,21253762,47.868113,-121.988883,2125376201,47.6795,-122.198
0,/Date(1553619600000-0700)/,0,0,0,41.633,46.2,21253762,47.868113,-121.988883,2125376202,47.8033,-122.334
0,/Date(1553619600000-0700)/,0,0,0,19.642,24.8167,21253783,47.6844877,-122.7068945,2125378301,47.5571,-122.651
0,/Date(1553619600000-0700)/,0,0,0,5.242,15.5167,21253790,47.8566157,-122.2862002,2125379001,47.8225,-122.317
0,/Date(1553619600000-0700)/,0,0,0,15.537,25.4833,21253847,47.888015,-122.2328617,2125384701,47.7969,-122.197
0,/Date(1553619600000-0700)/,0,0,0,47.135,47.5167,21254007,47.995268,-122.188779,2125400701,47.6174,-122.335
0,/Date(1553619600000-0700)/,0,0,0,12.864,24.8333,21254023,47.5470798,-122.3730242,2125402302,47.6159,-122.339
0,/Date(1553619600000-0700)/,0,0,0,16.039,22.1333,21254117,47.336061,-122.294942,2125411701,47.4141,-122.261
0,/Date(1553619600000-0700)/,0,0,0,33.957,46.5,21254117,47.336061,-122.294942,2125411702,47.6071,-122.31
0,/Date(1553619600000-0700)/,0,0,0,15.216,28.9167,21254212,47.2870285,-122.2225343,2125421201,47.3938,-122.253
0,/Date(1553619600000-0700)/,0,0,0,10.74,28.4333,21254328,47.551969,-122.293811,2125432801,47.6157,-122.337
0,/Date(1553619600000-0700)/,0,0,0,9.597,20.4833,21254343,47.303019,-122.355176,2125434301,47.3448,-122.301
0,/Date(1553619600000-0700)/,0,0,0,5.859,13.9333,21254409,47.6329121,-122.1509707,2125440902,47.6321,-122.192
0,/Date(1553619600000-0700)/,0,0,0,9.018,20.5667,21254435,47.659175,-122.089685,2125443501,47.6394,-122.128
0,/Date(1553619600000-0700)/,0,0,0,17.353,26.6,21254435,47.659175,-122.089685,2125443502,47.6675,-122.2
0,/Date(1553619600000-0700)/,0,0,0,19.475,35.0833,21254577,47.773337,-122.311018,2125457701,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,19.475,35.0833,21254577,47.773337,-122.311018,2125457702,47.6493,-122.307
0,/Date(1553619600000-0700)/,0,0,0,11.206,16.2667,21254594,47.3533,-122.167802,2125459401,47.3059,-122.232
0,/Date(1553619600000-0700)/,0,0,0,11.144,15.45,21254594,47.3533,-122.167802,2125459402,47.306,-122.231
0,/Date(1553619600000-0700)/,0,0,0,45.419,50.9333,21254636,47.3009244848814,-122.382693368694,2125463601,47.5849,-122.3
0,/Date(1553619600000-0700)/,0,0,0,0.693,3.35,21254790,47.1225329,-122.2915398,2125479001,47.1269,-122.292
0,/Date(1553619600000-0700)/,0,0,0,0.003,0.05,21254790,47.1225329,-122.2915398,2125479002,47.1225,-122.292
0,/Date(1553619600000-0700)/,0,0,0,8.739,18.8333,21254928,47.35077,-122.31145,2125492801,47.3783,-122.236
0,/Date(1553619600000-0700)/,0,0,0,21.786,31.0167,21254940,47.568198,-122.585275,2125494001,47.585,-122.627
0,/Date(1553619600000-0700)/,0,0,0,6.311,10.45,21254940,47.568198,-122.585275,2125494002,47.5356,-122.636
0,/Date(1553619600000-0700)/,0,0,0,2.38,6.6833,21255035,47.174421,-122.4628579,2125503501,47.1598,-122.457
0,/Date(1553619600000-0700)/,0,0,0,12.469,21.7333,21255159,47.479498,-122.278278,2125515902,47.5654,-122.34
0,/Date(1553619600000-0700)/,0,0,0,8.37,16.05,21255174,47.613521,-122.650424,2125517401,47.6443,-122.699
0,/Date(1553619600000-0700)/,0,0,0,19.221,23.1833,21255230,47.598824,-122.320344,2125523001,47.4803,-122.219
0,/Date(1553619600000-0700)/,0,0,0,4.162,12.7167,21255230,47.598824,-122.320344,2125523002,47.5671,-122.308
0,/Date(1553619600000-0700)/,0,0,0,6.531,17.65,21255546,47.11158739163689,-122.3126759634931,2125554601,47.1548,-122.292
0,/Date(1553619600000-0700)/,0,0,0,37.272,42.65,21255550,47.78898,-122.32715,2125555001,47.6723,-122.127
0,/Date(1553619600000-0700)/,0,0,0,5.461,20.0,21255569,47.61038,-122.161077,2125556901,47.6394,-122.128
0,/Date(1553619600000-0700)/,0,0,0,5.461,20.0,21255569,47.61038,-122.161077,2125556902,47.6394,-122.128
0,/Date(1553619600000-0700)/,0,0,0,7.397,20.1167,21255581,47.600323,-122.635759,2125558101,47.5577,-122.646
0,/Date(1553619600000-0700)/,0,0,0,24.548,43.45,21255712,47.818871,-122.303579,2125571201,47.6674,-122.383
0,/Date(1553619600000-0700)/,0,0,0,3.515,8.9333,21255712,47.818871,-122.303579,2125571203,47.8242,-122.271
0,/Date(1553619600000-0700)/,0,0,0,4.163,15.05,21255712,47.818871,-122.303579,2125571204,47.8297,-122.273
