hhno,pno,pptyp,pagey,pgend,pwtyp,pwpcl,pwtaz,pstyp,pspcl,pstaz,ptpass,ppaidprk,pdiary,pproxy,psexpfac,id,puwmode,puwarrp,puwdepp,pwaudist,pwautime,psautime,psaudist
14101632,4,7,8,1,0,0,-1,1,102105,2185,-1,-1,-1,3,736.8932,141016324,-1,-1,-1,-1,-1,14.11,4.84
14101632,5,7,8,1,0,0,-1,1,49724,2153,-1,-1,-1,3,736.8932,141016325,-1,-1,-1,-1,-1,15.76,8.07
14101633,1,1,60,1,1,797163,302,0,0,-1,0,0,-1,1,259.2431,141016331,4,385,1015,6.09,24.41,-1,-1
14101633,2,1,50,2,1,920006,30,0,0,-1,0,0,-1,2,259.2431,141016332,3,415,1020,3.09,11.37,-1,-1
14101634,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,324.5077,141016341,-1,-1,-1,-1,-1,-1,-1
14101634,2,3,70,1,0,0,-1,0,0,-1,0,-1,-1,3,324.5077,141016342,-1,-1,-1,-1,-1,-1,-1
14101635,1,1,40,2,1,435299,2951,0,0,-1,0,-1,-1,1,313.259,141016351,4,575,1050,2.93,12.04,-1,-1
14101636,1,1,60,2,1,1241576,1115,0,0,-1,0,0,-1,2,453.6154,141016361,3,540,1170,17.75,31.73,-1,-1
14101636,2,2,30,2,2,784662,649,2,797163,302,1,0,-1,1,453.6154,141016362,-1,-1,-1,-1,-1,34.18,16.27
14101637,1,2,60,2,2,913408,736,0,0,-1,0,-1,-1,1,556.9672,141016371,3,405,965,29.97,51.63,-1,-1
14101638,1,2,70,2,2,821582,1174,0,0,-1,0,0,-1,1,1834.7444,141016381,3,370,1080,0.39,5.58,-1,-1
14101638,2,3,70,1,0,0,-1,0,0,-1,0,-1,-1,2,1834.7444,141016382,-1,-1,-1,-1,-1,-1,-1
14101639,1,4,50,2,0,0,-1,0,0,-1,0,-1,-1,1,329.8018,141016391,-1,-1,-1,-1,-1,-1,-1
14101640,1,1,40,1,1,1186246,600,0,0,-1,0,0,-1,1,163.89,141016401,3,355,1140,6.9,18.83,-1,-1
14101640,2,2,40,2,2,1186246,600,0,0,-1,0,0,-1,2,163.89,141016402,-1,-1,-1,-1,-1,-1,-1
14101640,3,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,163.89,141016403,-1,-1,-1,-1,-1,-1,-1
14101641,1,5,30,2,1,797163,302,1,751794,302,2,0,-1,1,437.0888,141016411,6,510,980,12.07,33.43,32.24,12.07
14101641,2,1,30,1,1,1161666,671,0,0,-1,0,-1,-1,2,437.0888,141016412,3,1130,130,4.67,16.11,-1,-1
14101642,1,1,50,2,1,775677,1045,0,0,-1,0,-1,-1,1,214.8626,141016421,5,480,990,25.33,43.48,-1,-1
14101643,1,1,50,2,1,829161,583,0,0,-1,4,0,-1,1,246.7877,141016431,4,395,945,11.44,24.95,-1,-1
14101643,2,3,80,1,0,0,-1,0,0,-1,0,-1,-1,2,246.7877,141016432,-1,-1,-1,-1,-1,-1,-1
14101643,3,3,80,2,0,0,-1,0,0,-1,0,-1,-1,2,246.7877,141016433,-1,-1,-1,-1,-1,-1,-1
14101644,1,1,50,2,1,830041,442,0,0,-1,0,-1,-1,1,406.1225,141016441,3,475,960,7.53,25.68,-1,-1
14101644,2,1,50,2,1,216903,2598,0,0,-1,0,-1,-1,3,406.1225,141016442,3,570,1190,22.57,40.35,-1,-1
14101645,1,1,30,1,1,673475,808,0,0,-1,0,-1,-1,1,315.7176,141016451,3,435,960,4.49,18.38,-1,-1
14101645,2,1,30,2,1,895615,259,0,0,-1,0,-1,-1,1,315.7176,141016452,3,395,630,11.5,27.24,-1,-1
14101646,1,2,70,2,2,1050601,1625,0,0,-1,0,-1,-1,1,591.6811,141016461,3,1035,1135,19.41,41.19,-1,-1
14101647,1,3,90,1,0,0,-1,0,0,-1,0,-1,-1,1,156.0964,141016471,-1,-1,-1,-1,-1,-1,-1
14101647,2,3,90,2,0,0,-1,0,0,-1,0,-1,-1,1,156.0964,141016472,-1,-1,-1,-1,-1,-1,-1
14101648,1,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,639.0227,141016481,-1,-1,-1,-1,-1,-1,-1
14101648,2,1,40,1,1,903309,1557,0,0,-1,0,-1,-1,2,639.0227,141016482,3,435,1065,10.81,23.92,-1,-1
14101648,3,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,639.0227,141016483,-1,-1,-1,-1,-1,-1,-1
14101648,4,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,639.0227,141016484,-1,-1,-1,-1,-1,-1,-1
14101648,5,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,639.0227,141016485,-1,-1,-1,-1,-1,-1,-1
14101649,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,324.9285,141016491,-1,-1,-1,-1,-1,-1,-1
14101650,1,1,50,1,1,833619,725,0,0,-1,0,-1,-1,1,80.4285,141016501,4,340,1095,20.12,36.42,-1,-1
14101650,2,1,60,2,1,0,-1,0,0,-1,0,-1,-1,2,80.4285,141016502,-1,-1,-1,-1,-1,-1,-1
14101650,3,1,30,1,1,0,-1,0,0,-1,0,-1,-1,2,80.4285,141016503,-1,-1,-1,-1,-1,-1,-1
14101651,1,1,30,1,1,371810,3508,0,0,-1,0,-1,-1,1,646.6484,141016511,3,355,940,8.7,17.68,-1,-1
14101651,2,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,646.6484,141016512,-1,-1,-1,-1,-1,-1,-1
14101651,3,8,2,1,0,0,-1,1,318513,-1,-1,-1,-1,-1,646.6484,141016513,-1,-1,-1,-1,-1,-1,-1
14101651,4,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,646.6484,141016514,-1,-1,-1,-1,-1,-1,-1
14101652,1,1,60,1,1,495711,2876,0,0,-1,0,-1,-1,1,649.6649,141016521,1,810,855,30.88,51.13,-1,-1
14101652,2,1,60,2,1,829217,573,0,0,-1,4,0,-1,1,649.6649,141016522,6,385,825,35.39,90.88,-1,-1
14101653,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,166.7718,141016531,-1,-1,-1,-1,-1,-1,-1
14101653,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,2,166.7718,141016532,-1,-1,-1,-1,-1,-1,-1
14101654,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,333.5122,141016541,-1,-1,-1,-1,-1,-1,-1
14101655,1,1,60,1,1,126623,2309,0,0,-1,0,-1,-1,1,194.675,141016551,3,450,1030,2.37,14.56,-1,-1
14101656,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,2,194.5819,141016561,-1,-1,-1,-1,-1,-1,-1
14101656,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,194.5819,141016562,-1,-1,-1,-1,-1,-1,-1
14101657,1,4,60,2,0,0,-1,0,0,-1,0,-1,-1,1,515.8057,141016571,-1,-1,-1,-1,-1,-1,-1
14101658,1,1,30,2,1,762772,966,2,0,-1,0,-1,-1,1,78.1412,141016581,3,485,960,31.09,52.1,-1,-1
14101659,1,1,40,1,1,111101,2282,0,0,-1,0,0,-1,1,230.6036,141016591,3,595,1020,16.93,28.09,-1,-1
14101659,2,1,40,2,1,242892,2647,0,0,-1,0,0,-1,3,230.6036,141016592,-1,-1,-1,-1,-1,-1,-1
14101659,3,8,2,1,0,0,-1,1,0,-1,-1,-1,-1,-1,230.6036,141016593,-1,-1,-1,-1,-1,-1,-1
14101659,4,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,230.6036,141016594,-1,-1,-1,-1,-1,-1,-1
14101660,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,875.0019,141016601,-1,-1,-1,-1,-1,-1,-1
14101661,1,1,30,1,1,103534,2255,0,0,-1,0,-1,-1,1,510.9109,141016611,3,440,990,18.02,31.11,-1,-1
14101661,2,2,30,2,2,210150,2637,0,0,-1,5,1,-1,2,510.9109,141016612,-1,-1,-1,-1,-1,-1,-1
14101662,1,4,40,2,0,0,-1,0,0,-1,0,-1,-1,1,230.7189,141016621,-1,-1,-1,-1,-1,-1,-1
14101662,2,1,40,1,1,829633,433,0,0,-1,3,0,-1,3,230.7189,141016622,6,480,1090,4.7,18.52,-1,-1
14101662,3,8,2,2,0,0,-1,1,711218,668,-1,-1,-1,-1,230.7189,141016623,-1,-1,-1,-1,-1,6.09,0.36
14101662,4,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,230.7189,141016624,-1,-1,-1,-1,-1,-1,-1
14101663,1,5,60,1,0,0,-1,1,797163,302,2,-1,-1,1,52.6357,141016631,-1,-1,-1,-1,-1,27.59,7.65
14101663,2,2,60,2,2,996732,1665,0,0,-1,0,-1,-1,2,52.6357,141016632,3,1135,1245,17.03,31.72,-1,-1
14101664,1,1,60,1,1,920003,30,0,0,-1,0,-1,-1,1,1145.2715,141016641,5,340,870,34.64,45.37,-1,-1
14101664,2,2,60,2,2,45238,2168,0,0,-1,0,0,-1,2,1145.2715,141016642,-1,-1,-1,-1,-1,-1,-1
14101665,1,5,30,1,0,0,-1,1,220196,2587,0,-1,-1,1,312.0331,141016651,-1,-1,-1,-1,-1,12.93,3.59
14101665,2,1,30,2,1,932516,1551,0,0,-1,4,1,-1,3,312.0331,141016652,6,545,750,18.93,34.67,-1,-1
14101665,3,8,2,1,0,0,-1,1,220766,-1,-1,-1,-1,-1,312.0331,141016653,-1,-1,-1,-1,-1,-1,-1
14101666,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,367.9136,141016661,-1,-1,-1,-1,-1,-1,-1
14101667,1,1,50,2,1,816184,1897,0,0,-1,0,-1,-1,1,168.8067,141016671,3,450,970,23.35,36.27,-1,-1
14101667,2,1,50,1,1,997562,1605,0,0,-1,0,0,-1,2,168.8067,141016672,3,465,990,28.33,56.08,-1,-1
14101668,1,1,30,2,1,922012,1799,0,0,-1,5,0,-1,1,91.8275,141016681,-1,-1,-1,-1,-1,-1,-1
14101669,1,4,21,1,0,0,-1,0,0,-1,0,-1,-1,1,269.7846,141016691,1,395,935,-1,-1,-1,-1
14101670,1,1,60,1,1,1180594,707,0,0,-1,0,-1,-1,1,108.8896,141016701,3,630,1195,12.32,25.47,-1,-1
14101671,1,1,40,1,1,829628,432,0,0,-1,3,-1,-1,3,79.6941,141016711,-1,-1,-1,-1,-1,-1,-1
14101671,2,2,40,2,2,220196,2587,0,0,-1,4,-1,-1,1,79.6941,141016712,4,660,955,8.03,19.57,-1,-1
14101671,3,3,80,1,0,0,-1,0,0,-1,0,-1,-1,3,79.6941,141016713,-1,-1,-1,-1,-1,-1,-1
14101671,4,8,2,1,0,0,-1,1,1232796,-1,-1,-1,-1,-1,79.6941,141016714,-1,-1,-1,-1,-1,-1,-1
14101672,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,114.4871,141016721,-1,-1,-1,-1,-1,-1,-1
14101673,1,1,40,1,1,1100163,1557,0,0,-1,5,-1,-1,1,52.3465,141016731,3,265,810,15.76,29.84,-1,-1
14101674,1,1,50,2,1,0,-1,0,0,-1,5,0,-1,1,41.9858,141016741,-1,-1,-1,-1,-1,-1,-1
14101675,1,4,50,2,0,0,-1,0,0,-1,0,-1,-1,1,406.5971,141016751,-1,-1,-1,-1,-1,-1,-1
14101675,2,1,50,1,1,1037877,46,0,0,-1,0,-1,-1,2,406.5971,141016752,5,390,870,3.25,11.99,-1,-1
14101675,3,7,14,2,0,0,-1,1,903672,59,5,-1,-1,3,406.5971,141016753,-1,-1,-1,-1,-1,9.05,2.1
14101675,4,7,8,1,0,0,-1,1,1230383,4,-1,-1,-1,3,406.5971,141016754,-1,-1,-1,-1,-1,11.27,3.39
14101675,5,7,8,1,0,0,-1,1,1230383,4,-1,-1,-1,3,406.5971,141016755,-1,-1,-1,-1,-1,11.27,3.39
14101676,1,4,30,2,0,0,-1,2,797163,303,5,-1,-1,1,92.3823,141016761,6,745,1020,-1,-1,-1,-1
14101677,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,68.9509,141016771,-1,-1,-1,-1,-1,-1,-1
14101678,1,1,60,2,1,688612,105,0,0,-1,3,1,-1,1,42.6216,141016781,6,420,975,3.86,13.55,-1,-1
14101679,1,1,70,1,1,730934,1410,0,0,-1,0,-1,-1,1,141.7977,141016791,3,370,930,15.16,29.34,-1,-1
14101679,2,1,70,2,1,829103,571,0,0,-1,0,0,-1,2,141.7977,141016792,3,480,960,2.4,13.89,-1,-1
14101680,1,1,40,1,1,829778,436,0,0,-1,3,1,-1,1,81.2833,141016801,6,1135,1260,0.22,8.91,-1,-1
14101681,1,2,70,1,2,828910,630,0,0,-1,0,-1,-1,1,112.8635,141016811,3,655,855,3.18,15.79,-1,-1
14101681,2,4,60,2,0,0,-1,0,0,-1,0,-1,-1,2,112.8635,141016812,-1,-1,-1,-1,-1,-1,-1
14101682,1,4,21,2,0,0,-1,0,0,-1,0,-1,-1,1,140.5784,141016821,3,885,1005,-1,-1,-1,-1
14101683,1,1,21,1,1,797163,302,2,797163,302,5,0,-1,1,108.8609,141016831,1,475,1000,0.53,10.08,-1,-1
14101683,2,4,21,1,0,0,-1,2,797163,302,1,-1,-1,2,108.8609,141016832,-1,-1,-1,-1,-1,10.08,0.53
14101684,1,4,21,2,0,0,-1,2,797163,302,1,-1,-1,1,112.9453,141016841,-1,-1,-1,-1,-1,11.03,0.8
14101684,2,2,21,2,2,1225739,289,2,797163,302,1,-1,-1,2,112.9453,141016842,-1,-1,-1,-1,-1,10.94,0.8
14101685,1,4,21,2,0,0,-1,2,797163,302,1,-1,-1,1,140.5784,141016851,3,895,930,-1,-1,-1,-1
14101686,1,1,30,2,1,768159,1368,2,797163,302,5,0,-1,1,48.397,141016861,3,420,990,22.18,42.77,-1,-1
14101687,1,2,40,2,2,0,-1,0,0,-1,0,-1,-1,1,104.0425,141016871,-1,-1,-1,-1,-1,-1,-1
14101687,2,1,40,1,1,824353,3,0,0,-1,0,-1,-1,2,104.0425,141016872,3,810,960,0.33,3.32,-1,-1
14101687,3,6,17,2,0,0,-1,1,1323,127,-1,-1,-1,2,104.0425,141016873,-1,-1,-1,-1,-1,-1,-1
14101687,4,7,8,1,0,0,-1,1,1098479,12,-1,-1,-1,2,104.0425,141016874,-1,-1,-1,-1,-1,-1,-1
14101688,1,1,40,2,1,1036054,378,0,0,-1,5,-1,-1,1,43.4643,141016881,-1,-1,-1,-1,-1,-1,-1
14101689,1,2,60,2,2,902588,983,0,0,-1,0,0,-1,1,575.608,141016891,-1,-1,-1,-1,-1,-1,-1
14101689,2,3,70,1,0,0,-1,0,0,-1,0,-1,-1,3,575.608,141016892,-1,-1,-1,-1,-1,-1,-1
14101690,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,57.3606,141016901,-1,-1,-1,-1,-1,-1,-1
14101692,1,1,60,2,1,1100169,1557,0,0,-1,0,-1,-1,1,54.7734,141016921,3,475,1020,3.11,11.4,-1,-1
14101693,1,1,60,2,1,886241,1570,0,0,-1,5,0,-1,1,204.2987,141016931,3,450,990,0.42,3.69,-1,-1
14101694,1,1,30,1,1,1067472,1613,0,0,-1,0,0,-1,1,81.6751,141016941,3,560,1035,4.84,13.45,-1,-1
14101695,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,128.4014,141016951,-1,-1,-1,-1,-1,-1,-1
14101695,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,3,128.4014,141016952,-1,-1,-1,-1,-1,-1,-1
14101696,1,1,80,1,1,0,-1,0,0,-1,0,-1,-1,1,132.4995,141016961,3,945,1035,-1,-1,-1,-1
14101696,2,3,70,2,0,0,-1,0,0,-1,0,-1,-1,2,132.4995,141016962,-1,-1,-1,-1,-1,-1,-1
14101697,1,4,40,2,0,0,-1,0,0,-1,0,-1,-1,1,385.6846,141016971,-1,-1,-1,-1,-1,-1,-1
14101697,2,1,40,1,1,225884,2604,0,0,-1,0,-1,-1,2,385.6846,141016972,3,715,780,1.33,6.04,-1,-1
14101697,3,7,14,1,0,0,-1,1,225470,2599,-1,-1,-1,3,385.6846,141016973,-1,-1,-1,-1,-1,3.76,0.44
14101697,4,7,8,1,0,0,-1,1,225470,2599,-1,-1,-1,3,385.6846,141016974,-1,-1,-1,-1,-1,3.76,0.44
14101697,5,7,8,2,0,0,-1,1,225470,2599,-1,-1,-1,3,385.6846,141016975,-1,-1,-1,-1,-1,3.76,0.44
14101697,6,7,8,2,0,0,-1,1,225470,2599,-1,-1,-1,3,385.6846,141016976,-1,-1,-1,-1,-1,3.76,0.44
14101698,1,1,50,2,1,105895,2256,0,0,-1,0,-1,-1,1,76.3359,141016981,3,340,905,21.08,35.56,-1,-1
14101698,2,6,17,2,0,0,-1,1,160941,2445,-1,-1,-1,1,76.3359,141016982,-1,-1,-1,-1,-1,18.29,6.06
14101699,1,5,70,2,0,0,-1,1,131295,2392,5,-1,-1,1,386.1301,141016991,-1,-1,-1,-1,-1,38.81,28.92
14101700,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,503.0691,141017001,-1,-1,-1,-1,-1,-1,-1
14101701,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,385.4387,141017011,-1,-1,-1,-1,-1,-1,-1
14101701,2,2,50,2,2,258470,2572,2,216941,2572,0,0,-1,2,385.4387,141017012,3,530,1140,3.17,11.47,-1,-1
14101702,1,1,40,1,1,1100163,1557,0,0,-1,0,-1,-1,1,341.595,141017021,-1,-1,-1,-1,-1,-1,-1
14101702,2,1,40,2,1,196020,2524,0,0,-1,5,-1,-1,1,341.595,141017022,3,730,1115,2.25,8.1,-1,-1
14101702,3,7,14,2,0,0,-1,1,146630,2433,-1,-1,-1,3,341.595,141017023,-1,-1,-1,-1,-1,17.54,8.62
14101703,1,1,60,2,1,1000464,1797,0,0,-1,5,-1,-1,1,145.9538,141017031,3,440,960,10.56,20.64,-1,-1
14101703,2,1,40,2,1,231680,2564,0,0,-1,0,-1,-1,2,145.9538,141017032,3,520,1020,8.96,17.13,-1,-1
14101704,1,1,50,1,1,701480,879,0,0,-1,0,-1,-1,1,77.9606,141017041,3,920,30,33.21,51.08,-1,-1
14101705,1,2,80,2,2,431982,2973,0,0,-1,0,-1,-1,1,540.4809,141017051,3,590,840,6.59,18.7,-1,-1
14101706,1,3,80,2,0,0,-1,0,0,-1,0,-1,-1,1,157.847,141017061,-1,-1,-1,-1,-1,-1,-1
14101707,1,1,60,1,1,469536,3184,0,0,-1,0,-1,-1,1,604.7114,141017071,3,455,995,5.42,17.33,-1,-1
14101707,2,1,60,2,1,731975,1189,0,0,-1,0,-1,-1,1,604.7114,141017072,3,640,960,22.47,38.12,-1,-1
14101707,3,2,21,1,2,469536,3184,0,0,-1,0,-1,-1,3,604.7114,141017073,3,675,825,5.42,16.68,-1,-1
14101708,1,1,30,1,1,0,-1,0,0,-1,0,0,-1,1,441.3991,141017081,3,470,980,-1,-1,-1,-1
14101709,1,1,60,1,1,748461,1045,0,0,-1,0,-1,-1,1,471.1543,141017091,-1,-1,-1,-1,-1,-1,-1
14101709,2,1,70,2,1,651890,3308,0,0,-1,0,-1,-1,1,471.1543,141017092,3,520,815,1.25,5.71,-1,-1
14101710,1,3,90,1,0,0,-1,0,0,-1,0,-1,-1,1,373.8474,141017101,-1,-1,-1,-1,-1,-1,-1
14101711,1,4,30,2,0,0,-1,0,0,-1,0,-1,-1,1,242.4181,141017111,-1,-1,-1,-1,-1,-1,-1
14101711,2,1,30,1,1,717339,1612,0,0,-1,3,-1,-1,1,242.4181,141017112,6,630,1240,4.49,12.94,-1,-1
14101711,3,8,2,1,0,0,-1,1,0,-1,-1,-1,-1,-1,242.4181,141017113,-1,-1,-1,-1,-1,-1,-1
14101712,1,1,60,2,1,918156,2008,0,0,-1,0,-1,-1,1,76.3359,141017121,3,500,905,3.56,10.61,-1,-1
14101712,2,4,60,1,0,0,-1,0,0,-1,0,-1,-1,2,76.3359,141017122,-1,-1,-1,-1,-1,-1,-1
14101712,3,2,21,1,2,990170,1256,0,0,-1,0,-1,-1,2,76.3359,141017123,4,980,1215,5.07,14.66,-1,-1
14101712,4,4,21,1,0,0,-1,2,700864,2028,0,-1,-1,2,76.3359,141017124,-1,-1,-1,-1,-1,14.34,6.1
14101713,1,1,60,2,1,795827,948,0,0,-1,0,-1,-1,1,677.6534,141017131,3,365,870,20.84,35.5,-1,-1
14101714,1,1,70,2,1,1141505,1178,0,0,-1,0,0,-1,1,213.3688,141017141,3,480,1070,19.45,29.92,-1,-1
14101715,1,4,50,1,0,0,-1,0,0,-1,0,-1,-1,1,437.9976,141017151,-1,-1,-1,-1,-1,-1,-1
14101716,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,296.3125,141017161,-1,-1,-1,-1,-1,-1,-1
14101716,2,4,60,2,0,0,-1,0,0,-1,0,-1,-1,3,296.3125,141017162,-1,-1,-1,-1,-1,-1,-1
14101717,1,1,50,2,1,932496,1551,0,0,-1,0,-1,-1,1,408.7157,141017171,3,495,1020,1.29,7.71,-1,-1
14101717,2,2,40,1,2,0,-1,0,0,-1,0,-1,-1,1,408.7157,141017172,-1,-1,-1,-1,-1,-1,-1
14101717,3,7,8,1,0,0,-1,1,919644,1593,-1,-1,-1,2,408.7157,141017173,-1,-1,-1,-1,-1,3.86,0.5
14101718,1,1,50,1,1,720886,1413,0,0,-1,0,1,-1,1,349.5036,141017181,3,475,990,2.7,10.92,-1,-1
14101718,2,1,40,2,1,814646,958,0,0,-1,0,0,-1,1,349.5036,141017182,3,465,975,4.18,16.03,-1,-1
14101719,1,1,50,2,1,892050,761,0,0,-1,0,-1,-1,1,326.8154,141017191,3,475,1020,6.96,16.65,-1,-1
14101720,1,3,90,2,0,0,-1,0,0,-1,0,-1,-1,1,735.426,141017201,-1,-1,-1,-1,-1,-1,-1
14101721,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,77.6875,141017211,-1,-1,-1,-1,-1,-1,-1
14101723,1,1,40,2,1,196116,2479,0,0,-1,0,-1,-1,1,274.1358,141017231,3,505,930,10.83,19.83,-1,-1
14101723,2,1,40,1,1,749194,1517,0,0,-1,0,-1,-1,2,274.1358,141017232,3,395,945,21.05,33.06,-1,-1
14101724,1,2,30,1,2,1219732,548,0,0,-1,0,0,-1,1,490.7156,141017241,3,690,870,5.45,17.53,-1,-1
14101725,1,3,70,2,0,0,-1,0,0,-1,0,-1,-1,1,253.2196,141017251,-1,-1,-1,-1,-1,-1,-1
14101725,2,3,70,1,0,0,-1,0,0,-1,0,-1,-1,3,253.2196,141017252,-1,-1,-1,-1,-1,-1,-1
14101726,1,1,60,2,1,947296,965,0,0,-1,0,-1,-1,1,258.7947,141017261,3,460,1035,28.41,55.52,-1,-1
14101727,1,2,70,1,2,0,-1,0,0,-1,0,-1,-1,1,126.9807,141017271,3,800,855,-1,-1,-1,-1
14101727,2,2,60,2,2,916482,296,0,0,-1,3,0,-1,1,126.9807,141017272,3,985,1380,6.76,22.46,-1,-1
14101728,1,4,60,1,0,0,-1,0,0,-1,0,-1,-1,1,315.3903,141017281,-1,-1,-1,-1,-1,-1,-1
14101728,2,1,60,2,1,1078357,567,0,0,-1,0,1,-1,1,315.3903,141017282,5,835,1320,7.7,20.66,-1,-1
14101729,1,2,30,1,2,878392,67,0,0,-1,5,0,-1,1,190.7855,141017291,3,350,540,2.39,9.94,-1,-1
14101729,2,1,30,2,1,112237,2296,0,0,-1,0,0,-1,1,190.7855,141017292,3,415,1085,19.68,26.65,-1,-1
14101730,1,1,40,1,1,732875,878,0,0,-1,0,-1,-1,1,201.3032,141017301,3,385,900,17.33,27.91,-1,-1
14101731,1,1,60,1,1,823766,384,0,0,-1,0,-1,-1,1,171.7215,141017311,3,885,1380,8.44,23.21,-1,-1
14101731,2,1,50,2,1,252179,2561,0,0,-1,0,-1,-1,3,171.7215,141017312,3,510,1075,9.13,22.99,-1,-1
14101732,1,1,40,2,1,1223110,630,0,0,-1,3,0,-1,1,179.4166,141017321,7,660,1095,16.39,33.65,-1,-1
14101732,2,1,21,2,1,241120,2608,0,0,-1,0,0,-1,2,179.4166,141017322,3,475,900,7.4,17.62,-1,-1
14101733,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,185.2128,141017331,-1,-1,-1,-1,-1,-1,-1
14101733,2,4,60,2,0,0,-1,0,0,-1,0,-1,-1,2,185.2128,141017332,-1,-1,-1,-1,-1,-1,-1
14101734,1,1,40,2,1,1161086,335,0,0,-1,0,-1,-1,1,59.1463,141017341,3,670,1100,3.42,14.58,-1,-1
14101735,1,1,40,1,1,112246,2291,0,0,-1,0,-1,-1,2,676.8757,141017351,3,530,630,11.21,19.09,-1,-1
14101735,2,1,40,2,1,75920,2244,0,0,-1,5,-1,-1,1,676.8757,141017352,4,480,985,6.3,11.79,-1,-1
14101735,3,7,8,1,0,0,-1,1,52978,2161,-1,-1,-1,3,676.8757,141017353,-1,-1,-1,-1,-1,5.32,1.11
14101735,4,4,21,1,0,0,-1,2,160941,2445,0,-1,-1,3,676.8757,141017354,-1,-1,-1,-1,-1,30.86,19.84
14101736,1,1,30,2,1,1000444,1797,0,0,-1,0,-1,-1,1,363.9342,141017361,5,455,885,8.98,24.84,-1,-1
14101736,2,1,40,1,1,739588,905,0,0,-1,0,-1,-1,2,363.9342,141017362,5,390,930,34.06,56.35,-1,-1
14101736,3,7,8,2,0,0,-1,1,180329,2431,-1,-1,-1,2,363.9342,141017363,-1,-1,-1,-1,-1,7.85,2.34
14101736,4,8,2,2,0,0,-1,1,180329,-1,-1,-1,-1,-1,363.9342,141017364,-1,-1,-1,-1,-1,-1,-1
14101737,1,3,70,1,0,0,-1,0,0,-1,0,-1,-1,1,381.3113,141017371,-1,-1,-1,-1,-1,-1,-1
14101738,1,4,60,1,0,0,-1,0,0,-1,0,-1,-1,1,198.4097,141017381,-1,-1,-1,-1,-1,-1,-1
14101738,2,2,60,2,2,851486,1738,0,0,-1,0,-1,-1,2,198.4097,141017382,3,475,810,8.68,20.02,-1,-1
14101739,1,2,40,2,2,115670,2319,0,0,-1,0,-1,-1,1,476.7016,141017391,4,500,700,6.99,17.84,-1,-1
14101739,2,1,40,1,1,236621,2564,0,0,-1,0,-1,-1,3,476.7016,141017392,-1,-1,-1,-1,-1,-1,-1
14101739,3,7,8,2,0,0,-1,1,191034,2467,-1,-1,-1,2,476.7016,141017393,-1,-1,-1,-1,-1,6.05,1.25
14101739,4,8,2,2,0,0,-1,1,0,-1,-1,-1,-1,-1,476.7016,141017394,-1,-1,-1,-1,-1,-1,-1
14101740,1,3,80,1,0,0,-1,0,0,-1,0,-1,-1,1,190.3493,141017401,-1,-1,-1,-1,-1,-1,-1
14101740,2,3,80,2,0,0,-1,0,0,-1,0,-1,-1,3,190.3493,141017402,-1,-1,-1,-1,-1,-1,-1
14101741,1,5,70,2,0,0,-1,1,210236,2636,0,-1,-1,1,434.7038,141017411,3,775,905,-1,-1,-1,-1
14101742,1,1,50,1,1,126626,2401,0,0,-1,0,-1,-1,1,79.8111,141017421,3,355,880,4.25,11.06,-1,-1
14101742,2,1,40,2,1,735321,535,0,0,-1,3,0,-1,1,79.8111,141017422,6,475,955,23.84,55.79,-1,-1
14101743,1,1,60,2,1,212992,2574,0,0,-1,0,-1,-1,1,383.0081,141017431,3,390,1080,8.81,20.51,-1,-1
14101743,2,4,60,1,0,0,-1,0,0,-1,0,-1,-1,3,383.0081,141017432,-1,-1,-1,-1,-1,-1,-1
14101744,1,1,50,1,1,173619,2418,0,0,-1,0,-1,-1,1,312.2671,141017441,3,1010,1400,3.23,9.99,-1,-1
14101745,1,1,21,1,1,109509,2277,0,0,-1,0,-1,-1,1,164.5021,141017451,3,440,1020,8.19,19.35,-1,-1
