hhno,hhsize,hhvehs,hhwkrs,hhftw,hhptw,hhret,hhoad,hhuni,hhhsc,hh515,hhcu5,hhincome,hownrent,hrestype,hhparcel,hhtaz,hhexpfac,samptype
2925,1,1,1,1,0,0,0,0,0,0,0,35000,1,2,604794,3582,134.91,1
2930,4,2,2,2,0,0,0,0,0,1,1,135000,1,1,1084418,2234,674.28,1
2933,2,2,1,1,0,0,1,0,0,0,0,135000,1,1,563093,61,121.67,1
2934,1,0,1,1,0,0,0,0,0,0,0,15000,2,3,213581,391,409.58,1
2935,4,2,2,2,0,0,0,0,0,2,0,115000,1,1,808610,2700,590.19,1
2936,2,2,1,1,0,0,1,0,0,0,0,65000,3,6,1500003,3354,295.64,1
2966,1,2,1,1,0,0,0,0,0,0,0,85000,1,1,1008570,2330,187.17,1
2979,2,2,2,2,0,0,0,0,0,0,0,85000,1,2,1123029,2600,879.9,1
2980,1,1,1,0,1,0,0,0,0,0,0,25000,1,1,532662,271,173.74,1
2983,1,1,1,1,0,0,0,0,0,0,0,45000,1,3,1109421,2418,180.29,1
2991,1,1,1,1,0,0,0,0,0,0,0,35000,1,3,1064751,2636,389.12,1
3019,2,2,2,2,0,0,0,0,0,0,0,55000,1,1,825851,3079,344,1
3035,1,1,0,0,0,0,1,0,0,0,0,115000,1,1,810687,3043,275.74,1
3042,3,3,1,1,0,1,1,0,0,0,0,95000,1,1,513350,1902,161.85,1
3043,3,3,2,1,1,0,0,0,0,1,0,75000,1,1,424289,1063,254.82,1
3070,1,1,0,0,0,1,0,0,0,0,0,45000,1,1,306894,1692,216.27,1
3090,1,1,0,0,0,1,0,0,0,0,0,15000,2,1,580783,3645,170.63,1
3091,2,1,1,1,0,0,0,0,0,1,0,65000,1,1,618573,3514,114.65,1
3165,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,353946,65,97.49,1
3195,1,1,0,0,0,1,0,0,0,0,0,25000,1,1,496981,1593,345.01,1
3203,2,3,2,2,0,0,0,0,0,0,0,55000,1,1,494123,852,146.34,1
3212,4,2,2,2,0,0,0,0,0,1,1,115000,1,1,356249,2002,418.39,1
3265,2,2,1,0,1,1,0,0,0,0,0,95000,1,1,1102252,2151,136.68,1
3271,3,2,1,1,0,0,1,0,0,0,1,85000,1,1,755376,3159,392.57,1
3300,3,2,3,2,0,0,0,0,1,0,0,95000,1,4,749092,3094,467.7,1
3335,2,2,1,1,0,0,1,0,0,0,0,45000,1,1,1130846,2635,172.35,1
3354,1,1,1,1,0,0,0,0,0,0,0,105000,1,1,559352,264,98.36,1
3364,2,3,1,1,0,1,0,0,0,0,0,55000,1,1,905759,3422,291.08,1
3367,1,1,0,0,0,1,0,0,0,0,0,15000,2,3,603784,3573,170.63,1
3370,2,3,0,0,0,2,0,0,0,0,0,-1,1,3,702229,2794,204.03,1
3379,2,2,2,1,1,0,0,0,0,0,0,105000,1,1,1058119,2473,305.31,1
3380,2,3,2,2,0,0,0,0,0,0,0,95000,1,1,649984,3654,62.73,1
3382,1,1,1,0,1,0,0,0,0,0,0,45000,1,1,101787,2010,262.97,1
3399,2,6,2,2,0,0,0,0,0,0,0,175000,1,1,104160,20,151.89,1
3431,1,1,0,0,0,1,0,0,0,0,0,35000,1,4,593007,3492,87.54,1
3440,4,2,2,2,0,0,0,0,0,1,1,75000,1,1,346108,148,114.56,1
3446,2,2,1,1,0,0,1,0,0,0,0,55000,1,1,505985,58,95.21,1
3459,2,3,0,0,0,2,0,0,0,0,0,55000,1,1,498706,975,165.27,1
3467,1,1,0,0,0,1,0,0,0,0,0,-1,1,2,559334,264,141.12,1
3490,6,3,1,1,0,0,1,0,0,3,1,65000,1,1,976835,2665,517.99,1
3491,2,2,1,0,1,1,0,0,0,0,0,85000,1,1,497880,1001,248.48,1
3496,2,1,1,1,0,1,0,0,0,0,0,25000,1,1,436606,1355,552.34,1
3505,1,1,1,1,0,0,0,0,0,0,0,15000,2,3,453743,161,1004.13,1
3510,3,1,1,1,0,2,0,0,0,0,0,65000,1,1,32561,1319,248.38,1
3540,2,2,0,0,0,2,0,0,0,0,0,45000,1,1,588967,3687,68.41,1
3545,2,3,2,2,0,0,0,0,0,0,0,75000,1,3,478970,938,237.22,1
3553,2,2,1,0,1,0,1,0,0,0,0,65000,1,1,680581,2678,295.64,1
3554,2,3,2,1,1,0,0,0,0,0,0,65000,1,1,398434,1847,234.77,1
3555,2,2,1,1,0,1,0,0,0,0,0,115000,1,1,727187,3463,268.2,1
3556,6,3,1,1,0,0,1,0,0,4,0,95000,1,1,453337,1836,255.52,1
3557,2,2,1,1,0,1,0,0,0,0,0,55000,1,1,804192,3384,253.65,1
3558,2,3,2,2,0,0,0,0,0,0,0,175000,1,1,1184558,2106,340.02,1
3565,2,2,0,0,0,1,1,0,0,0,0,95000,1,1,83616,1691,168.48,1
3573,4,2,2,1,1,0,0,0,0,2,0,105000,1,1,552711,58,140.52,1
3577,3,3,2,2,0,0,1,0,0,0,0,-1,1,1,476852,1467,201.76,1
3588,2,2,2,2,0,0,0,0,0,0,0,65000,1,1,246728,94,113.73,1
3591,3,2,2,2,0,0,0,0,0,1,0,95000,1,1,1024447,2326,291.7,1
3600,3,5,3,2,0,0,0,0,1,0,0,65000,1,1,479159,1161,368.56,1
3601,3,2,1,1,0,0,0,0,0,2,0,35000,2,1,1171357,2212,536.17,1
3605,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,875521,3427,363.73,1
3606,6,2,1,1,0,0,1,0,0,2,2,65000,1,1,786180,3075,517.62,1
3610,2,2,0,0,0,1,1,0,0,0,0,55000,1,3,560134,1506,159.37,1
3620,1,2,1,1,0,0,0,0,0,0,0,45000,1,1,1176012,2121,200.73,1
3634,2,3,0,0,0,1,0,1,0,0,0,-1,1,1,647269,3565,34.35,1
3637,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,389902,1459,383.18,1
3672,4,2,1,1,0,0,1,0,0,2,0,115000,1,1,84349,621,137.7,1
3712,1,2,0,0,0,1,0,0,0,0,0,55000,1,1,86205,1494,92.83,1
3714,2,2,0,0,0,1,1,0,0,0,0,45000,1,1,683222,2683,284.58,1
3727,1,0,0,0,0,1,0,0,0,0,0,15000,2,3,565317,608,344.62,1
3732,2,3,2,2,0,0,0,0,0,0,0,95000,1,1,1096648,2429,225.37,1
3747,2,1,2,2,0,0,0,0,0,0,0,125000,1,1,31067,311,607.68,1
3751,1,2,0,0,0,0,1,0,0,0,0,25000,1,4,191032,1997,353.5,1
3758,2,1,1,1,0,1,0,0,0,0,0,35000,1,4,747531,3278,369.2,1
3765,2,2,1,1,0,1,0,0,0,0,0,35000,2,3,209741,243,190.5,1
3769,2,1,0,0,0,0,1,0,1,0,0,25000,1,1,601826,3605,153.75,1
3783,2,2,2,2,0,0,0,0,0,0,0,65000,1,1,869838,3094,330.42,1
3785,2,2,2,1,1,0,0,0,0,0,0,85000,1,1,1119262,2388,879.9,1
3793,4,3,1,1,0,0,1,0,0,2,0,95000,1,1,181360,1431,295.6,1
3794,2,3,1,1,0,0,1,0,0,0,0,65000,1,1,114097,82,136.34,1
3812,3,2,1,1,0,0,1,0,0,0,1,175000,1,1,59534,698,137.98,1
3815,3,4,2,2,0,0,1,0,0,0,0,-1,1,1,128178,1788,217.93,1
3817,4,3,1,1,0,0,1,0,0,2,0,75000,1,1,98026,1378,264.77,1
3820,3,1,2,1,1,0,0,0,0,1,0,65000,1,1,377883,1378,436.58,1
3821,5,1,1,1,0,0,1,0,0,3,0,55000,1,1,763939,2846,399.45,1
3835,2,3,2,1,1,0,0,0,0,0,0,-1,1,1,1072284,2500,186.44,1
3872,1,1,1,1,0,0,0,0,0,0,0,105000,2,3,40978,452,98.36,1
3880,5,3,2,1,0,0,1,0,1,2,0,55000,1,1,1071602,2612,416.78,1
3899,3,2,2,2,0,0,0,0,1,0,0,65000,1,1,443174,1871,277.69,1
3901,1,0,1,1,0,0,0,0,0,0,0,35000,2,3,421280,428,256.11,1
3913,5,3,2,2,0,0,0,0,1,2,0,55000,1,1,763881,2850,417.42,1
3914,1,1,1,1,0,0,0,0,0,0,0,25000,2,3,577934,3625,234.98,1
3932,3,2,3,2,0,0,0,1,0,0,0,75000,1,1,291641,155,117.54,1
3952,3,3,1,1,0,0,1,0,1,0,0,175000,1,1,313316,2030,377.16,1
3957,6,3,2,2,0,0,1,0,0,1,2,75000,1,1,942115,2978,432.34,1
3984,1,2,0,0,0,0,1,0,0,0,0,85000,1,1,357237,1085,191.74,1
4007,2,6,1,1,0,1,0,0,0,0,0,55000,1,1,555879,1169,175.99,1
4008,1,1,1,1,0,0,0,0,0,0,0,55000,2,3,349696,343,94.76,1
4015,1,1,1,1,0,0,0,0,0,0,0,75000,1,2,336729,333,77.48,1
4017,2,2,2,2,0,0,0,0,0,0,0,145000,1,1,46986,1676,383.18,1
4030,1,1,1,1,0,0,0,0,0,0,0,35000,1,3,117247,1468,421.49,1
4070,2,2,1,0,1,1,0,0,0,0,0,55000,1,1,1039553,2508,113.07,1
4090,2,0,1,0,1,0,1,0,0,0,0,15000,2,3,554,1199,2223.05,1
4095,1,1,1,1,0,0,0,0,0,0,0,65000,1,1,176895,749,93.33,1
4101,4,2,1,1,0,0,1,0,0,2,0,125000,1,1,156119,1207,427.68,1
4106,2,3,2,2,0,0,0,0,0,0,0,135000,1,1,551439,1435,347.98,1
4110,4,2,2,2,0,0,0,0,0,2,0,95000,1,1,69709,1096,322.58,1
4125,2,3,1,1,0,0,1,0,0,0,0,55000,2,1,1050836,2115,176.34,1
4135,2,2,1,1,0,0,1,0,0,0,0,145000,1,1,178057,387,121.67,1
4136,1,1,1,1,0,0,0,0,0,0,0,45000,2,1,1028193,2259,231.93,1
4151,1,2,1,1,0,0,0,0,0,0,0,115000,1,1,921604,3190,208.86,1
4172,1,2,1,1,0,0,0,0,0,0,0,-1,1,1,596857,3480,88.58,1
4186,2,1,0,0,0,2,0,0,0,0,0,25000,1,1,915123,3290,434.92,1
4188,2,5,1,1,0,0,1,0,0,0,0,45000,1,1,835520,3453,396.29,1
4229,5,5,3,3,0,0,1,0,0,1,0,75000,1,1,666855,3521,267.85,1
4241,1,1,1,1,0,0,0,0,0,0,0,55000,1,6,832572,3090,242.44,1
4257,1,1,0,0,0,1,0,0,0,0,0,35000,1,1,574595,3667,87.54,1
4259,1,4,0,0,0,1,0,0,0,0,0,35000,1,1,969605,2101,253.22,1
4291,1,1,1,1,0,0,0,0,0,0,0,75000,1,1,1081815,2470,157.71,1
4298,1,1,1,1,0,0,0,0,0,0,0,65000,2,3,168459,1334,478.14,1
4308,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,766953,2811,199.48,1
4334,1,1,1,1,0,0,0,0,0,0,0,35000,1,1,639751,3667,134.91,1
4361,1,1,0,0,0,0,1,0,0,0,0,15000,2,3,671100,3628,194.3,1
4363,1,1,1,1,0,0,0,0,0,0,0,35000,1,2,545013,1058,859.01,1
4364,2,2,1,0,1,1,0,0,0,0,0,115000,1,1,120534,1640,235.72,1
4368,2,1,1,1,0,0,1,0,0,0,0,35000,2,3,439383,586,201.51,1
4371,2,5,2,1,1,0,0,0,0,0,0,115000,1,1,584353,3519,95.37,1
4413,2,3,2,2,0,0,0,0,0,0,0,-1,1,1,616325,3505,95.37,1
4420,2,3,0,0,0,1,1,0,0,0,0,35000,1,1,616646,3505,69,1
4435,2,2,0,0,0,2,0,0,0,0,0,45000,1,1,517648,1111,307.94,1
4437,2,2,0,0,0,1,1,0,0,0,0,25000,1,1,1056029,2443,283.05,1
4457,3,2,2,1,1,0,0,0,1,0,0,25000,1,1,719567,3248,732.74,1
4464,5,4,3,2,1,0,0,0,0,0,2,95000,1,1,973230,2345,488.79,1
4466,4,2,0,0,0,2,0,0,0,2,0,55000,2,1,649945,3501,258.08,1
4474,3,3,2,2,0,0,0,0,1,0,0,175000,1,1,112799,1304,302.72,1
4492,2,1,0,0,0,2,0,0,0,0,0,35000,1,1,1061552,2534,417.43,1
4496,4,1,1,1,0,0,1,0,0,0,2,25000,2,3,466389,816,253.57,1
4508,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,902182,2791,288.48,1
4511,2,2,2,2,0,0,0,0,0,0,0,85000,1,1,852278,3318,247.93,1
4520,1,1,1,1,0,0,0,0,0,0,0,-1,1,1,1103312,2090,216.26,1
4526,2,2,0,0,0,0,2,0,0,0,0,95000,1,1,671151,3690,42.24,1
4546,1,1,0,0,0,1,0,0,0,0,0,45000,1,1,213243,352,91.79,1
4550,4,3,2,2,0,0,0,0,1,1,0,145000,1,1,117948,1776,384.92,1
4552,1,1,1,1,0,0,0,0,0,0,0,125000,1,3,462714,454,98.36,1
4557,2,1,1,0,1,0,0,0,0,0,1,25000,2,3,575271,3571,303.69,1
4570,4,2,1,1,0,0,1,0,0,2,0,105000,1,1,907530,3297,528.07,1
4578,1,1,1,0,1,0,0,0,0,0,0,15000,1,1,429046,1168,593.53,1
4585,1,1,1,1,0,0,0,0,0,0,0,65000,1,3,108940,1968,234.61,1
4616,2,2,2,2,0,0,0,0,0,0,0,105000,2,3,1148963,2474,955.46,1
4625,2,2,0,0,0,2,0,0,0,0,0,35000,1,1,438251,1370,399.54,1
4627,1,5,1,1,0,0,0,0,0,0,0,135000,1,1,990766,2621,112.35,1
4629,2,3,0,0,0,0,2,0,0,0,0,65000,1,1,655791,3475,81.56,1
4634,4,2,2,1,1,0,0,0,0,1,1,125000,1,1,981471,2586,674.28,1
4636,2,1,1,1,0,0,0,0,0,1,0,45000,1,2,1104250,2627,230.93,1
4638,3,1,1,1,0,0,1,0,0,0,1,35000,2,3,1148752,2428,787.28,1
4645,2,1,2,2,0,0,0,0,0,0,0,65000,1,1,1070209,2161,330.96,1
4648,3,3,2,2,0,0,0,0,0,1,0,75000,1,1,987391,2271,325.17,1
4670,1,1,0,0,0,1,0,0,0,0,0,5000,2,3,1045544,2383,420.5,1
4671,3,5,2,2,0,0,1,0,0,0,0,135000,1,1,1077090,2602,543.66,1
4688,1,1,1,1,0,0,0,0,0,0,0,45000,2,2,332000,718,438.75,1
4692,1,1,1,1,0,0,0,0,0,0,0,45000,2,3,566956,407,109.09,1
4700,2,2,2,2,0,0,0,0,0,0,0,115000,1,1,240731,204,124.16,1
4709,2,1,2,2,0,0,0,0,0,0,0,75000,1,1,52252,749,102.05,1
4721,5,1,0,0,0,0,1,0,0,2,2,5000,2,3,259935,816,425.74,1
4739,2,2,2,2,0,0,0,0,0,0,0,175000,1,3,696318,2972,363.73,1
4754,5,2,2,1,1,0,0,0,0,2,1,95000,1,1,629925,3657,239.7,1
4773,2,2,0,0,0,0,2,0,0,0,0,135000,1,1,590811,3696,64.22,1
4793,2,2,1,0,1,1,0,0,0,0,0,95000,1,1,593571,3498,46.41,1
4797,1,0,0,0,0,0,1,0,0,0,0,15000,2,2,578734,3611,136.8,1
4822,5,3,2,1,1,0,0,0,0,3,0,75000,1,1,425849,1774,262.41,1
4830,1,4,1,1,0,0,0,0,0,0,0,75000,1,1,359698,1005,156.36,1
4846,7,2,1,1,0,0,1,0,0,3,2,25000,1,1,830418,2995,699.92,1
4853,3,4,3,3,0,0,0,0,0,0,0,95000,1,1,93791,1298,336.71,1
4869,2,2,0,0,0,2,0,0,0,0,0,35000,1,1,124723,1888,399.54,1
4871,1,1,1,1,0,0,0,0,0,0,0,45000,1,1,1009411,2519,180.29,1
4883,2,3,2,2,0,0,0,0,0,0,0,85000,1,1,1068242,2406,313.13,1
4897,3,2,2,1,0,0,0,0,1,1,0,35000,1,1,905098,3306,669.07,1
4904,3,2,1,0,1,1,1,0,0,0,0,35000,1,1,650867,3515,127.88,1
4914,2,2,0,0,0,2,0,0,0,0,0,65000,1,1,242316,1426,194.75,1
4918,3,3,3,3,0,0,0,0,0,0,0,95000,1,1,506235,2004,336.71,1
4935,4,2,2,2,0,0,0,0,0,2,0,-1,1,1,572744,3660,249.73,1
4947,2,3,1,1,0,0,1,0,0,0,0,45000,1,1,804651,3313,396.29,1
4950,1,1,1,1,0,0,0,0,0,0,0,35000,1,3,148811,442,156.13,1
4962,2,3,2,2,0,0,0,0,0,0,0,45000,1,1,1098671,2238,1050.9,1
4965,5,2,1,1,0,0,1,0,0,3,0,135000,1,1,528279,198,137.7,1
4977,1,1,0,0,0,1,0,0,0,0,0,25000,1,1,522104,1863,302.14,1
4978,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,1097946,2453,156.09,1
5017,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,386517,553,98.36,1
5023,2,2,1,1,0,0,0,1,0,0,0,-1,1,1,611023,3468,70.57,1
5031,1,1,0,0,0,0,1,0,0,0,0,-1,1,1,625141,3607,71.05,1
5036,5,3,2,1,1,0,0,0,2,1,0,105000,1,1,1080808,2411,250.15,1
5073,2,2,1,1,0,1,0,0,0,0,0,45000,1,1,609540,3692,92.59,1
5079,2,4,1,1,0,0,1,0,0,0,0,-1,1,1,206139,1073,351.12,1
5098,5,3,2,2,0,0,0,0,2,1,0,175000,1,1,418573,128,171.91,1
5102,1,0,0,0,0,0,1,0,0,0,0,15000,2,3,371710,1497,1194.29,1
5105,1,3,1,1,0,0,0,0,0,0,0,55000,1,1,615232,3503,144.34,1
5112,3,2,2,2,0,0,0,0,0,0,1,65000,1,3,507296,1953,313.01,1
5118,2,3,0,0,0,2,0,0,0,0,0,125000,1,1,328283,1602,229.57,1
5120,6,2,1,1,0,0,1,0,0,4,0,135000,1,1,96770,2039,427.68,1
5134,2,2,0,0,0,2,0,0,0,0,0,95000,1,1,1056106,2582,112.35,1
5136,4,2,1,1,0,0,1,0,0,2,0,95000,1,1,1090803,2308,258.58,1
5137,1,1,0,0,0,1,0,0,0,0,0,5000,1,4,961744,2661,420.5,1
5138,6,3,2,1,1,0,0,0,1,2,1,-1,1,1,645527,3683,840.07,1
5139,4,1,1,1,0,0,1,0,0,0,2,35000,2,2,576904,3565,477.26,1
5174,3,2,2,2,0,0,0,0,0,0,1,85000,1,1,23721,589,118.5,1
5189,1,1,0,0,0,0,1,0,0,0,0,25000,2,3,147996,571,136.23,1
5194,2,2,1,1,0,1,0,0,0,0,0,55000,1,1,736106,3372,253.65,1
5197,2,2,2,2,0,0,0,0,0,0,0,145000,2,2,562789,228,124.16,1
5221,1,0,1,0,1,0,0,0,0,0,0,35000,1,3,41054,460,265.3,1
5229,4,2,1,1,0,0,1,0,0,2,0,115000,1,1,188013,788,142.51,1
5240,4,3,1,1,0,0,1,0,0,1,1,45000,2,1,1131424,2501,423.89,1
5241,4,2,2,1,1,0,0,0,0,2,0,-1,1,1,533927,311,138.97,1
5245,2,2,1,1,0,0,1,0,0,0,0,25000,1,1,675819,2689,399.76,1
5249,2,4,1,1,0,0,1,0,0,0,0,75000,1,1,572158,3670,82,1
5254,1,2,1,1,0,0,0,0,0,0,0,85000,1,2,663280,3533,117.49,1
5265,1,1,0,0,0,0,1,0,0,0,0,45000,1,1,417816,2078,348.37,1
5269,3,1,2,0,2,0,0,0,0,0,1,45000,2,3,665567,3630,150.03,1
5275,1,1,0,0,0,0,1,0,0,0,0,25000,1,1,658754,3649,173.61,1
5277,2,4,2,2,0,0,0,0,0,0,0,65000,1,1,628646,3660,120.92,1
5329,4,2,1,1,0,0,1,0,0,2,0,175000,1,1,114804,1957,427.68,1
5365,1,0,0,0,0,1,0,0,0,0,0,25000,1,3,388157,884,647.37,1
5372,2,1,0,0,0,2,0,0,0,0,0,35000,1,1,452407,1937,550.08,1
5378,1,1,0,0,0,1,0,0,0,0,0,55000,1,2,444607,1768,145.95,1
5387,2,2,2,2,0,0,0,0,0,0,0,125000,1,1,395031,1128,383.18,1
5390,2,1,1,1,0,0,0,1,0,0,0,65000,1,1,518105,1115,506.4,1
5406,2,2,2,1,1,0,0,0,0,0,0,135000,1,1,90873,1916,383.18,1
5408,2,2,1,0,1,0,1,0,0,0,0,55000,1,1,174250,1238,278.35,1
5412,3,3,1,1,0,0,1,0,0,0,1,125000,1,1,247734,1369,372.3,1
5414,3,2,1,1,0,0,1,0,0,1,0,-1,1,1,25486,2052,484.85,1
5419,2,3,0,0,0,0,2,0,0,0,0,95000,1,1,452690,1941,250.96,1
5420,3,5,1,1,0,0,1,0,0,1,0,-1,1,1,282249,1936,377.16,1
5431,1,1,0,0,0,1,0,0,0,0,0,-1,2,3,493813,1533,138.2,1
5443,2,2,1,0,1,1,0,0,0,0,0,65000,1,1,184484,1598,207.38,1
5445,4,2,2,1,1,0,0,0,0,2,0,45000,1,1,335603,1081,516.34,1
5447,1,2,1,1,0,0,0,0,0,0,0,-1,2,3,2902,950,329.64,1
5456,1,1,1,1,0,0,0,0,0,0,0,25000,1,6,475878,1985,1056.24,1
