OBJECTID,id,name,area_feet,perimeter_,acres,hectares,area,perimeter,adoptdate,Shape,GDB_GEOMATTR_DATA,category
1,0.00000000,Seattle South Lake Union,15637518.43300000,19201.17200000,359.49200827,145.27700000,359.49200827,19201.17200000,2004,0xED08000001042400000040D17BF21659334100542F3421FD0B4100B01144215A33410000F894EAFC0B41006679B2A55D33410004588E32FC0B4180752BB6495E3341009645D810FC0B41C01C31E8E3663341003803F05BFA0B4100AA301A58673341001E95E24BFA0B4180826B425A67334100402F6602FB0B41C0ECDD316867334100D2676931010C41409C1B516E67334100D224702C060C41409960FE6F673341004A8E28F5080C4140A53EB8726733410078B1E2F40D0C4140DC2765A067334100141A7A1D590C4140DC2765A0673341008EFD69215E0C4100C25593BD67334100D871E83B620C4180A783C1DA673341008C2EAEE1650C41C072DF1D156833410006129EE56A0C41003152115E68334100BACE638B6E0C4100EFC404A768334100D8D370BC710C41C0857CBD1B693341008C903662750C4140CDBD00E869334100227933977D0C41C065F6B423683341001440139F870C41409A9A58E967334100BA6130CC850C41C04570AC2B67334100324520D08A0C41C025EAA333663341007C885A2A870C41C0619557F560334100AC33BB12690C410002033E0D5E334100BA9D1FCB660C4180C7AA63325D334100C89A50C47B0C41C0D493CC235D334100227933977D0C41403EDC13AF5C3341006EEDB1B1810C418049270D975C334100561FCC25910C41C018C61EB95C334100701DEDBF950C41C09EE44EC65C3341004880E791970C4180656098D45C3341001C37E163990C41803AA9D860593341009AEFEFDB990C41807C36E51759334100D8487178FD0B4140D17BF21659334100542F3421FD0B4101000000020000000001000000FFFFFFFF0000000003,NULL,Metro
2,1.00000000,Auburn,10181821.74900000,14258.10500000,233.74339171,94.59300000,233.74339171,14258.10500000," ",0xED08000001041400000000EBC37B56C6334100C4C0849528FC4080E666A539C533410098E58CF727FC40C0F7B86F4DC5334100C42917DE70FC40C06807A27BC1334100D081C3526EFC40C05FD28233C1334100B459491063FC40405F482B3EBC33410000D278DD64FC4000AAC76169BA3341000C58C35065FC4000AAC76169BA3341007809558B4CFC4080ED491B50B9334100C48184584EFC40808185AE65B733410080DAECF251FC408063B0BCADB53341000C9D021A55FC408011BF407BB5334100F4C7956DC5FB4000A3D169E0BB33410090B344FCCDFB40C08A3DA0E7BB33410064C0407DD2FB4080F1C769CEBC334100184811B0D0FB4000AE45B0E7BD3341004C695EA2CCFB4040FC3BB0D5BE334100742E19AEC7FB40C0F8403491BF33410030E43254C6FB4080B451657FC6334100B478FF07C9FB4000EBC37B56C6334100C4C0849528FC4001000000020000000001000000FFFFFFFF0000000003,NULL,Urban
3,2.00000000,Bellevue,17867458.79500000,18403.73600000,410.18205840,165.99500000,410.18205840,18403.73600000," ",0xED080000010480000000C0D0E79FF4EB33410062DC7FE7D00B4180CCE7BFF4EB334100CABB3F28D30B4140C4E7FFF4EB33410018424068D90B418010E3DF18EC33410054EDBF5ED90B4180FBE27F19EC3341006C084020DB0B4100DEE25F1AEC33410024F3BF52DE0B410017E6DF49ED334100C0C5DFD9EB0B4100B2F15F95ED3341000823C066F10B418073EE1FAEED3341001E1AA01FFF0B41C0A1ED5FB4ED334100A0FD1F89020C4100D0EC9FBAED334100B6B4BF31090C41405AE41F57ED334100E0D6FFE4060C410002E67F4AED3341008CC99FA6060C41404DE8FF38ED334100FCFF5F4F060C41809CEA5F27ED334100E8CA3FF8050C4180B9EC3F17ED334100E63D20BF050C410033EF5F04ED334100A41B607C050C4180B0F15FF1EC33410064F99F39050C41C029F47FDEEC334100A842C0F6040C41C0CAE03FCEEC334100A409A0BD040C41C026E33FBCEC3341008452C07D040C41C0C1E4FFAFEC33410058406064040C418004E7BF9EEC33410082AEBF40040C41809FE9DF8AEC334100704A6017040C4140E2EB9F79EC33410098B8BFF3030C410021EE7F68EC334100421340D0030C41406CF0FF56EC3341005A1540C0030C4180BBF25F45EC334100EEAB5FB0030C41C05BE4FF0EEC33410062DD1F7F030C41C055E6DF5BEB33410010D91FA0030C41407DE4DF21EA3341007EFCDFD9030C418081EDFF94E8334100E8EFDF39040C4140CDE29F42E83341009EE9DF69040C4140BBEA1F06E8334100D4F93F92040C4100E1E19FA5E7334100A84B2056050C414051E9DF6CE733410010D13FC9050C414069F11F2FE7334100FC076012060C418065E45FEEE6334100402D203E060C41C0C8EE1F9FE633410034D29F64060C41001BF15FE9E5334100EA14C053060C41000EF37FDAE533410098FF5F52060C414012EAFF7AE533410008DC9F19060C41C004F09F4DE533410092DF9FFE050C41007BE01F20E53341001CE39FE3050C414050E69FF3E433410010D13FC9050C41C0ABEBBFCAE43341001E2CC0A2050C41C078F01FA6E4334100A2DA3F80050C4180C9DF5F81E43341002835C05D050C418046E57F57E433410054E43F36050C414035E97F39E4334100D0D2DF17050C4180D8ECBF1DE43341008401A0FB040C41C07FF0DF01E4334100383060DF040C410027F4FFE5E33341001E1A00E4040C414052E2FFC9E33341000204A0E8040C41C0FDE5FFADE3334100642E60ED040C4140A9E9FF91E3334100C2AC1FF2040C414088E55FC5E13341003839C03E050C414022E55F24E1334100B6B47F59050C418097E61F2DDF334100BCD43FAD050C4140BBEA7F69DE334100463B20D3050C410042E7DF97DC334100F4C33F2D060C418080EB7F77DC33410062D43FADDC0B41806BEB1F78DC334100AAE1BFB7D90B41004AEB1F79DC3341008A3B00C2D50B410035EBBF79DC3341007A52E026D30B418013EBBF7ADC33410014F7BFD3CE0B41C0AEEABF7DDC334100E63E0027C10B41004AEABF80DC334100861460ADB30B41C002EADF82DC334100FAF45F5DAA0B41C06BE95F87DC3341008ED3FF36960B41405FE9BF87DC334100FC0700A7940B41800FE91F8ADC334100D03DC0138A0B41804EE93F88DC334100D0B8BFC9830B41C08FE2BF5FDD33410056FFDF9B830B41C08FE2BF5FDD3341001C0760D0800B4140D0E17F09DE3341003C20C0B4800B4180E9E05F10DE33410062B93F35810B4180FBE13FACDE3341007A53E019810B4100A8E9BF15DF334100E6FF5F07810B4100A8E9BF15DF334100E04A40DF7C0B414035E93F61E0334100A055408D7C0B418016E93FAAE1334100CCF35F437C0B41000EE97FAAE1334100DAC0DF377B0B41804EE99F4CE2334100D65580437B0B41C041E9FF4CE2334100F4B19FF17C0B418039E93F4DE23341007A0B000B800B414035E95F4DE2334100AE4F0023830B418029ED3FD3E2334100D6BD5FFF820B41C0CDE87FF4E2334100FE3FA0F6820B41C04FE99FF0E233410078CADF0E800B41806BEB9F28E43341009A1C602C800B418095EB5F27E4334100EC0D609C800B410022E6FFF4E43341000CFAFF8F800B410022E6FFF4E43341009A0AC059810B4140D2F07F47E53341002E0CC04D810B414040EBFF71E533410000388047810B414040EBFF71E5334100EE0560D9800B4100E0F17FE3E533410088B3DFBD800B4100F5F1DFE2E5334100AEFF1F51820B41C079E99FC7E6334100A4AF9F23820B418075E9BFC7E6334100BA47A0BB820B41805CE97FC8E6334100D0B8FFA1870B418080EB3F00E83341009C2FE04B870B4140ACDF7F5AE83341005EC7FF32870B4140DFE4DFD6E83341005EB69F10870B410038E9BF59E93341009C2680EC860B41805EEE7FD6E933410020D5FFC9860B418081E4BF21EA334100D8AC3FB5860B418089F0FF69EA334100EAC49FA1860B418050E59FBFEA334100F8F25F8A860B410072EF5F16EB334100900BC072860B41801BE4DF6CEB334100A4B83F5B860B410007E95FEBEB3341002A13C038860B418069EFBF02ED334100A4DC9FEC850B41C0B6EC5FBBED3341003C0E60BA850B414041ED3FB7ED334100701420D3860B414002EE7FB1ED3341002AF77F56880B4100AAEE7FACED334100A2F53FAA890B41405EEF1FA7ED3341006046801A8B0B41C012F0BFA1ED3341009EAA9F8A8C0B41C0C2F07F9CED334100B427A0F08D0B41407BF1FF96ED3341006ECCDF608F0B4100A1F23F8EED33410000DE3F9F940B41C048F33F89ED334100D2510094970B414051F3FF88ED33410014C2DF71AE0B4180D7F29F8CED334100B6444092BA0B4180ADF2DF8DED334100F64AE0DEBE0B41C0D0E79FF4EB33410062DC7FE7D00B4101000000020000000001000000FFFFFFFF0000000003,NULL,Metro
