"","survey","hh_race_poc","prev_res_factors_displaced","count","count_moe","share","share_moe","sample_size","var_name"
"1","2019","Non-POC","Displaced",81263.5018335859,23127.5180282616,0.237313513049678,0.0677932235250491,223,"prev_res_factors_displaced"
"2","2019","Non-POC","Not Displaced",261167.490777335,61199.312838355,0.762686486950322,0.0677932235250491,591,"prev_res_factors_displaced"
"3","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_displaced"
"4","2019","POC","Displaced",67150.36537564,27528.5848326188,0.311165376379642,0.103890254297762,116,"prev_res_factors_displaced"
"5","2019","POC","Not Displaced",148652.453552749,37157.4427412818,0.688834623620357,0.103890254297762,305,"prev_res_factors_displaced"
"6","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_displaced"
"7","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_displaced"
"8","2019","Non-POC","Not Selected",311784.38181464,64203.7924647553,0.910502812369259,0.0326609007697964,691,"prev_res_factors_housing_cost"
"9","2019","Non-POC","Selected",30646.6107962806,10341.0183426648,0.0894971876307415,0.0326609007697964,123,"prev_res_factors_housing_cost"
"10","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_housing_cost"
"11","2019","POC","Not Selected",178916.430550536,40633.7494760182,0.829073648986516,0.0899925817840199,350,"prev_res_factors_housing_cost"
"12","2019","POC","Selected",36886.3883778532,21738.4936593849,0.170926351013484,0.0899925817840199,71,"prev_res_factors_housing_cost"
"13","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_housing_cost"
"14","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_housing_cost"
"15","2019","Non-POC","Not Selected",324508.850863545,63908.3937418729,0.947662033711593,0.0330067962434229,767,"prev_res_factors_income_change"
"16","2019","Non-POC","Selected",17922.1417473763,11330.5496730048,0.0523379662884074,0.0330067962434229,47,"prev_res_factors_income_change"
"17","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_income_change"
"18","2019","POC","Not Selected",205602.719560394,45082.619412819,0.952734169930469,0.0387232126367964,401,"prev_res_factors_income_change"
"19","2019","POC","Selected",10200.0993679951,8454.26207504168,0.0472658300695313,0.0387232126367964,20,"prev_res_factors_income_change"
"20","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_income_change"
"21","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_income_change"
"22","2019","Non-POC","Not Selected",330137.095715935,64070.7491792307,0.964098176975018,0.02902128154255,778,"prev_res_factors_community_change"
"23","2019","Non-POC","Selected",12293.8968949861,9994.82164653538,0.0359018230249817,0.02902128154255,36,"prev_res_factors_community_change"
"24","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_community_change"
"25","2019","POC","Not Selected",209893.152947432,45631.522457431,0.972615436580937,0.0200179779997734,402,"prev_res_factors_community_change"
"26","2019","POC","Selected",5909.665980957,4233.63634625013,0.0273845634190628,0.0200179779997734,19,"prev_res_factors_community_change"
"27","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_community_change"
"28","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_community_change"
"29","2019","Non-POC","Not Selected",209464.124773982,40595.8229956911,0.611697332583387,0.104205266196459,569,"prev_res_factors_hh_size"
"30","2019","Non-POC","Selected",132966.867836939,51587.6714371834,0.388302667416613,0.104205266196459,245,"prev_res_factors_hh_size"
"31","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_hh_size"
"32","2019","POC","Not Selected",157911.778352853,39495.70011466,0.731741036270954,0.095860929847828,305,"prev_res_factors_hh_size"
"33","2019","POC","Selected",57891.0405755366,23977.1233699038,0.268258963729046,0.095860929847828,116,"prev_res_factors_hh_size"
"34","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_hh_size"
"35","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_hh_size"
"36","2019","Non-POC","Not Selected",233357.848345296,48140.3976683741,0.68147408786226,0.100293670926305,610,"prev_res_factors_more_space"
"37","2019","Non-POC","Selected",109073.144265625,44511.690294475,0.31852591213774,0.100293670926305,204,"prev_res_factors_more_space"
"38","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_more_space"
"39","2019","POC","Not Selected",139919.261007915,37276.5995022047,0.648366234058995,0.103454955702637,286,"prev_res_factors_more_space"
"40","2019","POC","Selected",75883.5579204742,27417.8928138705,0.351633765941005,0.103454955702637,135,"prev_res_factors_more_space"
"41","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_more_space"
"42","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_more_space"
"43","2019","Non-POC","Not Selected",328885.200775962,64669.7727853342,0.960442272670247,0.0159688492797799,738,"prev_res_factors_less_space"
"44","2019","Non-POC","Selected",13545.7918349593,4951.37386010456,0.0395577273297526,0.0159688492797799,76,"prev_res_factors_less_space"
"45","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_less_space"
"46","2019","POC","Not Selected",211941.087939768,45584.7534264523,0.982105280145101,0.0209019029918597,409,"prev_res_factors_less_space"
"47","2019","POC","Selected",3861.73098862099,4509.90498358958,0.0178947198548988,0.0209019029918597,12,"prev_res_factors_less_space"
"48","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_less_space"
"49","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_less_space"
"50","2019","Non-POC","Not Selected",304342.345787892,63257.7190512844,0.888769861242362,0.0453647499568081,659,"prev_res_factors_employment"
"51","2019","Non-POC","Selected",38088.6468230285,15377.1842325511,0.111230138757638,0.0453647499568081,155,"prev_res_factors_employment"
"52","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_employment"
"53","2019","POC","Not Selected",179349.328956143,42468.6283382842,0.831079639490979,0.0770362823741362,330,"prev_res_factors_employment"
"54","2019","POC","Selected",36453.4899722464,17883.1996721433,0.168920360509021,0.0770362823741362,91,"prev_res_factors_employment"
"55","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_employment"
"56","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_employment"
"57","2019","Non-POC","Not Selected",296376.002748623,58598.0358802114,0.865505778226604,0.0760577088752815,791,"prev_res_factors_school"
"58","2019","Non-POC","Selected",46054.9898622974,28518.2609412211,0.134494221773396,0.0760577088752815,23,"prev_res_factors_school"
"59","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_school"
"60","2019","POC","Not Selected",214008.085399831,45760.6013050359,0.991683456511501,0.00731320193154818,415,"prev_res_factors_school"
"61","2019","POC","Selected",1794.73352855853,1539.90163777478,0.00831654348849855,0.00731320193154818,6,"prev_res_factors_school"
"62","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_school"
"63","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_school"
"64","2019","Non-POC","Not Selected",287356.885286893,60499.2967655229,0.839167281839455,0.0668507150534471,735,"prev_res_factors_crime"
"65","2019","Non-POC","Selected",55074.1073240278,24421.3228093432,0.160832718160545,0.0668507150534471,79,"prev_res_factors_crime"
"66","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_crime"
"67","2019","POC","Not Selected",185448.695429941,40744.779620831,0.859343248391389,0.0897327096028753,385,"prev_res_factors_crime"
"68","2019","POC","Selected",30354.1234984485,21430.5964864872,0.140656751608611,0.0897327096028753,36,"prev_res_factors_crime"
"69","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_crime"
"70","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_crime"
"71","2019","Non-POC","Not Selected",239593.264845598,57394.631147333,0.699683352312183,0.0831074041549589,543,"prev_res_factors_quality"
"72","2019","Non-POC","Selected",102837.727765323,31639.7759535891,0.300316647687817,0.0831074041549589,271,"prev_res_factors_quality"
"73","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_quality"
"74","2019","POC","Not Selected",128067.574970337,36384.5416690277,0.593447182971387,0.105621962504471,255,"prev_res_factors_quality"
"75","2019","POC","Selected",87735.2439580523,28638.4935048704,0.406552817028613,0.105621962504471,166,"prev_res_factors_quality"
"76","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_quality"
"77","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_quality"
"78","2019","Non-POC","Not Selected",309809.076569759,62967.9268325218,0.904734335544717,0.0469037091221779,756,"prev_res_factors_forced"
"79","2019","Non-POC","Selected",32621.9160411616,16325.5098518588,0.0952656644552833,0.0469037091221778,58,"prev_res_factors_forced"
"80","2019","Non-POC","Total",342430.992610921,64708.2446717545,0.613418581125854,0.0691664181846642,814,"prev_res_factors_forced"
"81","2019","POC","Not Selected",194201.576501351,43205.9298157221,0.899902871823903,0.0687115545662763,396,"prev_res_factors_forced"
"82","2019","POC","Selected",21601.242427038,15696.0298562534,0.100097128176097,0.0687115545662763,25,"prev_res_factors_forced"
"83","2019","POC","Total",215802.818928389,45768.104684609,0.386581418874146,0.0691664181846642,421,"prev_res_factors_forced"
"84","2019","Total","Total",558233.81153931,77186.6438313791,1,1.53509850897134e-17,1235,"prev_res_factors_forced"
