"","vehicle_count","survey17_19","mode_simple17_19","count17_19","count_moe17_19","share17_19","share_moe17_19","sample_size17_19","survey21","mode_simple21","count21","count_moe21","share21","share_moe21","sample_size21"
"1","0 (no vehicles)","2017_2019","Transit",222473.018981137,34969.6549850584,0.377254655262781,0.0456687739825097,2770,"2021","Transit",228986.948427903,40167.4576777718,0.30968145597724,0.0441061574785257,214
