"","survey","o_rgcname","mode_simple","count","count_moe","share","share_moe","sample_size"
"54","2017_2019","Kirkland Totem Lake",NA,68.3579540158985,112.448834356228,0.000756344268709679,0.00127505007473722,1
"55","2017_2019","Lakewood","Drive",62308.4275513215,26167.6415696883,0.970938627934268,0.0325673758133005,128
"56","2017_2019","Lakewood","Transit",1657.58347819562,1990.33142067409,0.0258297615788835,0.0319979355068987,6
"57","2017_2019","Lakewood","Walk",207.383414461804,241.224599470875,0.00323161048684813,0.00397314060527141,2
"58","2017_2019","Lakewood","Total",64173.3944439789,26244.1497825536,0.00464299972856228,0.00189331559304253,136
"59","2017_2019","Lynnwood","Drive",56758.2893213407,18055.6393640784,0.907449236114065,0.0736552057739696,181
"60","2017_2019","Lynnwood","Transit",2810.78189398692,3175.05873659671,0.0449386673396912,0.0502517511142382,5
"61","2017_2019","Lynnwood","Walk",2973.9042022035,3507.05674399258,0.0475466602118203,0.0551945494731743,2
"62","2017_2019","Lynnwood","Bike",2.97089915702051,4.88712911330146,4.74986156708661e-05,7.94079207135873e-05,1
"63","2017_2019","Lynnwood","Other",1.12195171937499,1.8456105783755,1.79377187522263e-05,2.9989036436983e-05,1
"64","2017_2019","Lynnwood","Total",62547.0682684075,18664.3674231487,0.00452533364502163,0.0013487497207963,190
"65","2017_2019","Puyallup Downtown","Drive",10709.2735279629,4608.00303783622,0.888666058575855,0.104618587889798,45
"66","2017_2019","Puyallup Downtown","Transit",382.53801599517,629.275036311892,0.0317433811025762,0.0520830985407814,1
"67","2017_2019","Puyallup Downtown","Walk",959.142157509054,1132.84523920571,0.0795905603215692,0.0918155160374465,2
"68","2017_2019","Puyallup Downtown","Total",12050.9537014671,4786.62658300158,0.000871896761105147,0.000346663008795525,48
"69","2017_2019","Puyallup South Hill","Drive",67810.7324500469,25814.8294677658,0.981720750114049,0.0233204657388079,121
"70","2017_2019","Puyallup South Hill","Transit",12.9703068495851,21.3361547675944,0.000187775871304207,0.000316739588726912,1
"71","2017_2019","Puyallup South Hill","Walk",318.437805239696,337.918701784004,0.00461014045608306,0.00516661669726974,10
"72","2017_2019","Puyallup South Hill","Other",931.200754291285,1531.8252408112,0.0134813335585638,0.0224509106476868,1
"73","2017_2019","Puyallup South Hill","Total",69073.3413164274,25862.316584242,0.00499751505685161,0.0018657433200184,133
"74","2017_2019","Redmond-Overlake","Drive",27559.9864972555,12662.7221397097,0.841347607642183,0.0773360346210982,321
"75","2017_2019","Redmond-Overlake","Transit",2871.55136930795,1656.28327837112,0.0876623388414748,0.0572825063030434,89
"76","2017_2019","Redmond-Overlake","Walk",1958.98386715442,693.679353686661,0.0598035993306505,0.0306708094607817,94
"77","2017_2019","Redmond-Overlake","Bike",319.768782809143,364.014556744564,0.00976185893421669,0.0116457753731585,4
"78","2017_2019","Redmond-Overlake","Other",46.6654038569401,76.7645893448735,0.00142459525147455,0.00240539585545612,1
"79","2017_2019","Redmond-Overlake","Total",32756.955920384,12794.3303996573,0.00236999365180283,0.000925279335005884,509
"80","2017_2019","Redmond Downtown","Drive",97440.950530234,27268.4647635075,0.869282068211223,0.0616306112082254,912
"81","2017_2019","Redmond Downtown","Transit",4107.87624441069,5445.88253151182,0.0366468424031751,0.0476640925548103,106
"82","2017_2019","Redmond Downtown","Walk",10290.3350702106,4079.10294465636,0.091801277632689,0.0401429596389264,361
"83","2017_2019","Redmond Downtown","Bike",222.761686483684,178.47155001013,0.00198728294922239,0.00166537606251037,23
"84","2017_2019","Redmond Downtown","Other",31.6696687882419,46.2202496844798,0.00028252880369086,0.000418269056960716,6
"85","2017_2019","Redmond Downtown","Total",112093.593200127,28102.9807278422,0.00811006691030027,0.00202632148722795,1408
"86","2017_2019","Renton","Drive",49902.4217989734,17247.2888278271,0.889589022314531,0.102492269366008,108
"87","2017_2019","Renton","Transit",3140.58119589607,3762.18697821137,0.0559857909664429,0.065786646791171,6
"88","2017_2019","Renton","Walk",3053.03747687259,4799.11867753013,0.0544251867190258,0.0826900829624875,2
"89","2017_2019","Renton","Total",56096.040471742,18292.843043053,0.00405859629119484,0.00132180606767897,116
"90","2017_2019","SeaTac","Drive",25417.854718314,9487.79020716341,0.812560485418494,0.149376467809782,103
"91","2017_2019","SeaTac","Transit",4194.18498572169,5135.16844310185,0.134080119101375,0.147975537866526,27
"92","2017_2019","SeaTac","Walk",21.7173997491044,35.72512258728,0.000694263976158658,0.001166534906326,1
"93","2017_2019","SeaTac","Other",1647.42771191911,1380.32904084793,0.0526651315039723,0.0455800881438262,12
"94","2017_2019","SeaTac","Total",31281.1848157039,10875.7411355807,0.00226322035583154,0.000787011366910222,143
"95","2017_2019","Seattle Downtown","Drive",159349.700281907,31383.1972199897,0.346371412267159,0.049259291610847,1313
"96","2017_2019","Seattle Downtown","Transit",114920.359529567,16762.2150093303,0.24979731469897,0.0343973330584772,2009
"97","2017_2019","Seattle Downtown","Walk",173541.4149006,21846.2142989778,0.37721931613063,0.0416588730636167,3792
"98","2017_2019","Seattle Downtown","Bike",4740.33689390415,2506.75194738932,0.0103038611409935,0.00547382139022077,140
"99","2017_2019","Seattle Downtown","Other",6424.024236427,1764.59247004395,0.01396361802547,0.00399077410863315,202
"100","2017_2019","Seattle Downtown","Total",460054.423195292,41794.5386204463,0.0332853292322614,0.00303098148100275,7578
"101","2017_2019","Seattle Downtown",NA,1078.58735288713,427.244361790108,0.00234447773677697,0.000950908037586746,122
"102","2017_2019","Seattle First Hill/Capitol Hill","Drive",108450.05096782,21706.9834747442,0.500780096285224,0.0573288084938758,1210
"103","2017_2019","Seattle First Hill/Capitol Hill","Transit",33582.4051813411,8846.50749718555,0.15507046746517,0.0383210878177589,725
"104","2017_2019","Seattle First Hill/Capitol Hill","Walk",64741.6612723962,5875.65768448104,0.298951776198575,0.0383970849522681,1826
"105","2017_2019","Seattle First Hill/Capitol Hill","Bike",6462.02006141716,5618.10958834087,0.0298390918185345,0.0253888889342583,82
"106","2017_2019","Seattle First Hill/Capitol Hill","Other",3024.130042805,1136.69592044976,0.0139642547006667,0.00541814586972417,130
"107","2017_2019","Seattle First Hill/Capitol Hill","Total",216562.223164021,24811.7393642774,0.0156684612381718,0.00180730806342246,4015
"108","2017_2019","Seattle First Hill/Capitol Hill",NA,301.955638240699,160.250393531324,0.00139431353182961,0.000756118363279415,42
"109","2017_2019","Seattle Northgate","Drive",63184.0213126219,20602.6909411672,0.885827109771249,0.0403746977344668,505
"110","2017_2019","Seattle Northgate","Transit",2532.42220895897,979.121511864994,0.0355040435774624,0.0167684803149092,88
"111","2017_2019","Seattle Northgate","Walk",4404.7446593118,1442.56545565244,0.0617536229853586,0.0260686910400975,92
"112","2017_2019","Seattle Northgate","Bike",339.411814099859,335.426149864874,0.00475848450383821,0.00487960188861603,7
"113","2017_2019","Seattle Northgate","Other",782.763428367315,598.539621587551,0.0109741838360443,0.00888876101795552,9
"114","2017_2019","Seattle Northgate","Total",71327.7123895409,20686.7184461062,0.00516062072347926,0.00149423039567658,709
"115","2017_2019","Seattle Northgate",NA,84.3489661810237,58.1522931727608,0.00118255532604733,0.00088366196080826,8
"116","2017_2019","Seattle South Lake Union","Drive",54536.62303795,23925.996784708,0.415938178967626,0.124953716492064,370
"117","2017_2019","Seattle South Lake Union","Transit",13177.0180584993,4438.00403189114,0.100498061489099,0.0387341240787849,251
"118","2017_2019","Seattle South Lake Union","Walk",51821.6358443355,17674.59224353,0.395231601142911,0.113360629468595,688
"119","2017_2019","Seattle South Lake Union","Bike",5807.03140686178,8141.09040580403,0.0442888821131652,0.0602272476839423,33
"120","2017_2019","Seattle South Lake Union","Other",5751.42028274773,4903.31848932763,0.0438647489636256,0.0372458468218164,55
"121","2017_2019","Seattle South Lake Union","Total",131117.13662187,31533.9783099664,0.00948643647449016,0.00227148588301017,1405
"122","2017_2019","Seattle South Lake Union",NA,23.4079914757639,14.6368410713672,0.000178527323573809,0.000119596713993606,8
"123","2017_2019","Seattle University Community","Drive",81710.2682795913,23039.238862547,0.402621785258924,0.0841703831597749,809
"124","2017_2019","Seattle University Community","Transit",47676.9791102315,16737.3280751664,0.234925069385781,0.0718619803825461,690
"125","2017_2019","Seattle University Community","Walk",68087.1502737088,18676.438873547,0.335494798555695,0.0772231630670592,1331
"126","2017_2019","Seattle University Community","Bike",3587.87003577213,948.9469086847,0.0176789853894088,0.00547000450363816,134
"127","2017_2019","Seattle University Community","Other",1543.67024105225,854.369431676748,0.0076063300413709,0.00436896297739047,44
"128","2017_2019","Seattle University Community","Total",202945.472081308,34062.8077291288,0.0146832777033328,0.00245406437147396,3067
"129","2017_2019","Seattle University Community",NA,339.534140952171,188.41268407751,0.00167303136882078,0.000968560170733312,59
"130","2017_2019","Seattle Uptown","Drive",39103.5152601529,14431.0323743637,0.55248374543888,0.0991644643355168,413
"131","2017_2019","Seattle Uptown","Transit",8871.5504327861,2890.89874800476,0.125343907788008,0.0445128057079482,202
"132","2017_2019","Seattle Uptown","Walk",20919.1835693025,3856.05195761463,0.295561890356927,0.0726543217788904,436
"133","2017_2019","Seattle Uptown","Bike",1163.97301227693,1072.26214740526,0.0164454823341122,0.0153152408511326,24
"134","2017_2019","Seattle Uptown","Other",673.31315118572,554.516600988465,0.00951307239631752,0.00802663558777804,29
"135","2017_2019","Seattle Uptown","Total",70777.6755116841,15258.3065351478,0.00512082508703653,0.00110531216574101,1118
"136","2017_2019","Seattle Uptown",NA,46.1400859799054,22.8657366690239,0.000651901685755256,0.00035216540463409,14
"137","2017_2019","Silverdale","Drive",68232.8774570972,21272.9336168481,0.997354986084868,0.00441685511953158,181
"138","2017_2019","Silverdale","Transit",180.955540265559,297.671863736377,0.00264501391513225,0.00441685511953158,1
"139","2017_2019","Silverdale","Total",68413.8329973628,21274.9920826695,0.00494979906842786,0.00153634254103086,182
"140","2017_2019","Tacoma Downtown","Drive",110847.635618858,20346.3163092377,0.809165368859133,0.0623693436856387,351
"141","2017_2019","Tacoma Downtown","Transit",10257.1673156483,8608.58127952726,0.0748752513130232,0.0592288787082212,44
"142","2017_2019","Tacoma Downtown","Walk",14758.5396652824,3719.21042382265,0.107734361002903,0.0298278680300614,98
"143","2017_2019","Tacoma Downtown","Bike",858.64959052219,679.786490619312,0.00626796871901369,0.00503688931472722,6
"144","2017_2019","Tacoma Downtown","Other",82.7396205546362,61.074090464906,0.000603982531621693,0.000456414632227447,5
"145","2017_2019","Tacoma Downtown","Total",136990.08865783,22408.5306675958,0.00991134955482635,0.00162308730826412,510
"146","2017_2019","Tacoma Downtown",NA,185.356846964101,138.326869075357,0.00135306757430518,0.00103246888830995,6
"147","2017_2019","Tacoma Mall","Drive",65580.6877310489,18536.7057151067,0.980213097767001,0.0203995651101466,150
"148","2017_2019","Tacoma Mall","Transit",899.575605483229,1258.02312991331,0.0134456624569502,0.0189214092026831,4
"149","2017_2019","Tacoma Mall","Walk",168.016744499765,195.652871388491,0.00251129134659666,0.00299934774402191,2
"150","2017_2019","Tacoma Mall","Bike",256.240864920218,421.516222792936,0.00382994842945246,0.00636571927248112,1
"151","2017_2019","Tacoma Mall","Total",66904.5209459521,18584.9614975244,0.00484059905640211,0.00134327445855659,157
"152","2017_2019","Tukwila","Drive",60855.8339681111,18993.0800122701,0.848600635090039,0.135119814754194,171
"153","2017_2019","Tukwila","Transit",5133.36858016429,7377.8264655227,0.0715819594151209,0.0977095938517297,10
"154","2017_2019","Tukwila","Walk",875.697696894809,943.486653536567,0.0122111155706324,0.0135196396185389,7
"155","2017_2019","Tukwila","Bike",4846.99294930769,7973.30340161139,0.0675886110970851,0.105437403725341,1
"156","2017_2019","Tukwila","Other",1.26780457575428,2.08553852711868,1.76788271231136e-05,2.95784507790861e-05,1
"157","2017_2019","Tukwila","Total",71713.1609990536,21899.212369889,0.00518850825856835,0.00158122009580051,190
"158","2017_2019","University Place","Drive",44151.4096896868,15624.7804161629,0.956748962795042,0.0475528561742096,121
"159","2017_2019","University Place","Walk",1995.91986759127,2182.09506454645,0.0432510372049575,0.0475528561742096,9
"160","2017_2019","University Place","Total",46147.3295572781,15776.1841327135,0.00333879858568739,0.00114049384369914,130
