"","survey","o_rgcname","mode_simple","count","count_moe","share","share_moe","sample_size"
"1","2017_2019","Auburn","Drive",19701.2646597032,14027.9675331814,0.894317413242864,0.0947305983976705,16
"2","2017_2019","Auburn","Transit",1127.23120340176,1157.55219779581,0.0511694305602048,0.0596233486510028,5
"3","2017_2019","Auburn","Walk",1200.89143045662,1164.82221705016,0.0545131561969316,0.0609323853108538,5
"4","2017_2019","Auburn","Total",22029.3872935616,14123.6217253024,0.00159384492764659,0.00102096149192616,26
"5","2017_2019","Bellevue","Drive",95895.4805974136,32274.778098167,0.677338611471241,0.103559123973171,397
"6","2017_2019","Bellevue","Transit",19343.2672198241,9393.24960817484,0.136627312135773,0.0662288879242281,112
"7","2017_2019","Bellevue","Walk",24806.8884465612,11936.0655949742,0.175218511556935,0.0810518170087614,127
"8","2017_2019","Bellevue","Bike",12.0281756282529,19.7863489085329,8.4958620863232e-05,0.00014137821273301,1
"9","2017_2019","Bellevue","Other",740.475057377141,1002.5690696764,0.0052301979620763,0.00716675003567923,5
"10","2017_2019","Bellevue","Total",141576.87008145,35683.1700610131,0.0102432070962477,0.00256721514597508,647
"11","2017_2019","Bellevue",NA,778.730584645625,572.868321516362,0.00550040825311096,0.00425642641332222,5
"12","2017_2019","Bothell Canyon Park","Drive",38724.9525350761,14529.2378335033,0.968874786506725,0.024822888022889,125
"13","2017_2019","Bothell Canyon Park","Transit",948.457468926868,850.778004088311,0.0237298296720926,0.0225018791624014,6
"14","2017_2019","Bothell Canyon Park","Walk",280.925567668295,326.509771362582,0.00702858703706258,0.00850607295075229,8
"15","2017_2019","Bothell Canyon Park","Bike",7.29257409843207,8.48258897931476,0.000182455773607547,0.000222359620001266,2
"16","2017_2019","Bothell Canyon Park","Total",39968.9960708946,14557.6570732006,0.00289179089739552,0.00105255822292596,142
"17","2017_2019","Bothell Canyon Park",NA,7.3679251248612,12.120236830409,0.000184341010512059,0.000310534963421551,1
"18","2017_2019","Bremerton","Drive",42452.8109274568,17105.2163226209,0.931042919193173,0.0488295483662143,80
"19","2017_2019","Bremerton","Transit",399.497863454272,234.360850524987,0.00876148478454083,0.00607581370786768,15
"20","2017_2019","Bremerton","Walk",2432.20721033142,1992.9390635,0.0533413277405636,0.0459652915581637,21
"21","2017_2019","Bremerton","Bike",105.019116065573,103.896642825017,0.00230319977067855,0.002434226077948,3
"22","2017_2019","Bremerton","Other",165.288173851086,271.899045985531,0.00362497513187976,0.00609728045630916,1
"23","2017_2019","Bremerton","Total",45597.0504176604,17224.6988371989,0.00329898542139999,0.00124468903016813,123
"24","2017_2019","Bremerton",NA,42.2271265012294,40.1042262695665,0.000926093379164594,0.000945837840454093,3
"25","2017_2019","Burien","Drive",34690.8265570362,15535.3103160957,0.753933732144371,0.150524407379515,101
"26","2017_2019","Burien","Transit",4995.07916615059,5362.61474237433,0.108557767336583,0.110925429592407,12
"27","2017_2019","Burien","Walk",6179.55467144563,5467.18893925423,0.134299905157152,0.113501588158194,17
"28","2017_2019","Burien","Other",147.637412209377,171.729141019547,0.00320859536189333,0.00391143775845402,2
"29","2017_2019","Burien","Total",46013.0978068418,17320.1570511703,0.00332908680425149,0.00125156777976331,132
"30","2017_2019","Everett","Drive",42919.0580018437,14647.8315043735,0.718246559308189,0.157069759589981,153
"31","2017_2019","Everett","Transit",5394.3455701125,6234.06491302281,0.0902738859106887,0.0986074064692498,7
"32","2017_2019","Everett","Walk",11438.9110653909,9942.98751090574,0.19142914354263,0.143889498354011,42
"33","2017_2019","Everett","Bike",3.01234003947004,4.95529936493696,5.04112384927624e-05,8.44215483670099e-05,1
"34","2017_2019","Everett","Total",59755.3269773866,18767.5368555584,0.00432334878558364,0.00135604114250021,203
"35","2017_2019","Federal Way","Drive",16335.1557269042,9603.69951936045,0.425961891336018,0.243298160273161,45
"36","2017_2019","Federal Way","Transit",10801.2106193723,10390.7710062453,0.28165658051051,0.23212314269009,5
"37","2017_2019","Federal Way","Walk",11212.5002053049,14292.6487580546,0.292381528153472,0.284944881567301,5
"38","2017_2019","Federal Way","Total",38348.8665515814,20110.6704469269,0.00277457314721131,0.00145254789519649,55
"39","2017_2019","Issaquah","Drive",41092.0419726738,20359.3816954017,0.986290894848286,0.0143846408237578,118
"40","2017_2019","Issaquah","Transit",2.80506326643549,4.61432907328806,6.73271082755758e-05,0.000115534245188464,1
"41","2017_2019","Issaquah","Walk",260.37560913472,180.067222051032,0.00624953349120314,0.00527087823870048,6
"42","2017_2019","Issaquah","Bike",307.984616911073,506.634694818687,0.00739224455223547,0.0125995161541202,1
"43","2017_2019","Issaquah","Total",41663.207261986,20366.4329690692,0.00301436851960984,0.0014709062210737,126
"44","2017_2019","Kent","Drive",14966.0544199076,8244.73549311375,0.991871956402754,0.0102525872687141,33
"45","2017_2019","Kent","Transit",6.06401192262167,8.15768791323326,0.000401891052951117,0.000583367860083971,2
"46","2017_2019","Kent","Bike",73.8187061046885,121.431771542356,0.0048923184687731,0.00844302612712686,1
"47","2017_2019","Kent","Other",42.7588608766175,70.3383261419443,0.00283383407552153,0.00489968986918175,1
"48","2017_2019","Kent","Total",15088.6959988115,8245.92446907498,0.00109168000280861,0.000596538601057887,37
"49","2017_2019","Kirkland Totem Lake","Drive",59676.4726427236,23991.120205372,0.660288311871305,0.196035113999144,205
"50","2017_2019","Kirkland Totem Lake","Transit",9647.68945569538,15395.5655062419,0.106746533467179,0.156260573458178,11
"51","2017_2019","Kirkland Totem Lake","Walk",12194.5638754394,11075.9461270594,0.134926339288293,0.116251225910281,10
"52","2017_2019","Kirkland Totem Lake","Other",8792.33301742371,14418.4737411405,0.0972824711045134,0.147728992872719,2
"53","2017_2019","Kirkland Totem Lake","Total",90379.4169452979,33808.2962626974,0.00653902776969291,0.00243520127410897,229
