"","hhsize","survey17_19","mode_simple17_19","count17_19","count_moe17_19","share17_19","share_moe17_19","sample_size17_19","survey21","mode_simple21","count21","count_moe21","share21","share_moe21","sample_size21"
"1","1 person","2017_2019","Transit",215564.555146418,34773.5553391346,0.100260175870847,0.0154233232002761,2923,"2021","Transit",159761.821311846,33054.7947336109,0.0761489565734718,0.0151310388488515,171
"2","2 people","2017_2019","Transit",216121.371084146,20382.4619679891,0.0446930585667438,0.00437417371407178,3692,"2021","Transit",142336.356807533,27823.3039701258,0.0270263394840995,0.00525011375500029,158
"3","3 people","2017_2019","Transit",146764.682768369,33746.5518074535,0.0580781670872611,0.0129734741950913,822,"2021","Transit",87884.2689053657,25754.3862609085,0.0356051011518746,0.0102720214372091,65
"4","4 people","2017_2019","Transit",91131.7218376598,19231.5661242953,0.0343511980640973,0.00723849487380656,410,"2021","Transit",16437.6816562313,10228.1399056237,0.00649418634381555,0.00403408280449218,15
"5","5 people","2017_2019","Transit",19325.8288887452,6574.67076787888,0.0171861249663687,0.00600687984781712,64,"2021","Transit",28265.3994150887,16056.0208998679,0.0232751285263135,0.0130639649773078,15
"6","6 people","2017_2019","Transit",31515.9301321948,17678.897789134,0.0889502706412954,0.0477269281068097,41,"2021","Transit",7312.0739175315,4306.6631108177,0.0355485679068182,0.0211215205453601,10
