"","final_home_is_rgc","survey17_19","mode_simple17_19","count17_19","count_moe17_19","share17_19","share_moe17_19","sample_size17_19","survey21","mode_simple21","count21","count_moe21","share21","share_moe21","sample_size21"
"1",NA,"2017_2019","Transit",720563.696088148,58929.8356779034,0.0521333969371009,0.00422820369269905,7955,"2021","Transit",448310.308632832,54167.4300150243,0.0322943649381499,0.003880663234853,437
