"","work_county","survey.x","mode_simple.x","count.x","count_moe.x","share.x","share_moe.x","sample_size.x","survey.y","mode_simple.y","count.y","count_moe.y","share.y","share_moe.y","sample_size.y"
"1",NA,"2017_2019","Transit",720563.696088148,58929.8356779031,0.0521333969371009,0.00422820369269902,7955,"2021","Transit",448310.308632832,54167.4300150243,0.0322943649381499,0.00388066323485299,437
