"","hhsize","survey17_19","count17_19","count_moe17_19","share17_19","share_moe17_19","sample_size17_19","survey21","count21","count_moe21","share21","share_moe21","sample_size21"
"1","1 person","2017_2019",215564.555146418,34575.3366387453,0.299160998974403,0.0392358173004146,2923,"2021",159761.821311846,30710.5906792091,0.35636437136379,0.0588647333674124,171
"2","2 people","2017_2019",216121.371084146,20038.440465158,0.299933749448442,0.0304497910874258,3692,"2021",142336.356807533,25598.4744168827,0.317495168116036,0.0540285293490415,158
"3","3 people","2017_2019",146764.682768369,33652.9588726254,0.203680373525805,0.0397526836987731,822,"2021",87884.2689053657,24875.4254711027,0.196034459197197,0.0508802600539957,65
"4","4 people","2017_2019",91131.7218376598,19168.0283884334,0.126472818894988,0.0253054994817437,410,"2021",16437.6816562313,10160.5641112549,0.0366658569738441,0.0224441709119416,15
"5","5 people","2017_2019",19325.8288887452,6566.54465232938,0.0268204309954314,0.00914693634883396,64,"2021",28265.3994150887,15925.0929813737,0.0630487384983114,0.0344015812996877,15
"6","6 people","2017_2019",31515.9301321948,17671.481184665,0.0437378823042167,0.0237130660035093,41,"2021",7312.0739175315,4274.33931017376,0.0163102961870995,0.00966931606105453,10
