rectype,qno,pernum,final,perstype,samptyp,sex,age,agerng,age18,relat,ldrv,wkrstat,wrkr,nowrk,transit,tpass,ptype1,ptype2,ptype3,fvalue1,fvalue2,fvalue3,fvalue1c,fvalue2c,fvalue3c,pcost1,pcost2,pcost3,cost1c,cost2c,cost3c,edu,sstatus,stype,scnty,scity,sstate,szip,staz,stract,disabl,homeact1,homeact2,homeact3,homeact4,attd1a,attd1b,attd1c,attd1d,attd1e,attd1f,attd1g,attd1h,attd1i,attd1j,attd2a,attd2b,attd2c,attd2d,attd2e,attd2f,attd3,proxy,proxynum,assure,gps,spsrecv,spscompl,expfac2
2,23850,3,1,7,1,2,13,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,3,BONNEY LAKE,WA,98391,756,70310,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,621.87
2,23852,1,1,1,1,2,55,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,2,2,2,1,1,1,8,7,3,7,8,5,5,7,8,5,5,5,10,7,5,1, ,1, , , ,137.71
2,23852,2,1,1,1,1,64,8,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,137.71
2,23859,1,1,1,1,2,55,8,1,0,1,1,1, ,1,1,17, , ,-98, , , , , ,50, , ,3, , ,6, , , , , , , , ,2,2,2,1,2,10,10,8,4,4,5,10,2,9,10,10,9,6,10,7,9,4,1, ,1, , , ,417.41
2,23859,2,1,1,1,1,57,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,417.41
2,23869,1,1,3,1,2,68,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,3,8,9,8,5,4,7,3,8,5,9,7,5,5,9,9, ,1, ,1, , , ,302.14
2,23870,1,1,2,1,2,50,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,1,2,6,5,8,6,5,10,2,7,10,10,10,9,7,8,10,2,1, ,1, , , ,207.67
2,23870,2,1,1,1,1,66,9,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,207.67
2,23884,1,1,1,1,2,42,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,2,2,2,2,1,5,5,10,1,5,7,1,2,9,5,5,8,8,8,8,5,1, ,1, , , ,383.18
2,23884,2,1,1,1,1,47,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,383.18
2,23891,1,1,1,1,2,44,6,1,0,1,1,1, ,1,1,17, , ,4, , ,3, , ,-97, , ,9, , ,6, , , , , , , , ,2,2,2,2,1,7,3,6,9,2,3,6,8,10,5,9,6,5,2,9,8,4,1, ,1, , , ,191.99
2,23894,1,1,1,1,2,55,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,1,8,8,7,5,8,8,8,8,8,8,10,8,6,10,8,9,1, ,1, , , ,383.18
2,23894,2,1,1,1,1,57,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,383.18
2,23895,1,1,2,1,2,53,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,2,3,8,8,5,4,10,2,8,10,10,10,7,7,10,10,5,1, ,1, , , ,242.44
2,23902,1,1,1,1,1,41,6,1,0,1,1,1, ,1,1,1, , ,56, , ,2, , ,36, , ,2, , ,7, , , , , , , , ,2,98,1,2,2,10,7,7,10,99,10,7,8,7,9,10,10,10,2,10,10,4,1, ,1, , , ,220.77
2,23902,2,1,2,1,2,37,6,1,1,1,1,2, ,1,1,96, , ,1.5, , ,4, , ,15, , ,4, , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,220.77
2,23902,3,1,8,1,1,1,1,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,220.77
2,23918,1,1,1,1,1,33,5,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,10,5,8,10,3,6,10,5,5,5,8,8,6,6,8,10,1,1, ,1, , , ,1312.82
2,23918,2,1,4,1,2,22,4,1,1,1,99,5,98,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,1312.82
2,23930,1,1,1,1,2,55,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,1,4,5,8,5,10,7,7,9,7,8,7,8,10,5,7,9,7,1, ,1, , , ,165.64
2,23940,1,1,4,1,2,36,6,1,0,1,99,5,98,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,1,1,2,2,9,10,9,6,9,6,2,9,9,9,9,9,7,9,8, ,1, ,1, , , ,337.08
2,23940,2,1,1,1,1,35,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,23940,3,1,7,1,1,9,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,6,3,GIG HARBOR,WA,98332,837,72504,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,23940,4,1,7,1,1,6,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,6,3,GIG HARBOR,WA,98332,837,72504,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,23940,5,1,8,1,1,4,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,23955,1,1,1,1,1,47,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,1,2,1,1,2,10,10,5,10,9,2,10,10,5,1,8,1,1,10,5,1, ,1, , , ,415.31
2,23955,2,1,4,1,2,46,7,1,1,1,99,5,98,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,415.31
2,23955,3,1,7,1,2,7,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,RENTON,WA,98059,468,31903,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,415.31
2,23959,1,1,2,1,2,37,6,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,1,1,1,2,2,7,7,8,1,7,5,6,7,8,8,3,8,5,7,9,6,1, ,1, , , ,418.39
2,23959,2,1,1,1,1,37,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,418.39
2,23959,3,1,8,1,2,4,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,418.39
2,23959,4,1,8,1,2,4,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,418.39
2,23966,1,1,1,1,2,36,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,1,1,1,1,4,8,7,8,7,4,7,5,4,4,7,7,5,6,6,7,4,1, ,1, , , ,205.45
2,23982,1,1,1,1,1,42,6,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,2,1,1,1,1,10,10,1,10,10,1,10,10,6,7,4,7,8,6,1,1, ,1, , , ,258.58
2,23982,2,1,4,1,2,39,6,1,1,1,2,3, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,258.58
2,23982,3,1,7,1,1,14,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,4,EVERETT,WA,98208,617,52110,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,258.58
2,23982,4,1,7,1,1,12,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,4,EVERETT,WA,98208,617,52110,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,258.58
2,23982,5,1,7,1,1,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,4,EVERETT,WA,98208,551,41601,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,258.58
2,23982,6,1,7,1,2,8,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,4,EVERETT,WA,98208,555,41608,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,258.58
2,24011,1,1,1,1,1,50,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,383.18
2,24011,2,1,1,1,2,50,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,383.18
2,24032,1,1,4,1,2,22,4,1,0,1,2,5,98,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,2,2,1,5,5,10,99,1,5,5,1,10,10,10,10,5,7,10,10, ,1, ,1, , , ,3031.05
2,24032,2,1,1,1,1,22,4,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,3031.05
2,24037,1,1,3,1,1,66,9,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,43.58
2,24045,1,1,1,1,1,51,7,1,0,1,1,1, ,1,1,1, , ,115, , ,2, , ,100, , ,2, , ,3, , , , , , , , ,2,2,1,2,2,9,6,9,10,6,8,7,3,1,8,8,9,8,4,10,6,4,1, ,1, , , ,88.58
2,24047,1,1,1,1,2,54,7,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,7,10,8,1,7,7,1,1,10,9,9,9,1,10,9,5,1, ,1, , , ,95.37
2,24047,2,1,1,1,1,58,8,1,1,1,1,1, ,1,1,96,8, ,114,114, ,2,2, ,114,114, ,2,2, ,3, , , , , , , , ,2,2,1,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,95.37
2,24048,1,1,1,1,1,65,9,1,0,1,1,1, ,1,1,8, , ,31.5, , ,2, , ,31.5, , ,2, , ,3, , , , , , , , ,2,2,2,2,2,10,1,10,10,5,2,10,1,10,10,10,10,10,2,10,10,5,1, ,1, , , ,88.15
2,24048,2,1,4,1,2,58,8,1,1,1,99,5,98,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,88.15
2,24053,1,1,3,1,1,80,10,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,152.47
2,24060,1,1,1,1,2,53,7,1,0,1,1,1, ,1,1,17, , ,-98, , , , , ,-97, , ,9, , ,7, , , , , , , , ,2,2,2,2,2,10,2,8,10,2,10,7,2,8,7,10,7,7,2,7,7,3,1, ,1, , , ,94.21
2,24063,1,1,1,1,2,59,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,2,2,2,2,9,9,5,4,8,8,1,10,10,10,9,5,5,9,9,4,1, ,1, , , ,134.91
2,24065,1,1,3,1,2,66,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,1,1,2,1,5,7,8,3,8,9,1,7,4,10,8,8,5,10,7, ,1, ,1, , , ,62.39
2,24073,1,1,4,1,1,51,7,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,1,2,2,2,2,9,9,7,7,1,6,5,4,8,7,8,10,10,7,8,8, ,1, ,1, , , ,115.04
2,24073,2,1,2,1,2,33,5,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,115.04
2,24078,1,1,1,1,2,59,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,1,6,7,10,3,8,7,1,10,8,10,6,4,1,10,5,9,1, ,1, , , ,129.46
2,24079,1,1,3,1,1,73,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,2,2,2,99,10,10,99,99,1,10,1,99,1,2,99,10,99,99,1, ,1, ,1, , , ,140.67
2,24087,1,1,1,1,2,49,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2,2,2,1,2,1,1,10,10,1,10,10,1,5,10,10,10,8,10,5,8,4,1, ,1, , , ,97.82
2,24087,2,1,1,1,1,50,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,97.82
2,24087,3,1,1,1,1,23,4,1,2,1,1,1, ,2,2, , , , , , , , , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,97.82
2,24088,1,1,1,1,2,45,7,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,1,1,1,2,5,9,7,8,1,10,8,1,10,10,10,2,5,7,10,7,5,1, ,1, , , ,95.22
2,24088,2,1,1,1,1,50,7,1,1,1,1,1, ,1,1,11, , ,-98, , , , , ,169, , ,2, , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,95.22
2,24093,1,1,1,1,1,42,6,1,0,1,1,1, ,1,1,19, , ,100, , ,2, , ,60.1, , ,2, , ,3, , , , , , , , ,2,2,2,1,2,8,7,7,10,5,7,7,6,7,6,7,8,5,6,7,5,5,1, ,1, , , ,129.13
2,24093,2,1,1,1,2,51,7,1,1,1,1,1, ,1,1,19, , ,84.2, , ,2, , ,84.2, , ,2, , ,6, , , , , , , , ,2,2,2,98,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,129.13
2,24094,1,1,4,1,2,47,7,1,0,1,2,5,99,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,67.99
2,24094,2,1,1,1,1,48,7,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,67.99
2,24095,1,1,2,1,1,67,9,1,0,1,1,2, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,1,2,1,2,1,3,5,3,4,5,8,3,7,9,9,4,9,3,9,9,1,1, ,1, , , ,70.57
2,24095,2,1,3,1,2,68,9,1,1,1,2,5,2,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,70.57
2,24096,1,1,1,1,2,65,9,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,8,7,3,5,1,5,3,1,8,8,8,10,3,6,5,9,1, ,1, , , ,230.95
2,24101,1,1,1,1,2,61,8,1,0,1,1,1, ,1,1,19, , ,78, , ,2, , ,78, , ,2, , ,3, , , , , , , , ,2,2,1,2,2,10,8,8,10,1,8,8,1,3,8,7,8,5,5,8,5,4,1, ,1, , , ,220.32
2,24102,1,1,1,1,1,56,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,10,99,10,10,5,10,10,10,8,5,10,5,5,1,10,1,5,1, ,1, , , ,234.98
2,24103,1,1,1,1,2,50,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,5,4,6,9,3,5,9,4,4,7,7,7,8,3,9,8,5,1, ,1, , , ,86.93
2,24103,2,1,4,1,1,56,8,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,1,1,1,1, , , , , , , , , , , , , , , , , ,1, ,1, , , ,86.93
2,24104,1,1,5,1,2,45,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3,1,4,2,BREMERTON,WA,98337,886,80600,2,2,2,1,2,1,5,9,8,4,8,7,1,5,8,9,10,7,5,7,7,2,1, ,1, , , ,263.33
2,24104,2,1,5,1,1,49,7,1,1,1,99,5,98,1,2, , , , , , , , , , , , , , , ,5,1,4,2,BREMERTON,WA,98337,886,80600,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,263.33
2,24104,3,1,7,1,1,8,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,2,POULSBO,WA,98370,903,90500,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,263.33
2,24105,1,1,1,1,1,60,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,7,1,5,3,6,3,2,8,7,7,8,5,5,5,8,4,1, ,1, , , ,145.88
2,24105,2,1,2,1,2,60,8,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,145.88
2,24111,1,1,1,1,1,52,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,118.64
2,24111,2,1,1,1,2,52,7,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,118.64
2,24113,1,1,1,1,2,30,5,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,1209.65
2,24121,1,1,1,1,2,45,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,82.78
2,24125,1,1,3,1,2,79,10,1,0,2,99,5,98,1,1,4,6, ,-97,13.5, ,8,2, ,-97,13.5, ,9,2, ,5, , , , , , , , ,1,2,2,2,2,7,3,10,10,5,5,3,4,99,3,10,10,5,5,10,5, ,1, ,1, , , ,284.54
2,24125,2,1,4,1,2,38,6,1,2,1,99,5,98,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,284.54
2,24151,1,1,3,1,2,74,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,9,10,9,10,10,8,7,4,10,5,10,5,1,5,8, ,1, ,1, , , ,358.28
2,24155,1,1,1,1,2,46,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,170.4
2,24168,1,1,1,1,1,53,7,1,0,1,1,1, ,1,1,17, , ,4.75, , ,98, , ,-97, , ,9, , ,6, , , , , , , , ,2,2,2,2,2,10,99,8,10,8,8,8,10,8,8,8,5,5,5,8,5,1,1, ,1, , , ,144.61
2,24189,1,1,1,1,2,42,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,1,10,10,5,1,10,10,1,10,10,7,10,7,5,10,7,4,1, ,1, , , ,802.23
2,24189,2,1,1,1,1,50,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,802.23
2,24189,3,1,7,1,2,14,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,MAPLE VALLEY,WA,98038,476,32003,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,802.23
2,24200,1,1,1,1,1,58,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,1,1,1,2,5,10,10,10,8,7,7,5,3,7,8,8,6,3,6,6,5,1, ,1, , , ,86.93
2,24200,2,1,4,1,2,56,8,1,1,1,2,3, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,86.93
2,24203,1,1,1,1,2,57,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , ,129.46
2,24206,1,1,3,1,1,73,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2,2,2,2,2,99,5,10,2,99,5,5,3,1,10,5,10,10,10,10,10, ,1, ,1, , , ,68.88
2,24206,2,1,3,1,2,73,9,1,1,2,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,68.88
2,24208,1,1,2,1,2,69,9,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,118.48
2,24211,1,1,4,1,1,55,8,1,0,2,2,4, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,1,2,2,2,1,9,6,8,9,7,8,8,8,6,2,8,8,7,6,8,6, ,1, ,1, , , ,237.18
2,24215,1,1,1,1,2,57,8,1,0,1,1,1, ,2,99, , , , , , , , , , , , , , , ,7, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,240.1
2,24215,2,1,1,1,1,58,8,1,1,1,1,1, ,2,99, , , , , , , , , , , , , , , ,7, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,240.1
2,24215,3,1,7,1,1,5,2,2,5,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,2,SILVERDALE,WA,98383,912,91203,1, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,240.1
2,24215,4,1,8,1,2,4,1,2,5,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,2,SILVERDALE,WA,98383,912,91203,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,240.1
2,24234,1,1,4,1,2,40,6,1,0,1,2,5,98,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,84.41
2,24234,2,1,5,1,1,40,6,1,1,1,2,5,98,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,84.41
2,24234,3,1,7,1,2,11,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,2,BAINBRIDGE ISL,WA,98110,907,90800,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,84.41
2,24245,1,1,1,1,2,38,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,2,1,1,1,7,10,5,5,10,5,1,7,10,5,5,5,5,5,5,4,1, ,1, , , ,123.82
2,24245,2,1,4,1,1,47,7,1,1,2,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,123.82
2,24250,1,1,4,1,2,51,7,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,2,1,1,1,5,5,3,5,1,3,6,10,10,1,6,8,8,10,10,6, ,1, ,1, , , ,60.58
2,24250,2,1,4,1,1,59,8,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,60.58
2,24251,1,1,1,1,1,58,8,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,124.47
2,24252,1,1,1,1,2,49,7,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2,1,2,1,2,1,8,7,8,2,8,9,5,6,3,8,8,8,3,8,10,5,1, ,1, , , ,185.8
2,24252,2,1,1,1,1,45,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,185.8
2,24252,3,1,2,1,2,18,4,1,2,1,1,2, ,1,1,11, , ,115, , ,2, , ,115, , ,2, , ,2,1,3,1,SEATTLE,WA,98122,111,7500,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,185.8
2,24257,1,1,3,1,2,73,9,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,10,10,10,10,99,10,10,1,5,10,10,10,10,5,10,5, ,1, ,1, , , ,152.47
2,24264,1,1,1,1,1,49,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,2,3,7,10,9,2,8,10,7,8,10,8,10,7,3,9,3,5,1, ,1, , , ,237.88
2,24264,2,1,1,1,2,45,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,1, , , , , , , , , , , , , , , , , ,1, ,1, , , ,237.88
2,24270,1,1,1,1,2,71,9,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,1,4,10,10,1,7,6,3,10,10,6,10,10,10,6,10,9,1, ,1, , , ,77.42
2,24270,2,1,1,1,1,72,9,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,1,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,77.42
2,24281,1,1,4,1,2,62,8,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,86.93
2,24281,2,1,1,1,1,62,8,1,1,1,1,1, ,1,99, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,86.93
2,24286,1,1,2,1,2,38,6,1,0,1,1,2, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,1,2,1,4,10,5,2,3,5,1,6,7,10,10,7,1,10,10,9,1, ,1, , , ,481.52
2,24286,2,1,1,1,1,40,6,1,1,1,1,1, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,481.52
2,24286,3,1,7,1,1,8,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,2,PORT ORCHARD,WA,98366,930,92400,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,481.52
