rectype,qno,pernum,tourno,halftour,mode4,md_stops,md_num,leg_stop,md_min,md_dist,no_dist
3,2001,1,1,1,44,1,1,1,63,12.59,0
3,2001,1,1,2,44,1,1,1,67,18.19,0
3,2001,1,2,1,44,1,1,1,61,17.21,0
3,2001,1,2,2,11,1,2,2,4,.56,0
3,2001,1,2,2,44,1,2,2,68,18.19,0
3,2006,1,0, , ,1,1,1,0, , 
3,2006,2,1,1,21,1,1,1,15,.48,0
3,2006,2,1,2,11,1,1,1,15,.48,0
3,2006,2,2,1,11,1,1,1,35,9.75,0
3,2006,2,2,2,11,1,1,1,45,9.38,0
3,2006,3,1,1,11,1,1,1,30,6.57,0
3,2006,3,1,2,11,1,1,1,30,6.84,0
3,2006,3,2,1,11,1,1,1,30,8.17,0
3,2006,3,2,2,11,1,1,1,40,7.8,0
3,2006,3,3,1,11,1,1,1,30,8.17,0
3,2015,1,0, , ,1,1,1,0, , 
3,2015,2,0, , ,1,1,1,0, , 
3,2015,3,0, , ,1,1,1,0, , 
3,2016,1,1,1,11,1,1,1,19,12.11,0
3,2016,1,1,2,11,2,1,2,38,14.18,0
3,2016,1,2,1,11,1,1,1,26,12.11,0
3,2016,1,2,2,11,2,1,2,32,14.3,0
3,2033,1,1,1,11,1,1,1,4,.56,0
3,2033,1,1,2,11,1,1,1,5,.56,0
3,2033,1,2,1,11,1,1,1,15,3.94,0
3,2033,1,2,2,11,1,1,1,15,3.94,0
3,2033,1,3,1,11,1,2,2,25,6.67,0
3,2033,1,3,1,31,1,2,2,3,.59,0
3,2033,1,3,2,11,2,1,2,19,7.77,0
3,2033,1,4,1,11,1,2,2,8,3.35,0
3,2033,1,4,1,60,1,2,2,29,2.15,0
3,2033,1,4,2,11,1,2,2,4,3.94,0
3,2033,1,4,2,60,1,2,2,38,2.15,0
3,2033,2,1,1,11,1,1,1,45,13.72,0
3,2033,2,1,2,11,1,1,1,30,14.34,0
3,2033,2,2,1,11,2,1,2,31,15.9,0
3,2033,2,2,2,11,2,1,2,36,15.74,0
3,2033,2,3,1,11,1,1,1,45,13.72,0
3,2033,2,3,2,11,1,1,1,30,14.34,0
3,2033,2,4,1,21,1,1,1,8,3.35,0
3,2033,2,4,2,21,1,2,3,3,3.94,0
3,2033,2,4,2,60,2,2,3,67,4.3,0
3,2058,1,1,1,11,1,1,1,18,7.5,0
3,2058,1,1,2,11,1,1,1,37,7.49,0
3,2058,1,2,1,11,1,1,1,19,7.5,0
3,2058,1,2,2,11,1,1,1,25,7.49,0
3,2058,2,1,1,11,1,1,1,27,21.6,0
3,2058,2,1,2,11,2,1,2,50,25.65,0
3,2058,2,2,1,11,2,1,2,24,15.63,0
3,2058,2,2,2,11,1,1,1,13,14.7,0
3,2058,2,3,1,11,1,1,1,37,21.6,0
3,2058,2,3,2,11,3,1,3,46,22.92,0
3,2062,1,1,1,53,1,1,1,31,2.03,0
3,2062,1,1,2,54,1,1,1,29,2.18,0
3,2062,1,2,1,60,1,1,1,9,.153867424242421,0
3,2062,1,2,2,60,1,1,1,10,.153867424242421,0
3,2062,1,3,1,53,1,1,1,31,2.03,0
3,2062,1,3,2,53,1,1,1,29,2.18,0
3,2065,1,1,1,21,1,1,1,15,2.19,0
3,2065,1,1,2,60,1,1,1,45,2.62331818181817,0
3,2065,1,2,1,21,1,1,1,15,2.1,0
3,2065,1,2,2,60,1,1,1,45,2.88589015151514,0
3,2065,1,2,3,11,2,1,2,60,24.22,0
3,2065,2,1,1,21,1,1,1,15,2.19,0
3,2065,2,1,2,11,3,1,3,29,3.55,0
3,2065,2,2,1,21,1,1,1,15,1.6,0
3,2065,2,2,2,11,1,1,1,15,1.74,0
3,2065,2,3,1,11,1,1,1,10,1.6,0
3,2065,2,3,2,11,1,1,1,15,1.74,0
3,2067,1,1,1,11,1,1,1,8,4.14,0
3,2067,1,1,2,11,1,1,1,17,4.14,0
3,2067,1,2,1,11,1,1,1,11,3.6,0
3,2067,1,2,2,11,3,1,3,25,7.6,0
3,2067,2,1,1,11,1,2,2,19,11.96,0
3,2067,2,1,1,21,1,2,2,8,2.75,0
3,2067,2,1,2,11,1,2,3,18,11.96,0
3,2067,2,1,2,21,2,2,3,12,3.09,0
3,2067,2,2,1,11,2,2,3,48,12.53,0
3,2067,2,2,1,21,1,2,3,6,2.75,0
3,2067,2,2,2,11,1,1,1,16,11.58,0
3,2070,1,1,1,11,1,1,1,45,32.27,0
3,2070,1,1,2,11,1,1,1,90,30.73,0
3,2070,1,2,1,11,1,1,1,45,32.27,0
3,2070,1,2,2,11,1,1,1,90,30.73,0
3,2070,2,1,1,11,1,1,1,30,20.76,0
3,2070,2,1,2,11,1,1,1,60,20.79,0
3,2070,2,2,1,11,1,1,1,30,20.76,0
3,2070,2,2,2,11,1,1,1,60,20.79,0
3,2070,3,0, , ,1,1,1,0, , 
3,2071,1,1,1,11,1,2,2,10,2.98,0
3,2071,1,1,1,21,1,2,2,5,2.85,0
3,2071,1,1,2,11,1,1,1,20,4.99,0
3,2071,1,1,3,11,2,1,2,60,15.13,0
3,2071,1,2,1,11,1,1,1,20,5,0
3,2071,1,2,2,11,1,1,1,15,4.99,0
3,2071,2,1,1,11,1,1,1,5,1.67,0
3,2071,2,1,2,21,1,1,1,5,1.67,0
3,2071,2,1,3,11,1,2,2,15,3.41,0
3,2071,2,1,3,21,1,2,2,5,3.41,0
3,2071,2,2,1,11,1,1,1,5,1.67,0
3,2071,2,2,2,11,1,1,1,5,1.67,0
3,2071,2,3,1,11,1,1,1,5,1.67,0
3,2071,2,3,2,11,1,1,1,5,1.67,0
3,2071,3,1,1,80,1,1,1,25,4.76,0
3,2071,3,1,2,80,1,1,1,35,4.72,0
3,2071,3,2,1,60,1,1,1,30,.481568181818197,0
3,2071,3,2,2,60,1,1,1,15,.481568181818197,0
3,2071,3,3,1,80,1,1,1,25,4.76,0
3,2071,3,3,2,80,1,1,1,40,4.72,0
3,2071,3,4,1,31,1,1,1,15,2.37,0
3,2071,3,4,2,31,1,1,1,5,2.37,0
3,2071,4,1,1,21,1,1,1,10,2.85,0
3,2071,4,1,2,21,2,1,2,15,5.08,0
3,2089,1,1,1,11,2,1,2,93,49.53,0
3,2089,1,1,2,11,2,1,2,55,25.87,0
3,2089,1,1,3,11,2,1,2,30,10.86,0
3,2089,1,2,1,11,1,1,1,30,24.89,0
3,2089,1,2,2,11,2,1,2,80,26.2,0
3,2089,2,1,1,11,1,2,3,19,8.35,0
3,2089,2,1,1,21,2,2,3,50,35.14,0
3,2089,2,1,2,11,3,1,3,25,17.86,0
3,2089,2,2,1,11,1,2,2,14,8.35,0
3,2089,2,2,1,21,1,2,2,20,7.76,0
3,2089,2,2,2,11,2,1,2,50,27.56,0
3,2089,2,3,1,21,1,1,1,20,8.26,0
3,2089,2,3,2,21,1,1,1,15,8.26,0
3,2089,3,1,1,11,2,1,2,50,22.77,0
3,2089,3,1,2,11,1,2,2,20,9.44,0
3,2089,3,1,2,21,1,2,2,20,7.76,0
3,2089,3,2,1,21,1,1,1,5,2.09,0
3,2089,3,2,2,21,1,1,1,5,2.09,0
3,2089,3,3,1,11,2,1,2,50,22.77,0
3,2089,3,3,2,11,1,1,1,30,14.16,0
3,2089,3,4,1,21,1,1,1,20,8.26,0
3,2089,3,4,2,21,1,1,1,15,8.26,0
3,2089,4,1,1,21,2,1,2,50,35.14,0
3,2089,4,1,2,21,1,1,1,20,7.76,0
3,2089,4,2,1,21,1,1,1,20,7.76,0
3,2089,4,2,2,80,1,1,1,30,7.76,0
3,2109,1,1,1,11,1,1,1,17,11.44,0
3,2109,1,1,2,11,1,1,1,17,11.44,0
3,2109,1,2,1,31,1,1,1,23,11.44,0
3,2109,1,2,2,31,1,1,1,4,11.44,0
3,2109,1,3,1,31,1,1,1,13,12.91,0
3,2109,1,3,2,31,1,1,1,15,12.91,0
3,2110,1,1,1,32,1,1,1,55,18.29,0
3,2110,1,1,2,11,1,2,2,7,2.87,0
3,2110,1,1,2,32,1,2,2,70,12.62,0
3,2110,1,2,1,32,1,1,1,55,18.29,0
3,2110,1,2,2,32,1,1,1,65,14.23,0
3,2110,2,1,1,60,1,1,1,10,.370664772727298,0
3,2110,2,1,2,60,1,1,1,12,.370664772727298,0
3,2110,2,2,1,60,1,1,1,10,.370664772727298,0
3,2110,2,2,2,60,1,1,1,10,.370664772727298,0
3,2110,3,1,1,60,1,1,1,10,.370664772727298,0
3,2110,3,1,2,60,1,1,1,12,.370664772727298,0
3,2110,3,2,1,60,1,1,1,10,.370664772727298,0
3,2110,3,2,2,60,1,1,1,10,.370664772727298,0
3,2116,1,1,1,11,1,1,1,4,1.58,0
3,2116,1,1,2,11,1,1,1,4,1.58,0
3,2116,1,2,1,11,1,1,1,19,1.58,0
3,2116,1,2,2,11,1,1,1,5,1.58,0
3,2116,1,3,1,11,1,1,1,4,1.58,0
3,2116,1,3,2,11,1,1,1,4,1.58,0
3,2116,2,1,1,11,1,1,1,7,1.58,0
3,2116,2,1,2,11,3,1,3,11,4.74,0
3,2116,2,2,1,11,2,1,2,10,3.16,0
3,2116,2,2,2,11,1,1,1,3,1.58,0
3,2120,1,1,1,11,1,1,1,12,6.55,0
3,2120,1,1,2,11,4,1,4,39,14.14,0
3,2120,1,2,1,11,1,1,1,11,6.55,0
3,2120,1,2,2,11,5,1,5,43,14.19,0
3,2120,2,1,1,60,1,1,1,2,0,0
3,2120,2,1,2,60,1,1,1,1,0,0
3,2120,2,2,1,60,1,1,1,2,0,0
3,2120,2,2,2,70,1,1,1,1,0,0
3,2128,1,1,1,54,1,2,2,20,1.15,0
3,2128,1,1,1,60,1,2,2,9,.311664772727256,0
3,2128,1,1,2,54,1,2,2,45,1.85,0
3,2128,1,1,2,60,1,2,2,30,1.10240909090911,0
3,2128,1,2,1,60,1,1,1,10,.311664772727256,0
3,2128,1,2,2,60,1,1,1,10,.311664772727256,0
3,2128,1,3,1,60,2,1,2,11,.476446969696989,0
3,2128,1,3,2,60,3,1,3,13,.609509469696999,0
3,2128,1,4,1,21,1,1,1,35,15.46,0
3,2128,1,4,2,21,3,2,4,80,16.75,0
3,2128,1,4,2,60,1,2,4,5,.176312499999966,0
3,2128,1,5,1,60,1,1,1,13,1.07800189393941,0
3,2128,1,5,2,60,1,1,1,25,1.07800189393941,0
3,2138,1,0, , ,1,1,1,0, , 
3,2138,2,0, , ,1,1,1,0, , 
3,2158,1,1,1,60,1,1,1,15,.179759469696982,0
3,2158,1,1,2,60,1,1,1,14,.179759469696982,0
3,2158,1,2,1,21,1,1,1,30,12.85,0
3,2158,1,2,2,21,1,1,1,30,12.74,0
3,2158,1,3,1,60,1,1,1,10,.179759469696982,0
3,2158,1,3,2,60,1,1,1,9,.179759469696982,0
3,2158,1,4,1,60,1,1,1,15,.179759469696982,0
3,2158,1,4,2,60,1,1,1,14,.179759469696982,0
3,2158,1,5,1,21,1,1,1,15,3.24,0
3,2158,1,5,2,11,4,1,4,16,4.93,0
3,2158,1,6,1,11,1,1,1,15,3.24,0
3,2158,1,6,2,21,1,1,1,14,3.24,0
3,2158,1,7,1,21,3,1,3,42,9.49,0
3,2158,1,7,2,21,1,1,1,30,8.5,0
3,2158,1,8,1,60,1,1,1,15,.179759469696982,0
3,2158,1,8,2,60,1,1,1,14,.179759469696982,0
3,2163,1,1,1,11,1,1,1,2,.4,0
3,2163,1,1,2,11,1,1,1,5,.4,0
3,2163,1,1,3,11,1,3,5,4,1.01,0
3,2163,1,1,3,21,1,3,5,10,2.11,0
3,2163,1,1,3,31,3,3,5,50,14.73,0
3,2163,1,2,1,11,1,1,1,10,1.01,0
3,2163,1,2,2,11,1,1,1,10,1.01,0
3,2163,1,3,1,43,1,1,1,36,5.25,0
3,2163,1,3,2,11,2,2,3,22,2.78,0
3,2163,1,3,2,43,1,2,3,54,1.92,0
3,2163,2,1,1,21,3,1,3,75,45.63,0
3,2163,2,1,2,11,1,2,2,25,5.26,0
3,2163,2,1,2,51,1,2,2,41,12.07,0
3,2163,2,2,1,11,1,1,1,16,6.31,0
3,2163,2,2,2,11,1,1,1,14,6.21,0
3,2163,2,3,1,11,1,1,1,14,2.38,0
3,2163,2,3,2,11,1,1,1,15,2.38,0
3,2163,2,4,1,11,1,1,1,29,1.01,0
3,2163,2,4,2,21,1,1,1,15,1.01,0
3,2206,1,1,1,11,1,1,1,22,8.4,0
3,2206,1,1,2,11,2,1,2,35,9.04,0
3,2206,1,2,1,11,1,1,1,5,.64,0
3,2206,1,2,2,11,1,1,1,5,.64,0
3,2206,1,3,1,11,2,1,2,28,16.27,0
3,2206,1,3,2,11,1,1,1,15,8.4,0
3,2206,1,4,1,21,1,1,1,15,3.75,0
3,2206,1,4,2,11,1,1,1,15,3.76,0
3,2206,1,5,1,11,1,1,1,16,1.6,0
3,2206,1,5,2,11,1,1,1,5,1.6,0
3,2220,1,1,1,11,1,1,1,3,1.37,0
3,2220,1,1,2,11,1,1,1,3,1.37,0
3,2220,1,2,1,21,1,2,3,6,1.71,0
3,2220,1,2,1,31,2,2,3,32,13.14,0
3,2220,1,2,2,11,2,1,2,44,11.64,0
3,2220,2,1,1,11,2,1,2,22,11.78,0
3,2220,2,1,2,11,1,1,1,23,11,0
3,2220,2,2,1,11,1,2,2,6,2.92,0
3,2220,2,2,1,21,1,2,2,17,13.02,0
3,2220,2,2,2,11,1,2,2,6,2.92,0
3,2220,2,2,2,21,1,2,2,26,12.79,0
3,2220,2,3,1,11,1,1,1,27,13.46,0
3,2220,2,3,2,11,1,1,1,27,12.99,0
3,2220,3,1,1,21,1,2,3,5,1.71,0
3,2220,3,1,1,31,2,2,3,32,13.14,0
3,2220,3,1,2,31,1,1,1,30,11.88,0
3,2229,1,0, , ,1,1,1,0, , 
3,2229,2,0, , ,1,1,1,0, , 
3,2237,1,1,1,11,1,1,1,15,2.97,0
3,2237,1,1,2,11,1,1,1,20,2.97,0
3,2237,2,1,1,11,2,1,2,12,7.19,0
3,2237,2,1,2,11,1,1,1,30,6.63,0
3,2238,1,1,1,11,1,1,1,6,2.26,0
3,2238,1,1,2,11,2,1,2,27,9.55,0
3,2238,1,2,1,11,1,1,1,14,9.45,0
3,2238,1,2,2,11,2,1,2,34,10.67,0
3,2238,2,1,1,11,1,1,1,23,17.75,0
3,2238,2,1,2,11,2,2,3,32,18.02,0
3,2238,2,1,2,60,1,2,3,5,.0728484848484544,0
3,2238,2,2,1,11,2,1,2,53,41.74,0
3,2238,2,2,2,11,2,2,5,69,44.04,0
3,2238,2,2,2,21,3,2,5,55,13.46,0
3,2254,1,1,1,11,1,1,1,35,14.69,0
3,2254,1,1,2,11,1,1,1,51,15.34,0
3,2254,1,2,1,11,1,1,1,45,14.69,0
3,2262,1,1,1,11,2,1,2,6,1.26,0
3,2262,1,1,2,11,2,1,2,13,1.26,0
3,2262,1,2,1,21,1,1,1,21,9.71,0
3,2262,1,2,2,21,2,1,2,22,10.27,0
3,2262,1,3,1,11,1,1,1,21,9.71,0
3,2262,1,3,2,11,1,1,1,28,9.71,0
3,2262,2,1,1,11,1,1,1,45,26.96,0
3,2262,2,1,2,11,1,1,1,40,26.96,0
3,2262,2,2,1,11,1,1,1,5,1.58,0
3,2262,2,2,2,11,1,1,1,5,1.58,0
3,2262,2,3,1,11,1,1,1,45,26.96,0
3,2262,2,3,2,11,2,1,2,75,29.15,0
3,2262,2,4,1,21,1,1,1,21,9.71,0
3,2262,2,4,2,21,2,1,2,20,10.27,0
3,2262,3,0, , ,1,1,1,0, , 
3,2318,1,1,1,21,1,1,1,10,3.13,0
3,2318,1,1,2,21,1,1,1,13,3.13,0
3,2318,1,2,1,11,1,1,1,12,1.52,0
3,2318,1,2,2,11,1,1,1,12,1.52,0
3,2318,2,1,1,11,1,1,1,17,4.61,0
3,2318,2,1,2,11,1,1,1,15,4.65,0
3,2324,1,1,1,11,1,1,1,20,12.44,0
3,2324,1,1,2,21,1,1,1,20,12.43,0
3,2324,1,2,1,31,1,1,1,20,4.24,0
3,2324,1,2,2,31,1,1,1,15,4.24,0
3,2324,2,1,1,0,1,1,1,0, , 
3,2324,2,1,2,43,1,1,1,20,6.48,0
3,2324,2,2,1,11,1,1,1,5,4.47,0
3,2324,2,2,2,11,1,1,1,5,4.47,0
3,2324,2,3,1,11,1,1,1,50,13.73,0
3,2324,2,3,2,11,2,1,2,36,14.35,0
3,2324,2,4,1,43,1,1,1,25,6.34,0
3,2324,2,4,2,43,1,1,1,20,6.48,0
3,2324,2,5,1,11,1,1,1,5,4.47,0
3,2324,2,5,2,11,1,1,1,5,4.47,0
3,2324,3,1,1,80,1,1,1,15,3.84,0
3,2324,3,1,2,80,1,1,1,20,3.84,0
3,2324,3,2,1,80,1,1,1,15,3.84,0
3,2324,3,2,2,80,1,1,1,20,3.84,0
3,2324,3,3,1,31,1,1,1,20,4.24,0
3,2324,3,3,2,31,1,1,1,15,4.24,0
3,2325,1,1,1,11,1,2,2,25,13.61,0
3,2325,1,1,1,21,1,2,2,25,8.11,0
3,2325,1,1,2,11,1,1,1,40,13.87,0
3,2325,1,2,1,11,1,1,1,7,2.67,0
3,2325,1,2,2,11,1,1,1,7,2.83,0
3,2325,1,3,1,53,1,1,1,38,13.84,0
3,2325,1,3,2,70,1,1,1,100,4.67972537878785,0
3,2325,1,3,3,60,2,1,2,10,.332492424242424,0
3,2325,1,4,1,60,1,1,1,3,.175882575757549,0
3,2325,1,4,2,60,1,1,1,5,.175882575757549,0
3,2327,1,1,1,31,1,1,1,10,1.49,0
3,2327,1,1,2,11,4,1,4,21,7.07,0
3,2327,1,2,1,21,1,1,1,3,1.21,0
3,2327,1,2,2,21,1,1,1,2,1.21,0
3,2327,1,3,1,11,2,1,2,13,5.05,0
3,2327,1,3,2,11,1,1,1,8,2.75,0
3,2327,1,4,1,21,3,1,3,30,11.2,0
3,2327,1,4,2,21,4,1,4,43,14.1,0
3,2327,2,1,1,11,1,1,1,14,1.49,0
3,2327,2,1,2,21,1,1,1,11,1.49,0
3,2327,2,2,1,11,1,1,1,9,2.51,0
3,2327,2,2,2,11,1,1,1,9,2.51,0
3,2327,2,3,1,21,1,1,1,3,1.21,0
3,2327,2,3,2,21,1,1,1,2,1.21,0
3,2327,2,4,1,21,3,1,3,30,11.2,0
3,2327,2,4,2,21,4,1,4,43,14.1,0
3,2329,1,1,1,60,1,1,1,5,.13,0
3,2329,1,1,2,60,1,1,1,5,.13,0
3,2329,2,1,1,60,1,1,1,5,.13,0
3,2329,2,1,2,60,1,1,1,5,.13,0
3,2330,1,1,1,11,1,1,1,35,31.98,0
3,2330,1,1,2,11,1,1,1,47,31.98,0
3,2330,1,1,3,11,2,1,2,19,6.24,0
3,2330,1,2,1,11,1,1,1,32,31.98,0
3,2330,1,2,2,11,1,1,1,43,31.98,0
3,2330,1,2,3,11,2,1,2,22,5.16,0
3,2330,2,1,1,11,3,1,3,23,13.59,0
3,2330,2,1,2,11,4,1,4,28,16.83,0
3,2343,1,1,1,21,1,1,1,30,16.67,0
3,2343,1,1,2,21,2,1,2,50,17.12,0
3,2343,1,2,1,11,2,1,2,35,5.36,0
3,2343,1,2,2,11,2,1,2,15,5.36,0
3,2343,1,3,1,11,1,1,1,5,1.53,0
3,2354,1,1,1,11,1,1,1,5,2.89,0
3,2354,1,1,2,11,1,1,1,5,2.89,0
3,2367,1,1,1,11,1,1,1,30,5.85,0
3,2367,1,1,2,11,1,1,1,15,5.85,0
3,2367,1,2,1,11,1,1,1,15,7.94,0
3,2367,1,2,2,11,1,1,1,15,7.94,0
3,2367,2,1,1,11,1,1,1,30,16.92,0
3,2367,2,1,2,11,1,1,1,30,17,0
3,2426,1,1,1,11,1,1,1,30,7.69,0
3,2426,1,1,2,11,1,1,1,15,8.88,0
3,2426,1,2,1,11,1,1,1,23,7.69,0
3,2426,1,2,2,11,1,1,1,23,8.88,0
3,2426,1,3,1,21,1,1,1,15,3.94,0
3,2426,1,3,2,21,1,1,1,16,3.94,0
3,2426,2,1,1,0,1,1,1,0, , 
3,2426,2,1,2,11,1,1,1,15,10.28,0
3,2426,2,2,1,11,1,1,1,20,3.94,0
3,2426,2,2,2,11,2,1,2,25,6.72,0
3,2456,1,1,1,11,1,1,1,9,2.47,0
3,2456,1,1,2,11,1,1,1,5,2.47,0
3,2456,1,2,1,11,1,1,1,10,2.47,0
3,2456,1,2,2,11,1,1,1,10,2.47,0
3,2456,2,1,1,11,1,1,1,20,4.3,0
3,2456,2,1,2,11,1,1,1,20,4.3,0
3,2456,2,2,1,21,4,1,4,450,2.28,3
3,2456,3,1,1,11,1,1,1,20,4.2,0
3,2456,3,1,2,11,1,1,1,20,4.21,0
3,2456,3,2,1,11,1,1,1,10,3.1,0
3,2456,3,2,2,11,1,1,1,10,3.1,0
3,2456,3,3,1,11,1,1,1,15,3.66,0
3,2456,3,3,2,11,5,1,5,42,14.08,0
3,2456,3,4,1,31,2,1,2,25,7.87,0
3,2456,3,4,2,31,1,1,1,90,2.86,0
3,2456,4,1,1,11,1,1,1,20,6.45,0
3,2456,4,1,2,11,3,1,3,40,10.1,0
3,2456,4,2,1,11,1,1,1,15,4.3,0
3,2456,4,2,2,11,1,1,1,20,4.3,0
3,2456,4,3,1,21,4,1,4,450,2.28,3
3,2457,1,1,1,0,1,1,1,0, , 
3,2457,1,1,2,11,2,3,4,65,14.37,0
3,2457,1,1,2,21,1,3,4,10,2.73,0
3,2457,1,1,2,98,1,3,4,210, ,1
3,2457,2,1,1,0,1,1,1,0, , 
3,2457,2,1,2,11,1,2,2,15,4.52,0
3,2457,2,1,2,51,1,2,2,300, ,1
3,2457,2,2,1,11,5,1,5,71,22.29,0
3,2457,2,2,2,11,1,1,1,15,9.05,0
3,2482,1,1,1,20,1,2,2,75,.59,0
3,2482,1,1,1,21,1,2,2,10,.59,0
3,2482,1,1,2,10,1,2,3,60,13.78,0
3,2482,1,1,2,11,2,2,3,35,18.75,0
3,2482,2,1,1,11,2,1,2,35,16.22,0
3,2482,2,1,2,11,1,1,1,30,12.47,0
3,2482,2,2,1,11,1,1,1,5,.57,0
3,2482,2,2,2,11,1,1,1,4,.57,0
3,2495,1,1,1,11,1,1,1,10,3.34,0
3,2495,1,1,2,11,1,1,1,15,3.2,0
3,2495,1,2,1,11,1,1,1,15,10.96,0
3,2495,1,2,2,11,2,1,2,110,11.36,0
3,2495,2,1,1,11,1,1,1,10,2.63,0
3,2495,2,1,2,11,1,1,1,15,2.57,0
3,2495,2,2,1,11,1,1,1,15,2.63,0
3,2495,2,2,2,11,2,1,2,35,4.02,0
3,2502,1,1,1,31,1,1,1,50,15.05,0
3,2502,1,1,2,31,1,1,1,40,15.03,0
3,2502,1,2,1,31,1,1,1,15,3.68,0
3,2502,1,2,2,31,1,1,1,15,3.68,0
3,2502,1,3,1,60,1,1,1,5,.429443181818191,0
3,2502,1,3,2,60,1,1,1,5,.429443181818191,0
3,2502,1,4,1,31,1,1,1,50,15.05,0
3,2502,1,4,2,31,1,1,1,40,15.03,0
3,2502,2,1,1,11,1,1,1,30,.43,0
3,2502,2,1,2,11,1,1,1,30,.43,0
3,2502,2,2,1,11,1,1,1,5,.43,0
3,2502,2,2,2,11,1,1,1,30,.43,0
3,2502,2,3,1,11,1,1,1,12,3.21,0
3,2502,2,3,2,11,1,1,1,10,2.96,0
3,2502,2,4,1,11,1,1,1,30,.43,0
3,2502,2,4,2,11,1,1,1,5,.43,0
3,2502,2,5,1,11,1,1,1,30,1.81,0
3,2502,2,5,2,11,1,1,1,12,1.81,0
3,2502,2,6,1,11,1,1,1,10,3.21,0
3,2502,2,6,2,11,1,1,1,10,2.96,0
3,2503,1,1,1,11,1,1,1,18,3.6,0
3,2503,1,1,2,11,3,1,3,33,5.41,0
3,2503,1,2,1,11,1,1,1,14,4.88,0
3,2503,1,2,2,11,1,1,1,14,4.94,0
3,2503,1,3,1,11,1,1,1,17,4.88,0
3,2503,2,1,1,0,1,1,1,0, , 
3,2503,2,1,2,11,1,1,1,15,4.94,0
3,2507,1,1,1,31,1,1,1,20,11.13,0
3,2507,1,1,2,31,3,2,4,20,2.52,0
3,2507,1,1,2,32,1,2,4,20,10.35,0
3,2507,1,2,1,32,1,1,1,30,10.23,0
3,2507,1,2,2,32,1,1,1,30,10.31,0
3,2507,2,1,1,11,1,1,1,13,4.82,0
3,2507,2,1,2,11,1,1,1,12,4.82,0
3,2509,1,1,1,11,3,1,3,33,19.3,0
3,2509,1,1,2,11,3,1,3,36,17.77,0
3,2509,1,2,1,11,1,1,1,10,2.84,0
3,2509,1,2,2,11,1,1,1,7,2.78,0
3,2509,1,3,1,11,1,1,1,2,1.26,0
3,2509,1,3,2,11,1,1,1,5,1.26,0
3,2509,1,4,1,11,1,1,1,27,10.22,0
3,2509,1,4,2,11,1,1,1,25,10.22,0
3,2509,1,5,1,31,3,1,3,33,14.17,0
3,2509,1,5,2,31,1,1,1,7,5.2,0
3,2509,1,6,1,11,1,1,1,4,1.26,0
3,2509,1,6,2,11,1,1,1,5,1.26,0
3,2512,1,1,1,11,1,1,1,20,7.54,0
3,2512,1,1,2,11,2,1,2,23,7.46,0
3,2512,1,2,1,11,3,1,3,96,77.9,0
3,2512,1,2,2,11,3,1,3,43,16.07,0
3,2512,1,2,3,11,2,1,2,58,22.9,0
3,2512,1,3,1,31,1,1,1,17,3.79,0
3,2512,1,3,2,11,1,1,1,22,3.96,0
3,2512,1,4,1,11,1,1,1,15,3.79,0
3,2512,1,4,2,31,1,1,1,14,3.96,0
3,2512,2,1,1,11,1,1,1,22,11.84,0
3,2512,2,1,2,11,1,1,1,23,12,0
3,2512,2,2,1,11,1,1,1,22,11.84,0
3,2512,2,2,2,11,1,1,1,40,12,0
3,2512,2,3,1,11,1,1,1,11,2.22,0
3,2512,2,3,2,31,1,1,1,11,2.22,0
3,2535,1,1,1,21,1,1,1,32,6.43,0
3,2535,1,1,2,21,1,1,1,10,6.93,0
3,2535,1,2,1,21,2,1,2,25,6.15,0
3,2535,1,2,2,21,1,1,1,20,5.46,0
3,2535,1,3,1,21,1,1,1,10,1.63,0
3,2535,1,3,2,21,1,1,1,5,1.63,0
3,2535,1,4,1,60,1,1,1,25,.802138257575743,0
3,2535,1,4,2,60,1,1,1,15,.802138257575743,0
3,2535,2,1,1,21,1,1,1,32,6.43,0
3,2535,2,1,2,21,1,1,1,10,6.93,0
3,2535,2,2,1,21,2,1,2,25,6.15,0
3,2535,2,2,2,21,1,1,1,20,5.46,0
3,2535,2,3,1,21,1,1,1,10,1.63,0
3,2535,2,3,2,21,1,1,1,5,1.63,0
3,2539,1,1,1,11,1,1,1,40,14.48,0
3,2539,1,1,2,11,3,1,3,106,48.95,0
3,2539,1,2,1,11,1,1,1,40,14.48,0
3,2539,1,2,2,11,4,1,4,33,13.67,0
3,2539,2,1,1,11,1,2,2,57,30.45,0
3,2539,2,1,1,21,1,2,2,35,14.62,0
3,2539,2,1,2,11,1,2,2,50,30.45,0
3,2539,2,1,2,21,1,2,2,25,14.37,0
3,2539,2,2,1,11,1,1,1,45,18.54,0
3,2539,2,2,2,11,1,1,1,49,18.54,0
3,2542,1,1,1,11,1,1,1,20,6.8,0
3,2542,1,1,2,11,2,1,2,23,10.34,0
3,2543,1,1,1,11,1,1,1,30,15.02,0
3,2543,1,1,2,11,3,1,3,60,19.39,0
3,2543,1,2,1,11,1,1,1,30,15.02,0
3,2543,1,2,2,11,2,1,2,45,15.58,0
3,2543,2,1,1,21,1,1,1,20,5.39,0
3,2543,2,1,2,21,1,1,1,20,5.39,0
3,2543,3,1,1,11,1,1,1,22,9.05,0
3,2543,3,1,2,11,1,1,1,30,9.21,0
3,2543,3,1,3,11,2,1,2,8,3.86,0
3,2543,3,2,1,11,2,1,2,34,10.03,0
