,recordID,personID,tripID_x,tripnum,total_trip,Last,college,place_start,place_end,olat,olng,dlat,dlng,address_start,cnty_start,city_start,zip_start,state_start,address_end,cnty_end,city_end,zip_end,state_end,time_start_mam,time_start_hhmm,time_start_past,time_end_mam,time_end_hhmm,time_end_past,trip_dur_reported,gdist,gtime,implied_speed_mph,a_dur,o_purpose,d_purpose,mode,travelers_total,vehicle,driver,toll,pool_start,change_vehicles,park,park_off,park_campus_area,park_campus_lot,bikeshare,taxi_type,taxi_fare,mode_acc,mode_egr,transitsystem1,transitsystem2,transitsystem3,transitsystem4,transitsystem5,transitsystem6,transitline1,transitline2,transitline3,transitline4,transitline5,transitline6,mode_old,traveldate,linked_flag,tripID_y,set_size
419,B12377,302614,30261401,1,9,,5,HOME (OFF-CAMPUS),PARK & RIDE,47.391623,-122.289279,47.391623,-122.289279,23405 MILITARY RD S,1,KENT,98032,WA,23405 MILITARY RD S,1,KENT,98032,WA,460,7:40,,465,7:45,,5,0.0,1.0,1.0,5,1,15,3,3.0,1.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,5-Nov-14,30261401,3,3
417,B12378,302614,30261402,2,9,,5,PARK & RIDE,BUS STOP,47.391623,-122.289279,47.659357,-122.312087,23405 MILITARY RD S,1,KENT,98032,WA,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA,470,7:50,,530,8:50,,60,21.37,27.0,21.0,5,15,2,8,6.0,,,,,,,,,,,,,5.0,1.0,3.0,,,,,,184.0,,,,,,7.0,5-Nov-14,30261401,3,3
418,B12379,302614,30261403,3,9,,5,BUS STOP,FIRST CLASS,47.659357,-122.312087,47.659073,-122.308665,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA, 4277 NE STEVENS WAY,1,SEATTLE,98195,WA,535,8:55,,545,9:05,,10,0.24,5.0,1.0,135,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30261401,3,3
430,B12383,302614,30261407,7,9,,5,THIRD CLASS,BUS STOP,47.656441,-122.310361,47.656608,-122.311745, 4060 GEORGE WASHINGTON LN NE,1,SEATTLE,98195,WA, 4100 15TH AVE NE,1,SEATTLE,98105,WA,930,15:30,,935,15:35,,5,0.17,2.0,2.0,10,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30261405,3,3
429,B12384,302614,30261408,8,9,,5,BUS STOP,PARK & RIDE,47.656608,-122.311745,47.391623,-122.289279, 4100 15TH AVE NE,1,SEATTLE,98105,WA,23405 MILITARY RD S,1,KENT,98032,WA,945,15:45,,1005,16:45,,60,21.06,25.0,21.0,0,1,1,8,6.0,,,,,,,,,,,,,1.0,5.0,3.0,,,,,,184.0,,,,,,7.0,5-Nov-14,30261405,3,3
431,B12385,302614,30261409,9,9,1.0,5,PARK & RIDE,HOME (OFF-CAMPUS),47.391623,-122.289279,47.391623,-122.289279,23405 MILITARY RD S,1,KENT,98032,WA,23405 MILITARY RD S,1,KENT,98032,WA,1005,16:45,,1015,16:55,,10,0.0,1.0,1.0,605,1,1,3,2.0,2.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,5-Nov-14,30261405,3,3
808,B12393,302617,30261701,1,10,,5,HOME (OFF-CAMPUS),BUS STOP,47.571677,-122.174942,47.573707,-122.169562,12375 SE 41ST LN,1,BELLEVUE,98006,WA,FACTORIA BLVD SE / SE 40TH LN,1,BELLEVUE,98006,WA,415,6:55,,420,7:00,,5,0.29,3.0,4.0,0,1,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30261701,3,3
807,B12394,302617,30261702,2,10,,5,BUS STOP,EASTGATE PARK & RIDE,47.573707,-122.169562,47.580509,-122.152657,FACTORIA BLVD SE / SE 40TH LN,1,BELLEVUE,98006,WA,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA,420,7:00,,430,7:10,,10,1.64,5.0,10.0,5,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,217.0,,,,,,7.0,5-Nov-14,30261701,3,3
806,B12395,302617,30261703,3,10,,5,EASTGATE PARK & RIDE,PACCAR,47.580509,-122.152657,47.659073,-122.308665,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA, 4277 NE STEVENS WAY,1,SEATTLE,98195,WA,435,7:15,,495,8:15,,60,13.97,21.0,14.0,315,2,2,8,2.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,229.0,,,,,,7.0,5-Nov-14,30261701,3,3
1366,B12399,302617,30261707,7,10,,5,PACCAR,BUS STOP,47.659073,-122.308665,47.658738,-122.311892, 4277 NE STEVENS WAY,1,SEATTLE,98195,WA,NE 42ND ST / 15TH AVE NE,1,SEATTLE,98105,WA,1080,18:00,,1090,18:10,,10,0.43,2.0,3.0,20,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5-Nov-14,30261705,4,4
1364,B12400,302617,30261708,8,10,,5,BUS STOP,BELLEVUE TRANSIT CENTER,47.658738,-122.311892,47.615433,-122.19619,NE 42ND ST / 15TH AVE NE,1,SEATTLE,98105,WA,10850 NE 6TH ST,1,BELLEVUE,98004,WA,1110,18:30,,1140,19:00,,30,9.08,15.0,18.0,0,1,1,8,4.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,403.0,,,,,,7.0,5-Nov-14,30261705,4,4
1365,B12401,302617,30261709,9,10,,5,BELLEVUE TRANSIT CENTER,BUS STOP,47.615433,-122.19619,47.57371,-122.169541,10850 NE 6TH ST,1,BELLEVUE,98004,WA,FACTORIA BLVD SE / SE 40TH LN,1,BELLEVUE,98006,WA,1140,19:00,,1160,19:20,,20,3.94,10.0,12.0,0,1,1,8,4.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,213.0,,,,,,7.0,5-Nov-14,30261705,4,4
1367,B12402,302617,30261710,10,10,1.0,5,BUS STOP,HOME (OFF-CAMPUS),47.57371,-122.169541,47.571677,-122.174942,FACTORIA BLVD SE / SE 40TH LN,1,BELLEVUE,98006,WA,12375 SE 41ST LN,1,BELLEVUE,98006,WA,1160,19:20,,1170,19:30,,10,0.4,1.0,2.0,450,1,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30261705,4,4
55,B12497,302635,30263501,1,8,,5,HOME (OFF-CAMPUS),BONNEY LAKE PARK & RIDE,47.167075,-122.161769,47.173991,-122.185548,S PRAIRIE RD E / 200TH AVE COURT E,3,BONNEY LAKE,98391,WA, 9201 SKY ISLAND DR E,3,BONNEY LAKE,98391,WA,380,6:20,,395,6:35,,15,1.5,3.0,6.0,5,1,2,1,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,5-Nov-14,30263501,3,3
54,B12498,302635,30263502,2,8,,5,BONNEY LAKE PARK & RIDE,SOUNDER TRAIN,47.173991,-122.185548,47.201289,-122.244669, 9201 SKY ISLAND DR E,3,BONNEY LAKE,98391,WA,SUMNER STATION - BAY 3,3,SUMNER,98390,WA,400,6:40,,410,6:50,,10,4.81,7.0,29.0,10,2,2,8,1.0,,,,,,,,,,,,,3.0,1.0,12.0,,,,,,415.0,,,,,,7.0,5-Nov-14,30263501,3,3
53,B12499,302635,30263503,3,8,,5,SOUNDER TRAIN,LECTURE,47.201289,-122.244669,47.65663,-122.309154,SUMNER STATION - BAY 3,3,SUMNER,98390,WA, 4069 SPOKANE LN,1,SEATTLE,98195,WA,420,7:00,,495,8:15,,75,38.13,45.0,31.0,360,2,2,9,1.0,,,,,,,,,,,,,1.0,1.0,13.0,3.0,,,,,419.0,122.0,,,,,8.0,5-Nov-14,30263501,3,3
39,B12500,302635,30263504,4,8,,5,LECTURE,BUS STOP,47.65663,-122.309154,47.656853,-122.313296, 4069 SPOKANE LN,1,SEATTLE,98195,WA, 4101 UNIVERSITY WAY NE,1,SEATTLE,98105,WA,855,14:15,,865,14:25,,10,0.19,4.0,2.0,5,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30263502,3,3
38,B12501,302635,30263505,5,8,,5,BUS STOP,SOUNDER STATION,47.656853,-122.313296,47.598429,-122.329944, 4101 UNIVERSITY WAY NE,1,SEATTLE,98105,WA,SUMNER STATION - BAY 3,1,SEATTLE,98104,WA,870,14:30,,900,15:00,,30,4.79,12.0,10.0,0,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,121.0,,,,,,7.0,5-Nov-14,30263502,3,3
37,B12502,302635,30263506,6,8,,5,SOUNDER STATION,HOME (OFF-CAMPUS),47.598429,-122.329944,47.167075,-122.161769,SUMNER STATION - BAY 3,1,SEATTLE,98104,WA,S PRAIRIE RD E / 200TH AVE COURT E,3,BONNEY LAKE,98391,WA,900,15:00,,975,16:15,,75,41.3,48.0,33.0,45,1,1,9,,2.0,,,,,2.0,1.0,,,,,,1.0,3.0,13.0,,,,,,419.0,,,,,,1.0,5-Nov-14,30263502,3,3
2056,B12578,302650,30265004,4,8,,5,LOWE,BUS STOP,47.655481,-122.305098,47.6605,-122.312809, 4001 W STEVENS WAY NE,1,SEATTLE,98195,WA, 4326 UNIVERSITY WAY NE,1,SEATTLE,98105,WA,680,11:20,,690,11:30,,10,0.85,4.0,5.0,10,2,3,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30265003,3,3
2055,B12579,302650,30265005,5,8,,5,BUS STOP,BUS STOP,47.6605,-122.312809,47.616344,-122.321357, 4326 UNIVERSITY WAY NE,1,SEATTLE,98105,WA, 1701 BROADWAY,1,SEATTLE,98122,WA,700,11:40,,720,12:00,,20,4.21,9.0,13.0,0,3,3,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,106.0,,,,,,7.0,5-Nov-14,30265003,3,3
2057,B12580,302650,30265006,6,8,,5,BUS STOP,WORK,47.616344,-122.321357,47.608721,-122.320292, 1701 BROADWAY,1,SEATTLE,98122,WA,  720 BROADWAY,1,SEATTLE,98122,WA,720,12:00,,735,12:15,,15,0.53,2.0,2.0,240,3,3,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30265003,3,3
1463,B12617,302656,30265601,1,15,,5,HOME (OFF-CAMPUS),SOUTHWORTH FERRY STATION,47.519374,-122.609716,47.512589,-122.496276,SE LUND AVE / JACKSON AVE SE,2,PORT ORCHARD,98366,WA,11564 SE SOUTHWORTH DR,2,SOUTHWORTH,98386,WA,540,9:00,,555,9:15,,15,6.72,11.0,27.0,5,1,2,3,2.0,1.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,5-Nov-14,30265601,6,6
1464,B12618,302656,30265602,2,15,,5,SOUTHWORTH FERRY STATION,FAUNTLEROY FERRY STATION,47.512589,-122.496276,47.523004,-122.392915,11564 SE SOUTHWORTH DR,2,SOUTHWORTH,98386,WA, 9106 FAUNTLEROY WAY SW,1,SEATTLE,98136,WA,560,9:20,,600,10:00,,40,5.02,41.0,8.0,0,2,2,10,1.0,,,,,,,,,,,,,1.0,1.0,14.0,,,,,,421.0,,,,,,9.0,5-Nov-14,30265601,6,6
1462,B12619,302656,30265603,3,15,,5,FAUNTLEROY FERRY STATION,BUS STOP,47.523004,-122.392915,47.607049,-122.335325, 9106 FAUNTLEROY WAY SW,1,SEATTLE,98136,WA,3RD AVE / SENECA ST,1,SEATTLE,98101,WA,600,10:00,,635,10:35,,35,8.31,16.0,14.0,5,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,63.0,,,,,,7.0,5-Nov-14,30265601,6,6
1467,B12620,302656,30265604,4,15,,5,BUS STOP,UNIVERSITY STREET STATION,47.607049,-122.335325,47.608254,-122.336192,3RD AVE / SENECA ST,1,SEATTLE,98101,WA,UNIVERSITY ST / 3RD AVE,1,SEATTLE,98101,WA,640,10:40,,645,10:45,,5,0.09,0.0,1.0,5,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30265601,6,6
1465,B12621,302656,30265605,5,15,,5,UNIVERSITY STREET STATION,BUS STOP,47.608254,-122.336192,47.655846,-122.313808,UNIVERSITY ST / 3RD AVE,1,SEATTLE,98101,WA, 1315 NE CAMPUS PKWY,1,SEATTLE,98105,WA,650,10:50,,675,11:15,,25,4.65,9.0,11.0,5,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,120.0,,,,,,7.0,5-Nov-14,30265601,6,6
1466,B12622,302656,30265606,6,15,,5,BUS STOP,SUZZALLO LIBRARY,47.655846,-122.313808,47.655827,-122.308086, 1315 NE CAMPUS PKWY,1,SEATTLE,98105,WA,SUZZALLO LIBRARY,1,SEATTLE,98195,WA,680,11:20,,685,11:25,,5,0.27,4.0,4.0,115,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30265601,6,6
1506,B12624,302656,30265608,8,15,,5,SMITH HALL,BUS STOP,47.656723,-122.30688,47.656938,-122.31332,  400 KING LN,1,SEATTLE,98195,WA, 4101 UNIVERSITY WAY NE,1,SEATTLE,98105,WA,810,13:30,,820,13:40,,10,0.3,4.0,2.0,5,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30265602,6,6
1505,B12625,302656,30265609,9,15,,5,BUS STOP,UNIVERSITY STREET STATION,47.656938,-122.31332,47.608254,-122.336192, 4101 UNIVERSITY WAY NE,1,SEATTLE,98105,WA,UNIVERSITY ST / 3RD AVE,1,SEATTLE,98101,WA,825,13:45,,850,14:10,,25,4.02,9.0,10.0,0,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,120.0,,,,,,7.0,5-Nov-14,30265602,6,6
1507,B12626,302656,30265610,10,15,,5,UNIVERSITY STREET STATION,BUS STOP,47.608254,-122.336192,47.606336,-122.334674,UNIVERSITY ST / 3RD AVE,1,SEATTLE,98101,WA,SPRING ST / 3RD AVE,1,SEATTLE,98154,WA,850,14:10,,855,14:15,,5,0.15,1.0,2.0,5,1,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5-Nov-14,30265602,6,6
1502,B12627,302656,30265611,11,15,,5,BUS STOP,FAUNTLEROY FERRY TERMINAL,47.606336,-122.334674,47.523004,-122.392915,SPRING ST / 3RD AVE,1,SEATTLE,98154,WA, 9106 FAUNTLEROY WAY SW,1,SEATTLE,98136,WA,860,14:20,,890,14:50,,30,7.94,15.0,16.0,10,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,63.0,,,,,,7.0,5-Nov-14,30265602,6,6
1504,B12628,302656,30265612,12,15,,5,FAUNTLEROY FERRY TERMINAL,SOUTHWORTH FERRY TERMINAL,47.523004,-122.392915,47.512589,-122.496276, 9106 FAUNTLEROY WAY SW,1,SEATTLE,98136,WA,11564 SE SOUTHWORTH DR,2,SOUTHWORTH,98386,WA,900,15:00,,940,15:40,,40,4.86,39.0,7.0,5,1,1,10,1.0,,,,,,,,,,,,,1.0,1.0,14.0,,,,,,421.0,,,,,,9.0,5-Nov-14,30265602,6,6
1503,B12629,302656,30265613,13,15,,5,SOUTHWORTH FERRY TERMINAL,HOME (OFF-CAMPUS),47.512589,-122.496276,47.519374,-122.609716,11564 SE SOUTHWORTH DR,2,SOUTHWORTH,98386,WA,SE LUND AVE / JACKSON AVE SE,2,PORT ORCHARD,98366,WA,945,15:45,,960,16:00,,15,6.71,11.0,27.0,75,1,1,3,2.0,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,5-Nov-14,30265602,6,6
223,B12745,302679,30267910,10,12,,5,WESLEY CLUB,BUS STOP,47.658608,-122.312391,47.659357,-122.312127, 1414 NE 42ND ST,1,SEATTLE,98105,WA,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA,895,14:55,,900,15:00,,5,0.12,1.0,1.0,15,8,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30267907,3,3
221,B12746,302679,30267911,11,12,,5,BUS STOP,PARK & RIDE,47.659357,-122.312127,47.294056,-122.358859,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA,TRANSIT ACRD / 21ST AVE SW,1,FEDERAL WAY,98023,WA,915,15:15,,990,16:30,,75,30.68,39.0,25.0,5,15,15,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,184.0,,,,,,7.0,6-Nov-14,30267907,3,3
222,B12747,302679,30267912,12,12,1.0,5,PARK & RIDE,HOME (OFF-CAMPUS),47.294056,-122.358859,47.299583,-122.405012,TRANSIT ACRD / 21ST AVE SW,1,FEDERAL WAY,98023,WA, 4818 NASSAU AVE NE,3,TACOMA,98422,WA,995,16:35,,1005,16:45,,10,2.75,6.0,17.0,615,15,1,3,2.0,2.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,6-Nov-14,30267907,3,3
2158,B12903,302711,30271105,5,7,,5,TO UW FOR CLASS,BUS STOP,47.657267,-122.306273,47.65737,-122.31317, 2012 SKAGIT LN,1,SEATTLE,98195,WA,UNIVERSITY WAY NE / NE 41ST ST,1,SEATTLE,98105,WA,1155,19:15,,1160,19:20,,5,0.4,8.0,5.0,0,2,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30271103,3,3
2157,B12904,302711,30271106,6,7,,5,BUS STOP,BUS STOP,47.65737,-122.31317,47.712175,-122.312441,UNIVERSITY WAY NE / NE 41ST ST,1,SEATTLE,98105,WA,15TH AVE NE / NE 115TH ST,1,SEATTLE,98125,WA,1160,19:20,,1205,20:05,,45,3.85,11.0,5.0,0,15,1,8,6.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,122.0,,,,,,7.0,6-Nov-14,30271103,3,3
2159,B12905,302711,30271107,7,7,1.0,5,BUS STOP,HOME (OFF-CAMPUS),47.712175,-122.312441,47.713005,-122.315524,15TH AVE NE / NE 115TH ST,1,SEATTLE,98125,WA,11533 12TH AVE NE,1,SEATTLE,98125,WA,1205,20:05,,1210,20:10,,5,0.2,1.0,2.0,410,1,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30271103,3,3
1234,B12934,302718,30271801,1,16,,5,HOME (OFF-CAMPUS),BUS STOP,47.62189,-122.132483,47.620947,-122.130525, 1313 156TH AVE NE,1,BELLEVUE,98007,WA,15600 NE 8TH ST,1,BELLEVUE,98008,WA,450,7:30,,455,7:35,,5,0.15,1.0,2.0,5,1,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30271801,4,4
1233,B12935,302718,30271802,2,16,,5,BUS STOP,OVERLAKE PARK & RIDE,47.620947,-122.130525,47.64444,-122.133321,15600 NE 8TH ST,1,BELLEVUE,98008,WA,15590 NE 36TH ST,1,REDMOND,98052,WA,460,7:40,,470,7:50,,10,1.76,5.0,11.0,0,15,15,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,217.0,,,,,,7.0,6-Nov-14,30271801,4,4
1235,B12936,302718,30271803,3,16,,5,OVERLAKE PARK & RIDE,FREEWAY STATION,47.64444,-122.133321,47.645579,-122.135477,15590 NE 36TH ST,1,REDMOND,98052,WA,  520 BIKE TRAIL,1,REDMOND,98052,WA,470,7:50,,475,7:55,,5,0.13,3.0,2.0,15,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30271801,4,4
1232,B12937,302718,30271804,4,16,,5,FREEWAY STATION,CAMPUS,47.645579,-122.135477,47.652333,-122.311043,  520 BIKE TRAIL,1,REDMOND,98052,WA,NE PACIFIC ST / 15TH AVE NE,1,SEATTLE,98105,WA,490,8:10,,510,8:30,,20,9.81,12.0,29.0,0,15,2,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,398.0,,,,,,7.0,6-Nov-14,30271801,4,4
1391,B12942,302718,30271809,9,16,,5,MILLER HALL,BUS STOP,47.65719,-122.306315,47.658306,-122.312039,UNIVERSITY OF WASHINGTON,1,SEATTLE,98195,WA,15TH AVE NE / NE 42ND ST,1,SEATTLE,98105,WA,870,14:30,,875,14:35,,5,0.28,3.0,4.0,5,3,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30271803,4,4
1389,B12943,302718,30271810,10,16,,5,BUS STOP,BELLEVUE TRANSIT CENTER,47.658306,-122.312039,47.615489,-122.194036,15TH AVE NE / NE 42ND ST,1,SEATTLE,98105,WA,10850 NE 6TH ST,1,BELLEVUE,98004,WA,880,14:40,,905,15:05,,25,8.89,14.0,21.0,5,15,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,229.0,,,,,,7.0,6-Nov-14,30271803,4,4
1390,B12944,302718,30271811,11,16,,5,BELLEVUE TRANSIT CENTER,BUS STOP,47.615489,-122.194036,47.620947,-122.130525,10850 NE 6TH ST,1,BELLEVUE,98004,WA,15600 NE 8TH ST,1,BELLEVUE,98008,WA,910,15:10,,915,15:15,,5,3.34,9.0,40.0,0,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,62.0,,,,,,7.0,6-Nov-14,30271803,4,4
1392,B12945,302718,30271812,12,16,,5,BUS STOP,HOME (OFF-CAMPUS),47.620947,-122.130525,47.62189,-122.132483,15600 NE 8TH ST,1,BELLEVUE,98008,WA, 1313 156TH AVE NE,1,BELLEVUE,98007,WA,915,15:15,,920,15:20,,5,0.19,2.0,2.0,45,1,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30271803,4,4
44,B13394,302813,30281305,5,7,,5,U OF WASHINGTON - SCIENCE GENOME BLDG,RESIDENCE,47.651954,-122.313092,47.711523,-122.323462, 3720 15TH AVE NE,1,SEATTLE,98105,WA,11419 5TH AVE NE,1,SEATTLE,98125,WA,1140,19:00,,1170,19:30,,30,4.98,10.0,10.0,5,2,15,8,4.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,124.0,,,,,,7.0,6-Nov-14,30281303,3,3
42,B13395,302813,30281306,6,7,,5,RESIDENCE,TACOMA DOME STATION,47.711523,-122.323462,47.240345,-122.42785,11419 5TH AVE NE,1,SEATTLE,98125,WA, 2499 E E ST,3,TACOMA,98421,WA,1175,19:35,,1215,20:15,,40,40.25,44.0,60.0,5,15,15,3,4.0,2.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,6-Nov-14,30281303,3,3
43,B13396,302813,30281307,7,7,1.0,5,TACOMA DOME STATION,HOME (OFF-CAMPUS),47.240345,-122.42785,47.150107,-122.56748, 2499 E E ST,3,TACOMA,98421,WA, 9820 WILDWOOD AVE SW,3,LAKEWOOD,98498,WA,1220,20:20,,1240,20:40,,20,12.45,17.0,37.0,380,15,1,1,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,6-Nov-14,30281303,3,3
686,B13417,302820,30282001,1,18,,5,HOME (OFF-CAMPUS),BUS STOP,47.521317,-122.603411,47.519374,-122.609716, 3418 SE NAVIGATION LN,2,PORT ORCHARD,98366,WA,SE LUND AVE / JACKSON AVE SE,2,PORT ORCHARD,98366,WA,390,6:30,,395,6:35,,5,0.38,1.0,5.0,0,1,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30282001,7,7
682,B13418,302820,30282002,2,18,,5,BUS STOP,ANNAPOLIS FOOT FERRY,47.519374,-122.609716,47.547622,-122.616196,SE LUND AVE / JACKSON AVE SE,2,PORT ORCHARD,98366,WA, 1076 BEACH DR E,2,PORT ORCHARD,98366,WA,395,6:35,,420,7:00,,25,2.11,5.0,5.0,5,15,15,8,1.0,,,,,,,,,,,,,1.0,1.0,6.0,,,,,,302.0,,,,,,7.0,6-Nov-14,30282001,7,7
683,B13419,302820,30282003,3,18,,5,ANNAPOLIS FOOT FERRY,BREMERTON FERRY TERMINAL,47.547622,-122.616196,47.563433,-122.625944, 1076 BEACH DR E,2,PORT ORCHARD,98366,WA,  211 1ST ST,2,BREMERTON,98337,WA,425,7:05,,440,7:20,,15,1.3,18.0,5.0,0,15,15,10,1.0,,,,,,,,,,,,,1.0,1.0,5.0,,,,,,275.0,,,,,,9.0,6-Nov-14,30282001,7,7
680,B13420,302820,30282004,4,18,,5,BREMERTON FERRY TERMINAL,TOOK FERRY TO SEATTLE,47.563433,-122.625944,47.602597,-122.337635,  211 1ST ST,2,BREMERTON,98337,WA,  801 ALASKAN WAY,1,SEATTLE,98104,WA,440,7:20,,500,8:20,,60,16.4,73.0,16.0,0,15,15,10,1.0,,,,,,,,,,,,,1.0,1.0,14.0,,,,,,427.0,,,,,,9.0,6-Nov-14,30282001,7,7
684,B13421,302820,30282005,5,18,,5,TOOK FERRY TO SEATTLE,BUS STOP,47.602597,-122.337635,47.607049,-122.335325,  801 ALASKAN WAY,1,SEATTLE,98104,WA,3RD AVE / SENECA ST,1,SEATTLE,98101,WA,500,8:20,,515,8:35,,15,0.78,3.0,3.0,0,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30282001,7,7
681,B13422,302820,30282006,6,18,,5,BUS STOP,BUS STOP,47.607049,-122.335325,47.6563,-122.31546,3RD AVE / SENECA ST,1,SEATTLE,98101,WA,NE CAMPUS PKWY / 12TH AVE NE,1,SEATTLE,98105,WA,515,8:35,,530,8:50,,15,4.61,8.0,18.0,0,15,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,122.0,,,,,,7.0,6-Nov-14,30282001,7,7
685,B13423,302820,30282007,7,18,,5,BUS STOP,UW OFFICE,47.6563,-122.31546,47.657208,-122.308311,NE CAMPUS PKWY / 12TH AVE NE,1,SEATTLE,98105,WA,CHELAN LN / SPOKANE LN,1,SEATTLE,98195,WA,530,8:50,,540,9:00,,10,0.41,5.0,2.0,75,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30282001,7,7
690,B13430,302820,30282014,14,18,,5,CONDON HALL,BUS STOP,47.656624,-122.316054,47.656864,-122.313354,NE CAMPUS PKWY / 12TH AVE NE,1,SEATTLE,98105,WA,NE 41ST ST / UNIVERSITY WAY NE,1,SEATTLE,98101,WA,1040,17:20,,1055,17:35,,15,0.8,4.0,3.0,10,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30282006,5,5
689,B13431,302820,30282015,15,18,,5,BUS STOP,BUS STOP,47.656864,-122.313354,47.607049,-122.335325,NE 41ST ST / UNIVERSITY WAY NE,1,SEATTLE,98101,WA,3RD AVE / SENECA ST,1,SEATTLE,98101,WA,1065,17:45,,1080,18:00,,15,3.96,16.0,16.0,0,1,15,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,121.0,,,,,,7.0,6-Nov-14,30282006,5,5
691,B13432,302820,30282016,16,18,,5,BUS STOP,FERRY TERMINAL,47.607049,-122.335325,47.602597,-122.337635,3RD AVE / SENECA ST,1,SEATTLE,98101,WA,  801 ALASKAN WAY,1,SEATTLE,98104,WA,1080,18:00,,1095,18:15,,15,0.45,2.0,2.0,30,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6-Nov-14,30282006,5,5
