"","mode_char1","Auburn","Bellevue","Bothell Canyon Park","Bremerton","Burien","Everett","Federal Way","Greater Downtown Kirkland","Issaquah","Kent","Kirkland Totem Lake","Lakewood","Lynnwood","Not RGC","Puyallup Downtown","Puyallup South Hill","Redmond Downtown","Redmond-Overlake","Renton","SeaTac","Seattle Downtown","Seattle First Hill/Capitol Hill","Seattle Northgate","Seattle South Lake Union","Seattle University Community","Seattle Uptown","Silverdale","Tacoma Downtown","Tacoma Mall","Tukwila","University Place"
"1","Bike/Micromobility",50.3595981414108,351.16102652312,NA,314.605888801496,NA,NA,NA,752.621678157982,55.71794395002,NA,NA,432.19348561396,NA,147443.320273834,425.41235910246,NA,1189.72999831781,NA,NA,1615.56329598594,10721.9333709849,8217.5768552786,710.606015079438,2062.43639770897,2666.0348718643,758.875220565751,72.4613927339179,2312.1595812845,39.5603999749781,NA,NA
"2","HOV",42715.1002393387,16718.0490562667,2650.81129443932,17534.6503607674,55897.4150728146,22946.7264030443,1624.0192815426,11715.6503888171,13110.2685131542,749.648085509987,10377.7754963759,61884.8395942188,14427.1921234712,5719594.19091527,5573.08315268543,38849.2310137699,14682.8441702253,3242.64954275837,32837.3092362869,7450.84331840731,23939.1636480123,30062.0029374013,17450.2700717155,6620.71560941399,36018.6249289947,29006.5329482154,64819.828180684,41287.4435075936,71754.661849301,72690.1735262099,10820.5313919478
"3","SOV",9015.7292037249,41266.7102317095,17513.2053493013,15426.0562423698,33316.3946388773,22081.7949878943,7260.95466770337,10644.5318749632,26024.2102851433,13548.892420749,37013.525243332,7499.78764914354,28130.9126423288,5974940.98855928,26321.5060434754,17444.4056160763,26901.8884403741,17780.6432182593,40536.7165394809,9325.19351698243,109877.863876751,82181.9580260915,33426.9374823895,35951.1989692813,44867.2241294785,19365.574868834,48448.7483095883,37237.6627432846,26246.4038105443,74385.6046592977,33144.8557960794
"4","Transit",111.866631928183,3258.15167044978,14.1241465443311,475.531819319726,104.067203277158,5513.18983059945,NA,1459.71054614347,NA,1117.26993118419,1150.97343072522,7540.38894227039,1351.67839933237,577331.798531126,NA,NA,875.152028017518,18848.7202720675,9840.75798573274,4630.72986197723,38138.7319167339,18561.6608962431,1862.07732920459,7418.52929598928,20982.9564979136,1497.6220144222,5320.9264684676,2486.28321554036,211.812358069875,3925.78474732653,129.480764454272
"5","Walk",661.610259108382,28103.5744480978,38.0238414025674,3366.0821876049,3515.33047890768,9656.81125021345,57.0012882584966,4653.00124738177,635.118482572537,773.392754797515,1207.70763131174,749.668519354387,336.098236250258,1143511.72389697,22159.5636019874,NA,903.911303434042,2537.97660513765,3300.05881766964,804.679704710655,93481.4787049924,84672.4931218195,7159.78898938139,45792.2092576528,40123.8744299855,13971.0224304577,NA,22710.7522323344,NA,74.8393111925276,5089.87097116271
