"","mode_char1","Auburn","Bellevue","Bothell Canyon Park","Bremerton","Burien","Everett","Federal Way","Greater Downtown Kirkland","Issaquah","Kent","Kirkland Totem Lake","Lakewood","Lynnwood","Not RGC","Puyallup Downtown","Puyallup South Hill","Redmond Downtown","Redmond-Overlake","Renton","SeaTac","Seattle Downtown","Seattle First Hill/Capitol Hill","Seattle Northgate","Seattle South Lake Union","Seattle University Community","Seattle Uptown","Silverdale","Tacoma Downtown","Tacoma Mall","Tukwila","University Place"
"1","Bike/Micromobility",0.00095823267540772,0.00391494136677529,NA,0.00847607597065265,NA,NA,NA,0.0257522120386303,0.00139905845403818,NA,NA,0.00553336012942799,NA,0.010871138766899,0.00780865922616201,NA,0.0267033859432398,NA,NA,0.067803862778351,0.0388251938621797,0.0367355168434472,0.0117242990953797,0.0210785886917261,0.0184298254998116,0.0117473621774582,0.000610653911975442,0.0218057699571959,0.000402640388493145,NA,NA
"2","HOV",0.812774650578334,0.186382248822387,0.131123353154947,0.472416549934553,0.602127370604041,0.381184212848616,0.1816175104949,0.400870612339643,0.329194343827406,0.0463054343446184,0.208598578743841,0.792309730305745,0.326068589132465,0.421711217736486,0.102296762769658,0.690117628555774,0.329555155519611,0.0764595693236358,0.379556943726012,0.312705765969988,0.0866861075678505,0.134387938768748,0.287912262596136,0.0676652823479802,0.248990356124015,0.449020127183791,0.546256153224375,0.389378182429411,0.730309221885282,0.481148428520272,0.219997739720565
"3","SOV",0.171549548337893,0.460064582213005,0.866297127490271,0.415607047712913,0.358884450663447,0.366816228724821,0.812007914901111,0.364220497298073,0.65345899054992,0.83690915852133,0.743990729299801,0.0960195545242777,0.635786015587198,0.440538184368245,0.483144569298609,0.309882371444226,0.603810537383283,0.419256014206478,0.468552162045322,0.39137070220525,0.397878742440384,0.367382837600806,0.551511533211946,0.367429772326402,0.310159150614933,0.299778429435705,0.408292147988418,0.351185062699094,0.267132340257169,0.492370771043026,0.673884959469531
"4","Transit",0.00212857659627048,0.0363237141665892,0.000698656090393746,0.0128117240347012,0.00112101268714779,0.0915834742154434,NA,0.0499464426686643,NA,0.0690132749535005,0.0231351527988871,0.096539371652646,0.0305492478965542,0.0425672325115772,NA,NA,0.0196427108639805,0.444440577157786,0.113746470459418,0.194347923665536,0.138104165460681,0.082977283754674,0.030722441244576,0.0758191272716981,0.145051451054826,0.0231831370053647,0.0448410448752319,0.0234479143590909,0.00215579746905607,0.0259854265061554,0.00263253942763185
"5","Walk",0.0125889918120951,0.313314513431243,0.00188086326438832,0.0906886023471793,0.0378671660453644,0.160416084211119,0.00637457460398923,0.15921023565499,0.0159476071686362,0.0477721321805507,0.0242755391574713,0.00959798338790344,0.00759614738378238,0.0843122266167929,0.40675000870557,NA,0.0202882102898849,0.0598438393121003,0.0381444237692479,0.0337717453808756,0.338505790668905,0.378516423032324,0.118129463851962,0.468007229362194,0.277369216706414,0.216270944197681,NA,0.214183070555208,NA,0.00049537393054703,0.103484761382273
