"","home_county","dest_jurisdiction","mode_char1","count","prop","prop_se","est","est_se"
"28","King","Bremerton","Transit",1,0.0295510943351,0.0319705686511754,10.6381727331061,10.6381727331021
"29","King","Bremerton","Walk",2,0.584565999778335,0.222561200368581,210.439383700128,148.800677905317
"30","King","Brier","Walk",1,1,0,160.031013304418,160.03101330438
"31","King","Burien","Bike/Micromobility",1,0.000164633285022696,0.000166306086230008,37.7767931558061,37.7767931558198
"32","King","Burien","HOV",64,0.598563515119974,0.0681618285301206,137346.528061943,27228.0323470358
"33","King","Burien","SOV",97,0.364373419597327,0.0671161233982388,83609.212448773,18442.5246183435
"34","King","Burien","Transit",4,0.00127516213324252,0.000800812370717531,292.59900961691,179.082965544929
"35","King","Burien","Walk",17,0.0356232698644342,0.0133712961959306,8174.12406620372,2939.89131780048
"36","King","Carnation","SOV",3,1,0,1567.90069606699,1374.74703523276
"37","King","Clyde Hill","HOV",27,0.731937249687936,0.138153330004862,11342.0197901124,6409.3991398358
