hhid,personid,pernum,person_should_take_diary,person_diary_status,proxy,resptype,age,relationship,gender,employment,jobs_count,worker,student,school,education,smartphone,license,vehicle,tollfreq,school_freq,trips_yesno,numtrips,loc_start,loc_end,no_travel,noneed_dayoff,noneed_telecommute,noneed_workhomenoapay,noneed_kidsvacation,noneed_other,unable_notransport,unable_sick,unable_visitor,unable_other,added_trip_flag,added_loop,added_quick,added_stop,added_dropoff,added_parking,added_other,typical,purchase,telecommute,telecommute_hours,transit_freq,bike_freq,walk_freq,transitpay_orca,transitpay_cash,transitpay_tickets,transitpay_upass,transitpay_permit,transitpay_flex,transitpay_access,transitpay_school,transitpay_govt,transitpay_other,transitpay_dontknow,transitpay_other_specify,transit_subsidy,hours_work,commute_freq,telecommute_freq,commute_dur,selfemp_dur,drive_living,night_shift,choose_work,choose_weather,benefits_flextime,benefits_compressed,benefits_parking,benefits_transit,benefits_commute,prev_work_wa,prev_work_loc_city,prev_work_loc_st,prev_work_loc_zip,prev_work_loc_x,smartphone_type,smartphone_type6_r,smartphone_dr,smartphone_dr14_r,smartphone_ip,smartphone_ip9_r,website_use,phonenumber_use,apps_use,alerts_use,socialmedia_use,radio_use,tv_use,gps_use,web_bing,web_google,web_mapquest,web_traffic,web_wsdot,web_county,web_city,web_transit,web_other,web_other_specify,apps_seattletraffic,apps_waze,apps_wsdot,apps_onebusaway,apps_inrix,apps_carshare,apps_taxi,apps_other,apps_other_specify,info_travelroutes,info_traveltime,info_congestion,info_arrivaltime,info_transitoptions,info_parking,info_carshare,info_other,info_other_specify,impact_sametrip,impact_earlier,impact_later,impact_diffroute,impact_smallchange,impact_diffmode,impact_postpone,impact_order,wbt_transitsafety,wbt_transitfreq,wbt_reliability,wbt_bikesafety,wbt_walksafety,wbt_other,wbt_other_specify,wbt_none,wbt_na,carpool_gascost,carpool_parkingcost,carpool_tolls,carpool_hov,transit_avail,carpool_other,carpool_other_specify,carpool_none,carpool_na,expwt_2,dataset
14102956,1410295602,2,1,1,2,2,8,6,1,1,1,1,1,,6,1,1,1,5,,1,3,1,1,,,,,,,,,,,1,0,1,0,0,0,0,1,2,2,4,7,7,6,,,,,,,,,,,,,,1,2,5,1,,1,1,1,1,1,1,3,2,2,1,,,,,1,,14,Google 2,,,3,7,1,7,7,7,7,7,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,1,0,0,1,0,0,0,0,,2,4,4,4,4,2,4,4,0,1,1,0,0,0,,0,0,,,,,,,,,,83.8967,main
14102957,1410295701,1,1,1,1,1,6,0,1,7,,0,3,5,6,1,1,1,5,1,1,2,1,1,,,,,,,,,,,1,0,0,0,0,0,0,1,1,,,2,7,3,0,0,0,1,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,4,7,2,7,7,7,7,7,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,1,1,1,1,1,0,0,0,,2,2,2,3,2,2,3,3,0,1,1,0,0,0,,0,0,1,0,1,1,1,0,,0,0,83.5685,main
14102957,1410295702,2,1,1,2,2,7,1,1,1,1,1,1,,7,1,1,2,5,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,2,6,2,1,0,0,0,0,0,0,0,0,0,0,,5,3,2,8,6,,1,1,2,3,1,1,1,1,2,,,,,,4,,,,,,1,7,3,7,7,3,7,7,0,0,0,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,,1,1,1,1,1,0,0,0,,3,2,3,2,2,2,4,2,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,,1,0,83.5685,main
14102958,1410295801,1,1,1,1,1,7,0,1,1,1,1,1,,7,1,1,1,4,,1,4,1,1,,,,,,,,,,,1,0,0,0,0,0,1,1,2,1,,4,5,1,1,1,0,0,0,0,0,0,0,0,0,,5,2,2,7,3,,1,1,3,2,3,1,1,1,1,1,,,,,7,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,118.3864,main
14102959,1410295901,1,1,1,1,1,8,0,2,1,2,1,1,,3,2,1,,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,2,7,3,1,0,0,0,0,0,0,0,0,0,0,,4,3,2,10,4,,1,1,1,1,1,2,1,1,2,2,,,,1,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,0,0,,,,,,,,,,332.8656,main
14102959,1410295902,2,1,1,1,3,4,2,2,,1,0,,3,,1,2,,6,2,1,2,1,1,,,,,,,,,,,0,,,,,,,1,,,,1,5,3,1,0,0,0,0,0,0,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,332.8656,main
14102959,1410295903,3,1,1,2,3,4,2,1,,0,0,,4,,2,2,,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,,,,2,3,4,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,5,7,3,7,7,7,7,5,,,,,,,,,,,1,0,1,1,0,0,0,0,,1,1,1,1,0,1,0,0,,2,2,3,2,1,4,4,3,1,1,1,0,0,0,,0,0,,,,,,,,,,332.8656,main
14102960,1410296001,1,1,1,1,1,8,0,2,3,2,1,1,,7,1,1,1,5,,1,9,1,1,,,,,,,,,,,1,0,0,1,0,0,0,2,2,2,5,6,6,1,,,,,,,,,,,,,,4,9,,,2,1,1,1,1,,,,,,,,,,,2,,,,3,,3,7,2,7,7,7,7,7,0,1,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,,2,3,3,2,2,4,4,2,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,1,0,50.6717,main
14102960,1410296002,2,1,1,3,2,8,1,1,1,1,1,1,,6,1,1,2,2,,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,3,1,,,,,,,,,,,,,,1,1,9,5,,1,1,2,3,1,1,3,4,4,,,,,,2,,,,5,,3,7,3,7,6,6,7,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,1,1,1,1,1,0,1,0,,2,2,2,2,1,3,3,2,0,1,1,1,0,0,,0,0,0,0,0,0,1,0,,0,0,50.6717,main
14102961,1410296101,1,1,1,1,1,6,0,1,1,1,1,1,,7,1,1,1,5,,1,4,3,3,,,,,,,,,,,0,,,,,,,2,2,1,,1,5,3,1,0,0,0,0,0,0,0,0,0,0,,3,3,3,9,2,,1,1,1,3,2,3,1,3,3,2,"Boulder, ",CO,80304,0,2,,,,2,,3,7,3,7,7,5,7,7,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,,1,1,1,1,1,0,0,0,,2,2,2,2,1,2,3,2,0,1,1,1,0,0,,0,0,0,1,0,0,1,0,,0,0,73.7752,main
14102961,1410296102,2,1,1,2,2,6,1,2,1,1,1,1,,7,1,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,3,6,3,1,0,0,0,0,0,0,0,0,0,0,,3,3,2,7,1,,1,2,1,2,3,2,3,3,2,1,,,,,2,,,,5,,5,7,4,7,7,7,7,7,,,,,,,,,,,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,,2,2,2,3,3,2,2,2,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,73.7752,main
14102962,1410296201,1,1,1,1,1,7,0,2,1,1,1,1,,6,1,1,,6,,1,4,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,1,,4,7,1,1,0,0,0,0,0,0,0,0,0,0,,4,3,2,9,5,,1,1,1,1,1,1,2,3,2,,,,,,,,,,,,7,7,,3,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,better health - I have mobility issues,0,0,0,0,0,0,1,0,,0,0,58.4542,main
14102963,1410296301,1,1,1,1,1,9,0,2,1,1,1,1,,5,3,1,1,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,6,3,,,,,,,,,,,,,,3,2,9,4,,1,1,2,1,1,1,1,3,2,1,,,,,,,,,,,7,7,,7,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,,0,0,,,,,,,,,,80.1418,main
14102964,1410296401,1,1,1,1,1,11,0,1,6,,0,1,,6,3,1,1,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,,,3,7,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,6,IPhone,,,,,7,7,7,7,7,7,1,7,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,1,1,3,4,4,4,4,4,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,stop light on hiway 305 to cross traffic when taking the bus,0,0,59.6474,main
14102965,1410296501,1,1,1,1,1,10,0,2,2,1,1,1,,5,1,1,1,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,5,,,,,,,,,,,,,,5,5,9,1,,1,1,1,1,1,1,3,1,1,2,Sonora,CA,95370,0,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,health problems,0,0,0,0,0,0,0,0,,1,0,132.9687,main
14102966,1410296601,1,1,1,1,1,12,0,2,2,1,1,1,,4,3,1,1,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,1,,,,,,,,,,,,,,5,5,5,4,,1,1,1,1,1,1,3,1,1,1,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,1,0,1,0,0,1,close neighbor going to the same location at same time schedule ,0,0,135.4606,main
14102967,1410296701,1,1,1,1,1,10,0,1,1,1,1,1,,7,3,1,1,5,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,5,7,1,0,0,1,0,0,0,0,0,0,0,0,,,2,2,4,2,,2,2,3,1,3,1,3,1,1,1,,,,,7,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,close neighbor going to same location at same time,0,0,119.3653,main
14102967,1410296702,2,1,1,3,2,10,1,2,2,1,1,1,,6,2,1,2,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,2,2,5,7,1,0,1,0,0,0,0,0,0,0,0,0,,,5,5,3,3,,1,2,1,1,1,1,3,4,4,3,,,,,2,,,,10,,3,7,3,7,7,5,6,3,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,1,1,0,0,1,0,0,,2,2,2,2,2,3,2,2,0,0,0,1,0,0,,0,0,,,,,,,,,,119.3653,main
14102968,1410296801,1,1,1,1,1,9,0,1,6,,0,1,,3,1,1,1,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,1,,,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,4,7,1,7,7,7,7,7,0,1,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,,4,1,4,4,2,4,4,4,0,1,0,0,0,0,,0,0,1,0,1,1,1,1,more available times,0,0,40.2706,main
14102969,1410296901,1,1,1,1,1,7,0,2,1,1,1,1,,6,1,1,1,5,,1,3,2,2,,,,,,,,,,,1,0,0,0,0,0,0,1,2,1,,6,6,6,,,,,,,,,,,,,,3,3,9,2,,1,2,1,1,2,3,3,2,2,2,,,,1,1,,8,,,,7,7,5,7,7,3,7,5,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,4,2,3,2,2,4,3,2,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,,1,0,29.3279,main
14102970,1410297001,1,1,1,1,1,6,0,2,2,1,1,3,5,7,1,1,1,4,7,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,7,5,,,,,,,,,,,,,,1,1,10,4,,1,1,1,1,3,1,1,2,1,1,,,,,2,,,,4,,5,7,3,7,7,3,7,3,,,,,,,,,,,0,0,0,0,0,0,0,1,"google maps, WTA",1,1,1,0,0,0,0,1,bike or walking routes,5,2,2,2,2,2,2,3,0,0,0,1,0,1,cheaper bus fare,0,0,,,,,,,,,,92.7405,main
14102971,1410297101,1,1,1,1,1,9,0,1,6,,0,1,,6,1,1,1,5,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,5,5,7,7,7,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,1,1,1,0,0,0,,0,0,76.759,main
14102972,1410297201,1,1,1,1,1,6,0,1,1,1,1,1,,6,1,1,1,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,3,5,,,,,,,,,,,,,,3,2,9,3,,1,1,1,2,1,1,3,1,1,2,,,80203,0,2,,,,6,,5,7,7,7,7,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,1,0,138.0057,main
14102972,1410297202,2,1,1,3,2,6,1,2,1,1,1,1,,7,1,1,2,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,6,3,5,,,,,,,,,,,,,,1,1,9,3,,1,2,1,2,1,1,1,1,1,2,,,80203,0,1,,7,,,,5,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,138.0057,main
14102973,1410297301,1,1,1,1,1,5,0,1,1,1,1,1,,6,1,1,,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,1,7,6,1,0,0,0,0,0,0,0,0,0,0,,3,2,2,9,1,,1,1,1,1,2,1,1,3,2,2,La Jolla,CA,92093,0,4,,,,,,5,7,7,7,7,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,0,0,,,,,,,,,,269.5276,main
14102974,1410297401,1,1,1,1,1,9,0,2,1,1,1,1,,7,1,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,2,8,6,7,2,,,,,,,,,,,,,,3,9,,,,1,1,3,1,3,3,1,1,1,,,,,,4,,,,,,3,7,7,7,7,2,3,5,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1,0,1,0,0,0,0,0,,2,2,2,2,2,3,3,2,0,1,1,0,0,0,,0,0,0,0,0,0,1,0,,0,0,43.4008,main
14102974,1410297402,2,1,1,2,2,10,1,1,1,1,1,1,,7,1,1,2,4,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,7,2,,,,,,,,,,,,,,3,2,7,7,,1,1,1,1,3,2,1,1,1,,,,,,1,,2,,,,3,7,3,6,6,7,7,7,0,1,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,,0,1,0,1,1,0,0,0,,1,2,2,3,3,3,2,3,1,1,1,1,1,0,,0,0,0,0,0,0,0,0,,1,0,43.4008,main
14102975,1410297501,1,1,1,1,1,6,0,1,2,1,1,1,,6,1,1,,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,3,6,5,1,0,0,0,0,0,0,0,0,0,0,,5,4,1,9,1,,1,1,1,1,1,1,1,1,1,1,,,,,1,,10,,,,6,7,5,5,5,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,,0,0,0,0,0,0,0,0,,1,0,86.4651,main
14102975,1410297502,2,1,1,2,2,6,1,2,1,1,1,1,,6,1,1,,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,3,2,5,1,0,0,0,0,0,0,0,0,0,0,,4,2,2,8,3,,1,1,2,2,3,1,2,3,3,1,,,,,,,,,,,7,7,,7,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,86.4651,main
14102976,1410297601,1,1,1,1,1,8,0,1,1,1,1,1,,2,3,1,1,6,,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,6,,,,,,,,,,,,,,3,2,9,3,,1,2,1,2,4,1,3,1,1,1,,,,,2,,,,4,,6,7,2,5,7,7,7,7,,,,,,,,,,,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,,2,3,2,3,5,5,2,5,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,1,166.3164,main
14102977,1410297701,1,1,1,1,1,9,0,1,1,1,1,1,,7,1,1,1,6,,1,7,1,1,,,,,,,,,,,0,,,,,,,1,2,2,2,2,6,5,1,0,0,0,0,0,0,0,0,0,0,,4,3,2,1,4,,1,1,2,1,3,2,1,3,4,1,,,,,,,,,,,3,7,,7,7,7,7,7,0,0,0,0,0,0,1,1,0,,,,,,,,,,,1,1,0,0,1,0,0,0,,3,4,4,4,4,4,4,4,0,0,0,0,0,0,,0,1,,,,,,,,,,89.5732,main
14102978,1410297801,1,1,1,1,1,12,0,2,6,,0,1,,6,3,1,,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,3,7,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,7,7,4,7,7,7,7,7,,,,,,,,,,,0,0,0,0,0,0,0,1,Google Maps - traffic,0,0,1,0,0,0,0,0,,4,4,3,2,2,4,4,4,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,55.4472,main
14102979,1410297901,1,1,1,1,1,8,0,1,1,1,1,1,,7,1,1,1,5,,1,16,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,7,7,4,,,,,,,,,,,,,,3,2,9,6,,1,2,1,1,3,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,102.3214,main
14102979,1410297902,2,1,1,2,3,2,2,1,,,0,,3,,,,,,2,1,9,1,1,,,,,,,,,,,0,,,,,,,2,,,,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3214,main
14102979,1410297903,3,0,0,,3,1,2,2,,,0,,2,,,,,,,1,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,Valet,,,6,7,7,7,7,3,3,7,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,,3,2,2,2,2,3,4,3,0,1,1,0,1,0,,0,0,1,1,1,0,0,0,,0,0,102.3214,main
14102980,1410298001,1,1,1,1,1,7,0,1,2,1,1,1,,6,1,1,1,5,,1,2,1,1,,,,,,,,,,,1,0,0,0,0,0,0,1,2,1,,4,6,4,0,1,0,0,0,0,0,0,0,0,0,,,3,2,10,1,,2,1,2,1,1,1,3,1,1,1,,,,,2,,,,1,,3,7,3,7,3,7,7,7,0,1,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,1,Google Maps,1,1,1,1,1,1,0,0,,5,2,2,2,2,2,2,2,0,0,0,0,0,1,"More direct bus routes, it is realistic to transfer/walk more than 0.5 mile with two young children",0,0,,,,,,,,,,96.7387,main
14102981,1410298101,1,1,1,1,1,6,0,2,5,,0,1,,6,1,1,1,5,,1,6,1,1,,,,,,,,,,,0,,,,,,,2,2,,,5,7,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,5,7,2,7,7,7,7,7,,,,,,,,,,,0,0,0,1,0,0,0,1,Google Maps,1,0,0,1,0,0,0,0,,5,2,2,2,2,3,3,5,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,62.0141,main
14102981,1410298102,2,1,1,3,2,6,1,1,1,1,1,1,,6,1,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,2,4,2,6,5,1,0,0,0,0,0,0,0,0,0,0,,3,1,2,1,4,,1,1,2,2,3,1,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0141,main
14102981,1410298103,3,0,0,,3,1,2,2,,,0,,2,,,,,,,1,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0141,main
14102981,1410298104,4,0,0,,3,1,2,1,,,0,,2,,,,,,,1,6,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,7,3,7,7,3,7,7,,,,,,,,,,,0,0,1,0,1,0,0,0,,1,1,0,1,0,0,0,0,,3,3,3,2,2,1,2,2,0,1,1,1,0,0,,0,0,0,1,1,0,0,0,,0,0,62.0141,main
14102982,1410298201,1,1,1,1,1,7,0,2,1,1,1,1,,7,1,1,1,2,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,4,2,3,1,0,0,0,0,0,0,0,0,0,0,,3,1,2,7,5,,1,1,2,2,3,1,3,3,3,,,,,,2,,,,1,,4,7,4,3,4,4,3,5,1,0,0,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,,0,1,26.3663,main
14102982,1410298202,2,1,1,3,2,7,1,2,3,3,1,1,,7,1,1,2,3,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,1,1,,5,1,2,1,0,0,0,0,0,0,0,0,0,0,,,3,3,9,1,1,1,1,2,1,,,,,,1,,,,,,,,,,,5,7,,7,7,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,Direct route to Boeing Everett,0,0,0,0,0,0,0,0,,0,1,26.3663,main
14102983,1410298301,1,1,1,1,1,6,0,1,1,1,1,1,,7,3,1,1,5,,1,4,1,1,,,,,,,,,,,1,1,0,1,0,0,0,2,2,2,2,6,3,4,,,,,,,,,,,,,,2,2,9,4,,1,1,2,1,1,1,3,1,2,3,,,,,1,,6,,,,1,7,1,7,7,7,7,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Navigation,1,1,1,0,0,0,0,0,,2,1,2,2,2,3,3,2,0,1,1,1,0,1,A different job. ,0,0,0,0,0,0,1,1,A different job. ,0,0,47.7212,main
14102984,1410298401,1,1,1,1,1,6,0,2,3,2,1,1,,7,1,1,1,4,,1,6,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,6,7,3,,,,,,,,,,,,,,5,5,9,2,1,1,2,1,1,,,,,,2,,,,1,,,,,,,3,7,,7,7,7,7,7,0,1,0,0,1,0,0,1,0,,,,,,,,,,,1,1,1,1,1,0,0,0,,2,2,1,2,2,2,2,2,0,1,1,1,0,1,If I worked out of the home. ,0,0,,,,,,,,,,67.9107,main
14102984,1410298402,2,1,1,2,2,6,1,1,3,1,1,1,,7,3,1,2,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,2,8,6,5,3,,,,,,,,,,,,,,3,9,,,4,1,1,2,2,,,,,,,,,,,6,none,,,,,5,7,,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,67.9107,main
14102985,1410298501,1,1,1,1,1,11,0,2,6,,0,1,,6,2,1,1,5,,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,,,5,7,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,7,1,1,7,3,3,1,0,1,0,0,1,1,1,0,0,,0,1,1,1,0,0,0,0,,1,1,1,1,1,0,0,0,,2,1,4,3,2,2,4,3,0,0,1,0,0,1,buses to arrive on time,0,0,0,1,0,0,1,0,,0,0,37.7671,main
14102986,1410298601,1,1,1,1,1,7,0,1,1,1,1,1,,7,1,1,1,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,3,6,5,1,0,0,0,0,0,0,0,0,0,0,,3,3,3,9,5,,1,1,1,1,1,3,1,3,2,,,,,,1,,2,,,,5,7,5,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,1,0,259.6665,main
14102987,1410298701,1,1,1,1,1,7,0,1,1,1,1,1,,3,1,2,,5,,1,15,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,4,7,1,1,0,0,0,0,0,0,0,0,0,0,,3,3,2,8,3,,1,1,1,1,3,4,2,3,2,2,,,,1,2,,,,1,,1,7,1,7,7,7,7,7,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,maps,1,1,1,1,1,0,0,0,,2,2,2,2,2,3,2,3,1,1,1,1,1,0,,0,0,,,,,,,,,,25.8178,main
14102988,1410298801,1,1,1,1,1,6,0,2,1,1,1,1,,6,1,1,1,6,,2,0,1,1,2,,,,,,0,0,0,1,0,,,,,,,1,2,2,10,6,6,1,,,,,,,,,,,,,,2,9,,,,1,1,3,1,3,1,1,1,3,,,,,,2,,,,1,,1,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,1,1,1,0,0,0,,2,2,2,2,3,2,2,2,1,1,1,1,1,0,,0,0,0,0,0,1,1,0,,0,0,31.622,main
14102988,1410298802,2,1,1,2,2,6,1,1,1,1,1,1,,7,1,1,1,6,,1,2,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,1,,6,6,1,,,,,,,,,,,,,,2,1,9,1,,1,2,2,1,1,1,2,2,1,3,,,,,,,,,,,7,7,,7,7,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,31.622,main
14102989,1410298901,1,1,1,1,1,10,0,1,6,,0,1,,7,3,1,1,5,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,,,,,,,,,,260.0945,main
14102990,1410299001,1,1,1,1,1,8,0,1,7,,0,3,5,5,3,1,,6,2,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,1,7,3,0,0,0,0,1,0,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,1,1,1,0,1,0,,0,0,108.6837,main
