hhid,traveldate,dayofweek,hhnumtrips,vehicle_count,hhsize,numadults,numchildren,numworkers,lifecycle,hh_income_detailed,hh_income_followup,hh_income_broad,hh_income_detailed_imp,hh_income_samp_est,sample_segname,h_city,h_zip,address_use_flag,h_segname,h_segname_wgt,h_county_name,h_district_name,h_rgc_name,h_school_district_name,h_uv_name,h_uv_group,h_tract,h_bg,h_puma12,res_months,res_dur,rent_own,res_type,res_factors_hhchange,res_factors_afford,res_factors_school,res_factors_walk,res_factors_space,res_factors_closefam,res_factors_transit,res_factors_hwy,res_factors_30min,prev_rent_own,prev_res_type,prev_home_wa,prev_home_loc_city,prev_home_loc_st,prev_home_loc_zip,prev_home_loc_x,cityofseattle,expwt_2,dataset
14102302,4/29/2014,Tuesday,6,2,2,2,0,2,6,7,,5,7,5,OS_MI,SEATTLE,98102,reported,OS_MI,UVOS_MI,King,Seattle CBD,,Seattle School District,Eastlake,7,53033006600,530330066002,11603,1,1,2,5,3,5,3,5,2,4,5,4,4,2,5,1,,,,,1,42.3821,main
14102303,4/29/2014,Tuesday,22,1,4,3,1,3,1,7,,5,7,5,OS_MI,SEATTLE,98115,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Green Lake,3,53033003600,530330036004,11601,1,4,1,1,2,4,4,5,4,3,5,4,5,1,1,1,,,,,1,129.2291,main
14102304,4/29/2014,Tuesday,22,2,3,3,0,3,7,7,,5,7,5,OS_MI,SEATTLE,98117,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033001701,530330017011,11601,1,4,2,1,3,3,1,4,5,4,4,2,3,2,1,1,,,,,1,197.2515,main
14102305,4/29/2014,Tuesday,5,0,1,1,0,0,5,1,,1,1,,OS_MI,SEATTLE,98107,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033003200,530330032003,11601,1,5,2,5,1,5,1,5,1,1,5,4,1,,,,,,,,1,82.2212,main
14102306,4/29/2014,Tuesday,3,1,1,1,0,1,4,9,,5,9,,OS_MI,SEATTLE,98101,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033008300,530330083002,11603,3,5,1,5,3,5,3,5,4,5,4,5,3,,,,,,,,0,27.9749,main
14102307,4/29/2014,Tuesday,0,0,1,1,0,0,4,1,,1,1,3,OS_MI,SEATTLE,98144,reported,OS_MI,UVOS_MI,King,Seattle CBD,,Seattle School District,23rd & Union-Jackson,14,53033009000,530330090001,11604,1,5,2,7,5,5,3,5,4,5,5,3,3,,,,,,,,0,108.6837,main
14102308,4/29/2014,Tuesday,2,2,2,2,0,2,7,7,,5,7,5,OS_MI,SHORELINE,98155,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Shoreline School District,,,53033021300,530330213001,11606,1,4,1,5,1,4,1,4,1,2,2,2,5,1,1,1,,,,,0,82.7871,main
14102309,4/29/2014,Tuesday,7,1,1,1,0,1,4,2,,1,2,5,OS_MI,SEATTLE,98136,reported,OS_MI,UVOS_MI,King,West-South Seattle,,Seattle School District,Morgan Junction,16,53033010600,530330106003,11605,1,5,1,1,5,5,1,5,4,1,4,3,5,,,,,,,,0,123.8149,main
14102310,4/29/2014,Tuesday,2,2,2,2,0,2,7,10,,5,10,6,OS_MI,SEATTLE,98126,reported,OS_MI,OS_MI,King,West-South Seattle,,Seattle School District,,,53033009900,530330099001,11605,1,3,1,2,1,4,2,2,2,1,1,4,4,2,5,1,,,,,0,85.2943,main
14102311,4/29/2014,Tuesday,8,1,2,2,0,2,6,6,,4,6,4,OS_MI,SEATTLE,98102,sampleprovider,OS_MI,UVOS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074014,11603,1,3,1,5,1,5,1,5,2,4,5,4,5,2,5,1,,,,,0,42.412,main
14102312,4/29/2014,Tuesday,12,1,2,2,0,2,6,8,,5,8,,OS_MI,SEATTLE,98122,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Pike/Pine,10,53033007500,530330075002,11604,2,1,2,5,1,4,1,5,2,4,1,1,5,2,5,2,New York,NY,,0,0,36.3814,main
14102313,4/29/2014,Tuesday,3,1,1,1,0,0,5,3,,2,3,5,OS_MI,SEATTLE,98112,reported,OS_MI,OS_MI,King,Seattle CBD,,Seattle School District,,,53033007600,530330076001,11604,1,1,1,5,3,4,3,5,4,1,5,4,3,2,5,1,,,,,0,110.5191,main
14102314,4/29/2014,Tuesday,13,1,2,2,0,2,7,8,,5,8,4,OS_MI,SEATTLE,98122,reported,OS_MI,UVOS_MI,King,Seattle CBD,,Seattle School District,Madison-Miller,14,53033007600,530330076002,11604,1,3,2,5,4,4,1,5,3,5,5,1,5,2,1,1,,,,,0,30.354,main
14102315,4/29/2014,Tuesday,5,1,1,1,0,1,3,4,,2,4,3,OS_MI,SEATTLE,98102,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007500,530330075005,11604,1,5,2,5,1,5,1,5,4,4,5,3,5,,,,,,,,0,111.6228,main
14102316,4/29/2014,Tuesday,6,1,2,2,0,1,6,7,,5,7,6,OS_MI,SEATTLE,98109,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle South Lake Union,Seattle School District,South Lake Union,9,53033006700,530330067001,11603,1,1,2,5,3,4,2,5,2,1,5,4,5,1,1,2,Colorado Springs,CO,,0,0,26.7256,main
14102317,4/29/2014,Tuesday,4,0,1,1,0,1,3,4,,2,4,,OS_MI,SEATTLE,98119,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007000,530330070005,11603,1,1,2,5,1,5,1,5,4,3,5,4,5,4,1,2,carson,CA,90746,0,0,91.2528,main
14102318,4/29/2014,Tuesday,12,1,1,1,0,1,3,8,,5,8,,OS_MI,SEATTLE,98109,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033007100,530330071002,11603,1,2,2,5,2,4,2,5,4,4,2,2,5,1,5,2,,,,1,0,41.0489,main
14102319,4/29/2014,Tuesday,3,1,1,1,0,0,5,5,,3,5,6,OS_MI,SEATTLE,98103,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033003600,530330036004,11601,1,5,2,2,3,3,2,5,3,5,3,3,3,,,,,,,,0,69.9902,main
14102320,4/29/2014,Tuesday,15,1,2,2,0,2,7,5,,3,5,7,OS_MI,SEATTLE,98115,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033004400,530330044001,11602,1,4,1,1,4,5,1,5,3,4,5,2,5,2,5,1,,,,,0,76.1296,main
14102321,4/29/2014,Tuesday,8,0,2,2,0,0,8,5,,3,5,5,OS_MI,SEATTLE,98105,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033004400,530330044002,11602,1,6,1,4,3,4,3,4,5,2,5,2,3,,,,,,,,0,48.75,main
14102322,4/29/2014,Tuesday,6,1,1,1,0,1,3,4,,2,4,4,OS_MI,SEATTLE,98107,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033004700,530330047002,11601,1,2,2,5,3,5,3,5,3,4,5,4,5,2,5,1,,,,,0,84.4557,main
14102323,4/29/2014,Tuesday,21,2,3,3,0,2,7,8,,5,8,5,OS_MI,SEATTLE,98107,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033004700,530330047003,11601,1,3,1,5,3,5,2,5,2,4,5,2,5,1,1,1,,,,,0,24.2474,main
14102324,4/29/2014,Tuesday,10,1,1,1,0,1,4,5,,3,5,6,OS_MI,SEATTLE,98102,sampleprovider,OS_MI,OS_MI,King,Seattle CBD,,Seattle School District,,,53033006500,530330065002,11604,1,3,2,5,1,5,1,5,4,4,3,2,5,2,3,1,,,,,0,124.2877,main
14102325,4/29/2014,Tuesday,6,1,1,1,0,1,4,1,,1,1,4,OS_MI,SEATTLE,98103,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Fremont,5,53033005400,530330054004,11601,1,4,2,3,1,5,1,5,4,4,4,2,5,2,5,1,,,,,0,117.705,main
14102326,4/29/2014,Tuesday,4,1,1,1,0,1,3,3,,2,3,5,OS_MI,SEATTLE,98107,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033004700,530330047004,11601,1,2,2,5,3,5,1,5,5,5,5,4,5,2,1,1,,,,,0,78.4163,main
14102327,4/29/2014,Tuesday,6,1,1,1,0,0,3,7,,5,7,5,OS_HI,SEATTLE,98102,sampleprovider,OS_HI,UVOS_HI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007401,530330074014,11603,1,4,1,5,1,5,1,5,3,5,2,3,5,2,5,2,BOSTON,MA,,0,1,37.4233,main
14102328,4/29/2014,Tuesday,12,2,2,2,0,2,7,8,,5,8,7,OS_HI,SEATTLE,98116,sampleprovider,OS_HI,OS_HI,King,West-South Seattle,,Seattle School District,,,53033009800,530330098004,11605,1,6,1,1,4,1,3,4,3,3,3,3,1,,,,,,,,1,80.0603,main
14102329,4/29/2014,Tuesday,6,1,2,2,0,2,8,5,,3,5,6,BREG_MI,BELLEVUE,98007,reported,BREG_MI,BREG_MI,King,East Side,,Bellevue School District,,,53033023201,530330232012,11608,1,6,1,5,3,5,3,5,4,5,5,5,4,,,,,,,,0,155.8964,main
14102330,4/29/2014,Tuesday,8,1,1,1,0,1,3,6,,4,6,5,OS_MI,SEATTLE,98103,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033002800,530330028003,11601,1,3,2,5,1,4,2,5,3,4,4,1,4,2,4,1,,,,,0,101.8115,main
14102331,4/29/2014,Tuesday,7,2,4,3,1,1,2,98,98,98,7,5,OS_MI,SEATTLE,98125,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033000700,530330007002,11602,1,5,1,1,3,4,4,4,4,4,5,2,2,,,,,,,,0,83.1648,main
14102332,4/29/2014,Tuesday,9,2,2,2,0,1,7,9,,5,9,6,BREG_MI,BELLEVUE,98006,reported,BREG_MI,BREG_MI,King,East Side,,Bellevue School District,,,53033024800,530330248003,11608,1,7,1,1,3,5,4,5,4,5,3,5,5,,,,,,,,0,89.7676,main
14102333,4/29/2014,Tuesday,4,0,1,1,0,1,4,2,,1,2,3,OS_HI,SEATTLE,98107,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033003300,530330033003,11601,1,3,2,5,3,1,3,1,1,3,1,3,1,2,5,1,,,,,1,111.4385,main
14102334,4/29/2014,Tuesday,4,1,1,1,0,1,4,98,98,98,5,6,OS_HI,SEATTLE,98115,sampleprovider,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Roosevelt,3,53033002600,530330026003,11602,1,5,2,5,3,5,3,5,5,4,5,4,5,,,,,,,,1,45.6652,main
14102335,4/29/2014,Tuesday,6,2,2,2,0,2,7,6,,4,6,5,OS_HI,SEATTLE,98115,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Roosevelt,3,53033002600,530330026003,11602,1,6,2,1,1,2,1,4,5,2,1,3,4,,,,,,,,1,42.6799,main
14102336,4/29/2014,Tuesday,16,3,2,2,0,0,8,5,,3,5,7,OS_HI,BAINBRIDGE ISLAND,98110,reported,OS_HI,OS_HI,Kitsap,Kitsap,,Bainbridge Island School District,,,53035090800,530350908001,11801,1,6,1,1,4,4,1,4,5,3,4,4,3,,,,,,,,0,58.644,main
14102337,4/29/2014,Tuesday,4,2,2,2,0,1,8,5,,3,5,5,OS_HI,KIRKLAND,98034,reported,OS_HI,OS_HI,King,East Side,Kirkland Totem Lake,Lake Washington School District,,,53033022603,530330226031,11607,1,5,1,5,1,5,5,4,2,5,2,2,1,,,,,,,,0,159.6251,main
14102338,4/29/2014,Tuesday,8,1,2,2,0,0,8,6,,4,6,4,OS_HI,SEATTLE,98178,reported,OS_HI,OS_HI,King,Renton-FedWay-Kent,,Renton School District,,,53033025302,530330253022,11610,1,1,2,5,1,4,1,4,2,4,4,4,1,1,1,1,,,,,0,73.8322,main
14102339,4/29/2014,Tuesday,0,0,1,1,0,0,5,1,,1,1,2,OS_HI,RENTON,98055,reported,OS_HI,OS_HI,King,Renton-FedWay-Kent,,Renton School District,,,53033025701,530330257015,11610,1,5,2,4,3,5,3,3,2,4,4,4,2,,,,,,,,0,289.4679,main
14102340,4/29/2014,Tuesday,14,2,2,2,0,2,8,4,,2,4,7,OS_HI,BAINBRIDGE ISLAND,98110,reported,OS_HI,OS_HI,Kitsap,Kitsap,,Bainbridge Island School District,,,53035090700,530350907001,11801,1,7,1,1,1,4,5,5,4,3,4,1,3,,,,,,,,0,171.7346,main
14102341,4/29/2014,Tuesday,11,2,2,2,0,2,7,10,,5,10,7,OS_HI,BAINBRIDGE ISLAND,98110,reported,OS_HI,OS_HI,Kitsap,Kitsap,,Bainbridge Island School District,,,53035090700,530350907001,11801,1,6,1,1,1,4,5,2,4,3,2,4,4,,,,,,,,0,150.3194,main
14102342,4/29/2014,Tuesday,12,2,2,2,0,2,6,98,98,98,7,5,OS_HI,SEATTLE,98122,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033008800,530330088001,11604,1,3,1,1,5,4,4,5,4,4,5,4,5,2,1,1,,,,,0,98.8789,main
14102343,4/29/2014,Tuesday,4,2,2,2,0,2,7,8,,5,8,6,OS_HI,SHORELINE,98177,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Shoreline School District,,,53033020200,530330202002,11606,1,1,1,1,4,5,4,4,4,2,4,4,3,1,1,1,,,,,0,79.0249,main
14102344,4/29/2014,Tuesday,3,0,1,1,0,1,4,4,,2,4,5,OS_HI,SEATTLE,98109,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033007000,530330070003,11603,1,2,2,5,1,4,1,5,4,4,4,2,5,2,5,1,,,,,0,124.536,main
14102345,4/29/2014,Tuesday,6,0,1,1,0,1,3,4,,2,4,,OS_HI,SEATTLE,98109,sampleprovider,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033007000,530330070003,11603,1,3,2,5,3,4,1,5,2,5,5,2,5,1,1,1,,,,,0,185.4407,main
14102346,4/29/2014,Tuesday,10,1,1,1,0,0,5,6,,4,6,6,OS_HI,SEATTLE,98109,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Upper Queen Anne,8,53033007000,530330070004,11603,1,5,1,4,2,5,3,5,5,5,5,2,3,,,,,,,,0,33.7034,main
14102347,4/29/2014,Tuesday,6,1,1,1,0,1,4,5,,3,5,6,OS_HI,SEATTLE,98102,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Eastlake,7,53033006100,530330061003,11603,1,3,2,5,3,3,3,3,3,3,5,3,5,2,5,1,,,,,0,62.2815,main
14102348,4/29/2014,Tuesday,6,0,2,2,0,0,7,4,,2,4,7,OS_HI,SEATTLE,98112,sampleprovider,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033006200,530330062001,11604,1,1,2,3,3,5,3,5,2,3,5,1,5,2,5,2,,,,1,0,86.2678,main
14102349,4/29/2014,Tuesday,0,1,1,1,0,1,4,7,,5,7,5,OS_HI,SEATTLE,98102,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Eastlake,7,53033006100,530330061004,11603,1,5,1,5,1,4,1,4,4,2,4,4,5,,,,,,,,0,33.7631,main
14102350,4/29/2014,Tuesday,7,1,2,2,0,2,6,4,,2,4,6,OS_HI,SEATTLE,98102,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Eastlake,7,53033006100,530330061003,11603,1,2,2,5,1,5,3,4,2,2,4,2,5,2,5,1,,,,,0,92.1265,main
14102351,4/29/2014,Tuesday,9,1,1,1,0,1,3,5,,3,5,6,OS_HI,SEATTLE,98109,reported,OS_HI,UVOS_HI,King,Seattle CBD,Seattle Uptown,Seattle School District,Uptown,8,53033006700,530330067002,11603,1,1,1,5,3,4,3,5,1,4,4,4,5,2,5,1,,,,,0,92.7405,main
14102352,4/29/2014,Tuesday,22,2,4,2,2,2,2,6,,4,6,6,OS_HI,SEATTLE,98103,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033004900,530330049004,11601,1,5,1,3,5,3,3,5,4,5,5,3,5,,,,,,,,0,148.9316,main
14102353,4/29/2014,Tuesday,6,1,2,2,0,2,6,2,,1,2,,OS_HI,SEATTLE,98103,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Wallingford,5,53033005000,530330050002,11601,1,1,2,5,1,4,1,5,1,2,5,1,5,2,5,2,,,,1,0,136.4913,main
14102354,4/29/2014,Tuesday,9,1,1,1,0,1,4,98,98,98,4,,OS_HI,SEATTLE,98103,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Wallingford,5,53033005000,530330050001,11601,1,1,2,5,3,5,3,5,4,4,5,3,5,2,5,2,Chicago,IL,,0,0,69.6142,main
14102355,4/29/2014,Tuesday,2,1,1,1,0,1,5,4,,2,4,6,OS_HI,SEATTLE,98119,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033005900,530330059002,11603,1,6,1,1,3,5,3,5,5,4,4,4,4,,,,,,,,0,132.6727,main
14102356,4/29/2014,Tuesday,4,2,2,2,0,1,7,8,,5,8,6,OS_HI,SEATTLE,98119,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033005802,530330058022,11603,3,1,1,5,3,4,1,2,3,3,2,2,3,1,1,1,,,,,0,60.8618,main
14102357,4/29/2014,Tuesday,2,2,2,2,0,2,6,7,,5,7,5,OS_HI,SEATTLE,98103,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Fremont,5,53033005400,530330054003,11601,1,4,1,2,3,5,1,5,2,3,4,4,4,2,5,1,,,,,0,45.1856,main
14102358,4/29/2014,Tuesday,8,2,2,2,0,1,7,6,,4,6,6,OS_HI,SEATTLE,98103,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033005400,530330054002,11601,1,1,2,5,3,4,3,5,3,3,3,4,5,2,5,2,Woburn,MA,,0,0,70.7547,main
14102359,4/29/2014,Tuesday,11,2,2,2,0,0,8,8,,5,8,9,OS_HI,SEATTLE,98105,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033004100,530330041006,11602,1,7,1,1,3,5,5,5,3,4,5,2,5,,,,,,,,0,36.0244,main
14102360,4/29/2014,Tuesday,2,1,1,1,0,1,4,7,,5,7,6,OS_HI,SEATTLE,98105,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033004200,530330042003,11602,1,5,1,1,1,5,4,5,4,4,4,2,2,,,,,,,,0,40.9871,main
14102361,4/29/2014,Tuesday,3,1,1,1,0,1,3,7,,5,7,7,BOS_HI,REDMOND,98052,reported,BOS_HI,BOS_HI,King,East Side,,Lake Washington School District,,,53033022803,530330228031,11607,1,5,2,5,1,4,1,2,4,3,2,5,5,,,,,,,,0,86.025,main
14102362,4/29/2014,Tuesday,4,1,1,1,0,1,3,5,,3,5,6,BOS_HI,BELLEVUE,98004,reported,BOS_HI,BOS_HI,King,East Side,Bellevue,Bellevue School District,,,53033023803,530330238031,11608,1,4,2,5,4,4,1,4,1,2,1,4,5,2,5,1,,,,,0,159.802,main
14102363,4/29/2014,Tuesday,10,3,4,2,2,2,1,7,,5,7,7,BREG_HI,ISSAQUAH,98027,reported,BREG_HI,BREG_HI,King,East Side,,Issaquah School District,,,53033023404,530330234041,11609,1,5,1,1,4,4,4,4,3,5,3,5,4,,,,,,,,0,169.7816,main
14102364,4/29/2014,Tuesday,23,2,4,2,2,2,1,9,,5,9,7,BREG_HI,BELLEVUE,98007,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023401,530330234012,11608,1,6,1,1,3,4,4,5,4,3,4,4,5,,,,,,,,0,222.2362,main
14102365,4/29/2014,Tuesday,2,2,2,2,0,1,7,7,,5,7,8,BREG_HI,BELLEVUE,98006,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033024901,530330249013,11608,1,6,1,1,3,4,4,3,4,3,3,5,2,,,,,,,,0,125.1561,main
14102366,4/29/2014,Tuesday,12,2,3,2,1,2,2,98,98,98,10,8,BREG_HI,BELLEVUE,98006,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033024903,530330249031,11608,1,6,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,0,291.1448,main
14102367,4/29/2014,Tuesday,9,2,2,2,0,0,8,7,,5,7,6,BREG_HI,BELLEVUE,98006,reported,BREG_HI,BREG_HI,King,East Side,,Renton School District,,,53033024702,530330247022,11609,1,7,1,1,1,4,5,4,2,2,2,4,5,,,,,,,,0,74.137,main
14102368,4/29/2014,Tuesday,2,1,1,1,0,0,5,3,,2,3,5,BREG_HI,BELLEVUE,98007,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023604,530330236041,11608,1,7,1,5,1,5,1,5,3,4,3,4,5,,,,,,,,0,188.966,main
14102369,4/29/2014,Tuesday,4,0,1,1,0,1,3,2,,1,2,,BOS_HI,BELLEVUE,98007,reported,BOS_HI,BOS_HI,King,East Side,,Bellevue School District,,,53033022801,530330228012,11608,1,3,2,5,1,5,1,4,3,4,5,1,5,2,5,1,,,,,0,329.1692,main
14102370,4/29/2014,Tuesday,1,1,1,1,0,1,3,5,,3,5,4,OS_LI,BREMERTON,98337,reported,OS_LI,OS_LI,Kitsap,Kitsap,,Bremerton School District,,,53035080600,530350806004,11802,1,3,2,1,5,5,3,4,4,3,3,3,5,2,1,1,,,,,0,153.8999,main
14102371,4/29/2014,Tuesday,6,1,1,1,0,0,5,2,,1,2,2,OS_LI,BREMERTON,98337,sampleprovider,OS_HI,OS_HI,Kitsap,Kitsap,Bremerton,Bremerton School District,,,53035080500,530350805001,11802,1,1,1,5,4,3,3,5,3,5,4,3,3,1,1,1,,,,,0,154.4405,main
14102372,4/29/2014,Tuesday,0,0,1,1,0,0,5,2,,1,2,2,OS_LI,BREMERTON,98310,reported,OS_LI,OS_LI,Kitsap,Kitsap,,Bremerton School District,,,53035080300,530350803001,11802,1,5,4,7,3,5,3,5,3,5,5,3,3,,,,,,,,0,178.133,main
14102373,4/29/2014,Tuesday,6,1,1,1,0,0,5,5,,3,5,4,OS_LI,BREMERTON,98310,reported,OS_LI,OS_LI,Kitsap,Kitsap,,Bremerton School District,,,53035080200,530350802002,11802,1,7,1,1,2,5,5,5,1,4,3,5,5,,,,,,,,0,98.9455,main
14102374,4/29/2014,Tuesday,8,2,2,2,0,2,7,8,,5,8,5,OS_LI,RENTON,98058,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Renton School District,,,53033025701,530330257013,11610,1,2,2,2,3,5,3,2,5,4,3,4,5,2,5,1,,,,,0,120.4985,main
14102375,4/29/2014,Tuesday,0,0,1,1,0,0,5,3,,2,3,2,OS_LI,RENTON,98057,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,Renton,Renton School District,,,53033025302,530330253021,11610,1,5,2,5,5,1,1,1,1,5,1,1,1,,,,,,,,0,144.006,main
14102376,4/29/2014,Tuesday,17,2,3,3,0,2,6,7,,5,7,3,OS_LI,BURIEN,98168,sampleprovider,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Highline School District,,,53033026400,530330264002,11611,1,4,2,1,3,5,3,2,4,2,5,5,5,2,5,1,,,,,0,133.295,main
14102377,4/29/2014,Tuesday,8,2,2,2,0,2,7,5,,3,5,2,OS_LI,SEATTLE,98146,reported,OS_LI,OS_LI,King,West-South Seattle,,Highline School District,,,53033026801,530330268012,11611,3,1,2,5,1,5,1,2,3,4,2,1,5,2,5,1,,,,,0,260.4288,main
14102378,4/29/2014,Tuesday,4,2,3,3,0,1,7,98,98,98,3,2,OS_LI,DES MOINES,98198,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Highline School District,,,53033028902,530330289023,11612,1,5,1,5,5,5,5,5,4,4,3,4,5,,,,,,,,0,162.5332,main
14102379,4/29/2014,Tuesday,3,1,1,1,0,0,5,3,,2,3,2,OS_LI,FEDERAL WAY,98003,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030309,530330303092,11612,1,5,2,5,3,1,3,1,1,4,4,4,1,,,,,,,,0,141.3518,main
14102380,4/29/2014,Tuesday,2,1,1,1,0,0,5,98,98,98,2,2,OS_LI,FEDERAL WAY,98003,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030309,530330303092,11612,1,5,2,3,3,5,3,4,4,5,2,5,3,,,,,,,,0,259.6605,main
14102381,4/29/2014,Tuesday,2,1,2,2,0,1,7,4,,2,4,2,OS_LI,FEDERAL WAY,98003,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030309,530330303092,11612,1,3,2,5,1,5,1,4,4,1,5,4,1,2,5,1,,,,,0,165.8033,main
14102382,4/29/2014,Tuesday,4,1,1,1,0,1,4,7,,5,7,4,OS_LI,KENT,98030,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Kent School District,,,53033029700,530330297005,11613,1,3,1,1,1,5,1,4,5,3,3,3,5,2,5,1,,,,,0,122.8995,main
14102383,4/29/2014,Tuesday,16,3,2,2,0,2,7,7,,5,7,5,OS_LI,KENMORE,98028,reported,OS_LI,OS_LI,King,East Side,,Northshore School District,,,53033021700,530330217004,11606,1,6,1,1,3,5,5,4,5,4,4,3,4,,,,,,,,0,92.8409,main
14102384,4/29/2014,Tuesday,28,1,3,2,1,1,1,7,,5,7,3,OS_LI,SEATTLE,98118,reported,OS_LI,OS_LI,King,West-South Seattle,,Seattle School District,,,53033010300,530330103003,11604,1,1,1,1,1,5,1,4,4,3,5,4,4,2,4,1,,,,,0,92.7647,main
14102385,4/29/2014,Tuesday,4,1,1,1,0,0,5,3,,2,3,4,OS_LI,SEATTLE,98144,reported,OS_LI,UVOS_LI,King,West-South Seattle,,Seattle School District,North Rainier,17,53033009500,530330095002,11604,1,6,1,2,5,4,5,5,4,5,5,4,5,,,,,,,,0,56.2719,main
14102386,4/29/2014,Tuesday,9,1,2,1,1,1,1,8,,5,8,2,OS_LI,SEATTLE,98144,reported,OS_LI,UVOS_LI,King,West-South Seattle,,Seattle School District,North Rainier,17,53033009500,530330095002,11604,1,1,1,2,2,5,5,5,2,5,5,4,5,1,1,1,,,,,0,56.7327,main
14102387,4/29/2014,Tuesday,2,0,1,1,0,0,5,2,,1,2,1,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Chinatown-International District,13,53033009200,530330092001,11603,1,5,2,5,1,5,5,5,5,3,5,1,5,,,,,,,,0,84.5064,main
14102388,4/29/2014,Tuesday,6,1,1,1,0,1,4,1,,1,1,,OS_LI,SEATTLE,98122,sampleprovider,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007900,530330079005,11604,1,4,1,5,3,5,1,5,1,3,4,3,4,2,5,1,,,,,0,168.9889,main
