hhid,traveldate,dayofweek,hhnumtrips,vehicle_count,hhsize,numadults,numchildren,numworkers,lifecycle,hh_income_detailed,hh_income_followup,hh_income_broad,hh_income_detailed_imp,hh_income_samp_est,sample_segname,h_city,h_zip,address_use_flag,h_segname,h_segname_wgt,h_county_name,h_district_name,h_rgc_name,h_school_district_name,h_uv_name,h_uv_group,h_tract,h_bg,h_puma12,res_months,res_dur,rent_own,res_type,res_factors_hhchange,res_factors_afford,res_factors_school,res_factors_walk,res_factors_space,res_factors_closefam,res_factors_transit,res_factors_hwy,res_factors_30min,prev_rent_own,prev_res_type,prev_home_wa,prev_home_loc_city,prev_home_loc_st,prev_home_loc_zip,prev_home_loc_x,cityofseattle,expwt_2,dataset
14101174,4/16/2014,Wednesday,2,2,2,2,0,1,7,8,,5,8,7,REG_HI,WOODINVILLE,98072,reported,REG_HI,REG_HI,King,East Side,,Northshore School District,,,53033021906,530330219062,11616,1,6,1,1,3,4,3,4,4,2,4,4,5,,,,,,,,0,223.7693,main
14101175,4/16/2014,Wednesday,10,1,1,1,0,0,5,5,,3,5,7,REG_HI,BELLEVUE,98004,sampleprovider,REG_HI,REG_HI,King,East Side,,Bellevue School District,,,53033024000,530330240004,11608,1,7,1,1,3,2,3,1,1,3,2,1,1,,,,,,,,0,273.1369,main
14101176,4/16/2014,Wednesday,14,2,2,2,0,0,8,7,,5,7,2,REG_HI,SEATTLE,98178,reported,REG_HI,REG_HI,King,Renton-FedWay-Kent,,Renton School District,,,53033026100,530330261005,11610,1,7,1,1,5,5,4,2,1,5,2,4,5,,,,,,,,0,198.462,main
14101178,4/16/2014,Wednesday,4,2,2,2,0,0,8,7,,5,7,6,REG_HI,VASHON,98070,reported,REG_HI,REG_HI,King,West-South Seattle,,Vashon Island School District,,,53033027701,530330277014,11612,1,7,1,1,1,5,4,3,5,4,1,1,2,,,,,,,,0,182.8329,main
14101179,4/16/2014,Wednesday,8,2,2,2,0,2,7,6,,4,6,4,REG_HI,KENT,98031,reported,REG_HI,REG_HI,King,Renton-FedWay-Kent,,Kent School District,,,53033029305,530330293054,11613,1,5,1,1,3,4,3,3,4,3,3,3,5,,,,,,,,0,512.5821,main
14101180,4/16/2014,Wednesday,5,2,2,2,0,2,7,8,,5,8,4,REG_HI,ENUMCLAW,98022,reported,REG_HI,REG_HI,King,Renton-FedWay-Kent,,Enumclaw School District,,,53033031400,530330314003,11615,1,7,1,1,3,3,4,5,3,3,4,3,3,,,,,,,,0,391.6154,main
14101181,4/16/2014,Wednesday,7,1,2,1,1,1,2,3,,2,3,6,REG_HI,BLACK DIAMOND,98010,reported,REG_HI,REG_HI,King,Renton-FedWay-Kent,,Kent School District,,,53033031605,530330316051,11615,1,7,1,1,1,5,5,4,4,4,2,2,4,,,,,,,,0,1189.3578,main
14101182,4/16/2014,Wednesday,14,3,4,2,2,1,2,8,,5,8,9,REG_HI,REDMOND,98052,reported,REG_HI,REG_HI,King,East Side,,Lake Washington School District,,,53033032321,530330323214,11616,1,5,1,1,3,4,5,4,2,3,4,4,5,,,,,,,,0,421.4975,main
14101183,4/16/2014,Wednesday,10,2,3,2,1,2,2,8,,5,8,9,REG_HI,SAMMAMISH,98074,reported,REG_HI,REG_HI,King,East Side,,Lake Washington School District,,,53033032215,530330322152,11609,1,5,1,1,3,5,5,5,2,2,5,1,5,,,,,,,,0,363.5484,main
14101184,4/16/2014,Wednesday,21,2,4,2,2,2,2,98,5,5,9,8,REG_HI,REDMOND,98053,reported,REG_HI,REG_HI,King,East Side,,Lake Washington School District,,,53033032329,530330323291,11616,1,6,1,1,4,4,4,5,4,3,2,4,5,,,,,,,,0,477.9795,main
14101185,4/16/2014,Wednesday,5,1,1,1,0,1,4,7,,5,7,8,REG_HI,SNOQUALMIE,98065,reported,REG_HI,REG_HI,King,East Side,,Snoqualmie Valley School District,,,53033032602,530330326023,11616,1,6,1,1,3,5,1,4,4,3,3,4,5,,,,,,,,0,205.5313,main
14101186,4/16/2014,Wednesday,3,2,2,2,0,0,8,98,2,2,3,6,REG_HI,NORTH BEND,98045,reported,REG_HI,REG_HI,King,East Side,,Snoqualmie Valley School District,,,53033032702,530330327021,11616,1,6,1,1,3,1,3,1,4,4,4,1,1,,,,,,,,0,397.2764,main
14101187,4/16/2014,Wednesday,6,3,2,2,0,1,7,7,,5,7,7,REG_HI,LAKE TAPPS,98391,reported,REG_HI,REG_HI,Pierce,South Pierce,,Dieringer School District,,,53053070307,530530703073,11505,1,5,1,1,1,3,5,2,5,1,3,1,3,,,,,,,,0,238.5076,main
14101188,4/16/2014,Wednesday,2,1,1,1,0,1,4,98,98,98,3,4,REG_HI,TACOMA,98408,reported,REG_HI,REG_HI,Pierce,Tacoma,,Tacoma Public Schools,,,53053063200,530530632001,11504,1,2,2,3,2,5,1,3,4,2,1,2,5,2,1,1,,,,,0,351.553,main
14101189,4/16/2014,Wednesday,20,2,2,2,0,1,7,4,,2,4,3,REG_HI,TACOMA,98406,reported,REG_HI,REG_HI,Pierce,Tacoma,,Tacoma Public Schools,,,53053060905,530530609052,11502,1,6,1,5,5,5,5,5,3,5,3,3,4,,,,,,,,0,357.3314,main
14101190,4/16/2014,Wednesday,5,1,1,1,0,1,3,4,,2,4,,REG_HI,TACOMA,98407,sampleprovider,REG_HI,REG_HI,Pierce,Tacoma,,Tacoma Public Schools,,,53053060300,530530603002,11502,1,1,2,5,1,4,1,4,4,5,3,5,5,2,1,2,Bethlehem,GA,30620,0,0,938.0067,main
14101191,4/16/2014,Wednesday,3,2,2,2,0,0,8,98,98,98,6,8,REG_HI,BAINBRIDGE ISLAND,98110,reported,REG_HI,REG_HI,Kitsap,Kitsap,,Bainbridge Island School District,,,53035091000,530350910001,11801,2,4,1,1,1,3,1,3,5,1,1,3,1,1,1,1,,,,,0,190.3353,main
14101192,4/16/2014,Wednesday,10,3,3,3,0,2,7,7,,5,7,6,REG_HI,POULSBO,98370,sampleprovider,REG_HI,REG_HI,Kitsap,Kitsap,,North Kitsap School District,,,53035090202,530350902023,11801,1,6,1,1,3,5,4,3,4,3,3,4,5,,,,,,,,0,188.6801,main
14101193,4/16/2014,Wednesday,14,5,7,4,3,3,2,6,,4,6,7,REG_HI,LAKE TAPPS,98391,reported,REG_HI,REG_HI,Pierce,South Pierce,,Dieringer School District,,,53053070315,530530703151,11505,1,6,1,1,5,4,5,2,5,4,1,4,4,,,,,,,,0,1195.4119,main
14101194,4/16/2014,Wednesday,7,3,3,3,0,3,7,5,,3,5,5,REG_HI,SPANAWAY,98387,reported,REG_HI,REG_HI,Pierce,South Pierce,,Bethel School District,,,53053071411,530530714113,11504,1,7,1,1,3,5,4,3,4,2,1,1,4,,,,,,,,0,629.7849,main
14101195,4/16/2014,Wednesday,12,2,2,2,0,0,7,6,,4,6,5,REG_HI,SPANAWAY,98387,reported,REG_HI,REG_HI,Pierce,South Pierce,,Bethel School District,,,53053071407,530530714072,11507,1,5,1,1,3,4,3,4,3,4,3,3,3,,,,,,,,0,181.878,main
14101196,4/16/2014,Wednesday,8,5,2,2,0,2,7,4,,2,4,6,REG_HI,PUYALLUP,98375,reported,REG_HI,REG_HI,Pierce,South Pierce,,Bethel School District,,,53053073125,530530731253,11506,1,1,2,1,3,5,3,4,4,4,3,4,4,2,5,1,,,,,0,678.6799,main
14101197,4/16/2014,Wednesday,6,0,2,2,0,0,8,6,,4,6,5,REG_HI,SUMNER,98390,reported,REG_HI,REG_HI,Pierce,South Pierce,,Sumner School District,,,53053073302,530530733023,11505,1,6,1,1,4,2,3,5,4,5,1,4,3,,,,,,,,0,241.0526,main
14101198,4/16/2014,Wednesday,12,1,2,1,1,1,2,4,,2,4,6,REG_HI,PUYALLUP,98375,reported,REG_HI,REG_HI,Pierce,South Pierce,,Puyallup School District,,,53053073121,530530731212,11506,1,5,1,1,4,4,5,4,4,4,4,4,4,,,,,,,,0,921.1435,main
14101199,4/16/2014,Wednesday,8,2,4,2,2,1,1,2,,1,2,,REG_HI,GRAHAM,98338,reported,REG_HI,REG_HI,Pierce,South Pierce,,Bethel School District,,,53053073124,530530731242,11507,1,1,2,5,5,4,3,4,2,1,1,2,1,1,5,1,,,,,0,620.8516,main
14101200,4/16/2014,Wednesday,4,4,4,4,0,2,6,5,,3,5,5,REG_HI,SPANAWAY,98387,reported,REG_HI,REG_HI,Pierce,South Pierce,,Bethel School District,,,53053073114,530530731141,11507,1,4,1,1,1,5,4,4,5,4,1,4,3,4,2,1,,,,,0,355.3369,main
14101201,4/16/2014,Wednesday,11,2,5,2,3,2,1,6,,4,6,7,REG_HI,EVERETT,98208,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Snohomish School District,,,53061041608,530610416085,11703,1,4,1,1,3,5,5,5,4,5,2,2,5,1,1,1,,,,,0,257.5699,main
14101202,4/16/2014,Wednesday,9,2,1,1,0,0,5,7,,5,7,4,REG_HI,EVERETT,98203,reported,REG_HI,REG_HI,Snohomish,Everett-Lynwood-Edmonds,,Everett School District,,,53061041202,530610412022,11703,1,6,1,1,2,4,3,4,5,5,1,4,3,,,,,,,,0,96.7372,main
14101203,4/16/2014,Wednesday,9,1,2,2,0,2,6,4,,2,4,,REG_HI,BOTHELL,98012,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Everett School District,,,53061051923,530610519231,11704,1,1,2,5,3,4,4,3,2,4,5,5,3,2,5,1,,,,,0,496.636,main
14101204,4/16/2014,Wednesday,17,2,4,2,2,2,2,8,,5,8,7,REG_HI,BOTHELL,98012,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Edmonds School District,,,53061051927,530610519271,11702,1,5,1,1,3,4,4,4,5,4,5,4,5,,,,,,,,0,484.4991,main
14101205,4/16/2014,Wednesday,8,1,1,1,0,0,5,4,,2,4,7,REG_HI,MARYSVILLE,98270,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Marysville School District,,,53061052709,530610527092,11706,1,4,1,1,3,4,1,4,3,3,2,4,4,1,1,1,,,,,0,389.7276,main
14101206,4/16/2014,Wednesday,7,1,1,1,0,1,4,5,,3,5,5,REG_HI,STANWOOD,98292,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Stanwood-Camano School District,,,53061053301,530610533012,11706,1,6,1,1,3,4,2,3,4,5,3,3,2,,,,,,,,0,626.7328,main
14101207,4/16/2014,Wednesday,6,2,2,2,0,1,7,3,,2,3,,REG_LI,LYNNWOOD,98036,reported,REG_LI,REG_LI,Snohomish,Everett-Lynwood-Edmonds,,Edmonds School District,,,53061051500,530610515001,11701,1,7,1,1,1,5,2,1,5,1,1,2,4,,,,,,,,0,301.9816,main
14101208,4/16/2014,Wednesday,6,3,3,3,0,0,7,5,,3,5,5,REG_LI,RENTON,98058,reported,REG_LI,REG_LI,King,Renton-FedWay-Kent,,Renton School District,,,53033025803,530330258033,11610,1,2,2,5,3,5,1,4,3,4,2,3,1,2,5,1,,,,,0,237.0764,main
14101209,4/16/2014,Wednesday,4,2,2,2,0,1,7,6,,4,6,4,REG_LI,MARYSVILLE,98271,reported,REG_MI,REG_MI,Snohomish,Suburban Snohomish,,Marysville School District,,,53061940002,530619400022,11706,1,7,1,1,3,5,5,5,5,4,4,5,5,,,,,,,,0,271.8143,main
14101210,4/16/2014,Wednesday,4,2,1,1,0,1,4,5,,3,5,5,REG_MI,SEATTLE,98133,reported,REG_MI,REG_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033000402,530330004022,11601,1,7,1,3,3,2,5,5,4,5,5,4,4,,,,,,,,0,317.2347,main
14101211,4/16/2014,Wednesday,2,1,1,1,0,0,5,98,98,98,5,6,REG_MI,SEATTLE,98125,reported,REG_MI,REG_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033000100,530330001003,11602,1,7,1,1,3,5,1,3,3,3,4,4,3,,,,,,,,0,148.6986,main
14101212,4/16/2014,Wednesday,15,2,2,2,0,2,7,8,,5,8,5,REG_MI,SEATTLE,98125,sampleprovider,REG_MI,REG_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033001000,530330010001,11602,1,5,1,1,3,5,1,4,4,4,3,4,5,,,,,,,,0,139.5213,main
14101213,4/16/2014,Wednesday,10,0,1,1,0,1,4,98,98,98,4,5,REG_MI,SEATTLE,98107,sampleprovider,REG_MI,REG_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033003200,530330032004,11601,1,5,5,1,3,5,1,5,4,4,5,1,5,,,,,,,,0,285.8531,main
14101214,4/16/2014,Wednesday,10,1,1,1,0,0,4,5,,3,5,5,REG_MI,SEATTLE,98107,sampleprovider,REG_MI,REG_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033004800,530330048004,11601,3,7,1,1,3,5,3,4,2,4,5,3,3,,,,,,,,0,176.1883,main
14101215,4/16/2014,Wednesday,8,0,1,1,0,0,4,2,,1,2,5,REG_MI,SEATTLE,98116,reported,REG_MI,UVOS_MI,King,West-South Seattle,,Seattle School District,West Seattle Junction,15,53033010500,530330105005,11605,1,2,2,5,1,4,2,5,3,4,5,3,1,2,5,1,,,,,0,86.5006,main
14101216,4/16/2014,Wednesday,2,2,3,2,1,1,1,7,,5,7,3,REG_MI,SEATTLE,98106,sampleprovider,REG_MI,UVOS_MI,King,West-South Seattle,,Seattle School District,Westwood-Highland Park,16,53033011300,530330113002,11605,1,7,1,1,5,5,5,3,5,5,5,4,5,,,,,,,,0,53.2828,main
14101217,4/16/2014,Wednesday,8,1,1,1,0,1,4,3,,2,3,4,REG_MI,SEATTLE,98126,reported,REG_MI,REG_MI,King,West-South Seattle,,Seattle School District,,,53033010702,530330107021,11605,1,5,1,5,1,5,1,5,1,5,5,2,5,,,,,,,,0,361.9398,main
14101218,4/16/2014,Wednesday,5,2,2,2,0,2,7,7,,5,7,5,REG_MI,KIRKLAND,98034,reported,REG_MI,REG_MI,King,East Side,,Lake Washington School District,,,53033021904,530330219043,11607,1,7,1,1,3,4,3,5,4,4,5,4,5,,,,,,,,0,249.4698,main
14101219,4/16/2014,Wednesday,21,2,5,2,3,2,1,8,,5,8,6,REG_MI,KIRKLAND,98034,reported,REG_MI,REG_MI,King,East Side,,Lake Washington School District,,,53033022201,530330222013,11607,1,5,1,1,3,5,5,1,5,3,1,4,4,,,,,,,,0,1188.9596,main
14101220,4/16/2014,Wednesday,3,1,2,2,0,0,8,4,,2,4,7,REG_MI,KENMORE,98028,reported,REG_MI,REG_MI,King,East Side,,Northshore School District,,,53033021600,530330216003,11606,1,7,1,1,4,4,5,4,4,4,4,4,4,,,,,,,,0,251.7875,main
14101221,4/16/2014,Wednesday,7,2,2,2,0,2,6,10,,5,10,5,REG_MI,BELLEVUE,98004,reported,REG_MI,REG_MI,King,East Side,,Bellevue School District,,,53033023900,530330239001,11608,1,4,1,2,1,4,4,4,2,4,4,4,5,2,2,1,,,,,0,306.2147,main
14101222,4/16/2014,Wednesday,6,2,3,3,0,1,7,4,,2,4,3,REG_MI,SEATTLE,98168,reported,REG_MI,REG_MI,King,Renton-FedWay-Kent,,Highline School District,,,53033027100,530330271002,11611,1,7,1,1,3,5,4,4,3,5,3,4,5,,,,,,,,0,530.1957,main
14101223,4/16/2014,Wednesday,5,0,3,3,0,1,7,4,,2,4,3,REG_MI,BURIEN,98148,reported,REG_MI,REG_MI,King,West-South Seattle,,Highline School District,,,53033028500,530330285003,11611,1,1,2,5,1,5,1,4,1,4,5,2,2,2,5,2,Chicago,IL,60626,0,0,371.2777,main
14101224,4/16/2014,Wednesday,6,5,2,2,0,2,6,7,,5,7,5,REG_MI,BREMERTON,98312,reported,REG_MI,REG_MI,Kitsap,Kitsap,,Bremerton School District,,,53035080900,530350809002,11802,1,4,1,1,4,5,3,3,4,4,4,4,4,2,5,2,Albuquerque,NM,,0,0,234.2545,main
14101225,4/16/2014,Wednesday,13,2,2,2,0,0,8,3,,2,3,9,REG_MI,FALL CITY,98024,reported,REG_MI,REG_MI,King,East Side,,Snoqualmie Valley School District,,,53033032602,530330326022,11616,1,7,1,1,1,2,5,2,5,4,1,4,1,,,,,,,,0,390.2694,main
14101226,4/16/2014,Wednesday,2,2,3,2,1,1,1,5,,3,5,6,REG_MI,FEDERAL WAY,98023,sampleprovider,REG_MI,REG_MI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030309,530330303093,11612,3,1,2,5,3,5,3,5,3,3,4,4,5,2,5,1,,,,,0,658.1643,main
14101227,4/16/2014,Wednesday,12,3,2,2,0,2,7,5,,3,5,5,REG_MI,BREMERTON,98311,sampleprovider,REG_HI,REG_HI,Kitsap,Kitsap,,Central Kitsap School District,,,53035091600,530350916004,11801,1,6,5,6,4,5,1,3,5,2,2,3,1,,,,,,,,0,347.1456,main
14101228,4/16/2014,Wednesday,8,2,2,2,0,1,8,98,5,5,8,7,REG_MI,BAINBRIDGE ISLAND,98110,reported,REG_MI,REG_MI,Kitsap,Kitsap,,Bainbridge Island School District,,,53035091000,530350910003,11801,1,6,1,1,1,4,1,2,5,2,4,2,5,,,,,,,,0,164.3411,main
14101229,4/16/2014,Wednesday,6,3,2,2,0,1,7,8,,5,8,,REG_MI,ENUMCLAW,98022,reported,REG_MI,REG_MI,Pierce,South Pierce,,White River School District,,,53053070100,530530701001,11507,1,6,1,1,2,5,1,2,4,2,1,2,2,,,,,,,,0,194.8753,main
14101230,4/16/2014,Wednesday,8,3,2,2,0,0,8,5,,3,5,5,REG_MI,PUYALLUP,98374,reported,REG_MI,REG_MI,Pierce,South Pierce,,Sumner School District,,,53053070401,530530704012,11505,1,6,1,6,3,5,3,5,3,5,1,4,3,,,,,,,,0,241.3359,main
14101231,4/16/2014,Wednesday,5,1,1,1,0,1,4,98,98,98,4,5,REG_MI,EVERETT,98201,reported,REG_MI,REG_MI,Snohomish,Everett-Lynwood-Edmonds,,Everett School District,,,53061040900,530610409001,11703,1,6,1,1,3,5,5,5,5,5,4,3,5,,,,,,,,0,388.4823,main
14101232,4/16/2014,Wednesday,4,1,1,1,0,1,4,3,,2,3,5,REG_MI,EVERETT,98201,sampleprovider,REG_MI,REG_MI,Snohomish,Everett-Lynwood-Edmonds,,Everett School District,,,53061040400,530610404001,11703,1,7,1,1,5,5,4,4,2,4,2,2,4,,,,,,,,0,454.7587,main
14101233,4/16/2014,Wednesday,2,1,1,1,0,0,4,4,,2,4,4,REG_MI,SPANAWAY,98387,reported,REG_LI,REG_LI,Pierce,South Pierce,,Bethel School District,,,53053071410,530530714102,11504,1,2,1,1,1,5,1,5,1,5,1,4,3,2,5,1,,,,,0,319.8642,main
14101234,4/16/2014,Wednesday,15,1,3,2,1,2,1,98,2,2,3,4,REG_MI,LYNNWOOD,98037,reported,REG_MI,REG_MI,Snohomish,Everett-Lynwood-Edmonds,,Edmonds School District,,,53061051601,530610516012,11701,1,1,2,5,3,5,4,3,3,4,5,4,4,2,5,2,glendale heights,IL,,0,0,472.8197,main
14101235,4/16/2014,Wednesday,15,2,1,1,0,1,4,5,,3,5,6,REG_MI,LYNNWOOD,98037,reported,REG_MI,REG_MI,Snohomish,Everett-Lynwood-Edmonds,,Edmonds School District,,,53061051802,530610518021,11702,1,6,1,1,3,5,1,4,5,3,1,4,4,,,,,,,,0,428.7392,main
14101236,4/16/2014,Wednesday,13,2,4,2,2,1,2,7,,5,7,6,REG_MI,EDMONDS,98020,reported,REG_MI,REG_MI,Snohomish,Everett-Lynwood-Edmonds,,Edmonds School District,,,53061050402,530610504023,11701,1,6,1,1,4,4,5,4,3,4,2,4,4,,,,,,,,0,245.4428,main
14101237,4/16/2014,Wednesday,7,1,1,1,0,1,4,2,,1,2,,REG_MI,EDMONDS,98026,sampleprovider,REG_HI,REG_HI,Snohomish,Everett-Lynwood-Edmonds,,Edmonds School District,,,53061050300,530610503002,11701,1,2,2,5,5,4,3,3,4,4,3,4,3,2,1,1,,,,,0,470.2109,main
14101238,4/16/2014,Wednesday,17,3,2,2,0,1,7,6,,4,6,5,REG_MI,SNOHOMISH,98290,reported,REG_MI,REG_MI,Snohomish,Suburban Snohomish,,Snohomish School District,,,53061052401,530610524014,11705,1,6,1,1,2,5,4,5,5,3,4,4,2,,,,,,,,0,246.1126,main
14101239,4/16/2014,Wednesday,10,2,4,2,2,2,1,6,,4,6,6,REG_MI,SNOHOMISH,98290,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Monroe School District,,,53061052206,530610522062,11705,1,1,1,1,5,5,5,3,5,4,3,4,5,2,1,1,,,,,0,289.606,main
14101240,4/16/2014,Wednesday,2,1,1,1,0,0,5,7,,5,7,7,BOS_MI,BELLEVUE,98004,reported,BOS_MI,BOS_MI,King,East Side,Bellevue,Bellevue School District,,,53033023803,530330238032,11608,1,3,2,5,5,4,3,4,3,3,3,3,3,1,1,1,,,,,0,35.9014,main
14101241,4/16/2014,Wednesday,3,1,1,1,0,1,3,3,,2,3,,BOS_MI,BELLEVUE,98004,reported,BOS_MI,BOS_MI,King,East Side,Bellevue,Bellevue School District,,,53033023803,530330238032,11608,1,2,2,5,3,4,3,5,3,5,3,4,5,2,5,1,,,,,0,158.3004,main
14101242,4/16/2014,Wednesday,6,2,2,2,0,0,7,8,,5,8,7,BOS_MI,BELLEVUE,98004,reported,BOS_MI,BOS_MI,King,East Side,,Lake Washington School District,,,53033023700,530330237003,11608,1,6,1,1,1,3,4,4,4,4,1,5,5,,,,,,,,0,39.0922,main
14101243,4/16/2014,Wednesday,8,1,2,2,0,0,8,6,,4,6,6,BOS_MI,BELLEVUE,98004,sampleprovider,BOS_MI,BOS_MI,King,East Side,Bellevue,Bellevue School District,,,53033023804,530330238042,11608,1,5,1,5,3,5,3,5,4,4,5,4,3,,,,,,,,0,42.3355,main
14101244,4/16/2014,Wednesday,2,1,1,1,0,0,3,3,,2,3,,OS_LI,SEATTLE,98105,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,Ravenna,3,53033004301,530330043011,11602,2,3,2,2,1,5,1,5,3,1,1,1,5,2,7,1,,,,,0,53.5207,main
14101245,4/16/2014,Wednesday,9,2,2,2,0,2,6,5,,3,5,6,OS_LI,SEATTLE,98115,reported,OS_LI,OS_LI,King,North Seattle-Shoreline,,Seattle School District,,,53033004100,530330041001,11602,1,1,2,5,3,5,1,5,2,4,4,5,3,2,5,1,,,,,0,129.5278,main
14101246,4/16/2014,Wednesday,7,1,1,1,0,1,4,2,,1,2,2,OS_LI,SEATTLE,98105,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,University District Northwest,4,53033004400,530330044004,11602,2,6,2,5,3,4,3,4,3,1,1,1,5,,,,,,,,0,88.7006,main
14101247,4/16/2014,Wednesday,8,1,2,2,0,2,6,6,,4,6,,OS_LI,SEATTLE,98105,sampleprovider,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,University District Northwest,4,53033005301,530330053012,11602,1,1,2,5,3,4,3,5,3,4,5,4,5,2,5,2,Baltimore,MD,,0,0,33.7795,main
14101248,4/17/2014,Thursday,5,0,1,1,0,1,3,6,,4,6,1,OS_LI,SEATTLE,98105,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,University District Northwest,4,53033005301,530330053012,11602,1,4,2,5,3,4,3,5,2,4,5,2,4,2,5,1,,,,,0,41.0671,main
14101249,4/17/2014,Thursday,7,0,1,1,0,1,4,1,,1,1,3,OS_LI,SEATTLE,98105,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,University District Northwest,4,53033005200,530330052005,11602,1,5,2,5,3,5,3,4,3,3,5,1,2,,,,,,,,0,101.2925,main
14101250,4/17/2014,Thursday,9,0,2,2,0,2,6,4,,2,4,,OS_LI,SEATTLE,98115,reported,OS_LI,OS_LI,King,North Seattle-Shoreline,,Seattle School District,,,53033004100,530330041001,11602,1,2,2,5,1,2,3,4,3,3,5,3,5,4,7,1,,,,,0,116.7147,main
14101251,4/17/2014,Thursday,4,0,1,1,0,1,3,3,,2,3,2,OS_LI,SEATTLE,98105,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle University Community,Seattle School District,Ravenna,3,53033004302,530330043021,11602,1,1,2,5,1,5,3,5,2,2,5,4,5,2,5,1,,,,,0,67.4821,main
14101252,4/17/2014,Thursday,5,1,1,1,0,1,4,5,,3,5,2,OS_LI,SEATTLE,98125,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle Northgate,Seattle School District,Northgate,1,53033001200,530330012003,11602,1,5,1,5,1,5,1,5,3,1,4,1,5,,,,,,,,0,40.4153,main
14101253,4/17/2014,Thursday,6,1,1,1,0,1,4,98,5,5,10,2,OS_LI,SEATTLE,98125,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle Northgate,Seattle School District,Northgate,1,53033001200,530330012003,11602,1,5,1,2,1,3,2,5,3,3,4,4,4,,,,,,,,0,22.2809,main
14101254,4/17/2014,Thursday,10,2,2,2,0,2,6,7,,5,7,6,BOS_MI,BELLEVUE,98004,reported,BOS_MI,BOS_MI,King,East Side,Bellevue,Bellevue School District,,,53033023804,530330238042,11608,1,2,2,5,3,3,1,5,4,3,4,4,5,2,5,1,,,,,0,74.3186,main
14101255,4/17/2014,Thursday,4,1,2,2,0,2,7,3,,2,3,4,OS_LI,SEATTLE,98125,sampleprovider,OS_LI,UVOS_LI,King,North Seattle-Shoreline,,Seattle School District,Lake City,1,53033000700,530330007001,11602,1,2,2,5,4,4,1,4,4,5,4,2,3,1,2,1,,,,,0,46.311,main
14101256,4/17/2014,Thursday,3,1,1,1,0,0,4,5,,3,5,5,OS_LI,SEATTLE,98125,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,,Seattle School District,Lake City,1,53033000200,530330002002,11602,1,6,1,2,3,5,3,4,3,3,3,3,5,,,,,,,,0,30.084,main
14101257,4/17/2014,Thursday,3,0,1,1,0,1,4,2,,1,2,3,OS_LI,SEATTLE,98133,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,,Seattle School District,Bitter Lake Village,1,53033000401,530330004011,11601,1,4,2,5,1,5,1,5,5,2,5,4,1,2,5,1,,,,,0,98.627,main
14101258,4/17/2014,Thursday,11,1,2,2,0,2,7,8,,5,8,4,OS_LI,SEATTLE,98125,reported,OS_LI,OS_LI,King,North Seattle-Shoreline,,Seattle School District,,,53033000200,530330002005,11602,1,7,1,1,3,5,3,4,4,4,4,4,4,,,,,,,,0,43.8043,main
14101259,4/17/2014,Thursday,6,1,1,1,0,1,4,7,,5,7,,OS_LI,SEATTLE,98133,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,,Seattle School District,Bitter Lake Village,1,53033000401,530330004011,11601,1,1,2,5,5,5,3,5,5,3,5,5,5,2,1,1,,,,,0,25.9562,main
14101260,4/17/2014,Thursday,2,2,1,1,0,0,5,2,,1,2,4,OS_LI,SEATTLE,98133,reported,OS_LI,OS_LI,King,North Seattle-Shoreline,,Seattle School District,,,53033000402,530330004021,11601,1,7,1,1,3,2,5,2,4,1,1,2,2,,,,,,,,0,218.0542,main
14101261,4/17/2014,Thursday,2,1,2,2,0,1,6,8,,5,8,6,BOS_MI,BELLEVUE,98007,reported,BOS_HI,BOS_HI,King,East Side,,Bellevue School District,,,53033022801,530330228012,11608,1,4,2,5,4,4,4,5,2,2,4,4,5,2,5,2,,,,1,0,56.6431,main
14101262,4/17/2014,Thursday,15,3,3,2,1,2,2,10,,5,10,7,BOS_MI,BELLEVUE,98007,reported,BOS_MI,BOS_MI,King,East Side,,Bellevue School District,,,53033022801,530330228011,11608,1,6,1,1,5,3,5,5,4,4,1,4,5,,,,,,,,0,129.0784,main
