"","rgc_cat_home","deliver_package","count","prop","prop_moe","est","est_moe"
"1","MetroRGC","Yes",1199,0.279218492441877,0.0360331128065189,143777.1965558,22181.0466335391
"2","NotRGC","Yes",3911,0.318629177779369,0.0175995316324805,1871472.53214134,122307.45378707
"3","UrbanRGC","Yes",158,0.217313576481944,0.0708367606633939,44293.2748018937,16221.0079091416
