"","home_county","deliver_food","count","prop","prop_moe","est","est_moe"
"1","King","Yes",476,0.0281002143955276,0.00619213745749066,101935.691379797,22555.2037240191
"2","Kitsap","Yes",24,0.0236426214832585,0.0142232813426949,9640.37486913792,5811.72083149423
"3","Pierce","Yes",55,0.027052626111957,0.0111774920166646,36642.6811064364,15267.9703713468
"4","Snohomish","Yes",42,0.0195978420898589,0.0101851109492804,23565.122370367,12337.7819910281
