"","home_county","deliver_grocery","count","prop","prop_moe","est","est_moe"
"1","King","Yes",368,0.0346749957516017,0.00805251960887873,125786.216993904,29613.5271154846
"2","Kitsap","Yes",19,0.0222402483193284,0.0147135009917776,9068.55151967228,6026.66336910348
"3","Pierce","Yes",47,0.0242604679809091,0.0100367420006833,32860.7133384529,13670.1233465335
"4","Snohomish","Yes",25,0.0152873749470413,0.00989777176607591,18382.0677652631,11990.3180473006
