"","hhsize_simple","deliver_grocery","count","prop","prop_moe","est","est_moe"
"1","1 person","Yes",142,0.0140650550671879,0.0050585464831115,26303.0222488186,9470.47641629586
"2","2 people","Yes",189,0.034404925037636,0.0105824785582961,75948.756348571,23756.0773406833
"3","3 people","Yes",63,0.0254838657129787,0.0094353568336835,24104.2536941644,8825.62003698183
"4","4+ people","Yes",65,0.0380809175485013,0.0142293574836667,59741.5173257381,22649.5674282549
