"","year","geography","variable","metric","estimate","share","moe"
"337","2019","Pierce County","Work from Home","Commute Mode",22089,0.0501517790043206,2761
"338","2019","Pierce County","Walk, Bike & Other","Commute Mode",14755,0.0335003621353955,2160.16133656725
"339","2019","Pierce County","Carpooled","Commute Mode",44286,0.100548765674559,4004
"340","2019","Pierce County","Drove Alone","Commute Mode",342869,0.778463955608331,8251
"341","2019","Region","Transit","Commute Mode",239024,0.107011696233701,9291.04870291831
"342","2019","Region","Work from Home","Commute Mode",143913,0.0644302423191001,6739.56690003148
"343","2019","Region","Walk, Bike & Other","Commute Mode",138501,0.0620072751692876,7110.02911386444
"344","2019","Region","Carpooled","Commute Mode",216177,0.0967830320667077,9475.98527858713
"345","2019","Region","Drove Alone","Commute Mode",1496010,0.669767754211204,17004.1098267448
"346","2019","Snohomish County","Transit","Commute Mode",23552,0.0564133272653237,2826
"347","2019","Snohomish County","Work from Home","Commute Mode",25162,0.0602697070588517,2818
"348","2019","Snohomish County","Walk, Bike & Other","Commute Mode",13794,0.0330403123428106,2274.97758230713
"349","2019","Snohomish County","Carpooled","Commute Mode",44782,0.107264844666938,3909
"350","2019","Snohomish County","Drove Alone","Commute Mode",310200,0.743011808666076,7262
"351","2021","King County","Transit","Commute Mode",47382,0.0401689091524108,4248
"352","2021","King County","Work from Home","Commute Mode",452212,0.38337053618737,10517
"353","2021","King County","Walk, Bike & Other","Commute Mode",70288,0.0595878664156145,5915.35831543618
"354","2021","King County","Carpooled","Commute Mode",63066,0.0534652911359997,5610
"355","2021","King County","Drove Alone","Commute Mode",546621,0.463407397108605,10997
"356","2021","Kitsap County","Transit","Commute Mode",4445,0.0355210689084763,1105
"357","2021","Kitsap County","Work from Home","Commute Mode",23501,0.18780216882297,2700
"358","2021","Kitsap County","Walk, Bike & Other","Commute Mode",10098,0.080695557668795,1878.92096693821
"359","2021","Kitsap County","Carpooled","Commute Mode",11169,0.089254177421546,2060
"360","2021","Kitsap County","Drove Alone","Commute Mode",75924,0.606727027178213,3763
"361","2021","Pierce County","Transit","Commute Mode",8325,0.0184600033261267,1821
"362","2021","Pierce County","Work from Home","Commute Mode",71869,0.159363601086535,5040
"363","2021","Pierce County","Walk, Bike & Other","Commute Mode",16480,0.0365430456233716,2811.76990523762
"364","2021","Pierce County","Carpooled","Commute Mode",37687,0.083567825267476,4765
"365","2021","Pierce County","Drove Alone","Commute Mode",316614,0.702065524696491,7978
"366","2021","Region","Transit","Commute Mode",66628,0.0307559080997144,5131.34153998737
"367","2021","Region","Work from Home","Commute Mode",648618,0.299406189587269,13001.3160103122
"368","2021","Region","Walk, Bike & Other","Commute Mode",106219,0.0490313652284859,7026.75437168541
"369","2021","Region","Carpooled","Commute Mode",141487,0.0653112980924579,8415.36487622492
"370","2021","Region","Drove Alone","Commute Mode",1203396,0.555495238992073,16112.5375406855
"371","2021","Snohomish County","Transit","Commute Mode",6476,0.0157694677195879,1936
"372","2021","Snohomish County","Work from Home","Commute Mode",101036,0.24602902108034,5073
"373","2021","Snohomish County","Walk, Bike & Other","Commute Mode",9353,0.0227751438513443,1716.80488116734
"374","2021","Snohomish County","Carpooled","Commute Mode",29565,0.0719926363696133,3521
"375","2021","Snohomish County","Drove Alone","Commute Mode",264237,0.643433730979114,7802
"376","2022","King County","Transit","Commute Mode",78452,0.063296174168558,5424
"377","2022","King County","Work from Home","Commute Mode",377557,0.304618284180878,8127
"378","2022","King County","Walk, Bike & Other","Commute Mode",74036,0.0597332834184388,5188.09897746757
"379","2022","King County","Carpooled","Commute Mode",81425,0.0656948322754657,5787
"380","2022","King County","Drove Alone","Commute Mode",627973,0.50665742595666,11468
"381","2022","Kitsap County","Transit","Commute Mode",5173,0.0389697462785512,1039
"382","2022","Kitsap County","Work from Home","Commute Mode",18196,0.137075875369132,2266
"383","2022","Kitsap County","Walk, Bike & Other","Commute Mode",9526,0.0717621888748267,1478.88302444784
"384","2022","Kitsap County","Carpooled","Commute Mode",15161,0.114212318447538,2548
"385","2022","Kitsap County","Drove Alone","Commute Mode",84688,0.637979871029952,4544
"386","2022","Pierce County","Transit","Commute Mode",7896,0.0173574702410393,1643
"387","2022","Pierce County","Work from Home","Commute Mode",68558,0.150708389663776,4872
"388","2022","Pierce County","Walk, Bike & Other","Commute Mode",18008,0.0395862872467878,2672.22828366141
"389","2022","Pierce County","Carpooled","Commute Mode",47277,0.10392719358987,4836
"390","2022","Pierce County","Drove Alone","Commute Mode",313166,0.688420659258526,7388
"391","2022","Region","Transit","Commute Mode",102687,0.0454728020947592,6131.91242598914
"392","2022","Region","Work from Home","Commute Mode",557356,0.246813511781692,10699.6354143494
"393","2022","Region","Walk, Bike & Other","Commute Mode",115577,0.0511808704870723,6394.77544562747
"394","2022","Region","Carpooled","Commute Mode",185643,0.0822081412377165,9332.4814492181
"395","2022","Region","Drove Alone","Commute Mode",1296944,0.57432467439876,16203.2837412668
"396","2022","Snohomish County","Transit","Commute Mode",11166,0.0259002818273547,2098
"397","2022","Snohomish County","Work from Home","Commute Mode",93045,0.215824084061097,4423
"398","2022","Snohomish County","Walk, Bike & Other","Commute Mode",14007,0.0324901708360878,2156.12685155582
"399","2022","Snohomish County","Carpooled","Commute Mode",41780,0.096911496932373,4871
"400","2022","Snohomish County","Drove Alone","Commute Mode",271117,0.628873966343087,7470
"401","2023","King County","Transit","Commute Mode",100708,0.0802956430914955,6311
"402","2023","King County","Work from Home","Commute Mode",301110,0.240078455448229,9840
"403","2023","King County","Walk, Bike & Other","Commute Mode",88637,0.0706712963885777,6388.69548499535
"404","2023","King County","Carpooled","Commute Mode",96875,0.0772395482433235,8386
"405","2023","King County","Drove Alone","Commute Mode",666885,0.531715056828375,12140
"406","2023","Kitsap County","Transit","Commute Mode",9296,0.0676230104460674,1991
"407","2023","Kitsap County","Work from Home","Commute Mode",17681,0.128619024063782,2158
"408","2023","Kitsap County","Walk, Bike & Other","Commute Mode",7312,0.0531905607123112,1409.09509970051
"409","2023","Kitsap County","Carpooled","Commute Mode",12953,0.0942255652224518,2161
"410","2023","Kitsap County","Drove Alone","Commute Mode",90226,0.656341839555387,3978
"411","2023","Pierce County","Transit","Commute Mode",9545,0.0207587999260556,2315
"412","2023","Pierce County","Work from Home","Commute Mode",59872,0.130211720185731,4295
"413","2023","Pierce County","Walk, Bike & Other","Commute Mode",13435,0.0292189080153543,2012.31558161239
"414","2023","Pierce County","Carpooled","Commute Mode",44620,0.0970411370037298,4114
"415","2023","Pierce County","Drove Alone","Commute Mode",332333,0.722769434869129,7245
"416","2023","Region","Transit","Commute Mode",130541,0.0571835207239394,7268.7404686094
"417","2023","Region","Work from Home","Commute Mode",453825,0.198798165270235,11892.8816104424
"418","2023","Region","Walk, Bike & Other","Commute Mode",120906,0.0529629063409091,7273.6686066936
"419","2023","Region","Carpooled","Commute Mode",191176,0.0837446990441305,10136.9214754777
"420","2023","Region","Drove Alone","Commute Mode",1386395,0.607310708620786,16622.2842593911
"421","2023","Snohomish County","Transit","Commute Mode",10992,0.0254824912195292,1919
"422","2023","Snohomish County","Work from Home","Commute Mode",75162,0.174246270473276,4638
"423","2023","Snohomish County","Walk, Bike & Other","Commute Mode",11522,0.0267111775683602,2470.41514729812
"424","2023","Snohomish County","Carpooled","Commute Mode",36728,0.0851456456978591,3292
"425","2023","Snohomish County","Drove Alone","Commute Mode",296951,0.688414415040976,7785
