"","numworkers","deliver_package","count","prop","prop_moe","est","est_moe"
"1","0 workers","Yes",885,0.232513196347304,0.0312369792136335,305883.000677428,46400.6826476768
"2","1 worker","Yes",2228,0.29397004291056,0.0242009113303298,760089.10158887,74420.204887833
"3","2 workers","Yes",2012,0.359289296235687,0.0293932375816498,790628.753451947,78003.4651528101
"4","3 workers","Yes",119,0.410765961783488,0.0854456179978237,157227.981067238,43220.2514509654
"5","4 workers","Yes",20,0.439279010335593,0.172186265690386,40338.0190694794,19245.5379964829
"6","5 workers","Yes",4,0.336442762759082,0.328252504553165,5376.14764406832,5710.30188926525
