"","survey_year","prev_home_rgc_cat","prev_res_factors_community_change","count","prop","prop_se","est","est_se","variable","value","group_1_title","group_1_value","group_2_title","group_2_value","group_3_title","group_3_value","val_order","prop_moe"
"1","2019","Not RGC","Selected",44,0.030597583551754,0.0115851886515064,17431.1907942941,6586.44151128952,"prev_res_factors_community_change",1,NA,NA,NA,NA,NA,NA,2850,0.019057635331728
"2","2019","RGC","Selected",13,0.0204044994173958,0.0106778607541263,1171.81703912903,577.164680666416,"prev_res_factors_community_change",1,NA,NA,NA,NA,NA,NA,2850,0.0175650809405378
"3","2021","Not RGC","Selected",38,0.0679441491127484,0.0164039104096107,38211.2306,9560.86711400837,"prev_res_factors_community_change",1,NA,NA,NA,NA,NA,NA,2850,0.0269844326238095
"4","2021","RGC","Selected",9,0.0503212514988799,0.0311867114975446,5217.7733,3321.57968899077,"prev_res_factors_community_change",1,NA,NA,NA,NA,NA,NA,2850,0.0513021404134609
"5","2023","Not RGC","Selected",61,0.0357425476503221,0.0114428650901983,21179.2302224278,6869.95313384568,"prev_res_factors_community_change",1,NA,NA,NA,NA,NA,NA,2850,0.0188235130733762
