"","survey_year","displaced","count","prop","prop_moe","est","est_moe"
"1",2017,NA,1427,1,0,611445.595898623,69491.2422416563
"2",2019,"displaced",362,0.29623026186507,0.0657305532846451,185772.245018843,45938.7768821055
"3",2019,"not displaced",943,0.70376973813493,0.0657305532846451,441348.846017631,67001.2013323765
"4",2021,"displaced",217,0.260195589166078,0.0411644865655129,173311.3471,29163.8838483205
"5",2021,"not displaced",545,0.739804410833922,0.0411644865655129,492769.687,38343.9386276137
"6",2023,"displaced",337,0.262367777880832,0.0485509474400779,155465.906489037,32065.6865403586
"7",2023,"not displaced",939,0.737632222119168,0.0485509474400779,437083.63501621,50026.0496623049
