,geoid10,score,scaled_score
246,530330067003,1618.719884,77.00012146
247,530330067004,1227.581448,73.05164984
248,530330068001,958.1950483,69.51563488
249,530330068002,740.8340631,65.84465119
250,530330069001,733.8125815,65.70879251
251,530330069002,641.0942219,63.78192937
252,530330069003,754.7025599,66.10925514
253,530330069004,755.0363904,66.11556444
254,530330070001,1552.26623,76.40164625
255,530330070002,1200.519624,72.73346269
256,530330070003,1978.529281,79.86591941
257,530330070004,1126.16092,71.82081843
258,530330070005,1450.593657,75.43453294
259,530330070006,1260.949932,73.43447669
260,530330071001,1165.443175,72.31020538
261,530330071002,2426.443849,82.77991527
262,530330072001,5575.005414,94.6603989
263,530330072002,6275.569706,96.35112693
264,530330072003,5192.0395,93.64392072
265,530330073001,3650.54017,88.61291889
266,530330073002,6514.515289,96.8848797
267,530330073003,5388.289781,94.17384128
268,530330074011,2436.638788,82.83978771
269,530330074012,2796.456109,84.80665358
270,530330074013,2966.478254,85.64953998
271,530330074014,3327.287533,87.28875995
272,530330074021,4427.121154,91.36758078
273,530330074022,4544.774094,91.74219014
274,530330074023,5508.582396,94.48920156
275,530330075001,2246.204793,81.67774869
276,530330075002,2748.538285,84.55983257
277,530330075003,2324.965456,82.16986403
278,530330075004,2963.46362,85.63501987
279,530330075005,3181.449499,86.64866374
280,530330076001,1271.08205,73.54871781
281,530330076002,1638.947774,77.17742393
282,530330076003,2046.333444,80.34704952
283,530330077001,898.7777699,68.60211158
284,530330077002,896.4447048,68.56502155
285,530330077003,1139.746328,71.99197144
286,530330077004,1115.354592,71.68319754
287,530330078001,280.5802401,52.00596359
288,530330078002,631.9350936,63.57668399
289,530330078003,611.8083944,63.1150331
290,530330078004,451.1293451,58.77097572
291,530330079001,1429.95316,75.22994352
292,530330079002,1860.82153,78.99015149
293,530330079003,2134.870352,80.95185003
294,530330079004,2379.143402,82.49880026
295,530330079005,2056.541335,80.41810032
296,530330080011,4266.499044,90.83976044
297,530330080012,6497.882105,96.84836368
298,530330080013,2527.882293,83.36475289
299,530330080014,3942.84465,89.71301894
300,530330080015,3529.231929,88.13026929
301,530330080021,7608.842195,99.10282449
302,530330080022,5381.240931,94.15514423
303,530330081001,6846.709592,97.5952787
304,530330081002,7985.227376,99.79248227
305,530330081003,7707.78353,99.2873668
306,530330082001,7865.131346,99.57602358
307,530330082002,7605.536255,99.096617
308,530330082003,6919.058349,97.74542115
309,530330083001,6492.290739,96.83606756
310,530330083002,6964.877534,97.83969815
311,530330084001,4629.061613,92.00464935
312,530330084002,5245.998023,93.79159124
313,530330084003,6060.382079,95.85275884
314,530330085001,7059.96739,98.03339064
315,530330085002,5708.420864,94.9981839
316,530330085003,4220.177849,90.6838497
317,530330086001,2677.173739,84.18414858
318,530330086002,4005.189469,89.93708302
319,530330086003,4024.81402,90.00689158
320,530330087001,1771.99958,78.29182956
321,530330087002,1762.424093,78.21446722
322,530330087003,2417.350835,82.72630162
323,530330088001,997.0993356,70.08361152
324,530330088002,1029.280792,70.53695225
325,530330088003,1136.696171,71.95372277
326,530330089001,397.6277726,56.97182973
327,530330089002,767.5273383,66.34965908
328,530330089003,1038.030211,70.65775812
329,530330089004,1220.710172,72.97152766
330,530330090001,2038.883446,80.29497073
331,530330090002,3359.260793,87.42534096
332,530330091001,5446.097731,94.32626028
333,530330091002,6754.643516,97.4019073
334,530330092001,7411.307549,98.72710114
335,530330092002,7175.5321,98.26530787
336,530330093001,1752.959937,78.13759045
337,530330093002,2491.686348,83.15880375
338,530330093003,1171.665099,72.38620428
339,530330094001,1521.350131,76.11443655
340,530330094002,1587.857673,76.72529417
341,530330094003,2023.652181,80.18790289
342,530330094004,1837.541123,78.81039526
343,530330094005,1699.262503,77.69339902
344,530330095001,486.4685379,59.84608215
345,530330095002,1443.511092,75.36465998
346,530330095003,169.1398668,44.80886921
347,530330095004,1654.260805,77.31019802
348,530330096001,175.1307923,45.30324082
349,530330096002,279.6900228,51.9607277
350,530330096003,248.8423311,50.29757205
351,530330096004,254.133484,50.59695536
352,530330096005,222.6183368,48.71343921
353,530330097011,176.689448,45.42910503
354,530330097012,167.9106012,44.70527983
355,530330097013,162.457425,44.23646513
356,530330097014,120.6481417,40.01618277
357,530330097021,246.7757172,50.17891387
358,530330097022,378.4888353,56.2689311
359,530330097023,489.4050323,59.93188066
360,530330097024,207.2780089,47.69819669
361,530330097025,210.0311148,47.88579409
362,530330098001,271.0462668,51.51388786
363,530330098002,354.3871383,55.33153894
364,530330098003,575.6332003,62.24580519
365,530330098004,578.3434187,62.31279179
366,530330098005,355.4179144,55.3729137
367,530330099001,460.9304455,59.07734756
368,530330099002,529.8924381,61.0651348
369,530330099003,657.816939,64.14922443
370,530330100011,1469.394589,75.61837245
371,530330100012,655.7351053,64.1040107
372,530330100013,1058.036066,70.93020574
373,530330100021,1415.630129,75.08623117
374,530330100022,1657.46302,77.33780801
375,530330100023,1920.265947,79.43913708
376,530330100024,1341.767781,74.32126101
377,530330101001,119.6066395,39.89334767
378,530330101002,482.268042,59.72244932
379,530330101003,1135.951464,71.94436864
380,530330101004,876.9043336,68.25053755
381,530330101005,489.9643739,59.94816524
382,530330102001,179.5541654,45.65758311
383,530330102002,94.1270978,36.50305527
384,530330102003,435.2219521,58.25930255
385,530330102004,337.8417373,54.65047353
386,530330103001,607.8881657,63.02335164
387,530330103002,510.6957925,60.53900419
388,530330103003,667.0994267,64.34910007
389,530330103004,1119.685629,71.73851351
390,530330103005,894.5019279,68.53406249
391,530330104011,779.3362288,66.56749842
392,530330104012,666.702859,64.3406179
393,530330104013,434.3520643,58.23078639
394,530330104021,518.3962888,60.75238792
395,530330104022,460.4550308,59.06263726
396,530330104023,465.0775651,59.20502956
397,530330104024,485.0290987,59.80383566
398,530330105001,718.7177981,65.41227412
399,530330105002,584.9900907,62.47575542
400,530330105003,448.32133,58.68197556
401,530330105004,642.4003512,63.81095944
402,530330105005,545.0345331,61.46688887
403,530330106001,523.5731322,60.89406929
404,530330106002,537.1519661,61.25915693
405,530330106003,511.6339363,60.56517166
406,530330106004,441.5955822,58.46652066
407,530330106005,320.2909974,53.89067495
408,530330106006,470.7320559,59.37730209
409,530330107011,358.9536,55.51393049
410,530330107012,330.9792456,54.35817791
411,530330107021,261.9654144,51.02889314
412,530330107022,411.7598102,57.46951215
413,530330107023,411.5910613,57.46367052
414,530330108001,40.26030686,24.5700135
415,530330108002,296.5010439,52.79168191
416,530330108003,297.2438091,52.82730434
417,530330109001,313.6947725,53.59433133
418,530330109002,371.0075836,55.98448914
419,530330110011,866.92365,68.08719643
420,530330110012,1109.481658,71.60784467
421,530330110013,522.498407,60.86477125
422,530330110021,544.2529628,61.44642627
423,530330110022,576.5264666,62.26791816
424,530330110023,495.853963,60.11851637
425,530330111011,901.5385058,68.6458765
426,530330111012,1243.289438,73.23314163
427,530330111013,1094.58855,71.41495695
428,530330111014,1064.736958,71.02031169
429,530330111021,298.385686,52.88189517
430,530330111022,587.8491218,62.54528559
431,530330111023,912.9040339,68.824651
432,530330111024,880.6619348,68.31155269
433,530330112001,221.9870523,48.67305298
434,530330112002,166.5460561,44.58940394
435,530330112003,245.4081209,50.09984556
436,530330113001,114.0389629,39.21815541
437,530330113002,624.4290751,63.40625621
438,530330113003,626.3991001,63.45118373
439,530330113004,466.406258,59.2456973
440,530330113005,316.9838455,53.74286545
441,530330114011,373.2851628,56.07168535
442,530330114012,774.950174,66.48697585
443,530330114013,482.3682726,59.72541189
444,530330114021,926.1532974,69.0302703
445,530330114022,835.9394378,67.56788159
446,530330114023,854.8228078,67.88661935
447,530330115001,379.6123427,56.31116263
448,530330115002,700.2839693,65.04161281
449,530330115003,309.4087364,53.39842762
450,530330116001,449.4814106,58.7188116
451,530330116002,337.1474619,54.62117254
452,530330116003,461.6283102,59.09891351
453,530330116004,84.09741949,34.9113816
454,530330116005,505.1531324,60.38341795
455,530330116006,135.2336699,41.6338796
456,530330117001,1151.061783,72.13297816
457,530330117002,241.8873335,49.89425268
458,530330117003,387.0216843,56.58658894
459,530330117004,446.7414417,58.6316561
460,530330118001,207.1475234,47.68924394
461,530330118002,338.5346087,54.67965546
462,530330118003,528.9287144,61.03917852
463,530330118004,965.8826192,69.62967288
464,530330118005,892.8150744,68.50712717
465,530330118006,596.3005427,62.74886298
466,530330119001,70.9802946,32.51989136
467,530330119002,177.6018486,45.5022717
468,530330119003,211.0004254,47.95126116
469,530330119004,123.7442741,40.3752262
470,530330119005,255.6594335,50.68214349
471,530330120001,484.6061061,59.79139734
472,530330120002,177.3233026,45.47997442
473,530330120003,367.2764031,55.84048216
474,530330121001,23.28673929,16.99900705
475,530330121002,64.10126177,31.0849133
476,530330201001,74.11999284,33.12981057
477,530330201002,71.3401637,32.59113556
478,530330201003,67.14788653,31.73828779
479,530330202001,590.2193296,62.60267235
480,530330202002,297.9315183,52.86020731
481,530330202003,73.54638453,33.02030775
482,530330202004,212.0403488,48.02116541
483,530330202005,156.9955743,43.75095746
484,530330203001,776.0283758,66.50681242
485,530330203002,472.0549235,59.41730713
486,530330203003,637.9862101,63.71261248
487,530330203004,799.1863845,66.92635259
488,530330203005,831.6938382,67.49522905
489,530330204011,131.2960168,41.21488519
490,530330204012,269.0098421,51.40654872
491,530330204013,135.4708028,41.65872419
492,530330204021,146.3179597,42.75133203
493,530330204022,84.02057413,34.89847537
494,530330204023,93.78543376,36.4516535
495,530330204024,75.54952298,33.39911272
496,530330204025,170.1423164,44.89279243
497,530330205001,98.24696517,37.10873345
498,530330205002,157.8760876,43.83035107
499,530330205003,190.5919546,46.50525534
500,530330205004,235.4736606,49.51195472
501,530330205005,202.7373945,47.38331261
502,530330205006,167.8750463,44.70227244
503,530330206001,330.6929305,54.3458519
504,530330206002,333.0147281,54.44550126
505,530330206003,343.2863975,54.87819803
506,530330206004,494.2528616,60.07240662
507,530330207001,333.4050652,54.46218612
508,530330207002,525.4662097,60.94553072
509,530330207003,469.326087,59.3346608
510,530330208001,207.3162387,47.70081862
511,530330208002,182.5197668,45.89031975
512,530330208003,64.07315634,31.07874456
513,530330208004,12.33977371,8.439286814
514,530330209001,548.4539526,61.55607102
515,530330209002,445.3891544,58.5884445
516,530330209003,16.88088553,12.62474707
517,530330210001,316.7122472,53.73065843
518,530330210002,374.9639935,56.13561967
519,530330210003,380.5878007,56.34772814
520,530330210004,523.3705688,60.88855181
521,530330210005,362.8781074,55.66884203
522,530330211001,233.6808591,49.40323635
523,530330211002,316.6886973,53.72959949
524,530330211003,587.479106,62.53630603
525,530330211004,265.1507447,51.20089797
526,530330213001,325.2432491,54.10918951
527,530330213002,415.5175258,57.59897914
528,530330213003,299.5208566,52.9359594
529,530330214001,373.91068,56.09554016
530,530330214002,7.541046147,2.069764284
531,530330214003,59.37723615,30.00874499
532,530330215001,26.28803284,18.66354641
533,530330215002,194.1728001,46.76979029
534,530330215003,58.6944695,29.84627683
535,530330215004,17.84512784,13.37506301
536,530330216001,20.54254713,15.28614165
537,530330216002,435.0335571,58.25313152
538,530330216003,41.44840831,24.97556309
539,530330216004,77.63541341,33.78317357
540,530330217001,116.0972065,39.47149164
541,530330217002,19.48520487,14.56718445
542,530330217003,17.8976262,13.41480452
543,530330217004,231.8473314,49.29118584
544,530330217005,352.0145375,55.23584627
545,530330218021,200.4899995,47.22485357
546,530330218022,115.7748146,39.43210598
547,530330218023,93.1819268,36.36040433
548,530330218031,28.6018426,19.82623728
549,530330218032,236.7976502,49.59171575
550,530330218033,383.2711823,56.44783582
551,530330218034,80.45637963,34.28668082
552,530330218041,90.11067384,35.88678519
553,530330218042,515.1454038,60.66269309
554,530330218043,221.6319789,48.65028699
555,530330219031,326.9447637,54.18350273
556,530330219032,289.4036487,52.44674067
557,530330219033,168.9658547,44.79425089
558,530330219034,194.6033052,46.8012665
559,530330219035,319.7086211,53.86475698
560,530330219041,90.0740891,35.88104773
561,530330219042,220.8497571,48.60000547
562,530330219043,168.2210768,44.73151438
563,530330219044,177.1178114,45.46350276
564,530330219051,258.2396915,50.82504405
565,530330219052,148.0497043,42.91828338
566,530330219053,208.8530453,47.80582145
567,530330219054,164.0107561,44.37158086
568,530330219061,14.00627604,10.1209788
569,530330219062,86.01484621,35.22969643
570,530330219063,155.7103835,43.6342773
571,530330220011,286.5776469,52.30704143
572,530330220012,64.28728691,31.12567614
573,530330220013,224.6940947,48.84543599
574,530330220031,71.8001342,32.68168284
575,530330220032,133.031543,41.40107382
576,530330220033,136.5767089,41.77402349
577,530330220034,98.06148663,37.08201049
578,530330220035,257.2557232,50.77071813
579,530330220051,337.3502294,54.62973629
580,530330220052,326.2359711,54.15259335
581,530330220053,261.7721491,51.01839005
582,530330220061,121.8164289,40.15272561
583,530330220062,264.5056134,51.16622833
584,530330220063,291.9654405,52.57220931
585,530330221011,98.27046617,37.11211581
586,530330221012,18.60431308,13.93927996
587,530330221013,68.89661518,32.10024606
588,530330221014,26.46677647,18.75681637
589,530330221021,8.064362284,2.919292749
590,530330221022,71,32.5238017
591,530330221023,65.45710801,31.3793821
592,530330221024,71,32.5238017
593,530330222011,73.67584115,33.04509469
594,530330222012,77.75369401,33.8046455
595,530330222013,61.24801414,30.44466619
596,530330222014,65.27699729,31.34061269
597,530330222021,28.85281185,19.94684335
598,530330222022,256.0232529,50.70237941
599,530330222023,93.15752324,36.35670227
600,530330222024,127.6886358,40.81994016
601,530330222025,263.929194,51.13517997
602,530330222031,15.96897529,11.87695277
603,530330222032,48.69659084,27.22766194
604,530330222033,67.65836265,31.84489915
605,530330223002,3.240188017,0
606,530330224001,86.40800493,35.29409811
607,530330224002,135.9169303,41.70534848
608,530330224003,421.9348205,57.81740112
609,530330224004,603.4984726,62.91998776
610,530330224005,479.4496903,59.63889314
611,530330224006,234.9696607,49.48147487
612,530330225001,331.4943216,54.38032546
613,530330225002,63.21788656,30.8897397
614,530330225003,408.7503752,57.36497333
615,530330225004,457.5136964,58.97128805
616,530330225005,588.1047261,62.5514853
617,530330226031,143.3740192,42.46296126
618,530330226032,107.6494691,38.40181173
619,530330226033,167.1111173,44.63750247
620,530330226034,151.4554383,43.24103351
621,530330226035,171.7233626,45.02416078
622,530330226041,204.4151954,47.50047535
623,530330226042,320.521086,53.90090183
624,530330226043,184.9653535,46.07943407
625,530330226051,37.82374296,23.70045702
626,530330226052,86.33635764,35.28238348
627,530330226053,382.6719318,56.42554062
628,530330226061,282.2170547,52.08876545
629,530330226062,150.3894528,43.14079535
630,530330226063,125.1899489,40.5398329
631,530330226064,348.0844248,55.0759114
632,530330227011,362.8529992,55.66785625
633,530330227012,264.6858072,51.17592049
634,530330227021,403.3132223,57.17414115
635,530330227022,211.6328898,47.99381653
636,530330227023,221.973848,48.67220701
637,530330227031,53.99446281,28.67475006
638,530330227032,165.3461675,44.48672805
639,530330228011,24.14997202,17.49795406
640,530330228012,324.1392023,54.06076294
641,530330228013,152.4512977,43.33404625
642,530330228014,205.265121,47.55946195
643,530330228021,539.6462625,61.32521724
644,530330228022,126.4748531,40.68455878
645,530330228023,326.1184525,54.14746208
646,530330228031,636.8279901,63.68669484
647,530330228032,247.1213419,50.19882726
648,530330228033,719.4136007,65.42607846
649,530330229011,208.8888996,47.80826202
650,530330229012,38.95471626,24.11066742
651,530330229021,33.19784377,21.88803706
652,530330229022,45.36973008,26.23781253
653,530330229023,105.4447597,38.10894518
654,530330229024,42.11489756,25.19812269
655,530330229025,46.42229267,26.55846325
656,530330230001,1.429119006,0
657,530330230002,92.77800016,36.29900412
658,530330230003,287.4442004,52.35002364
659,530330230004,66.56856458,31.61632648
660,530330231001,126.2691638,40.66148919
661,530330231002,223.8957673,48.79481483
662,530330231003,5.070500867,0
663,530330232011,265.4652665,51.21777004
664,530330232012,241.6779096,49.88192984
665,530330232013,370.4562916,55.96330291
666,530330232021,410.6967424,57.43267166
667,530330232022,328.2894774,54.24196049
668,530330232023,180.6015222,45.74021212
669,530330233001,65.47461153,31.38314419
670,530330233002,162.7921211,44.26568671
671,530330233003,219.2307928,48.49537221
672,530330233004,236.1493984,49.55271879
673,530330234011,308.3618768,53.35016734
674,530330234012,425.9729977,57.95315391
675,530330234013,456.4048943,58.93669974
676,530330234031,16.85418304,12.6033975
677,530330234032,130.8859699,41.17053835
678,530330234033,52.30210914,28.22822716
679,530330234041,40.77643035,24.74760448
680,530330234042,58.75874162,29.86164976
681,530330235001,75.93561461,33.47098426
682,530330235002,151.2231677,43.21925218
683,530330235003,69.34220522,32.19102825
684,530330236011,248.0920871,50.25460937
685,530330236012,404.5210529,57.21675415
686,530330236013,157.3957916,43.78709872
687,530330236031,255.6230811,50.68011997
688,530330236032,198.0256418,47.04905242
689,530330236033,344.2231355,54.91701396
690,530330236034,331.92788,54.39894128
691,530330236041,209.1673464,47.82720144
692,530330236042,354.4187512,55.33280965
693,530330236043,205.9959764,47.60999079
694,530330236044,386.3804054,56.56295957
695,530330237001,131.2059816,41.20515962
696,530330237002,46.3383818,26.53316316
697,530330237003,40.80087635,24.7559615
698,530330238011,518.7000249,60.76073957
699,530330238012,126.7586525,40.71632795
700,530330238031,1040.403306,70.69034879
701,530330238032,1138.32333,71.97413993
702,530330238041,802.5398774,66.98609734
703,530330238042,1219.291523,72.95492946
704,530330238043,1221.582982,72.98172997
705,530330239001,130.6017626,41.13972017
706,530330239002,253.1247901,50.54036351
707,530330239003,214.6648301,48.19607843
708,530330239004,45.98162165,26.42509281
709,530330240001,185.7067947,46.13627777
710,530330240002,63.93779241,31.04899674
711,530330240003,563.7257599,61.94771761
712,530330240004,420.6249827,57.77308932
713,530330241001,38.5529786,23.96630005
714,530330241002,388.3629778,56.63588591
715,530330241003,159.6004212,43.98456321
716,530330241004,130.9966333,41.18252024
717,530330242001,32.93556836,21.77805255
718,530330242002,150.1462408,43.11782643
719,530330243001,66.13857545,31.52512534
720,530330243002,273.9919468,51.66774018
721,530330243003,31.06619757,20.96860629
722,530330243004,151.7153335,43.26536604
723,530330243005,18.62733222,13.95604423
724,530330244001,4.705856852,0
725,530330244002,50.33217702,27.69025411
726,530330245001,2.014737369,0
727,530330245002,51.16451968,27.92003663
728,530330245003,48.6530069,27.21512786
729,530330246011,3.450872223,0
730,530330246012,35.79874201,22.93519514
731,530330246013,5.647000065,0
732,530330246021,45.32097616,26.22278439
733,530330246022,28.57093384,19.81131306
734,530330246023,16.15401674,12.03189083
735,530330247011,164.7269022,44.43344666
736,530330247012,47.68153847,26.93285531
737,530330247013,98.05422585,37.08096337
738,530330247022,89.29315234,35.75802322
