"","survey_year","dest_purpose_simpler","mode_acc_1","count","prop","prop_se","est","est_se","moe"
"1","2023","Errands/Shopping","Bike/Micromobility",3,0.0126423141907566,0.0122210036566805,1009.29187990971,968.346965470324,0.0201035510152395
"2","2023","Errands/Shopping","Dropped off",1,0.000467883799030506,0.000476298561625905,37.3532339077658,37.3532339077627,0.000783511133874613
"3","2023","Errands/Shopping","Drove",6,0.012831727189769,0.0100298271764741,1024.41355771079,786.101676500149,0.0164990657053
"4","2023","Errands/Shopping","Other",6,0.0626071271100886,0.0316822123854142,4998.20397304222,2500.13059004537,0.0521172393740064
"5","2023","Errands/Shopping","Walked",215,0.911450947710355,0.0360452351677097,72765.1620248983,15084.2604389079,0.0592944118508825
"6","2023","Go Home","Bike/Micromobility",12,0.0282255237104679,0.0211097601235271,4453.58848691782,3386.37838575188,0.0347255554032021
"7","2023","Go Home","Dropped off",5,0.009573987523985,0.00921372913608994,1510.6398396038,1456.91746695243,0.015156584428868
"8","2023","Go Home","Drove",21,0.040614761352369,0.0162903285121563,6408.43498293504,2563.8460322138,0.0267975904024972
"9","2023","Go Home","Other",12,0.0884726863892128,0.0405768014796022,13959.7387652212,6821.71183530902,0.0667488384339456
"10","2023","Go Home","Walked",530,0.833113041023965,0.0465472450746168,131453.456306618,16451.3558437814,0.0765702181477446
"11","2023","School","Bike/Micromobility",2,0.0412012496892907,0.033637101559977,659.601927579296,514.744465343439,0.0553330320661621
"12","2023","School","Dropped off",2,0.025345282034516,0.0197353294795515,405.759461450342,294.063150439545,0.0324646169938622
"13","2023","School","Other",6,0.12767534731676,0.064833562091846,2043.98909813604,917.94213751765,0.106651209641087
"14","2023","School","Walked",36,0.805778120959433,0.0831154783224666,12899.9194391964,5132.55497902068,0.136724961840458
"15","2023","Social/Recreation","Bike/Micromobility",5,0.0604148789734954,0.0345938430026011,3375.95626766859,1922.5774919329,0.0569068717392789
"16","2023","Social/Recreation","Dropped off",2,0.00111512393580234,0.000826349517269612,62.3126240466485,44.3911977989912,0.00135934495590851
"17","2023","Social/Recreation","Drove",15,0.314756769255682,0.115162283732285,17588.4667157243,8726.81061116028,0.189441956739608
"18","2023","Social/Recreation","Other",4,0.0274850227739949,0.0198526299557616,1535.85071223248,1093.40714394344,0.0326575762772278
"19","2023","Social/Recreation","Walked",176,0.596228205061026,0.109287067253834,33316.9639670985,7191.9666428829,0.179777225632557
"20","2023","Work","Bike/Micromobility",8,0.101352637541503,0.0711184593485871,4540.03906111476,3489.0837198899,0.116989865628426
"21","2023","Work","Dropped off",1,0.00274121495756222,0.00276309890002091,122.791308486159,122.791308486174,0.0045452976905344
"22","2023","Work","Drove",14,0.0504120718516005,0.0217680694363508,2258.18272626866,967.211876523261,0.0358084742227971
"23","2023","Work","Other",1,0.00251975390499921,0.00254042349641538,112.871074997021,112.871074997,0.0041789966516033
"24","2023","Work","Walked",296,0.842974321744335,0.0708434946105534,37760.5994384589,5427.56936366661,0.11653754863436
