,c,d,skimid,t,tod_orig,tod_pulled,tripID
22432,0,48,svnt3,561,10to14,10to14,14304
22433,0,48,svnt3,543,10to14,10to14,14305
22434,0,218,svnt3,954,10to14,10to14,14306
22435,0,218,svnt3,958,10to14,10to14,14307
22436,0,206,svnt3,975,18to20,18to20,14308
22437,0,202,svnt3,1012,20to5,20to5,14309
22438,0,159,svnt1,654,9to10,9to10,14318
22439,0,840,svnt1,2010,9to10,9to10,14319
22440,0,964,svnt1,1877,10to14,10to14,14320
22441,0,58,svnt1,409,10to14,10to14,14321
22442,0,84,svnt1,529,15to16,15to16,14322
22443,0,71,svnt1,423,16to17,16to17,14323
22444,0,39,svnt1,344,16to17,16to17,14324
22445,0,740,svnt3,1771,6to7,6to7,14325
22446,0,156,svnt3,758,10to14,10to14,14326
22447,0,156,svnt3,713,10to14,10to14,14327
22448,0,741,svnt3,1966,15to16,15to16,14328
22449,0,118,svnt3,696,18to20,18to20,14329
22450,0,118,svnt3,726,18to20,18to20,14330
22451,0,373,svnt3,1106,9to10,9to10,14331
22452,0,373,svnt3,1191,18to20,18to20,14332
22453,0,804,svnt3,1885,16to17,16to17,14338
22454,-99,-99,svnt2,-99,7to8,7to8,14341
22455,-99,-99,svnt2,-99,17to18,17to18,14344
22456,0,151,svnt2,936,18to20,18to20,14345
22457,0,198,svnt2,927,18to20,18to20,14346
22458,0,78,svnt1,689,8to9,8to9,14350
22459,0,78,svnt1,700,15to16,15to16,14351
22460,0,934,svnt1,2538,9to10,9to10,14363
22461,0,493,svnt1,1932,10to14,10to14,14364
22462,0,1154,svnt1,2677,10to14,10to14,14365
22463,0,2317,svnt1,4740,17to18,17to18,14366
22464,0,210,svnt1,744,20to5,20to5,14367
22465,0,2145,svnt1,3276,20to5,20to5,14368
22466,0,685,svnt1,2196,8to9,8to9,14369
22467,0,465,svnt1,2248,17to18,17to18,14370
22468,0,273,svnt1,1264,18to20,18to20,14371
22469,0,1985,svnt2,3134,6to7,6to7,14372
22470,0,1759,svnt2,3856,15to16,15to16,14373
22471,0,1013,svnt2,2787,18to20,18to20,14374
22472,0,995,svnt2,2771,20to5,20to5,14375
22473,0,1096,svnt3,3124,7to8,7to8,14390
22474,0,1184,svnt3,3254,16to17,16to17,14392
22475,0,1854,svnt1,2961,6to7,6to7,14411
22476,0,1675,svnt1,3235,15to16,15to16,14412
22477,0,162,svnt3,1341,10to14,10to14,14457
22478,0,481,svnt3,1677,10to14,10to14,14458
22479,0,737,svnt3,2295,15to16,15to16,14459
22480,0,39,svnt3,750,16to17,16to17,14460
22481,0,3502,svnt2,5129,7to8,7to8,14468
22482,0,712,svnt2,2050,8to9,8to9,14469
22483,0,255,svnt2,947,10to14,10to14,14470
22484,0,330,svnt2,1247,10to14,10to14,14471
22485,0,3884,svnt2,6157,10to14,10to14,14472
22486,0,1933,svnt1,3070,7to8,7to8,14490
22487,0,1939,svnt1,3634,15to16,15to16,14491
22488,0,533,svnt1,2075,15to16,15to16,14492
22489,0,507,svnt1,1666,15to16,15to16,14493
22490,0,202,svnt1,1355,17to18,17to18,14494
22491,0,1207,svnt1,2963,10to14,10to14,14495
22492,0,1237,svnt1,3104,14to15,14to15,14496
22493,0,59,svnt2,620,18to20,18to20,14499
22494,0,755,svnt1,1734,6to7,6to7,14506
22495,0,775,svnt1,1751,20to5,20to5,14507
22496,0,249,svnt1,1021,10to14,10to14,14508
22497,0,263,svnt1,1035,14to15,14to15,14509
22498,0,285,svnt1,1071,17to18,17to18,14516
22499,0,282,svnt1,1079,18to20,18to20,14517
22500,0,471,svnt1,1518,9to10,9to10,14518
22501,0,176,svnt1,907,10to14,10to14,14519
22502,0,366,svnt1,1337,18to20,18to20,14520
22503,0,5095,svnt2,7792,20to5,20to5,14523
22504,0,20,svnt2,280,5to6,5to6,14524
22505,0,5127,svnt2,8603,14to15,14to15,14525
22506,0,75,svnt1,630,7to8,7to8,14535
22507,0,75,svnt1,647,9to10,9to10,14536
22508,0,961,svnt1,1807,8to9,8to9,14537
22509,0,929,svnt1,1815,18to20,18to20,14538
22510,0,46,svnt1,386,20to5,20to5,14539
22511,0,104,svnt1,501,10to14,10to14,14540
22512,0,104,svnt1,502,14to15,14to15,14541
22513,0,77,svnt1,480,17to18,17to18,14542
22514,0,77,svnt1,480,18to20,18to20,14543
22515,0,1049,svnt1,2444,9to10,9to10,14544
22516,0,465,svnt1,1472,10to14,10to14,14545
22517,0,222,svnt1,921,10to14,10to14,14546
22518,0,130,svnt1,685,10to14,10to14,14547
22519,0,130,svnt1,687,10to14,10to14,14548
22520,0,347,svnt1,1190,10to14,10to14,14549
22521,0,133,svnt1,530,9to10,9to10,14550
22522,0,133,svnt1,566,9to10,9to10,14551
22523,0,407,svnt1,1346,10to14,10to14,14554
22524,0,139,svnt1,626,14to15,14to15,14555
22525,0,494,svnt1,1540,14to15,14to15,14556
22526,0,144,svnt1,852,14to15,14to15,14567
22527,0,144,svnt1,881,15to16,15to16,14568
22528,0,456,svnt1,1586,6to7,6to7,14571
22529,0,458,svnt1,1387,8to9,8to9,14572
22530,0,76,svnt1,658,8to9,8to9,14573
22531,0,100,svnt1,784,9to10,9to10,14574
22532,-99,-99,svnt1,-99,9to10,9to10,14575
22533,-99,-99,svnt1,-99,10to14,10to14,14576
22534,-99,-99,svnt1,-99,10to14,10to14,14577
22535,-99,-99,svnt1,-99,10to14,10to14,14578
22536,-99,-99,svnt1,-99,10to14,10to14,14579
22537,-99,-99,svnt1,-99,14to15,14to15,14580
22538,0,1391,svnt1,2554,7to8,7to8,14605
22539,0,1230,svnt1,2675,16to17,16to17,14606
22540,0,71,svnt1,1146,17to18,17to18,14607
22541,0,71,svnt1,1164,18to20,18to20,14608
22542,0,197,svnt3,758,17to18,17to18,14611
22543,0,529,svnt3,1791,18to20,18to20,14612
22544,0,244,svnt3,830,18to20,18to20,14613
22545,0,605,svnt3,1667,20to5,20to5,14614
22546,0,389,svnt3,1223,20to5,20to5,14615
22547,0,389,svnt3,1332,6to7,6to7,14616
22548,0,441,svnt3,1222,9to10,9to10,14617
22549,0,466,svnt3,1290,10to14,10to14,14618
22550,0,1644,svnt1,3023,10to14,10to14,14620
22551,0,107,svnt1,496,10to14,10to14,14621
22552,0,523,svnt1,1649,9to10,9to10,14622
22553,0,467,svnt1,1896,10to14,10to14,14623
22554,0,42,svnt1,571,10to14,10to14,14624
22555,0,165,svnt1,898,10to14,10to14,14625
22556,0,1383,svnt3,3399,7to8,7to8,14637
22557,0,1543,svnt3,4341,17to18,17to18,14638
22558,0,700,svnt1,2260,7to8,7to8,14661
22559,0,698,svnt1,2053,10to14,10to14,14662
22560,0,118,svnt1,660,10to14,10to14,14663
22561,0,401,svnt1,1469,15to16,15to16,14664
22562,0,406,svnt1,1538,15to16,15to16,14665
22563,0,341,svnt1,1147,7to8,7to8,14680
22564,0,338,svnt1,1162,16to17,16to17,14681
22565,0,43,svnt1,572,17to18,17to18,14682
22566,0,285,svnt1,1065,16to17,16to17,14683
22567,0,282,svnt1,1104,16to17,16to17,14684
22568,0,269,svnt1,1048,18to20,18to20,14685
22569,0,269,svnt1,1041,20to5,20to5,14686
22570,0,651,svnt3,1767,7to8,7to8,14687
22571,0,714,svnt3,2032,16to17,16to17,14688
22572,0,694,svnt3,2119,8to9,8to9,14693
22573,0,308,svnt3,1272,9to10,9to10,14694
22574,0,579,svnt3,2168,18to20,18to20,14695
22575,0,389,svnt3,1396,18to20,18to20,14696
22576,0,85,svnt3,566,20to5,20to5,14697
22577,0,69,svnt1,413,14to15,14to15,14700
22578,0,302,svnt1,1103,14to15,14to15,14701
22579,0,202,svnt1,910,15to16,15to16,14702
22580,0,258,svnt1,914,16to17,16to17,14703
22581,0,451,svnt2,1362,18to20,18to20,14706
22582,0,331,svnt2,1103,7to8,7to8,14709
22583,0,126,svnt2,636,16to17,16to17,14710
22584,0,458,svnt2,1563,17to18,17to18,14711
22585,0,53,svnt1,1068,15to16,15to16,14716
22586,0,133,svnt1,1149,15to16,15to16,14717
22587,0,441,svnt1,1840,17to18,17to18,14739
22588,0,411,svnt1,1534,20to5,20to5,14742
22589,0,591,svnt1,1610,9to10,9to10,14743
22590,0,585,svnt1,1695,10to14,10to14,14744
22591,0,37,svnt3,934,10to14,10to14,14745
22592,0,37,svnt3,934,10to14,10to14,14746
22593,0,49,svnt1,922,10to14,10to14,14760
22594,0,49,svnt1,900,10to14,10to14,14761
22595,0,3869,svnt1,5749,10to14,10to14,14762
22596,0,3853,svnt1,5074,18to20,18to20,14763
22597,0,469,svnt1,1664,10to14,10to14,14775
22598,0,557,svnt1,1916,10to14,10to14,14777
22599,0,121,svnt1,809,15to16,15to16,14778
22600,0,420,svnt1,1644,8to9,8to9,14794
22601,0,108,svnt1,932,8to9,8to9,14795
22602,0,316,svnt1,1595,8to9,8to9,14796
22603,0,326,svnt1,1560,15to16,15to16,14799
22604,0,420,svnt1,1748,16to17,16to17,14800
22605,0,147,svnt1,1146,10to14,10to14,14803
22606,0,82,svnt1,1247,10to14,10to14,14804
22607,0,145,svnt1,1404,10to14,10to14,14805
22608,0,1575,svnt1,2830,16to17,16to17,14822
22609,0,1103,svnt1,1729,20to5,20to5,14823
22610,0,478,svnt1,1323,20to5,20to5,14824
22611,0,33,svnt1,921,20to5,20to5,14825
22612,0,231,svnt1,1499,16to17,16to17,14826
22613,0,1078,svnt3,2155,8to9,8to9,14834
22614,0,1010,svnt3,2488,17to18,17to18,14835
22615,0,373,svnt1,1588,10to14,10to14,14838
22616,0,158,svnt1,883,15to16,15to16,14839
22617,0,376,svnt1,1550,15to16,15to16,14840
22618,0,573,svnt1,1850,7to8,7to8,14841
22619,0,603,svnt1,1842,16to17,16to17,14842
22620,0,860,svnt3,2157,7to8,7to8,14853
22621,0,103,svnt3,803,16to17,16to17,14854
22622,0,1460,svnt3,3310,16to17,16to17,14855
22623,0,112,svnt3,713,17to18,17to18,14856
22624,0,419,svnt1,1386,9to10,9to10,14861
22625,0,423,svnt1,1379,10to14,10to14,14862
22626,0,1176,svnt1,2669,9to10,9to10,14888
22627,0,1295,svnt1,2924,16to17,16to17,14889
22628,0,1376,svnt1,3385,14to15,14to15,14896
22629,0,1343,svnt1,3255,15to16,15to16,14897
22630,0,187,svnt1,980,16to17,16to17,14898
22631,0,89,svnt1,891,7to8,7to8,14899
22632,0,89,svnt1,894,18to20,18to20,14900
22633,0,448,svnt1,1803,6to7,6to7,14901
22634,0,308,svnt1,1443,15to16,15to16,14902
22635,0,194,svnt1,1124,16to17,16to17,14903
22636,0,111,svnt1,967,16to17,16to17,14904
22637,0,111,svnt1,956,17to18,17to18,14905
22638,-99,-99,svnt1,-99,7to8,7to8,14906
22639,-99,-99,svnt1,-99,17to18,17to18,14909
22640,0,234,svnt3,1350,18to20,18to20,14910
22641,0,235,svnt3,1364,20to5,20to5,14911
22642,0,129,svnt3,917,15to16,15to16,14912
22643,0,136,svnt3,895,15to16,15to16,14913
22644,0,153,svnt1,642,8to9,8to9,14914
22645,0,153,svnt1,626,15to16,15to16,14915
22646,0,83,svnt1,872,18to20,18to20,14921
22647,0,83,svnt1,901,20to5,20to5,14922
22648,0,132,svnt3,638,14to15,14to15,14923
22649,0,1268,svnt3,2646,7to8,7to8,14925
22650,0,1297,svnt3,2954,17to18,17to18,14926
22651,0,233,svnt3,919,18to20,18to20,14927
22652,0,233,svnt3,897,20to5,20to5,14928
22653,0,228,svnt3,981,7to8,7to8,14929
22654,0,504,svnt3,1458,18to20,18to20,14931
22655,0,430,svnt3,1379,20to5,20to5,14932
22656,0,337,svnt3,1323,9to10,9to10,14936
22657,0,28,svnt3,513,10to14,10to14,14937
22658,0,544,svnt3,1804,10to14,10to14,14938
22659,0,430,svnt3,1450,10to14,10to14,14939
22660,0,1966,svnt3,3308,9to10,9to10,14947
22661,0,1965,svnt3,3284,10to14,10to14,14948
22662,-99,-99,svnt3,-99,8to9,8to9,14955
22663,-99,-99,svnt3,-99,17to18,17to18,14958
22664,0,68,svnt3,685,7to8,7to8,14959
22665,0,336,svnt3,1331,8to9,8to9,14960
22666,0,417,svnt3,1444,10to14,10to14,14961
22667,0,411,svnt3,1457,10to14,10to14,14962
22668,0,417,svnt3,1622,17to18,17to18,14963
22669,0,249,svnt3,1492,10to14,10to14,14964
22670,0,214,svnt3,1330,10to14,10to14,14965
22671,0,128,svnt3,870,18to20,18to20,14966
22672,0,126,svnt3,890,18to20,18to20,14967
22673,0,1209,svnt3,3046,8to9,8to9,14968
22674,0,222,svnt3,959,17to18,17to18,14969
22675,0,1044,svnt3,3022,18to20,18to20,14970
22676,0,242,svnt1,954,8to9,8to9,14973
22677,0,52,svnt1,546,8to9,8to9,14974
22678,0,658,svnt1,2319,9to10,9to10,14975
22679,0,778,svnt1,2528,16to17,16to17,14976
22680,0,242,svnt1,1109,17to18,17to18,14977
22681,0,113,svnt3,609,15to16,15to16,14978
22682,0,113,svnt3,649,17to18,17to18,14982
22683,0,122,svnt3,713,10to14,10to14,14983
22684,0,118,svnt3,675,14to15,14to15,14984
22685,0,306,svnt3,1024,5to6,5to6,14985
22686,0,321,svnt3,1089,7to8,7to8,14988
22687,0,64,svnt3,421,10to14,10to14,14989
22688,0,64,svnt3,419,10to14,10to14,14990
22689,0,147,svnt3,736,10to14,10to14,14991
22690,0,119,svnt3,744,10to14,10to14,14992
22691,0,149,svnt3,735,10to14,10to14,14993
22692,0,355,svnt3,1374,16to17,16to17,14994
22693,0,366,svnt3,1405,17to18,17to18,14997
22694,-99,-99,svnt-2147483648,-99,8to9,8to9,15014
22695,-99,-99,svnt-2147483648,-99,9to10,9to10,15015
22696,0,174,svnt1,889,14to15,14to15,15018
22697,0,173,svnt1,916,18to20,18to20,15019
22698,0,765,svnt2,1993,9to10,9to10,15020
22699,0,767,svnt2,1954,10to14,10to14,15021
22700,0,30,svnt1,516,7to8,7to8,15029
22701,0,166,svnt1,887,9to10,9to10,15031
22702,0,169,svnt1,958,10to14,10to14,15032
22703,0,39,svnt1,544,10to14,10to14,15033
22704,0,131,svnt1,843,10to14,10to14,15034
22705,0,196,svnt1,1000,10to14,10to14,15035
22706,0,88,svnt1,761,14to15,14to15,15036
22707,0,24,svnt3,688,10to14,10to14,15059
22708,0,24,svnt3,688,10to14,10to14,15062
22709,0,194,svnt3,1204,10to14,10to14,15063
22710,0,135,svnt3,974,10to14,10to14,15064
22711,0,89,svnt3,653,10to14,10to14,15065
22712,0,235,svnt3,1113,10to14,10to14,15066
22713,0,668,svnt3,2414,15to16,15to16,15069
22714,0,56,svnt3,608,17to18,17to18,15070
22715,0,634,svnt3,2292,17to18,17to18,15071
22716,0,975,svnt3,2275,9to10,9to10,15072
22717,0,417,svnt3,1265,10to14,10to14,15073
22718,0,1335,svnt3,2545,18to20,18to20,15074
22719,0,108,svnt3,743,20to5,20to5,15075
22720,0,59,svnt3,601,6to7,6to7,15076
22721,0,59,svnt3,617,7to8,7to8,15077
22722,0,179,svnt3,1204,18to20,18to20,15084
22723,0,213,svnt3,1316,20to5,20to5,15085
22724,0,2153,svnt2,3657,8to9,8to9,15105
22725,0,1987,svnt2,3686,18to20,18to20,15106
22726,0,532,svnt3,1331,8to9,8to9,15107
22727,0,438,svnt3,1134,10to14,10to14,15108
22728,0,395,svnt1,1228,6to7,6to7,15122
22729,0,366,svnt1,1350,15to16,15to16,15123
22730,0,936,svnt1,1775,7to8,7to8,15124
22731,0,1105,svnt1,2255,16to17,16to17,15125
22732,0,1826,svnt1,2622,18to20,18to20,15126
22733,0,187,svnt1,752,10to14,10to14,15127
22734,0,187,svnt1,737,10to14,10to14,15128
22735,0,49,svnt3,398,10to14,10to14,15129
22736,0,67,svnt3,406,10to14,10to14,15130
22737,0,53,svnt3,414,10to14,10to14,15131
22738,0,67,svnt3,415,18to20,18to20,15132
22739,0,104,svnt3,577,10to14,10to14,15137
22740,0,91,svnt3,574,18to20,18to20,15138
22741,0,49,svnt3,398,18to20,18to20,15139
22742,0,1400,svnt1,2639,10to14,10to14,15144
22743,0,1357,svnt1,2659,15to16,15to16,15145
22744,0,53,svnt1,414,16to17,16to17,15148
22745,0,131,svnt1,637,16to17,16to17,15149
22746,0,131,svnt1,617,18to20,18to20,15150
22747,0,67,svnt1,415,18to20,18to20,15151
22748,0,104,svnt1,574,20to5,20to5,15152
22749,0,3925,svnt1,7672,16to17,16to17,15154
22750,0,272,svnt1,913,20to5,20to5,15155
22751,0,662,svnt1,1613,10to14,10to14,15156
22752,0,662,svnt1,1658,18to20,18to20,15157
22753,-99,-99,svnt-2147483648,-99,9to10,9to10,15158
22754,-99,-99,svnt-2147483648,-99,10to14,10to14,15159
22755,-99,-99,svnt-2147483648,-99,10to14,10to14,15160
22756,-99,-99,svnt-2147483648,-99,10to14,10to14,15161
22757,-99,-99,svnt-2147483648,-99,10to14,10to14,15162
22758,0,263,svnt3,967,10to14,10to14,15169
22759,0,262,svnt3,1206,14to15,14to15,15170
22760,0,18,svnt3,475,8to9,8to9,15171
22761,0,18,svnt3,475,9to10,9to10,15172
22762,0,541,svnt3,1903,15to16,15to16,15173
22763,0,520,svnt3,1543,20to5,20to5,15174
22764,0,205,svnt1,993,10to14,10to14,15175
22765,0,205,svnt1,1018,10to14,10to14,15176
22766,0,1502,svnt1,2823,6to7,6to7,15179
22767,0,289,svnt1,890,7to8,7to8,15180
22768,0,1653,svnt1,3935,15to16,15to16,15181
22769,0,1092,svnt3,2647,9to10,9to10,15183
22770,0,1108,svnt3,2951,10to14,10to14,15184
22771,0,124,svnt3,961,10to14,10to14,15185
22772,0,139,svnt3,1112,8to9,8to9,15190
22773,0,501,svnt3,1793,17to18,17to18,15191
22774,0,127,svnt2,824,10to14,10to14,15202
22775,0,162,svnt2,953,10to14,10to14,15203
22776,0,45,svnt2,528,10to14,10to14,15204
22777,0,200,svnt2,1116,17to18,17to18,15205
22778,0,218,svnt2,1066,17to18,17to18,15206
22779,0,257,svnt2,1070,14to15,14to15,15207
22780,0,260,svnt2,1121,15to16,15to16,15208
22781,0,69,svnt2,431,10to14,10to14,15209
22782,0,69,svnt2,405,10to14,10to14,15210
22783,0,199,svnt3,808,15to16,15to16,15215
22784,0,1033,svnt3,1829,8to9,8to9,15221
22785,0,64,svnt3,422,10to14,10to14,15222
22786,0,614,svnt3,1476,10to14,10to14,15223
22787,0,561,svnt3,1532,10to14,10to14,15224
22788,0,930,svnt3,1821,16to17,16to17,15225
22789,0,754,svnt2,2451,8to9,8to9,15244
22790,0,710,svnt2,2826,17to18,17to18,15245
22791,0,1324,svnt1,2753,9to10,9to10,15257
22792,0,905,svnt1,1953,20to5,20to5,15258
22793,0,376,svnt1,1236,20to5,20to5,15259
22794,0,1032,svnt1,1961,9to10,9to10,15270
22795,0,1097,svnt1,2073,10to14,10to14,15271
22796,0,479,svnt1,1470,16to17,16to17,15272
22797,0,395,svnt1,1434,16to17,16to17,15273
22798,0,210,svnt1,825,18to20,18to20,15274
22799,0,1374,svnt1,2937,18to20,18to20,15275
22800,0,1372,svnt1,2550,20to5,20to5,15276
22801,0,1468,svnt2,2918,7to8,7to8,15282
22802,0,1392,svnt2,2903,16to17,16to17,15283
22803,0,114,svnt2,1091,16to17,16to17,15303
22804,0,1610,svnt3,4370,17to18,17to18,15309
22805,0,1618,svnt3,2896,18to20,18to20,15310
22806,0,173,svnt3,902,7to8,7to8,15328
22807,0,173,svnt3,889,10to14,10to14,15329
22808,0,173,svnt3,909,10to14,10to14,15330
22809,0,183,svnt3,908,6to7,6to7,15333
22810,0,183,svnt3,875,8to9,8to9,15334
22811,0,238,svnt3,1139,16to17,16to17,15335
22812,0,155,svnt3,844,16to17,16to17,15336
22813,0,300,svnt3,1005,16to17,16to17,15337
22814,0,275,svnt3,1070,17to18,17to18,15338
22815,-99,-99,svnt-2147483648,-99,8to9,8to9,15340
22816,-99,-99,svnt-2147483648,-99,17to18,17to18,15342
22817,-99,-99,svnt-2147483648,-99,6to7,6to7,15344
22818,-99,-99,svnt-2147483648,-99,17to18,17to18,15345
22819,0,474,svnt3,1434,8to9,8to9,15348
22820,0,496,svnt3,1595,18to20,18to20,15349
22821,0,1147,svnt1,2670,14to15,14to15,15350
22822,0,347,svnt1,1257,18to20,18to20,15352
22823,0,712,svnt1,1679,18to20,18to20,15353
22824,0,69,svnt3,640,9to10,9to10,15370
22825,0,590,svnt3,2044,9to10,9to10,15371
22826,0,151,svnt3,1146,10to14,10to14,15372
22827,0,23,svnt3,676,10to14,10to14,15373
22828,0,73,svnt3,789,10to14,10to14,15374
22829,0,550,svnt3,2098,15to16,15to16,15375
22830,0,1334,svnt2,2161,7to8,7to8,15383
22831,0,64,svnt2,457,16to17,16to17,15384
22832,0,1254,svnt2,2273,16to17,16to17,15385
22833,0,194,svnt1,690,7to8,7to8,15403
22834,0,194,svnt1,737,17to18,17to18,15404
22835,0,2192,svnt1,4142,7to8,7to8,15405
22836,400,2183,svnt1,4227,17to18,17to18,15406
22837,0,3355,svnt3,5307,17to18,17to18,15413
22838,0,3192,svnt3,5061,20to5,20to5,15414
22839,0,26,svnt3,323,10to14,10to14,15418
22840,0,38,svnt3,356,10to14,10to14,15419
22841,0,47,svnt3,403,10to14,10to14,15420
22842,0,310,svnt3,905,8to9,8to9,15421
22843,0,192,svnt3,826,14to15,14to15,15422
22844,0,165,svnt3,845,15to16,15to16,15423
22845,0,302,svnt3,969,17to18,17to18,15424
22846,0,268,svnt3,1285,10to14,10to14,15428
22847,0,269,svnt3,1276,14to15,14to15,15429
22848,0,250,svnt3,1173,10to14,10to14,15432
22849,0,258,svnt3,1168,10to14,10to14,15433
22850,0,964,svnt1,2973,10to14,10to14,15446
22851,0,52,svnt1,612,15to16,15to16,15447
22852,0,650,svnt1,1895,15to16,15to16,15448
22853,0,325,svnt1,1141,16to17,16to17,15449
22854,0,103,svnt1,735,16to17,16to17,15450
22855,0,1551,svnt3,3194,7to8,7to8,15453
22856,0,1593,svnt3,3552,15to16,15to16,15454
22857,0,235,svnt3,1283,8to9,8to9,15458
22858,0,240,svnt3,1286,17to18,17to18,15459
22859,0,374,svnt2,1553,10to14,10to14,15465
22860,0,249,svnt2,1162,18to20,18to20,15466
22861,0,128,svnt2,788,18to20,18to20,15467
22862,0,268,svnt3,1251,7to8,7to8,15483
22863,0,200,svnt3,1134,10to14,10to14,15484
22864,0,185,svnt3,1039,10to14,10to14,15485
22865,0,267,svnt3,1259,17to18,17to18,15486
22866,0,302,svnt1,919,18to20,18to20,15493
22867,0,1409,svnt1,2607,20to5,20to5,15494
22868,-99,-99,svnt-2147483648,-99,9to10,9to10,15504
22869,-99,-99,svnt-2147483648,-99,10to14,10to14,15505
22870,-99,-99,svnt-2147483648,-99,10to14,10to14,15506
22871,-99,-99,svnt-2147483648,-99,15to16,15to16,15507
22872,-99,-99,svnt-2147483648,-99,16to17,16to17,15508
22873,-99,-99,svnt-2147483648,-99,10to14,10to14,15509
22874,-99,-99,svnt-2147483648,-99,10to14,10to14,15510
22875,-99,-99,svnt-2147483648,-99,15to16,15to16,15511
22876,-99,-99,svnt-2147483648,-99,20to5,20to5,15512
22877,0,1501,svnt2,3807,14to15,14to15,15513
22878,0,1404,svnt2,3348,16to17,16to17,15515
22879,-99,-99,svnt3,-99,8to9,8to9,15527
22880,0,1601,svnt3,2964,20to5,20to5,15532
22881,0,2485,svnt3,4407,16to17,16to17,15533
22882,0,471,svnt2,1609,9to10,9to10,15535
22883,0,466,svnt2,1545,10to14,10to14,15536
22884,0,1101,svnt3,2613,10to14,10to14,15537
22885,0,42,svnt3,371,10to14,10to14,15538
22886,0,667,svnt3,1587,10to14,10to14,15539
22887,0,913,svnt3,1984,10to14,10to14,15540
22888,0,423,svnt3,1107,18to20,18to20,15541
22889,0,448,svnt3,981,20to5,20to5,15542
22890,0,64,svnt3,459,8to9,8to9,15543
22891,0,64,svnt3,459,16to17,16to17,15544
22892,0,636,svnt3,1678,7to8,7to8,15545
22893,0,584,svnt3,1733,16to17,16to17,15546
22894,0,55,svnt3,416,18to20,18to20,15547
22895,0,1455,svnt3,3461,7to8,7to8,15548
22896,0,1023,svnt3,2405,16to17,16to17,15549
22897,0,640,svnt3,2208,16to17,16to17,15550
22898,0,55,svnt3,416,17to18,17to18,15551
22899,0,670,svnt3,1969,10to14,10to14,15554
22900,0,179,svnt3,840,14to15,14to15,15555
22901,0,512,svnt3,1690,15to16,15to16,15556
22902,0,101,svnt3,529,6to7,6to7,15557
22903,0,101,svnt3,555,10to14,10to14,15558
22904,0,1456,svnt3,3149,10to14,10to14,15561
22905,0,1568,svnt3,2871,16to17,16to17,15562
22906,0,263,svnt3,842,16to17,16to17,15563
22907,148,7288,svnt3,9545,7to8,7to8,15566
22908,1185,3876,svnt3,8953,17to18,17to18,15567
22909,0,47,svnt3,374,10to14,10to14,15568
22910,0,33,svnt3,332,10to14,10to14,15569
22911,0,47,svnt3,359,10to14,10to14,15570
22912,0,682,svnt3,1958,16to17,16to17,15584
22913,0,677,svnt3,1871,18to20,18to20,15585
22914,0,742,svnt3,1795,8to9,8to9,15586
22915,0,707,svnt3,1817,18to20,18to20,15587
22916,0,713,svnt1,2295,7to8,7to8,15607
22917,0,714,svnt1,2029,8to9,8to9,15608
22918,0,163,svnt1,671,8to9,8to9,15613
22919,0,164,svnt1,764,17to18,17to18,15614
22920,0,70,svnt1,416,7to8,7to8,15617
22921,0,704,svnt1,1462,7to8,7to8,15618
22922,0,488,svnt1,1329,8to9,8to9,15619
22923,0,1766,svnt1,3922,10to14,10to14,15620
22924,0,467,svnt1,1738,10to14,10to14,15621
22925,0,169,svnt1,919,15to16,15to16,15622
22926,0,1820,svnt1,4790,15to16,15to16,15623
22927,0,356,svnt1,983,7to8,7to8,15629
22928,0,400,svnt1,1313,10to14,10to14,15630
22929,0,519,svnt1,1491,10to14,10to14,15631
22930,0,1380,svnt1,3539,7to8,7to8,15654
22931,0,563,svnt1,1770,15to16,15to16,15655
22932,0,550,svnt1,1684,20to5,20to5,15656
22933,0,571,svnt1,1696,20to5,20to5,15657
22934,0,455,svnt1,1124,9to10,9to10,15658
22935,0,55,svnt1,385,10to14,10to14,15659
22936,0,55,svnt1,388,10to14,10to14,15660
22937,0,395,svnt1,1097,10to14,10to14,15661
22938,-99,-99,svnt-2147483648,-99,9to10,9to10,15662
22939,-99,-99,svnt-2147483648,-99,10to14,10to14,15663
22940,-99,-99,svnt-2147483648,-99,10to14,10to14,15664
22941,0,812,svnt1,2026,10to14,10to14,15665
22942,0,154,svnt1,829,10to14,10to14,15666
22943,0,781,svnt1,2173,14to15,14to15,15667
22944,0,1255,svnt3,2262,8to9,8to9,15668
22945,0,1082,svnt3,2567,17to18,17to18,15669
22946,0,158,svnt3,813,18to20,18to20,15670
22947,0,74,svnt3,492,18to20,18to20,15671
22948,0,3053,svnt3,4741,6to7,6to7,15672
22949,0,3000,svnt3,5151,18to20,18to20,15673
22950,0,2383,svnt3,4266,9to10,9to10,15674
22951,0,2136,svnt3,3996,18to20,18to20,15675
22952,0,440,svnt3,1190,20to5,20to5,15676
22953,0,77,svnt3,509,5to6,5to6,15677
22954,0,4055,svnt3,5575,5to6,5to6,15678
22955,0,4358,svnt3,5911,18to20,18to20,15679
22956,0,1659,svnt3,3217,7to8,7to8,15680
22957,0,139,svnt3,857,10to14,10to14,15681
22958,0,1286,svnt3,3141,15to16,15to16,15682
22959,0,275,svnt3,935,16to17,16to17,15683
22960,0,577,svnt3,1790,16to17,16to17,15684
22961,-99,-99,svnt3,-99,8to9,8to9,15689
22962,-99,-99,svnt3,-99,17to18,17to18,15692
22963,0,607,svnt3,1801,18to20,18to20,15707
22964,0,1096,svnt3,2835,7to8,7to8,15710
22965,0,256,svnt3,882,16to17,16to17,15711
