hhno,pno,pptyp,pagey,pgend,pwtyp,pwpcl,pwtaz,pwautime,pwaudist,pstyp,pspcl,pstaz,psautime,psaudist,puwmode,puwarrp,puwdepp,ptpass,ppaidprk,pdiary,pproxy,psexpfac
17119458,2,5.0,21,1,0,-1,-1,-1,-1,2.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,100.070864000257
17119477,1,7.0,21,2,1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,557.353518398291
17119477,2,2.0,21,1,2,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,557.353518398291
17119477,3,7.0,8,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,557.353518398291
17119477,4,7.0,8,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,557.353518398291
17119477,5,6.0,17,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,557.353518398291
17119477,6,6.0,17,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,557.353518398291
17119504,1,1.0,70,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,3032.66482896158
17119530,1,1.0,50,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,23.5257136613912
17119530,2,1.0,60,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,23.5257136613912
17119530,3,7.0,14,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,23.5257136613912
17119534,1,1.0,40,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,510.349500063631
17119534,2,1.0,40,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,510.349500063631
17119534,3,7.0,8,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,510.349500063631
17119534,4,8.0,2,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,510.349500063631
17119539,1,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,63.0311296541542
17119542,1,1.0,60,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,8.8359763985925
17119547,1,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,2.65000000013213
17119547,2,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,2.65000000013213
17119555,1,3.0,70,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,71.5725326066896
17119582,1,2.0,21,9,2,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,24.799462460098
17119582,2,4.0,30,9,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,24.799462460098
17119597,1,1.0,40,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,7.94382016391046
17119597,2,4.0,40,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,7.94382016391046
17119597,3,7.0,2,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,7.94382016391046
