,hhno,pno,day,tour,half,tseg,tsvid,opurp,dpurp,oadtyp,dadtyp,opcl,otaz,dpcl,dtaz,mode,pathtype,dorp,deptm,arrtm,endacttm,travtime,travcost,travdist
8554,17126594,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,220,235,490,12,0,7.56
8555,17126594,2,1,-1,-1,-1,2,1,9,-1,-1,-1,-1,-1,-1,3,0,1,725,750,15,16,0,8.43
8556,17126594,2,1,-1,-1,-1,3,9,0,-1,-1,-1,-1,-1,-1,3,0,1,765,780,180,11,0,3.17
8557,17126594,2,1,-1,-1,-1,4,0,8,-1,-1,-1,-1,-1,-1,1,0,3,960,990,0,6,0,1.53
8558,17126594,2,1,-1,-1,-1,5,8,0,-1,-1,-1,-1,-1,-1,1,0,3,990,1000,440,9,0,1.53
8559,17126615,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,6,3,3,600,630,165,13,0,5.69
8560,17126615,1,1,-1,-1,-1,2,4,0,-1,-1,-1,-1,-1,-1,6,3,3,795,815,625,13,0,5.46
8561,17126643,1,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,4,0,1,300,320,70,14,0,4.58
8562,17126643,1,1,-1,-1,-1,2,9,1,-1,-1,-1,-1,-1,-1,4,0,1,390,420,25,18,0,6.23
8563,17126643,1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,4,0,1,445,495,285,29,0,21.84
8564,17126643,1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,-1,4,0,1,780,820,45,30,0,21.25
8565,17126643,1,1,-1,-1,-1,5,1,0,-1,-1,-1,-1,-1,-1,4,0,1,865,915,525,9,0,1.45
8566,17126643,2,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,4,0,3,300,320,70,14,0,4.58
8567,17126643,2,1,-1,-1,-1,2,9,1,-1,-1,-1,-1,-1,-1,4,0,3,390,420,25,18,0,6.23
8568,17126643,2,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,4,0,3,445,495,285,29,0,21.84
8569,17126643,2,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,-1,4,0,3,780,820,45,30,0,21.25
8570,17126643,2,1,-1,-1,-1,5,1,0,-1,-1,-1,-1,-1,-1,4,0,3,865,915,525,9,0,1.45
8571,17126660,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,630,665,470,24,0,16.78
8572,17126660,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,1135,1180,260,24,0,17.81
8573,17126660,2,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,6,2,3,300,325,410,15,0,4.43
8574,17126660,2,1,-1,-1,-1,2,4,0,-1,-1,-1,-1,-1,-1,6,2,3,735,765,675,16,0,4.48
8575,17126660,3,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,2,3,295,330,395,20,0,11.2
8576,17126660,3,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,2,3,725,770,670,20,0,11.61
8577,17126660,4,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,6,2,3,300,335,60,15,0,4.43
8578,17126660,4,1,-1,-1,-1,2,4,0,-1,-1,-1,-1,-1,-1,6,2,3,395,425,1015,15,0,4.48
8579,17126667,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,320,350,460,8,0,2.93
8580,17126667,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,1,3,810,850,590,7,0,2.69
8581,17126667,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,240,315,525,50,0,38.29
8582,17126667,2,1,-1,-1,-1,2,1,8,-1,-1,-1,-1,-1,-1,3,0,1,840,930,75,48,0,40.87
8583,17126667,2,1,-1,-1,-1,3,8,0,-1,-1,-1,-1,-1,-1,3,0,1,1005,1020,420,15,0,5.02
8584,17126674,1,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,2,0,3,480,500,10,14,0,4.42
8585,17126674,1,1,-1,-1,-1,2,8,5,-1,-1,-1,-1,-1,-1,2,0,3,510,525,30,12,0,3.77
8586,17126674,1,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,2,0,3,555,565,425,4,0,0.91
8587,17126674,1,1,-1,-1,-1,4,0,4,-1,-1,-1,-1,-1,-1,3,0,1,990,1020,15,19,0,8.31
8588,17126674,1,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,3,0,1,1035,1055,385,19,0,7.9
8589,17126674,2,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,6,1,3,500,535,80,9,0,3.04
8590,17126674,2,1,-1,-1,-1,2,2,6,-1,-1,-1,-1,-1,-1,1,0,3,615,620,5,1,0,0.13
8591,17126674,2,1,-1,-1,-1,3,6,2,-1,-1,-1,-1,-1,-1,1,0,3,625,630,210,2,0,0.28
8592,17126674,2,1,-1,-1,-1,4,2,6,-1,-1,-1,-1,-1,-1,1,0,3,840,850,40,1,0,0.21
8593,17126674,2,1,-1,-1,-1,5,6,2,-1,-1,-1,-1,-1,-1,1,0,3,890,900,215,1,0,0.15
8594,17126674,2,1,-1,-1,-1,6,2,0,-1,-1,-1,-1,-1,-1,4,0,2,1115,1140,300,8,0,3.13
8595,17126682,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,360,445,65,19,0,12.14
8596,17126682,1,1,-1,-1,-1,2,1,9,-1,-1,-1,-1,-1,-1,6,1,3,510,570,0,21,0,12.5
8597,17126682,1,1,-1,-1,-1,3,9,9,-1,-1,-1,-1,-1,-1,1,0,3,570,600,120,4,0,0.39
8598,17126682,1,1,-1,-1,-1,4,9,0,-1,-1,-1,-1,-1,-1,6,1,3,720,760,680,9,0,1.32
8599,17126699,1,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,1,0,3,640,655,65,3,0,0.47
8600,17126699,1,1,-1,-1,-1,2,9,5,-1,-1,-1,-1,-1,-1,1,0,3,720,725,10,2,0,0.21
8601,17126699,1,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,1,0,3,735,745,170,2,0,0.28
8602,17126699,1,1,-1,-1,-1,4,0,4,-1,-1,-1,-1,-1,-1,1,0,3,915,920,0,2,0,0.29
8603,17126699,1,1,-1,-1,-1,5,4,7,-1,-1,-1,-1,-1,-1,1,0,3,920,950,25,8,0,1.26
8604,17126699,1,1,-1,-1,-1,6,7,6,-1,-1,-1,-1,-1,-1,1,0,3,975,990,45,4,0,0.64
8605,17126699,1,1,-1,-1,-1,7,6,8,-1,-1,-1,-1,-1,-1,1,0,3,1035,1045,290,3,0,0.44
8606,17126699,1,1,-1,-1,-1,8,8,0,-1,-1,-1,-1,-1,-1,1,0,3,1335,1360,80,5,0,0.75
8607,17126704,1,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,4,0,1,240,245,0,2,0,0.66
8608,17126704,1,1,-1,-1,-1,2,3,0,-1,-1,-1,-1,-1,-1,3,0,1,245,250,45,2,0,0.66
8609,17126704,1,1,-1,-1,-1,3,0,9,-1,-1,-1,-1,-1,-1,4,0,1,295,305,35,6,0,1.82
8610,17126704,1,1,-1,-1,-1,4,9,0,-1,-1,-1,-1,-1,-1,4,0,1,340,350,40,6,0,1.83
8611,17126704,1,1,-1,-1,-1,5,0,4,-1,-1,-1,-1,-1,-1,3,0,1,390,405,45,5,0,1.68
8612,17126704,1,1,-1,-1,-1,6,4,0,-1,-1,-1,-1,-1,-1,3,0,1,450,465,315,5,0,1.68
8613,17126704,1,1,-1,-1,-1,7,0,3,-1,-1,-1,-1,-1,-1,3,0,1,780,795,0,7,0,2.55
8614,17126704,1,1,-1,-1,-1,8,3,0,-1,-1,-1,-1,-1,-1,4,0,1,795,810,630,7,0,2.54
8615,17126704,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,200,250,500,28,0,20.97
8616,17126704,2,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,3,0,1,750,760,10,6,0,1.1
8617,17126704,2,1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,3,0,1,770,840,600,31,0,21.98
8618,17126704,3,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,4,0,3,240,245,475,2,0,0.66
8619,17126704,3,1,-1,-1,-1,2,2,8,-1,-1,-1,-1,-1,-1,5,0,3,720,730,65,6,0,2.28
8620,17126704,3,1,-1,-1,-1,3,8,0,-1,-1,-1,-1,-1,-1,4,0,3,795,810,630,7,0,2.54
8621,17126704,4,1,-1,-1,-1,1,0,9,-1,-1,-1,-1,-1,-1,4,0,3,295,305,35,6,0,1.82
8622,17126704,4,1,-1,-1,-1,2,9,0,-1,-1,-1,-1,-1,-1,4,0,3,340,350,1090,6,0,1.83
8623,17126708,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,6,1,3,245,305,235,11,0,5.31
8624,17126708,1,1,-1,-1,-1,2,4,6,-1,-1,-1,-1,-1,-1,1,0,3,540,550,35,2,0,0.14
8625,17126708,1,1,-1,-1,-1,3,6,8,-1,-1,-1,-1,-1,-1,1,0,3,585,600,0,2,0,0.12
8626,17126708,1,1,-1,-1,-1,4,8,4,-1,-1,-1,-1,-1,-1,1,0,3,600,615,165,5,0,0.43
8627,17126708,1,1,-1,-1,-1,5,4,0,-1,-1,-1,-1,-1,-1,6,1,3,780,845,55,11,0,5.0
8628,17126708,1,1,-1,-1,-1,6,0,8,-1,-1,-1,-1,-1,-1,1,0,3,900,915,0,7,0,1.74
8629,17126708,1,1,-1,-1,-1,7,8,0,-1,-1,-1,-1,-1,-1,1,0,3,915,935,505,7,0,1.74
8630,17126708,2,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,1,0,3,265,280,0,7,0,1.2
8631,17126708,2,1,-1,-1,-1,2,8,0,-1,-1,-1,-1,-1,-1,1,0,3,280,295,145,7,0,1.2
8632,17126708,2,1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,3,0,1,440,460,315,11,0,4.93
8633,17126708,2,1,-1,-1,-1,4,1,5,-1,-1,-1,-1,-1,-1,1,0,3,775,785,0,4,0,0.47
8634,17126708,2,1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,1,0,3,785,790,0,4,0,0.34
8635,17126708,2,1,-1,-1,-1,6,5,1,-1,-1,-1,-1,-1,-1,1,0,3,790,795,340,1,0,0.07
8636,17126708,2,1,-1,-1,-1,7,1,0,-1,-1,-1,-1,-1,-1,3,0,1,1135,1150,290,11,0,4.66
8637,17126738,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,0,3,180,195,405,5,0,0.54
8638,17126738,1,1,-1,-1,-1,2,1,6,-1,-1,-1,-1,-1,-1,1,0,3,600,605,55,2,0,0.23
8639,17126738,1,1,-1,-1,-1,3,6,1,-1,-1,-1,-1,-1,-1,1,0,3,660,665,445,1,0,0.12
8640,17126738,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,1,0,3,1110,1125,25,3,0,0.32
8641,17126738,1,1,-1,-1,-1,5,0,1,-1,-1,-1,-1,-1,-1,1,0,3,1150,1170,270,5,0,0.54
8642,17126740,1,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,1,0,3,85,110,0,3,0,1.35
8643,17126740,1,1,-1,-1,-1,2,8,0,-1,-1,-1,-1,-1,-1,1,0,3,110,135,15,3,0,1.35
8644,17126740,1,1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,3,0,1,150,170,600,14,0,6.31
8645,17126740,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,3,0,1,770,805,635,14,0,6.31
8646,17126740,2,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,3,0,1,510,530,15,18,0,9.72
8647,17126740,2,1,-1,-1,-1,2,5,0,-1,-1,-1,-1,-1,-1,3,0,1,545,570,870,18,0,9.89
8648,17126752,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,385,400,55,18,0,9.56
8649,17126752,1,1,-1,-1,-1,2,1,6,-1,-1,-1,-1,-1,-1,3,0,1,455,495,75,24,3,19.2
8650,17126752,1,1,-1,-1,-1,3,6,1,-1,-1,-1,-1,-1,-1,3,0,1,570,590,430,20,3,11.21
8651,17126752,1,1,-1,-1,-1,4,1,8,-1,-1,-1,-1,-1,-1,3,0,1,1020,1045,65,18,0,7.9
8652,17126752,1,1,-1,-1,-1,5,8,0,-1,-1,-1,-1,-1,-1,3,0,1,1110,1115,325,2,0,0.25
8653,17126754,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,3,0,1,570,585,5,10,0,4.36
8654,17126754,1,1,-1,-1,-1,2,4,4,-1,-1,-1,-1,-1,-1,3,0,1,590,600,45,8,0,4.28
8655,17126754,1,1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,-1,3,0,1,645,670,10,8,0,3.13
8656,17126754,1,1,-1,-1,-1,4,4,0,-1,-1,-1,-1,-1,-1,3,0,1,680,695,745,9,0,4.15
8657,17126784,1,1,-1,-1,-1,1,0,8,-1,-1,-1,-1,-1,-1,1,0,3,240,245,5,4,0,0.2
8658,17126784,1,1,-1,-1,-1,2,8,0,-1,-1,-1,-1,-1,-1,1,0,3,250,255,75,2,0,0.2
8659,17126784,1,1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,3,0,1,330,365,460,28,0,19.37
8660,17126784,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,3,0,1,825,885,240,29,0,19.17
8661,17126784,1,1,-1,-1,-1,5,0,8,-1,-1,-1,-1,-1,-1,1,0,3,1125,1130,5,4,0,0.2
8662,17126784,1,1,-1,-1,-1,6,8,0,-1,-1,-1,-1,-1,-1,1,0,3,1135,1140,300,2,0,0.2
8663,17126784,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,300,310,215,7,0,2.89
8664,17126784,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,525,540,20,9,0,2.82
8665,17126784,2,1,-1,-1,-1,3,0,8,-1,-1,-1,-1,-1,-1,1,0,3,560,565,0,4,0,0.2
8666,17126784,2,1,-1,-1,-1,4,8,0,-1,-1,-1,-1,-1,-1,1,0,3,565,570,15,2,0,0.2
8667,17126784,2,1,-1,-1,-1,5,0,1,-1,-1,-1,-1,-1,-1,3,0,1,585,600,265,7,0,2.89
8668,17126784,2,1,-1,-1,-1,6,1,0,-1,-1,-1,-1,-1,-1,3,0,1,865,880,5,9,0,2.82
8669,17126784,2,1,-1,-1,-1,7,0,8,-1,-1,-1,-1,-1,-1,1,0,3,885,890,0,4,0,0.2
8670,17126784,2,1,-1,-1,-1,8,8,0,-1,-1,-1,-1,-1,-1,1,0,3,890,895,545,2,0,0.2
8671,17126786,1,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,4,0,2,160,175,0,13,0,5.34
8672,17126786,1,1,-1,-1,-1,2,3,0,-1,-1,-1,-1,-1,-1,3,0,1,175,190,110,15,0,5.5
8673,17126786,1,1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,6,1,3,300,335,205,12,0,3.24
8674,17126786,1,1,-1,-1,-1,4,1,6,-1,-1,-1,-1,-1,-1,1,0,3,540,545,10,2,0,0.2
8675,17126786,1,1,-1,-1,-1,5,6,1,-1,-1,-1,-1,-1,-1,1,0,3,555,560,260,2,0,0.2
8676,17126786,1,1,-1,-1,-1,6,1,0,-1,-1,-1,-1,-1,-1,6,1,3,820,865,575,13,0,3.67
8677,17126786,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,3,160,175,665,13,0,5.34
8678,17126786,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,6,1,3,840,900,540,15,0,5.5
8679,17126809,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,305,370,485,24,0,14.28
8680,17126809,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,855,920,520,24,0,14.29
8681,17126835,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,325,350,465,13,0,6.86
8682,17126835,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,815,840,20,14,0,6.95
8683,17126835,1,1,-1,-1,-1,3,0,6,-1,-1,-1,-1,-1,-1,4,0,1,860,895,120,18,0,9.28
8684,17126835,1,1,-1,-1,-1,4,6,5,-1,-1,-1,-1,-1,-1,4,0,1,1015,1035,0,20,0,8.47
8685,17126835,1,1,-1,-1,-1,5,5,0,-1,-1,-1,-1,-1,-1,4,0,1,1035,1040,400,7,0,1.43
8686,17126835,2,1,-1,-1,-1,1,0,6,-1,-1,-1,-1,-1,-1,4,0,3,860,895,120,18,0,9.28
8687,17126835,2,1,-1,-1,-1,2,6,5,-1,-1,-1,-1,-1,-1,4,0,3,1015,1035,0,20,0,8.47
8688,17126835,2,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,4,0,3,1035,1040,400,7,0,1.43
8689,17126842,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,180,200,670,14,0,9.93
8690,17126842,1,1,-1,-1,-1,2,1,6,-1,-1,-1,-1,-1,-1,3,0,1,870,885,120,14,0,5.38
8691,17126842,1,1,-1,-1,-1,3,6,0,-1,-1,-1,-1,-1,-1,3,0,1,1005,1020,15,9,0,2.62
8692,17126842,1,1,-1,-1,-1,4,0,5,-1,-1,-1,-1,-1,-1,3,0,1,1035,1045,20,6,0,1.59
8693,17126842,1,1,-1,-1,-1,5,5,0,-1,-1,-1,-1,-1,-1,3,0,1,1065,1070,370,7,0,1.62
8694,17126849,1,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,6,1,3,245,270,0,11,0,3.44
8695,17126849,1,1,-1,-1,-1,2,5,1,-1,-1,-1,-1,-1,-1,1,0,3,270,275,385,7,0,0.3
8696,17126849,1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,1,0,3,660,675,0,7,0,0.85
8697,17126849,1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,-1,1,0,3,675,690,120,6,0,0.86
8698,17126849,1,1,-1,-1,-1,5,1,0,-1,-1,-1,-1,-1,-1,6,1,3,810,850,590,12,0,3.81
8699,17126874,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,3,0,1,510,515,10,3,0,0.69
8700,17126874,1,1,-1,-1,-1,2,4,4,-1,-1,-1,-1,-1,-1,3,0,1,525,535,35,3,0,0.59
8701,17126874,1,1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1,-1,3,0,1,570,575,10,4,0,0.74
8702,17126874,1,1,-1,-1,-1,4,4,5,-1,-1,-1,-1,-1,-1,3,0,1,585,605,45,12,0,3.37
8703,17126874,1,1,-1,-1,-1,5,5,0,-1,-1,-1,-1,-1,-1,3,0,1,650,675,765,11,0,2.89
8704,17126892,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,2,0,3,240,260,345,13,0,4.27
8705,17126892,1,1,-1,-1,-1,2,1,5,-1,-1,-1,-1,-1,-1,1,0,3,605,610,10,4,0,0.31
8706,17126892,1,1,-1,-1,-1,3,5,1,-1,-1,-1,-1,-1,-1,1,0,3,620,625,245,3,0,0.31
8707,17126892,1,1,-1,-1,-1,4,1,0,-1,-1,-1,-1,-1,-1,2,0,3,870,895,115,12,0,4.08
8708,17126892,1,1,-1,-1,-1,5,0,5,-1,-1,-1,-1,-1,-1,2,0,3,1010,1020,20,4,0,0.76
8709,17126892,1,1,-1,-1,-1,6,5,0,-1,-1,-1,-1,-1,-1,2,0,3,1040,1050,390,3,0,0.76
8710,17126893,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,4,0,1,420,425,5,3,0,0.69
8711,17126893,1,1,-1,-1,-1,2,4,5,-1,-1,-1,-1,-1,-1,4,0,1,430,460,110,17,0,14.06
8712,17126893,1,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,4,0,1,570,600,840,20,0,14.28
8713,17126893,2,1,-1,-1,-1,1,0,5,-1,-1,-1,-1,-1,-1,4,0,3,420,425,5,3,0,0.69
8714,17126893,2,1,-1,-1,-1,2,5,5,-1,-1,-1,-1,-1,-1,4,0,3,430,460,110,17,0,14.06
8715,17126893,2,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,4,0,3,570,600,840,20,0,14.28
8716,17126974,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,285,320,490,17,0,7.28
8717,17126974,1,1,-1,-1,-1,2,1,4,-1,-1,-1,-1,-1,-1,3,0,1,810,840,15,15,0,5.95
8718,17126974,1,1,-1,-1,-1,3,4,0,-1,-1,-1,-1,-1,-1,3,0,1,855,860,580,3,0,0.56
8719,17126974,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,315,340,590,16,0,7.01
8720,17126974,2,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,930,960,480,15,0,6.81
8721,17126985,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,1,180,240,750,10,0,3.39
8722,17126985,1,1,-1,-1,-1,2,1,8,-1,-1,-1,-1,-1,-1,6,3,3,990,1050,30,11,0,2.37
8723,17126985,1,1,-1,-1,-1,3,8,0,-1,-1,-1,-1,-1,-1,6,1,3,1080,1110,330,3,0,0.74
8724,17126985,2,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,6,1,3,270,300,510,5,0,0.99
8725,17126985,2,1,-1,-1,-1,2,2,5,-1,-1,-1,-1,-1,-1,6,1,3,810,825,90,6,0,2.71
8726,17126985,2,1,-1,-1,-1,3,5,0,-1,-1,-1,-1,-1,-1,6,1,3,915,945,495,4,0,0.87
8727,17126985,3,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,3,180,240,540,10,0,3.39
8728,17126985,3,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,1,780,840,180,11,0,3.66
8729,17126985,3,1,-1,-1,-1,3,0,10,-1,-1,-1,-1,-1,-1,3,0,3,1020,1055,85,23,0,19.73
8730,17126985,3,1,-1,-1,-1,4,10,11,-1,-1,-1,-1,-1,-1,9,0,3,1140,1410,30,2351,0,2271.11
8731,17127020,1,1,-1,-1,-1,1,0,4,-1,-1,-1,-1,-1,-1,3,0,1,375,385,30,10,0,3.29
8732,17127020,1,1,-1,-1,-1,2,4,4,-1,-1,-1,-1,-1,-1,3,0,1,415,420,10,5,0,1.03
8733,17127020,1,1,-1,-1,-1,3,4,0,-1,-1,-1,-1,-1,-1,3,0,1,430,440,55,9,0,3.08
8734,17127020,1,1,-1,-1,-1,4,0,5,-1,-1,-1,-1,-1,-1,3,0,1,495,510,10,10,0,3.85
8735,17127020,1,1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,3,0,1,520,525,20,4,0,0.92
8736,17127020,1,1,-1,-1,-1,6,5,4,-1,-1,-1,-1,-1,-1,3,0,1,545,555,0,7,0,1.71
8737,17127020,1,1,-1,-1,-1,7,4,4,-1,-1,-1,-1,-1,-1,3,0,1,555,560,45,3,0,0.57
8738,17127020,1,1,-1,-1,-1,8,4,0,-1,-1,-1,-1,-1,-1,3,0,1,605,615,825,9,0,2.85
8739,17127026,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,0,2,150,165,525,11,0,4.27
8740,17127026,1,1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,4,0,2,690,715,65,12,0,6.02
8741,17127026,1,1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,4,0,2,780,815,625,18,0,10.68
8742,17127026,2,1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,4,0,1,335,345,20,4,0,0.81
8743,17127026,2,1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,3,0,1,365,375,175,5,0,0.85
8744,17127026,2,1,-1,-1,-1,3,1,5,-1,-1,-1,-1,-1,-1,3,0,1,550,560,55,6,0,0.89
8745,17127026,2,1,-1,-1,-1,4,5,3,-1,-1,-1,-1,-1,-1,3,0,1,615,695,30,5,0,1.18
8746,17127026,2,1,-1,-1,-1,5,2,0,-1,-1,-1,-1,-1,-1,5,0,1,725,735,705,5,0,0.87
8747,17127026,3,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,1,0,3,260,290,435,6,0,1.29
8748,17127026,3,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,1,0,3,725,760,680,6,0,1.29
8749,17127026,4,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,4,0,3,335,345,380,4,0,0.81
8750,17127026,4,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,5,0,3,725,735,705,5,0,0.87
8751,17127027,1,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,6,1,3,270,300,360,15,0,7.23
8752,17127027,1,1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,3,0,3,660,680,190,15,0,7.49
8753,17127027,1,1,-1,-1,-1,3,0,6,-1,-1,-1,-1,-1,-1,1,0,3,870,885,30,3,0,0.54
8754,17127027,1,1,-1,-1,-1,4,6,0,-1,-1,-1,-1,-1,-1,1,0,3,915,930,510,3,0,0.54
8755,17127027,2,1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,3,0,1,280,315,465,32,3,9.75
8756,17127027,2,1,-1,-1,-1,2,1,7,-1,-1,-1,-1,-1,-1,3,0,1,780,820,200,19,3,8.07
8757,17127027,2,1,-1,-1,-1,3,7,0,-1,-1,-1,-1,-1,-1,3,0,1,1020,1040,400,16,0,2.79
8758,17127027,3,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,8,0,3,270,295,360,5,0,1.97
8759,17127027,3,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,8,0,3,655,690,180,5,0,1.97
8760,17127027,3,1,-1,-1,-1,3,0,6,-1,-1,-1,-1,-1,-1,1,0,3,870,885,30,3,0,0.54
8761,17127027,3,1,-1,-1,-1,4,6,0,-1,-1,-1,-1,-1,-1,1,0,3,915,930,510,3,0,0.54
8762,17127027,4,1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,8,0,3,270,295,360,5,0,1.97
8763,17127027,4,1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,8,0,3,655,690,180,5,0,1.97
8764,17127027,4,1,-1,-1,-1,3,0,6,-1,-1,-1,-1,-1,-1,1,0,3,870,885,30,3,0,0.54
8765,17127027,4,1,-1,-1,-1,4,6,0,-1,-1,-1,-1,-1,-1,1,0,3,915,930,510,3,0,0.54
8766,17127052,1,1,-1,-1,-1,1,10,9,-1,-1,-1,-1,-1,-1,9,0,3,850,1005,15,1191,0,1327.03
8767,17127052,1,1,-1,-1,-1,2,9,0,-1,-1,-1,-1,-1,-1,4,0,2,1020,1075,365,37,0,30.16
8768,17127052,2,1,-1,-1,-1,1,10,9,-1,-1,-1,-1,-1,-1,9,0,3,850,1005,15,1191,0,1327.03
8769,17127052,2,1,-1,-1,-1,2,9,0,-1,-1,-1,-1,-1,-1,4,0,3,1020,1075,365,37,0,30.16
