tlvorig,tardest,totaz,topcl,toadtyp,tlvdest,tarorig,hhno,pno,day,pdpurp,tdtaz,tdpcl,tdadtyp,tpathtp,tripsh1,tripsh2,tmodetp,subtrs,odadtyp,jtindex,parent,tautotime,tautocost,tautodist,phtindx1,phtindx2,fhtindx1,fhtindx2,toexpfac
315,340,447.0,-1,1,440,475,17137058,1713705802,4,5.0,797.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
930,940,431.0,-1,1,1020,1060,17145855,1714585502,4,9.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,445,3064.0,-1,1,720,740,17109367,1710936702,4,1.0,3027.0,-1.0,4,1,3,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,500,246.0,-1,1,500,505,17138098,1713809801,4,3.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
700,705,246.0,-1,1,900,905,17138098,1713809801,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,490,1676.0,-1,1,510,520,17127637,1712763702,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,545,1676.0,-1,1,1040,1060,17127637,1712763702,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,670,286.0,-1,1,900,915,17107628,1710762801,4,2.0,302.0,-1.0,4,1,1,3,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,500,285.0,-1,1,540,560,17125150,1712515001,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,645,285.0,-1,1,675,720,17125150,1712515001,4,5.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,460,429.0,-1,1,910,950,17129603,1712960302,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1115,429.0,-1,1,1130,1135,17129603,1712960302,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,615,318.0,-1,1,715,725,17137201,1713720101,4,5.0,330.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,540,481.0,-1,1,1080,1140,17136032,1713603201,4,1.0,1552.0,-1.0,4,1,1,3,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
270,290,391.0,-1,1,870,890,17146125,1714612501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
920,950,391.0,-1,1,1010,1040,17146125,1714612501,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
415,420,499.0,-1,1,930,935,17148459,1714845901,4,1.0,510.0,-1.0,4,1,1,3,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
725,730,1487.0,-1,1,785,790,17103114,1710311401,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1090,1110,1487.0,-1,1,1285,1305,17103114,1710311401,4,7.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
445,475,180.0,-1,1,1055,1075,17110331,1711033101,4,1.0,432.0,-1.0,4,1,1,3,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,510,473.0,-1,1,1005,1050,17145966,1714596601,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1095,1110,473.0,-1,1,1220,1245,17145966,1714596601,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
430,475,143.0,-1,1,1040,1085,17118065,1711806501,4,1.0,991.0,-1.0,4,1,3,1,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,450,2836.0,-1,1,960,970,17134373,1713437302,4,1.0,1222.0,-1.0,4,1,1,3,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
790,810,2444.0,-1,1,820,840,17104601,1710460101,4,4.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,885,2444.0,-1,1,945,955,17104601,1710460101,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,845,73.0,-1,1,955,960,17117902,1711790202,4,8.0,4.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
470,480,1644.0,-1,1,1175,1185,17117678,1711767801,4,1.0,1684.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
425,465,501.0,-1,1,1240,1265,17140943,1714094301,4,1.0,584.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,530,1644.0,-1,1,930,950,17111909,1711190903,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1005,1020,1644.0,-1,1,1065,1080,17111909,1711190903,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
355,395,1191.0,-1,1,1050,1100,17149879,1714987901,4,1.0,1964.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,600,830.0,-1,1,1225,1290,17114626,1711462602,4,1.0,1137.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
395,400,1659.0,-1,1,400,405,17126428,1712642802,4,3.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,500,1659.0,-1,1,900,920,17126428,1712642802,4,1.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1065,3659.0,-1,1,1185,1200,17131693,1713169301,4,5.0,3665.0,-1.0,4,1,3,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,705,1660.0,-1,1,780,840,17135871,1713587101,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
900,915,1660.0,-1,1,930,945,17135871,1713587101,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
630,660,92.0,-1,1,1080,1110,17106157,1710615702,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1150,1155,92.0,-1,1,1155,1160,17106157,1710615702,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
760,820,272.0,-1,1,1125,1140,17143713,1714371301,4,7.0,311.0,-1.0,4,1,3,1,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
485,490,499.0,-1,1,555,560,17113910,1711391001,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,715,499.0,-1,1,900,930,17113910,1711391001,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
340,365,448.0,-1,1,885,905,17129309,1712930901,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1230,1240,448.0,-1,1,1240,1245,17129309,1712930901,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1090,175.0,-1,1,1090,1125,17131930,1713193001,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1170,1185,175.0,-1,1,1290,1305,17131930,1713193001,4,6.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,535,1657.0,-1,1,1180,1190,17100892,1710089201,4,1.0,1616.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,760,2580.0,-1,1,780,785,17147904,1714790401,4,4.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1160,1170,2580.0,-1,1,1230,1245,17147904,1714790401,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,580,473.0,-1,1,990,1040,17120993,1712099301,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1200,1230,473.0,-1,1,1330,1360,17120993,1712099301,4,8.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
620,635,473.0,-1,1,1070,1085,17145966,1714596602,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1095,1110,473.0,-1,1,1220,1245,17145966,1714596602,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,480,48.0,-1,1,1025,1110,17108459,1710845901,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1170,1185,48.0,-1,1,1260,1275,17108459,1710845901,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,510,1612.0,-1,1,990,1005,17110343,1711034301,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1125,1612.0,-1,1,1150,1160,17110343,1711034301,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,440,747.0,-1,1,1010,1070,17141996,1714199602,4,1.0,444.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
590,620,2428.0,-1,1,1130,1170,17137982,1713798202,4,1.0,1544.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,500,3431.0,-1,1,500,505,17112933,1711293301,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1020,1025,3431.0,-1,1,1035,1040,17112933,1711293301,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,575,1654.0,-1,1,1050,1085,17143729,1714372901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1130,1654.0,-1,1,1170,1195,17143729,1714372901,4,5.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,850,566.0,-1,1,960,965,17109802,1710980202,4,5.0,726.0,-1.0,4,1,2,2,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,450,694.0,-1,1,1140,1155,17105310,1710531001,4,1.0,700.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
475,490,1658.0,-1,1,965,980,17118030,1711803004,4,2.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1130,1658.0,-1,1,1230,1245,17118030,1711803004,4,8.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1050,1065,286.0,-1,1,1195,1205,17133307,1713330702,4,7.0,279.0,-1.0,4,1,1,3,2,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
570,595,1498.0,-1,1,600,615,17132862,1713286202,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
705,720,1498.0,-1,1,930,950,17132862,1713286202,4,5.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,585,90.0,-1,1,1095,1140,17119401,1711940101,4,1.0,302.0,-1.0,4,1,3,1,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
260,275,2824.0,-1,1,940,1050,17105536,1710553602,4,1.0,585.0,-1.0,4,1,3,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,450,363.0,-1,1,885,900,17101667,1710166703,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1080,1140,363.0,-1,1,1300,1340,17101667,1710166703,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
650,670,1674.0,-1,1,670,680,17142871,1714287103,4,7.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1135,1145,1674.0,-1,1,1200,1210,17142871,1714287103,4,8.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
850,865,643.0,-1,1,965,990,17143895,1714389501,4,4.0,424.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
440,450,219.0,-1,1,450,460,17132180,1713218001,4,3.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,570,219.0,-1,1,1155,1200,17132180,1713218001,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
675,735,1683.0,-1,1,735,795,17122516,1712251601,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
530,540,629.0,-1,1,1160,1170,17129947,1712994702,4,1.0,611.0,-1.0,4,1,3,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
500,510,1883.0,-1,1,1025,1040,17139106,1713910603,4,1.0,1793.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,765,3346.0,-1,1,1165,1175,17124315,1712431501,4,2.0,3348.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,525,1659.0,-1,1,985,990,17126428,1712642806,4,2.0,1642.0,-1.0,4,1,1,3,5,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,545,1239.0,-1,1,710,745,17130318,1713031801,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
755,760,1239.0,-1,1,760,765,17130318,1713031801,4,4.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
390,420,731.0,-1,1,975,995,17149083,1714908301,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1115,731.0,-1,1,1140,1145,17149083,1714908301,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,450,2398.0,-1,1,1110,1140,17142587,1714258701,4,1.0,2146.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
460,470,246.0,-1,1,1005,1020,17150433,1715043301,4,1.0,502.0,-1.0,4,1,2,2,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,605,488.0,-1,1,1030,1035,17115221,1711522101,4,1.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1060,1080,488.0,-1,1,1230,1250,17115221,1711522101,4,8.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
680,690,289.0,-1,1,710,720,17133910,1713391001,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
770,780,289.0,-1,1,1005,1015,17133910,1713391001,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
765,775,3650.0,-1,1,850,860,17127432,1712743201,4,6.0,3657.0,-1.0,4,1,3,1,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,550,1930.0,-1,1,780,790,17129265,1712926501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,900,1930.0,-1,1,1020,1080,17129265,1712926501,4,9.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,525,1701.0,-1,1,705,715,17115502,1711550202,4,2.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
920,950,1701.0,-1,1,950,975,17115502,1711550202,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,700,1657.0,-1,1,1270,1280,17146999,1714699902,4,7.0,1704.0,-1.0,4,1,3,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,545,307.0,-1,1,1125,1135,17148800,1714880002,4,1.0,432.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,680,363.0,-1,1,780,810,17128278,1712827801,4,8.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1020,1045,363.0,-1,1,1260,1285,17128278,1712827801,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
655,665,1611.0,-1,1,1205,1210,17139317,1713931701,4,1.0,1613.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
600,605,1620.0,-1,1,825,830,17123936,1712393601,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
890,895,1620.0,-1,1,1080,1085,17123936,1712393601,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,465,628.0,-1,1,855,870,17123138,1712313803,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
970,975,628.0,-1,1,1065,1070,17123138,1712313803,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
455,480,954.0,-1,1,975,1020,17109436,1710943601,4,1.0,779.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
440,485,362.0,-1,1,990,1030,17107032,1710703201,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1080,1100,362.0,-1,1,1260,1280,17107032,1710703201,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,545,1712.0,-1,1,1050,1090,17121007,1712100702,4,1.0,1615.0,-1.0,4,1,3,1,3,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
555,585,1576.0,-1,1,975,1035,17135959,1713595901,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1125,1140,1576.0,-1,1,1230,1245,17135959,1713595901,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,495,737.0,-1,1,1050,1110,17124939,1712493902,4,1.0,289.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
535,540,1314.0,-1,1,610,615,17152464,1715246402,4,9.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
970,990,1314.0,-1,1,1000,1020,17152464,1715246402,4,5.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
750,760,453.0,-1,1,770,780,17115088,1711508801,4,5.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
790,835,453.0,-1,1,1380,1425,17115088,1711508801,4,1.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
590,620,1720.0,-1,1,840,860,17112140,1711214001,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
915,945,1720.0,-1,1,1140,1175,17112140,1711214001,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
440,490,1657.0,-1,1,970,1030,17141366,1714136601,4,1.0,495.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,570,649.0,-1,1,840,880,17150989,1715098902,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
960,1005,649.0,-1,1,1290,1355,17150989,1715098902,4,2.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,600,711.0,-1,1,990,1020,17148429,1714842901,4,5.0,659.0,-1.0,4,1,1,3,6,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,465,645.0,-1,1,465,480,17105257,1710525701,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,535,645.0,-1,1,1025,1045,17105257,1710525701,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
450,495,3395.0,-1,1,795,825,17101079,1710107901,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1140,1150,3395.0,-1,1,1230,1240,17101079,1710107901,4,8.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
585,610,184.0,-1,1,1010,1040,17126027,1712602702,4,1.0,2643.0,-1.0,4,1,1,3,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
660,670,1653.0,-1,1,725,735,17106854,1710685403,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1105,1140,1653.0,-1,1,1180,1200,17106854,1710685403,4,7.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,435,74.0,-1,1,780,840,17126347,1712634702,4,2.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
900,915,74.0,-1,1,940,955,17126347,1712634702,4,6.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
520,545,307.0,-1,1,1125,1135,17148800,1714880001,4,1.0,432.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
500,540,398.0,-1,1,930,965,17107534,1710753401,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1020,1025,398.0,-1,1,1100,1105,17107534,1710753401,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
680,690,289.0,-1,1,710,720,17133910,1713391004,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
770,780,289.0,-1,1,1005,1015,17133910,1713391004,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
490,530,1649.0,-1,1,780,810,17148185,1714818501,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
880,940,1649.0,-1,1,1070,1125,17148185,1714818501,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,475,628.0,-1,1,990,1025,17114492,1711449201,4,1.0,972.0,-1.0,4,1,1,3,6,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,750,91.0,-1,1,780,810,17142453,1714245301,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
960,990,91.0,-1,1,1320,1350,17142453,1714245301,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
610,630,601.0,-1,1,770,785,17105262,1710526201,4,5.0,726.0,-1.0,4,1,1,3,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
795,800,239.0,-1,1,815,820,17113243,1711324302,4,6.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1125,1140,239.0,-1,1,1160,1175,17113243,1711324302,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
525,550,1930.0,-1,1,870,905,17145161,1714516102,4,1.0,1626.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
870,875,720.0,-1,1,960,990,17122547,1712254701,4,8.0,769.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
720,755,2989.0,-1,1,840,860,17129346,1712934601,4,5.0,2961.0,-1.0,4,1,1,3,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
435,470,599.0,-1,1,1080,1105,17153159,1715315901,4,1.0,302.0,-1.0,4,1,1,3,4,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
840,885,141.0,-1,1,1265,1290,17119024,1711902401,4,2.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1300,1320,141.0,-1,1,1380,1400,17119024,1711902401,4,7.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
690,720,697.0,-1,1,930,980,17150599,1715059902,4,7.0,3236.0,-1.0,4,1,2,2,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
505,525,1930.0,-1,1,935,955,17113269,1711326904,4,2.0,,,4,1,1,1,6,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
980,995,1930.0,-1,1,1130,1160,17113269,1711326904,4,8.0,,,4,1,1,1,5,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
880,920,285.0,-1,1,1280,1300,17134821,1713482101,4,8.0,442.0,-1.0,4,1,3,1,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
495,505,1621.0,-1,1,1080,1095,17127297,1712729701,4,1.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1140,1155,1621.0,-1,1,1170,1185,17127297,1712729701,4,8.0,,,4,1,1,1,1,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
540,565,403.0,-1,1,1080,1105,17106057,1710605701,4,1.0,487.0,-1.0,4,1,3,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
475,510,1968.0,-1,1,990,1020,17152221,1715222102,4,1.0,,,4,1,1,1,2,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1110,1140,1968.0,-1,1,1290,1320,17152221,1715222102,4,7.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
480,515,184.0,-1,1,990,1050,17126027,1712602703,4,1.0,1444.0,-1.0,4,1,3,1,3,2,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
350,380,3497.0,-1,1,930,960,17123385,1712338502,4,1.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
975,990,3497.0,-1,1,1065,1080,17123385,1712338502,4,8.0,,,4,1,1,1,4,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
420,445,1676.0,-1,1,1080,1095,17131065,1713106501,4,1.0,1654.0,-1.0,4,1,1,3,3,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
510,540,1660.0,-1,1,610,685,17108291,1710829101,4,5.0,,,4,1,1,1,3,0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
