hhno,pno,tsvid,day,mode,opurp,dpurp,deptm,otaz,dtaz,opcl,dpcl,oadtyp,dadtyp,arrtm,trexpfac,travcost,travtime,travdist,pathtype,personid
17113755,1711375501,D04390,4,3.0,0.0,8.0,795,2215.0,2223.0,-1,-1,1,4,815,1080.4660537229097,-1,-1,-1,1,1728489256
17113755,1711375501,D04391,4,3.0,8.0,0.0,870,2223.0,2215.0,-1,-1,4,1,890,1080.4660537229097,-1,-1,-1,1,1728489256
17113755,1711375502,D04392,4,3.0,0.0,5.0,585,2215.0,2355.0,-1,-1,1,4,615,1080.4660537229097,-1,-1,-1,1,1728489257
17113755,1711375502,D04393,4,3.0,5.0,4.0,625,2355.0,2442.0,-1,-1,4,4,640,1080.4660537229097,-1,-1,-1,1,1728489257
17113755,1711375502,D04394,4,3.0,4.0,0.0,745,2442.0,2215.0,-1,-1,4,1,795,1080.4660537229097,-1,-1,-1,1,1728489257
17113839,1711383901,D04415,4,6.0,0.0,1.0,425,429.0,950.0,-1,-1,1,4,485,524.059733242629,-1,-1,-1,1,1728497740
17113839,1711383901,D04417,4,1.0,1.0,1.0,1010,950.0,952.0,-1,-1,4,4,1025,524.059733242629,-1,-1,-1,1,1728497740
17113839,1711383901,D04418,4,1.0,1.0,5.0,1035,952.0,951.0,-1,-1,4,4,1045,524.059733242629,-1,-1,-1,1,1728497740
17113839,1711383901,D04419,4,6.0,5.0,0.0,1065,951.0,429.0,-1,-1,4,1,1130,602.6686931998175,-1,-1,-1,1,1728497740
17113839,1711383902,D04421,4,1.0,0.0,6.0,360,429.0,429.0,-1,-1,1,4,365,524.059733242629,-1,-1,-1,1,1728497741
17113839,1711383902,D04422,4,6.0,6.0,5.0,370,429.0,273.0,-1,-1,4,4,410,602.6686931998175,-1,-1,-1,1,1728497741
17113839,1711383902,D04424,4,1.0,5.0,1.0,415,273.0,313.0,-1,-1,4,4,420,524.059733242629,-1,-1,-1,1,1728497741
17113839,1711383902,D04425,4,4.0,1.0,0.0,950,313.0,429.0,-1,-1,4,1,975,524.059733242629,-1,-1,-1,1,1728497741
17113899,1711389901,D04435,4,1.0,0.0,4.0,1050,2237.0,2237.0,-1,-1,1,4,1055,2857.1755840089695,-1,-1,-1,1,1728503800
17113899,1711389901,D04436,4,1.0,4.0,0.0,1060,2237.0,2237.0,-1,-1,4,1,1065,2857.1755840089695,-1,-1,-1,1,1728503800
17113899,1711389902,D04437,4,3.0,0.0,4.0,1000,2237.0,2236.0,-1,-1,1,4,1005,5714.351168017939,-1,-1,-1,1,1728503801
17113899,1711389902,D04438,4,3.0,4.0,0.0,1025,2236.0,2237.0,-1,-1,4,1,1030,5714.351168017939,-1,-1,-1,1,1728503801
17113910,1711391001,D04439,4,1.0,0.0,8.0,485,499.0,499.0,-1,-1,1,4,490,10.5264482935251,-1,-1,-1,1,1728504911
17113910,1711391001,D04440,4,1.0,8.0,0.0,555,499.0,499.0,-1,-1,4,1,560,10.5264482935251,-1,-1,-1,1,1728504911
17113910,1711391001,D04441,4,3.0,0.0,4.0,690,499.0,25.0,-1,-1,1,4,715,12.105415535988689,-1,-1,-1,1,1728504911
17113910,1711391001,D04442,4,3.0,4.0,0.0,900,25.0,499.0,-1,-1,4,1,930,12.105415535988689,-1,-1,-1,1,1728504911
17113910,1711391002,D04443,4,1.0,0.0,6.0,560,499.0,499.0,-1,-1,1,4,570,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04444,4,1.0,6.0,8.0,580,499.0,446.0,-1,-1,4,4,600,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04445,4,1.0,8.0,5.0,615,446.0,479.0,-1,-1,4,4,635,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04446,4,1.0,5.0,0.0,655,479.0,499.0,-1,-1,4,1,665,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04447,4,1.0,0.0,5.0,690,499.0,510.0,-1,-1,1,4,700,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04448,4,1.0,5.0,0.0,720,510.0,499.0,-1,-1,4,1,730,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04449,4,1.0,0.0,6.0,850,499.0,482.0,-1,-1,1,4,860,10.5264482935251,-1,-1,-1,1,1728504912
17113910,1711391002,D04450,4,1.0,6.0,0.0,970,482.0,499.0,-1,-1,4,1,980,10.5264482935251,-1,-1,-1,1,1728504912
17113934,1711393401,D04474,4,3.0,0.0,1.0,570,2642.0,351.0,-1,-1,1,4,605,475.275000017993,-1,-1,-1,1,1728507335
17113934,1711393401,D04475,4,3.0,1.0,0.0,1020,351.0,2642.0,-1,-1,4,1,1070,475.275000017993,-1,-1,-1,1,1728507335
17113934,1711393402,D04476,4,3.0,0.0,8.0,570,2642.0,2638.0,-1,-1,1,4,585,546.5662500206919,-1,-1,-1,1,1728507336
17113934,1711393402,D04477,4,3.0,8.0,5.0,660,2638.0,2635.0,-1,-1,4,4,675,546.5662500206919,-1,-1,-1,1,1728507336
17113934,1711393402,D04478,4,3.0,5.0,0.0,705,2635.0,2642.0,-1,-1,4,1,715,950.550000035986,-1,-1,-1,1,1728507336
17113967,1711396701,D04485,4,3.0,0.0,1.0,480,890.0,1690.0,-1,-1,1,4,540,2305.5891293536397,-1,-1,-1,1,1728510668
17113967,1711396701,D04486,4,3.0,1.0,0.0,1020,1690.0,890.0,-1,-1,4,1,1080,2305.5891293536397,-1,-1,-1,1,1728510668
17113967,1711396702,D04487,4,4.0,0.0,1.0,330,890.0,302.0,-1,-1,1,4,350,2305.5891293536397,-1,-1,-1,1,1728510669
17113967,1711396702,D04488,4,4.0,1.0,0.0,885,302.0,890.0,-1,-1,4,1,930,2305.5891293536397,-1,-1,-1,1,1728510669
17114149,1711414901,D04529,4,6.0,0.0,1.0,410,70.0,584.0,-1,-1,1,4,465,12.9750000000002,-1,-1,-1,1,1728529050
17114149,1711414901,D04530,4,6.0,1.0,0.0,990,584.0,70.0,-1,-1,4,1,1060,12.9750000000002,-1,-1,-1,1,1728529050
17114149,1711414901,D04531,4,3.0,0.0,5.0,1090,70.0,96.0,-1,-1,1,4,1095,25.9500000000004,-1,-1,-1,1,1728529050
17114149,1711414901,D04532,4,3.0,5.0,5.0,1100,96.0,49.0,-1,-1,4,4,1105,14.921249999768367,-1,-1,-1,1,1728529050
17114149,1711414901,D04533,4,3.0,5.0,0.0,1155,49.0,70.0,-1,-1,4,1,1160,14.921249999768367,-1,-1,-1,1,1728529050
17114149,1711414902,D04534,4,3.0,0.0,1.0,390,70.0,1814.0,-1,-1,1,4,420,12.9750000000002,-1,-1,-1,1,1728529051
17114149,1711414902,D04535,4,3.0,1.0,0.0,990,1814.0,70.0,-1,-1,4,1,1020,12.9750000000002,-1,-1,-1,1,1728529051
17114158,1711415801,D04541,4,6.0,0.0,2.0,540,307.0,302.0,-1,-1,1,4,560,25.863006737483396,-1,-1,-1,1,1728529959
17114158,1711415801,D04542,4,6.0,2.0,1.0,1055,302.0,1551.0,-1,-1,4,4,1095,29.742457748105906,-1,-1,-1,1,1728529959
17114158,1711415801,D04543,4,6.0,1.0,0.0,1320,1551.0,307.0,-1,-1,4,1,1375,25.863006737483396,-1,-1,-1,1,1728529959
17114461,1711446101,D04601,4,1.0,0.0,5.0,600,556.0,425.0,-1,-1,1,4,610,552.704248696292,-1,-1,-1,1,1728560562
17114461,1711446101,D04602,4,1.0,5.0,0.0,620,425.0,556.0,-1,-1,4,1,630,552.704248696292,-1,-1,-1,1,1728560562
17114461,1711446101,D04603,4,3.0,0.0,5.0,660,556.0,60.0,-1,-1,1,4,680,635.6098861045833,-1,-1,-1,1,1728560562
17114461,1711446101,D04604,4,3.0,5.0,0.0,690,60.0,556.0,-1,-1,4,1,710,635.6098861045833,-1,-1,-1,1,1728560562
17114461,1711446101,D04605,4,1.0,0.0,5.0,900,556.0,424.0,-1,-1,1,4,915,552.704248696292,-1,-1,-1,1,1728560562
17114461,1711446101,D04606,4,1.0,5.0,0.0,920,424.0,556.0,-1,-1,4,1,935,552.704248696292,-1,-1,-1,1,1728560562
17114461,1711446101,D04607,4,1.0,0.0,5.0,1075,556.0,556.0,-1,-1,1,4,1080,552.704248696292,-1,-1,-1,1,1728560562
17114461,1711446101,D04608,4,1.0,5.0,0.0,1085,556.0,556.0,-1,-1,4,1,1090,552.704248696292,-1,-1,-1,1,1728560562
17114492,1711449201,D04615,4,6.0,0.0,1.0,435,628.0,972.0,-1,-1,1,4,475,6.87500232070396,-1,-1,-1,1,1728563693
17114492,1711449201,D04616,4,1.0,1.0,6.0,745,972.0,972.0,-1,-1,4,4,750,6.87500232070396,-1,-1,-1,1,1728563693
17114492,1711449201,D04617,4,1.0,6.0,1.0,770,972.0,972.0,-1,-1,4,4,775,6.87500232070396,-1,-1,-1,1,1728563693
17114492,1711449201,D04618,4,6.0,1.0,0.0,990,972.0,628.0,-1,-1,4,1,1025,6.87500232070396,-1,-1,-1,1,1728563693
17114513,1711451301,D04621,4,3.0,0.0,9.0,590,2563.0,30.0,-1,-1,1,4,625,660.7506298247748,-1,-1,-1,1,1728565814
17114513,1711451301,D04622,4,3.0,9.0,1.0,845,30.0,2564.0,-1,-1,4,4,880,660.7506298247748,-1,-1,-1,1,1728565814
17114513,1711451301,D04623,4,3.0,1.0,6.0,1060,2564.0,1799.0,-1,-1,4,4,1075,660.7506298247748,-1,-1,-1,1,1728565814
17114513,1711451301,D04624,4,3.0,6.0,0.0,1120,1799.0,2563.0,-1,-1,4,1,1130,660.7506298247748,-1,-1,-1,1,1728565814
17114513,1711451302,D04625,4,3.0,0.0,1.0,525,2563.0,2608.0,-1,-1,1,4,540,574.565765037977,-1,-1,-1,1,1728565815
17114513,1711451302,D04626,4,3.0,1.0,1.0,570,2608.0,2407.0,-1,-1,4,4,590,660.7506298247748,-1,-1,-1,1,1728565815
17114513,1711451302,D04627,4,3.0,1.0,1.0,630,2407.0,2409.0,-1,-1,4,4,645,1149.131530075954,-1,-1,-1,1,1728565815
17114513,1711451302,D04628,4,3.0,1.0,1.0,645,2409.0,2407.0,-1,-1,4,4,660,1149.131530075954,-1,-1,-1,1,1728565815
17114513,1711451302,D04629,4,3.0,1.0,1.0,660,2407.0,1585.0,-1,-1,4,4,695,660.7506298247748,-1,-1,-1,1,1728565815
17114513,1711451302,D04630,4,3.0,1.0,6.0,1030,1585.0,1799.0,-1,-1,4,4,1060,660.7506298247748,-1,-1,-1,1,1728565815
17114513,1711451302,D04631,4,3.0,6.0,0.0,1120,1799.0,2563.0,-1,-1,4,1,1130,660.7506298247748,-1,-1,-1,1,1728565815
17114568,1711456801,D04632,4,3.0,0.0,1.0,570,1575.0,1613.0,-1,-1,1,4,575,83.65779350788141,-1,-1,-1,1,1728571369
17114568,1711456801,D04633,4,3.0,1.0,0.0,1080,1613.0,1575.0,-1,-1,4,1,1105,83.65779350788141,-1,-1,-1,1,1728571369
17114568,1711456802,D04634,4,6.0,0.0,1.0,405,1575.0,303.0,-1,-1,1,4,450,83.65779350788141,-1,-1,-1,1,1728571370
17114568,1711456802,D98042,4,6.0,1.0,0.0,980,303.0,1575.0,-1,-1,4,1,1020,83.65779350788141,-1,-1,-1,1,1728571370
17114568,1711456802,D04635,4,3.0,0.0,8.0,1035,1575.0,1632.0,-1,-1,1,4,1050,96.20646254259084,-1,-1,-1,1,1728571370
17114568,1711456802,D04636,4,3.0,8.0,0.0,1080,1632.0,1575.0,-1,-1,4,1,1100,96.20646254259084,-1,-1,-1,1,1728571370
17114626,1711462601,D04666,4,6.0,0.0,1.0,450,830.0,432.0,-1,-1,1,4,525,14.4420440700825,-1,-1,-1,1,1728577227
17114626,1711462601,D04667,4,6.0,1.0,5.0,1080,432.0,512.0,-1,-1,4,4,1100,16.608350685658838,-1,-1,-1,1,1728577227
17114626,1711462601,D04668,4,6.0,5.0,0.0,1130,512.0,830.0,-1,-1,4,1,1170,16.608350685658838,-1,-1,-1,1,1728577227
17114626,1711462602,D04669,4,3.0,0.0,1.0,540,830.0,1137.0,-1,-1,1,4,600,14.4420440700825,-1,-1,-1,1,1728577228
17114626,1711462602,D04670,4,4.0,1.0,6.0,820,1137.0,1103.0,-1,-1,4,4,830,16.608350685658838,-1,-1,-1,1,1728577228
17114626,1711462602,D04671,4,4.0,6.0,1.0,870,1103.0,1137.0,-1,-1,4,4,880,16.608350685658838,-1,-1,-1,1,1728577228
17114626,1711462602,D04672,4,3.0,1.0,0.0,1225,1137.0,830.0,-1,-1,4,1,1290,14.4420440700825,-1,-1,-1,1,1728577228
17114671,1711467101,D04686,4,6.0,0.0,9.0,525,425.0,460.0,-1,-1,1,4,560,31.581846455673965,-1,-1,-1,1,1728581772
17114671,1711467101,D04687,4,6.0,9.0,5.0,615,460.0,629.0,-1,-1,4,4,670,31.581846455673965,-1,-1,-1,1,1728581772
17114671,1711467101,D04688,4,1.0,5.0,5.0,740,629.0,628.0,-1,-1,4,4,750,27.4624751782449,-1,-1,-1,1,1728581772
17114671,1711467101,D04689,4,6.0,5.0,0.0,900,628.0,425.0,-1,-1,4,1,950,31.581846455673965,-1,-1,-1,1,1728581772
17114724,1711472401,D04700,4,4.0,0.0,3.0,480,598.0,585.0,-1,-1,1,4,490,44.3667455421774,-1,-1,-1,1,1728587125
17114724,1711472401,D04701,4,3.0,3.0,0.0,500,585.0,598.0,-1,-1,4,1,510,22.1833727710887,-1,-1,-1,1,1728587125
17114724,1711472401,D04702,4,3.0,0.0,1.0,515,598.0,1558.0,-1,-1,1,4,545,22.1833727710887,-1,-1,-1,1,1728587125
17114724,1711472401,D04703,4,3.0,1.0,5.0,950,1558.0,563.0,-1,-1,4,4,990,25.51087869575291,-1,-1,-1,1,1728587125
17114724,1711472401,D04704,4,3.0,5.0,0.0,1030,563.0,598.0,-1,-1,4,1,1040,44.3667455421774,-1,-1,-1,1,1728587125
17114724,1711472402,D04705,4,4.0,0.0,2.0,480,598.0,585.0,-1,-1,1,4,490,22.1833727710887,-1,-1,-1,1,1728587126
17114724,1711472402,D04706,4,1.0,2.0,0.0,930,585.0,598.0,-1,-1,4,1,950,22.1833727710887,-1,-1,-1,1,1728587126
17114748,1711474801,D04707,4,3.0,0.0,1.0,450,93.0,432.0,-1,-1,1,4,480,15.3602106337043,-1,-1,-1,1,1728589549
17114748,1711474801,D04708,4,3.0,1.0,4.0,1020,432.0,2494.0,-1,-1,4,4,1060,17.66424222755924,-1,-1,-1,1,1728589549
17114748,1711474801,D04709,4,3.0,4.0,0.0,1080,2494.0,93.0,-1,-1,4,1,1095,17.66424222755924,-1,-1,-1,1,1728589549
17114748,1711474801,D04710,4,3.0,0.0,6.0,1210,93.0,218.0,-1,-1,1,4,1230,17.66424222755924,-1,-1,-1,1,1728589549
17114748,1711474801,D04711,4,3.0,6.0,0.0,1290,218.0,93.0,-1,-1,4,1,1300,17.66424222755924,-1,-1,-1,1,1728589549
17114829,1711482901,D04720,4,1.0,0.0,3.0,835,385.0,385.0,-1,-1,1,4,840,1244.04930721337,-1,-1,-1,1,1728597730
17114829,1711482901,D04721,4,1.0,3.0,0.0,950,385.0,385.0,-1,-1,4,1,960,1244.04930721337,-1,-1,-1,1,1728597730
17114829,1711482902,D04722,4,5.0,0.0,3.0,450,385.0,385.0,-1,-1,1,4,455,2488.098613419122,-1,-1,-1,1,1728597731
17114829,1711482902,D04723,4,3.0,3.0,1.0,455,385.0,1796.0,-1,-1,4,4,510,1430.6567027411886,-1,-1,-1,1,1728597731
17114829,1711482902,D04724,4,3.0,1.0,1.0,1020,1796.0,1648.0,-1,-1,4,4,1050,1430.6567027411886,-1,-1,-1,1,1728597731
17114829,1711482902,D04725,4,3.0,1.0,0.0,1370,1648.0,385.0,-1,-1,4,1,1400,1244.04930721337,-1,-1,-1,1,1728597731
17114829,1711482903,D04726,4,5.0,0.0,2.0,450,385.0,385.0,-1,-1,1,4,455,1244.04930721337,-1,-1,-1,1,1728597732
17114829,1711482903,D04727,4,1.0,2.0,0.0,950,385.0,385.0,-1,-1,4,1,960,1244.04930721337,-1,-1,-1,1,1728597732
17114829,1711482904,D04728,4,5.0,0.0,2.0,450,385.0,385.0,-1,-1,1,4,455,1244.04930721337,-1,-1,-1,1,1728597733
17114829,1711482904,D04729,4,1.0,2.0,0.0,950,385.0,385.0,-1,-1,4,1,960,1244.04930721337,-1,-1,-1,1,1728597733
17114829,1711482905,D04730,4,1.0,0.0,2.0,835,385.0,385.0,-1,-1,1,4,840,1244.04930721337,-1,-1,-1,1,1728597734
17114829,1711482905,D04731,4,1.0,2.0,0.0,950,385.0,385.0,-1,-1,4,1,960,1244.04930721337,-1,-1,-1,1,1728597734
17114882,1711488201,D04742,4,3.0,0.0,1.0,450,23.0,1732.0,-1,-1,1,4,490,4.25,-1,-1,-1,1,1728603083
17114882,1711488201,D04743,4,3.0,1.0,0.0,1200,1732.0,23.0,-1,-1,4,1,1240,4.25,-1,-1,-1,1,1728603083
17114955,1711495501,D04786,4,1.0,0.0,8.0,975,320.0,314.0,-1,-1,1,4,985,24.521177049321103,-1,-1,-1,1,1728610456
17114955,1711495501,D04787,4,1.0,8.0,0.0,1150,314.0,320.0,-1,-1,4,1,1160,24.521177049321103,-1,-1,-1,1,1728610456
17114955,1711495501,D04788,4,1.0,0.0,6.0,1185,320.0,311.0,-1,-1,1,4,1215,24.521177049321103,-1,-1,-1,1,1728610456
17114955,1711495501,D04789,4,1.0,6.0,0.0,1260,311.0,320.0,-1,-1,4,1,1285,24.521177049321103,-1,-1,-1,1,1728610456
17115088,1711508801,D04827,4,1.0,0.0,5.0,750,453.0,468.0,-1,-1,1,4,760,123.76028139017299,-1,-1,-1,1,1728623889
17115088,1711508801,D04828,4,1.0,5.0,0.0,770,468.0,453.0,-1,-1,4,1,780,123.76028139017299,-1,-1,-1,1,1728623889
17115088,1711508801,D04829,4,6.0,0.0,1.0,790,453.0,660.0,-1,-1,1,4,835,123.76028139017299,-1,-1,-1,1,1728623889
17115088,1711508801,D04834,4,6.0,1.0,0.0,1380,660.0,453.0,-1,-1,4,1,1425,123.76028139017299,-1,-1,-1,1,1728623889
17115104,1711510401,D04839,4,5.0,0.0,3.0,480,222.0,176.0,-1,-1,1,4,485,42.1857874760158,-1,-1,-1,1,1728625505
17115104,1711510401,D04840,4,6.0,3.0,1.0,510,176.0,1628.0,-1,-1,4,4,555,24.25682779870908,-1,-1,-1,1,1728625505
17115104,1711510401,D04841,4,6.0,1.0,0.0,970,1628.0,222.0,-1,-1,4,1,1030,21.0928937380079,-1,-1,-1,1,1728625505
17115104,1711510402,D04842,4,3.0,0.0,1.0,450,222.0,511.0,-1,-1,1,4,480,21.0928937380079,-1,-1,-1,1,1728625506
17115104,1711510402,D04843,4,3.0,1.0,3.0,990,511.0,176.0,-1,-1,4,4,1030,24.25682779870908,-1,-1,-1,1,1728625506
17115104,1711510402,D04844,4,5.0,3.0,0.0,1055,176.0,222.0,-1,-1,4,1,1060,21.0928937380079,-1,-1,-1,1,1728625506
17115104,1711510403,D04845,4,5.0,0.0,2.0,480,222.0,176.0,-1,-1,1,4,485,21.0928937380079,-1,-1,-1,1,1728625507
17115104,1711510403,D04846,4,5.0,2.0,0.0,1055,176.0,222.0,-1,-1,4,1,1060,21.0928937380079,-1,-1,-1,1,1728625507
17115104,1711510404,D04847,4,5.0,0.0,2.0,480,222.0,176.0,-1,-1,1,4,485,21.0928937380079,-1,-1,-1,1,1728625508
17115104,1711510404,D04848,4,5.0,2.0,0.0,1055,176.0,222.0,-1,-1,4,1,1060,21.0928937380079,-1,-1,-1,1,1728625508
17115221,1711522101,D04864,4,1.0,0.0,1.0,600,488.0,487.0,-1,-1,1,4,605,48.4014699814552,-1,-1,-1,1,1728637322
17115221,1711522101,D04865,4,1.0,1.0,0.0,1030,487.0,488.0,-1,-1,4,1,1035,48.4014699814552,-1,-1,-1,1,1728637322
17115221,1711522101,D04866,4,6.0,0.0,8.0,1060,488.0,318.0,-1,-1,1,4,1080,55.6616904781706,-1,-1,-1,1,1728637322
17115221,1711522101,D04867,4,6.0,8.0,0.0,1230,318.0,488.0,-1,-1,4,1,1250,55.6616904781706,-1,-1,-1,1,1728637322
17115221,1711522102,D04868,4,1.0,0.0,1.0,600,488.0,432.0,-1,-1,1,4,615,48.4014699814552,-1,-1,-1,1,1728637323
17115221,1711522102,D04869,4,1.0,1.0,0.0,990,432.0,488.0,-1,-1,4,1,1005,48.4014699814552,-1,-1,-1,1,1728637323
17115231,1711523101,D04870,4,4.0,0.0,1.0,435,711.0,529.0,-1,-1,1,4,460,306.50497615682303,-1,-1,-1,1,1728638332
17115231,1711523101,D04871,4,1.0,1.0,6.0,715,529.0,538.0,-1,-1,4,4,725,306.50497615682303,-1,-1,-1,1,1728638332
17115231,1711523101,D04872,4,1.0,6.0,1.0,770,538.0,529.0,-1,-1,4,4,780,306.50497615682303,-1,-1,-1,1,1728638332
17115231,1711523101,D04873,4,3.0,1.0,1.0,1025,529.0,720.0,-1,-1,4,4,1055,352.4807225062335,-1,-1,-1,1,1728638332
17115231,1711523101,D04874,4,3.0,1.0,5.0,1110,720.0,714.0,-1,-1,4,4,1120,613.0099523136461,-1,-1,-1,1,1728638332
17115231,1711523101,D04875,4,3.0,5.0,5.0,1145,714.0,660.0,-1,-1,4,4,1150,352.4807225062335,-1,-1,-1,1,1728638332
17115231,1711523101,D04876,4,4.0,5.0,6.0,1155,660.0,973.0,-1,-1,4,4,1175,352.4807225062335,-1,-1,-1,1,1728638332
17115231,1711523101,D04877,4,4.0,6.0,0.0,1245,973.0,711.0,-1,-1,4,1,1270,352.4807225062335,-1,-1,-1,1,1728638332
17115231,1711523102,D04878,4,1.0,0.0,8.0,390,711.0,667.0,-1,-1,1,4,415,306.50497615682303,-1,-1,-1,1,1728638333
17115231,1711523102,D04879,4,1.0,8.0,0.0,420,667.0,711.0,-1,-1,4,1,445,306.50497615682303,-1,-1,-1,1,1728638333
17115231,1711523102,D04881,4,6.0,0.0,5.0,1140,711.0,660.0,-1,-1,1,4,1155,352.4807225062335,-1,-1,-1,1,1728638333
17115231,1711523102,D04882,4,4.0,5.0,6.0,1155,660.0,973.0,-1,-1,4,4,1175,352.4807225062335,-1,-1,-1,1,1728638333
17115231,1711523102,D04883,4,4.0,6.0,0.0,1245,973.0,711.0,-1,-1,4,1,1270,352.4807225062335,-1,-1,-1,1,1728638333
17115247,1711524701,D04884,4,3.0,0.0,5.0,630,355.0,386.0,-1,-1,1,4,635,4745.0223216859995,-1,-1,-1,1,1728639948
17115247,1711524701,D04885,4,3.0,5.0,7.0,640,386.0,387.0,-1,-1,4,4,645,4745.0223216859995,-1,-1,-1,1,1728639948
17115247,1711524701,D04886,4,3.0,7.0,5.0,770,387.0,330.0,-1,-1,4,4,780,2728.3878353471923,-1,-1,-1,1,1728639948
17115247,1711524701,D04887,4,3.0,5.0,0.0,810,330.0,355.0,-1,-1,4,1,820,2728.3878353471923,-1,-1,-1,1,1728639948
17115247,1711524702,D04888,4,1.0,0.0,8.0,610,355.0,396.0,-1,-1,1,4,645,2372.5111602618304,-1,-1,-1,1,1728639949
17115247,1711524702,D04889,4,1.0,8.0,0.0,645,396.0,355.0,-1,-1,4,1,685,2372.5111602618304,-1,-1,-1,1,1728639949
17115247,1711524702,D04890,4,1.0,0.0,8.0,730,355.0,355.0,-1,-1,1,4,740,2372.5111602618304,-1,-1,-1,1,1728639949
17115247,1711524702,D04891,4,1.0,8.0,0.0,750,355.0,355.0,-1,-1,4,1,765,2372.5111602618304,-1,-1,-1,1,1728639949
17115247,1711524702,D04892,4,3.0,0.0,4.0,860,355.0,387.0,-1,-1,1,4,865,2728.3878353471923,-1,-1,-1,1,1728639949
17115247,1711524702,D04893,4,3.0,4.0,0.0,875,387.0,355.0,-1,-1,4,1,880,2728.3878353471923,-1,-1,-1,1,1728639949
17115400,1711540001,D04915,4,6.0,0.0,1.0,435,4.0,631.0,-1,-1,1,4,510,13.4834939713216,-1,-1,-1,1,1728655401
17115400,1711540001,D04916,4,6.0,1.0,8.0,1050,631.0,314.0,-1,-1,4,4,1080,15.506018065327794,-1,-1,-1,1,1728655401
17115400,1711540001,D04917,4,4.0,8.0,0.0,1170,314.0,4.0,-1,-1,4,1,1200,15.506018065327794,-1,-1,-1,1,1728655401
17115400,1711540002,D04918,4,6.0,0.0,1.0,435,4.0,631.0,-1,-1,1,4,510,13.4834939713216,-1,-1,-1,1,1728655402
17115400,1711540002,D04919,4,6.0,1.0,8.0,1050,631.0,314.0,-1,-1,4,4,1080,15.506018065327794,-1,-1,-1,1,1728655402
17115400,1711540002,D04920,4,4.0,8.0,0.0,1170,314.0,4.0,-1,-1,4,1,1200,15.506018065327794,-1,-1,-1,1,1728655402
17115461,1711546101,D04953,4,3.0,0.0,1.0,435,3178.0,1124.0,-1,-1,1,4,465,10946.7154091275,-1,-1,-1,1,1728661562
17115461,1711546101,D04954,4,3.0,1.0,8.0,1080,1124.0,1110.0,-1,-1,4,4,1110,12588.722732983655,-1,-1,-1,1,1728661562
17115461,1711546101,D04955,4,3.0,8.0,0.0,1170,1110.0,3178.0,-1,-1,4,1,1200,12588.722732983655,-1,-1,-1,1,1728661562
17115461,1711546102,D04956,4,3.0,0.0,1.0,415,3178.0,1121.0,-1,-1,1,4,440,10946.7154091275,-1,-1,-1,1,1728661563
17115461,1711546102,D04957,4,3.0,1.0,0.0,900,1121.0,3178.0,-1,-1,4,1,920,10946.7154091275,-1,-1,-1,1,1728661563
17115502,1711550201,D04960,4,3.0,0.0,1.0,575,1701.0,1615.0,-1,-1,1,4,600,217.542521160594,-1,-1,-1,1,1728665703
17115502,1711550201,D04961,4,3.0,1.0,0.0,1130,1615.0,1701.0,-1,-1,4,1,1155,217.542521160594,-1,-1,-1,1,1728665703
17115502,1711550202,D04962,4,3.0,0.0,2.0,510,1701.0,1715.0,-1,-1,1,4,525,217.542521160594,-1,-1,-1,1,1728665704
17115502,1711550202,D04963,4,3.0,2.0,0.0,705,1715.0,1701.0,-1,-1,4,1,715,217.542521160594,-1,-1,-1,1,1728665704
17115502,1711550202,D04964,4,1.0,0.0,8.0,920,1701.0,1700.0,-1,-1,1,4,950,217.542521160594,-1,-1,-1,1,1728665704
17115502,1711550202,D04965,4,1.0,8.0,0.0,950,1700.0,1701.0,-1,-1,4,1,975,217.542521160594,-1,-1,-1,1,1728665704
17115522,1711552201,D04966,4,3.0,0.0,1.0,480,256.0,444.0,-1,-1,1,4,495,23.2386733572133,-1,-1,-1,1,1728667723
17115522,1711552201,D04967,4,3.0,1.0,0.0,710,444.0,256.0,-1,-1,4,1,720,23.2386733572133,-1,-1,-1,1,1728667723
17115522,1711552201,D04968,4,3.0,0.0,1.0,770,256.0,444.0,-1,-1,1,4,780,23.2386733572133,-1,-1,-1,1,1728667723
17115522,1711552201,D04969,4,3.0,1.0,0.0,990,444.0,256.0,-1,-1,4,1,1000,23.2386733572133,-1,-1,-1,1,1728667723
17115567,1711556701,D04995,4,3.0,0.0,1.0,365,2149.0,2395.0,-1,-1,1,4,395,557.438977489981,-1,-1,-1,1,1728672268
17115567,1711556701,D04996,4,3.0,1.0,0.0,930,2395.0,2149.0,-1,-1,4,1,990,557.438977489981,-1,-1,-1,1,1728672268
17115567,1711556702,D04997,4,4.0,0.0,3.0,465,2149.0,2191.0,-1,-1,1,4,480,641.0548236649738,-1,-1,-1,1,1728672269
17115567,1711556702,D04998,4,3.0,3.0,5.0,485,2191.0,2191.0,-1,-1,4,4,495,1114.8779547342037,-1,-1,-1,1,1728672269
17115567,1711556702,D04999,4,3.0,5.0,4.0,525,2191.0,2191.0,-1,-1,4,4,540,1114.8779547342037,-1,-1,-1,1,1728672269
