,hhno,hhsize,hhvehs,hhwkrs,hhftw,hhptw,hhret,hhoad,hhuni,hhhsc,hh515,hhcu5,hhincome,hownrent,hrestype,hhparcel,hhtaz,hhexpfac
2493,17140680,1,0,0,0,0,0,1,0,0,0,0,5000,2,1,-1,-1,-1
2494,17140699,2,2,2,1,1,0,0,0,0,0,0,87500,2,3,-1,-1,-1
2495,17140715,2,3,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
2496,17140745,1,1,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2497,17140754,2,0,2,1,0,0,1,0,0,0,0,37500,2,3,-1,-1,-1
2498,17140778,1,0,1,1,0,0,0,1,0,0,0,42500,2,3,-1,-1,-1
2499,17140780,2,2,1,0,0,1,1,0,0,0,0,300000,1,1,-1,-1,-1
2500,17140787,2,1,1,1,0,0,1,0,0,0,0,87500,1,3,-1,-1,-1
2501,17140796,2,1,1,0,0,1,1,0,0,0,0,62500,2,3,-1,-1,-1
2502,17140820,1,1,1,1,0,0,0,0,0,0,0,62500,1,2,-1,-1,-1
2503,17140840,2,1,0,0,0,2,0,0,0,0,0,62500,1,3,-1,-1,-1
2504,17140860,2,2,1,1,0,1,0,0,0,0,0,125000,1,3,-1,-1,-1
2505,17140870,2,2,2,1,0,0,1,0,0,0,0,62500,1,1,-1,-1,-1
2506,17140911,2,0,2,2,0,0,0,1,0,0,0,62500,2,3,-1,-1,-1
2507,17140941,2,1,2,1,1,0,0,1,0,0,0,125000,2,3,-1,-1,-1
2508,17140943,2,2,2,2,0,0,0,0,0,0,0,125000,2,1,-1,-1,-1
2509,17140976,3,1,1,1,0,0,1,0,0,0,1,125000,1,3,-1,-1,-1
2510,17141008,1,1,1,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
2511,17141021,2,1,0,0,0,2,0,0,0,0,0,37500,1,2,-1,-1,-1
2512,17141029,1,1,0,0,0,1,0,0,0,0,0,30000,1,3,-1,-1,-1
2513,17141033,1,0,1,0,1,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2514,17141037,2,0,2,2,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2515,17141041,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2516,17141060,2,2,1,1,0,1,0,0,0,0,0,87500,1,1,-1,-1,-1
2517,17141065,5,2,1,1,0,1,1,0,0,2,0,175000,2,1,-1,-1,-1
2518,17141097,3,1,0,0,0,1,2,1,0,0,0,17500,1,1,-1,-1,-1
2519,17141102,1,0,0,0,0,1,0,0,0,0,0,125000,2,3,-1,-1,-1
2520,17141136,2,2,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
2521,17141172,2,2,2,2,0,0,0,0,0,0,0,225000,1,3,-1,-1,-1
2522,17141177,1,1,0,0,0,0,1,0,0,0,0,30000,1,3,-1,-1,-1
2523,17141191,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2524,17141192,2,1,2,2,0,0,0,0,0,0,0,150000,1,2,-1,-1,-1
2525,17141195,2,1,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
2526,17141221,3,1,2,2,0,0,0,0,0,0,1,300000,1,2,-1,-1,-1
2527,17141224,3,3,1,0,0,0,3,0,0,0,0,125000,1,1,-1,-1,-1
2528,17141243,3,0,2,2,0,1,0,0,0,0,0,62500,2,1,-1,-1,-1
2529,17141248,2,1,1,1,0,0,0,0,0,0,1,87500,2,1,-1,-1,-1
2530,17141251,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
2531,17141275,2,2,0,0,0,1,1,0,0,0,0,42500,1,3,-1,-1,-1
2532,17141317,2,1,2,2,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2533,17141346,2,2,2,2,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
2534,17141366,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2535,17141380,1,1,1,1,0,0,0,1,0,0,0,175000,2,3,-1,-1,-1
2536,17141430,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2537,17141431,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2538,17141433,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2539,17141454,1,0,1,0,1,0,0,0,0,0,0,5000,2,3,-1,-1,-1
2540,17141466,2,5,2,1,0,0,1,0,0,0,0,175000,1,1,-1,-1,-1
2541,17141478,1,0,0,0,0,1,0,0,0,0,0,62500,2,3,-1,-1,-1
2542,17141481,3,1,1,1,0,0,1,0,0,0,1,125000,1,1,-1,-1,-1
2543,17141482,2,2,2,1,1,0,0,0,0,0,0,225000,2,3,-1,-1,-1
2544,17141510,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
2545,17141518,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2546,17141526,2,2,1,1,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
2547,17141527,2,1,2,1,1,0,0,1,0,0,0,-1,2,3,-1,-1,-1
2548,17141551,1,1,1,1,0,0,0,0,0,0,0,42500,1,1,-1,-1,-1
2549,17141589,2,2,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2550,17141593,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2551,17141607,2,0,0,0,0,2,0,0,0,0,0,12500,2,3,-1,-1,-1
2552,17141616,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2553,17141635,2,1,1,1,0,0,0,0,0,1,0,62500,2,3,-1,-1,-1
2554,17141645,1,0,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
2555,17141660,4,4,2,2,0,0,1,0,1,1,0,-1,1,1,-1,-1,-1
2556,17141661,4,1,1,1,0,0,1,0,0,0,2,175000,2,2,-1,-1,-1
2557,17141676,1,1,0,0,0,1,0,0,0,0,0,42500,1,1,-1,-1,-1
2558,17141684,3,3,2,2,0,0,0,0,1,0,0,87500,2,2,-1,-1,-1
2559,17141701,2,2,2,1,1,0,0,0,0,0,0,-1,2,3,-1,-1,-1
2560,17141724,1,0,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2561,17141733,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
2562,17141740,2,2,0,0,0,2,0,0,0,0,0,125000,1,2,-1,-1,-1
2563,17141741,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
2564,17141767,2,0,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
2565,17141788,1,0,0,0,0,0,1,1,0,0,0,17500,2,3,-1,-1,-1
2566,17141792,4,4,2,2,0,0,0,0,2,0,0,175000,1,1,-1,-1,-1
2567,17141819,3,2,2,1,1,0,0,0,0,0,1,87500,2,2,-1,-1,-1
2568,17141821,3,1,1,1,0,0,1,1,0,0,1,125000,1,2,-1,-1,-1
2569,17141834,3,5,2,0,0,0,2,0,0,1,0,62500,1,1,-1,-1,-1
2570,17141835,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2571,17141852,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2572,17141857,1,1,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
2573,17141862,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2574,17141872,2,1,1,1,0,0,1,1,0,0,0,42500,2,3,-1,-1,-1
2575,17141874,4,3,2,1,1,0,0,0,0,2,0,175000,1,1,-1,-1,-1
2576,17141875,4,2,2,2,0,0,0,0,0,2,0,-1,1,1,-1,-1,-1
2577,17141876,1,1,1,0,1,0,0,0,0,0,0,125000,1,3,-1,-1,-1
2578,17141891,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
2579,17141909,4,2,1,1,0,0,1,0,0,0,2,87500,1,2,-1,-1,-1
2580,17141918,2,2,0,0,0,2,0,0,0,0,0,175000,1,1,-1,-1,-1
2581,17141933,2,2,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2582,17141939,1,1,1,0,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2583,17141942,4,4,2,1,0,0,1,0,1,1,0,125000,1,1,-1,-1,-1
2584,17141957,4,2,1,1,0,0,1,0,0,2,0,125000,2,3,-1,-1,-1
2585,17141984,2,1,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
2586,17141992,1,1,0,0,0,0,1,0,0,0,0,-1,1,1,-1,-1,-1
2587,17141995,1,1,1,1,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
2588,17141996,2,1,1,1,0,0,1,0,0,0,0,125000,1,2,-1,-1,-1
2589,17142005,2,3,2,1,1,0,0,0,0,0,0,150000,1,1,-1,-1,-1
2590,17142113,3,1,2,0,2,0,0,0,0,1,0,-1,2,3,-1,-1,-1
2591,17142121,3,1,1,0,1,0,1,2,0,0,1,17500,2,3,-1,-1,-1
2592,17142138,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2593,17142139,2,2,0,0,0,2,0,0,0,0,0,175000,1,3,-1,-1,-1
2594,17142145,1,1,1,0,0,0,1,0,0,0,0,17500,2,1,-1,-1,-1
2595,17142152,2,2,2,2,0,0,0,0,0,0,0,225000,1,3,-1,-1,-1
2596,17142156,1,1,1,1,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
2597,17142190,2,2,1,1,0,0,1,0,0,0,0,87500,1,3,-1,-1,-1
2598,17142200,1,0,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
2599,17142207,2,1,1,1,0,0,1,1,0,0,0,87500,2,3,-1,-1,-1
2600,17142225,2,4,2,2,0,0,0,1,0,0,0,300000,1,1,-1,-1,-1
2601,17142230,1,1,0,0,0,1,0,0,0,0,0,125000,1,3,-1,-1,-1
2602,17142231,2,2,1,1,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
2603,17142257,2,1,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
2604,17142290,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2605,17142315,1,2,0,0,0,1,0,0,0,0,0,87500,1,3,-1,-1,-1
2606,17142397,4,2,2,1,1,0,0,0,1,1,0,62500,1,1,-1,-1,-1
2607,17142403,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2608,17142417,2,2,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2609,17142435,1,2,1,1,0,0,0,0,0,0,0,42500,1,1,-1,-1,-1
2610,17142453,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
2611,17142471,2,1,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2612,17142480,5,2,3,1,1,0,0,0,1,2,0,-1,1,1,-1,-1,-1
2613,17142488,2,1,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2614,17142494,1,0,0,0,0,0,1,0,0,0,0,62500,2,3,-1,-1,-1
2615,17142504,1,2,1,0,0,0,1,0,0,0,0,30000,1,1,-1,-1,-1
2616,17142510,3,1,1,0,0,0,2,0,0,0,1,5000,2,3,-1,-1,-1
2617,17142512,2,1,2,2,0,0,0,0,0,0,0,175000,2,2,-1,-1,-1
2618,17142519,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,-1,-1,-1
2619,17142529,2,2,2,2,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
2620,17142560,2,5,1,1,0,0,1,0,0,0,0,150000,1,1,-1,-1,-1
2621,17142566,1,0,0,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
2622,17142587,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2623,17142593,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2624,17142602,1,1,1,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
2625,17142619,2,0,0,0,0,0,1,0,0,1,0,17500,2,3,-1,-1,-1
2626,17142630,3,2,1,1,0,0,1,0,0,1,0,87500,1,1,-1,-1,-1
2627,17142654,3,3,2,1,1,0,0,0,0,1,0,87500,1,1,-1,-1,-1
2628,17142655,1,1,0,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
2629,17142657,2,2,1,1,0,0,1,0,0,0,0,175000,1,3,-1,-1,-1
2630,17142667,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
2631,17142734,2,2,2,2,0,0,0,0,0,0,0,87500,2,2,-1,-1,-1
2632,17142741,2,1,2,2,0,0,0,0,0,0,0,87500,2,1,-1,-1,-1
2633,17142749,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2634,17142769,1,1,0,0,0,0,1,0,0,0,0,37500,2,3,-1,-1,-1
2635,17142783,4,5,4,2,1,0,0,0,1,0,0,175000,1,1,-1,-1,-1
2636,17142791,2,1,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
2637,17142818,3,2,2,1,1,0,1,0,0,0,0,300000,1,1,-1,-1,-1
2638,17142846,1,1,1,1,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
2639,17142858,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2640,17142871,5,2,1,0,0,0,2,0,0,0,3,-1,1,3,-1,-1,-1
2641,17142879,2,2,2,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
2642,17142894,2,2,1,1,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
2643,17142909,2,1,1,1,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
2644,17142915,2,2,2,2,0,0,0,1,0,0,0,125000,1,3,-1,-1,-1
2645,17142921,3,2,1,1,0,0,1,0,0,0,1,87500,1,1,-1,-1,-1
2646,17142936,1,1,1,0,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
2647,17142938,1,0,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2648,17143004,3,5,3,3,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
2649,17143009,1,1,1,1,0,0,0,0,0,0,0,225000,1,2,-1,-1,-1
2650,17143031,2,2,2,1,1,0,0,1,0,0,0,175000,1,2,-1,-1,-1
2651,17143039,2,1,1,0,0,0,1,0,1,0,0,62500,2,3,-1,-1,-1
2652,17143116,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
2653,17143118,1,1,0,0,0,1,0,0,0,0,0,12500,1,3,-1,-1,-1
2654,17143144,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2655,17143149,2,1,1,1,0,0,0,0,1,0,0,87500,2,3,-1,-1,-1
2656,17143154,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2657,17143162,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2658,17143190,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
2659,17143193,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2660,17143194,2,1,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2661,17143207,2,2,2,0,0,0,2,0,0,0,0,125000,2,1,-1,-1,-1
2662,17143210,1,0,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
2663,17143213,4,3,3,2,0,0,0,0,2,1,0,175000,1,1,-1,-1,-1
2664,17143227,1,1,0,0,0,1,0,0,0,0,0,17500,1,3,-1,-1,-1
2665,17143232,2,1,2,2,0,0,0,1,0,0,0,125000,2,3,-1,-1,-1
2666,17143258,2,2,1,1,0,0,1,0,0,0,0,62500,1,3,-1,-1,-1
2667,17143262,1,2,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2668,17143284,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2669,17143340,4,1,1,1,0,0,2,1,1,0,0,-1,2,3,-1,-1,-1
2670,17143343,1,1,1,0,1,0,0,1,0,0,0,-1,2,3,-1,-1,-1
2671,17143357,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2672,17143386,1,0,1,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
2673,17143391,2,0,2,0,1,0,1,1,0,0,0,125000,2,3,-1,-1,-1
2674,17143416,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2675,17143422,2,1,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
2676,17143424,2,1,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
2677,17143425,1,1,0,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
2678,17143447,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
2679,17143483,4,2,2,2,0,0,0,0,2,1,0,87500,1,3,-1,-1,-1
2680,17143488,1,1,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2681,17143489,1,1,0,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
2682,17143506,4,4,2,2,0,0,1,0,2,0,0,87500,1,1,-1,-1,-1
2683,17143513,4,1,1,1,0,0,1,0,0,1,1,87500,2,3,-1,-1,-1
2684,17143524,1,0,1,0,0,0,1,0,0,0,0,62500,2,3,-1,-1,-1
2685,17143533,2,1,1,1,0,0,1,0,0,0,0,175000,1,2,-1,-1,-1
2686,17143545,3,1,2,1,1,0,0,1,0,0,1,125000,1,1,-1,-1,-1
2687,17143559,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2688,17143564,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
2689,17143572,3,1,2,2,0,0,0,0,0,0,1,175000,1,2,-1,-1,-1
2690,17143582,1,0,0,0,0,1,0,0,0,0,0,300000,3,3,-1,-1,-1
2691,17143600,2,3,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
2692,17143620,3,2,2,2,0,0,0,0,0,0,1,175000,1,3,-1,-1,-1
2693,17143626,1,1,1,1,0,0,0,0,0,0,0,62500,2,1,-1,-1,-1
2694,17143634,1,1,1,0,0,0,1,0,0,0,0,-1,1,1,-1,-1,-1
2695,17143635,1,1,1,1,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
2696,17143662,3,0,1,0,1,0,1,0,0,1,0,-1,2,3,-1,-1,-1
2697,17143713,1,0,0,0,0,0,1,0,0,0,0,62500,1,1,-1,-1,-1
2698,17143720,3,2,0,0,0,2,1,1,0,0,0,42500,1,1,-1,-1,-1
2699,17143721,1,1,1,1,0,0,0,0,0,0,0,87500,1,2,-1,-1,-1
2700,17143727,2,2,2,2,0,0,0,0,0,0,0,42500,2,2,-1,-1,-1
2701,17143729,4,1,1,1,0,0,1,0,0,0,2,125000,2,3,-1,-1,-1
2702,17143730,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2703,17143731,2,1,1,1,0,0,0,0,0,1,0,-1,2,3,-1,-1,-1
2704,17143733,2,2,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
2705,17143746,2,1,0,0,0,2,0,0,0,0,0,42500,3,3,-1,-1,-1
2706,17143758,4,3,2,1,1,0,0,0,0,0,2,87500,1,1,-1,-1,-1
2707,17143766,2,2,2,1,0,0,1,0,0,0,0,87500,1,2,-1,-1,-1
2708,17143777,2,2,2,2,0,0,0,0,0,0,0,87500,3,3,-1,-1,-1
2709,17143785,1,2,1,1,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
2710,17143824,2,2,0,0,0,2,0,0,0,0,0,87500,3,1,-1,-1,-1
2711,17143830,1,1,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
2712,17143846,4,2,2,2,0,0,0,0,0,0,2,175000,2,2,-1,-1,-1
2713,17143866,1,1,1,1,0,0,0,0,0,0,0,300000,1,2,-1,-1,-1
2714,17143875,1,1,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2715,17143895,3,3,0,0,0,0,3,1,0,0,0,-1,1,1,-1,-1,-1
2716,17143896,2,1,2,0,0,0,2,0,0,0,0,62500,1,2,-1,-1,-1
2717,17143964,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2718,17143992,2,2,0,0,0,2,0,0,0,0,0,17500,1,1,-1,-1,-1
2719,17144009,1,1,1,0,1,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2720,17144026,2,1,0,0,0,2,0,0,0,0,0,-1,3,3,-1,-1,-1
2721,17144039,4,2,2,1,1,0,0,0,0,2,0,-1,1,1,-1,-1,-1
2722,17144045,2,0,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
2723,17144049,1,1,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2724,17144076,2,1,1,1,0,0,1,0,0,0,0,62500,2,2,-1,-1,-1
2725,17144080,3,1,1,1,0,0,1,0,0,1,0,62500,2,3,-1,-1,-1
2726,17144098,1,1,0,0,0,1,0,0,0,0,0,42500,1,3,-1,-1,-1
2727,17144106,2,1,2,1,0,0,1,1,0,0,0,62500,1,1,-1,-1,-1
2728,17144118,2,2,2,2,0,0,0,0,0,0,0,175000,1,3,-1,-1,-1
2729,17144143,6,0,1,0,1,0,1,1,0,3,1,5000,3,3,-1,-1,-1
2730,17144152,4,1,3,2,0,0,0,0,1,0,1,87500,2,1,-1,-1,-1
2731,17144155,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2732,17144169,3,1,2,2,0,0,0,0,0,0,1,175000,1,1,-1,-1,-1
2733,17144198,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
2734,17144210,2,1,1,1,0,1,0,0,0,0,0,125000,1,1,-1,-1,-1
2735,17144220,2,2,1,1,0,0,1,0,0,0,0,-1,2,3,-1,-1,-1
2736,17144227,1,1,1,1,0,0,0,1,0,0,0,62500,1,2,-1,-1,-1
2737,17144239,2,4,1,0,0,0,2,0,0,0,0,150000,1,2,-1,-1,-1
2738,17144243,4,2,2,1,1,0,0,0,0,0,2,125000,1,1,-1,-1,-1
2739,17144258,2,2,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
2740,17144272,2,2,2,0,1,0,1,0,0,0,0,62500,1,1,-1,-1,-1
2741,17144283,2,2,1,1,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
2742,17144288,2,2,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
2743,17144290,4,3,4,2,2,0,0,0,0,0,0,125000,2,1,-1,-1,-1
2744,17144301,2,1,0,0,0,2,0,0,0,0,0,17500,2,3,-1,-1,-1
2745,17144304,1,0,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
2746,17144328,1,1,1,0,1,0,0,0,0,0,0,17500,1,1,-1,-1,-1
2747,17144348,2,3,0,0,0,2,0,0,0,0,0,-1,1,1,-1,-1,-1
2748,17144355,5,3,1,1,0,0,1,0,0,2,1,125000,2,1,-1,-1,-1
2749,17144365,2,3,1,1,0,0,1,1,0,0,0,62500,1,3,-1,-1,-1
2750,17144379,2,1,0,0,0,2,0,0,0,0,0,-1,3,3,-1,-1,-1
2751,17144401,2,2,1,1,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
2752,17144402,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
2753,17144405,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2754,17144409,2,0,0,0,0,2,0,0,0,0,0,17500,2,3,-1,-1,-1
2755,17144473,3,2,1,1,0,0,1,0,0,1,0,225000,1,1,-1,-1,-1
2756,17144480,1,1,0,0,0,1,0,0,0,0,0,17500,1,1,-1,-1,-1
2757,17144505,1,1,1,0,1,0,0,1,0,0,0,30000,2,3,-1,-1,-1
2758,17144539,2,1,2,2,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
2759,17144573,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2760,17144596,1,1,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2761,17144618,4,1,1,1,0,0,1,0,0,1,1,125000,2,3,-1,-1,-1
2762,17144634,1,0,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2763,17144651,2,1,0,0,0,2,0,0,0,0,0,-1,3,3,-1,-1,-1
2764,17144658,2,3,2,1,1,0,0,0,0,0,0,62500,1,1,-1,-1,-1
2765,17144678,1,0,1,1,0,0,0,0,0,0,0,-1,3,3,-1,-1,-1
2766,17144686,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
2767,17144691,8,3,3,3,0,0,1,0,2,3,0,62500,1,1,-1,-1,-1
2768,17144694,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2769,17144697,1,1,1,1,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
2770,17144704,1,1,1,1,0,0,0,0,0,0,0,87500,1,1,-1,-1,-1
2771,17144707,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
2772,17144727,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
2773,17144734,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
2774,17144776,2,2,2,1,0,0,1,0,0,0,0,125000,1,3,-1,-1,-1
2775,17144780,1,0,1,1,0,0,0,0,0,0,0,42500,2,1,-1,-1,-1
2776,17144826,1,1,0,0,0,1,0,0,0,0,0,62500,1,3,-1,-1,-1
2777,17144837,4,2,1,1,0,0,1,0,0,0,2,125000,1,1,-1,-1,-1
2778,17144860,2,1,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
2779,17144888,1,1,1,1,0,0,0,0,0,0,0,42500,1,3,-1,-1,-1
2780,17144929,2,0,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
2781,17144966,2,2,1,1,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
2782,17144969,1,1,0,0,0,1,0,0,0,0,0,30000,1,3,-1,-1,-1
2783,17144997,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
2784,17145017,2,1,1,1,0,1,0,0,0,0,0,37500,1,1,-1,-1,-1
2785,17145024,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2786,17145026,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
2787,17145077,2,1,1,1,0,0,1,0,0,0,0,87500,2,1,-1,-1,-1
2788,17145129,1,0,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
2789,17145142,2,2,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
2790,17145161,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
2791,17145181,1,1,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
2792,17145226,1,1,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2793,17145229,2,2,0,0,0,1,1,0,0,0,0,175000,1,1,-1,-1,-1
2794,17145253,1,1,0,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
2795,17145287,1,0,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
2796,17145288,2,2,1,1,0,0,1,0,0,0,0,125000,2,2,-1,-1,-1
2797,17145296,1,1,1,1,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
2798,17145297,1,1,0,0,0,1,0,0,0,0,0,87500,1,1,-1,-1,-1
2799,17145304,2,3,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
2800,17145321,3,1,3,2,0,0,1,0,0,0,0,87500,1,3,-1,-1,-1
