,hhno,hhsize,hhvehs,hhwkrs,hhftw,hhptw,hhret,hhoad,hhuni,hhhsc,hh515,hhcu5,hhincome,hownrent,hrestype,hhparcel,hhtaz,hhexpfac
839,17113799,1,1,1,1,0,0,0,0,0,0,0,87500,1,2,-1,-1,-1
840,17113801,1,1,0,0,0,1,0,0,0,0,0,300000,2,3,-1,-1,-1
841,17113823,2,1,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
842,17113825,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
843,17113839,2,0,2,1,1,0,0,0,0,0,0,42500,2,3,-1,-1,-1
844,17113848,1,1,0,0,0,0,1,0,0,0,0,42500,1,3,-1,-1,-1
845,17113862,1,1,0,0,0,0,1,1,0,0,0,30000,2,3,-1,-1,-1
846,17113899,2,3,0,0,0,1,1,0,0,0,0,62500,1,2,-1,-1,-1
847,17113910,2,1,0,0,0,2,0,0,0,0,0,-1,1,3,-1,-1,-1
848,17113928,3,2,1,1,0,0,2,0,0,0,0,125000,2,3,-1,-1,-1
849,17113934,2,2,1,1,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
850,17113964,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
851,17113967,3,2,2,2,0,0,0,0,0,0,1,125000,1,1,-1,-1,-1
852,17113968,2,1,1,1,0,0,0,0,0,1,0,62500,1,1,-1,-1,-1
853,17113969,2,1,2,2,0,0,0,0,0,0,0,87500,1,1,-1,-1,-1
854,17113997,2,2,1,1,0,1,0,0,0,0,0,125000,1,1,-1,-1,-1
855,17114000,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
856,17114033,1,0,1,1,0,0,0,1,0,0,0,17500,2,3,-1,-1,-1
857,17114037,1,1,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
858,17114042,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
859,17114058,2,2,1,1,0,0,1,1,0,0,0,42500,2,3,-1,-1,-1
860,17114069,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
861,17114076,3,3,1,1,0,0,2,2,0,0,0,30000,2,3,-1,-1,-1
862,17114089,2,0,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
863,17114120,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
864,17114147,1,0,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
865,17114149,2,1,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
866,17114152,2,1,1,1,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
867,17114158,1,1,1,0,1,0,0,1,0,0,0,17500,2,1,-1,-1,-1
868,17114160,2,1,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
869,17114164,2,2,2,2,0,0,0,0,0,0,0,62500,1,1,-1,-1,-1
870,17114170,2,2,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
871,17114171,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
872,17114177,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
873,17114201,3,2,1,1,0,0,1,0,0,0,1,62500,1,1,-1,-1,-1
874,17114202,2,1,2,2,0,0,0,2,0,0,0,125000,2,3,-1,-1,-1
875,17114224,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
876,17114267,2,1,1,1,0,0,0,0,0,1,0,62500,1,2,-1,-1,-1
877,17114315,4,1,0,0,0,0,4,4,0,0,0,5000,2,3,-1,-1,-1
878,17114332,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
879,17114407,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
880,17114410,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
881,17114422,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
882,17114426,2,1,1,1,0,0,1,0,0,0,0,175000,1,3,-1,-1,-1
883,17114460,2,2,2,1,0,0,1,0,0,0,0,62500,1,2,-1,-1,-1
884,17114461,1,1,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
885,17114462,2,2,1,1,0,0,0,0,1,0,0,30000,2,3,-1,-1,-1
886,17114479,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
887,17114492,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
888,17114497,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
889,17114506,1,1,1,1,0,0,0,0,0,0,0,-1,1,3,-1,-1,-1
890,17114508,4,2,2,1,1,0,0,0,0,2,0,125000,2,1,-1,-1,-1
891,17114513,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
892,17114518,1,1,1,1,0,0,0,1,0,0,0,42500,2,3,-1,-1,-1
893,17114543,1,1,1,1,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
894,17114544,3,3,2,2,0,0,0,0,0,1,0,225000,1,1,-1,-1,-1
895,17114556,1,0,1,0,1,0,0,0,0,0,0,42500,1,3,-1,-1,-1
896,17114568,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
897,17114572,2,2,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
898,17114610,3,1,2,1,1,0,1,0,0,0,0,62500,3,1,-1,-1,-1
899,17114626,2,1,2,1,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
900,17114630,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
901,17114640,2,1,0,0,0,2,0,0,0,0,0,225000,1,3,-1,-1,-1
902,17114648,2,1,2,1,1,0,0,0,0,0,0,42500,1,3,-1,-1,-1
903,17114659,1,1,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
904,17114662,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
905,17114671,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
906,17114700,2,2,2,1,0,0,1,0,0,0,0,150000,1,1,-1,-1,-1
907,17114712,1,1,0,0,0,1,0,0,0,0,0,17500,1,6,-1,-1,-1
908,17114724,2,1,1,1,0,0,0,0,0,1,0,125000,1,1,-1,-1,-1
909,17114734,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
910,17114748,1,1,1,1,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
911,17114786,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
912,17114787,2,2,0,0,0,2,0,0,0,0,0,-1,1,1,-1,-1,-1
913,17114823,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
914,17114829,5,2,1,1,0,0,1,0,0,2,1,62500,2,2,-1,-1,-1
915,17114840,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
916,17114843,2,2,1,1,0,1,0,0,0,0,0,87500,1,1,-1,-1,-1
917,17114861,2,0,2,1,0,0,1,0,0,0,0,62500,2,3,-1,-1,-1
918,17114882,2,2,2,2,0,0,0,0,0,0,0,87500,2,2,-1,-1,-1
919,17114925,3,2,1,1,0,0,1,0,0,0,1,87500,1,1,-1,-1,-1
920,17114936,4,3,2,2,0,0,0,0,1,1,0,125000,1,1,-1,-1,-1
921,17114941,4,2,2,2,0,0,0,0,0,2,0,300000,1,1,-1,-1,-1
922,17114950,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
923,17114955,1,1,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
924,17114981,2,3,1,0,1,1,0,0,0,0,0,87500,1,1,-1,-1,-1
925,17114983,1,1,0,0,0,0,1,0,0,0,0,-1,2,3,-1,-1,-1
926,17115016,1,3,1,1,0,0,0,0,0,0,0,87500,1,2,-1,-1,-1
927,17115059,1,1,1,0,0,0,1,0,0,0,0,17500,1,1,-1,-1,-1
928,17115067,4,3,2,2,0,1,0,0,0,0,1,300000,1,1,-1,-1,-1
929,17115088,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
930,17115092,4,2,1,1,0,0,1,0,0,2,0,175000,1,1,-1,-1,-1
931,17115104,4,2,2,2,0,0,0,0,0,0,2,300000,1,1,-1,-1,-1
932,17115126,2,0,2,1,1,0,0,0,0,0,0,37500,2,3,-1,-1,-1
933,17115131,2,2,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
934,17115180,2,1,2,1,0,0,1,0,0,0,0,-1,2,6,-1,-1,-1
935,17115187,1,1,1,1,0,0,0,1,0,0,0,42500,2,3,-1,-1,-1
936,17115207,1,0,0,0,0,1,0,0,0,0,0,125000,3,3,-1,-1,-1
937,17115221,2,1,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
938,17115231,3,2,3,2,0,0,1,1,0,0,0,-1,3,1,-1,-1,-1
939,17115247,2,7,0,0,0,2,0,0,0,0,0,125000,1,1,-1,-1,-1
940,17115249,2,2,2,1,1,0,0,0,0,0,0,62500,1,1,-1,-1,-1
941,17115300,2,1,2,1,1,0,0,1,0,0,0,62500,2,3,-1,-1,-1
942,17115305,1,1,1,0,0,0,1,0,0,0,0,17500,2,2,-1,-1,-1
943,17115321,2,1,0,0,0,2,0,0,0,0,0,-1,1,1,-1,-1,-1
944,17115359,2,1,1,1,0,0,0,0,0,1,0,87500,1,2,-1,-1,-1
945,17115398,1,2,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
946,17115400,2,1,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
947,17115408,2,2,0,0,0,2,0,0,0,0,0,30000,1,1,-1,-1,-1
948,17115450,6,3,2,1,0,0,1,0,0,4,0,150000,1,1,-1,-1,-1
949,17115461,2,2,2,1,1,0,0,1,0,0,0,62500,1,3,-1,-1,-1
950,17115468,2,2,2,1,1,0,0,0,0,0,0,-1,2,3,-1,-1,-1
951,17115474,1,0,0,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
952,17115502,2,2,1,1,0,0,1,1,0,0,0,125000,1,1,-1,-1,-1
953,17115522,1,1,1,1,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
954,17115529,4,4,2,2,0,0,1,0,1,0,0,150000,1,1,-1,-1,-1
955,17115559,2,2,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
956,17115567,5,10,4,2,1,0,2,0,0,0,0,-1,1,1,-1,-1,-1
957,17115568,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
958,17115569,2,1,1,1,0,0,1,1,0,0,0,125000,2,3,-1,-1,-1
959,17115571,1,1,1,1,0,0,0,0,0,0,0,17500,3,4,-1,-1,-1
960,17115581,1,1,1,1,0,0,0,0,0,0,0,62500,1,2,-1,-1,-1
961,17115591,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
962,17115594,3,1,2,1,1,0,0,0,0,1,0,30000,2,3,-1,-1,-1
963,17115615,3,0,2,2,0,0,1,0,0,0,0,150000,2,3,-1,-1,-1
964,17115617,4,3,2,2,0,0,0,0,1,1,0,300000,1,1,-1,-1,-1
965,17115657,1,1,1,1,0,0,0,0,0,0,0,150000,1,1,-1,-1,-1
966,17115662,1,1,0,0,0,0,1,0,0,0,0,17500,1,3,-1,-1,-1
967,17115686,1,1,0,0,0,0,1,1,0,0,0,87500,1,3,-1,-1,-1
968,17115727,2,1,0,0,0,2,0,0,0,0,0,62500,3,3,-1,-1,-1
969,17115751,2,2,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
970,17115775,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
971,17115810,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
972,17115821,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
973,17115830,2,2,0,0,0,2,0,0,0,0,0,125000,1,1,-1,-1,-1
974,17115831,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
975,17115838,2,1,1,1,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
976,17115855,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
977,17115868,3,1,1,0,0,0,1,0,0,2,0,125000,1,1,-1,-1,-1
978,17115874,1,1,1,1,0,0,0,0,0,0,0,30000,1,3,-1,-1,-1
979,17115880,2,0,2,2,0,0,0,0,0,0,0,150000,2,3,-1,-1,-1
980,17115882,1,1,1,0,0,0,1,0,0,0,0,125000,1,3,-1,-1,-1
981,17115911,2,2,0,0,0,2,0,0,0,0,0,62500,1,3,-1,-1,-1
982,17115945,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
983,17115946,2,1,1,0,1,1,0,0,0,0,0,125000,1,3,-1,-1,-1
984,17115985,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
985,17116000,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
986,17116010,2,2,2,2,0,0,0,0,0,0,0,-1,3,2,-1,-1,-1
987,17116021,2,1,0,0,0,2,0,0,0,0,0,87500,2,5,-1,-1,-1
988,17116050,3,1,2,2,0,0,0,0,0,1,0,300000,1,3,-1,-1,-1
989,17116052,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
990,17116064,2,2,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
991,17116081,4,2,1,1,0,0,1,0,0,1,1,62500,1,1,-1,-1,-1
992,17116107,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
993,17116111,1,1,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
994,17116112,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
995,17116114,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
996,17116131,2,1,0,0,0,2,0,0,0,0,0,87500,3,3,-1,-1,-1
997,17116132,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
998,17116133,2,2,1,1,0,0,0,0,1,0,0,175000,1,3,-1,-1,-1
999,17116137,1,1,1,1,0,0,0,0,0,0,0,62500,1,2,-1,-1,-1
1000,17116171,1,1,0,0,0,0,1,0,0,0,0,-1,1,2,-1,-1,-1
1001,17116178,1,0,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1002,17116181,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
1003,17116208,1,1,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1004,17116226,2,0,2,1,1,0,0,1,0,0,0,87500,2,3,-1,-1,-1
1005,17116248,3,2,2,2,0,0,0,0,0,1,0,225000,1,1,-1,-1,-1
1006,17116257,1,0,1,0,0,0,1,0,0,0,0,30000,2,3,-1,-1,-1
1007,17116260,1,0,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
1008,17116276,2,1,1,1,0,0,1,0,0,0,0,62500,2,3,-1,-1,-1
1009,17116288,1,1,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1010,17116325,2,2,2,2,0,0,0,0,0,0,0,87500,3,2,-1,-1,-1
1011,17116330,1,1,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
1012,17116340,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
1013,17116364,4,2,2,1,0,0,1,0,0,1,1,125000,1,1,-1,-1,-1
1014,17116380,4,6,4,2,1,0,0,0,1,0,0,125000,1,1,-1,-1,-1
1015,17116383,1,0,0,0,0,1,0,0,0,0,0,42500,1,3,-1,-1,-1
1016,17116389,5,2,2,1,0,0,1,0,0,3,0,300000,1,1,-1,-1,-1
1017,17116430,1,1,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1018,17116441,1,1,1,0,0,0,1,0,0,0,0,87500,1,2,-1,-1,-1
1019,17116450,2,2,1,1,0,0,1,0,0,0,0,17500,3,3,-1,-1,-1
1020,17116534,1,0,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
1021,17116544,1,0,0,0,0,1,0,0,0,0,0,62500,2,3,-1,-1,-1
1022,17116567,3,2,2,2,0,0,0,0,0,0,1,300000,1,2,-1,-1,-1
1023,17116572,1,0,1,0,1,0,0,1,0,0,0,17500,2,3,-1,-1,-1
1024,17116598,1,1,1,1,0,0,0,0,0,0,0,150000,2,3,-1,-1,-1
1025,17116621,2,4,1,1,0,1,0,0,0,0,0,125000,1,1,-1,-1,-1
1026,17116693,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
1027,17116728,2,2,2,2,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1
1028,17116744,3,1,2,1,1,0,1,2,0,0,0,87500,2,3,-1,-1,-1
1029,17116781,2,2,2,1,1,0,0,0,0,0,0,175000,1,2,-1,-1,-1
1030,17116796,1,0,1,1,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
1031,17116824,1,1,1,1,0,0,0,0,0,0,0,87500,2,1,-1,-1,-1
1032,17116850,3,0,1,1,0,0,1,0,0,0,1,87500,2,3,-1,-1,-1
1033,17116918,2,2,1,1,0,0,1,2,0,0,0,42500,2,3,-1,-1,-1
1034,17116938,3,3,2,1,0,0,1,0,0,0,1,125000,1,1,-1,-1,-1
1035,17116963,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1036,17116972,1,2,1,0,1,0,0,0,0,0,0,30000,2,2,-1,-1,-1
1037,17116973,2,1,2,2,0,0,0,0,0,0,0,87500,2,5,-1,-1,-1
1038,17116991,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1039,17116998,1,1,0,0,0,1,0,0,0,0,0,62500,1,3,-1,-1,-1
1040,17117036,1,1,1,0,0,0,1,0,0,0,0,17500,2,1,-1,-1,-1
1041,17117052,2,1,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1042,17117061,2,1,2,2,0,0,0,1,0,0,0,-1,3,3,-1,-1,-1
1043,17117080,2,1,0,0,0,2,0,0,0,0,0,150000,2,3,-1,-1,-1
1044,17117084,2,1,0,0,0,2,0,0,0,0,0,87500,2,3,-1,-1,-1
1045,17117103,1,1,1,0,1,0,0,0,0,0,0,62500,1,2,-1,-1,-1
1046,17117109,2,1,0,0,0,2,0,0,0,0,0,30000,1,3,-1,-1,-1
1047,17117120,1,1,0,0,0,1,0,0,0,0,0,42500,3,3,-1,-1,-1
1048,17117136,1,1,0,0,0,1,0,0,0,0,0,62500,1,1,-1,-1,-1
1049,17117138,2,0,1,1,0,0,1,1,0,0,0,-1,2,3,-1,-1,-1
1050,17117152,1,1,1,1,0,0,0,1,0,0,0,42500,2,3,-1,-1,-1
1051,17117160,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
1052,17117176,2,2,2,2,0,0,0,0,0,0,0,87500,1,2,-1,-1,-1
1053,17117194,2,0,0,0,0,1,1,0,0,0,0,30000,1,1,-1,-1,-1
1054,17117209,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1055,17117269,1,0,0,0,0,0,1,0,0,0,0,30000,2,3,-1,-1,-1
1056,17117273,2,1,0,0,0,2,0,0,0,0,0,87500,1,3,-1,-1,-1
1057,17117277,2,0,0,0,0,0,2,0,0,0,0,5000,2,3,-1,-1,-1
1058,17117293,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1059,17117313,4,1,2,2,0,0,0,0,0,2,0,-1,1,1,-1,-1,-1
1060,17117344,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1061,17117346,2,3,0,0,0,2,0,1,0,0,0,125000,1,1,-1,-1,-1
1062,17117376,2,2,2,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1063,17117379,2,2,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1064,17117398,2,2,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1065,17117443,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1066,17117479,2,1,1,1,0,0,1,1,0,0,0,125000,2,3,-1,-1,-1
1067,17117500,2,2,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1068,17117503,2,1,2,1,0,0,1,0,0,0,0,175000,2,3,-1,-1,-1
1069,17117505,2,1,2,1,1,0,0,0,0,0,0,225000,1,3,-1,-1,-1
1070,17117529,2,2,1,0,0,1,1,1,0,0,0,87500,1,1,-1,-1,-1
1071,17117535,3,1,1,1,0,0,1,0,0,0,1,87500,2,3,-1,-1,-1
1072,17117540,2,2,1,0,0,1,1,0,0,0,0,42500,1,1,-1,-1,-1
1073,17117555,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1074,17117560,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1075,17117588,4,2,1,1,0,0,1,0,0,1,1,125000,1,1,-1,-1,-1
1076,17117590,1,0,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
1077,17117614,1,1,1,0,1,0,0,0,0,0,0,30000,1,1,-1,-1,-1
1078,17117645,2,1,2,1,1,0,0,1,0,0,0,17500,2,3,-1,-1,-1
1079,17117666,1,2,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
1080,17117678,1,1,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1081,17117715,3,1,1,1,0,0,1,0,0,0,1,-1,3,1,-1,-1,-1
1082,17117745,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
1083,17117746,4,1,3,2,1,0,0,1,0,1,0,62500,2,2,-1,-1,-1
1084,17117764,1,1,1,0,0,0,1,0,0,0,0,30000,2,1,-1,-1,-1
1085,17117788,2,0,1,1,0,0,1,1,0,0,0,42500,2,3,-1,-1,-1
1086,17117809,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1087,17117819,1,1,0,0,0,1,0,0,0,0,0,42500,2,3,-1,-1,-1
1088,17117825,2,1,1,0,1,0,1,1,0,0,0,30000,2,3,-1,-1,-1
1089,17117864,1,1,0,0,0,1,0,0,0,0,0,42500,1,3,-1,-1,-1
1090,17117878,3,2,2,1,1,0,0,0,0,1,0,125000,1,1,-1,-1,-1
1091,17117879,2,1,2,1,1,0,0,2,0,0,0,42500,2,3,-1,-1,-1
1092,17117880,4,2,2,1,0,0,1,0,0,1,1,175000,2,1,-1,-1,-1
1093,17117887,3,2,3,3,0,0,0,2,0,0,0,175000,2,3,-1,-1,-1
1094,17117898,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1095,17117902,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
1096,17117914,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
1097,17117931,2,1,2,2,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
1098,17118015,2,2,2,1,0,0,1,0,0,0,0,125000,2,1,-1,-1,-1
1099,17118026,2,2,0,0,0,1,1,0,0,0,0,87500,1,1,-1,-1,-1
1100,17118030,4,2,2,2,0,0,0,0,0,2,0,225000,1,1,-1,-1,-1
1101,17118055,4,1,2,1,0,0,1,0,0,2,0,125000,1,2,-1,-1,-1
1102,17118065,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
1103,17118068,2,1,1,1,0,0,1,0,0,0,0,175000,2,3,-1,-1,-1
1104,17118093,2,2,2,2,0,0,0,0,0,0,0,225000,1,1,-1,-1,-1
1105,17118102,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
1106,17118128,2,1,2,2,0,0,0,0,0,0,0,-1,2,2,-1,-1,-1
1107,17118139,2,1,2,1,1,0,0,1,0,0,0,87500,2,3,-1,-1,-1
1108,17118144,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1109,17118150,2,2,1,1,0,0,1,0,0,0,0,300000,1,2,-1,-1,-1
1110,17118152,3,1,2,1,0,0,1,0,0,0,1,225000,1,3,-1,-1,-1
1111,17118174,2,2,1,1,0,0,1,1,0,0,0,125000,1,1,-1,-1,-1
1112,17118197,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1113,17118207,1,1,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1114,17118232,2,1,1,0,1,1,0,0,0,0,0,62500,2,3,-1,-1,-1
1115,17118281,3,1,1,1,0,0,1,1,0,0,1,87500,1,1,-1,-1,-1
1116,17118310,2,2,1,0,0,1,1,0,0,0,0,175000,1,1,-1,-1,-1
1117,17118320,1,1,0,0,0,0,1,1,0,0,0,5000,2,3,-1,-1,-1
1118,17118345,4,2,2,1,0,0,1,0,0,2,0,42500,1,1,-1,-1,-1
1119,17118375,2,2,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
1120,17118402,2,0,2,0,1,0,1,0,0,0,0,62500,2,3,-1,-1,-1
1121,17118418,1,1,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
1122,17118435,2,1,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1123,17118482,1,0,1,1,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1124,17118485,2,0,1,1,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
1125,17118507,2,2,0,0,0,2,0,0,0,0,0,87500,1,1,-1,-1,-1
1126,17118565,1,1,1,0,1,0,0,1,0,0,0,125000,2,3,-1,-1,-1
1127,17118593,1,1,0,0,0,1,0,0,0,0,0,17500,1,3,-1,-1,-1
1128,17118610,4,4,4,3,1,0,0,0,0,0,0,62500,2,1,-1,-1,-1
1129,17118620,3,1,1,1,0,0,1,0,0,0,1,87500,2,3,-1,-1,-1
1130,17118632,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1131,17118670,2,2,2,2,0,0,0,0,0,0,0,87500,1,1,-1,-1,-1
1132,17118701,4,2,2,2,0,0,0,0,0,2,0,150000,1,1,-1,-1,-1
1133,17118748,1,1,1,1,0,0,0,0,0,0,0,87500,1,3,-1,-1,-1
1134,17118766,1,2,1,0,0,0,1,0,0,0,0,30000,2,3,-1,-1,-1
1135,17118771,2,1,1,1,0,0,1,0,0,0,0,87500,2,2,-1,-1,-1
1136,17118782,1,1,1,1,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
1137,17118797,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1138,17118879,1,1,1,1,0,0,0,1,0,0,0,62500,1,3,-1,-1,-1
1139,17118883,1,0,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1140,17118889,1,0,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
1141,17118902,2,2,0,0,0,2,0,0,0,0,0,125000,1,3,-1,-1,-1
1142,17118919,1,0,1,0,1,0,0,0,0,0,0,-1,2,3,-1,-1,-1
1143,17118951,2,4,1,1,0,1,0,0,0,0,0,37500,2,2,-1,-1,-1
1144,17118977,1,1,1,1,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
1145,17118979,4,2,1,1,0,0,1,0,0,1,1,87500,2,3,-1,-1,-1
1146,17119000,1,1,1,1,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1147,17119024,2,1,1,1,0,0,1,1,0,0,0,125000,1,1,-1,-1,-1
1148,17119086,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1149,17119094,2,2,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1150,17119142,2,1,1,0,1,0,1,0,0,0,0,-1,3,3,-1,-1,-1
